2ff4ac320839b1fb34b67f246ffd3f74e139153bb1e74bf1a1b9e77004416b0a,4fd5ee6b510fbc25be66ab1f6ea8d316c349fa6b154efeebcd8f8c31b4fe36b4,e35f4f7c3ecb9d57f5627fce0e6905c9f62e977570a33818e3945ddca02c11f1,1fe3e3f65a08aee7fac7f37fff01f4e7ffd6a98b8d2e534affbf9dfd9b795a84,04b8c0260af31ea90d83c5f12a838e6996e50f6fdd2ffb50feaccc7ac4041bed,a68917c5837a94cd4e426e57782d6fb282fd1ace6179e79b7940386d88925954,42c8f1e79ef3ef33e2c42ac2af6763cfb5352655dc41aefe5801d1ac8ffe13d4,79b52b5049156caa78ce5a6dcff90b6168c1ab7963268169bce53e44bcf8d441,a1a8fe9e3492b49d547f488b43e11973a9611200eacec3167c7fbb59e9a17a19,8ccf3da504c46c343bd1599d961232a0abcdef4961a16e5c514826eda5513703,5255d3a02d52c2bb6456807c3291979f6690fb035d0af6bcf529b97034a0ad91
"0","","","","91","","","","1012","1012010",""
"vo_wac_220224","","","0","21","","0","vo_wac_220224_001","1012","1012011",""
"100711","0","0","1","11","1","10","……嗚～但一想到布丁，\n人家的肚子就開始餓了來的。\n所以人家在牆上畫布丁後有吃吃看喲。\n一點都不好吃來的！","1012","1012012","0.5"
"0","","","","91","","","","1012","1012013",""
"vo_wac_220224","","","0","21","","0","vo_wac_220224_002","1012","1012014",""
"100711","0","0","1","11","1","10","快把真正的布丁\n交出來的～！！","1012","1012015","0.5"
"0","","","","91","","","","1012","1012016",""
"0","","","","22","","","0","1012","1012017",""
"100711","0.2","","","3","","1","wac_idle_smile","1013","1013001",""
"111","0.2","","","3","","1","wac_no_items","1013","1013002",""
"100711","","","0","2","","-340","200","1013","1013003",""
"111","","","0","2","","-340","200","1013","1013004",""
"1","","","","32","","","0","1013","1013005",""
"2","","","","32","","","1","1013","1013006",""
"11","","","","32","","","0","1013","1013007",""
"0","","","","91","","","","1013","1013008",""
"1","2","0","-108","1","-212.75","202","105311","1111","1111001","wac_default_11"
"1","2","0","-108","5","-212.75","201","111","1111","1111002","wac_default_11"
"1","1","","0","31","1","0","1","1111","1111003",""
"2","0","","0","31","1","0","2","1111","1111004",""
"11","0","","0","31","1","0","11","1111","1111005",""
"105311","0.2","","","3","","0","wac_paint_11","1111","1111006",""
"111","0.2","","","3","","0","wac_paint_11","1111","1111007",""
"0.3","","","","93","","","0","1111","1111008",""
"11","","","","32","","","1","1111","1111009","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_roller","1111","1111010",""
"1","","","","131","","","","1111","1111011",""
"105311","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","1112","1112001",""
"111","0.2","","","3","","1","wac_no_items","1112","1112002",""
"105311","","","0","2","","-340","200","1112","1112003",""
"111","","","0","2","","-340","200","1112","1112004",""
"1","","","","32","","","0","1112","1112005",""
"2","","","","32","","","1","1112","1112006",""
"11","","","","32","","","0","1112","1112007",""
"vo_wac_220225","","","0","21","","0","vo_wac_220225_000","1112","1112008",""
"105311","0","0","1","11","1","10","好，成品相當不賴！\n畫圖也挺不錯的啊！\n雖然偶爾會被以為是小孩子\n在惡作劇，讓人十分心寒……","1112","1112009","0.5"
"0","","","","91","","","","1112","1112010",""
"vo_wac_220225","","","0","21","","0","vo_wac_220225_001","1112","1112011",""
"105311","0","0","1","11","1","10","在相隔遙遠的這片土地留下了\n我的圖畫……我的足跡。\n這是不是一項該與祖國報告的\n偉大創舉呢！","1112","1112012","0.5"
"0","","","","91","","","","1112","1112013",""
"0","","","","22","","","0","1112","1112014",""
"105311","0.2","","","3","","1","wac_idle_doya","1113","1113001",""
"111","0.2","","","3","","1","wac_no_items","1113","1113002",""
"105311","","","0","2","","-340","200","1113","1113003",""
"111","","","0","2","","-340","200","1113","1113004",""
"1","","","","32","","","0","1113","1113005",""
"2","","","","32","","","1","1113","1113006",""
"11","","","","32","","","0","1113","1113007",""
"0","","","","91","","","","1113","1113008",""
"1","2","0","-108","1","-175","202","100811","1211","1211001","wac_default_01"
"1","2","0","-108","5","-175","201","111","1211","1211002","wac_default_02"
"4","1","","0","31","1","0","4","1211","1211003",""
"2","0","","0","31","1","0","2","1211","1211004",""
"12","0","","0","31","1","0","12","1211","1211005",""
"100811","0.2","","","3","","0","wac_paint_01","1211","1211006",""
"111","0.2","","","3","","0","wac_paint_02","1211","1211007",""
"12","","","","32","","","1","1211","1211008","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_brush","1211","1211009",""
"1","","","","131","","","","1211","1211010",""
"100811","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","1212","1212001",""
"111","0.2","","","3","","1","wac_no_items","1212","1212002",""
"100811","","","0","2","","-340","200","1212","1212003",""
"111","","","0","2","","-340","200","1212","1212004",""
"4","","","","32","","","0","1212","1212005",""
"2","","","","32","","","1","1212","1212006",""
"12","","","","32","","","0","1212","1212007",""
"vo_wac_220226","","","0","21","","0","vo_wac_220226_000","1212","1212008",""
"100811","0","0","1","11","1","10","啊……真美麗……\n除了美麗之外，\n我找不到能夠表現這個的詞彙。","1212","1212009","0.5"
"0","","","","91","","","","1212","1212010",""
"vo_wac_220226","","","0","21","","0","vo_wac_220226_001","1212","1212011",""
"100811","0","0","1","11","1","10","雖然還有未完成的美這句話，\n但那種東西與我無關。\n完整而無暇的美麗。\n那正是我！啊……真美……","1212","1212012","0.5"
"0","","","","91","","","","1212","1212013",""
"0","","","","22","","","0","1212","1212014",""
"100811","0.2","","","3","","1","wac_idle_wish","1213","1213001",""
"111","0.2","","","3","","1","wac_no_items","1213","1213002",""
"100811","","","0","2","","-340","200","1213","1213003",""
"111","","","0","2","","-340","200","1213","1213004",""
"4","","","","32","","","0","1213","1213005",""
"2","","","","32","","","1","1213","1213006",""
"12","","","","32","","","0","1213","1213007",""
"0","","","","91","","","","1213","1213008",""
"1","2","0","-108","1","-175","202","104511","1311","1311001","wac_default_01"
"1","2","0","-108","5","-175","201","111","1311","1311002","wac_default_02"
"4","1","","0","31","1","0","4","1311","1311003",""
"2","0","","0","31","1","0","2","1311","1311004",""
"12","0","","0","31","1","0","12","1311","1311005",""
"104511","0.2","","","3","","0","wac_paint_01","1311","1311006",""
"111","0.2","","","3","","0","wac_paint_02","1311","1311007",""
"12","","","","32","","","1","1311","1311008","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_brush","1311","1311009",""
"1","","","","131","","","","1311","1311010",""
"104511","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","1312","1312001",""
"111","0.2","","","3","","1","wac_no_items","1312","1312002",""
"104511","","","0","2","","-340","200","1312","1312003",""
"111","","","0","2","","-340","200","1312","1312004",""
"4","","","","32","","","0","1312","1312005",""
"2","","","","32","","","1","1312","1312006",""
"12","","","","32","","","0","1312","1312007",""
"vo_wac_220227","","","0","21","","0","vo_wac_220227_000","1312","1312008",""
"104511","0","0","1","11","1","10","嘻嘻嘻……\n空花在繪畫時\n灌注了各種東西的畫\n會被看到吧……","1312","1312009","0.5"
"0","","","","91","","","","1312","1312010",""
"vo_wac_220227","","","0","21","","0","vo_wac_220227_001","1312","1312011",""
"104511","0","0","1","11","1","10","纖細的用筆……\n粗暴的筆觸……\n從空花手中誕生的畫就要……！\n流口水～♪","1312","1312012","0.5"
"0","","","","91","","","","1312","1312013",""
"0","","","","22","","","0","1312","1312014",""
"104511","0.2","","","3","","1","wac_idle_smile","1313","1313001",""
"111","0.2","","","3","","1","wac_no_items","1313","1313002",""
"104511","","","0","2","","-340","200","1313","1313003",""
"111","","","0","2","","-340","200","1313","1313004",""
"4","","","","32","","","0","1313","1313005",""
"2","","","","32","","","1","1313","1313006",""
"12","","","","32","","","0","1313","1313007",""
"0","","","","91","","","","1313","1313008",""
"1","2","0","-108","1","-175","202","103011","1411","1411001","wac_default_11"
"1","2","0","-108","5","-175","201","111","1411","1411002","wac_default_12"
"4","1","","0","31","1","0","4","1411","1411003",""
"2","0","","0","31","1","0","2","1411","1411004",""
"12","0","","0","31","1","0","12","1411","1411005",""
"103011","0.2","","","3","","0","wac_paint_11","1411","1411006",""
"111","0.2","","","3","","0","wac_paint_12","1411","1411007",""
"0.3","","","","93","","","0","1411","1411008",""
"12","","","","32","","","1","1411","1411009","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_roller","1411","1411010",""
"1","","","","131","","","","1411","1411011",""
"103011","0.2","","wac_talk_kyapi_loop","3","1","0","wac_talk_kyapi_in","1412","1412001",""
"111","0.2","","","3","","1","wac_no_items","1412","1412002",""
"103011","","","0","2","","-340","200","1412","1412003",""
"111","","","0","2","","-340","200","1412","1412004",""
"4","","","","32","","","0","1412","1412005",""
"2","","","","32","","","1","1412","1412006",""
"12","","","","32","","","0","1412","1412007",""
"vo_wac_220228","","","0","21","","0","vo_wac_220228_000","1412","1412008",""
"103011","0","0","1","11","1","10","咻啪啪啪！\n完成了是也！\n哼哼哼……成品展現出了\n不求於外物的精湛技術是也！","1412","1412009","0.5"
"0","","","","91","","","","1412","1412010",""
"vo_wac_220228","","","0","21","","0","vo_wac_220228_001","1412","1412011",""
"103011","0","0","1","11","1","10","對忠臣來說，這點小事情\n是理所當然的是也！\n就把將軍的威嚴\n傳遍蘭德索爾吧！","1412","1412012","0.5"
"0","","","","91","","","","1412","1412013",""
"0","","","","22","","","0","1412","1412014",""
"103011","0.2","","","3","","1","wac_idle_kyapi","1413","1413001",""
"111","0.2","","","3","","1","wac_no_items","1413","1413002",""
"103011","","","0","2","","-340","200","1413","1413003",""
"111","","","0","2","","-340","200","1413","1413004",""
"4","","","","32","","","0","1413","1413005",""
"2","","","","32","","","1","1413","1413006",""
"12","","","","32","","","0","1413","1413007",""
"0","","","","91","","","","1413","1413008",""
"1","2","0","-108","1","-212.75","202","102911","1511","1511001","wac_default_11"
"1","2","0","-108","5","-212.75","201","111","1511","1511002","wac_default_11"
"1","1","","0","31","1","0","1","1511","1511003",""
"2","0","","0","31","1","0","2","1511","1511004",""
"11","0","","0","31","1","0","11","1511","1511005",""
"102911","0.2","","","3","0","0","wac_paint_11","1511","1511006",""
"111","0.2","","","3","0","0","wac_paint_11","1511","1511007",""
"0.3","","","","93","","","0","1511","1511008",""
"11","","","","32","","","1","1511","1511009",""
"se_10035700","","","","23","","0","se_10035700_roller","1511","1511010",""
"1","","","","131","","","","1511","1511011",""
"102911","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","1512","1512001",""
"111","0.2","","","3","","1","wac_no_items","1512","1512002",""
"102911","","","0","2","","-340","200","1512","1512003",""
"111","","","0","2","","-340","200","1512","1512004",""
"1","","","","32","","","0","1512","1512005",""
"2","","","","32","","","1","1512","1512006",""
"11","","","","32","","","0","1512","1512007",""
"vo_wac_220301","","","0","21","","0","vo_wac_220301_000","1512","1512008",""
"102911","0","0","1","11","1","10","啊，糟糕了～！\n不小心簽上自己的名字了♪","1512","1512009","0.5"
"0","","","","91","","","","1512","1512010",""
"vo_wac_220301","","","0","21","","0","vo_wac_220301_001","1512","1512011",""
"102911","0","0","1","11","1","10","不同於展現自己，\n而是展現自己的畫作。\n這也是一種表現的形式呢！\n好像也能運用在偶像活動上♪","1512","1512012","0.5"
"0","","","","91","","","","1512","1512013",""
"0","","","","22","","","0","1512","1512014",""
"102911","0.2","","","3","","1","wac_idle_smile","1513","1513001",""
"111","0.2","","","3","","1","wac_no_items","1513","1513002",""
"102911","","","0","2","","-340","200","1513","1513003",""
"111","","","0","2","","-340","200","1513","1513004",""
"1","","","","32","","","0","1513","1513005",""
"2","","","","32","","","1","1513","1513006",""
"11","","","","32","","","0","1513","1513007",""
"0","","","","91","","","","1513","1513008",""
"1","2","0","-108","1","-212.75","202","104211","1611","1611001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","1611","1611002","wac_default_02"
"1","1","","0","31","1","0","1","1611","1611003",""
"2","0","","0","31","1","0","2","1611","1611004",""
"11","0","","0","31","1","0","11","1611","1611005",""
"104211","0.2","","","3","0","0","wac_paint_01","1611","1611006",""
"111","0.2","","","3","0","0","wac_paint_02","1611","1611007",""
"0","","","","93","","","0","1611","1611008",""
"11","","","","32","","","1","1611","1611009",""
"se_10035700","","","","23","","0","se_10035700_brush","1611","1611010",""
"1","","","","131","","","","1611","1611011",""
"104211","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","1612","1612001",""
"111","0.2","","","3","","1","wac_no_items","1612","1612002",""
"104211","","","0","2","","-340","200","1612","1612003",""
"111","","","0","2","","-340","200","1612","1612004",""
"1","","","","32","","","0","1612","1612005",""
"2","","","","32","","","1","1612","1612006",""
"11","","","","32","","","0","1612","1612007",""
"vo_wac_220302","","","0","21","","0","vo_wac_220302_000","1612","1612008",""
"104211","0","0","1","11","1","10","啊……習慣性把名字簽上去了……\n……這習慣可能望也會犯呢。","1612","1612009","0.5"
"0","","","","91","","","","1612","1612010",""
"vo_wac_220302","","","0","21","","0","vo_wac_220302_001","1612","1612011",""
"104211","0","0","1","11","1","10","呵呵。各式各樣的畫結合在一起，\n就像是音色在迴盪一樣。\n……真是期待完成品呢。","1612","1612012","0.5"
"0","","","","91","","","","1612","1612013",""
"0","","","","22","","","0","1612","1612014",""
"104211","0.2","","","3","","1","wac_idle_wish","1613","1613001",""
"111","0.2","","","3","","1","wac_no_items","1613","1613002",""
"104211","","","0","2","","-340","200","1613","1613003",""
"111","","","0","2","","-340","200","1613","1613004",""
"1","","","","32","","","0","1613","1613005",""
"2","","","","32","","","1","1613","1613006",""
"11","","","","32","","","0","1613","1613007",""
"0","","","","91","","","","1613","1613008",""
"1","2","0","-108","1","-212.75","202","105411","1711","1711001","wac_default_11"
"1","2","0","-108","5","-212.75","201","111","1711","1711002","wac_default_13"
"1","1","","0","31","1","0","1","1711","1711003",""
"2","0","","0","31","1","0","2","1711","1711004",""
"11","0","","0","31","1","0","11","1711","1711005",""
"105411","0.2","","","3","0","0","wac_paint_11","1711","1711006",""
"111","0.2","","","3","0","0","wac_paint_13","1711","1711007",""
"0.3","","","","93","","","0","1711","1711008",""
"11","","","","32","","","1","1711","1711009",""
"se_10035700","","","","23","","0","se_10035700_roller","1711","1711010",""
"1","","","","131","","","","1711","1711011",""
"105411","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","1712","1712001",""
"111","0.2","","","3","","1","wac_no_items","1712","1712002",""
"105411","","","0","2","","-340","200","1712","1712003",""
"111","","","0","2","","-340","200","1712","1712004",""
"1","","","","32","","","0","1712","1712005",""
"2","","","","32","","","1","1712","1712006",""
"11","","","","32","","","0","1712","1712007",""
"vo_wac_220303","","","0","21","","0","vo_wac_220303_000","1712","1712008",""
"105411","0","0","1","11","1","10","為什麼我剛才把名字簽上去了……？\n不過，這樣應該就可以了吧？\n不，還是再改一下好了。","1712","1712009","0.5"
