92a77eeb9e3fdac6a87ba9b266c1ae995026dbb5cb9285aad79d2e4abbd863a7,da5da3e2ffa0ea06e0b31a06beda74dafcb55c6afbd3424f065d7aa89e74d392,e832c0c5a61dc75df15b67205eea84995a50c781f287176e4d955210d91306a6,268dd0b9e3ce138413bd68fb9202204f61f0651d9f6a7ef2b40c6164a9a1223c,279ae35b87c962ee85221c5a2c12c372ebad0d82a01eb18ceb7c162df31d1642,0b64d7bbf484b6656fb542ac6e86eba8abe16486d9a6c2dffce5bebadc307dd7,4a54900e9b4f1e499d5b416d5a4cafeb8ecaeb78cca577c58ca63e126518e906,2ca58603b41615da2f21337e0a306a281a53bae44afbbd67e0f3d0ef07a403ac,ded148c683a1b8ffc9c4d749ac420349da8f81e651d13fc1b8c4c2b5336cd646
"10300006","300","5","319","2030/12/31 23:59:59","60","0","2024/07/15 16:00:00","11003001"
"10300007","300","2","319","2030/12/31 23:59:59","58","20002","2024/07/15 16:00:00","11003001"
"10300008","300","8","319","2030/12/31 23:59:59","10","91002","2024/07/15 16:00:00","11003001"
"10300009","300","5","319","2030/12/31 23:59:59","30","0","2024/07/15 16:00:00","13002001"
"10300010","300","5","319","2030/12/31 23:59:59","30","0","2024/07/15 16:00:00","18004001"
"10300014","300","5","319","2030/12/31 23:59:59","45","0","2024/07/15 16:00:00","11004001"
"10300015","300","2","319","2030/12/31 23:59:59","58","20002","2024/07/15 16:00:00","11004001"
"10300016","300","2","319","2030/12/31 23:59:59","500","90007","2024/07/15 16:00:00","11004001"
"10300017","300","5","319","2030/12/31 23:59:59","55","0","2024/07/15 16:00:00","11005001"
"10300018","300","12","319","2030/12/31 23:59:59","170000","94002","2024/07/15 16:00:00","11005001"
"10300019","300","2","319","2030/12/31 23:59:59","500","90007","2024/07/15 16:00:00","11005001"
"10300024","300","5","319","2030/12/31 23:59:59","55","0","2024/07/15 16:00:00","14001001"
"10300025","300","12","319","2030/12/31 23:59:59","380000","94002","2024/07/15 16:00:00","14001001"
"10300026","300","2","319","2030/12/31 23:59:59","16","20003","2024/07/15 16:00:00","14001001"
"10300027","300","5","319","2030/12/31 23:59:59","70","0","2024/07/15 16:00:00","14003001"
"10300028","300","12","319","2030/12/31 23:59:59","630000","94002","2024/07/15 16:00:00","14003001"
"10300029","300","2","319","2030/12/31 23:59:59","4","22002","2024/07/15 16:00:00","14003001"
"10300114","300","5","319","2030/12/31 23:59:59","30","0","2024/07/15 16:00:00","11101001"
"10300115","300","2","319","2030/12/31 23:59:59","16","20003","2024/07/15 16:00:00","11101001"
"10300121","300","5","319","2030/12/31 23:59:59","45","0","2024/07/15 16:00:00","11001002"
"10300122","300","12","319","2030/12/31 23:59:59","160000","94002","2024/07/15 16:00:00","11001002"
"10300123","300","2","319","2030/12/31 23:59:59","6","23001","2024/07/15 16:00:00","11001002"
"10320003","320","5","-1","2030/12/31 23:59:59","45","0","2025/02/15 16:00:00","11001001"
"10320004","320","12","-1","2030/12/31 23:59:59","170000","94002","2025/02/15 16:00:00","11001001"
"10320005","320","8","-1","2030/12/31 23:59:59","10","91002","2025/02/15 16:00:00","11001001"
"10320006","320","5","-1","2030/12/31 23:59:59","60","0","2025/02/15 16:00:00","11003001"
"10320007","320","2","-1","2030/12/31 23:59:59","62","20002","2025/02/15 16:00:00","11003001"
"10320008","320","8","-1","2030/12/31 23:59:59","10","91002","2025/02/15 16:00:00","11003001"
"10320009","320","5","-1","2030/12/31 23:59:59","30","0","2025/02/15 16:00:00","13002001"
"10320010","320","5","-1","2030/12/31 23:59:59","30","0","2025/02/15 16:00:00","18004001"
"10320014","320","5","-1","2030/12/31 23:59:59","45","0","2025/02/15 16:00:00","11004001"
"10320015","320","2","-1","2030/12/31 23:59:59","62","20002","2025/02/15 16:00:00","11004001"
"10320016","320","2","-1","2030/12/31 23:59:59","500","90007","2025/02/15 16:00:00","11004001"
"10320017","320","5","-1","2030/12/31 23:59:59","55","0","2025/02/15 16:00:00","11005001"
"10320018","320","12","-1","2030/12/31 23:59:59","180000","94002","2025/02/15 16:00:00","11005001"
"10320019","320","2","-1","2030/12/31 23:59:59","500","90007","2025/02/15 16:00:00","11005001"
"10320024","320","5","-1","2030/12/31 23:59:59","55","0","2025/02/15 16:00:00","14001001"
"10320025","320","12","-1","2030/12/31 23:59:59","400000","94002","2025/02/15 16:00:00","14001001"
"10320026","320","2","-1","2030/12/31 23:59:59","17","20003","2025/02/15 16:00:00","14001001"
"10320027","320","5","-1","2030/12/31 23:59:59","70","0","2025/02/15 16:00:00","14003001"
"10320028","320","12","-1","2030/12/31 23:59:59","660000","94002","2025/02/15 16:00:00","14003001"
"10320029","320","2","-1","2030/12/31 23:59:59","4","22002","2025/02/15 16:00:00","14003001"
"10320114","320","5","-1","2030/12/31 23:59:59","30","0","2025/02/15 16:00:00","11101001"
"10320115","320","2","-1","2030/12/31 23:59:59","17","20003","2025/02/15 16:00:00","11101001"
"10320121","320","5","-1","2030/12/31 23:59:59","45","0","2025/02/15 16:00:00","11001002"
"10320122","320","12","-1","2030/12/31 23:59:59","170000","94002","2025/02/15 16:00:00","11001002"
"10320123","320","2","-1","2030/12/31 23:59:59","6","23001","2025/02/15 16:00:00","11001002"
"11005002","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","11005002"
"11005003","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","11005003"
"11701001","1","2","-1","2030/12/31 23:59:59","100","25021","2024/11/15 16:00:00","11701001"
"18010001","1","2","-1","2030/12/31 23:59:59","50","90005","2024/06/14 16:00:00","18010001"
"21082001","1","2","-1","2030/12/31 23:59:59","1","21953","2025/02/15 16:00:00","21082001"
"21082002","1","2","-1","2030/12/31 23:59:59","1","21953","2025/02/15 16:00:00","21082002"
"25010001","1","2","-1","2030/12/31 23:59:59","100","90006","2021/05/27 05:00:00","25010001"
"25010002","1","2","-1","2030/12/31 23:59:59","500","90006","2021/05/27 05:00:00","25010002"
"25010003","1","2","-1","2030/12/31 23:59:59","1500","90006","2021/05/27 05:00:00","25010003"
"25010004","1","2","-1","2030/12/31 23:59:59","2500","90006","2021/05/27 05:00:00","25010004"
"25010011","1","2","-1","2030/12/31 23:59:59","500","90006","2020/12/26 05:00:00","25010011"
"25010012","1","2","-1","2030/12/31 23:59:59","2500","90006","2020/12/26 05:00:00","25010012"
"25010013","1","2","-1","2030/12/31 23:59:59","3500","90006","2020/12/26 05:00:00","25010013"
