c1b74586625890f10e4e5400b35d54b67e2dcf9ad5f6a109819a90fc5eaac00e,b2ccea8aff1dd84ab62784310c3e9d09da1af36805ac898cf9fcdd706a6e263d,ffe82516df81a77770d5a39245e9eea773a55683ce03132cb2e3e77a5d706962,6bfbdfdfee04397163ce7c0a4ab46bcc71cb41374ea38ea30b30addde29ff0c0,6cc2b92c3ca7b4a937b87dba0fc3e42280bb609b09fafc488371d32f141c6c84,380b499600b59b6eed143dfcaf3cd448097ebd00efc30cf053e8de3270490d98,eca2529ef7678e21d4890af02141c814b920f7da874692979680a67ab1171c50,d899ced72766c592981c3c413106cb8005f698b2885ecef75469df691e241a9e,d75739bd769e888b2838e3c425a4e2a76e59993cfeaa6c6bf93f8c9b45dc7afc,2cc26a5f4dd9eedcdcbc9348ebd50a18fd381af29b1266d5e33a181bcdd953c2,e6e25f692f79a4852803ee69e27e6f5ec5994554f2687d07cf5659853b604773,208c168094875c9c8265e426ef5cf73f954cdc17127b421b99a16f29b3ec31e6,d6b6722d78f26bcab4914282bdccdd8d6547e4e59f618936e7c77de851459aa9,5e6a2c8a0fbc344d4296b799b14b2412be5f3413786c82cf7ee5117d570a3415,02b4a646142ba0c610e5942e6ea6bdbb7d82befa3382b0da4bcbe225e859f0ab,86c31fcf1df34f323dd5122b3f2b6e32bb13e9368bf7c54058b36f7196290126,3095c471764458a2aa62c3bd6ab59f42f3b21790f9a99f2352fd95dc163d9cc9,8a164f7e0a01075d4f52d675077e193547baa757b94a639e6bf47b95f62d9626,2ac727a8f6e62a0087ea9d895beb1ba90d52ce53fa6eba8457a609eb63b23d9f,c2166f357cb2b0e53ea3e071599d18daa9b342b2a93fa4470dfe45ff4775e37e,5ebfeb1c1b2236da2aa4f06fde0a64b0aea5cb852eb83465538fc02797fdcf08,c75724f7fe790b10b50bba2b8cbad433426a715c916e73106fe1d5254dd27ab8,b6a5d4c4a9e58fe9b0cbbb124d3bee1abd1225a760e2706f6255f7309d8ee3f6,72c60ffec24bad51d108f8c1082a80777aa5b7591cf10d0cdd6b47608f4d0295,0ce2fea12ef98fea0a028027f0ee194b74e85daff10bbe56d67bf1cbc1271da5,1befb1fb03d2e6235fbc30a81541c7dca39bfa616b9c6db9042bb96f35c74a19,852a9594a8454bb2d079521f774f91cf252bfdd55ffb50d17bdf31a33d90e7f1,e22604794ffeb22e2329f755713f31d2fbd036b5454dc1560e88a55927de051b,32ec7668a2e507fc8966b5d1c21b2fdc0a9dc2d737a17439f462d9ba07dd81a1,5e9de8112557888dbccff68a87429f05bcec48a17ba252841053860280e918d6,32f82cc3dbf410d8e46f5868042e1ea46672cd5b37187aeae5016d07613d0adf,8b8fe9bb5f7200b6cdf5d2f4fd2e5a9a1259153c71bde34934b1693d40f03970,e6f6d2d7c2bc39a08e921e41d55da49b9bd45768c0478106ae70e9990afa2988,34452c8fad7a0083ceb48aa258c8e60a2bcf435a2fab314ea3255a1f7e627886,7c9a04d7b10a97f1a1fbe5a18459aef137288eab57a8ee18a4ae2a17b0889e1c,94f40d96eab7fdcf7344c01f656e116be7fb305349bbd6b897bb7b31e3a29a3a,675df83924c24b5f07690f6c584868a4255b9144ae330ceb2713a717faa524d6,c18dce664716c04877aaef515cbe4e18855d5e073bf07c62c8428f7ba10f8a06,8aa292f0590f58980fb199ba7bba50d23136c544939f96aa4535e81f4c306c74,90091176489e48d6ee7430bd0c08baf4a8c0c927317c7d725a8df57f8d04d5af
"49","49","49","49","1","0","200000001","200200","49","10","18951","0","0","1441","0","670020049","0","49","30","49","49","49","49","0","0","51","0","49","0","49","49","49","1","49","49","41","49","0","1","10"
"50","50","50","50","1","0","200000001","200200","50","10","20657","0","0","1531","0","670020050","0","50","30","50","50","50","50","0","0","52","0","50","0","50","50","50","1","50","50","42","50","0","1","10"
"51","51","51","51","1","0","200000001","200200","51","10","22363","0","0","1670","0","670020051","0","51","30","51","51","51","51","0","0","53","0","51","0","51","51","51","1","51","51","42","51","0","1","10"
"52","52","52","52","1","0","200000001","200200","52","10","24069","0","0","1710","0","670020052","0","52","30","52","52","52","52","0","0","54","0","52","0","52","52","52","1","52","52","43","52","0","1","10"
"53","53","53","53","1","0","200000001","200200","53","10","25775","0","0","1800","0","670020053","0","53","30","53","53","53","53","0","0","55","0","53","0","53","53","53","1","53","53","43","53","0","1","10"
"54","54","54","54","1","0","200000001","200200","54","10","27481","0","0","1890","0","670020054","0","54","30","54","54","54","54","0","0","56","0","54","0","54","54","54","1","54","54","44","54","0","1","10"
"55","55","55","55","1","0","200000001","200200","55","10","29187","0","0","1979","0","670020055","0","55","30","55","55","55","55","0","0","57","0","55","0","55","55","55","1","55","55","44","55","0","1","10"
"56","56","56","56","1","0","200000001","200200","56","10","30893","0","0","2069","0","670020056","0","56","30","56","56","56","56","0","0","58","0","56","0","56","56","56","1","56","56","45","56","0","1","10"
"57","57","57","57","1","0","200000001","200200","57","10","32599","0","0","2159","0","670020057","0","57","30","57","57","57","57","0","0","59","0","57","0","57","57","57","1","57","57","45","57","0","1","10"
"58","58","58","58","1","0","200000001","200200","58","10","34305","0","0","2248","0","670020058","0","58","30","58","58","58","58","0","0","60","0","58","0","58","58","58","1","58","58","46","58","0","1","10"
"59","59","59","59","1","0","200000001","200200","59","10","36011","0","0","2338","0","670020059","0","59","30","59","59","59","59","0","0","61","0","59","0","59","59","59","1","59","59","46","59","0","1","10"
"60","60","60","60","1","0","200000001","200200","60","10","37717","0","0","2428","0","670020060","0","60","30","60","60","60","60","0","0","62","0","60","0","60","60","60","1","60","60","47","60","0","1","10"
"61","61","61","61","1","0","200000001","200200","61","10","39423","0","0","2518","0","670020061","0","61","30","61","61","61","61","0","0","63","0","61","0","61","61","61","1","61","61","47","61","0","1","10"
"62","62","62","62","1","0","200000001","200200","62","10","41129","0","0","2561","0","670020062","0","62","30","62","62","62","62","0","0","64","0","62","0","62","62","62","1","62","62","48","62","0","1","10"
"63","63","63","63","1","0","200000001","200200","63","10","42835","0","0","2604","0","670020063","0","63","30","63","63","63","63","0","0","66","0","63","0","63","63","63","1","63","63","49","63","0","1","10"
"64","64","64","64","1","0","200000001","200200","64","10","44541","0","0","2647","0","670020064","0","64","30","64","64","64","64","0","0","68","0","64","0","64","64","64","1","64","64","50","64","0","1","10"
"65","65","65","65","1","0","200000001","200200","65","10","46247","0","0","2690","0","670020065","0","65","30","65","65","65","65","0","0","70","0","65","0","65","65","65","1","65","65","51","65","0","1","10"
"66","66","66","66","1","0","200000001","200200","66","10","47953","0","0","2735","0","670020066","0","66","30","66","66","66","66","0","0","72","0","66","0","66","66","66","1","66","66","52","66","0","1","10"
"67","67","67","67","1","0","200000001","200200","67","10","49659","0","0","2780","0","670020067","0","67","30","67","67","67","67","0","0","74","0","67","0","67","67","67","1","67","67","53","67","0","1","10"
"68","68","68","68","1","0","200000001","200200","68","10","51365","0","0","2825","0","670020068","0","68","30","68","68","68","68","0","0","76","0","68","0","68","68","68","1","68","68","55","68","0","1","10"
"69","69","69","69","1","0","200000001","200200","69","10","53071","0","0","2870","0","670020069","0","69","30","69","69","69","69","0","0","78","0","69","0","69","69","69","1","69","69","57","69","0","1","10"
"70","70","70","70","1","0","200000001","200200","70","10","54777","0","0","2915","0","670020070","0","70","30","70","70","70","70","0","0","80","0","70","0","70","70","70","1","70","70","59","70","0","1","10"
"71","71","71","71","1","0","200000001","200200","71","10","56483","0","0","2960","0","670020071","0","71","30","71","71","71","71","0","0","82","0","71","0","71","71","71","1","71","71","61","71","0","1","10"
"1","1","1","1","1","15","200000008","200300","1","10","382","0","0","0","0","670030001","0","1","30","1","1","1","1","0","0","2","0","1","0","1","1","1","1","1","1","5","1","0","1","10"
"2","2","2","2","1","20","200000008","200300","2","10","502","0","0","0","0","670030002","0","2","30","2","2","2","2","0","0","4","0","2","0","2","2","2","1","2","2","8","2","0","1","10"
"3","3","3","3","1","26","200000008","200300","3","10","623","0","0","0","0","670030003","0","3","30","3","3","3","3","0","0","5","0","3","0","3","3","3","1","3","3","10","3","0","1","10"
"4","4","4","4","1","61","200000008","200300","4","10","686","0","0","0","0","670030004","0","4","30","4","4","4","4","0","0","7","0","4","0","4","4","4","1","4","4","16","4","0","1","10"
"5","5","5","5","1","61","200000008","200300","5","10","686","0","0","0","0","670030005","0","5","30","5","5","5","5","0","0","7","0","5","0","5","5","5","1","5","5","16","5","0","1","10"
"6","6","6","6","1","63","200000008","200300","6","10","678","0","0","0","0","670030006","0","6","30","6","6","6","6","0","0","8","0","6","0","6","6","6","1","6","6","16","6","0","1","10"
"7","7","7","7","1","89","200000008","200300","7","10","835","0","0","0","0","670030007","0","7","30","7","7","7","7","0","0","10","0","7","0","7","7","7","1","7","7","17","7","0","1","10"
"8","8","8","8","1","114","200000008","200300","8","10","991","0","0","0","0","670030008","0","8","30","8","8","8","8","0","0","11","0","8","0","8","8","8","1","8","8","20","8","0","1","10"
"9","9","9","9","1","117","200000008","200300","9","10","1019","0","0","0","0","670030009","0","9","30","9","9","9","9","0","0","11","0","9","0","9","9","9","1","9","9","20","9","0","1","10"
"10","10","10","10","1","120","200000008","200300","10","10","1048","0","0","0","0","670030010","0","10","30","10","10","10","10","0","0","13","0","10","0","10","10","10","1","10","10","22","10","0","1","10"
"11","11","11","11","1","123","200000008","200300","11","10","1076","0","0","0","0","670030011","0","11","30","11","11","11","11","0","0","13","0","11","0","11","11","11","1","11","11","22","11","0","1","10"
"12","12","12","12","1","126","200000008","200300","12","10","1104","0","0","0","0","670030012","0","12","30","12","12","12","12","0","0","13","0","12","0","12","12","12","1","12","12","22","12","0","1","10"
"13","13","13","13","1","133","200000008","200300","13","10","1309","0","0","0","0","670030013","0","13","30","13","13","13","13","0","0","14","0","13","0","13","13","13","1","13","13","24","13","0","1","10"
"14","14","14","14","1","138","200000008","200300","14","10","1513","0","0","0","0","670030014","0","14","30","14","14","14","14","0","0","16","0","14","0","14","14","14","1","14","14","26","14","0","1","10"
"15","15","15","15","1","145","200000008","200300","15","10","1717","0","0","0","0","670030015","0","15","30","15","15","15","15","0","0","16","0","15","0","15","15","15","1","15","15","26","15","0","1","10"
"16","16","16","16","1","151","200000008","200300","16","10","1921","0","0","0","0","670030016","0","16","30","16","16","16","16","0","0","17","0","16","0","16","16","16","1","16","16","26","16","0","1","10"
"17","17","17","17","1","175","200000008","200300","17","10","2257","0","0","0","0","670030017","0","17","30","17","17","17","17","0","0","18","0","17","0","17","17","17","1","17","17","26","17","0","1","10"
"18","18","18","18","1","198","200000008","200300","18","10","2592","0","0","0","0","670030018","0","18","30","18","18","18","18","0","0","18","0","18","0","18","18","18","1","18","18","26","18","0","1","10"
"19","19","19","19","1","200","200000008","200300","19","10","2828","0","0","0","0","670030019","0","19","30","19","19","19","19","0","0","18","0","19","0","19","19","19","1","19","19","27","19","0","1","10"
"20","20","20","20","1","203","200000008","200300","20","10","2939","0","0","0","0","670030020","0","20","30","20","20","20","20","0","0","18","0","20","0","20","20","20","1","20","20","27","20","0","1","10"
"21","21","21","21","1","206","200000008","200300","21","10","3050","0","0","0","0","670030021","0","21","30","21","21","21","21","0","0","18","0","21","0","21","21","21","1","21","21","27","21","0","1","10"
"22","22","22","22","1","226","200000008","200300","22","10","3148","0","0","0","0","670030022","0","22","30","22","22","22","22","0","0","20","0","22","0","22","22","22","1","22","22","29","22","0","1","10"
"23","23","23","23","1","226","200000008","200300","23","10","3304","0","0","0","0","670030023","0","23","30","23","23","23","23","0","0","20","0","23","0","23","23","23","1","23","23","29","23","0","1","10"
"24","24","24","24","1","321","200000008","200300","24","10","3586","0","0","0","0","670030024","0","24","30","24","24","24","24","0","0","28","0","24","0","24","24","24","1","24","24","40","24","0","1","10"
"25","25","25","25","1","333","200000008","200300","25","10","3866","0","0","0","0","670030025","0","25","30","25","25","25","25","0","0","30","0","25","0","25","25","25","1","25","25","42","25","0","1","10"
"26","26","26","26","1","371","200000008","200300","26","10","3966","0","0","0","0","670030026","0","26","30","26","26","26","26","0","0","30","0","26","0","26","26","26","1","26","26","42","26","0","1","10"
"27","27","27","27","1","374","200000008","200300","27","10","4060","0","0","0","0","670030027","0","27","30","27","27","27","27","0","0","30","0","27","0","27","27","27","1","27","27","42","27","0","1","10"
"28","28","28","28","1","376","200000008","200300","28","10","4152","0","0","0","0","670030028","0","28","30","28","28","28","28","0","0","30","0","28","0","28","28","28","1","28","28","42","28","0","1","10"
"29","29","29","29","1","438","200000008","200300","29","10","5542","0","0","0","0","670030029","0","29","30","29","29","29","29","0","0","32","0","29","0","29","29","29","1","29","29","45","29","0","1","10"
"30","30","30","30","1","480","200000008","200300","30","10","5591","0","0","0","0","670030030","0","30","30","30","30","30","30","0","0","32","0","30","0","30","30","30","1","30","30","47","30","0","1","10"
"31","31","31","31","1","481","200000008","200300","31","10","5604","0","0","0","0","670030031","0","31","30","31","31","31","31","0","0","32","0","31","0","31","31","31","1","31","31","47","31","0","1","10"
"32","32","32","32","1","481","200000008","200300","32","10","5618","0","0","0","0","670030032","0","32","30","32","32","32","32","0","0","32","0","32","0","32","32","32","1","32","32","47","32","0","1","10"
"33","33","33","33","1","482","200000008","200300","33","10","5632","0","0","0","0","670030033","0","33","30","33","33","33","33","0","0","32","0","33","0","33","33","33","1","33","33","47","33","0","1","10"
"34","34","34","34","1","539","200000008","200300","34","10","6542","0","0","0","0","670030034","0","34","30","34","34","34","34","0","0","32","0","34","0","34","34","34","1","34","34","47","34","0","1","10"
"35","35","35","35","1","543","200000008","200300","35","10","6610","0","0","0","0","670030035","0","35","30","35","35","35","35","0","0","32","0","35","0","35","35","35","1","35","35","48","35","0","1","10"
"36","36","36","36","1","561","200000008","200300","36","10","7177","0","0","0","0","670030036","0","36","30","36","36","36","36","0","0","32","0","36","0","36","36","36","1","36","36","48","36","0","1","10"
"37","37","37","37","1","606","200000008","200300","37","10","7979","0","0","0","0","670030037","0","37","30","37","37","37","37","0","0","35","0","37","0","37","37","37","1","37","37","53","37","0","1","10"
"38","38","38","38","1","651","200000008","200300","38","10","8781","0","0","0","0","670030038","0","38","30","38","38","38","38","0","0","49","0","38","0","38","38","38","1","38","38","70","38","0","1","10"
"39","39","39","39","1","736","200000008","200300","39","10","9666","0","0","0","0","670030039","0","39","30","39","39","39","39","0","0","49","0","39","0","39","39","39","1","39","39","70","39","0","1","10"
"40","40","40","40","1","821","200000008","200300","40","10","10551","0","0","0","0","670030040","0","40","30","40","40","40","40","0","0","49","0","40","0","40","40","40","1","40","40","70","40","0","1","10"
"41","41","41","41","1","935","200000008","200300","41","10","13253","0","0","0","0","670030041","0","41","30","41","41","41","41","0","0","50","0","41","0","41","41","41","1","41","41","72","41","0","1","10"
"42","42","42","42","1","1049","200000008","200300","42","10","15956","0","0","0","0","670030042","0","42","30","42","42","42","42","0","0","50","0","42","0","42","42","42","1","42","42","73","42","0","1","10"
"43","43","43","43","1","1066","200000008","200300","43","10","16030","0","0","0","0","670030043","0","43","30","43","43","43","43","0","0","52","0","43","0","43","43","43","1","43","43","75","43","0","1","10"
"44","44","44","44","1","1083","200000008","200300","44","10","16104","0","0","0","0","670030044","0","44","30","44","44","44","44","0","0","52","0","44","0","44","44","44","1","44","44","76","44","0","1","10"
"45","45","45","45","1","1100","200000008","200300","45","10","16179","0","0","0","0","670030045","0","45","30","45","45","45","45","0","0","53","0","45","0","45","45","45","1","45","45","78","45","0","1","10"
"46","46","46","46","1","1142","200000008","200300","46","10","17054","0","0","0","0","670030046","0","46","30","46","46","46","46","0","0","56","0","46","0","46","46","46","1","46","46","82","46","0","1","10"
"47","47","47","47","1","1182","200000008","200300","47","10","17930","0","0","0","0","670030047","0","47","30","47","47","47","47","0","0","59","0","47","0","47","47","47","1","47","47","85","47","0","1","10"
"48","48","48","48","1","1224","200000008","200300","48","10","17930","0","0","0","0","670030048","0","48","30","48","48","48","48","0","0","63","0","48","0","48","48","48","1","48","48","88","48","0","1","10"
"49","49","49","49","1","1224","200000008","200300","49","10","17930","0","0","0","0","670030049","0","49","30","49","49","49","49","0","0","63","0","49","0","49","49","49","1","49","49","88","49","0","1","10"
"50","50","50","50","1","1255","200000008","200300","50","10","18080","0","0","0","0","670030050","0","50","30","50","50","50","50","0","0","69","0","50","0","50","50","50","1","50","50","91","50","0","1","10"
"51","51","51","51","1","1285","200000008","200300","51","10","18230","0","0","0","0","670030051","0","51","30","51","51","51","51","0","0","75","0","51","0","51","51","51","1","51","51","94","51","0","1","10"
"52","52","52","52","1","1285","200000008","200300","52","10","18230","0","0","0","0","670030052","0","52","30","52","52","52","52","0","0","76","0","52","0","52","52","52","1","52","52","94","52","0","1","10"
"53","53","53","53","1","1345","200000008","200300","53","10","18980","0","0","0","0","670030053","0","53","30","53","53","53","53","0","0","77","0","53","0","53","53","53","1","53","53","95","53","0","1","10"
"54","54","54","54","1","1405","200000008","200300","54","10","19730","0","0","0","0","670030054","0","54","30","54","54","54","54","0","0","77","0","54","0","54","54","54","1","54","54","95","54","0","1","10"
"55","55","55","55","1","1445","200000008","200300","55","10","20730","0","0","0","0","670030055","0","55","30","55","55","55","55","0","0","77","0","55","0","55","55","55","1","55","55","95","55","0","1","10"
"56","56","56","56","1","1485","200000008","200300","56","10","21730","0","0","0","0","670030056","0","56","30","56","56","56","56","0","0","77","0","56","0","56","56","56","1","56","56","95","56","0","1","10"
"57","57","57","57","1","1625","200000008","200300","57","10","22730","0","0","0","0","670030057","0","57","30","57","57","57","57","0","0","79","0","57","0","57","57","57","1","57","57","96","57","0","1","10"
"58","58","58","58","1","1765","200000008","200300","58","10","23730","0","0","0","0","670030058","0","58","30","58","58","58","58","0","0","80","0","58","0","58","58","58","1","58","58","97","58","0","1","10"
"59","59","59","59","1","1945","200000008","200300","59","10","24730","0","0","0","0","670030059","0","59","30","59","59","59","59","0","0","82","0","59","0","59","59","59","1","59","59","98","59","0","1","10"
"60","60","60","60","1","2125","200000008","200300","60","10","25730","0","0","0","0","670030060","0","60","30","60","60","60","60","0","0","83","0","60","0","60","60","60","1","60","60","99","60","0","1","10"
"61","61","61","61","1","2305","200000008","200300","61","10","26730","0","0","0","0","670030061","0","61","30","61","61","61","61","0","0","85","0","61","0","61","61","61","1","61","61","100","61","0","1","10"
"62","62","62","62","1","2376","200000008","200300","62","10","27299","0","0","0","0","670030062","0","62","30","62","62","62","62","0","0","86","0","62","0","62","62","62","1","62","62","103","62","0","1","10"
"63","63","63","63","1","2447","200000008","200300","63","10","27868","0","0","0","0","670030063","0","63","30","63","63","63","63","0","0","86","0","63","0","63","63","63","1","63","63","106","63","0","1","10"
"64","64","64","64","1","2518","200000008","200300","64","10","28437","0","0","0","0","670030064","0","64","30","64","64","64","64","0","0","86","0","64","0","64","64","64","1","64","64","109","64","0","1","10"
