780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7
"2","1500","","","110011","18690009","","869","10","","-250"
"2","1750","","","1","18690010","","869","10","","-125"
"2","1500","","","2","18690011","","869","10","","-250"
"33","1750","","","1","18690012","","869","10","","-125"
"33","1500","","","2","18690013","","869","10","","-250"
"23","se_fpc_water_random","","","se_10053800","18700001","","870","","",""
"1","110111","cmn_float","1.75","1","18700002","-180","870","-1100","1","22"
"1","117111","cmn_float","1.75","1","18700003","-125","870","-1350","0","12"
"1","127011","cmn_float","1.75","1","18700004","-180","870","-1600","0","22"
"31","2","","1","6","18700005","1","870","-180","","-1070"
"31","3","","1","6","18700006","1","870","-125","","-1350"
"31","4","","1","6","18700007","1","870","-180","","-1600"
"2","1500","","","110111","18700008","","870","13.5","","-180"
"2","1250","","","117111","18700009","","870","13.5","","-125"
"2","1000","","","127011","18700010","","870","13.5","","-180"
"33","1530","","","2","18700011","","870","13.5","","-180"
"33","1250","","","3","18700012","","870","13.5","","-125"
"33","1000","","","4","18700013","","870","13.5","","-180"
"93","","","","2.7","18700014","","870","","",""
"21","vo_fpc_87001","","","vo_fpc","18700015","","870","0","",""
"23","se_fpc_water_random","","","se_10053800","18710001","","871","","",""
"1","122511","cmn_swm_breastStroke","1.75","1","18710002","-125","871","-850","0","12"
"1","117411","cmn_swm_breastStroke","1.75","1","18710003","-250","871","-1100","0","32"
"31","1","","1","2","18710004","1","871","-125","","-850"
"31","2","","1","2","18710005","1","871","-250","","-1100"
"2","1750","","","122511","18710006","","871","10","","-125"
"2","1500","","","117411","18710007","","871","10","","-250"
"33","1750","","","1","18710008","","871","10","","-125"
"33","1500","","","2","18710009","","871","10","","-250"
"23","se_fpc_water_random","","","se_10053800","18720001","","872","","",""
"1","110311","cmn_boat_relax_l","1.75","1","18720002","-180","872","-850","0","23"
"1","126711","cmn_boat_relax","1.75","1","18720003","-180","872","-1200","0","23"
"5","1","cmn_boat_idle_blue","1.75","2","18720004","-180","872","-850","0","22"
"5","2","cmn_boat_idle_l","1.75","2","18720005","-180","872","-1200","0","22"
"31","1","","1","116","18720006","1","872","-180","","-850"
"31","2","","1","116","18720007","1","872","-180","","-1200"
"2","1750","","","110311","18720008","","872","13.5","","-180"
"2","1400","","","126711","18720009","","872","13.5","","-180"
"2","1750","","","1","18720010","","872","13.5","","-180"
"2","1400","","","2","18720011","","872","13.5","","-180"
"33","1750","","","1","18720012","","872","13.5","","-180"
"33","1400","","","2","18720013","","872","13.5","","-180"
"93","","","","2.7","18720014","","872","","",""
"21","vo_fpc_87201","","","vo_fpc","18720015","","872","0","",""
"23","se_fpc_water_random","","","se_10053800","18730001","","873","","",""
"1","110411","cmn_swm_breastStroke","1.75","1","18730002","-125","873","-850","0","12"
"1","115711","cmn_swm_breastStroke","1.75","1","18730003","-250","873","-1100","0","32"
"31","1","","1","2","18730004","1","873","-125","","-850"
"31","2","","1","2","18730005","1","873","-250","","-1100"
"2","1750","","","110411","18730006","","873","10","","-125"
"2","1500","","","115711","18730007","","873","10","","-250"
"33","1750","","","1","18730008","","873","10","","-125"
"33","1500","","","2","18730009","","873","10","","-250"
"23","se_fpc_water_random","","","se_10053800","18740001","","874","","",""
"1","110411","cmn_float","1.75","1","18740002","-180","874","-1100","1","22"
"1","122611","cmn_float","1.75","1","18740003","-125","874","-1350","0","12"
"31","2","","1","6","18740004","1","874","-180","","-1070"
"31","3","","1","6","18740005","1","874","-125","","-1350"
"2","1500","","","110411","18740006","","874","13.5","","-180"
"2","1250","","","122611","18740007","","874","13.5","","-125"
"33","1530","","","2","18740008","","874","13.5","","-180"
"33","1250","","","3","18740009","","874","13.5","","-125"
"93","","","","2.6","18740010","","874","","",""
"21","vo_fpc_87401","","","vo_fpc","18740011","","874","0","",""
"23","se_fpc_water_random","","","se_10053800","18750001","","875","","",""
"1","108011","cmn_swm_diving","1.75","1","18750002","-125","875","-850","0","12"
"1","129411","cmn_swm_diving","1.75","1","18750003","-180","875","-1100","0","22"
"31","1","","1","9","18750004","1","875","-125","","-850"
"31","2","","1","9","18750005","1","875","-180","","-1100"
"2","1750","","","108011","18750006","","875","13.5","","-125"
"2","1500","","","129411","18750007","","875","13.5","","-180"
"33","1750","","","1","18750008","","875","13.5","","-125"
"33","1500","","","2","18750009","","875","13.5","","-180"
"23","se_fpc_water_random","","","se_10053800","18760001","","876","","",""
"1","117111","cmn_float","1.75","1","18760002","-180","876","-1100","1","22"
"1","129311","cmn_float","1.75","1","18760003","-125","876","-1350","0","12"
"31","2","","1","6","18760004","1","876","-180","","-1070"
"31","3","","1","6","18760005","1","876","-125","","-1350"
"2","1500","","","117111","18760006","","876","13.5","","-180"
"2","1250","","","129311","18760007","","876","13.5","","-125"
"33","1530","","","2","18760008","","876","13.5","","-180"
"33","1250","","","3","18760009","","876","13.5","","-125"
"93","","","","2.8","18760010","","876","","",""
"21","vo_fpc_87601","","","vo_fpc","18760011","","876","0","",""
"23","se_fpc_water_random","","","se_10053800","18770001","","877","","",""
"1","117211","cmn_crawl","1.75","1","18770002","-125","877","-850","0","12"
"1","117311","cmn_crawl","1.75","1","18770003","-250","877","-1100","0","32"
"1","117411","cmn_crawl","1.75","1","18770004","-125","877","-1350","0","12"
"1","129511","cmn_swm_diving","1.75","1","18770005","-250","877","-1600","0","32"
"31","1","","1","7","18770006","1","877","-125","","-850"
"31","2","","1","1","18770007","1","877","-250","","-1100"
"31","3","","1","7","18770008","1","877","-125","","-1350"
"31","4","","1","9","18770009","1","877","-250","","-1600"
"2","1750","","","117211","18770010","","877","10","","-125"
"2","1500","","","117311","18770011","","877","10","","-250"
"2","1250","","","117411","18770012","","877","10","","-125"
"2","1000","","","129511","18770013","","877","10","","-250"
"33","1750","","","1","18770014","","877","10","","-125"
"33","1500","","","2","18770015","","877","10","","-250"
"33","1250","","","3","18770016","","877","10","","-125"
"33","1000","","","4","18770017","","877","10","","-250"
"23","se_fpc_water_random","","","se_10053800","18780001","","878","","",""
"1","110611","cmn_swm_tread","1.75","1","18780002","-125","878","-850","0","13"
"1","129511","cmn_swm_tread","1.75","1","18780003","-250","878","-1100","0","33"
"5","1","cmn_swm_tread_pink","1.75","1","18780004","-125","878","-850","0","12"
"5","2","cmn_swm_tread_blue","1.75","1","18780005","-250","878","-1100","0","32"
"31","1","","1","13","18780006","1","878","-125","","-850"
"31","2","","1","3","18780007","1","878","-250","","-1100"
"2","1750","","","110611","18780008","","878","13.5","","-125"
"2","1500","","","129511","18780009","","878","13.5","","-250"
"2","1750","","","1","18780010","","878","13.5","","-125"
"2","1500","","","2","18780011","","878","13.5","","-250"
"33","1750","","","1","18780012","","878","13.5","","-125"
"33","1500","","","2","18780013","","878","13.5","","-250"
"23","se_fpc_water_random","","","se_10053800","18790001","","879","","",""
"1","107611","cmn_float","1.75","1","18790002","-180","879","-1100","1","22"
"1","122611","cmn_float","1.75","1","18790003","-125","879","-1350","0","12"
"31","2","","1","6","18790004","1","879","-180","","-1070"
"31","3","","1","6","18790005","1","879","-125","","-1350"
"2","1500","","","107611","18790006","","879","13.5","","-180"
"2","1250","","","122611","18790007","","879","13.5","","-125"
"33","1530","","","2","18790008","","879","13.5","","-180"
"33","1250","","","3","18790009","","879","13.5","","-125"
"93","","","","2.6","18790010","","879","","",""
"21","vo_fpc_87901","","","vo_fpc","18790011","","879","0","",""
"23","se_fpc_water_random","","","se_10053800","18800001","","880","","",""
"1","110311","cmn_float","1.75","1","18800002","-180","880","-1100","1","22"
"1","129311","04_misogi_float_loop","1.75","1","18800003","-125","880","-1350","1","12"
"31","2","","1","6","18800004","1","880","-180","","-1070"
"31","3","","1","6","18800005","1","880","-125","","-1350"
"2","1500","","","110311","18800006","","880","13.5","","-180"
"2","1250","","","129311","18800007","","880","13.5","","-125"
"33","1530","","","2","18800008","","880","13.5","","-180"
"33","1250","","","3","18800009","","880","13.5","","-125"
"93","","","","2.5","18800010","","880","","",""
"21","vo_fpc_88001","","","vo_fpc","18800011","","880","0","",""
"23","se_fpc_water_random","","","se_10053800","18810001","","881","","",""
"1","113511","cmn_float","1.75","1","18810002","-180","881","-1100","1","22"
"1","129311","04_misogi_float_loop","1.75","1","18810003","-125","881","-1350","1","12"
"31","2","","1","6","18810004","1","881","-180","","-1070"
"31","3","","1","6","18810005","1","881","-125","","-1350"
"2","1500","","","113511","18810006","","881","13.5","","-180"
"2","1250","","","129311","18810007","","881","13.5","","-125"
"33","1530","","","2","18810008","","881","13.5","","-180"
"33","1250","","","3","18810009","","881","13.5","","-125"
"93","","","","2.4","18810010","","881","","",""
"21","vo_fpc_88101","","","vo_fpc","18810011","","881","0","",""
"23","se_fpc_water_random","","","se_10053800","18820001","","882","","",""
"1","108011","cmn_boat_relax_l","1.75","1","18820002","-180","882","-850","0","23"
"1","107911","cmn_boat_cat","1.75","1","18820003","-180","882","-1200","0","23"
"5","1","cmn_boat_idle_blue","1.75","2","18820004","-180","882","-850","0","22"
"5","2","cmn_boat_idle_l","1.75","2","18820005","-180","882","-1200","0","22"
"31","1","","1","116","18820006","1","882","-180","","-850"
"31","2","","1","116","18820007","1","882","-180","","-1200"
"2","1750","","","108011","18820008","","882","13.5","","-180"
"2","1400","","","107911","18820009","","882","13.5","","-180"
"2","1750","","","1","18820010","","882","13.5","","-180"
"2","1400","","","2","18820011","","882","13.5","","-180"
"33","1750","","","1","18820012","","882","13.5","","-180"
"33","1400","","","2","18820013","","882","13.5","","-180"
"93","","","","1","18820014","","882","","",""
"21","vo_fpc_88201","","","vo_fpc","18820015","","882","0","",""
"23","se_fpc_water_random","","","se_10053800","18830001","","883","","",""
"1","110411","10_cmn_dogscratch","1.75","1","18830002","-125","883","-850","0","12"
"1","110511","10_cmn_dogscratch","1.75","1","18830003","-250","883","-1100","0","32"
"1","115711","10_cmn_dogscratch","1.75","1","18830004","-125","883","-1350","0","12"
"1","122411","10_cmn_dogscratch","1.75","1","18830005","-250","883","-1600","0","32"
"31","1","","1","117","18830006","1","883","-125","","-850"
"31","2","","1","117","18830007","1","883","-250","","-1100"
"31","3","","1","117","18830008","1","883","-125","","-1350"
"31","4","","1","117","18830009","1","883","-250","","-1600"
"2","1750","","","110411","18830010","","883","10","","-125"
"2","1500","","","110511","18830011","","883","10","","-250"
"2","1250","","","115711","18830012","","883","10","","-125"
"2","1000","","","122411","18830013","","883","10","","-250"
"33","1750","","","1","18830014","","883","10","","-125"
"33","1500","","","2","18830015","","883","10","","-250"
"33","1250","","","3","18830016","","883","10","","-125"
"33","1000","","","4","18830017","","883","10","","-250"
"23","se_fpc_water_random","","","se_10053800","18840001","","884","","",""
"1","107511","cmn_float","1.75","1","18840002","-180","884","-1100","1","22"
"1","126611","cmn_float","1.75","1","18840003","-125","884","-1350","0","12"
"31","2","","1","6","18840004","1","884","-180","","-1070"
"31","3","","1","6","18840005","1","884","-125","","-1350"
"2","1500","","","107511","18840006","","884","13.5","","-180"
"2","1250","","","126611","18840007","","884","13.5","","-125"
"33","1530","","","2","18840008","","884","13.5","","-180"
"33","1250","","","3","18840009","","884","13.5","","-125"
"93","","","","2.2","18840010","","884","","",""
"21","vo_fpc_88401","","","vo_fpc","18840011","","884","0","",""
"23","se_fpc_water_random","","","se_10053800","18850001","","885","","",""
"1","107611","cmn_float","1.75","1","18850002","-180","885","-1100","1","22"
"1","107711","cmn_float","1.75","1","18850003","-125","885","-1350","0","12"
"31","2","","1","6","18850004","1","885","-180","","-1070"
"31","3","","1","6","18850005","1","885","-125","","-1350"
"2","1500","","","107611","18850006","","885","13.5","","-180"
"2","1250","","","107711","18850007","","885","13.5","","-125"
"33","1530","","","2","18850008","","885","13.5","","-180"
"33","1250","","","3","18850009","","885","13.5","","-125"
"93","","","","2.6","18850010","","885","","",""
"21","vo_fpc_88501","","","vo_fpc","18850011","","885","0","",""
"23","se_fpc_water_random","","","se_10053800","18860001","","886","","",""
"1","113111","cmn_boat_relax_l","1.75","1","18860002","-180","886","-850","0","23"
"1","122511","cmn_boat_relax","1.75","1","18860003","-180","886","-1200","0","23"
"5","1","cmn_boat_idle_blue","1.75","2","18860004","-180","886","-850","0","22"
"5","2","cmn_boat_idle_l","1.75","2","18860005","-180","886","-1200","0","22"
"31","1","","1","116","18860006","1","886","-180","","-850"
"31","2","","1","116","18860007","1","886","-180","","-1200"
"2","1750","","","113111","18860008","","886","13.5","","-180"
"2","1400","","","122511","18860009","","886","13.5","","-180"
"2","1750","","","1","18860010","","886","13.5","","-180"
"2","1400","","","2","18860011","","886","13.5","","-180"
"33","1750","","","1","18860012","","886","13.5","","-180"
"33","1400","","","2","18860013","","886","13.5","","-180"
"93","","","","2.6","18860014","","886","","",""
"21","vo_fpc_88601","","","vo_fpc","18860015","","886","0","",""
"23","se_fpc_water_random","","","se_10053800","18870001","","887","","",""
"1","107711","cmn_float","1.75","1","18870002","-180","887","-1100","1","22"
"1","122711","cmn_float","1.75","1","18870003","-125","887","-1350","0","12"
"31","2","","1","6","18870004","1","887","-180","","-1070"
"31","3","","1","6","18870005","1","887","-125","","-1350"
"2","1500","","","107711","18870006","","887","13.5","","-180"
"2","1250","","","122711","18870007","","887","13.5","","-125"
"33","1530","","","2","18870008","","887","13.5","","-180"
"33","1250","","","3","18870009","","887","13.5","","-125"
"93","","","","2.5","18870010","","887","","",""
"21","vo_fpc_88701","","","vo_fpc","18870011","","887","0","",""
"23","se_fpc_water_random","","","se_10053800","18890001","","889","","",""
"1","122811","09_misogi_run","1.49","1","18890002","-15","889","750","1","12"
"2","-750","","","122811","18890003","","889","5.65","0","-15"
"93","","","","0.5","18890004","","889","","",""
"21","vo_fpc_88901","","","vo_fpc","18890005","","889","0","",""
"23","se_fpc_water_random","","","se_10053800","18900001","","890","","",""
"1","107911","09_misogi_run","1.49","1","18900002","-15","890","750","1","12"
"2","-750","","","107911","18900003","","890","5.65","0","-15"
"93","","","","0.6","18900004","","890","","",""
"21","vo_fpc_89001","","","vo_fpc","18900005","","890","0","",""
"23","se_fpc_water_random","","","se_10053800","18910001","","891","","",""
"1","122411","04_misogi_flutterKick_loop","1.75","1","18910002","-180","891","1000","1","22"
"31","12","","1","12","18910003","1","891","-180","","1000"
