7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef
"0","","vo_wac_220224","0","","21","1012","","1012011","","vo_wac_220224_001"
"10","0","100711","1","0.5","11","1012","1","1012012","0","……嗚～但一想到布丁，\n人家的肚子就開始餓了來的。\n所以人家在牆上畫布丁後有吃吃看喲。\n一點都不好吃來的！"
"","","0","","","91","1012","","1012013","",""
"0","","vo_wac_220224","0","","21","1012","","1012014","","vo_wac_220224_002"
"10","0","100711","1","0.5","11","1012","1","1012015","0","快把真正的布丁\n交出來的～！！"
"","","0","","","91","1012","","1012016","",""
"","","0","","","22","1012","","1012017","","0"
"1","","100711","","","3","1013","","1013001","0.2","wac_idle_smile"
"1","","111","","","3","1013","","1013002","0.2","wac_no_items"
"-340","","100711","0","","2","1013","","1013003","","200"
"-340","","111","0","","2","1013","","1013004","","200"
"","","1","","","32","1013","","1013005","","0"
"","","2","","","32","1013","","1013006","","1"
"","","11","","","32","1013","","1013007","","0"
"","","0","","","91","1013","","1013008","",""
"202","0","1","-108","wac_default_11","1","1111","-212.75","1111001","2","105311"
"201","0","1","-108","wac_default_11","5","1111","-212.75","1111002","2","111"
"0","","1","0","","31","1111","1","1111003","1","1"
"0","","2","0","","31","1111","1","1111004","0","2"
"0","","11","0","","31","1111","1","1111005","0","11"
"0","","105311","","","3","1111","","1111006","0.2","wac_paint_11"
"0","","111","","","3","1111","","1111007","0.2","wac_paint_11"
"","","0.3","","","93","1111","","1111008","","0"
"","","11","","wac_default_11","32","1111","","1111009","","1"
"0","","se_10035700","","","23","1111","0","1111010","0.2","se_10035700_roller"
"","","1","","","131","1111","","1111011","",""
"0","","105311","wac_talk_doya_loop","","3","1112","1","1112001","0.2","wac_talk_doya_in"
"1","","111","","","3","1112","","1112002","0.2","wac_no_items"
"-340","","105311","0","","2","1112","","1112003","","200"
"-340","","111","0","","2","1112","","1112004","","200"
"","","1","","","32","1112","","1112005","","0"
"","","2","","","32","1112","","1112006","","1"
"","","11","","","32","1112","","1112007","","0"
"0","","vo_wac_220225","0","","21","1112","","1112008","","vo_wac_220225_000"
"10","0","105311","1","0.5","11","1112","1","1112009","0","好，成品相當不賴！\n畫圖也挺不錯的啊！\n雖然偶爾會被以為是小孩子\n在惡作劇，讓人十分心寒……"
"","","0","","","91","1112","","1112010","",""
"0","","vo_wac_220225","0","","21","1112","","1112011","","vo_wac_220225_001"
"10","0","105311","1","0.5","11","1112","1","1112012","0","在相隔遙遠的這片土地留下了\n我的圖畫……我的足跡。\n這是不是一項該與祖國報告的\n偉大創舉呢！"
"","","0","","","91","1112","","1112013","",""
"","","0","","","22","1112","","1112014","","0"
"1","","105311","","","3","1113","","1113001","0.2","wac_idle_doya"
"1","","111","","","3","1113","","1113002","0.2","wac_no_items"
"-340","","105311","0","","2","1113","","1113003","","200"
"-340","","111","0","","2","1113","","1113004","","200"
"","","1","","","32","1113","","1113005","","0"
"","","2","","","32","1113","","1113006","","1"
"","","11","","","32","1113","","1113007","","0"
"","","0","","","91","1113","","1113008","",""
"202","0","1","-108","wac_default_01","1","1211","-175","1211001","2","100811"
"201","0","1","-108","wac_default_02","5","1211","-175","1211002","2","111"
"0","","4","0","","31","1211","1","1211003","1","4"
"0","","2","0","","31","1211","1","1211004","0","2"
"0","","12","0","","31","1211","1","1211005","0","12"
"0","","100811","","","3","1211","","1211006","0.2","wac_paint_01"
"0","","111","","","3","1211","","1211007","0.2","wac_paint_02"
"","","12","","wac_default_11","32","1211","","1211008","","1"
"0","","se_10035700","","","23","1211","0","1211009","0.2","se_10035700_brush"
"","","1","","","131","1211","","1211010","",""
"0","","100811","wac_talk_wish_loop","","3","1212","1","1212001","0.2","wac_talk_wish_in"
"1","","111","","","3","1212","","1212002","0.2","wac_no_items"
"-340","","100811","0","","2","1212","","1212003","","200"
"-340","","111","0","","2","1212","","1212004","","200"
"","","4","","","32","1212","","1212005","","0"
"","","2","","","32","1212","","1212006","","1"
"","","12","","","32","1212","","1212007","","0"
"0","","vo_wac_220226","0","","21","1212","","1212008","","vo_wac_220226_000"
"10","0","100811","1","0.5","11","1212","1","1212009","0","啊……真美麗……\n除了美麗之外，\n我找不到能夠表現這個的詞彙。"
"","","0","","","91","1212","","1212010","",""
"0","","vo_wac_220226","0","","21","1212","","1212011","","vo_wac_220226_001"
"10","0","100811","1","0.5","11","1212","1","1212012","0","雖然還有未完成的美這句話，\n但那種東西與我無關。\n完整而無暇的美麗。\n那正是我！啊……真美……"
"","","0","","","91","1212","","1212013","",""
"","","0","","","22","1212","","1212014","","0"
"1","","100811","","","3","1213","","1213001","0.2","wac_idle_wish"
"1","","111","","","3","1213","","1213002","0.2","wac_no_items"
"-340","","100811","0","","2","1213","","1213003","","200"
"-340","","111","0","","2","1213","","1213004","","200"
"","","4","","","32","1213","","1213005","","0"
"","","2","","","32","1213","","1213006","","1"
"","","12","","","32","1213","","1213007","","0"
"","","0","","","91","1213","","1213008","",""
"202","0","1","-108","wac_default_01","1","1311","-175","1311001","2","104511"
"201","0","1","-108","wac_default_02","5","1311","-175","1311002","2","111"
"0","","4","0","","31","1311","1","1311003","1","4"
"0","","2","0","","31","1311","1","1311004","0","2"
"0","","12","0","","31","1311","1","1311005","0","12"
"0","","104511","","","3","1311","","1311006","0.2","wac_paint_01"
"0","","111","","","3","1311","","1311007","0.2","wac_paint_02"
"","","12","","wac_default_11","32","1311","","1311008","","1"
"0","","se_10035700","","","23","1311","0","1311009","0.2","se_10035700_brush"
"","","1","","","131","1311","","1311010","",""
"0","","104511","wac_talk_smile_loop","","3","1312","1","1312001","0.2","wac_talk_smile_in"
"1","","111","","","3","1312","","1312002","0.2","wac_no_items"
"-340","","104511","0","","2","1312","","1312003","","200"
"-340","","111","0","","2","1312","","1312004","","200"
"","","4","","","32","1312","","1312005","","0"
"","","2","","","32","1312","","1312006","","1"
"","","12","","","32","1312","","1312007","","0"
"0","","vo_wac_220227","0","","21","1312","","1312008","","vo_wac_220227_000"
"10","0","104511","1","0.5","11","1312","1","1312009","0","嘻嘻嘻……\n空花在繪畫時\n灌注了各種東西的畫\n會被看到吧……"
"","","0","","","91","1312","","1312010","",""
"0","","vo_wac_220227","0","","21","1312","","1312011","","vo_wac_220227_001"
"10","0","104511","1","0.5","11","1312","1","1312012","0","纖細的用筆……\n粗暴的筆觸……\n從空花手中誕生的畫就要……！\n流口水～♪"
"","","0","","","91","1312","","1312013","",""
"","","0","","","22","1312","","1312014","","0"
"1","","104511","","","3","1313","","1313001","0.2","wac_idle_smile"
"1","","111","","","3","1313","","1313002","0.2","wac_no_items"
"-340","","104511","0","","2","1313","","1313003","","200"
"-340","","111","0","","2","1313","","1313004","","200"
"","","4","","","32","1313","","1313005","","0"
"","","2","","","32","1313","","1313006","","1"
"","","12","","","32","1313","","1313007","","0"
"","","0","","","91","1313","","1313008","",""
"202","0","1","-108","wac_default_11","1","1411","-175","1411001","2","103011"
"201","0","1","-108","wac_default_12","5","1411","-175","1411002","2","111"
"0","","4","0","","31","1411","1","1411003","1","4"
"0","","2","0","","31","1411","1","1411004","0","2"
"0","","12","0","","31","1411","1","1411005","0","12"
"0","","103011","","","3","1411","","1411006","0.2","wac_paint_11"
"0","","111","","","3","1411","","1411007","0.2","wac_paint_12"
"","","0.3","","","93","1411","","1411008","","0"
"","","12","","wac_default_11","32","1411","","1411009","","1"
"0","","se_10035700","","","23","1411","0","1411010","0.2","se_10035700_roller"
"","","1","","","131","1411","","1411011","",""
"0","","103011","wac_talk_kyapi_loop","","3","1412","1","1412001","0.2","wac_talk_kyapi_in"
"1","","111","","","3","1412","","1412002","0.2","wac_no_items"
"-340","","103011","0","","2","1412","","1412003","","200"
"-340","","111","0","","2","1412","","1412004","","200"
"","","4","","","32","1412","","1412005","","0"
"","","2","","","32","1412","","1412006","","1"
"","","12","","","32","1412","","1412007","","0"
"0","","vo_wac_220228","0","","21","1412","","1412008","","vo_wac_220228_000"
"10","0","103011","1","0.5","11","1412","1","1412009","0","咻啪啪啪！\n完成了是也！\n哼哼哼……成品展現出了\n不求於外物的精湛技術是也！"
"","","0","","","91","1412","","1412010","",""
"0","","vo_wac_220228","0","","21","1412","","1412011","","vo_wac_220228_001"
"10","0","103011","1","0.5","11","1412","1","1412012","0","對忠臣來說，這點小事情\n是理所當然的是也！\n就把將軍的威嚴\n傳遍蘭德索爾吧！"
"","","0","","","91","1412","","1412013","",""
"","","0","","","22","1412","","1412014","","0"
"1","","103011","","","3","1413","","1413001","0.2","wac_idle_kyapi"
"1","","111","","","3","1413","","1413002","0.2","wac_no_items"
"-340","","103011","0","","2","1413","","1413003","","200"
"-340","","111","0","","2","1413","","1413004","","200"
"","","4","","","32","1413","","1413005","","0"
"","","2","","","32","1413","","1413006","","1"
"","","12","","","32","1413","","1413007","","0"
"","","0","","","91","1413","","1413008","",""
"202","0","1","-108","wac_default_11","1","1511","-212.75","1511001","2","102911"
"201","0","1","-108","wac_default_11","5","1511","-212.75","1511002","2","111"
"0","","1","0","","31","1511","1","1511003","1","1"
"0","","2","0","","31","1511","1","1511004","0","2"
"0","","11","0","","31","1511","1","1511005","0","11"
"0","","102911","","","3","1511","0","1511006","0.2","wac_paint_11"
"0","","111","","","3","1511","0","1511007","0.2","wac_paint_11"
"","","0.3","","","93","1511","","1511008","","0"
"","","11","","","32","1511","","1511009","","1"
"0","","se_10035700","","","23","1511","","1511010","","se_10035700_roller"
"","","1","","","131","1511","","1511011","",""
"0","","102911","wac_talk_smile_loop","","3","1512","1","1512001","0.2","wac_talk_smile_in"
"1","","111","","","3","1512","","1512002","0.2","wac_no_items"
"-340","","102911","0","","2","1512","","1512003","","200"
"-340","","111","0","","2","1512","","1512004","","200"
"","","1","","","32","1512","","1512005","","0"
"","","2","","","32","1512","","1512006","","1"
"","","11","","","32","1512","","1512007","","0"
"0","","vo_wac_220301","0","","21","1512","","1512008","","vo_wac_220301_000"
"10","0","102911","1","0.5","11","1512","1","1512009","0","啊，糟糕了～！\n不小心簽上自己的名字了♪"
"","","0","","","91","1512","","1512010","",""
"0","","vo_wac_220301","0","","21","1512","","1512011","","vo_wac_220301_001"
"10","0","102911","1","0.5","11","1512","1","1512012","0","不同於展現自己，\n而是展現自己的畫作。\n這也是一種表現的形式呢！\n好像也能運用在偶像活動上♪"
"","","0","","","91","1512","","1512013","",""
"","","0","","","22","1512","","1512014","","0"
"1","","102911","","","3","1513","","1513001","0.2","wac_idle_smile"
"1","","111","","","3","1513","","1513002","0.2","wac_no_items"
"-340","","102911","0","","2","1513","","1513003","","200"
"-340","","111","0","","2","1513","","1513004","","200"
"","","1","","","32","1513","","1513005","","0"
"","","2","","","32","1513","","1513006","","1"
"","","11","","","32","1513","","1513007","","0"
"","","0","","","91","1513","","1513008","",""
"202","0","1","-108","wac_default_01","1","1611","-212.75","1611001","2","104211"
"201","0","1","-108","wac_default_02","5","1611","-212.75","1611002","2","111"
"0","","1","0","","31","1611","1","1611003","1","1"
"0","","2","0","","31","1611","1","1611004","0","2"
"0","","11","0","","31","1611","1","1611005","0","11"
"0","","104211","","","3","1611","0","1611006","0.2","wac_paint_01"
"0","","111","","","3","1611","0","1611007","0.2","wac_paint_02"
"","","0","","","93","1611","","1611008","","0"
"","","11","","","32","1611","","1611009","","1"
"0","","se_10035700","","","23","1611","","1611010","","se_10035700_brush"
"","","1","","","131","1611","","1611011","",""
"0","","104211","wac_talk_wish_loop","","3","1612","1","1612001","0.2","wac_talk_wish_in"
"1","","111","","","3","1612","","1612002","0.2","wac_no_items"
"-340","","104211","0","","2","1612","","1612003","","200"
"-340","","111","0","","2","1612","","1612004","","200"
"","","1","","","32","1612","","1612005","","0"
"","","2","","","32","1612","","1612006","","1"
"","","11","","","32","1612","","1612007","","0"
"0","","vo_wac_220302","0","","21","1612","","1612008","","vo_wac_220302_000"
"10","0","104211","1","0.5","11","1612","1","1612009","0","啊……習慣性把名字簽上去了……\n……這習慣可能望也會犯呢。"
"","","0","","","91","1612","","1612010","",""
"0","","vo_wac_220302","0","","21","1612","","1612011","","vo_wac_220302_001"
"10","0","104211","1","0.5","11","1612","1","1612012","0","呵呵。各式各樣的畫結合在一起，\n就像是音色在迴盪一樣。\n……真是期待完成品呢。"
"","","0","","","91","1612","","1612013","",""
"","","0","","","22","1612","","1612014","","0"
"1","","104211","","","3","1613","","1613001","0.2","wac_idle_wish"
"1","","111","","","3","1613","","1613002","0.2","wac_no_items"
"-340","","104211","0","","2","1613","","1613003","","200"
"-340","","111","0","","2","1613","","1613004","","200"
"","","1","","","32","1613","","1613005","","0"
"","","2","","","32","1613","","1613006","","1"
"","","11","","","32","1613","","1613007","","0"
"","","0","","","91","1613","","1613008","",""
"202","0","1","-108","wac_default_11","1","1711","-212.75","1711001","2","105411"
"201","0","1","-108","wac_default_13","5","1711","-212.75","1711002","2","111"
"0","","1","0","","31","1711","1","1711003","1","1"
"0","","2","0","","31","1711","1","1711004","0","2"
"0","","11","0","","31","1711","1","1711005","0","11"
"0","","105411","","","3","1711","0","1711006","0.2","wac_paint_11"
"0","","111","","","3","1711","0","1711007","0.2","wac_paint_13"
"","","0.3","","","93","1711","","1711008","","0"
"","","11","","","32","1711","","1711009","","1"
"0","","se_10035700","","","23","1711","","1711010","","se_10035700_roller"
"","","1","","","131","1711","","1711011","",""
"0","","105411","wac_talk_smile_loop","","3","1712","1","1712001","0.2","wac_talk_smile_in"
"1","","111","","","3","1712","","1712002","0.2","wac_no_items"
"-340","","105411","0","","2","1712","","1712003","","200"
"-340","","111","0","","2","1712","","1712004","","200"
"","","1","","","32","1712","","1712005","","0"
"","","2","","","32","1712","","1712006","","1"
"","","11","","","32","1712","","1712007","","0"
"0","","vo_wac_220303","0","","21","1712","","1712008","","vo_wac_220303_000"
"10","0","105411","1","0.5","11","1712","1","1712009","0","為什麼我剛才把名字簽上去了……？\n不過，這樣應該就可以了吧？\n不，還是再改一下好了。"
