204fe277b5a673cb5419fe9f35487c4e2748a27e6e8048498642a7f649b31070,1bec207595441504750df4a0a9bc01c643674a69963e65aa1a5b1cc3e34427f7,a1ada7c2646314dab4b919e195f0b07d91caf6f2d09198109f8698bd14d5501e,97fb010140bda6303478c40b30698fba546802cf1c35bfb9b55406d3f12d1911,1b2e4e82d8be0cf8e8dd7529d68c42803d39fb0e6a236e7e2ff27c2090724fde,01bfdef91044a63447319136a82d180bd49db80d7906daa083bd12e54be6ddf4,1c5459441c31a24d9bc594a8f33198a2ef8ae804fc5546d5bfa3a5d4dd6ef4f2,c513c8bf8edb04408f37aee03ce60e1b77b6a1113b0114ba928683ed854bdc0a,149af64bee8864ca0e17584d95b8fc3f986bc0712be176a41a6518f82d777702,d752aa31ade4a3c2edf44608787ec15d33ab34d42ac11b2a3fe9c91dd585ca4b,8af456c6ab0fd6302ad4117b57f61e7ac3f71a8b174734491781f62e4c30cc98,d85bad6140f01619a063194886cf082946495fb6fe66d7277c6e5ec492868122,02c3def2e4eb874500511885ad124187281ea84731bce47798589786d981c9c9,6bdb6dd6408ba47c0e5f07fe71d9370244b0d5551a2e6e54fd4be73163d422ae,bf43b2d4619b6e33e71c280423873d2db456c3cbd5f63a35cbad0b437bcb3205,ddbf275291726095a832188ab38e020b8751bac1f8b13599d57d4d7e0fa2abb0,f5bb9feaac9e095e54302e1b7a23de9e87c3771398739fe5e2efc71910fea2b3,5f135d7b742d67a3edfc3e4305286a6fb2485872e08fa28f28655b141ab8b897,66e8f369cfdc88a509cbc34edfc5010d8e4a9da883fa3c8209ea626437f9896f,33b90752717cfaa6b5fd939f1384fb49a3837c014287264b6e43a7eec2d04519,e28b9fe219fb2eb79f091083400a687e175a2973b58ae98cae473bc6f67a61e5,d11e1d8c6895cc5854074142365dc1d44e39ad95ae8dc6303f67ffc073e5ef67,e3a27c2ea434dbc1aa97b90f73f86a07a7614c2dc9d78bca1db82d53e0b97cdc,5ab8b0478862eb52278c5ddf5d862ec8f096b01c5ff3da98f4838ceba74e408f,cc3b552409d9a49ddac53792c5663fd22bb6c1eb0ceae1589e3cf0e351bcc4fc,9c0a31f2430eb0cfe50d7519eb7849c409d6bb4007d9357e164ee18911789ed1,44776b8ef1bec5c94646778587f0282ada01b2af405242ddf7a038a42678cdeb,f0759bb228030db43848f4350b36887811fe55e79808404872542cbf06a2916a,f92125d409f642d5e37a3ec88051efca98efb0cc030104ec2d3eb94ec399cf20,389925d6b9f27afd601faededa8f16c5e10788ceb81d10d2ab48b96a767a9dc2,cb4185de7a41e2595de024609a94d8ccf971611e4b27c3bcb4183f670a56897d,f952177c5287e272bed1755cae53acdf4b241578353d6c399260dd6202a17285,268f629e29a5f628a5c629604f4ce99c0dacf33d735e3dd18b5adea0eb447eb2,736a328bff8f12a77c60bd8a14933194bc98fa6adf87e5f65aae8d3535170ee2,0c711a95538db00f4add4422e99deeb141aab2675b20d49235885c8da37cf190,9eb7e3246e6dee6ae140a0867ac19d00807508c89cb308fa956278422721eefc,f635f1e811a131c056d29f20fcffc23f08c1107e52b218d2c74d353d4744f6ba,6f9b83892e79596a85de2941c22571a25911f5fa1957b916b14353fe299d895e,5a0591b997b83945d545f8aef6c8fd89585a68b780c5e211ea3deb09426fedd0
"0.06","2","401062721","1001301","2","1075","2","1004103","1.6","1.6","1004104","1004102","710021","1004202","10750102","1","401062711","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401062731","401062751","0","1","10750103","354","10750104","10750101","1004205","1004101","401062741","10750105","1.9"
"0.06","2","401062721","1001303","2","1075","2","1004108","1.6","1.6","1004109","1004107","710021","1004207","10750102","1","401062711","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401062731","401062751","0","6","10750103","355","10750104","10750101","1004210","1004106","401062741","10750105","1.9"
"0.06","3","401062771","1001303","2.2","1075","2","1004108","2","2","1004109","1004107","710021","1004207","10750102","1","401062761","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401062781","401062801","0","22","10750103","356","10750104","10750101","1004210","1004106","401062791","10750105","2.1"
"0.06","4","401062821","1001303","5","1075","2","1004108","4.5","4.5","1004109","1004107","710021","1004207","10750102","1","401062811","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401062831","401062851","0","-1","10750103","357","10750104","10750101","1004210","1004106","401062841","10750105","4.8"
"0.03","1","401063021","0","1.5","1076","1","0","1.2","1.2","0","0","710031","1004207","10760102","1","401063011","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401063031","401063051","0","-2","10760103","358","10760104","10760101","1004210","0","401063041","10760105","1.4"
"0.06","2","401063071","1001301","2","1076","2","1004103","1.6","1.6","1004104","1004102","710031","1004202","10760102","1","401063061","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401063081","401063101","0","1","10760103","359","10760104","10760101","1004205","1004101","401063091","10760105","1.9"
"0.06","2","401063071","1001303","2","1076","2","1004108","1.6","1.6","1004109","1004107","710031","1004207","10760102","1","401063061","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401063081","401063101","0","6","10760103","360","10760104","10760101","1004210","1004106","401063091","10760105","1.9"
"0.06","3","401063121","1001303","2.2","1076","2","1004108","2","2","1004109","1004107","710031","1004207","10760102","1","401063111","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401063131","401063151","0","22","10760103","361","10760104","10760101","1004210","1004106","401063141","10760105","2.1"
"0.06","4","401063171","1001303","5","1076","2","1004108","4.5","4.5","1004109","1004107","710031","1004207","10760102","1","401063161","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401063181","401063201","0","-1","10760103","362","10760104","10760101","1004210","1004106","401063191","10760105","4.8"
"0.03","1","401063371","0","1.5","1077","1","0","1.2","1.2","0","0","710041","1004207","10770102","1","401063361","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401063381","401063401","0","-2","10770103","363","10770104","10770101","1004210","0","401063391","10770105","1.4"
"0.06","2","401063421","1001301","2","1077","2","1004103","1.6","1.6","1004104","1004102","710041","1004202","10770102","1","401063411","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401063431","401063451","0","1","10770103","364","10770104","10770101","1004205","1004101","401063441","10770105","1.9"
"0.06","2","401063421","1001303","2","1077","2","1004108","1.6","1.6","1004109","1004107","710041","1004207","10770102","1","401063411","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401063431","401063451","0","6","10770103","365","10770104","10770101","1004210","1004106","401063441","10770105","1.9"
"0.06","3","401063471","1001303","2.2","1077","2","1004108","2","2","1004109","1004107","710041","1004207","10770102","1","401063461","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401063481","401063501","0","22","10770103","366","10770104","10770101","1004210","1004106","401063491","10770105","2.1"
"0.06","4","401063521","1001303","5","1077","2","1004108","4.5","4.5","1004109","1004107","710041","1004207","10770102","1","401063511","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401063531","401063551","0","-1","10770103","367","10770104","10770101","1004210","1004106","401063541","10770105","4.8"
"0.03","1","401063721","0","1.5","1078","1","0","1.2","1.2","0","0","710051","1004207","10780102","1","401063711","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401063731","401063751","0","-2","10780103","368","10780104","10780101","1004210","0","401063741","10780105","1.4"
"0.06","2","401063771","1001301","2","1078","2","1004103","1.6","1.6","1004104","1004102","710051","1004202","10780102","1","401063761","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401063781","401063801","0","1","10780103","369","10780104","10780101","1004205","1004101","401063791","10780105","1.9"
"0.06","2","401063771","1001303","2","1078","2","1004108","1.6","1.6","1004109","1004107","710051","1004207","10780102","1","401063761","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401063781","401063801","0","6","10780103","370","10780104","10780101","1004210","1004106","401063791","10780105","1.9"
"0.06","3","401063821","1001303","2.2","1078","2","1004108","2","2","1004109","1004107","710051","1004207","10780102","1","401063811","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401063831","401063851","0","22","10780103","371","10780104","10780101","1004210","1004106","401063841","10780105","2.1"
"0.06","4","401063871","1001303","5","1078","2","1004108","4.5","4.5","1004109","1004107","710051","1004207","10780102","1","401063861","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401063881","401063901","0","-1","10780103","372","10780104","10780101","1004210","1004106","401063891","10780105","4.8"
"0.03","1","401064071","0","1.5","1079","1","0","1.2","1.2","0","0","710061","1004207","10790102","1","401064061","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401064081","401064101","0","-2","10790103","373","10790104","10790101","1004210","0","401064091","10790105","1.4"
"0.06","2","401064121","1001301","2","1079","2","1004103","1.6","1.6","1004104","1004102","710061","1004202","10790102","1","401064111","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401064131","401064151","0","1","10790103","374","10790104","10790101","1004205","1004101","401064141","10790105","1.9"
"0.06","2","401064121","1001303","2","1079","2","1004108","1.6","1.6","1004109","1004107","710061","1004207","10790102","1","401064111","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401064131","401064151","0","6","10790103","375","10790104","10790101","1004210","1004106","401064141","10790105","1.9"
"0.06","3","401064171","1001303","2.2","1079","2","1004108","2","2","1004109","1004107","710061","1004207","10790102","1","401064161","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401064181","401064201","0","22","10790103","376","10790104","10790101","1004210","1004106","401064191","10790105","2.1"
"0.06","4","401064221","1001303","5","1079","2","1004108","4.5","4.5","1004109","1004107","710061","1004207","10790102","1","401064211","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401064231","401064251","0","-1","10790103","377","10790104","10790101","1004210","1004106","401064241","10790105","4.8"
"0.03","1","401064421","0","1.5","1080","1","0","1.2","1.2","0","0","710071","1004207","10800102","1","401064411","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401064431","401064451","0","-2","10800103","378","10800104","10800101","1004210","0","401064441","10800105","1.4"
"0.06","2","401064471","1001301","2","1080","2","1004103","1.6","1.6","1004104","1004102","710071","1004202","10800102","1","401064461","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401064481","401064501","0","1","10800103","379","10800104","10800101","1004205","1004101","401064491","10800105","1.9"
"0.06","2","401064471","1001303","2","1080","2","1004108","1.6","1.6","1004109","1004107","710071","1004207","10800102","1","401064461","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401064481","401064501","0","6","10800103","380","10800104","10800101","1004210","1004106","401064491","10800105","1.9"
"0.06","3","401064521","1001303","2.2","1080","2","1004108","2","2","1004109","1004107","710071","1004207","10800102","1","401064511","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401064531","401064551","0","22","10800103","381","10800104","10800101","1004210","1004106","401064541","10800105","2.1"
"0.06","4","401064571","1001303","5","1080","2","1004108","4.5","4.5","1004109","1004107","710071","1004207","10800102","1","401064561","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401064581","401064601","0","-1","10800103","382","10800104","10800101","1004210","1004106","401064591","10800105","4.8"
"0.03","1","401064771","0","1.5","1081","1","0","1.2","1.2","0","0","710081","1004207","10810102","1","401064761","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401064781","401064801","0","-2","10810103","383","10810104","10810101","1004210","0","401064791","10810105","1.4"
"0.06","2","401064821","1001301","2","1081","2","1004103","1.6","1.6","1004104","1004102","710081","1004202","10810102","1","401064811","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401064831","401064851","0","1","10810103","384","10810104","10810101","1004205","1004101","401064841","10810105","1.9"
"0.06","2","401064821","1001303","2","1081","2","1004108","1.6","1.6","1004109","1004107","710081","1004207","10810102","1","401064811","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401064831","401064851","0","6","10810103","385","10810104","10810101","1004210","1004106","401064841","10810105","1.9"
"0.06","3","401064871","1001303","2.2","1081","2","1004108","2","2","1004109","1004107","710081","1004207","10810102","1","401064861","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401064881","401064901","0","22","10810103","386","10810104","10810101","1004210","1004106","401064891","10810105","2.1"
"0.06","4","401064921","1001303","5","1081","2","1004108","4.5","4.5","1004109","1004107","710081","1004207","10810102","1","401064911","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401064931","401064951","0","-1","10810103","387","10810104","10810101","1004210","1004106","401064941","10810105","4.8"
"0.03","1","401065121","0","1.5","1082","1","0","1.2","1.2","0","0","710091","1004207","10820102","1","401065111","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401065131","401065151","0","-2","10820103","388","10820104","10820101","1004210","0","401065141","10820105","1.4"
"0.06","2","401065171","1001301","2","1082","2","1004103","1.6","1.6","1004104","1004102","710091","1004202","10820102","1","401065161","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401065181","401065201","0","1","10820103","389","10820104","10820101","1004205","1004101","401065191","10820105","1.9"
"0.06","2","401065171","1001303","2","1082","2","1004108","1.6","1.6","1004109","1004107","710091","1004207","10820102","1","401065161","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401065181","401065201","0","6","10820103","390","10820104","10820101","1004210","1004106","401065191","10820105","1.9"
"0.06","3","401065221","1001303","2.2","1082","2","1004108","2","2","1004109","1004107","710091","1004207","10820102","1","401065211","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401065231","401065251","0","22","10820103","391","10820104","10820101","1004210","1004106","401065241","10820105","2.1"
"0.06","4","401065271","1001303","5","1082","2","1004108","4.5","4.5","1004109","1004107","710091","1004207","10820102","1","401065261","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401065281","401065301","0","-1","10820103","392","10820104","10820101","1004210","1004106","401065291","10820105","4.8"
"0.03","1","401065471","0","1.5","1083","1","0","1.2","1.2","0","0","710101","1004207","10830102","1","401065461","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401065481","401065501","0","-2","10830103","393","10830104","10830101","1004210","0","401065491","10830105","1.4"
"0.06","2","401065521","1001301","2","1083","2","1004103","1.6","1.6","1004104","1004102","710101","1004202","10830102","1","401065511","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401065531","401065551","0","1","10830103","394","10830104","10830101","1004205","1004101","401065541","10830105","1.9"
"0.06","2","401065521","1001303","2","1083","2","1004108","1.6","1.6","1004109","1004107","710101","1004207","10830102","1","401065511","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401065531","401065551","0","6","10830103","395","10830104","10830101","1004210","1004106","401065541","10830105","1.9"
"0.06","3","401065571","1001303","2.2","1083","2","1004108","2","2","1004109","1004107","710101","1004207","10830102","1","401065561","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401065581","401065601","0","22","10830103","396","10830104","10830101","1004210","1004106","401065591","10830105","2.1"
"0.06","4","401065621","1001303","5","1083","2","1004108","4.5","4.5","1004109","1004107","710101","1004207","10830102","1","401065611","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401065631","401065651","0","-1","10830103","397","10830104","10830101","1004210","1004106","401065641","10830105","4.8"
"0.03","1","401065821","0","1.5","1084","1","0","1.2","1.2","0","0","710111","1004207","10840102","1","401065811","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401065831","401065851","0","-2","10840103","398","10840104","10840101","1004210","0","401065841","10840105","1.4"
"0.06","2","401065871","1001301","2","1084","2","1004103","1.6","1.6","1004104","1004102","710111","1004202","10840102","1","401065861","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401065881","401065901","0","1","10840103","399","10840104","10840101","1004205","1004101","401065891","10840105","1.9"
"0.06","2","401065871","1001303","2","1084","2","1004108","1.6","1.6","1004109","1004107","710111","1004207","10840102","1","401065861","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401065881","401065901","0","6","10840103","400","10840104","10840101","1004210","1004106","401065891","10840105","1.9"
"0.06","3","401065921","1001303","2.2","1084","2","1004108","2","2","1004109","1004107","710111","1004207","10840102","1","401065911","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401065931","401065951","0","22","10840103","401","10840104","10840101","1004210","1004106","401065941","10840105","2.1"
"0.06","4","401065971","1001303","5","1084","2","1004108","4.5","4.5","1004109","1004107","710111","1004207","10840102","1","401065961","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401065981","401066001","0","-1","10840103","402","10840104","10840101","1004210","1004106","401065991","10840105","4.8"
