2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4110","1007402135","","","0"
"0","4","11","0","100211","1007402","謝、謝謝妳……\n但這和疾病有什麼關係……","1007402136","0","0.5","1"
"","","91","","0","1007402","","1007402137","","",""
"","1","3","0.2","100211","1007402","mhp_idle_sad","1007402138","","",""
"","1","3","0.2","117531","1007402","mhp_talk_normal","1007402139","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4111","1007402140","","","0"
"0","4","11","0","117531","1007402","情緒亢奮不太好喔。\n所以重點在用甜食帶來的幸福感\n壓抑感情，藉此好好控制。","1007402141","0","0.5","1"
"","","91","","0","1007402","","1007402142","","",""
"","","22","","0","1007402","0","1007402143","","",""
"1","0","3","0.2","117531","1007402","mhp_sit_in","1007402144","0.2","","mhp_sit_idle"
"","","93","","1","1007402","0","1007402145","","",""
"","","101","","1007402160","1007402","","1007402146","","",""
"","1","3","0.2","117531","1007402","mhp_sit_idle","1007402147","","",""
"","1","3","0.2","100211","1007402","mhp_sit_talk_worry","1007402148","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4112","1007402149","","","0"
"0","4","11","0","100211","1007402","數、數羊？\n那個，我並沒有睡眠不足的問題……","1007402150","0","0.5","1"
"","","91","","0","1007402","","1007402151","","",""
"","1","3","0.2","100211","1007402","mhp_sit_idle_sad","1007402152","","",""
"","1","3","0.2","117531","1007402","mhp_sit_talk_thinking","1007402153","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4113","1007402154","","","0"
"0","6","11","0","117531","1007402","不管要數羊還是數馬都無所謂喔。\n妳就以自己的方式找出\n能讓心靈平靜下來的方法吧。","1007402155","0","0.5","1"
"","","91","","0","1007402","","1007402156","","",""
"","","22","","0","1007402","0","1007402157","","",""
"","1","3","0.2","117531","1007402","mhp_sit_idle","1007402158","","",""
"","0","3","0.2","100211","1007402","mhp_sit_out","1007402159","","",""
"","","91","","0","1007402","","1007402160","","",""
"","0","3","0.2","100211","1007402","mhp_yui_pekori","1007402161","","",""
"","","91","","0","1007402","","1007402162","","",""
"","1","3","0.2","100211","1007402","mhp_yui_walk_sad","1007402163","","",""
"","","4","","100211","1007402","1","1007402164","","",""
"0","-220","2","","100211","1007402","-1000","1007402165","","","5"
"","","93","","4","1007402","0","1007402166","","",""
"","1","3","0.2","117631","1007402","mhp_sit_talk_worry","1007402167","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4114","1007402168","","","0"
"0","5","11","0","117631","1007402","……醫生，妳該不會是在拿她取樂吧？\n妳說的話也讓人搞不太懂了。","1007402169","0","0.5","1"
"","","91","","0","1007402","","1007402170","","",""
"","1","3","0.2","117631","1007402","mhp_sit_idle","1007402171","","",""
"","1","3","0.2","117531","1007402","mhp_sit_talk_joy1","1007402172","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4115","1007402173","","","0"
"0","5","11","","117531","1007402","呵呵，畢竟以我們公會的孩子們來說，\n沒辦法期待那種酸酸甜甜的感覺啊。","1007402174","0","0.5","1"
"","","91","","0","1007402","","1007402175","","",""
"","1","3","0.2","117531","1007402","mhp_sit_talk_thinking","1007402176","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4116","1007402177","","","0"
"0","4","11","","117531","1007402","別人的情路真的是很有趣呢♪","1007402178","0","0.5","1"
"","","91","","0","1007402","","1007402179","","",""
"","","22","","0","1007402","0.5","1007402180","","",""
"","","91","","0","1007402","","1007402181","","",""
"-240","100","1","1.7","1","1007403","100211","1007403001","0","mhp_idle_normal","-1000"
"-220","100","1","1.7","1","1007403","117531","1007403002","1","mhp_sit_idle","185"
"-200","100","1","1.7","1","1007403","117631","1007403003","1","mhp_sit_idle","365"
"0.85","-240","31","1","1","1007403","1","1007403004","","","-154"
"1","0","31","0","13","1007403","113","1007403005","","","0"
"1","0","31","0","15","1007403","115","1007403006","","","0"
"1","0","31","0","30","1007403","130","1007403007","","","0"
"-220","110","5","1.7","1","1007403","11","1007403008","0","NoItem","-200"
"-220","105","5","1.7","1","1007403","12","1007403009","0","NoItem","-200"
"-220","110","5","1.7","1","1007403","21","1007403010","1","NoItem","185"
"-220","105","5","1.7","1","1007403","22","1007403011","1","NoItem","185"
"0","1","6","0","11","1007403","1","1007403012","0","","1"
"0","1","6","0","12","1007403","1","1007403013","0","","1"
"0","1","6","0","21","1007403","1","1007403014","0","","1"
"0","1","6","0","22","1007403","1","1007403015","0","","1"
"-220","110","5","1.7","1","1007403","31","1007403016","0","NoItem","-1000"
"","","91","","0","1007403","","1007403017","","",""
"","1","3","0.2","117531","1007403","mhp_sit_talk_normal","1007403018","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4201","1007403019","","","0"
"0","5","11","0","117531","1007403","優衣，請進～","1007403020","0","0.5","0"
"","","91","","0","1007403","","1007403021","","",""
"","1","3","0.2","117531","1007403","mhp_sit_idle","1007403022","","",""
"0","1","3","0.2","100211","1007403","mhp_yui_walk_sad3","1007403023","","",""
"0","-220","2","","100211","1007403","-200","1007403024","","","4"
"","1","3","0.2","31","1007403","NoItem","1007403025","","",""
"0","-220","2","","31","1007403","-200","1007403026","","","4"
"","","91","","0","1007403","","1007403027","","",""
"1","0","3","0.2","100211","1007403","mhp_yui_sit_in_sad2","1007403028","0.2","","mhp_yui_sit_idle_sad3"
"","","93","","1","1007403","0","1007403029","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_talk_sad2","1007403030","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4202","1007403031","","","0"
"0","5","11","0","100211","1007403","唉……明明請醫生為我看診好幾次了，\n我卻還是一樣胸口不舒服，\n臉也很燙，還心不在焉的……","1007403032","0","0.5","1"
"","","91","","0","1007403","","1007403033","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_idle_sad4","1007403034","","",""
"","1","3","0.2","117531","1007403","mhp_sit_talk_normal","1007403035","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4203","1007403036","","","0"
"0","5","11","0","117531","1007403","我問妳，優衣，\n這些症狀都在什麼時候出現呢？","1007403037","0","0.5","1"
"","","91","","0","1007403","","1007403038","","",""
"","1","3","0.2","117531","1007403","mhp_sit_idle","1007403039","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_talk_sad2","1007403040","","",""
"","1","3","0","31","1007403","mhp_yui_sit_talk_sad2","1007403041","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4204","1007403042","","","0"
"0","3","11","0","100211","1007403","呃，這個……\n啊，啊～！","1007403043","0","1.5","1"
"","","93","","4","1007403","1","1007403044","","",""
"","1","3","0.2","100211","1007403","mhp_yui_hot","1007403045","","",""
"","1","3","0.2","31","1007403","mhp_yui_hot","1007403046","","",""
"","","91","","1007403043","1007403","","1007403047","","",""
"","","93","","1","1007403","0","1007403048","","",""
"","1","3","0.2","117531","1007403","mhp_sit_talk_normal","1007403049","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4205","1007403050","","","0"
"0","4","11","0","117531","1007403","我來猜猜看吧？\n那都是發生在妳想著\n某個非常在意的人時，對吧？","1007403051","0","0.5","1"
"","","91","","0","1007403","","1007403052","","",""
"","1","3","0.2","117531","1007403","mhp_sit_idle","1007403053","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_talk_wish2","1007403054","","",""
"","1","3","0.2","31","1007403","NoItem","1007403055","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4206","1007403056","","","0"
"0","4","11","0","100211","1007403","那、那麼，這是……","1007403057","0","0.5","1"
"","","91","","0","1007403","","1007403058","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_idle_sad4","1007403059","","",""
"","1","3","0.2","117531","1007403","mhp_sit_talk_wish","1007403060","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4207","1007403061","","","0"
"0","8","11","0","117531","1007403","就是讓許多人煩心的難治之症，戀愛病喔！","1007403062","0","0.5","1"
"","","91","","0","1007403","","1007403063","","",""
"","1","3","0.2","117531","1007403","mhp_sit_idle","1007403064","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_talk_surprise2","1007403065","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4208","1007403066","","","0"
"0","5","11","0","100211","1007403","我、我真是的，居然找醫生\n商量這麼難為情的事……！\n對、對不起！","1007403067","0","0.5","1"
"","","91","","0","1007403","","1007403068","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_idle_verysad","1007403069","","",""
"","1","3","0.2","117531","1007403","mhp_sit_talk_joy1","1007403070","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4209","1007403071","","","0"
"0","6","11","0","117531","1007403","妳不必放在心上，\n為戀愛煩心是年輕的特權喔♪","1007403072","0","0.5","1"
"","","91","","0","1007403","","1007403073","","",""
"","1","3","0.2","117531","1007403","mhp_sit_idle_joy1","1007403074","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_talk_wish2","1007403075","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4210","1007403076","","","0"
"0","4","11","0","100211","1007403","那、那個，深月小姐……\n不，深月醫生！\n這種時候該怎麼辦才好呢？","1007403077","0","0.5","1"
"","","91","","0","1007403","","1007403078","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_idle_sad3","1007403079","","",""
"","1","3","0.2","117531","1007403","mhp_sit_talk_surprise2","1007403080","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4211","1007403081","","","0"
"0","8","11","0","117531","1007403","……咦？","1007403082","0","0.5","1"
"","","91","","0","1007403","","1007403083","","",""
"","1","3","0.2","117531","1007403","mhp_sit_talk_surprise2","1007403084","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_talk_worry2","1007403085","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4212","1007403086","","","0"
"0","5","11","0","100211","1007403","如果是深月醫生這麼優秀的大人，\n應該經歷過很多美好的戀情吧？","1007403087","0","0.5","1"
"","","91","","0","1007403","","1007403088","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_idle_sad3","1007403089","","",""
"","1","3","0.2","117531","1007403","mhp_sit_talk_bitter","1007403090","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4213","1007403091","","","0"
"0","5","11","0","117531","1007403","倒、倒也……不是這樣喔？","1007403092","0","0.5","1"
"","","91","","0","1007403","","1007403093","","",""
"","1","3","0.2","117531","1007403","mhp_sit_idle_bitter","1007403094","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_talk_kirakira","1007403095","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4214","1007403096","","","0"
"0","3","11","0","100211","1007403","麻煩妳為我做戀愛診察！","1007403097","0","0.5","1"
"","","91","","0","1007403","","1007403098","","",""
"","1","3","0.2","100211","1007403","mhp_yui_sit_idle_kirakira","1007403099","","",""
"","1","3","0.2","117531","1007403","mhp_mitsuki_sit_shake","1007403100","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4215","1007403101","","","0"
"0","7","11","0","117531","1007403","咦、咦咦咦……！","1007403102","0","0.5","1"
"","","91","","0","1007403","","1007403103","","",""
"","1","3","0.2","117531","1007403","mhp_sit_idle_sad3","1007403104","","",""
"1","","32","","113","1007403","1","1007403105","","",""
"1","-100","33","","113","1007403","193","1007403106","","","0"
"1","-100","33","","115","1007403","193","1007403107","","","0"
"","","93","","0.8","1007403","0","1007403108","","",""
"","0","21","","vo_mhp_1007403","1007403","vo_mhp_4216","1007403109","","","0"
"","","13","","117531","1007403","10001","1007403110","","",""
"0","5","11","0","117531","1007403","（這就叫自做自受嗎？\n這是拿別人的情路來取樂的懲罰吧。\n話又說回來，該怎麼辦才好呢……）","1007403111","0","0.5","1"
"","","91","","0","1007403","","1007403112","","",""
"","","22","","0","1007403","0.5","1007403113","","",""
"","","93","","0.2","1007403","0","1007403114","","",""
"1","","32","","115","1007403","1","1007403115","","",""
"","","93","","1","1007403","0","1007403116","","",""
"","","32","","130","1007403","1","1007403117","","",""
"","","93","","4","1007403","0","1007403118","","",""
"","","32","","130","1007403","0","1007403119","","",""
"-240","100","1","1.7","1","1007404","111011","1007404001","0","mhp_idle_normal","-1000"
"-220","100","1","1.7","1","1007404","117531","1007404002","1","mhp_sit_idle","185"
"-200","100","1","1.7","1","1007404","117631","1007404003","1","mhp_sit_idle","365"
"0.85","-240","31","1","1","1007404","1","1007404004","","","-154"
"-220","110","5","1.7","1","1007404","11","1007404005","0","NoItem","-200"
"-220","105","5","1.7","1","1007404","12","1007404006","0","NoItem","-200"
"-220","110","5","1.7","1","1007404","21","1007404007","1","NoItem","185"
"-220","105","5","1.7","1","1007404","22","1007404008","1","NoItem","185"
"0","1","6","0","11","1007404","1","1007404009","0","","1"
"0","1","6","0","12","1007404","1","1007404010","0","","1"
"0","1","6","0","21","1007404","1","1007404011","0","","1"
"0","1","6","0","22","1007404","1","1007404012","0","","1"
"","","91","","0","1007404","","1007404013","","",""
"","1","3","0.2","117531","1007404","mhp_sit_talk_normal","1007404014","","",""
"","0","21","","vo_mhp_1007404","1007404","vo_mhp_1001","1007404015","","","0"
"0","7","11","0","117531","1007404","下一位請進～","1007404016","0","0.5","0"
"","","91","","0","1007404","","1007404017","","",""
"","1","3","0.2","117531","1007404","mhp_sit_idle","1007404018","","",""
"","1","3","0.2","111011","1007404","mhp_walk","1007404019","","",""
"0","-220","2","","111011","1007404","-200","1007404020","","","4"
"","","91","","0","1007404","","1007404021","","",""
"1","0","3","0.2","111011","1007404","mhp_sit_in_2","1007404022","0.2","","mhp_sit_idle_2"
"","","93","","1","1007404","0","1007404023","","",""
"","1","3","0.2","111011","1007404","mhp_sit_talk_normal","1007404024","","",""
"","0","21","","vo_mhp_1007404","1007404","vo_mhp_1002","1007404025","","","0"
"0","4","11","0","111011","1007404","嗨，打擾了。\n睽違數週，妳過得還好嗎？深月老師。","1007404026","0","0.5","1"
"","","91","","0","1007404","0","1007404027","","",""
"","1","3","0.2","111011","1007404","mhp_sit_idle_2","1007404028","","",""
"","1","3","0.2","117531","1007404","mhp_sit_talk_surprise2","1007404029","","",""
"","0","21","","vo_mhp_1007404","1007404","vo_mhp_1003","1007404030","","","0"
"0","5","11","0","117531","1007404","優妮！？怎麼了？\n經常窩在家的妳，\n為什麼會來到\n離蘭德索爾這麼遠的小鎮……","1007404031","0","0.5","1"
"","","93","","2","1007404","1","1007404032","","",""
"","1","3","0.2","117531","1007404","mhp_sit_talk_worry","1007404033","","",""
"","","91","","1007404031","1007404","0","1007404034","","",""
"","1","3","0.2","117531","1007404","mhp_sit_idle_sad","1007404035","","",""
"","1","3","0.2","111011","1007404","mhp_sit_talk_normal","1007404036","","",""
"","0","21","","vo_mhp_1007404","1007404","vo_mhp_1004","1007404037","","","0"
"0","4","11","0","111011","1007404","我是順便來打招呼的。\n我為了做田野調查出來旅行，\n在目的地聽說有位獨眼名醫。\n我明白到那肯定是指深月老師。","1007404038","0","0.5","1"
"","","91","","0","1007404","0","1007404039","","",""
"","1","3","0.2","111011","1007404","mhp_sit_idle_2","1007404040","","",""
"","1","3","0.2","117531","1007404","mhp_sit_talk_joy1","1007404041","","",""
"","0","21","","vo_mhp_1007404","1007404","vo_mhp_1005","1007404042","","","0"
"0","4","11","0","117531","1007404","呵呵，妳這孩子還是一樣聰明呢。\n這一點是受家族影響嗎？\n啊，說到這個，那些乖僻的老頭……\n咳，獨特的老爺爺們還好嗎？","1007404043","0","0.5","1"
"","","93","","10","1007404","1","1007404044","","",""
"","1","3","0.2","117531","1007404","mhp_sit_talk_thinking","1007404045","","",""
"","","91","","1007404043","1007404","0","1007404046","","",""
"","1","3","0.2","117531","1007404","mhp_sit_idle_thinking","1007404047","","",""
