075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b
"2","6214033","","0.01","-200","6214","","","","-330","106731"
"3","6214034","","","wac_birthday_idle_doya","6214","","","0.2","1","106611"
"2","6214035","","0.01","180","6214","","","","-320","106611"
"3","6214036","","","wac_birthday_idle_normal","6214","","","0.2","1","106511"
"2","6214037","","0.01","320","6214","","","","-340","106511"
"93","6214038","","","","6214","","","","","0"
"32","6214039","","","1","6214","","","","","800"
"93","6214040","","","","6214","","","","","0.7"
"32","6214041","","","1","6214","","","","","702"
"93","6214042","","","","6214","","","","","0.5"
"23","6214043","","","se_sys_login_birthday_blow_candle","6214","","","","0","se_common"
"32","6214044","","","0","6214","","","","","701"
"93","6214045","","","","6214","","","","","0.4"
"23","6214046","","","se_sys_login_birthday_cracker","6214","","","","0","se_common"
"32","6214047","","","1","6214","","","","","700"
"23","6214048","","","se_sys_login_birthday_calendar_applause","6214","","","","0","se_common"
"3","6214049","1","wac_birthday_idle_doya","wac_birthday_clap","6214","0.2","","0.2","0","106611"
"93","6214050","","","","6214","","","","","0.1"
"3","6214051","1","wac_birthday_idle_normal","wac_birthday_clap","6214","0.2","","0.2","0","106511"
"93","6214052","","","","6214","","","","","2"
"131","6214053","","","","6214","","","","","1"
"21","6214054","","0","vo_wac_06214_000","6214","","","","0","vo_wac_06214"
"11","6214055","1","1","這是我的生日蛋糕嗎？\n沒想到會收到你們的祝福，\n出乎我的預料呢～\n祈梨，妳是不是有什麼企圖？","6214","0","0.5","0","10","106731"
"91","6214056","","","","6214","","","","","0"
"3","6214057","","","wac_birthday_idle_wish","6214","","","0.2","1","106731"
"3","6214058","","","wac_birthday_talk_anger","6214","","","0.2","1","106611"
"21","6214059","","0","vo_wac_06214_001","6214","","","","0","vo_wac_06214"
"11","6214060","1","1","才才才、才沒有咧！？\n我原本是這麼打算的，\n但被嘉夜夜制止了……什麼的，\n絕對沒有那種事！","6214","0","0.5","0","10","106611"
"91","6214061","","","","6214","","","","","0"
"3","6214062","","","wac_birthday_idle_normal","6214","","","0.2","1","106611"
"3","6214063","","","wac_birthday_talk_wish","6214","","","0.2","1","106731"
"21","6214064","","0","vo_wac_06214_002","6214","","","","0","vo_wac_06214"
"11","6214065","1","1","呵呵，抱歉抱歉，我開玩笑的啦～\n……呵呵，謝謝囉。\n我很開心呢♪","6214","0","0.5","0","10","106731"
"91","6214066","","","","6214","","","","","0"
"3","6214067","","","wac_birthday_talk_smile","6214","","","0.2","1","106731"
"21","6214068","","0","vo_wac_06214_003","6214","","","","0","vo_wac_06214"
"11","6214069","1","1","也謝謝你跟嘉夜。\n嗯嗯～今天真是個好日子呢～☆\n你們就好好期待我的回禮吧♪","6214","0","0.5","0","10","106731"
"91","6214070","","","","6214","","","","","0"
"22","6214071","","","","6214","","","","","0"
"25","8014001","","","bgm_M321_2C","8014","","","","","bgm_M321"
"1","8014002","-70","-1000","104411","8014","0","wac_birthday_idle_normal","2","250","1"
"1","8014003","-260","170","103111","8014","1","wac_birthday_shinobu_idle_wish","2","256","1"
"1","8014004","-310","270","100711","8014","1","wac_birthday_idle_smile","2","259","1"
"1","8014005","-270","400","102211","8014","1","wac_birthday_idle_normal","2","257","1"
"1","8014006","-310","500","100611","8014","1","wac_birthday_idle_smile","2","258","1"
"13","8014007","","","300","8014","","","","","104411"
"13","8014008","","","300","8014","","","","","103111"
"31","8014009","1","0","600","8014","","","1","0","600"
"31","8014010","1","0","602","8014","","","0","0","602"
"31","8014011","1","0","603","8014","","","0","0","603"
"31","8014012","1","60","604","8014","","","1","30","604"
"31","8014013","1","0","610","8014","","","1","0","610"
"31","8014014","1","0","700","8014","","","0","0","700"
"31","8014015","1","0","701","8014","","","0","0","701"
"31","8014016","1","0","702","8014","","","0","0","702"
"31","8014017","1","0","800","8014","","","0","0","800"
"31","8014018","1","60","906","8014","","","1","30","906"
"93","8014019","","","","8014","","","","","1"
"3","8014020","1","wac_birthday_reaction_03","wac_birthday_reaction_05","8014","0.2","","0.2","0","100711"
"3","8014021","1","wac_birthday_shinobu_reaction_01","wac_birthday_shinobu_reaction_04","8014","0.2","","0.2","0","103111"
"93","8014022","","","","8014","","","","","0.1"
"3","8014023","1","wac_birthday_reaction_04","wac_birthday_reaction_01","8014","0.2","","0.2","0","102211"
"3","8014024","1","wac_birthday_reaction_03","wac_birthday_reaction_05","8014","0.2","","0.2","0","100611"
"93","8014025","","","","8014","","","","","0.3"
"3","8014026","","","wac_birthday_run_01","8014","","","0.2","1","104411"
"2","8014027","","3","0","8014","","","","-70","104411"
"93","8014028","","","","8014","","","","","2.5"
"32","8014029","","","1","8014","","","","","602"
"93","8014030","","","","8014","","","","","0.6"
"32","8014031","","","0","8014","","","","","600"
"32","8014032","","","0","8014","","","","","610"
"32","8014033","","","0","8014","","","","","604"
"32","8014034","","","1","8014","","","","","701"
"33","8014035","","0.01","0","8014","","","","0","906"
"3","8014036","1","wac_birthday_wish_02","wac_birthday_blowout_01","8014","0.2","","0.2","0","104411"
"2","8014037","","0.01","-200","8014","","","","-330","104411"
"3","8014038","","","wac_birthday_shinobu_idle_wish","8014","","","0.2","1","103111"
"2","8014039","","0.01","150","8014","","","","-320","103111"
"3","8014040","","","wac_birthday_idle_smile","8014","","","0.2","1","100711"
"2","8014041","","0.01","265","8014","","","","-360","100711"
"3","8014042","","","wac_birthday_idle_normal","8014","","","0.2","1","102211"
"2","8014043","","0.01","400","8014","","","","-320","102211"
"3","8014044","","","wac_birthday_idle_smile","8014","","","0.2","1","100611"
"2","8014045","","0.01","500","8014","","","","-340","100611"
"93","8014046","","","","8014","","","","","0"
"32","8014047","","","1","8014","","","","","800"
"93","8014048","","","","8014","","","","","0.7"
"32","8014049","","","1","8014","","","","","702"
"93","8014050","","","","8014","","","","","0.5"
"23","8014051","","","se_sys_login_birthday_blow_candle","8014","","","","0","se_common"
"32","8014052","","","0","8014","","","","","701"
"93","8014053","","","","8014","","","","","0.4"
"23","8014054","","","se_sys_login_birthday_cracker","8014","","","","0","se_common"
"32","8014055","","","1","8014","","","","","700"
"23","8014056","","","se_sys_login_birthday_calendar_applause","8014","","","","0","se_common"
"3","8014057","1","wac_birthday_shinobu_idle_wish","wac_birthday_shinobu_clap_to_wish","8014","0.2","","0.2","0","103111"
"3","8014058","1","wac_birthday_idle_normal","wac_birthday_clap","8014","0.2","","0.2","0","102211"
"93","8014059","","","","8014","","","","","0.1"
"3","8014060","1","wac_birthday_idle_smile","wac_birthday_clap","8014","0.2","","0.2","0","100711"
"93","8014061","","","","8014","","","","","0.1"
"3","8014062","1","wac_birthday_idle_smile","wac_birthday_clap","8014","0.2","","0.2","0","100611"
"93","8014063","","","","8014","","","","","2"
"131","8014064","","","","8014","","","","","1"
"21","8014065","","0","vo_wac_08014_000","8014","","","","0","vo_wac_08014"
"11","8014066","1","1","喔喔，這是幫妾身慶生嗎！\n嗯嗯！妳們似乎已經知道\n身為統領黑夜之人的隨從，\n該有怎樣的行為舉止了呢！","8014","0","0.5","0","10","104411"
"91","8014067","","","","8014","","","","","0"
"3","8014068","","","wac_birthday_idle_normal","8014","","","0.2","1","104411"
"3","8014069","","","wac_birthday_shinobu_talk_wish","8014","","","0.2","1","103111"
"21","8014070","","0","vo_wac_08014_002","8014","","","","0","vo_wac_08014"
"11","8014071","1","1","不知道算不算隨從，\n不過我們只是想幫妳慶生而已……\n祝妳生日快樂。","8014","0","0.5","0","10","103111"
"91","8014072","","","","8014","","","","","0"
"3","8014073","","","wac_birthday_shinobu_idle_wish","8014","","","0.2","1","103111"
"3","8014074","","","wac_birthday_talk_doya","8014","","","0.2","1","104411"
"21","8014075","","0","vo_wac_08014_003","8014","","","","0","vo_wac_08014"
"11","8014076","1","1","妳們如此知情達理，\n妾身要好好褒獎一番。\n你也趕來啦。\n身為吾之眷屬真是忠實勤奮，辛苦你了。","8014","0","0.5","0","10","104411"
"91","8014077","","","","8014","","","","","0"
"3","8014078","","","wac_birthday_talk_smile","8014","","","0.2","1","104411"
"21","8014079","","0","vo_wac_08014_004","8014","","","","0","vo_wac_08014"
"11","8014080","1","1","呵呵。已活過漫長歲月的妾身，\n沒想到內心還會對生日感到動搖……\n待妾身奪回力量之際，\n一定會好好報答你們的心意！","8014","0","0.5","0","10","104411"
"91","8014081","","","","8014","","","","","0"
"22","8014082","","","","8014","","","","","0"
"25","8514001","","","bgm_M321_2C","8514","","","","","bgm_M321"
"1","8514002","-70","-1000","102311","8514","0","wac_birthday_idle_normal","2","250","1"
"1","8514003","-270","200","102111","8514","1","wac_birthday_idle_wish","2","256","1"
"1","8514004","-310","310","102811","8514","1","wac_birthday_idle_normal","2","258","1"
"1","8514005","-290","445","102511","8514","1","wac_birthday_idle_smile","2","257","1"
"13","8514006","","","300","8514","","","","","102311"
"13","8514007","","","300","8514","","","","","102111"
"31","8514008","1","0","600","8514","","","1","0","600"
"31","8514009","1","0","602","8514","","","0","0","602"
"31","8514010","1","0","603","8514","","","0","0","603"
"31","8514011","1","60","604","8514","","","1","30","604"
"31","8514012","1","0","610","8514","","","1","0","610"
"31","8514013","1","0","700","8514","","","0","0","700"
"31","8514014","1","0","701","8514","","","0","0","701"
"31","8514015","1","0","702","8514","","","0","0","702"
"31","8514016","1","0","800","8514","","","0","0","800"
"31","8514017","1","60","907","8514","","","1","30","907"
"93","8514018","","","","8514","","","","","1"
"3","8514019","1","wac_birthday_reaction_03","wac_birthday_reaction_01","8514","0.2","","0.2","0","102111"
"93","8514020","","","","8514","","","","","0.1"
"3","8514021","1","wac_birthday_reaction_04","wac_birthday_reaction_01","8514","0.2","","0.2","0","102811"
"3","8514022","1","wac_birthday_reaction_03","wac_birthday_reaction_05","8514","0.2","","0.2","0","102511"
"93","8514023","","","","8514","","","","","0.3"
"3","8514024","","","wac_birthday_run_01","8514","","","0.2","1","102311"
"2","8514025","","3","0","8514","","","","-70","102311"
"93","8514026","","","","8514","","","","","2.5"
"32","8514027","","","1","8514","","","","","602"
"93","8514028","","","","8514","","","","","0.6"
"32","8514029","","","0","8514","","","","","600"
"32","8514030","","","0","8514","","","","","610"
"32","8514031","","","0","8514","","","","","604"
"32","8514032","","","1","8514","","","","","701"
"33","8514033","","0.01","0","8514","","","","0","907"
"3","8514034","1","wac_birthday_wish_02","wac_birthday_blowout_01","8514","0.2","","0.2","0","102311"
"2","8514035","","0.01","-200","8514","","","","-330","102311"
"3","8514036","","","wac_birthday_idle_wish","8514","","","0.2","1","102111"
"2","8514037","","0.01","180","8514","","","","-320","102111"
"3","8514038","","","wac_birthday_idle_normal","8514","","","0.2","1","102811"
"2","8514039","","0.01","290","8514","","","","-360","102811"
"3","8514040","","","wac_birthday_idle_smile","8514","","","0.2","1","102511"
"2","8514041","","0.01","425","8514","","","","-340","102511"
"93","8514042","","","","8514","","","","","0"
"32","8514043","","","1","8514","","","","","800"
"93","8514044","","","","8514","","","","","0.7"
"32","8514045","","","1","8514","","","","","702"
"93","8514046","","","","8514","","","","","0.5"
"23","8514047","","","se_sys_login_birthday_blow_candle","8514","","","","0","se_common"
"32","8514048","","","0","8514","","","","","701"
"93","8514049","","","","8514","","","","","0.4"
"23","8514050","","","se_sys_login_birthday_cracker","8514","","","","0","se_common"
"32","8514051","","","1","8514","","","","","700"
"23","8514052","","","se_sys_login_birthday_calendar_applause","8514","","","","0","se_common"
"3","8514053","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","8514","0.2","","0.2","0","102111"
"93","8514054","","","","8514","","","","","0.1"
"3","8514055","1","wac_birthday_idle_normal","wac_birthday_clap","8514","0.2","","0.2","0","102811"
"93","8514056","","","","8514","","","","","0.1"
"3","8514057","1","wac_birthday_idle_smile","wac_birthday_clap","8514","0.2","","0.2","0","102511"
"93","8514058","","","","8514","","","","","2"
"131","8514059","","","","8514","","","","","1"
"21","8514060","","0","vo_wac_08514_000","8514","","","","0","vo_wac_08514"
"11","8514061","1","1","哇啊～！是蛋糕耶～♪\n看起來真好吃呢。對吧，噗吉！\n這該不會……是我的生日蛋糕……？","8514","0","0.5","0","10","102311"
"91","8514062","","","","8514","","","","","0"
"3","8514063","","","wac_birthday_idle_smile","8514","","","0.2","1","102311"
"3","8514064","","","wac_birthday_talk_smile","8514","","","0.2","1","102111"
"21","8514065","","0","vo_wac_08514_001","8514","","","","0","vo_wac_08514"
"11","8514066","1","1","沒錯♪生日快樂♪\n這是哥哥教我做的喔。\n希望妳會喜歡……♪","8514","0","0.5","0","10","102111"
"91","8514067","","","","8514","","","","","0"
"3","8514068","","","wac_birthday_idle_smile","8514","","","0.2","1","102111"
"3","8514069","","","wac_birthday_talk_wish","8514","","","0.2","1","102311"
"21","8514070","","0","vo_wac_08514_002","8514","","","","0","vo_wac_08514"
"11","8514071","1","1","我很喜歡喔！\n胡桃還有大家，\n再加上哥哥……\n我最珍惜的人都圍在我身邊……","8514","0","0.5","0","10","102311"
"91","8514072","","","","8514","","","","","0"
"3","8514073","","","wac_birthday_talk_smile","8514","","","0.2","1","102311"
"21","8514074","","0","vo_wac_08514_003","8514","","","","0","vo_wac_08514"
"11","8514075","1","1","我真的好幸福啊……♪\n各位，今年也請你們多多指教囉！","8514","0","0.5","0","10","102311"
"91","8514076","","","","8514","","","","","0"
"22","8514077","","","","8514","","","","","0"
"25","8614001","","","bgm_M321_2C","8614","","","","","bgm_M321"
"1","8614002","-70","-1000","105911","8614","0","wac_birthday_idle_normal","2","250","1"
"1","8614003","-270","200","106411","8614","1","wac_birthday_idle_smile","2","256","1"
"1","8614004","-310","315","106011","8614","1","wac_birthday_idle_doya","2","258","1"
"1","8614005","-290","455","105811","8614","1","wac_birthday_idle_kyapi","2","257","1"
"13","8614006","","","300","8614","","","","","105911"
"13","8614007","","","300","8614","","","","","106411"
"31","8614008","1","0","600","8614","","","1","0","600"
"31","8614009","1","0","602","8614","","","0","0","602"
"31","8614010","1","0","603","8614","","","0","0","603"
"31","8614011","1","60","604","8614","","","1","30","604"
"31","8614012","1","0","610","8614","","","1","0","610"
"31","8614013","1","0","700","8614","","","0","0","700"
"31","8614014","1","0","701","8614","","","0","0","701"
"31","8614015","1","0","702","8614","","","0","0","702"
"31","8614016","1","0","800","8614","","","0","0","800"
"31","8614017","1","60","908","8614","","","1","30","908"
"93","8614018","","","","8614","","","","","1"
"3","8614019","1","wac_birthday_reaction_04","wac_birthday_reaction_01","8614","0.2","","0.2","0","106011"
"93","8614020","","","","8614","","","","","0.1"
"3","8614021","1","wac_birthday_reaction_03","wac_birthday_reaction_02","8614","0.2","","0.2","0","106411"
