cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82
"0.01","106731","","6214","","2","","6214033","-200","-330",""
"","106611","","6214","","3","","6214034","wac_birthday_idle_doya","1","0.2"
"0.01","106611","","6214","","2","","6214035","180","-320",""
"","106511","","6214","","3","","6214036","wac_birthday_idle_normal","1","0.2"
"0.01","106511","","6214","","2","","6214037","320","-340",""
"","0","","6214","","93","","6214038","","",""
"","800","","6214","","32","","6214039","1","",""
"","0.7","","6214","","93","","6214040","","",""
"","702","","6214","","32","","6214041","1","",""
"","0.5","","6214","","93","","6214042","","",""
"","se_common","","6214","","23","","6214043","se_sys_login_birthday_blow_candle","0",""
"","701","","6214","","32","","6214044","0","",""
"","0.4","","6214","","93","","6214045","","",""
"","se_common","","6214","","23","","6214046","se_sys_login_birthday_cracker","0",""
"","700","","6214","","32","","6214047","1","",""
"","se_common","","6214","","23","","6214048","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_doya","106611","","6214","1","3","0.2","6214049","wac_birthday_clap","0","0.2"
"","0.1","","6214","","93","","6214050","","",""
"wac_birthday_idle_normal","106511","","6214","1","3","0.2","6214051","wac_birthday_clap","0","0.2"
"","2","","6214","","93","","6214052","","",""
"","1","","6214","","131","","6214053","","",""
"0","vo_wac_06214","","6214","","21","","6214054","vo_wac_06214_000","0",""
"1","106731","0.5","6214","1","11","0","6214055","這是我的生日蛋糕嗎？\n沒想到會收到你們的祝福，\n出乎我的預料呢～\n祈梨，妳是不是有什麼企圖？","10","0"
"","0","","6214","","91","","6214056","","",""
"","106731","","6214","","3","","6214057","wac_birthday_idle_wish","1","0.2"
"","106611","","6214","","3","","6214058","wac_birthday_talk_anger","1","0.2"
"0","vo_wac_06214","","6214","","21","","6214059","vo_wac_06214_001","0",""
"1","106611","0.5","6214","1","11","0","6214060","才才才、才沒有咧！？\n我原本是這麼打算的，\n但被嘉夜夜制止了……什麼的，\n絕對沒有那種事！","10","0"
"","0","","6214","","91","","6214061","","",""
"","106611","","6214","","3","","6214062","wac_birthday_idle_normal","1","0.2"
"","106731","","6214","","3","","6214063","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_06214","","6214","","21","","6214064","vo_wac_06214_002","0",""
"1","106731","0.5","6214","1","11","0","6214065","呵呵，抱歉抱歉，我開玩笑的啦～\n……呵呵，謝謝囉。\n我很開心呢♪","10","0"
"","0","","6214","","91","","6214066","","",""
"","106731","","6214","","3","","6214067","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_06214","","6214","","21","","6214068","vo_wac_06214_003","0",""
"1","106731","0.5","6214","1","11","0","6214069","也謝謝你跟嘉夜。\n嗯嗯～今天真是個好日子呢～☆\n你們就好好期待我的回禮吧♪","10","0"
"","0","","6214","","91","","6214070","","",""
"","0","","6214","","22","","6214071","","",""
"","bgm_M321","","8014","","25","","8014001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","8014","-70","1","0","8014002","104411","250","2"
"170","1","wac_birthday_shinobu_idle_wish","8014","-260","1","1","8014003","103111","256","2"
"270","1","wac_birthday_idle_smile","8014","-310","1","1","8014004","100711","259","2"
"400","1","wac_birthday_idle_normal","8014","-270","1","1","8014005","102211","257","2"
"500","1","wac_birthday_idle_smile","8014","-310","1","1","8014006","100611","258","2"
"","104411","","8014","","13","","8014007","300","",""
"","103111","","8014","","13","","8014008","300","",""
"0","600","","8014","1","31","","8014009","600","0","1"
"0","602","","8014","1","31","","8014010","602","0","0"
"0","603","","8014","1","31","","8014011","603","0","0"
"60","604","","8014","1","31","","8014012","604","30","1"
"0","610","","8014","1","31","","8014013","610","0","1"
"0","700","","8014","1","31","","8014014","700","0","0"
"0","701","","8014","1","31","","8014015","701","0","0"
"0","702","","8014","1","31","","8014016","702","0","0"
"0","800","","8014","1","31","","8014017","800","0","0"
"60","906","","8014","1","31","","8014018","906","30","1"
"","1","","8014","","93","","8014019","","",""
"wac_birthday_reaction_03","100711","","8014","1","3","0.2","8014020","wac_birthday_reaction_05","0","0.2"
"wac_birthday_shinobu_reaction_01","103111","","8014","1","3","0.2","8014021","wac_birthday_shinobu_reaction_04","0","0.2"
"","0.1","","8014","","93","","8014022","","",""
"wac_birthday_reaction_04","102211","","8014","1","3","0.2","8014023","wac_birthday_reaction_01","0","0.2"
"wac_birthday_reaction_03","100611","","8014","1","3","0.2","8014024","wac_birthday_reaction_05","0","0.2"
"","0.3","","8014","","93","","8014025","","",""
"","104411","","8014","","3","","8014026","wac_birthday_run_01","1","0.2"
"3","104411","","8014","","2","","8014027","0","-70",""
"","2.5","","8014","","93","","8014028","","",""
"","602","","8014","","32","","8014029","1","",""
"","0.6","","8014","","93","","8014030","","",""
"","600","","8014","","32","","8014031","0","",""
"","610","","8014","","32","","8014032","0","",""
"","604","","8014","","32","","8014033","0","",""
"","701","","8014","","32","","8014034","1","",""
"0.01","906","","8014","","33","","8014035","0","0",""
"wac_birthday_wish_02","104411","","8014","1","3","0.2","8014036","wac_birthday_blowout_01","0","0.2"
"0.01","104411","","8014","","2","","8014037","-200","-330",""
"","103111","","8014","","3","","8014038","wac_birthday_shinobu_idle_wish","1","0.2"
"0.01","103111","","8014","","2","","8014039","150","-320",""
"","100711","","8014","","3","","8014040","wac_birthday_idle_smile","1","0.2"
"0.01","100711","","8014","","2","","8014041","265","-360",""
"","102211","","8014","","3","","8014042","wac_birthday_idle_normal","1","0.2"
"0.01","102211","","8014","","2","","8014043","400","-320",""
"","100611","","8014","","3","","8014044","wac_birthday_idle_smile","1","0.2"
"0.01","100611","","8014","","2","","8014045","500","-340",""
"","0","","8014","","93","","8014046","","",""
"","800","","8014","","32","","8014047","1","",""
"","0.7","","8014","","93","","8014048","","",""
"","702","","8014","","32","","8014049","1","",""
"","0.5","","8014","","93","","8014050","","",""
"","se_common","","8014","","23","","8014051","se_sys_login_birthday_blow_candle","0",""
"","701","","8014","","32","","8014052","0","",""
"","0.4","","8014","","93","","8014053","","",""
"","se_common","","8014","","23","","8014054","se_sys_login_birthday_cracker","0",""
"","700","","8014","","32","","8014055","1","",""
"","se_common","","8014","","23","","8014056","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_shinobu_idle_wish","103111","","8014","1","3","0.2","8014057","wac_birthday_shinobu_clap_to_wish","0","0.2"
"wac_birthday_idle_normal","102211","","8014","1","3","0.2","8014058","wac_birthday_clap","0","0.2"
"","0.1","","8014","","93","","8014059","","",""
"wac_birthday_idle_smile","100711","","8014","1","3","0.2","8014060","wac_birthday_clap","0","0.2"
"","0.1","","8014","","93","","8014061","","",""
"wac_birthday_idle_smile","100611","","8014","1","3","0.2","8014062","wac_birthday_clap","0","0.2"
"","2","","8014","","93","","8014063","","",""
"","1","","8014","","131","","8014064","","",""
"0","vo_wac_08014","","8014","","21","","8014065","vo_wac_08014_000","0",""
"1","104411","0.5","8014","1","11","0","8014066","喔喔，這是幫妾身慶生嗎！\n嗯嗯！妳們似乎已經知道\n身為統領黑夜之人的隨從，\n該有怎樣的行為舉止了呢！","10","0"
"","0","","8014","","91","","8014067","","",""
"","104411","","8014","","3","","8014068","wac_birthday_idle_normal","1","0.2"
"","103111","","8014","","3","","8014069","wac_birthday_shinobu_talk_wish","1","0.2"
"0","vo_wac_08014","","8014","","21","","8014070","vo_wac_08014_002","0",""
"1","103111","0.5","8014","1","11","0","8014071","不知道算不算隨從，\n不過我們只是想幫妳慶生而已……\n祝妳生日快樂。","10","0"
"","0","","8014","","91","","8014072","","",""
"","103111","","8014","","3","","8014073","wac_birthday_shinobu_idle_wish","1","0.2"
"","104411","","8014","","3","","8014074","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_08014","","8014","","21","","8014075","vo_wac_08014_003","0",""
"1","104411","0.5","8014","1","11","0","8014076","妳們如此知情達理，\n妾身要好好褒獎一番。\n你也趕來啦。\n身為吾之眷屬真是忠實勤奮，辛苦你了。","10","0"
"","0","","8014","","91","","8014077","","",""
"","104411","","8014","","3","","8014078","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_08014","","8014","","21","","8014079","vo_wac_08014_004","0",""
"1","104411","0.5","8014","1","11","0","8014080","呵呵。已活過漫長歲月的妾身，\n沒想到內心還會對生日感到動搖……\n待妾身奪回力量之際，\n一定會好好報答你們的心意！","10","0"
"","0","","8014","","91","","8014081","","",""
"","0","","8014","","22","","8014082","","",""
"","bgm_M321","","8514","","25","","8514001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","8514","-70","1","0","8514002","102311","250","2"
"200","1","wac_birthday_idle_wish","8514","-270","1","1","8514003","102111","256","2"
"310","1","wac_birthday_idle_normal","8514","-310","1","1","8514004","102811","258","2"
"445","1","wac_birthday_idle_smile","8514","-290","1","1","8514005","102511","257","2"
"","102311","","8514","","13","","8514006","300","",""
"","102111","","8514","","13","","8514007","300","",""
"0","600","","8514","1","31","","8514008","600","0","1"
"0","602","","8514","1","31","","8514009","602","0","0"
"0","603","","8514","1","31","","8514010","603","0","0"
"60","604","","8514","1","31","","8514011","604","30","1"
"0","610","","8514","1","31","","8514012","610","0","1"
"0","700","","8514","1","31","","8514013","700","0","0"
"0","701","","8514","1","31","","8514014","701","0","0"
"0","702","","8514","1","31","","8514015","702","0","0"
"0","800","","8514","1","31","","8514016","800","0","0"
"60","907","","8514","1","31","","8514017","907","30","1"
"","1","","8514","","93","","8514018","","",""
"wac_birthday_reaction_03","102111","","8514","1","3","0.2","8514019","wac_birthday_reaction_01","0","0.2"
"","0.1","","8514","","93","","8514020","","",""
"wac_birthday_reaction_04","102811","","8514","1","3","0.2","8514021","wac_birthday_reaction_01","0","0.2"
"wac_birthday_reaction_03","102511","","8514","1","3","0.2","8514022","wac_birthday_reaction_05","0","0.2"
"","0.3","","8514","","93","","8514023","","",""
"","102311","","8514","","3","","8514024","wac_birthday_run_01","1","0.2"
"3","102311","","8514","","2","","8514025","0","-70",""
"","2.5","","8514","","93","","8514026","","",""
"","602","","8514","","32","","8514027","1","",""
"","0.6","","8514","","93","","8514028","","",""
"","600","","8514","","32","","8514029","0","",""
"","610","","8514","","32","","8514030","0","",""
"","604","","8514","","32","","8514031","0","",""
"","701","","8514","","32","","8514032","1","",""
"0.01","907","","8514","","33","","8514033","0","0",""
"wac_birthday_wish_02","102311","","8514","1","3","0.2","8514034","wac_birthday_blowout_01","0","0.2"
"0.01","102311","","8514","","2","","8514035","-200","-330",""
"","102111","","8514","","3","","8514036","wac_birthday_idle_wish","1","0.2"
"0.01","102111","","8514","","2","","8514037","180","-320",""
"","102811","","8514","","3","","8514038","wac_birthday_idle_normal","1","0.2"
"0.01","102811","","8514","","2","","8514039","290","-360",""
"","102511","","8514","","3","","8514040","wac_birthday_idle_smile","1","0.2"
"0.01","102511","","8514","","2","","8514041","425","-340",""
"","0","","8514","","93","","8514042","","",""
"","800","","8514","","32","","8514043","1","",""
"","0.7","","8514","","93","","8514044","","",""
"","702","","8514","","32","","8514045","1","",""
"","0.5","","8514","","93","","8514046","","",""
"","se_common","","8514","","23","","8514047","se_sys_login_birthday_blow_candle","0",""
"","701","","8514","","32","","8514048","0","",""
"","0.4","","8514","","93","","8514049","","",""
"","se_common","","8514","","23","","8514050","se_sys_login_birthday_cracker","0",""
"","700","","8514","","32","","8514051","1","",""
"","se_common","","8514","","23","","8514052","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_wish","102111","","8514","1","3","0.2","8514053","wac_birthday_clap_to_wish","0","0.2"
"","0.1","","8514","","93","","8514054","","",""
"wac_birthday_idle_normal","102811","","8514","1","3","0.2","8514055","wac_birthday_clap","0","0.2"
"","0.1","","8514","","93","","8514056","","",""
"wac_birthday_idle_smile","102511","","8514","1","3","0.2","8514057","wac_birthday_clap","0","0.2"
"","2","","8514","","93","","8514058","","",""
"","1","","8514","","131","","8514059","","",""
"0","vo_wac_08514","","8514","","21","","8514060","vo_wac_08514_000","0",""
"1","102311","0.5","8514","1","11","0","8514061","哇啊～！是蛋糕耶～♪\n看起來真好吃呢。對吧，噗吉！\n這該不會……是我的生日蛋糕……？","10","0"
"","0","","8514","","91","","8514062","","",""
"","102311","","8514","","3","","8514063","wac_birthday_idle_smile","1","0.2"
"","102111","","8514","","3","","8514064","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_08514","","8514","","21","","8514065","vo_wac_08514_001","0",""
"1","102111","0.5","8514","1","11","0","8514066","沒錯♪生日快樂♪\n這是哥哥教我做的喔。\n希望妳會喜歡……♪","10","0"
"","0","","8514","","91","","8514067","","",""
"","102111","","8514","","3","","8514068","wac_birthday_idle_smile","1","0.2"
"","102311","","8514","","3","","8514069","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_08514","","8514","","21","","8514070","vo_wac_08514_002","0",""
"1","102311","0.5","8514","1","11","0","8514071","我很喜歡喔！\n胡桃還有大家，\n再加上哥哥……\n我最珍惜的人都圍在我身邊……","10","0"
"","0","","8514","","91","","8514072","","",""
"","102311","","8514","","3","","8514073","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_08514","","8514","","21","","8514074","vo_wac_08514_003","0",""
"1","102311","0.5","8514","1","11","0","8514075","我真的好幸福啊……♪\n各位，今年也請你們多多指教囉！","10","0"
"","0","","8514","","91","","8514076","","",""
"","0","","8514","","22","","8514077","","",""
"","bgm_M321","","8614","","25","","8614001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","8614","-70","1","0","8614002","105911","250","2"
"200","1","wac_birthday_idle_smile","8614","-270","1","1","8614003","106411","256","2"
"315","1","wac_birthday_idle_doya","8614","-310","1","1","8614004","106011","258","2"
"455","1","wac_birthday_idle_kyapi","8614","-290","1","1","8614005","105811","257","2"
"","105911","","8614","","13","","8614006","300","",""
"","106411","","8614","","13","","8614007","300","",""
"0","600","","8614","1","31","","8614008","600","0","1"
"0","602","","8614","1","31","","8614009","602","0","0"
"0","603","","8614","1","31","","8614010","603","0","0"
"60","604","","8614","1","31","","8614011","604","30","1"
"0","610","","8614","1","31","","8614012","610","0","1"
"0","700","","8614","1","31","","8614013","700","0","0"
"0","701","","8614","1","31","","8614014","701","0","0"
"0","702","","8614","1","31","","8614015","702","0","0"
"0","800","","8614","1","31","","8614016","800","0","0"
"60","908","","8614","1","31","","8614017","908","30","1"
"","1","","8614","","93","","8614018","","",""
"wac_birthday_reaction_04","106011","","8614","1","3","0.2","8614019","wac_birthday_reaction_01","0","0.2"
"","0.1","","8614","","93","","8614020","","",""
"wac_birthday_reaction_03","106411","","8614","1","3","0.2","8614021","wac_birthday_reaction_02","0","0.2"
