89022cb2e54d53696d040d2eede33d478f508e2f7c85e3d14297111bae477a34,edf05e41ff6451436107fed9a1f85c430e9751eaf53d934dd97887953763ed5b,8d9247113091eb2c8d7419d12f4198edbfd53490c3a13a0285e6b50ee2300c46,1d69c78b37f7824e57838bb7f78734c3190743ec5c30a01d10237b511dc7f570,1529625d4b3588b2bada4a89c17e68957e46a473e44547a83b58d5edba1387a6,447e3b2e0d330ab27f2265c775cc84fb7ca061748a93f1cf882882439e2d01d1,5f44b09d12c3c081b709fcadd8068e881a77d3953726a852b08a4aac00bc0ace,0b317f34de9664efa12717832a739d339cec45f54b4fbd4deb16c6728be55949,8b6cbd0e5910fffb241fd894ec414ce103807264f66f7b92c07b46de2abf6bae,7fdd77c2a1594ecf2ca1618a565d365561cc3c4cbc4900f7fb3cca249b56f654,1ea2f9db459f2042052110de122d296d0f22d9e1903eb5a9bbe1bb959a53f1a9
"","","","10","869","","1750","2","18690008","110511","-125"
"","","","10","869","","1500","2","18690009","110011","-250"
"","","","10","869","","1750","2","18690010","1","-125"
"","","","10","869","","1500","2","18690011","2","-250"
"","","","10","869","","1750","33","18690012","1","-125"
"","","","10","869","","1500","33","18690013","2","-250"
"","","","","870","","se_fpc_water_random","23","18700001","se_10053800",""
"cmn_float","1.75","1","-1100","870","-180","110111","1","18700002","1","22"
"cmn_float","1.75","0","-1350","870","-125","117111","1","18700003","1","12"
"cmn_float","1.75","0","-1600","870","-180","127011","1","18700004","1","22"
"","1","","-180","870","1","2","31","18700005","6","-1070"
"","1","","-125","870","1","3","31","18700006","6","-1350"
"","1","","-180","870","1","4","31","18700007","6","-1600"
"","","","13.5","870","","1500","2","18700008","110111","-180"
"","","","13.5","870","","1250","2","18700009","117111","-125"
"","","","13.5","870","","1000","2","18700010","127011","-180"
"","","","13.5","870","","1530","33","18700011","2","-180"
"","","","13.5","870","","1250","33","18700012","3","-125"
"","","","13.5","870","","1000","33","18700013","4","-180"
"","","","","870","","","93","18700014","2.7",""
"","","","0","870","","vo_fpc_87001","21","18700015","vo_fpc",""
"","","","","871","","se_fpc_water_random","23","18710001","se_10053800",""
"cmn_swm_breastStroke","1.75","0","-850","871","-125","122511","1","18710002","1","12"
"cmn_swm_breastStroke","1.75","0","-1100","871","-250","117411","1","18710003","1","32"
"","1","","-125","871","1","1","31","18710004","2","-850"
"","1","","-250","871","1","2","31","18710005","2","-1100"
"","","","10","871","","1750","2","18710006","122511","-125"
"","","","10","871","","1500","2","18710007","117411","-250"
"","","","10","871","","1750","33","18710008","1","-125"
"","","","10","871","","1500","33","18710009","2","-250"
"","","","","872","","se_fpc_water_random","23","18720001","se_10053800",""
"cmn_boat_relax_l","1.75","0","-850","872","-180","110311","1","18720002","1","23"
"cmn_boat_relax","1.75","0","-1200","872","-180","126711","1","18720003","1","23"
"cmn_boat_idle_blue","1.75","0","-850","872","-180","1","5","18720004","2","22"
"cmn_boat_idle_l","1.75","0","-1200","872","-180","2","5","18720005","2","22"
"","1","","-180","872","1","1","31","18720006","116","-850"
"","1","","-180","872","1","2","31","18720007","116","-1200"
"","","","13.5","872","","1750","2","18720008","110311","-180"
"","","","13.5","872","","1400","2","18720009","126711","-180"
"","","","13.5","872","","1750","2","18720010","1","-180"
"","","","13.5","872","","1400","2","18720011","2","-180"
"","","","13.5","872","","1750","33","18720012","1","-180"
"","","","13.5","872","","1400","33","18720013","2","-180"
"","","","","872","","","93","18720014","2.7",""
"","","","0","872","","vo_fpc_87201","21","18720015","vo_fpc",""
"","","","","873","","se_fpc_water_random","23","18730001","se_10053800",""
"cmn_swm_breastStroke","1.75","0","-850","873","-125","110411","1","18730002","1","12"
"cmn_swm_breastStroke","1.75","0","-1100","873","-250","115711","1","18730003","1","32"
"","1","","-125","873","1","1","31","18730004","2","-850"
"","1","","-250","873","1","2","31","18730005","2","-1100"
"","","","10","873","","1750","2","18730006","110411","-125"
"","","","10","873","","1500","2","18730007","115711","-250"
"","","","10","873","","1750","33","18730008","1","-125"
"","","","10","873","","1500","33","18730009","2","-250"
"","","","","874","","se_fpc_water_random","23","18740001","se_10053800",""
"cmn_float","1.75","1","-1100","874","-180","110411","1","18740002","1","22"
"cmn_float","1.75","0","-1350","874","-125","122611","1","18740003","1","12"
"","1","","-180","874","1","2","31","18740004","6","-1070"
"","1","","-125","874","1","3","31","18740005","6","-1350"
"","","","13.5","874","","1500","2","18740006","110411","-180"
"","","","13.5","874","","1250","2","18740007","122611","-125"
"","","","13.5","874","","1530","33","18740008","2","-180"
"","","","13.5","874","","1250","33","18740009","3","-125"
"","","","","874","","","93","18740010","2.6",""
"","","","0","874","","vo_fpc_87401","21","18740011","vo_fpc",""
"","","","","875","","se_fpc_water_random","23","18750001","se_10053800",""
"cmn_swm_diving","1.75","0","-850","875","-125","108011","1","18750002","1","12"
"cmn_swm_diving","1.75","0","-1100","875","-180","129411","1","18750003","1","22"
"","1","","-125","875","1","1","31","18750004","9","-850"
"","1","","-180","875","1","2","31","18750005","9","-1100"
"","","","13.5","875","","1750","2","18750006","108011","-125"
"","","","13.5","875","","1500","2","18750007","129411","-180"
"","","","13.5","875","","1750","33","18750008","1","-125"
"","","","13.5","875","","1500","33","18750009","2","-180"
"","","","","876","","se_fpc_water_random","23","18760001","se_10053800",""
"cmn_float","1.75","1","-1100","876","-180","117111","1","18760002","1","22"
"cmn_float","1.75","0","-1350","876","-125","129311","1","18760003","1","12"
"","1","","-180","876","1","2","31","18760004","6","-1070"
"","1","","-125","876","1","3","31","18760005","6","-1350"
"","","","13.5","876","","1500","2","18760006","117111","-180"
"","","","13.5","876","","1250","2","18760007","129311","-125"
"","","","13.5","876","","1530","33","18760008","2","-180"
"","","","13.5","876","","1250","33","18760009","3","-125"
"","","","","876","","","93","18760010","2.8",""
"","","","0","876","","vo_fpc_87601","21","18760011","vo_fpc",""
"","","","","877","","se_fpc_water_random","23","18770001","se_10053800",""
"cmn_crawl","1.75","0","-850","877","-125","117211","1","18770002","1","12"
"cmn_crawl","1.75","0","-1100","877","-250","117311","1","18770003","1","32"
"cmn_crawl","1.75","0","-1350","877","-125","117411","1","18770004","1","12"
"cmn_swm_diving","1.75","0","-1600","877","-250","129511","1","18770005","1","32"
"","1","","-125","877","1","1","31","18770006","7","-850"
"","1","","-250","877","1","2","31","18770007","1","-1100"
"","1","","-125","877","1","3","31","18770008","7","-1350"
"","1","","-250","877","1","4","31","18770009","9","-1600"
"","","","10","877","","1750","2","18770010","117211","-125"
"","","","10","877","","1500","2","18770011","117311","-250"
"","","","10","877","","1250","2","18770012","117411","-125"
"","","","10","877","","1000","2","18770013","129511","-250"
"","","","10","877","","1750","33","18770014","1","-125"
"","","","10","877","","1500","33","18770015","2","-250"
"","","","10","877","","1250","33","18770016","3","-125"
"","","","10","877","","1000","33","18770017","4","-250"
"","","","","878","","se_fpc_water_random","23","18780001","se_10053800",""
"cmn_swm_tread","1.75","0","-850","878","-125","110611","1","18780002","1","13"
"cmn_swm_tread","1.75","0","-1100","878","-250","129511","1","18780003","1","33"
"cmn_swm_tread_pink","1.75","0","-850","878","-125","1","5","18780004","1","12"
"cmn_swm_tread_blue","1.75","0","-1100","878","-250","2","5","18780005","1","32"
"","1","","-125","878","1","1","31","18780006","13","-850"
"","1","","-250","878","1","2","31","18780007","3","-1100"
"","","","13.5","878","","1750","2","18780008","110611","-125"
"","","","13.5","878","","1500","2","18780009","129511","-250"
"","","","13.5","878","","1750","2","18780010","1","-125"
"","","","13.5","878","","1500","2","18780011","2","-250"
"","","","13.5","878","","1750","33","18780012","1","-125"
"","","","13.5","878","","1500","33","18780013","2","-250"
"","","","","879","","se_fpc_water_random","23","18790001","se_10053800",""
"cmn_float","1.75","1","-1100","879","-180","107611","1","18790002","1","22"
"cmn_float","1.75","0","-1350","879","-125","122611","1","18790003","1","12"
"","1","","-180","879","1","2","31","18790004","6","-1070"
"","1","","-125","879","1","3","31","18790005","6","-1350"
"","","","13.5","879","","1500","2","18790006","107611","-180"
"","","","13.5","879","","1250","2","18790007","122611","-125"
"","","","13.5","879","","1530","33","18790008","2","-180"
"","","","13.5","879","","1250","33","18790009","3","-125"
"","","","","879","","","93","18790010","2.6",""
"","","","0","879","","vo_fpc_87901","21","18790011","vo_fpc",""
"","","","","880","","se_fpc_water_random","23","18800001","se_10053800",""
"cmn_float","1.75","1","-1100","880","-180","110311","1","18800002","1","22"
"04_misogi_float_loop","1.75","1","-1350","880","-125","129311","1","18800003","1","12"
"","1","","-180","880","1","2","31","18800004","6","-1070"
"","1","","-125","880","1","3","31","18800005","6","-1350"
"","","","13.5","880","","1500","2","18800006","110311","-180"
"","","","13.5","880","","1250","2","18800007","129311","-125"
"","","","13.5","880","","1530","33","18800008","2","-180"
"","","","13.5","880","","1250","33","18800009","3","-125"
"","","","","880","","","93","18800010","2.5",""
"","","","0","880","","vo_fpc_88001","21","18800011","vo_fpc",""
"","","","","881","","se_fpc_water_random","23","18810001","se_10053800",""
"cmn_float","1.75","1","-1100","881","-180","113511","1","18810002","1","22"
"04_misogi_float_loop","1.75","1","-1350","881","-125","129311","1","18810003","1","12"
"","1","","-180","881","1","2","31","18810004","6","-1070"
"","1","","-125","881","1","3","31","18810005","6","-1350"
"","","","13.5","881","","1500","2","18810006","113511","-180"
"","","","13.5","881","","1250","2","18810007","129311","-125"
"","","","13.5","881","","1530","33","18810008","2","-180"
"","","","13.5","881","","1250","33","18810009","3","-125"
"","","","","881","","","93","18810010","2.4",""
"","","","0","881","","vo_fpc_88101","21","18810011","vo_fpc",""
"","","","","882","","se_fpc_water_random","23","18820001","se_10053800",""
"cmn_boat_relax_l","1.75","0","-850","882","-180","108011","1","18820002","1","23"
"cmn_boat_cat","1.75","0","-1200","882","-180","107911","1","18820003","1","23"
"cmn_boat_idle_blue","1.75","0","-850","882","-180","1","5","18820004","2","22"
"cmn_boat_idle_l","1.75","0","-1200","882","-180","2","5","18820005","2","22"
"","1","","-180","882","1","1","31","18820006","116","-850"
"","1","","-180","882","1","2","31","18820007","116","-1200"
"","","","13.5","882","","1750","2","18820008","108011","-180"
"","","","13.5","882","","1400","2","18820009","107911","-180"
"","","","13.5","882","","1750","2","18820010","1","-180"
"","","","13.5","882","","1400","2","18820011","2","-180"
"","","","13.5","882","","1750","33","18820012","1","-180"
"","","","13.5","882","","1400","33","18820013","2","-180"
"","","","","882","","","93","18820014","1",""
"","","","0","882","","vo_fpc_88201","21","18820015","vo_fpc",""
"","","","","883","","se_fpc_water_random","23","18830001","se_10053800",""
"10_cmn_dogscratch","1.75","0","-850","883","-125","110411","1","18830002","1","12"
"10_cmn_dogscratch","1.75","0","-1100","883","-250","110511","1","18830003","1","32"
"10_cmn_dogscratch","1.75","0","-1350","883","-125","115711","1","18830004","1","12"
"10_cmn_dogscratch","1.75","0","-1600","883","-250","122411","1","18830005","1","32"
"","1","","-125","883","1","1","31","18830006","117","-850"
"","1","","-250","883","1","2","31","18830007","117","-1100"
"","1","","-125","883","1","3","31","18830008","117","-1350"
"","1","","-250","883","1","4","31","18830009","117","-1600"
"","","","10","883","","1750","2","18830010","110411","-125"
"","","","10","883","","1500","2","18830011","110511","-250"
"","","","10","883","","1250","2","18830012","115711","-125"
"","","","10","883","","1000","2","18830013","122411","-250"
"","","","10","883","","1750","33","18830014","1","-125"
"","","","10","883","","1500","33","18830015","2","-250"
"","","","10","883","","1250","33","18830016","3","-125"
"","","","10","883","","1000","33","18830017","4","-250"
"","","","","884","","se_fpc_water_random","23","18840001","se_10053800",""
"cmn_float","1.75","1","-1100","884","-180","107511","1","18840002","1","22"
"cmn_float","1.75","0","-1350","884","-125","126611","1","18840003","1","12"
"","1","","-180","884","1","2","31","18840004","6","-1070"
"","1","","-125","884","1","3","31","18840005","6","-1350"
"","","","13.5","884","","1500","2","18840006","107511","-180"
"","","","13.5","884","","1250","2","18840007","126611","-125"
"","","","13.5","884","","1530","33","18840008","2","-180"
"","","","13.5","884","","1250","33","18840009","3","-125"
"","","","","884","","","93","18840010","2.2",""
"","","","0","884","","vo_fpc_88401","21","18840011","vo_fpc",""
"","","","","885","","se_fpc_water_random","23","18850001","se_10053800",""
"cmn_float","1.75","1","-1100","885","-180","107611","1","18850002","1","22"
"cmn_float","1.75","0","-1350","885","-125","107711","1","18850003","1","12"
"","1","","-180","885","1","2","31","18850004","6","-1070"
"","1","","-125","885","1","3","31","18850005","6","-1350"
"","","","13.5","885","","1500","2","18850006","107611","-180"
"","","","13.5","885","","1250","2","18850007","107711","-125"
"","","","13.5","885","","1530","33","18850008","2","-180"
"","","","13.5","885","","1250","33","18850009","3","-125"
"","","","","885","","","93","18850010","2.6",""
"","","","0","885","","vo_fpc_88501","21","18850011","vo_fpc",""
"","","","","886","","se_fpc_water_random","23","18860001","se_10053800",""
"cmn_boat_relax_l","1.75","0","-850","886","-180","113111","1","18860002","1","23"
"cmn_boat_relax","1.75","0","-1200","886","-180","122511","1","18860003","1","23"
"cmn_boat_idle_blue","1.75","0","-850","886","-180","1","5","18860004","2","22"
"cmn_boat_idle_l","1.75","0","-1200","886","-180","2","5","18860005","2","22"
"","1","","-180","886","1","1","31","18860006","116","-850"
"","1","","-180","886","1","2","31","18860007","116","-1200"
"","","","13.5","886","","1750","2","18860008","113111","-180"
"","","","13.5","886","","1400","2","18860009","122511","-180"
"","","","13.5","886","","1750","2","18860010","1","-180"
"","","","13.5","886","","1400","2","18860011","2","-180"
"","","","13.5","886","","1750","33","18860012","1","-180"
"","","","13.5","886","","1400","33","18860013","2","-180"
"","","","","886","","","93","18860014","2.6",""
"","","","0","886","","vo_fpc_88601","21","18860015","vo_fpc",""
"","","","","887","","se_fpc_water_random","23","18870001","se_10053800",""
"cmn_float","1.75","1","-1100","887","-180","107711","1","18870002","1","22"
"cmn_float","1.75","0","-1350","887","-125","122711","1","18870003","1","12"
"","1","","-180","887","1","2","31","18870004","6","-1070"
"","1","","-125","887","1","3","31","18870005","6","-1350"
"","","","13.5","887","","1500","2","18870006","107711","-180"
"","","","13.5","887","","1250","2","18870007","122711","-125"
"","","","13.5","887","","1530","33","18870008","2","-180"
"","","","13.5","887","","1250","33","18870009","3","-125"
"","","","","887","","","93","18870010","2.5",""
"","","","0","887","","vo_fpc_88701","21","18870011","vo_fpc",""
"","","","","889","","se_fpc_water_random","23","18890001","se_10053800",""
"09_misogi_run","1.49","1","750","889","-15","122811","1","18890002","1","12"
"","","0","5.65","889","","-750","2","18890003","122811","-15"
"","","","","889","","","93","18890004","0.5",""
"","","","0","889","","vo_fpc_88901","21","18890005","vo_fpc",""
"","","","","890","","se_fpc_water_random","23","18900001","se_10053800",""
"09_misogi_run","1.49","1","750","890","-15","107911","1","18900002","1","12"
"","","0","5.65","890","","-750","2","18900003","107911","-15"
"","","","","890","","","93","18900004","0.6",""
"","","","0","890","","vo_fpc_89001","21","18900005","vo_fpc",""
"","","","","891","","se_fpc_water_random","23","18910001","se_10053800",""
"04_misogi_flutterKick_loop","1.75","1","1000","891","-180","122411","1","18910002","1","22"
"","1","","-180","891","1","12","31","18910003","12","1000"
