62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2
"1","1","869","-250","","-1100","18690007","2","31","1",""
"110511","","869","10","","-125","18690008","1750","2","",""
"110011","","869","10","","-250","18690009","1500","2","",""
"1","","869","10","","-125","18690010","1750","2","",""
"2","","869","10","","-250","18690011","1500","2","",""
"1","","869","10","","-125","18690012","1750","33","",""
"2","","869","10","","-250","18690013","1500","33","",""
"se_10053800","","870","","","","18700001","se_fpc_water_random","23","",""
"1","1.75","870","-1100","cmn_float","22","18700002","110111","1","-180","1"
"1","1.75","870","-1350","cmn_float","12","18700003","117111","1","-125","0"
"1","1.75","870","-1600","cmn_float","22","18700004","127011","1","-180","0"
"6","1","870","-180","","-1070","18700005","2","31","1",""
"6","1","870","-125","","-1350","18700006","3","31","1",""
"6","1","870","-180","","-1600","18700007","4","31","1",""
"110111","","870","13.5","","-180","18700008","1500","2","",""
"117111","","870","13.5","","-125","18700009","1250","2","",""
"127011","","870","13.5","","-180","18700010","1000","2","",""
"2","","870","13.5","","-180","18700011","1530","33","",""
"3","","870","13.5","","-125","18700012","1250","33","",""
"4","","870","13.5","","-180","18700013","1000","33","",""
"2.7","","870","","","","18700014","","93","",""
"vo_fpc","","870","0","","","18700015","vo_fpc_87001","21","",""
"se_10053800","","871","","","","18710001","se_fpc_water_random","23","",""
"1","1.75","871","-850","cmn_swm_breastStroke","12","18710002","122511","1","-125","0"
"1","1.75","871","-1100","cmn_swm_breastStroke","32","18710003","117411","1","-250","0"
"2","1","871","-125","","-850","18710004","1","31","1",""
"2","1","871","-250","","-1100","18710005","2","31","1",""
"122511","","871","10","","-125","18710006","1750","2","",""
"117411","","871","10","","-250","18710007","1500","2","",""
"1","","871","10","","-125","18710008","1750","33","",""
"2","","871","10","","-250","18710009","1500","33","",""
"se_10053800","","872","","","","18720001","se_fpc_water_random","23","",""
"1","1.75","872","-850","cmn_boat_relax_l","23","18720002","110311","1","-180","0"
"1","1.75","872","-1200","cmn_boat_relax","23","18720003","126711","1","-180","0"
"2","1.75","872","-850","cmn_boat_idle_blue","22","18720004","1","5","-180","0"
"2","1.75","872","-1200","cmn_boat_idle_l","22","18720005","2","5","-180","0"
"116","1","872","-180","","-850","18720006","1","31","1",""
"116","1","872","-180","","-1200","18720007","2","31","1",""
"110311","","872","13.5","","-180","18720008","1750","2","",""
"126711","","872","13.5","","-180","18720009","1400","2","",""
"1","","872","13.5","","-180","18720010","1750","2","",""
"2","","872","13.5","","-180","18720011","1400","2","",""
"1","","872","13.5","","-180","18720012","1750","33","",""
"2","","872","13.5","","-180","18720013","1400","33","",""
"2.7","","872","","","","18720014","","93","",""
"vo_fpc","","872","0","","","18720015","vo_fpc_87201","21","",""
"se_10053800","","873","","","","18730001","se_fpc_water_random","23","",""
"1","1.75","873","-850","cmn_swm_breastStroke","12","18730002","110411","1","-125","0"
"1","1.75","873","-1100","cmn_swm_breastStroke","32","18730003","115711","1","-250","0"
"2","1","873","-125","","-850","18730004","1","31","1",""
"2","1","873","-250","","-1100","18730005","2","31","1",""
"110411","","873","10","","-125","18730006","1750","2","",""
"115711","","873","10","","-250","18730007","1500","2","",""
"1","","873","10","","-125","18730008","1750","33","",""
"2","","873","10","","-250","18730009","1500","33","",""
"se_10053800","","874","","","","18740001","se_fpc_water_random","23","",""
"1","1.75","874","-1100","cmn_float","22","18740002","110411","1","-180","1"
"1","1.75","874","-1350","cmn_float","12","18740003","122611","1","-125","0"
"6","1","874","-180","","-1070","18740004","2","31","1",""
"6","1","874","-125","","-1350","18740005","3","31","1",""
"110411","","874","13.5","","-180","18740006","1500","2","",""
"122611","","874","13.5","","-125","18740007","1250","2","",""
"2","","874","13.5","","-180","18740008","1530","33","",""
"3","","874","13.5","","-125","18740009","1250","33","",""
"2.6","","874","","","","18740010","","93","",""
"vo_fpc","","874","0","","","18740011","vo_fpc_87401","21","",""
"se_10053800","","875","","","","18750001","se_fpc_water_random","23","",""
"1","1.75","875","-850","cmn_swm_diving","12","18750002","108011","1","-125","0"
"1","1.75","875","-1100","cmn_swm_diving","22","18750003","129411","1","-180","0"
"9","1","875","-125","","-850","18750004","1","31","1",""
"9","1","875","-180","","-1100","18750005","2","31","1",""
"108011","","875","13.5","","-125","18750006","1750","2","",""
"129411","","875","13.5","","-180","18750007","1500","2","",""
"1","","875","13.5","","-125","18750008","1750","33","",""
"2","","875","13.5","","-180","18750009","1500","33","",""
"se_10053800","","876","","","","18760001","se_fpc_water_random","23","",""
"1","1.75","876","-1100","cmn_float","22","18760002","117111","1","-180","1"
"1","1.75","876","-1350","cmn_float","12","18760003","129311","1","-125","0"
"6","1","876","-180","","-1070","18760004","2","31","1",""
"6","1","876","-125","","-1350","18760005","3","31","1",""
"117111","","876","13.5","","-180","18760006","1500","2","",""
"129311","","876","13.5","","-125","18760007","1250","2","",""
"2","","876","13.5","","-180","18760008","1530","33","",""
"3","","876","13.5","","-125","18760009","1250","33","",""
"2.8","","876","","","","18760010","","93","",""
"vo_fpc","","876","0","","","18760011","vo_fpc_87601","21","",""
"se_10053800","","877","","","","18770001","se_fpc_water_random","23","",""
"1","1.75","877","-850","cmn_crawl","12","18770002","117211","1","-125","0"
"1","1.75","877","-1100","cmn_crawl","32","18770003","117311","1","-250","0"
"1","1.75","877","-1350","cmn_crawl","12","18770004","117411","1","-125","0"
"1","1.75","877","-1600","cmn_swm_diving","32","18770005","129511","1","-250","0"
"7","1","877","-125","","-850","18770006","1","31","1",""
"1","1","877","-250","","-1100","18770007","2","31","1",""
"7","1","877","-125","","-1350","18770008","3","31","1",""
"9","1","877","-250","","-1600","18770009","4","31","1",""
"117211","","877","10","","-125","18770010","1750","2","",""
"117311","","877","10","","-250","18770011","1500","2","",""
"117411","","877","10","","-125","18770012","1250","2","",""
"129511","","877","10","","-250","18770013","1000","2","",""
"1","","877","10","","-125","18770014","1750","33","",""
"2","","877","10","","-250","18770015","1500","33","",""
"3","","877","10","","-125","18770016","1250","33","",""
"4","","877","10","","-250","18770017","1000","33","",""
"se_10053800","","878","","","","18780001","se_fpc_water_random","23","",""
"1","1.75","878","-850","cmn_swm_tread","13","18780002","110611","1","-125","0"
"1","1.75","878","-1100","cmn_swm_tread","33","18780003","129511","1","-250","0"
"1","1.75","878","-850","cmn_swm_tread_pink","12","18780004","1","5","-125","0"
"1","1.75","878","-1100","cmn_swm_tread_blue","32","18780005","2","5","-250","0"
"13","1","878","-125","","-850","18780006","1","31","1",""
"3","1","878","-250","","-1100","18780007","2","31","1",""
"110611","","878","13.5","","-125","18780008","1750","2","",""
"129511","","878","13.5","","-250","18780009","1500","2","",""
"1","","878","13.5","","-125","18780010","1750","2","",""
"2","","878","13.5","","-250","18780011","1500","2","",""
"1","","878","13.5","","-125","18780012","1750","33","",""
"2","","878","13.5","","-250","18780013","1500","33","",""
"se_10053800","","879","","","","18790001","se_fpc_water_random","23","",""
"1","1.75","879","-1100","cmn_float","22","18790002","107611","1","-180","1"
"1","1.75","879","-1350","cmn_float","12","18790003","122611","1","-125","0"
"6","1","879","-180","","-1070","18790004","2","31","1",""
"6","1","879","-125","","-1350","18790005","3","31","1",""
"107611","","879","13.5","","-180","18790006","1500","2","",""
"122611","","879","13.5","","-125","18790007","1250","2","",""
"2","","879","13.5","","-180","18790008","1530","33","",""
"3","","879","13.5","","-125","18790009","1250","33","",""
"2.6","","879","","","","18790010","","93","",""
"vo_fpc","","879","0","","","18790011","vo_fpc_87901","21","",""
"se_10053800","","880","","","","18800001","se_fpc_water_random","23","",""
"1","1.75","880","-1100","cmn_float","22","18800002","110311","1","-180","1"
"1","1.75","880","-1350","04_misogi_float_loop","12","18800003","129311","1","-125","1"
"6","1","880","-180","","-1070","18800004","2","31","1",""
"6","1","880","-125","","-1350","18800005","3","31","1",""
"110311","","880","13.5","","-180","18800006","1500","2","",""
"129311","","880","13.5","","-125","18800007","1250","2","",""
"2","","880","13.5","","-180","18800008","1530","33","",""
"3","","880","13.5","","-125","18800009","1250","33","",""
"2.5","","880","","","","18800010","","93","",""
"vo_fpc","","880","0","","","18800011","vo_fpc_88001","21","",""
"se_10053800","","881","","","","18810001","se_fpc_water_random","23","",""
"1","1.75","881","-1100","cmn_float","22","18810002","113511","1","-180","1"
"1","1.75","881","-1350","04_misogi_float_loop","12","18810003","129311","1","-125","1"
"6","1","881","-180","","-1070","18810004","2","31","1",""
"6","1","881","-125","","-1350","18810005","3","31","1",""
"113511","","881","13.5","","-180","18810006","1500","2","",""
"129311","","881","13.5","","-125","18810007","1250","2","",""
"2","","881","13.5","","-180","18810008","1530","33","",""
"3","","881","13.5","","-125","18810009","1250","33","",""
"2.4","","881","","","","18810010","","93","",""
"vo_fpc","","881","0","","","18810011","vo_fpc_88101","21","",""
"se_10053800","","882","","","","18820001","se_fpc_water_random","23","",""
"1","1.75","882","-850","cmn_boat_relax_l","23","18820002","108011","1","-180","0"
"1","1.75","882","-1200","cmn_boat_cat","23","18820003","107911","1","-180","0"
"2","1.75","882","-850","cmn_boat_idle_blue","22","18820004","1","5","-180","0"
"2","1.75","882","-1200","cmn_boat_idle_l","22","18820005","2","5","-180","0"
"116","1","882","-180","","-850","18820006","1","31","1",""
"116","1","882","-180","","-1200","18820007","2","31","1",""
"108011","","882","13.5","","-180","18820008","1750","2","",""
"107911","","882","13.5","","-180","18820009","1400","2","",""
"1","","882","13.5","","-180","18820010","1750","2","",""
"2","","882","13.5","","-180","18820011","1400","2","",""
"1","","882","13.5","","-180","18820012","1750","33","",""
"2","","882","13.5","","-180","18820013","1400","33","",""
"1","","882","","","","18820014","","93","",""
"vo_fpc","","882","0","","","18820015","vo_fpc_88201","21","",""
"se_10053800","","883","","","","18830001","se_fpc_water_random","23","",""
"1","1.75","883","-850","10_cmn_dogscratch","12","18830002","110411","1","-125","0"
"1","1.75","883","-1100","10_cmn_dogscratch","32","18830003","110511","1","-250","0"
"1","1.75","883","-1350","10_cmn_dogscratch","12","18830004","115711","1","-125","0"
"1","1.75","883","-1600","10_cmn_dogscratch","32","18830005","122411","1","-250","0"
"117","1","883","-125","","-850","18830006","1","31","1",""
"117","1","883","-250","","-1100","18830007","2","31","1",""
"117","1","883","-125","","-1350","18830008","3","31","1",""
"117","1","883","-250","","-1600","18830009","4","31","1",""
"110411","","883","10","","-125","18830010","1750","2","",""
"110511","","883","10","","-250","18830011","1500","2","",""
"115711","","883","10","","-125","18830012","1250","2","",""
"122411","","883","10","","-250","18830013","1000","2","",""
"1","","883","10","","-125","18830014","1750","33","",""
"2","","883","10","","-250","18830015","1500","33","",""
"3","","883","10","","-125","18830016","1250","33","",""
"4","","883","10","","-250","18830017","1000","33","",""
"se_10053800","","884","","","","18840001","se_fpc_water_random","23","",""
"1","1.75","884","-1100","cmn_float","22","18840002","107511","1","-180","1"
"1","1.75","884","-1350","cmn_float","12","18840003","126611","1","-125","0"
"6","1","884","-180","","-1070","18840004","2","31","1",""
"6","1","884","-125","","-1350","18840005","3","31","1",""
"107511","","884","13.5","","-180","18840006","1500","2","",""
"126611","","884","13.5","","-125","18840007","1250","2","",""
"2","","884","13.5","","-180","18840008","1530","33","",""
"3","","884","13.5","","-125","18840009","1250","33","",""
"2.2","","884","","","","18840010","","93","",""
"vo_fpc","","884","0","","","18840011","vo_fpc_88401","21","",""
"se_10053800","","885","","","","18850001","se_fpc_water_random","23","",""
"1","1.75","885","-1100","cmn_float","22","18850002","107611","1","-180","1"
"1","1.75","885","-1350","cmn_float","12","18850003","107711","1","-125","0"
"6","1","885","-180","","-1070","18850004","2","31","1",""
"6","1","885","-125","","-1350","18850005","3","31","1",""
"107611","","885","13.5","","-180","18850006","1500","2","",""
"107711","","885","13.5","","-125","18850007","1250","2","",""
"2","","885","13.5","","-180","18850008","1530","33","",""
"3","","885","13.5","","-125","18850009","1250","33","",""
"2.6","","885","","","","18850010","","93","",""
"vo_fpc","","885","0","","","18850011","vo_fpc_88501","21","",""
"se_10053800","","886","","","","18860001","se_fpc_water_random","23","",""
"1","1.75","886","-850","cmn_boat_relax_l","23","18860002","113111","1","-180","0"
"1","1.75","886","-1200","cmn_boat_relax","23","18860003","122511","1","-180","0"
"2","1.75","886","-850","cmn_boat_idle_blue","22","18860004","1","5","-180","0"
"2","1.75","886","-1200","cmn_boat_idle_l","22","18860005","2","5","-180","0"
"116","1","886","-180","","-850","18860006","1","31","1",""
"116","1","886","-180","","-1200","18860007","2","31","1",""
"113111","","886","13.5","","-180","18860008","1750","2","",""
"122511","","886","13.5","","-180","18860009","1400","2","",""
"1","","886","13.5","","-180","18860010","1750","2","",""
"2","","886","13.5","","-180","18860011","1400","2","",""
"1","","886","13.5","","-180","18860012","1750","33","",""
"2","","886","13.5","","-180","18860013","1400","33","",""
"2.6","","886","","","","18860014","","93","",""
"vo_fpc","","886","0","","","18860015","vo_fpc_88601","21","",""
"se_10053800","","887","","","","18870001","se_fpc_water_random","23","",""
"1","1.75","887","-1100","cmn_float","22","18870002","107711","1","-180","1"
"1","1.75","887","-1350","cmn_float","12","18870003","122711","1","-125","0"
"6","1","887","-180","","-1070","18870004","2","31","1",""
"6","1","887","-125","","-1350","18870005","3","31","1",""
"107711","","887","13.5","","-180","18870006","1500","2","",""
"122711","","887","13.5","","-125","18870007","1250","2","",""
"2","","887","13.5","","-180","18870008","1530","33","",""
"3","","887","13.5","","-125","18870009","1250","33","",""
"2.5","","887","","","","18870010","","93","",""
"vo_fpc","","887","0","","","18870011","vo_fpc_88701","21","",""
"se_10053800","","889","","","","18890001","se_fpc_water_random","23","",""
"1","1.49","889","750","09_misogi_run","12","18890002","122811","1","-15","1"
"122811","","889","5.65","","-15","18890003","-750","2","","0"
"0.5","","889","","","","18890004","","93","",""
"vo_fpc","","889","0","","","18890005","vo_fpc_88901","21","",""
"se_10053800","","890","","","","18900001","se_fpc_water_random","23","",""
"1","1.49","890","750","09_misogi_run","12","18900002","107911","1","-15","1"
"107911","","890","5.65","","-15","18900003","-750","2","","0"
"0.6","","890","","","","18900004","","93","",""
"vo_fpc","","890","0","","","18900005","vo_fpc_89001","21","",""
"se_10053800","","891","","","","18910001","se_fpc_water_random","23","",""
"1","1.75","891","1000","04_misogi_flutterKick_loop","22","18910002","122411","1","-180","1"
"12","1","891","-180","","1000","18910003","12","31","1",""
