53e05fcff736f8f6f5fd1773f24cb06ff01cdaf2259b6e73df3cfe1bafd834f4,45ecb9c184a66e0cc0e886fdb3816b61a1b2d086bfe12598b78eaf5b716fedc1,91b8b03caba95a4e38d406c5ec691786b1a8642d0e68159a5cb821430955c68e,9126c67538dfbd313f4e9041247d8487c172cf20ae8619207a6a297551da9a79,2c6d7a216bd6083f9a0ea7fe7368cc135b4c796382580c8b100a4037d4cbcbbb,06b6895021af8c46e1b9564ccf33a696b60f7f898168c97b4a8c7177ce037122,d2232e5ed9139b9783e2eff32bc9f84c7cf90fe9ac66b45c3ad8b2893e34f035,5c346df5e8284bb59b1f62596ddb5212b266d836860ea1eb07e6102776d4c07c,929c19b102d42aa46e98981fc624fffba06b5cc89ee5d6f1d6f1cb9a1c3e6c77,959ff0b0f497e1c5d0bea2b156d04b644f76270c63d6c785cda995214181c765,c621583f77c2c0aaffb601f66e7629495a213a9460b6cc40f29fc3d431bc68f3
"869","18690006","-125","","1","1","7","31","-850","1",""
"869","18690007","-250","","1","1","1","31","-1100","2",""
"869","18690008","10","","","","110511","2","-125","1750",""
"869","18690009","10","","","","110011","2","-250","1500",""
"869","18690010","10","","","","1","2","-125","1750",""
"869","18690011","10","","","","2","2","-250","1500",""
"869","18690012","10","","","","1","33","-125","1750",""
"869","18690013","10","","","","2","33","-250","1500",""
"870","18700001","","","","","se_10053800","23","","se_fpc_water_random",""
"870","18700002","-1100","cmn_float","1.75","-180","1","1","22","110111","1"
"870","18700003","-1350","cmn_float","1.75","-125","1","1","12","117111","0"
"870","18700004","-1600","cmn_float","1.75","-180","1","1","22","127011","0"
"870","18700005","-180","","1","1","6","31","-1070","2",""
"870","18700006","-125","","1","1","6","31","-1350","3",""
"870","18700007","-180","","1","1","6","31","-1600","4",""
"870","18700008","13.5","","","","110111","2","-180","1500",""
"870","18700009","13.5","","","","117111","2","-125","1250",""
"870","18700010","13.5","","","","127011","2","-180","1000",""
"870","18700011","13.5","","","","2","33","-180","1530",""
"870","18700012","13.5","","","","3","33","-125","1250",""
"870","18700013","13.5","","","","4","33","-180","1000",""
"870","18700014","","","","","2.7","93","","",""
"870","18700015","0","","","","vo_fpc","21","","vo_fpc_87001",""
"871","18710001","","","","","se_10053800","23","","se_fpc_water_random",""
"871","18710002","-850","cmn_swm_breastStroke","1.75","-125","1","1","12","122511","0"
"871","18710003","-1100","cmn_swm_breastStroke","1.75","-250","1","1","32","117411","0"
"871","18710004","-125","","1","1","2","31","-850","1",""
"871","18710005","-250","","1","1","2","31","-1100","2",""
"871","18710006","10","","","","122511","2","-125","1750",""
"871","18710007","10","","","","117411","2","-250","1500",""
"871","18710008","10","","","","1","33","-125","1750",""
"871","18710009","10","","","","2","33","-250","1500",""
"872","18720001","","","","","se_10053800","23","","se_fpc_water_random",""
"872","18720002","-850","cmn_boat_relax_l","1.75","-180","1","1","23","110311","0"
"872","18720003","-1200","cmn_boat_relax","1.75","-180","1","1","23","126711","0"
"872","18720004","-850","cmn_boat_idle_blue","1.75","-180","2","5","22","1","0"
"872","18720005","-1200","cmn_boat_idle_l","1.75","-180","2","5","22","2","0"
"872","18720006","-180","","1","1","116","31","-850","1",""
"872","18720007","-180","","1","1","116","31","-1200","2",""
"872","18720008","13.5","","","","110311","2","-180","1750",""
"872","18720009","13.5","","","","126711","2","-180","1400",""
"872","18720010","13.5","","","","1","2","-180","1750",""
"872","18720011","13.5","","","","2","2","-180","1400",""
"872","18720012","13.5","","","","1","33","-180","1750",""
"872","18720013","13.5","","","","2","33","-180","1400",""
"872","18720014","","","","","2.7","93","","",""
"872","18720015","0","","","","vo_fpc","21","","vo_fpc_87201",""
"873","18730001","","","","","se_10053800","23","","se_fpc_water_random",""
"873","18730002","-850","cmn_swm_breastStroke","1.75","-125","1","1","12","110411","0"
"873","18730003","-1100","cmn_swm_breastStroke","1.75","-250","1","1","32","115711","0"
"873","18730004","-125","","1","1","2","31","-850","1",""
"873","18730005","-250","","1","1","2","31","-1100","2",""
"873","18730006","10","","","","110411","2","-125","1750",""
"873","18730007","10","","","","115711","2","-250","1500",""
"873","18730008","10","","","","1","33","-125","1750",""
"873","18730009","10","","","","2","33","-250","1500",""
"874","18740001","","","","","se_10053800","23","","se_fpc_water_random",""
"874","18740002","-1100","cmn_float","1.75","-180","1","1","22","110411","1"
"874","18740003","-1350","cmn_float","1.75","-125","1","1","12","122611","0"
"874","18740004","-180","","1","1","6","31","-1070","2",""
"874","18740005","-125","","1","1","6","31","-1350","3",""
"874","18740006","13.5","","","","110411","2","-180","1500",""
"874","18740007","13.5","","","","122611","2","-125","1250",""
"874","18740008","13.5","","","","2","33","-180","1530",""
"874","18740009","13.5","","","","3","33","-125","1250",""
"874","18740010","","","","","2.6","93","","",""
"874","18740011","0","","","","vo_fpc","21","","vo_fpc_87401",""
"875","18750001","","","","","se_10053800","23","","se_fpc_water_random",""
"875","18750002","-850","cmn_swm_diving","1.75","-125","1","1","12","108011","0"
"875","18750003","-1100","cmn_swm_diving","1.75","-180","1","1","22","129411","0"
"875","18750004","-125","","1","1","9","31","-850","1",""
"875","18750005","-180","","1","1","9","31","-1100","2",""
"875","18750006","13.5","","","","108011","2","-125","1750",""
"875","18750007","13.5","","","","129411","2","-180","1500",""
"875","18750008","13.5","","","","1","33","-125","1750",""
"875","18750009","13.5","","","","2","33","-180","1500",""
"876","18760001","","","","","se_10053800","23","","se_fpc_water_random",""
"876","18760002","-1100","cmn_float","1.75","-180","1","1","22","117111","1"
"876","18760003","-1350","cmn_float","1.75","-125","1","1","12","129311","0"
"876","18760004","-180","","1","1","6","31","-1070","2",""
"876","18760005","-125","","1","1","6","31","-1350","3",""
"876","18760006","13.5","","","","117111","2","-180","1500",""
"876","18760007","13.5","","","","129311","2","-125","1250",""
"876","18760008","13.5","","","","2","33","-180","1530",""
"876","18760009","13.5","","","","3","33","-125","1250",""
"876","18760010","","","","","2.8","93","","",""
"876","18760011","0","","","","vo_fpc","21","","vo_fpc_87601",""
"877","18770001","","","","","se_10053800","23","","se_fpc_water_random",""
"877","18770002","-850","cmn_crawl","1.75","-125","1","1","12","117211","0"
"877","18770003","-1100","cmn_crawl","1.75","-250","1","1","32","117311","0"
"877","18770004","-1350","cmn_crawl","1.75","-125","1","1","12","117411","0"
"877","18770005","-1600","cmn_swm_diving","1.75","-250","1","1","32","129511","0"
"877","18770006","-125","","1","1","7","31","-850","1",""
"877","18770007","-250","","1","1","1","31","-1100","2",""
"877","18770008","-125","","1","1","7","31","-1350","3",""
"877","18770009","-250","","1","1","9","31","-1600","4",""
"877","18770010","10","","","","117211","2","-125","1750",""
"877","18770011","10","","","","117311","2","-250","1500",""
"877","18770012","10","","","","117411","2","-125","1250",""
"877","18770013","10","","","","129511","2","-250","1000",""
"877","18770014","10","","","","1","33","-125","1750",""
"877","18770015","10","","","","2","33","-250","1500",""
"877","18770016","10","","","","3","33","-125","1250",""
"877","18770017","10","","","","4","33","-250","1000",""
"878","18780001","","","","","se_10053800","23","","se_fpc_water_random",""
"878","18780002","-850","cmn_swm_tread","1.75","-125","1","1","13","110611","0"
"878","18780003","-1100","cmn_swm_tread","1.75","-250","1","1","33","129511","0"
"878","18780004","-850","cmn_swm_tread_pink","1.75","-125","1","5","12","1","0"
"878","18780005","-1100","cmn_swm_tread_blue","1.75","-250","1","5","32","2","0"
"878","18780006","-125","","1","1","13","31","-850","1",""
"878","18780007","-250","","1","1","3","31","-1100","2",""
"878","18780008","13.5","","","","110611","2","-125","1750",""
"878","18780009","13.5","","","","129511","2","-250","1500",""
"878","18780010","13.5","","","","1","2","-125","1750",""
"878","18780011","13.5","","","","2","2","-250","1500",""
"878","18780012","13.5","","","","1","33","-125","1750",""
"878","18780013","13.5","","","","2","33","-250","1500",""
"879","18790001","","","","","se_10053800","23","","se_fpc_water_random",""
"879","18790002","-1100","cmn_float","1.75","-180","1","1","22","107611","1"
"879","18790003","-1350","cmn_float","1.75","-125","1","1","12","122611","0"
"879","18790004","-180","","1","1","6","31","-1070","2",""
"879","18790005","-125","","1","1","6","31","-1350","3",""
"879","18790006","13.5","","","","107611","2","-180","1500",""
"879","18790007","13.5","","","","122611","2","-125","1250",""
"879","18790008","13.5","","","","2","33","-180","1530",""
"879","18790009","13.5","","","","3","33","-125","1250",""
"879","18790010","","","","","2.6","93","","",""
"879","18790011","0","","","","vo_fpc","21","","vo_fpc_87901",""
"880","18800001","","","","","se_10053800","23","","se_fpc_water_random",""
"880","18800002","-1100","cmn_float","1.75","-180","1","1","22","110311","1"
"880","18800003","-1350","04_misogi_float_loop","1.75","-125","1","1","12","129311","1"
"880","18800004","-180","","1","1","6","31","-1070","2",""
"880","18800005","-125","","1","1","6","31","-1350","3",""
"880","18800006","13.5","","","","110311","2","-180","1500",""
"880","18800007","13.5","","","","129311","2","-125","1250",""
"880","18800008","13.5","","","","2","33","-180","1530",""
"880","18800009","13.5","","","","3","33","-125","1250",""
"880","18800010","","","","","2.5","93","","",""
"880","18800011","0","","","","vo_fpc","21","","vo_fpc_88001",""
"881","18810001","","","","","se_10053800","23","","se_fpc_water_random",""
"881","18810002","-1100","cmn_float","1.75","-180","1","1","22","113511","1"
"881","18810003","-1350","04_misogi_float_loop","1.75","-125","1","1","12","129311","1"
"881","18810004","-180","","1","1","6","31","-1070","2",""
"881","18810005","-125","","1","1","6","31","-1350","3",""
"881","18810006","13.5","","","","113511","2","-180","1500",""
"881","18810007","13.5","","","","129311","2","-125","1250",""
"881","18810008","13.5","","","","2","33","-180","1530",""
"881","18810009","13.5","","","","3","33","-125","1250",""
"881","18810010","","","","","2.4","93","","",""
"881","18810011","0","","","","vo_fpc","21","","vo_fpc_88101",""
"882","18820001","","","","","se_10053800","23","","se_fpc_water_random",""
"882","18820002","-850","cmn_boat_relax_l","1.75","-180","1","1","23","108011","0"
"882","18820003","-1200","cmn_boat_cat","1.75","-180","1","1","23","107911","0"
"882","18820004","-850","cmn_boat_idle_blue","1.75","-180","2","5","22","1","0"
"882","18820005","-1200","cmn_boat_idle_l","1.75","-180","2","5","22","2","0"
"882","18820006","-180","","1","1","116","31","-850","1",""
"882","18820007","-180","","1","1","116","31","-1200","2",""
"882","18820008","13.5","","","","108011","2","-180","1750",""
"882","18820009","13.5","","","","107911","2","-180","1400",""
"882","18820010","13.5","","","","1","2","-180","1750",""
"882","18820011","13.5","","","","2","2","-180","1400",""
"882","18820012","13.5","","","","1","33","-180","1750",""
"882","18820013","13.5","","","","2","33","-180","1400",""
"882","18820014","","","","","1","93","","",""
"882","18820015","0","","","","vo_fpc","21","","vo_fpc_88201",""
"883","18830001","","","","","se_10053800","23","","se_fpc_water_random",""
"883","18830002","-850","10_cmn_dogscratch","1.75","-125","1","1","12","110411","0"
"883","18830003","-1100","10_cmn_dogscratch","1.75","-250","1","1","32","110511","0"
"883","18830004","-1350","10_cmn_dogscratch","1.75","-125","1","1","12","115711","0"
"883","18830005","-1600","10_cmn_dogscratch","1.75","-250","1","1","32","122411","0"
"883","18830006","-125","","1","1","117","31","-850","1",""
"883","18830007","-250","","1","1","117","31","-1100","2",""
"883","18830008","-125","","1","1","117","31","-1350","3",""
"883","18830009","-250","","1","1","117","31","-1600","4",""
"883","18830010","10","","","","110411","2","-125","1750",""
"883","18830011","10","","","","110511","2","-250","1500",""
"883","18830012","10","","","","115711","2","-125","1250",""
"883","18830013","10","","","","122411","2","-250","1000",""
"883","18830014","10","","","","1","33","-125","1750",""
"883","18830015","10","","","","2","33","-250","1500",""
"883","18830016","10","","","","3","33","-125","1250",""
"883","18830017","10","","","","4","33","-250","1000",""
"884","18840001","","","","","se_10053800","23","","se_fpc_water_random",""
"884","18840002","-1100","cmn_float","1.75","-180","1","1","22","107511","1"
"884","18840003","-1350","cmn_float","1.75","-125","1","1","12","126611","0"
"884","18840004","-180","","1","1","6","31","-1070","2",""
"884","18840005","-125","","1","1","6","31","-1350","3",""
"884","18840006","13.5","","","","107511","2","-180","1500",""
"884","18840007","13.5","","","","126611","2","-125","1250",""
"884","18840008","13.5","","","","2","33","-180","1530",""
"884","18840009","13.5","","","","3","33","-125","1250",""
"884","18840010","","","","","2.2","93","","",""
"884","18840011","0","","","","vo_fpc","21","","vo_fpc_88401",""
"885","18850001","","","","","se_10053800","23","","se_fpc_water_random",""
"885","18850002","-1100","cmn_float","1.75","-180","1","1","22","107611","1"
"885","18850003","-1350","cmn_float","1.75","-125","1","1","12","107711","0"
"885","18850004","-180","","1","1","6","31","-1070","2",""
"885","18850005","-125","","1","1","6","31","-1350","3",""
"885","18850006","13.5","","","","107611","2","-180","1500",""
"885","18850007","13.5","","","","107711","2","-125","1250",""
"885","18850008","13.5","","","","2","33","-180","1530",""
"885","18850009","13.5","","","","3","33","-125","1250",""
"885","18850010","","","","","2.6","93","","",""
"885","18850011","0","","","","vo_fpc","21","","vo_fpc_88501",""
"886","18860001","","","","","se_10053800","23","","se_fpc_water_random",""
"886","18860002","-850","cmn_boat_relax_l","1.75","-180","1","1","23","113111","0"
"886","18860003","-1200","cmn_boat_relax","1.75","-180","1","1","23","122511","0"
"886","18860004","-850","cmn_boat_idle_blue","1.75","-180","2","5","22","1","0"
"886","18860005","-1200","cmn_boat_idle_l","1.75","-180","2","5","22","2","0"
"886","18860006","-180","","1","1","116","31","-850","1",""
"886","18860007","-180","","1","1","116","31","-1200","2",""
"886","18860008","13.5","","","","113111","2","-180","1750",""
"886","18860009","13.5","","","","122511","2","-180","1400",""
"886","18860010","13.5","","","","1","2","-180","1750",""
"886","18860011","13.5","","","","2","2","-180","1400",""
"886","18860012","13.5","","","","1","33","-180","1750",""
"886","18860013","13.5","","","","2","33","-180","1400",""
"886","18860014","","","","","2.6","93","","",""
"886","18860015","0","","","","vo_fpc","21","","vo_fpc_88601",""
"887","18870001","","","","","se_10053800","23","","se_fpc_water_random",""
"887","18870002","-1100","cmn_float","1.75","-180","1","1","22","107711","1"
"887","18870003","-1350","cmn_float","1.75","-125","1","1","12","122711","0"
"887","18870004","-180","","1","1","6","31","-1070","2",""
"887","18870005","-125","","1","1","6","31","-1350","3",""
"887","18870006","13.5","","","","107711","2","-180","1500",""
"887","18870007","13.5","","","","122711","2","-125","1250",""
"887","18870008","13.5","","","","2","33","-180","1530",""
"887","18870009","13.5","","","","3","33","-125","1250",""
"887","18870010","","","","","2.5","93","","",""
"887","18870011","0","","","","vo_fpc","21","","vo_fpc_88701",""
"889","18890001","","","","","se_10053800","23","","se_fpc_water_random",""
"889","18890002","750","09_misogi_run","1.49","-15","1","1","12","122811","1"
"889","18890003","5.65","","","","122811","2","-15","-750","0"
"889","18890004","","","","","0.5","93","","",""
"889","18890005","0","","","","vo_fpc","21","","vo_fpc_88901",""
"890","18900001","","","","","se_10053800","23","","se_fpc_water_random",""
"890","18900002","750","09_misogi_run","1.49","-15","1","1","12","107911","1"
"890","18900003","5.65","","","","107911","2","-15","-750","0"
"890","18900004","","","","","0.6","93","","",""
"890","18900005","0","","","","vo_fpc","21","","vo_fpc_89001",""
"891","18910001","","","","","se_10053800","23","","se_fpc_water_random",""
"891","18910002","1000","04_misogi_flutterKick_loop","1.75","-180","1","1","22","122411","1"
"891","18910003","-180","","1","1","12","31","1000","12",""
