46f7ae3a9a58d50beceecc02ccd1ecce51ee855f14fb2a10d961733daeafa952,ccef9b51c69ba03a7c429a51cd4bf96190953deebbc4cb3325384175daf855d8,2bff4fef308deca7ce70b98bab1aac2b5fc1ccad008af2226bcaf97abd833dd8,946e59cede6e171eb6f9114763760c36011bb92a63c4a87f40633b1111d76a72,681a05472fb19b3311a7c4c8f6b4a9942ad04c5a7f8e5249b94c265f0843bf4e,8fa632a9cd8072c50ee03b0764bb7142e19d313d0cfcbd21519470369b1e9f78,27fbcd48d544c4a16e294f780460b51c0e2ef66de5714a1310a5e04bd876fe72,3e236330ec9bb3139134351dc247d4358874d89dc812e3eac3994ea36393fb72,760c335153bb76c710847c119c034a1c41094287c2abd2bcc42c43062bd3fdbf,defc272fa963be2eb1bfb0132df3e6aaa6ab8b8dbfd3b342bd4ebddf922fc1ef,8e385d78c2d5e195fedccbfbb901d64196a8b7dc3dc6ac640a5e1f549fb6d258
"","1","1007402","","","mhp_talk_worry","","3","0.2","100211","1007402134"
"","0","1007402","","0","vo_mhp_4110","","21","","vo_mhp_1007402","1007402135"
"0","4","1007402","0","1","謝、謝謝妳……\n但這和疾病有什麼關係……","0.5","11","0","100211","1007402136"
"","","1007402","","","","","91","","0","1007402137"
"","1","1007402","","","mhp_idle_sad","","3","0.2","100211","1007402138"
"","1","1007402","","","mhp_talk_normal","","3","0.2","117531","1007402139"
"","0","1007402","","0","vo_mhp_4111","","21","","vo_mhp_1007402","1007402140"
"0","4","1007402","0","1","情緒亢奮不太好喔。\n所以重點在用甜食帶來的幸福感\n壓抑感情，藉此好好控制。","0.5","11","0","117531","1007402141"
"","","1007402","","","","","91","","0","1007402142"
"","","1007402","","","0","","22","","0","1007402143"
"1","0","1007402","0.2","mhp_sit_idle","mhp_sit_in","","3","0.2","117531","1007402144"
"","","1007402","","","0","","93","","1","1007402145"
"","","1007402","","","","","101","","1007402160","1007402146"
"","1","1007402","","","mhp_sit_idle","","3","0.2","117531","1007402147"
"","1","1007402","","","mhp_sit_talk_worry","","3","0.2","100211","1007402148"
"","0","1007402","","0","vo_mhp_4112","","21","","vo_mhp_1007402","1007402149"
"0","4","1007402","0","1","數、數羊？\n那個，我並沒有睡眠不足的問題……","0.5","11","0","100211","1007402150"
"","","1007402","","","","","91","","0","1007402151"
"","1","1007402","","","mhp_sit_idle_sad","","3","0.2","100211","1007402152"
"","1","1007402","","","mhp_sit_talk_thinking","","3","0.2","117531","1007402153"
"","0","1007402","","0","vo_mhp_4113","","21","","vo_mhp_1007402","1007402154"
"0","6","1007402","0","1","不管要數羊還是數馬都無所謂喔。\n妳就以自己的方式找出\n能讓心靈平靜下來的方法吧。","0.5","11","0","117531","1007402155"
"","","1007402","","","","","91","","0","1007402156"
"","","1007402","","","0","","22","","0","1007402157"
"","1","1007402","","","mhp_sit_idle","","3","0.2","117531","1007402158"
"","0","1007402","","","mhp_sit_out","","3","0.2","100211","1007402159"
"","","1007402","","","","","91","","0","1007402160"
"","0","1007402","","","mhp_yui_pekori","","3","0.2","100211","1007402161"
"","","1007402","","","","","91","","0","1007402162"
"","1","1007402","","","mhp_yui_walk_sad","","3","0.2","100211","1007402163"
"","","1007402","","","1","","4","","100211","1007402164"
"0","-220","1007402","","5","-1000","","2","","100211","1007402165"
"","","1007402","","","0","","93","","4","1007402166"
"","1","1007402","","","mhp_sit_talk_worry","","3","0.2","117631","1007402167"
"","0","1007402","","0","vo_mhp_4114","","21","","vo_mhp_1007402","1007402168"
"0","5","1007402","0","1","……醫生，妳該不會是在拿她取樂吧？\n妳說的話也讓人搞不太懂了。","0.5","11","0","117631","1007402169"
"","","1007402","","","","","91","","0","1007402170"
"","1","1007402","","","mhp_sit_idle","","3","0.2","117631","1007402171"
"","1","1007402","","","mhp_sit_talk_joy1","","3","0.2","117531","1007402172"
"","0","1007402","","0","vo_mhp_4115","","21","","vo_mhp_1007402","1007402173"
"0","5","1007402","0","1","呵呵，畢竟以我們公會的孩子們來說，\n沒辦法期待那種酸酸甜甜的感覺啊。","0.5","11","","117531","1007402174"
"","","1007402","","","","","91","","0","1007402175"
"","1","1007402","","","mhp_sit_talk_thinking","","3","0.2","117531","1007402176"
"","0","1007402","","0","vo_mhp_4116","","21","","vo_mhp_1007402","1007402177"
"0","4","1007402","0","1","別人的情路真的是很有趣呢♪","0.5","11","","117531","1007402178"
"","","1007402","","","","","91","","0","1007402179"
"","","1007402","","","0.5","","22","","0","1007402180"
"","","1007402","","","","","91","","0","1007402181"
"-240","100","1007403","0","-1000","100211","mhp_idle_normal","1","1.7","1","1007403001"
"-220","100","1007403","1","185","117531","mhp_sit_idle","1","1.7","1","1007403002"
"-200","100","1007403","1","365","117631","mhp_sit_idle","1","1.7","1","1007403003"
"0.85","-240","1007403","","-154","1","","31","1","1","1007403004"
"1","0","1007403","","0","113","","31","0","13","1007403005"
"1","0","1007403","","0","115","","31","0","15","1007403006"
"1","0","1007403","","0","130","","31","0","30","1007403007"
"-220","110","1007403","0","-200","11","NoItem","5","1.7","1","1007403008"
"-220","105","1007403","0","-200","12","NoItem","5","1.7","1","1007403009"
"-220","110","1007403","1","185","21","NoItem","5","1.7","1","1007403010"
"-220","105","1007403","1","185","22","NoItem","5","1.7","1","1007403011"
"0","1","1007403","0","1","1","","6","0","11","1007403012"
"0","1","1007403","0","1","1","","6","0","12","1007403013"
"0","1","1007403","0","1","1","","6","0","21","1007403014"
"0","1","1007403","0","1","1","","6","0","22","1007403015"
"-220","110","1007403","0","-1000","31","NoItem","5","1.7","1","1007403016"
"","","1007403","","","","","91","","0","1007403017"
"","1","1007403","","","mhp_sit_talk_normal","","3","0.2","117531","1007403018"
"","0","1007403","","0","vo_mhp_4201","","21","","vo_mhp_1007403","1007403019"
"0","5","1007403","0","0","優衣，請進～","0.5","11","0","117531","1007403020"
"","","1007403","","","","","91","","0","1007403021"
"","1","1007403","","","mhp_sit_idle","","3","0.2","117531","1007403022"
"0","1","1007403","","","mhp_yui_walk_sad3","","3","0.2","100211","1007403023"
"0","-220","1007403","","4","-200","","2","","100211","1007403024"
"","1","1007403","","","NoItem","","3","0.2","31","1007403025"
"0","-220","1007403","","4","-200","","2","","31","1007403026"
"","","1007403","","","","","91","","0","1007403027"
"1","0","1007403","0.2","mhp_yui_sit_idle_sad3","mhp_yui_sit_in_sad2","","3","0.2","100211","1007403028"
"","","1007403","","","0","","93","","1","1007403029"
"","1","1007403","","","mhp_yui_sit_talk_sad2","","3","0.2","100211","1007403030"
"","0","1007403","","0","vo_mhp_4202","","21","","vo_mhp_1007403","1007403031"
"0","5","1007403","0","1","唉……明明請醫生為我看診好幾次了，\n我卻還是一樣胸口不舒服，\n臉也很燙，還心不在焉的……","0.5","11","0","100211","1007403032"
"","","1007403","","","","","91","","0","1007403033"
"","1","1007403","","","mhp_yui_sit_idle_sad4","","3","0.2","100211","1007403034"
"","1","1007403","","","mhp_sit_talk_normal","","3","0.2","117531","1007403035"
"","0","1007403","","0","vo_mhp_4203","","21","","vo_mhp_1007403","1007403036"
"0","5","1007403","0","1","我問妳，優衣，\n這些症狀都在什麼時候出現呢？","0.5","11","0","117531","1007403037"
"","","1007403","","","","","91","","0","1007403038"
"","1","1007403","","","mhp_sit_idle","","3","0.2","117531","1007403039"
"","1","1007403","","","mhp_yui_sit_talk_sad2","","3","0.2","100211","1007403040"
"","1","1007403","","","mhp_yui_sit_talk_sad2","","3","0","31","1007403041"
"","0","1007403","","0","vo_mhp_4204","","21","","vo_mhp_1007403","1007403042"
"0","3","1007403","0","1","呃，這個……\n啊，啊～！","1.5","11","0","100211","1007403043"
"","","1007403","","","1","","93","","4","1007403044"
"","1","1007403","","","mhp_yui_hot","","3","0.2","100211","1007403045"
"","1","1007403","","","mhp_yui_hot","","3","0.2","31","1007403046"
"","","1007403","","","","","91","","1007403043","1007403047"
"","","1007403","","","0","","93","","1","1007403048"
"","1","1007403","","","mhp_sit_talk_normal","","3","0.2","117531","1007403049"
"","0","1007403","","0","vo_mhp_4205","","21","","vo_mhp_1007403","1007403050"
"0","4","1007403","0","1","我來猜猜看吧？\n那都是發生在妳想著\n某個非常在意的人時，對吧？","0.5","11","0","117531","1007403051"
"","","1007403","","","","","91","","0","1007403052"
"","1","1007403","","","mhp_sit_idle","","3","0.2","117531","1007403053"
"","1","1007403","","","mhp_yui_sit_talk_wish2","","3","0.2","100211","1007403054"
"","1","1007403","","","NoItem","","3","0.2","31","1007403055"
"","0","1007403","","0","vo_mhp_4206","","21","","vo_mhp_1007403","1007403056"
"0","4","1007403","0","1","那、那麼，這是……","0.5","11","0","100211","1007403057"
"","","1007403","","","","","91","","0","1007403058"
"","1","1007403","","","mhp_yui_sit_idle_sad4","","3","0.2","100211","1007403059"
"","1","1007403","","","mhp_sit_talk_wish","","3","0.2","117531","1007403060"
"","0","1007403","","0","vo_mhp_4207","","21","","vo_mhp_1007403","1007403061"
"0","8","1007403","0","1","就是讓許多人煩心的難治之症，戀愛病喔！","0.5","11","0","117531","1007403062"
"","","1007403","","","","","91","","0","1007403063"
"","1","1007403","","","mhp_sit_idle","","3","0.2","117531","1007403064"
"","1","1007403","","","mhp_yui_sit_talk_surprise2","","3","0.2","100211","1007403065"
"","0","1007403","","0","vo_mhp_4208","","21","","vo_mhp_1007403","1007403066"
"0","5","1007403","0","1","我、我真是的，居然找醫生\n商量這麼難為情的事……！\n對、對不起！","0.5","11","0","100211","1007403067"
"","","1007403","","","","","91","","0","1007403068"
"","1","1007403","","","mhp_yui_sit_idle_verysad","","3","0.2","100211","1007403069"
"","1","1007403","","","mhp_sit_talk_joy1","","3","0.2","117531","1007403070"
"","0","1007403","","0","vo_mhp_4209","","21","","vo_mhp_1007403","1007403071"
"0","6","1007403","0","1","妳不必放在心上，\n為戀愛煩心是年輕的特權喔♪","0.5","11","0","117531","1007403072"
"","","1007403","","","","","91","","0","1007403073"
"","1","1007403","","","mhp_sit_idle_joy1","","3","0.2","117531","1007403074"
"","1","1007403","","","mhp_yui_sit_talk_wish2","","3","0.2","100211","1007403075"
"","0","1007403","","0","vo_mhp_4210","","21","","vo_mhp_1007403","1007403076"
"0","4","1007403","0","1","那、那個，深月小姐……\n不，深月醫生！\n這種時候該怎麼辦才好呢？","0.5","11","0","100211","1007403077"
"","","1007403","","","","","91","","0","1007403078"
"","1","1007403","","","mhp_yui_sit_idle_sad3","","3","0.2","100211","1007403079"
"","1","1007403","","","mhp_sit_talk_surprise2","","3","0.2","117531","1007403080"
"","0","1007403","","0","vo_mhp_4211","","21","","vo_mhp_1007403","1007403081"
"0","8","1007403","0","1","……咦？","0.5","11","0","117531","1007403082"
"","","1007403","","","","","91","","0","1007403083"
"","1","1007403","","","mhp_sit_talk_surprise2","","3","0.2","117531","1007403084"
"","1","1007403","","","mhp_yui_sit_talk_worry2","","3","0.2","100211","1007403085"
"","0","1007403","","0","vo_mhp_4212","","21","","vo_mhp_1007403","1007403086"
"0","5","1007403","0","1","如果是深月醫生這麼優秀的大人，\n應該經歷過很多美好的戀情吧？","0.5","11","0","100211","1007403087"
"","","1007403","","","","","91","","0","1007403088"
"","1","1007403","","","mhp_yui_sit_idle_sad3","","3","0.2","100211","1007403089"
"","1","1007403","","","mhp_sit_talk_bitter","","3","0.2","117531","1007403090"
"","0","1007403","","0","vo_mhp_4213","","21","","vo_mhp_1007403","1007403091"
"0","5","1007403","0","1","倒、倒也……不是這樣喔？","0.5","11","0","117531","1007403092"
"","","1007403","","","","","91","","0","1007403093"
"","1","1007403","","","mhp_sit_idle_bitter","","3","0.2","117531","1007403094"
"","1","1007403","","","mhp_yui_sit_talk_kirakira","","3","0.2","100211","1007403095"
"","0","1007403","","0","vo_mhp_4214","","21","","vo_mhp_1007403","1007403096"
"0","3","1007403","0","1","麻煩妳為我做戀愛診察！","0.5","11","0","100211","1007403097"
"","","1007403","","","","","91","","0","1007403098"
"","1","1007403","","","mhp_yui_sit_idle_kirakira","","3","0.2","100211","1007403099"
"","1","1007403","","","mhp_mitsuki_sit_shake","","3","0.2","117531","1007403100"
"","0","1007403","","0","vo_mhp_4215","","21","","vo_mhp_1007403","1007403101"
"0","7","1007403","0","1","咦、咦咦咦……！","0.5","11","0","117531","1007403102"
"","","1007403","","","","","91","","0","1007403103"
"","1","1007403","","","mhp_sit_idle_sad3","","3","0.2","117531","1007403104"
"1","","1007403","","","1","","32","","113","1007403105"
"1","-100","1007403","","0","193","","33","","113","1007403106"
"1","-100","1007403","","0","193","","33","","115","1007403107"
"","","1007403","","","0","","93","","0.8","1007403108"
"","0","1007403","","0","vo_mhp_4216","","21","","vo_mhp_1007403","1007403109"
"","","1007403","","","10001","","13","","117531","1007403110"
"0","5","1007403","0","1","（這就叫自做自受嗎？\n這是拿別人的情路來取樂的懲罰吧。\n話又說回來，該怎麼辦才好呢……）","0.5","11","0","117531","1007403111"
"","","1007403","","","","","91","","0","1007403112"
"","","1007403","","","0.5","","22","","0","1007403113"
"","","1007403","","","0","","93","","0.2","1007403114"
"1","","1007403","","","1","","32","","115","1007403115"
"","","1007403","","","0","","93","","1","1007403116"
"","","1007403","","","1","","32","","130","1007403117"
"","","1007403","","","0","","93","","4","1007403118"
"","","1007403","","","0","","32","","130","1007403119"
"-240","100","1007404","0","-1000","111011","mhp_idle_normal","1","1.7","1","1007404001"
"-220","100","1007404","1","185","117531","mhp_sit_idle","1","1.7","1","1007404002"
"-200","100","1007404","1","365","117631","mhp_sit_idle","1","1.7","1","1007404003"
"0.85","-240","1007404","","-154","1","","31","1","1","1007404004"
"-220","110","1007404","0","-200","11","NoItem","5","1.7","1","1007404005"
"-220","105","1007404","0","-200","12","NoItem","5","1.7","1","1007404006"
"-220","110","1007404","1","185","21","NoItem","5","1.7","1","1007404007"
"-220","105","1007404","1","185","22","NoItem","5","1.7","1","1007404008"
"0","1","1007404","0","1","1","","6","0","11","1007404009"
"0","1","1007404","0","1","1","","6","0","12","1007404010"
"0","1","1007404","0","1","1","","6","0","21","1007404011"
"0","1","1007404","0","1","1","","6","0","22","1007404012"
"","","1007404","","","","","91","","0","1007404013"
"","1","1007404","","","mhp_sit_talk_normal","","3","0.2","117531","1007404014"
"","0","1007404","","0","vo_mhp_1001","","21","","vo_mhp_1007404","1007404015"
"0","7","1007404","0","0","下一位請進～","0.5","11","0","117531","1007404016"
"","","1007404","","","","","91","","0","1007404017"
"","1","1007404","","","mhp_sit_idle","","3","0.2","117531","1007404018"
"","1","1007404","","","mhp_walk","","3","0.2","111011","1007404019"
"0","-220","1007404","","4","-200","","2","","111011","1007404020"
"","","1007404","","","","","91","","0","1007404021"
"1","0","1007404","0.2","mhp_sit_idle_2","mhp_sit_in_2","","3","0.2","111011","1007404022"
"","","1007404","","","0","","93","","1","1007404023"
"","1","1007404","","","mhp_sit_talk_normal","","3","0.2","111011","1007404024"
"","0","1007404","","0","vo_mhp_1002","","21","","vo_mhp_1007404","1007404025"
"0","4","1007404","0","1","嗨，打擾了。\n睽違數週，妳過得還好嗎？深月老師。","0.5","11","0","111011","1007404026"
"","","1007404","","","0","","91","","0","1007404027"
"","1","1007404","","","mhp_sit_idle_2","","3","0.2","111011","1007404028"
"","1","1007404","","","mhp_sit_talk_surprise2","","3","0.2","117531","1007404029"
"","0","1007404","","0","vo_mhp_1003","","21","","vo_mhp_1007404","1007404030"
"0","5","1007404","0","1","優妮！？怎麼了？\n經常窩在家的妳，\n為什麼會來到\n離蘭德索爾這麼遠的小鎮……","0.5","11","0","117531","1007404031"
"","","1007404","","","1","","93","","2","1007404032"
"","1","1007404","","","mhp_sit_talk_worry","","3","0.2","117531","1007404033"
"","","1007404","","","0","","91","","1007404031","1007404034"
"","1","1007404","","","mhp_sit_idle_sad","","3","0.2","117531","1007404035"
"","1","1007404","","","mhp_sit_talk_normal","","3","0.2","111011","1007404036"
"","0","1007404","","0","vo_mhp_1004","","21","","vo_mhp_1007404","1007404037"
"0","4","1007404","0","1","我是順便來打招呼的。\n我為了做田野調查出來旅行，\n在目的地聽說有位獨眼名醫。\n我明白到那肯定是指深月老師。","0.5","11","0","111011","1007404038"
"","","1007404","","","0","","91","","0","1007404039"
"","1","1007404","","","mhp_sit_idle_2","","3","0.2","111011","1007404040"
"","1","1007404","","","mhp_sit_talk_joy1","","3","0.2","117531","1007404041"
"","0","1007404","","0","vo_mhp_1005","","21","","vo_mhp_1007404","1007404042"
"0","4","1007404","0","1","呵呵，妳這孩子還是一樣聰明呢。\n這一點是受家族影響嗎？\n啊，說到這個，那些乖僻的老頭……\n咳，獨特的老爺爺們還好嗎？","0.5","11","0","117531","1007404043"
"","","1007404","","","1","","93","","10","1007404044"
"","1","1007404","","","mhp_sit_talk_thinking","","3","0.2","117531","1007404045"
"","","1007404","","","0","","91","","1007404043","1007404046"
"","1","1007404","","","mhp_sit_idle_thinking","","3","0.2","117531","1007404047"
