e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8,adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786
"201","boss_def_lower_limit","提升物理防禦力（不可降低）","92409010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"202","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"203","17","賦予TP上升的上限","92409010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"204","9","降低HP吸收","92409010","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"205","16","闇屬性獎勵特大幅度提升","92409020","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"206","boss_def_lower_limit","提升物理防禦力（不可降低）","92409020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"207","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"208","17","賦予TP上升的上限","92409020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"209","9","降低HP吸收","92409020","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"210","16","闇屬性獎勵特大幅度提升","92409030","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"211","boss_def_lower_limit","提升物理防禦力（不可降低）","92409030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"212","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"213","17","賦予TP上升的上限","92409030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"214","9","降低HP吸收","92409030","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"215","16","闇屬性獎勵特大幅度提升","92409110","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"216","boss_def_lower_limit","提升物理防禦力（不可降低）","92409110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"217","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"218","boss_tp_down_cut","減少降低TP","92409110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"219","18","傷害值衰減","92409110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"220","17","賦予TP上升的上限","92409110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"221","9","降低HP吸收","92409110","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"222","16","闇屬性獎勵特大幅度提升","92409120","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"223","boss_def_lower_limit","提升物理防禦力（不可降低）","92409120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"224","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"225","boss_tp_down_cut","減少降低TP","92409120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"226","18","傷害值衰減","92409120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"227","17","賦予TP上升的上限","92409120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"228","9","降低HP吸收","92409120","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"229","16","闇屬性獎勵特大幅度提升","92409130","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"230","boss_def_lower_limit","提升物理防禦力（不可降低）","92409130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"231","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"232","boss_tp_down_cut","減少降低TP","92409130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"233","18","傷害值衰減","92409130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"234","17","賦予TP上升的上限","92409130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"235","9","降低HP吸收","92409130","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"236","16","闇屬性獎勵特大幅度提升","92409140","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"237","boss_def_lower_limit","提升物理防禦力（不可降低）","92409140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"238","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"239","boss_tp_down_cut","減少降低TP","92409140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"240","18","傷害值衰減","92409140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"241","17","賦予TP上升的上限","92409140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"242","9","降低HP吸收","92409140","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"243","16","闇屬性獎勵特大幅度提升","92409210","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"244","boss_def_lower_limit","提升物理防禦力（不可降低）","92409210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"245","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"246","boss_tp_down_cut","減少降低TP","92409210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"247","18","傷害值衰減","92409210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"248","17","賦予TP上升的上限","92409210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"249","9","降低HP吸收","92409210","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"250","16","闇屬性獎勵特大幅度提升","92409220","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"251","boss_def_lower_limit","提升物理防禦力（不可降低）","92409220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"252","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"253","boss_tp_down_cut","減少降低TP","92409220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"254","18","傷害值衰減","92409220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"255","17","賦予TP上升的上限","92409220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"256","9","降低HP吸收","92409220","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"257","16","闇屬性獎勵特大幅度提升","92409230","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"258","boss_def_lower_limit","提升物理防禦力（不可降低）","92409230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"259","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"260","boss_tp_down_cut","減少降低TP","92409230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"261","18","傷害值衰減","92409230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"262","17","賦予TP上升的上限","92409230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"263","9","降低HP吸收","92409230","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"264","16","闇屬性獎勵特大幅度提升","92409240","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"265","boss_def_lower_limit","提升物理防禦力（不可降低）","92409240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"266","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"267","boss_tp_down_cut","減少降低TP","92409240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"268","18","傷害值衰減","92409240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"269","17","賦予TP上升的上限","92409240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"270","9","降低HP吸收","92409240","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"271","16","闇屬性獎勵特大幅度提升","92409310","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"272","boss_def_lower_limit","提升物理防禦力（不可降低）","92409310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"273","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"274","18","傷害值衰減","92409310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"275","17","賦予TP上升的上限","92409310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"276","9","降低HP吸收","92409310","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"277","16","闇屬性獎勵特大幅度提升","92409320","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"278","boss_def_lower_limit","提升物理防禦力（不可降低）","92409320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"279","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92409320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"280","18","傷害值衰減","92409320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"281","17","賦予TP上升的上限","92409320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"282","9","降低HP吸收","92409320","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"283","16","闇屬性獎勵特大幅度提升","92409330","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
