9a124796ffcbf0ddf3293e0a4c7b8ccdc044c055952463b2342e37cc2e5db34e,89b1a75d220c8a2ecc0c1566d46a8544ec7f0cfbf22293c4b5efca79bdaf7bd0,ee6ca56de259870cc4f7b838b55314e7dec6b8a4c7666629a512ae48da8b1882,fe66d5b93a8eed30cffb75849ff9c5022c98e002693e6ab50ea14b70577533d9,6793ea7b6e6d4809077aba9567b8b20713ac63f7e1a66617f1d19d8cf067bdaf,d7bc55ff153aeea42925ecb04d17c9b885febd8f42a7467a32f43a8f321f9cc5,67e8bc4b47d3995b2a5cfab24e225e929bf26ff23aa95c8358f6f58da9ca04a8,520b1d6069a61b9b11dd3e2c00dee9ea3b9bedad2b3bef26517a8ab737529566,6c180144a2bb0fb276616b369dacb8e612fd9b4d82bc2354e31ac7cf25e7c396,97f424932234e7a541cd187d9bcaab7fb15473893860dbf01af2c58697b3a391,a07645275814c889b6a4528665429282f744b7650a457a3d887b4888ed7723b1,60ad415449a9c83c6c61ceb1458c129844b468d2be0af54552b087938c990c2a,2d24070d731e5724e1bf753a21eafdad60c96560bafc24a1eb8f9d8a49ff2de5,64eda3c086a491aad52227dc9c8c40cccc1d5ab47a1c0adaf44fb33889115439,263f2d5b2edf6e361a52e194cc3635e33215245ca0a9f0bc25d59d16f7e9657a,ef9462b66318da19f7e18496afdd638dbcc83e922f6c540ad2087323bb6a2c21,38f0d1202fd977774973d12f54f27dcbaf4d3ccad2773f9e4f0efbc38c99dd9a,4266011291a9bcb4b2d2bfcf6e7266fa5a7710eb9eadf0962f6853afdae70f9e,6d65ef8d0e2847a4a297e62cac2d97c2665862667b36e1db9324b8a2f4ad8c0d,f759319ed0ec9f74cdcf120f531287a89ecc433a6feb1a14cbad1ab3bafe619a
"6","這個的名稱是什麼？","30495","6","1223","32020","1","35441","純真童話杖","6","「真步」的專用裝備名稱。","6","26454","6","","1223","31461","1","1","純真童話杖"
"2","這個的名稱是什麼？","77","2","0","83","1","76","SMILE","2","平地賽馬在世界上主流賽事的一種。國際賽馬聯盟按什麼系統分類五種。","2","69","2","","1224","73","3","2","SMILE"
"6","這個的名稱是什麼？","32819","6","1225","35987","1","29699","賀正貓耳的毽球板","6","「凱留（新年）」的專用裝備名稱。","6","26495","6","賀正貓耳的毽球板","1225","27645","1","1","貓耳毽球板"
"6","這個的名稱是什麼？","39340","6","0","36093","1","36093","賽馬車賽事","6","賽馬種類之一。會使用標準競賽馬（純種馬）進行比賽。","6","20107","6","","1226","36554","2","2","賽馬車賽事"
"6","這個的名稱是什麼？","22827","6","0","28417","1","32937","漁夫過肩摔","6","「Fisherman suplex」是一種摔角的過肩摔演變，其中文為？","6","25684","6","","1227","36942","2","2","漁夫過肩摔"
"6","這個的名稱是什麼？","28010","6","0","34909","1","33139","衝浪板、腳繩","6","衝浪的主要裝備是□□□、□□、鰭、蠟與衝浪服裝","6","32361","6","衝浪板、腳繩","1228","26495","1","2","衝浪板腳繩"
"6","這個的名稱是什麼？","25802","6","0","36386","1","25802","踢擊、拳擊、道行","6","跆拳道的跆是指□□、拳是指□□、道是指□行。","6","36947","6","踢擊、拳擊、道行","1229","25331","1","2","踢擊拳擊道"
"2","這個的名稱是什麼？","110","3","0","75","1","99","Knock out","3","擊倒的英文簡稱為「K.O.」。英文全名為？","3","107","3","Knock out","1230","111","2","2","Knock"
"6","這個的名稱是什麼？","38899","6","1231","21021","1","24037","初音手工製守護石","6","「栞」的專用裝備名稱。","6","35069","6","初音手工製守護石","1231","25163","1","1","初音手工製"
"6","這個的名稱是什麼？","23376","6","0","23470","1","32854","宮子（萬聖節）","6","使用必殺技「不給布丁就搗蛋喲」的角色。","6","31680","6","宮子（萬聖節）","1232","33836","1","1","宮子萬聖節"
"6","這個的名稱是什麼？","24515","6","1233","24859","1","39166","愛心裝飾帽","6","「靜流（情人節）」的專用裝備名稱。","6","24125","6","","1233","35037","2","2","愛心裝飾帽"
"6","這個的名稱是什麼？","32645","6","0","21476","1","31478","古羅馬競技場","6","劍鬥士是指□□□□□場上的鬥士。","6","25216","6","古羅馬競技場","1234","39340","1","2","古羅馬競技"
"6","這個的名稱是什麼？","39340","6","0","32645","1","25216","羅馬競技場","6","記述為「Colosseum」或「Colosseo」，非常著名的圓形競技場。","6","22580","6","","1235","31478","1","2","羅馬競技場"
"6","這個的名稱是什麼？","30475","6","0","19981","1","20659","不看人傳球","6","意指在球技運動中，目光不看向他處就執行傳球，出乎對手意料的技巧。","6","29699","6","","1236","20154","2","2","不看人傳球"
"6","這個的名稱是什麼？","35703","6","1237","23432","1","20043","守護者之盾","6","於亂世中的小國，以生命守護王女之命的騎士的盾。","6","30462","6","","1237","32773","1","1","守護者之盾"
"6","這個的名稱是什麼？","24847","6","0","22914","1","31629","如意金箍棒","6","西遊記中「孫悟空」所使用的武器，能夠自由伸長、縮小的棒子。","6","26834","6","","1238","37329","1","2","如意金箍棒"
"6","這個的名稱是什麼？","31070","6","0","35987","1","38917","貓神的項墜","6","被認為是由貓神所生出的寶石。","6","22684","6","","1239","30340","3","1","貓神的項墜"
"6","這個的名稱是什麼？","37857","6","1240","39764","1","39764","魔鏡啊魔鏡","6","「似似花」的必殺技。","6","37857","6","","1240","21834","1","1","魔鏡啊魔鏡"
"6","這個的名稱是什麼？","26381","6","0","33251","1","25105","臣服於我的美之下吧！","6","「雪」的必殺技。","6","30340","6","臣服於我的美之下吧！","1241","26044","1","2","臣服於我的"
"6","這個的名稱是什麼？","23616","6","0","20061","1","38263","九局，延長賽","6","棒球規則，若□□同分，則會進入□□□。","6","36093","6","九局，延長賽","1242","24310","1","2","九局延長賽"
"6","這個的名稱是什麼？","22739","6","0","39640","1","25237","高壓式投球","6","上肩投法是棒球最傳統的投法之一。又稱為？","6","29699","6","","1243","24335","2","2","高壓式投球"
"6","這個的名稱是什麼？","20998","6","0","22235","1","19977","四分之三投法","6","棒球的斜肩投法又稱為？","6","25237","6","四分之三投法","1244","20043","2","2","四分之三投"
"6","這個的名稱是什麼？","23450","6","0","22266","1","23039","固定式姿勢","6","棒球投球的姿勢分為揮臂式姿勢與□□□□□。","6","21218","6","","1245","24335","2","2","固定式姿勢"
"6","這個的名稱是什麼？","21322","6","0","27599","1","31532","每半場，第四","6","足球的傷停時間（Additional time）通常由主裁判決定，他會在□□□比賽結束前與□□裁判溝通，通知他要加多少時間。","6","22235","6","每半場，第四","1246","22580","3","2","每半場第四"
"6","這個的名稱是什麼？","35330","6","0","39640","1","20043","高級訂製之心","6","「鈴奈（★6）」的必殺技。","6","24515","6","高級訂製之心","1247","35069","2","1","高訂製之心"
"6","這個的名稱是什麼？","34987","6","0","19981","1","22909","比賽中不被看好的一隊","6","請說明足球的術語「underdog」。","6","30340","6","比賽中不被看好的一隊","1248","30475","3","2","不被看好的"
"3","這個的名稱是什麼？","114","3","0","116","1","99","score a hat trick","3","足球術語「帽子戲法」，英文為：","3","107","3","score a hat trick","1249","105","3","2","trick"
"6","這個的名稱是什麼？","38555","6","0","22283","1","29699","國際足球總會世界盃","6","世界盃、世足賽(FIFA World Cup)的全名為：","6","30403","6","國際足球總會世界盃","1250","36275","1","2","國際足球盃"
"6","這個的名稱是什麼？","28779","6","0","32854","1","36958","聖火傳遞者","6","奧運中，負責一個接一個地接過已點燃的火炬，接力將聖火送至會場的活動。","6","32773","6","","1251","20659","1","2","聖火傳遞者"
"6","這個的名稱是什麼？","20811","6","0","21305","1","21205","奧林匹克運動會","6","奧運的全名。","6","26371","6","奧林匹克運動會","1252","36939","1","2","匹克運動會"
"6","這個的名稱是什麼？","22744","6","0","20108","1","19977","二壘手三壘","6","棒球的防守方，一壘手防守一壘，□□□防守二壘，三壘手防守□□。","6","22744","6","","1253","25163","1","2","二壘手三壘"
"6","這個的名稱是什麼？","19971","6","1255","19971","1","26368","七七香最強法杖","6","「七七香」的專用裝備。","6","24375","6","七七香最強法杖","1255","39321","1","1","七七香最強"
"6","這個的名稱是什麼？","29702","6","0","29289","1","25802","物理攻擊力","6","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的物理攻擊傷害」有莫大關聯的能力。","6","21147","6","","1256","25915","1","1","物理攻擊力"
"6","這個的名稱是什麼？","27861","6","0","39764","1","25802","魔法攻擊力","6","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的魔法攻擊傷害」有莫大關聯的能力。","6","21147","6","","1257","25915","1","1","魔法攻擊力"
"6","這個的名稱是什麼？","29702","6","0","29289","1","31142","物理防禦力","6","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的物理攻擊傷害」有莫大關聯的能力。","6","21147","6","","1258","38450","1","1","物理防禦力"
"6","這個的名稱是什麼？","27861","6","0","39764","1","31142","魔法防禦力","6","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的魔法攻擊傷害」有莫大關聯的能力。","6","21147","6","","1259","38450","1","1","魔法防禦力"
"6","這個的名稱是什麼？","24093","6","1260","28976","1","25106","焰帝的戒指","6","圖片上的名稱為：","6","25351","6","","1260","30340","1","1","焰帝的戒指"
"6","這個的名稱是什麼？","20808","6","1261","23376","1","26028","兔子先生斬擊","6","「美美」的必殺技。","6","25802","6","兔子先生斬擊","1261","29983","2","1","子先生斬擊"
"6","這個的名稱是什麼？","29246","6","1262","27779","1","20043","沃爾芬之咬","6","「真琴」的必殺技。","6","21676","6","","1262","33452","1","1","沃爾芬之咬"
"6","這個的名稱是什麼？","20035","6","0","29827","1","35477","璃乃（聖誕節）","6","【物理】位於後衛，負責攻擊和支援的聖夜弓箭手","6","31680","6","璃乃（聖誕節）","1263","32854","2","1","璃乃聖誕節"
"6","這個的名稱是什麼？","21487","6","0","29992","1","30340","用可愛的我緊急投藥♪","6","「雪（大江戶）」的必殺技。","6","25105","6","用可愛的我緊急投藥♪","1264","24859","2","1","用可愛的我"
"6","這個的名稱是什麼？","29699","6","1265","29705","1","30690","琉球犬矢之拳","6","「香織」的必殺技。","6","25331","6","琉球犬矢之拳","1265","29356","3","1","琉球犬矢拳"
"6","這個的名稱是什麼？","24594","6","0","24996","1","20098","憤怒泳圈亂擲","6","「凱留（夏日）」的必殺技。","6","25842","6","憤怒泳圈亂擲","1266","27891","1","1","憤怒泳亂擲"
"6","這個的名稱是什麼？","38275","6","1267","38647","1","37782","旋風雷閃擊鎖斬","6","「莫妮卡（★6）」的必殺技。","6","26028","6","旋風雷閃擊鎖斬","1267","25802","1","1","雷閃擊鎖斬"
"6","這句諺語是什麼？","19968","6","0","22810","2","19981","多一事不如少一事","6","表示不要多管閒事。","6","22914","6","多一事不如少一事","2001","20107","2","2","多一事不如"
"6","這個的名稱是什麼？","26408","6","0","33609","2","38957","稻草屋⇒小木屋⇒磚頭屋","6","在童話故事「三隻小豬」裡，請依序列出大野狼攻擊的房子。","6","23627","6","稻草屋⇒小木屋⇒磚頭屋","2002","30938","1","2","草木磚頭屋"
"6","空格裡該填入的是？","26230","6","0","20142","2","26143","亮晶晶，星星","6","經典兒歌「小星星」的歌詞「一閃一閃□□□，滿天都是小□□。」","6","26143","6","亮晶晶，星星","2003","26230","1","2","亮晶晶星星"
"6","空格裡該填入的是？","21040","6","0","20358","2","33609","來到青草地","6","經典兒歌「造飛機」的歌詞「造飛機造飛機，□□□□□。」","6","22320","6","","2004","38738","1","2","來到青草地"
"6","空格裡該填入的是？","25163","6","0","23567","2","23567","小手拉小手","6","經典兒歌「郊遊」的歌詞「走走走走走，我們□□□□□。」","6","25163","6","","2005","25289","1","2","小手拉小手"
"6","空格裡該填入的是？","19978","6","0","26356","2","23652","更上一層樓","6","唐詩的五言絕句之一。王之渙的「登鸛雀樓」裡其中一句為「欲窮千里目，□□□□□。」","6","27155","6","","2006","19968","1","2","更上一層樓"
"6","空格裡該填入的是？","25163","6","0","27927","2","32697","洗手作羹湯","6","唐詩的五言絕句之一。王建的「新嫁娘詞」裡其中一句為「三日入廚下，□□□□□。」","6","28271","6","","2007","20316","2","2","洗手作羹湯"
"6","空格裡該填入的是？","26286","6","0","26085","2","26612","日暮掩柴扉","6","唐詩的五言絕句之一。王維的「送別」裡其中一句為「山中相送罷，□□□□□。」","6","25161","6","","2008","25513","2","2","日暮掩柴扉"
"6","空格裡該填入的是？","38957","6","0","20302","2","25925","低頭思故鄉","6","唐詩的五言絕句之一。李白的「夜思」裡其中一句為「舉頭望明月，□□□□□。」","6","37129","6","","2009","24605","1","2","低頭思故鄉"
"6","空格裡該填入的是？","30496","6","0","26149","2","35258","春眠不覺曉","6","唐詩的五言絕句之一。孟浩然的「春曉」裡其中一句為「□□□□□，處處聞啼鳥。」","6","26313","6","","2010","19981","1","2","春眠不覺曉"
"6","空格裡該填入的是？","33311","6","0","23396","2","31520","孤舟簑笠翁","6","唐詩的五言絕句之一。柳宗元的「江雪」裡其中一句為「□□□□□，獨釣寒江雪。」","6","32705","6","","2011","34001","2","2","孤舟蓑笠翁"
"6","空格裡該填入的是？","26007","6","0","21271","2","26143","北斗七星高","6","唐詩的五言絕句之一。西鄙人的「哥舒歌」裡其中一句為「□□□□□，哥舒夜帶刀。」","6","39640","6","","2012","19971","2","2","北斗七星高"
"6","請從裡面挑出和公主連結有關的詞是？","24503","6","0","34349","2","29246","蘭德索爾盃","6","「樂用四敏蘭德語種速濟索爾盃」。","6","30403","6","","2013","32034","1","1","蘭德索爾盃"
"6","請從裡面挑出和公主連結有關的詞是？","21726","6","0","21726","2","34907","哞哞自衛隊","6","「任穎謀哞隻哞石投器自衛爾隊」。","6","38538","6","","2014","33258","1","1","哞哞自衛隊"
"6","請從裡面挑出和公主連結有關的詞是？","23470","6","0","29579","2","22763","王宮騎士團","6","「國王的衣服上有著皇宮的城牆圍繞著騎士團」。","6","22296","6","","2015","39438","3","1","王宮騎士團"
"6","請從裡面挑出和公主連結有關的詞是？","22411","6","0","24515","2","25343","心型吉拿棒","6","「開心看到你轉換型態吃著吉拿棒」。","6","26834","6","","2016","21513","3","1","心型吉拿棒"
"6","請從裡面挑出和公主連結有關的詞是？","22320","6","0","30334","2","30041","百地 希留耶","6","「考一百分在地上撿到希望留下的種子耶」。","6","32822","6","百地 希留耶","2017","24076","3","1","百地希留耶"
"6","請從裡面挑出和公主連結有關的詞是？","30561","6","0","36010","2","20154","貪睡三人娘","6","「貪吃又愛睡的三人在夢中遇見美麗的新娘」。","6","23064","6","","2019","19977","3","1","貪睡三人娘"
"6","請從裡面挑出和公主連結有關的詞是？","29560","6","0","39764","2","29378","魔獸的狂襲","6","「有著魔獸的力量就能瘋狂突襲」。","6","35186","6","","2020","30340","3","1","魔獸的狂襲"
"6","這句諺語是什麼？","26408","6","0","29544","2","25104","獨木不成林","6","比喻一個人的能力有限。","6","26519","6","","2023","19981","2","2","獨木不成林"
"6","這句諺語是什麼？","34503","6","0","25171","2","19971","打蛇打七寸","6","比喻做事要會抓重點。","6","23544","6","","2024","25171","2","2","打蛇打七寸"
"6","這個的名稱是什麼？","21313","6","0","20116","2","31505","五十步笑百步","6","意指「沒什麼差異，在伯仲之間」的用語。","6","30334","6","五十步笑百步","2025","27493","2","2","五十步笑百"
"6","這個的名稱是什麼？","24847","6","0","25105","2","36942","自我意識過剩","6","意指「太過在乎別人對自己有何看法的狀態」的用語。","6","21097","6","自我意識過剩","2026","35672","1","2","我意識過剩"
"6","這句諺語是什麼？","38283","6","0","25171","2","31383","打開天窗說亮話","6","比喻有事就說，不必隱藏。","6","35498","6","打開天窗說亮話","2027","22825","2","2","打開天窗說"
