4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c
"1000","1000","0","8","2","0","0","31145","7001","1016","0","0","1074","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31145","10001","1017","0","0","1074","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","1018","0","0","1075","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","1019","0","0","1075","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","1020","0","0","1075","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","1021","0","0","1075","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","1022","0","0","1075","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","1023","0","0","1075","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","1024","0","0","1075","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","1025","0","0","1075","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","1026","0","0","1075","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","1027","0","0","1075","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","1028","0","0","1075","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","1029","0","0","1075","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","1030","0","0","1075","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","1031","0","0","1075","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","1032","0","0","1076","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","1033","0","0","1076","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","1034","0","0","1076","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","1035","0","0","1076","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","1036","0","0","1076","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","1037","0","0","1076","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","1038","0","0","1076","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","1039","0","0","1076","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","1040","0","0","1076","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","1041","0","0","1076","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","1042","0","0","1076","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","1043","0","0","1076","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","1044","0","0","1076","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","1045","0","0","1076","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","1046","0","0","1077","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","1047","0","0","1077","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","1048","0","0","1077","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","1049","0","0","1077","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","1050","0","0","1077","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","1051","0","0","1077","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","1052","0","0","1077","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","1053","0","0","1077","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","1054","0","0","1077","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","1055","0","0","1077","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","1056","0","0","1077","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","1057","0","0","1077","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","1058","0","0","1077","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","1059","0","0","1077","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31214","1","1060","0","0","1078","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31214","2","1061","0","0","1078","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31214","3","1062","0","0","1078","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31214","4","1063","0","0","1078","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31214","21","1064","0","0","1078","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31214","51","1065","0","0","1078","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31214","151","1066","0","0","1078","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31214","301","1067","0","0","1078","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31214","701","1068","0","0","1078","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31214","1501","1069","0","0","1078","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31214","3001","1070","0","0","1078","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31214","5001","1071","0","0","1078","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31214","7001","1072","0","0","1078","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31214","10001","1073","0","0","1078","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","1074","0","0","1079","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","1075","0","0","1079","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","1076","0","0","1079","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","1077","0","0","1079","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","1078","0","0","1079","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","1079","0","0","1079","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","1080","0","0","1079","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","1081","0","0","1079","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","1082","0","0","1079","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","1083","0","0","1079","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","1084","0","0","1079","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","1085","0","0","1079","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","1086","0","0","1079","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","1087","0","0","1079","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","1088","0","0","1080","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","1089","0","0","1080","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","1090","0","0","1080","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","1091","0","0","1080","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","1092","0","0","1080","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","1093","0","0","1080","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","1094","0","0","1080","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","1095","0","0","1080","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","1096","0","0","1080","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","1097","0","0","1080","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","1098","0","0","1080","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","1099","0","0","1080","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","1100","0","0","1080","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","1101","0","0","1080","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31145","1","1102","0","0","1081","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31145","2","1103","0","0","1081","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31145","3","1104","0","0","1081","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31145","4","1105","0","0","1081","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31145","21","1106","0","0","1081","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31145","51","1107","0","0","1081","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31145","151","1108","0","0","1081","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31145","301","1109","0","0","1081","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31145","701","1110","0","0","1081","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31145","1501","1111","0","0","1081","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31145","3001","1112","0","0","1081","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31145","5001","1113","0","0","1081","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31145","7001","1114","0","0","1081","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31145","10001","1115","0","0","1081","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","1116","0","0","1082","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","1117","0","0","1082","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","1118","0","0","1082","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","1119","0","0","1082","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","1120","0","0","1082","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","1121","0","0","1082","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","1122","0","0","1082","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","1123","0","0","1082","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","1124","0","0","1082","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","1125","0","0","1082","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","1126","0","0","1082","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","1127","0","0","1082","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","1128","0","0","1082","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","1129","0","0","1082","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","1130","0","0","1083","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","1131","0","0","1083","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","1132","0","0","1083","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","1133","0","0","1083","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","1134","0","0","1083","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","1135","0","0","1083","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","1136","0","0","1083","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","1137","0","0","1083","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","1138","0","0","1083","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","1139","0","0","1083","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","1140","0","0","1083","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","1141","0","0","1083","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","1142","0","0","1083","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","1143","0","0","1083","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","1144","0","0","1084","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","1145","0","0","1084","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","1146","0","0","1084","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","1147","0","0","1084","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","1148","0","0","1084","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","1149","0","0","1084","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","1150","0","0","1084","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","1151","0","0","1084","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","1152","0","0","1084","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","1153","0","0","1084","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","1154","0","0","1084","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","1155","0","0","1084","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","1156","0","0","1084","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","1157","0","0","1084","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31214","1","1158","0","0","1085","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31214","2","1159","0","0","1085","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31214","3","1160","0","0","1085","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31214","4","1161","0","0","1085","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31214","21","1162","0","0","1085","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31214","51","1163","0","0","1085","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31214","151","1164","0","0","1085","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31214","301","1165","0","0","1085","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31214","701","1166","0","0","1085","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31214","1501","1167","0","0","1085","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31214","3001","1168","0","0","1085","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31214","5001","1169","0","0","1085","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31214","7001","1170","0","0","1085","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31214","10001","1171","0","0","1085","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","1172","0","0","1086","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","1173","0","0","1086","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","1174","0","0","1086","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","1175","0","0","1086","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","1176","0","0","1086","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","1177","0","0","1086","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","1178","0","0","1086","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","1179","0","0","1086","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","1180","0","0","1086","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","1181","0","0","1086","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","1182","0","0","1086","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","1183","0","0","1086","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","1184","0","0","1086","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","1185","0","0","1086","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","1186","0","0","1087","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","1187","0","0","1087","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","1188","0","0","1087","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","1189","0","0","1087","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","1190","0","0","1087","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","1191","0","0","1087","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","1192","0","0","1087","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","1193","0","0","1087","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","1194","0","0","1087","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","1195","0","0","1087","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","1196","0","0","1087","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","1197","0","0","1087","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","1198","0","0","1087","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","1199","0","0","1087","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31145","1","1200","0","0","1088","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31145","2","1201","0","0","1088","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31145","3","1202","0","0","1088","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31145","4","1203","0","0","1088","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31145","21","1204","0","0","1088","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31145","51","1205","0","0","1088","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31145","151","1206","0","0","1088","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31145","301","1207","0","0","1088","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31145","701","1208","0","0","1088","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31145","1501","1209","0","0","1088","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31145","3001","1210","0","0","1088","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31145","5001","1211","0","0","1088","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31145","7001","1212","0","0","1088","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31145","10001","1213","0","0","1088","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","1214","0","0","1089","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","1215","0","0","1089","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","1216","0","0","1089","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","1217","0","0","1089","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","1218","0","0","1089","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","1219","0","0","1089","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","1220","0","0","1089","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","1221","0","0","1089","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","1222","0","0","1089","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","1223","0","0","1089","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","1224","0","0","1089","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","1225","0","0","1089","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","1226","0","0","1089","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","1227","0","0","1089","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","1228","0","0","1090","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","1229","0","0","1090","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","1230","0","0","1090","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","1231","0","0","1090","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","1232","0","0","1090","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","1233","0","0","1090","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","1234","0","0","1090","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","1235","0","0","1090","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","1236","0","0","1090","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","1237","0","0","1090","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","1238","0","0","1090","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","1239","0","0","1090","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","1240","0","0","1090","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","30142","10001","1241","0","0","1090","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","1242","0","0","1091","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","1243","0","0","1091","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","1244","0","0","1091","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","1245","0","0","1091","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","1246","0","0","1091","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","1247","0","0","1091","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","1248","0","0","1091","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","1249","0","0","1091","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","1250","0","0","1091","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","1251","0","0","1091","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","1252","0","0","1091","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","1253","0","0","1091","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","1254","0","0","1091","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","1255","0","0","1091","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31232","1","1256","0","0","1092","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31232","2","1257","0","0","1092","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31232","3","1258","0","0","1092","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31232","4","1259","0","0","1092","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31232","21","1260","0","0","1092","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31232","51","1261","0","0","1092","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31232","151","1262","0","0","1092","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31232","301","1263","0","0","1092","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31232","701","1264","0","0","1092","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31232","1501","1265","0","0","1092","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31232","3001","1266","0","0","1092","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31232","5001","1267","0","0","1092","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31232","7001","1268","0","0","1092","8","2","10000","0","1","91002","0","90006"
