a50b68f676f42c79b72ddf3a3c0a90c62aeecad93d5fee6b4e628d4b54ab728d,d259048abe7754326f6868e8a44ab32796e8d8b0dee09511d0364b54b695be2f,e000b79c106feb741ee534bd65b8b5815387721bcab59986590f185295dc337a,6352288cef90253608b31ce135c99460f0e1b5f597b1813ed3e4f3e8310b6037,c1be4650687e4c9c22da28e4a30f0412a72a491a5c4cae45fa317b7328a9b62a,7bfcb3ea7cf7e6398956b1d52fb63c78c253ccce8ee90fc6b741cd4b5a41fab6,a63f51bd42e451e09e246f7566382f86405b3749ebf2d41fde709d809295e8bf,4683dc52c6b6ddcec1a9cc7b1d5d3d51c8128ef46d1d9f099e7cdcf9c8f8e0cc,f5a54587fd338b1b17313cc2344db5d2bfcde80ce2e72af7ccad3e7fc346f4cb,48db5331b235ed78d15722423084931cb957f3f8e61c8dcc152dc0001c9f2513,86a3e723074b3c20dd786dc85590dd780b4be442a7a21faf7a2314b7743aa813
"-68","1","-42","travel_topdrama_r_2000_idle_anger","0","102","1","100711","20131","1201310002","0.8"
"-75","0","0","mana","0","110","5","0","20131","1201310003","1"
"","0","","","","","91","","20131","1201310004",""
"","10","","","","","93","0","20131","1201310005",""
"","1201310005","","","","","101","","20131","1201310006",""
"","0","","","","0","3","none","20131","1201310007","0"
"","0","","","","","91","","20131","1201310008",""
"","104411","","","","","13","103","20132","1201320001",""
"","100711","","","","","13","104","20132","1201320002",""
"1","104411","travel_topdrama_r_2000_talk_doya_loop","","","0","3","travel_topdrama_r_2000_talk_doya_in","20132","1201320003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20013_00","20132","1201320004",""
"1","104411","1","0","0","10","11","差不多該開始準備紮營了呢。\n但是食材只能就地取材了呢，\n要捕捉動物還是要採山菜呢……","20132","1201320005","0"
"","0","","","","","91","","20132","1201320006",""
"","104411","","","","1","3","travel_topdrama_r_2000_idle_doya","20132","1201320007","0.2"
"1","100711","","","","1","3","travel_topdrama_r_2000_talk_anger","20132","1201320008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20013_01","20132","1201320009",""
"1","100711","1","0","0","10","11","唉～！？宮子不想吃那種東西！\n宮子的三餐都要吃布丁～！\n在附近找出布丁來～！","20132","1201320010","0"
"","0","","","","","91","","20132","1201320011",""
"","100711","","","","1","3","travel_topdrama_r_2000_idle_anger","20132","1201320012","0.2"
"1","104411","travel_topdrama_r_2000_talk_doya_loop_surprise","","","0","3","travel_topdrama_r_2000_talk_doya_in_surprise","20132","1201320013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20013_02","20132","1201320014",""
"1","104411","1","0","0","10","11","不要強求不存在的東西呀。\n而且在忍耐完成工作後的布丁\n可是特別美味的喔。現在就忍忍吧。","20132","1201320015","0"
"","0","","","","","91","","20132","1201320016",""
"","104411","","","","1","3","travel_topdrama_r_2000_idle_doya_surprise","20132","1201320017","0.2"
"","","","","","","112","","20132","1201320018",""
"","0","","","","","91","","20132","1201320019",""
"-68","1","42","travel_topdrama_r_2000_idle_sad","1","102","1","102511","20141","1201410001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_normal","0","101","1","102811","20141","1201410002","0.8"
"-75","0","0","mana","0","110","5","0","20141","1201410003","1"
"","0","","","","","91","","20141","1201410004",""
"","10","","","","","93","0","20141","1201410005",""
"","1201410005","","","","","101","","20141","1201410006",""
"","0","","","","0","3","none","20141","1201410007","0"
"","0","","","","","91","","20141","1201410008",""
"","102511","","","","","13","103","20142","1201420001",""
"","102811","","","","","13","104","20142","1201420002",""
"1","102511","travel_topdrama_r_2000_talk_sad_loop","","","0","3","travel_topdrama_r_2000_talk_sad_in","20142","1201420003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20014_00","20142","1201420004",""
"1","102511","1","0","0","10","11","前方OK、後方OK，左右也OK……！\n在這次冒險，要讓大小姐知道\n我不只是光會出包的……呀啊！？","20142","1201420005","0"
"","0","","","","","91","","20142","1201420006",""
"1","102511","travel_topdrama_r_2000_idle_sad_cry","","","0","3","travel_topdrama_r_2014_falldown","20142","1201420007","0.2"
"1","102811","travel_topdrama_r_2000_talk_surprise2_loop","","","0","3","travel_topdrama_r_2000_talk_surprise2_in","20142","1201420008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20014_01","20142","1201420009",""
"1","102811","1","0","0","10","11","危險……！被石頭絆倒了嗎？\n真是的，要小心點唷？\n我可是很依賴妳的唷。","20142","1201420010","0"
"","0","","","","","91","","20142","1201420011",""
"","102811","","","","1","3","travel_topdrama_r_2000_idle_arm_crossed","20142","1201420012","0.2"
"","102511","","","","1","3","travel_topdrama_r_2000_talk_sad_loop_cry","20142","1201420013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20014_02","20142","1201420014",""
"1","102511","1","0","0","10","11","嗚嗚，非常感謝……！\n為了回應大小姐的期待，\n之後會只注意腳邊走路！","20142","1201420015","0"
"","0","","","","","91","","20142","1201420016",""
"","102511","","","","1","3","travel_topdrama_r_2000_idle_sad_cry","20142","1201420017","0.2"
"","","","","","","112","d","20142","1201420018",""
"","0","","","","","91","","20142","1201420019",""
"-68","1","42","travel_topdrama_r_2000_idle_arm_crossed","1","101","1","103211","20151","1201510001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_normal","0","102","1","103411","20151","1201510002","0.8"
"-75","0","0","mana","0","110","5","0","20151","1201510003","1"
"","0","","","","","91","","20151","1201510004",""
"","10","","","","","93","0","20151","1201510005",""
"","1201510005","","","","","101","","20151","1201510006",""
"","0","","","","0","3","none","20151","1201510007","0"
"","0","","","","","91","","20151","1201510008",""
"","103211","","","","","13","103","20152","1201520001",""
"","103411","","","","","13","104","20152","1201520002",""
"1","103211","travel_topdrama_r_2000_talk_arm_crossed_loop","","","0","3","travel_topdrama_r_2000_talk_arm_crossed_in","20152","1201520003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20015_00","20152","1201520004",""
"1","103211","1","0","0","10","11","雖然走路冒險也不錯，\n但會不會太費力了。\n對了！把飛空艇叫過來……","20152","1201520005","0"
"","0","","","","","91","","20152","1201520006",""
"","103211","","","","1","3","travel_topdrama_r_2000_idle_arm_crossed","20152","1201520007","0.2"
"1","103411","travel_topdrama_r_2000_talk_sad_loop_surprise2","","","0","3","travel_topdrama_r_2000_talk_sad_in_surprise2","20152","1201520008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20015_01","20152","1201520009",""
"1","103411","1","0","0","10","11","不行不行，秋乃絕對不行！\n最近已經支出了不少消費了，\n飛那麼長的距離的話會破產的！","20152","1201520010","0"
"","0","","","","","91","","20152","1201520011",""
"","103411","","","","1","3","travel_topdrama_r_2000_idle_normal","20152","1201520012","0.2"
"1","103211","travel_topdrama_r_2000_talk_doya_loop_surprise","","","0","3","travel_topdrama_r_2000_talk_doya_in_surprise","20152","1201520013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20015_02","20152","1201520014",""
"1","103211","1","0","0","10","11","哈，真沒辦法呢。\n那麼就轉換下心情，悠閒地\n享受冒險吧♪","20152","1201520015","0"
"","0","","","","","91","","20152","1201520016",""
"","103211","","","","1","3","travel_topdrama_r_2000_idle_doya_surprise","20152","1201520017","0.2"
"","","","","","","112","","20152","1201520018",""
"","0","","","","","91","","20152","1201520019",""
"-68","1","42","travel_topdrama_r_2000_idle_kyapi","1","101","1","101611","20161","1201610001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_wish_joy","0","102","1","101811","20161","1201610002","0.8"
"-75","0","0","mana","0","110","5","0","20161","1201610003","1"
"","0","","","","","91","","20161","1201610004",""
"","10","","","","","93","0","20161","1201610005",""
"","1201610005","","","","","101","","20161","1201610006",""
"","0","","","","0","3","none","20161","1201610007","0"
"","0","","","","","91","","20161","1201610008",""
"","101611","","","","","13","103","20162","1201620001",""
"","101811","","","","","13","104","20162","1201620002",""
"1","101611","travel_topdrama_r_2000_talk_kyapi_loop","","","0","3","travel_topdrama_r_2000_talk_kyapi_in","20162","1201620003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20016_00","20162","1201620004",""
"1","101611","1","0","0","10","11","吶吶吶！\n大家一起拍個紀念照吧？\n之後回顧時的一定感人的！","20162","1201620005","0"
"","0","","","","","91","","20162","1201620006",""
"","101611","","","","1","3","travel_topdrama_r_2000_idle_kyapi","20162","1201620007","0.2"
"","101811","","","","1","3","travel_topdrama_r_2000_talk_wish_loop_joy","20162","1201620008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20016_01","20162","1201620009",""
"1","101811","1","0","0","10","11","老師也贊成喔～我之後會讓妳記錄下\n這次的冒險的，\n到時候也貼上照片吧♪","20162","1201620010","0"
"","0","","","","","91","","20162","1201620011",""
"","101811","","","","1","3","travel_topdrama_r_2000_idle_wish_joy","20162","1201620012","0.2"
"1","101611","travel_topdrama_r_2000_talk_doya_loop_faceAnger","","","0","3","travel_topdrama_r_2000_talk_doya_in_faceAnger","20162","1201620013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20016_02","20162","1201620014",""
"1","101611","1","0","0","10","11","咦，真的假的……？\n完蛋了～完全當成是在觀光，\n都沒做記錄呀～！","20162","1201620015","0"
"","0","","","","","91","","20162","1201620016",""
"","101611","","","","1","3","travel_topdrama_r_2000_idle_doya_faceAnger","20162","1201620017","0.2"
"","","","","","","112","","20162","1201620018",""
"","0","","","","","91","","20162","1201620019",""
"-68","1","42","travel_topdrama_r_2000_idle_doya","1","101","1","106511","20171","1201710001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_normal","0","102","1","106611","20171","1201710002","0.8"
"-75","0","0","mana","0","110","5","0","20171","1201710003","1"
"","0","","","","","91","","20171","1201710004",""
"","10","","","","","93","0","20171","1201710005",""
"","1201710005","","","","","101","","20171","1201710006",""
"","0","","","","0","3","none","20171","1201710007","0"
"","0","","","","","91","","20171","1201710008",""
"","106511","","","","","13","103","20172","1201720001",""
"","106611","","","","","13","104","20172","1201720002",""
"1","106511","travel_topdrama_r_2000_talk_doya_loop","","","0","3","travel_topdrama_r_2000_talk_doya_in","20172","1201720003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20017_00","20172","1201720004",""
"1","106511","1","0","0","10","11","這樣出遠門也挺不錯的，\n途中遭遇到強力的魔物的話，\n說不定能打場不錯的架。","20172","1201720005","0"
"","0","","","","","91","","20172","1201720006",""
"","106511","","","","1","3","travel_topdrama_r_2000_idle_doya","20172","1201720007","0.2"
"1","106611","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","","","0","3","travel_topdrama_r_2000_talk_arm_crossed_in_sad","20172","1201720008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20017_01","20172","1201720009",""
"1","106611","1","0","0","10","11","還是老樣子的打架狂呢……\n我想快點把這麻煩的工作扔在一旁，\n迅速回到蘭德索爾呀。","20172","1201720010","0"
"","0","","","","","91","","20172","1201720011",""
"","106611","","","","1","3","travel_topdrama_r_2000_idle_arm_crossed_sad","20172","1201720012","0.2"
"1","106511","travel_topdrama_r_2000_talk_doya_loop_surprise","","","0","3","travel_topdrama_r_2000_talk_doya_in_surprise","20172","1201720013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20017_02","20172","1201720014",""
"1","106511","1","0","0","10","11","喂喂，別說那麼無趣的話嘛\n確實這項工作挺辛苦的，但也因此\n保持愉快的心情是很重要的喔。","20172","1201720015","0"
"","0","","","","","91","","20172","1201720016",""
"","106511","","","","1","3","travel_topdrama_r_2000_idle_doya_surprise","20172","1201720017","0.2"
"","","","","","","112","","20172","1201720018",""
"","0","","","","","91","","20172","1201720019",""
"-68","1","0","travel_topdrama_r_2000_idle_sad","1","101","1","118011","20181","1201810001","0.8"
"-75","0","0","mana","0","110","5","0","20181","1201810002","1"
"","0","","","","","91","","20181","1201810003",""
"","10","","","","","93","0","20181","1201810004",""
"","1201810004","","","","","101","","20181","1201810005",""
"","0","","","","0","3","none","20181","1201810006","0"
"","0","","","","","91","","20181","1201810007",""
"","118011","","","","","13","103","20182","1201820001",""
"1","118011","travel_topdrama_r_2000_talk_sad_loop","","","0","3","travel_topdrama_r_2000_talk_sad_in","20182","1201820002","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20018_00","20182","1201820003",""
"1","118011","1","0","0","10","11","呼……呼……！\n我是個文官，原本像這樣的探索工作，\n並不在我的管轄範圍內啊……！","20182","1201820004","0"
"","0","","","","","91","","20182","1201820005",""
"1","118011","travel_topdrama_r_2000_talk_doya_loop","","","0","3","travel_topdrama_r_2000_talk_doya_in","20182","1201820006","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20018_01","20182","1201820007",""
"1","118011","1","0","0","10","11","既然是陛下親自下達的命令，\n我克蕾琪塔‧凱許！\n無論如何都會設法尋獲\n讓陛下心滿意足的大祕寶！","20182","1201820008","0"
"","0","","","","","91","","20182","1201820009",""
"","118011","","","","1","3","travel_topdrama_r_2000_talk_thinking","20182","1201820010","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20018_02","20182","1201820011",""
"1","118011","1","0","0","10","11","……而且如果空手而歸，\n感覺又會被祕書碎碎唸呀。\n我要瘋狂賺錢，\n好讓她啞口無言～！","20182","1201820012","0"
"","0","","","","","91","","20182","1201820013",""
"1","118011","travel_topdrama_r_2000_eieio_loop","","","0","3","travel_topdrama_r_2000_eieio_in","20182","1201820014","0.2"
"","0","","","","","91","","20182","1201820015",""
"","","","","","","112","","20182","1201820016",""
"","0","","","","","91","","20182","1201820017",""
"-68","1","42","travel_topdrama_r_2000_idle_smile","1","101","1","106111","20191","1201910001","0.8"
"-68","1","-42","travel_topdrama_r_2000_idle_doya_sad","0","102","1","107011","20191","1201910002","0.8"
"-75","0","0","mana","0","110","5","0","20191","1201910003","1"
"","0","","","","","91","","20191","1201910004",""
"","10","","","","","93","0","20191","1201910005",""
"","1201910005","","","","","101","","20191","1201910006",""
"","0","","","","0","3","none","20191","1201910007","0"
"","0","","","","","91","","20191","1201910008",""
"","106111","","","","","13","103","20192","1201920001",""
"","107011","","","","","13","104","20192","1201920002",""
"1","106111","travel_topdrama_r_2000_eieio_loop","","","0","3","travel_topdrama_r_2000_eieio_in","20192","1201920003","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20019_00","20192","1201920004",""
"1","106111","1","0","0","10","11","好──！跟似似花一起冒險囉！\n難得的機會，要做點什麼壞事嗎？\n去跟七冠吵架的話一定很受人注目！","20192","1201920005","0"
"","0","","","","","91","","20192","1201920006",""
"","106111","","","","1","3","travel_topdrama_r_2000_eieio_loop","20192","1201920007","0.2"
"1","107011","travel_topdrama_r_2000_talk_doya_loop_sad","","","0","3","travel_topdrama_r_2000_talk_doya_in_sad","20192","1201920008","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20019_01","20192","1201920009",""
"1","107011","1","0","0","10","11","哈……恕我鄭重拒絕。\n那種壞事應該要小心不被人發現，\n偷偷去做的唷。","20192","1201920010","0"
"","0","","","","","91","","20192","1201920011",""
"","107011","","","","1","3","travel_topdrama_r_2000_idle_doya_sad","20192","1201920012","0.2"
"1","106111","travel_topdrama_r_2000_talk_guts2_loop_joy","","","0","3","travel_topdrama_r_2000_talk_guts2_in_joy","20192","1201920013","0.2"
"","vo_travel_talk","0","","","0","21","vo_travel_talk_20019_02","20192","1201920014",""
