4cfcd070b931fec4fe1ea5c76c36ec036b79f670913e63809e8ad1d132db9793,4ea57cc00e80c56143e99b9e02742036ce169927ad58b871ad7f3cc9e54cbf57,9349e9d596a8099c7e55f168fa7e4d6b07f554c5f832a984ecfaf12a16eadff2,aae6f5d23b90ef9b918ab0b37e2eac005e9ffbfe7b574a58a4ab0f63718586b4,8968601f64294fc4a5ac9bbcfd5829451abeb8f990563d51e2a595da365a68e4
"13100108","","羈絆Rank表演7","131001","107"
"13110101","","解放表演1","131101","201"
"13110102","","羈絆Rank表演1","131101","101"
"13110103","","羈絆Rank表演2","131101","102"
"13110104","","羈絆Rank表演3","131101","103"
"13110105","","羈絆Rank表演4","131101","104"
"13110106","","羈絆Rank表演5","131101","105"
"13110107","","羈絆Rank表演6","131101","106"
"13110108","","羈絆Rank表演7","131101","107"
"13120101","","解放表演1","131201","201"
"13120102","","羈絆Rank表演1","131201","101"
"13120103","","羈絆Rank表演2","131201","102"
"13120104","","羈絆Rank表演3","131201","103"
"13120105","","羈絆Rank表演4","131201","104"
"13120106","","羈絆Rank表演5","131201","105"
"13120107","","羈絆Rank表演6","131201","106"
"13120108","","羈絆Rank表演7","131201","107"
"13160101","","解放表演1","131601","201"
"13160102","","羈絆Rank表演1","131601","101"
"13160103","","羈絆Rank表演2","131601","102"
"13160104","","羈絆Rank表演3","131601","103"
"13160105","","羈絆Rank表演4","131601","104"
"13160106","","羈絆Rank表演5","131601","105"
"13160107","","羈絆Rank表演6","131601","106"
"13160108","","羈絆Rank表演7","131601","107"
"13170101","","解放表演1","131701","201"
"13170102","","羈絆Rank表演1","131701","101"
"13170103","","羈絆Rank表演2","131701","102"
"13170104","","羈絆Rank表演3","131701","103"
"13170105","","羈絆Rank表演4","131701","104"
"13170106","","羈絆Rank表演5","131701","105"
"13170107","","羈絆Rank表演6","131701","106"
"13170108","","羈絆Rank表演7","131701","107"
"13180101","","解放表演1","131801","201"
"13180102","","羈絆Rank表演1","131801","101"
"13180103","","羈絆Rank表演2","131801","102"
"13180104","","羈絆Rank表演3","131801","103"
"13180105","","羈絆Rank表演4","131801","104"
"13180106","","羈絆Rank表演5","131801","105"
"13180107","","羈絆Rank表演6","131801","106"
"13180108","","羈絆Rank表演7","131801","107"
"13190101","","解放表演1","131901","201"
"13190102","","羈絆Rank表演1","131901","101"
"13190103","","羈絆Rank表演2","131901","102"
"13190104","","羈絆Rank表演3","131901","103"
"13190105","","羈絆Rank表演4","131901","104"
"13190106","","羈絆Rank表演5","131901","105"
"13190107","","羈絆Rank表演6","131901","106"
"13190108","","羈絆Rank表演7","131901","107"
"13200101","","解放表演1","132001","201"
"13200102","","羈絆Rank表演1","132001","101"
"13200103","","羈絆Rank表演2","132001","102"
"13200104","","羈絆Rank表演3","132001","103"
"13200105","","羈絆Rank表演4","132001","104"
"13200106","","羈絆Rank表演5","132001","105"
"13200107","","羈絆Rank表演6","132001","106"
"13200108","","羈絆Rank表演7","132001","107"
"13210101","","解放表演1","132101","201"
"13210102","","羈絆Rank表演1","132101","101"
"13210103","","羈絆Rank表演2","132101","102"
"13210104","","羈絆Rank表演3","132101","103"
"13210105","","羈絆Rank表演4","132101","104"
"13210106","","羈絆Rank表演5","132101","105"
"13210107","","羈絆Rank表演6","132101","106"
"13210108","","羈絆Rank表演7","132101","107"
"13220101","","解放表演1","132201","201"
"13220102","","羈絆Rank表演1","132201","101"
"13220103","","羈絆Rank表演2","132201","102"
"13220104","","羈絆Rank表演3","132201","103"
"13220105","","羈絆Rank表演4","132201","104"
"13220106","","羈絆Rank表演5","132201","105"
"13220107","","羈絆Rank表演6","132201","106"
"13220108","","羈絆Rank表演7","132201","107"
"13230101","","解放表演1","132301","201"
"13230102","","羈絆Rank表演1","132301","101"
"13230103","","羈絆Rank表演2","132301","102"
"13230104","","羈絆Rank表演3","132301","103"
"13230105","","羈絆Rank表演4","132301","104"
"13230106","","羈絆Rank表演5","132301","105"
"13230107","","羈絆Rank表演6","132301","106"
"13230108","","羈絆Rank表演7","132301","107"
"13240101","","解放表演1","132401","201"
"13240102","","羈絆Rank表演1","132401","101"
"13240103","","羈絆Rank表演2","132401","102"
"13240104","","羈絆Rank表演3","132401","103"
"13240105","","羈絆Rank表演4","132401","104"
"13240106","","羈絆Rank表演5","132401","105"
"13240107","","羈絆Rank表演6","132401","106"
"13240108","","羈絆Rank表演7","132401","107"
"13250101","","解放表演1","132501","201"
"13250102","","羈絆Rank表演1","132501","101"
"13250103","","羈絆Rank表演2","132501","102"
"13250104","","羈絆Rank表演3","132501","103"
"13250105","","羈絆Rank表演4","132501","104"
"13250106","","羈絆Rank表演5","132501","105"
"13250107","","羈絆Rank表演6","132501","106"
"13250108","","羈絆Rank表演7","132501","107"
"13280101","","解放表演1","132801","201"
"13280102","","羈絆Rank表演1","132801","101"
"13280103","","羈絆Rank表演2","132801","102"
"13280104","","羈絆Rank表演3","132801","103"
"13280105","","羈絆Rank表演4","132801","104"
"13280106","","羈絆Rank表演5","132801","105"
"13280107","","羈絆Rank表演6","132801","106"
"13280108","","羈絆Rank表演7","132801","107"
"13290101","","解放表演1","132901","201"
"13290102","","羈絆Rank表演1","132901","101"
"13290103","","羈絆Rank表演2","132901","102"
"13290104","","羈絆Rank表演3","132901","103"
"13290105","","羈絆Rank表演4","132901","104"
"13290106","","羈絆Rank表演5","132901","105"
"13290107","","羈絆Rank表演6","132901","106"
"13290108","","羈絆Rank表演7","132901","107"
"13300101","","解放表演1","133001","201"
"13300102","","羈絆Rank表演1","133001","101"
"13300103","","羈絆Rank表演2","133001","102"
"13300104","","羈絆Rank表演3","133001","103"
"13300105","","羈絆Rank表演4","133001","104"
"13300106","","羈絆Rank表演5","133001","105"
"13300107","","羈絆Rank表演6","133001","106"
"13300108","","羈絆Rank表演7","133001","107"
"13310101","","解放表演1","133101","201"
"13310102","","羈絆Rank表演1","133101","101"
"13310103","","羈絆Rank表演2","133101","102"
"13310104","","羈絆Rank表演3","133101","103"
"13310105","","羈絆Rank表演4","133101","104"
"13310106","","羈絆Rank表演5","133101","105"
"13310107","","羈絆Rank表演6","133101","106"
"13310108","","羈絆Rank表演7","133101","107"
"13320101","","解放表演1","133201","201"
"13320102","","羈絆Rank表演1","133201","101"
"13320103","","羈絆Rank表演2","133201","102"
"13320104","","羈絆Rank表演3","133201","103"
"13320105","","羈絆Rank表演4","133201","104"
"13320106","","羈絆Rank表演5","133201","105"
"13320107","","羈絆Rank表演6","133201","106"
"13320108","","羈絆Rank表演7","133201","107"
"13350101","","解放表演1","133501","201"
"13350102","","羈絆Rank表演1","133501","101"
"13350103","","羈絆Rank表演2","133501","102"
"13350104","","羈絆Rank表演3","133501","103"
"13350105","","羈絆Rank表演4","133501","104"
"13350106","","羈絆Rank表演5","133501","105"
"13350107","","羈絆Rank表演6","133501","106"
"13350108","","羈絆Rank表演7","133501","107"
"13360101","","解放表演1","133601","201"
"13360102","","羈絆Rank表演1","133601","101"
"13360103","","羈絆Rank表演2","133601","102"
"13360104","","羈絆Rank表演3","133601","103"
"13360105","","羈絆Rank表演4","133601","104"
"13360106","","羈絆Rank表演5","133601","105"
"13360107","","羈絆Rank表演6","133601","106"
"13360108","","羈絆Rank表演7","133601","107"
"13370101","","解放表演1","133701","201"
"13370102","","羈絆Rank表演1","133701","101"
"13370103","","羈絆Rank表演2","133701","102"
"13370104","","羈絆Rank表演3","133701","103"
"13370105","","羈絆Rank表演4","133701","104"
"13370106","","羈絆Rank表演5","133701","105"
"13370107","","羈絆Rank表演6","133701","106"
"13370108","","羈絆Rank表演7","133701","107"
"13380101","","解放表演1","133801","201"
"13380102","","羈絆Rank表演1","133801","101"
"13380103","","羈絆Rank表演2","133801","102"
"13380104","","羈絆Rank表演3","133801","103"
"13380105","","羈絆Rank表演4","133801","104"
"13380106","","羈絆Rank表演5","133801","105"
"13380107","","羈絆Rank表演6","133801","106"
"13380108","","羈絆Rank表演7","133801","107"
"13390101","","解放表演1","133901","201"
"13390102","","羈絆Rank表演1","133901","101"
"13390103","","羈絆Rank表演2","133901","102"
"13390104","","羈絆Rank表演3","133901","103"
"13390105","","羈絆Rank表演4","133901","104"
"13390106","","羈絆Rank表演5","133901","105"
"13390107","","羈絆Rank表演6","133901","106"
"13390108","","羈絆Rank表演7","133901","107"
"13400101","","解放表演1","134001","201"
"13400102","","羈絆Rank表演1","134001","101"
"13400103","","羈絆Rank表演2","134001","102"
"13400104","","羈絆Rank表演3","134001","103"
"13400105","","羈絆Rank表演4","134001","104"
"13400106","","羈絆Rank表演5","134001","105"
"13400107","","羈絆Rank表演6","134001","106"
"13400108","","羈絆Rank表演7","134001","107"
"13430101","","解放表演1","134301","201"
"13430102","","羈絆Rank表演1","134301","101"
"13430103","","羈絆Rank表演2","134301","102"
"13430104","","羈絆Rank表演3","134301","103"
"13430105","","羈絆Rank表演4","134301","104"
"13430106","","羈絆Rank表演5","134301","105"
"13430107","","羈絆Rank表演6","134301","106"
"13430108","","羈絆Rank表演7","134301","107"
"13440101","","解放表演1","134401","201"
"13440102","","羈絆Rank表演1","134401","101"
"13440103","","羈絆Rank表演2","134401","102"
"13440104","","羈絆Rank表演3","134401","103"
"13440105","","羈絆Rank表演4","134401","104"
"13440106","","羈絆Rank表演5","134401","105"
"13440107","","羈絆Rank表演6","134401","106"
"13440108","","羈絆Rank表演7","134401","107"
"13450101","","解放表演1","134501","201"
"13450102","","羈絆Rank表演1","134501","101"
"13450103","","羈絆Rank表演2","134501","102"
"13450104","","羈絆Rank表演3","134501","103"
"13450105","","羈絆Rank表演4","134501","104"
"13450106","","羈絆Rank表演5","134501","105"
"13450107","","羈絆Rank表演6","134501","106"
"13450108","","羈絆Rank表演7","134501","107"
"13460101","","解放表演1","134601","201"
"13460102","","羈絆Rank表演1","134601","101"
"13460103","","羈絆Rank表演2","134601","102"
"13460104","","羈絆Rank表演3","134601","103"
"13460105","","羈絆Rank表演4","134601","104"
"13460106","","羈絆Rank表演5","134601","105"
"13460107","","羈絆Rank表演6","134601","106"
"13460108","","羈絆Rank表演7","134601","107"
"13470101","","解放表演1","134701","201"
"13470102","","羈絆Rank表演1","134701","101"
"13470103","","羈絆Rank表演2","134701","102"
"13470104","","羈絆Rank表演3","134701","103"
"13470105","","羈絆Rank表演4","134701","104"
"13470106","","羈絆Rank表演5","134701","105"
"13470107","","羈絆Rank表演6","134701","106"
"13470108","","羈絆Rank表演7","134701","107"
"13480101","","解放表演1","134801","201"
"13480102","","羈絆Rank表演1","134801","101"
"13480103","","羈絆Rank表演2","134801","102"
"13480104","","羈絆Rank表演3","134801","103"
"13480105","","羈絆Rank表演4","134801","104"
"13480106","","羈絆Rank表演5","134801","105"
"13480107","","羈絆Rank表演6","134801","106"
"13480108","","羈絆Rank表演7","134801","107"
"13490101","","解放表演1","134901","201"
"13490102","","羈絆Rank表演1","134901","101"
"13490103","","羈絆Rank表演2","134901","102"
"13490104","","羈絆Rank表演3","134901","103"
"13490105","","羈絆Rank表演4","134901","104"
"13490106","","羈絆Rank表演5","134901","105"
"13490107","","羈絆Rank表演6","134901","106"
"13490108","","羈絆Rank表演7","134901","107"
"13500101","","解放表演1","135001","201"
"13500102","","羈絆Rank表演1","135001","101"
"13500103","","羈絆Rank表演2","135001","102"
"13500104","","羈絆Rank表演3","135001","103"
"13500105","","羈絆Rank表演4","135001","104"
"13500106","","羈絆Rank表演5","135001","105"
"13500107","","羈絆Rank表演6","135001","106"
"13500108","","羈絆Rank表演7","135001","107"
"13510101","","解放表演1","135101","201"
"13510102","","羈絆Rank表演1","135101","101"
"13510103","","羈絆Rank表演2","135101","102"
"13510104","","羈絆Rank表演3","135101","103"
"13510105","","羈絆Rank表演4","135101","104"
"13510106","","羈絆Rank表演5","135101","105"
"13510107","","羈絆Rank表演6","135101","106"
"13510108","","羈絆Rank表演7","135101","107"
"13520101","","解放表演1","135201","201"
"13520102","","羈絆Rank表演1","135201","101"
"13520103","","羈絆Rank表演2","135201","102"
"13520104","","羈絆Rank表演3","135201","103"
"13520105","","羈絆Rank表演4","135201","104"
"13520106","","羈絆Rank表演5","135201","105"
"13520107","","羈絆Rank表演6","135201","106"
"13520108","","羈絆Rank表演7","135201","107"
"13530101","","解放表演1","135301","201"
"13530102","","羈絆Rank表演1","135301","101"
"13530103","","羈絆Rank表演2","135301","102"
"13530104","","羈絆Rank表演3","135301","103"
"13530105","","羈絆Rank表演4","135301","104"
"13530106","","羈絆Rank表演5","135301","105"
"13530107","","羈絆Rank表演6","135301","106"
"13530108","","羈絆Rank表演7","135301","107"
"13540101","","解放表演1","135401","201"
"13540102","","羈絆Rank表演1","135401","101"
"13540103","","羈絆Rank表演2","135401","102"
"13540104","","羈絆Rank表演3","135401","103"
"13540105","","羈絆Rank表演4","135401","104"
"13540106","","羈絆Rank表演5","135401","105"
"13540107","","羈絆Rank表演6","135401","106"
"13540108","","羈絆Rank表演7","135401","107"
"13550101","","解放表演1","135501","201"
"13550102","","羈絆Rank表演1","135501","101"
"13550103","","羈絆Rank表演2","135501","102"
"13550104","","羈絆Rank表演3","135501","103"
"13550105","","羈絆Rank表演4","135501","104"
"13550106","","羈絆Rank表演5","135501","105"
"13550107","","羈絆Rank表演6","135501","106"
"13550108","","羈絆Rank表演7","135501","107"
"13560101","","解放表演1","135601","201"
"13560102","","羈絆Rank表演1","135601","101"
"13560103","","羈絆Rank表演2","135601","102"
"13560104","","羈絆Rank表演3","135601","103"
"13560105","","羈絆Rank表演4","135601","104"
"13560106","","羈絆Rank表演5","135601","105"
"13560107","","羈絆Rank表演6","135601","106"
"13560108","","羈絆Rank表演7","135601","107"
"13570101","","解放表演1","135701","201"
"13570102","","羈絆Rank表演1","135701","101"
"13570103","","羈絆Rank表演2","135701","102"
"13570104","","羈絆Rank表演3","135701","103"
"13570105","","羈絆Rank表演4","135701","104"
"13570106","","羈絆Rank表演5","135701","105"
"13570107","","羈絆Rank表演6","135701","106"
"13570108","","羈絆Rank表演7","135701","107"
"13580101","","解放表演1","135801","201"
"13580102","","羈絆Rank表演1","135801","101"
"13580103","","羈絆Rank表演2","135801","102"
"13580104","","羈絆Rank表演3","135801","103"
"13580105","","羈絆Rank表演4","135801","104"
"13580106","","羈絆Rank表演5","135801","105"
"13580107","","羈絆Rank表演6","135801","106"
"13580108","","羈絆Rank表演7","135801","107"
"13590101","","解放表演1","135901","201"
"13590102","","羈絆Rank表演1","135901","101"
"13590103","","羈絆Rank表演2","135901","102"
"13590104","","羈絆Rank表演3","135901","103"
"13590105","","羈絆Rank表演4","135901","104"
"13590106","","羈絆Rank表演5","135901","105"
"13590107","","羈絆Rank表演6","135901","106"
"13590108","","羈絆Rank表演7","135901","107"
"13600101","","解放表演1","136001","201"
"13600102","","羈絆Rank表演1","136001","101"
"13600103","","羈絆Rank表演2","136001","102"
"13600104","","羈絆Rank表演3","136001","103"
"13600105","","羈絆Rank表演4","136001","104"
"13600106","","羈絆Rank表演5","136001","105"
"13600107","","羈絆Rank表演6","136001","106"
"13600108","","羈絆Rank表演7","136001","107"
"13610101","","解放表演1","136101","201"
"13610102","","羈絆Rank表演1","136101","101"
"13610103","","羈絆Rank表演2","136101","102"
"13610104","","羈絆Rank表演3","136101","103"
"13610105","","羈絆Rank表演4","136101","104"
"13610106","","羈絆Rank表演5","136101","105"
"13610107","","羈絆Rank表演6","136101","106"
"13610108","","羈絆Rank表演7","136101","107"
"13620101","","解放表演1","136201","201"
"13620102","","羈絆Rank表演1","136201","101"
"13620103","","羈絆Rank表演2","136201","102"
"13620104","","羈絆Rank表演3","136201","103"
"13620105","","羈絆Rank表演4","136201","104"
"13620106","","羈絆Rank表演5","136201","105"
"13620107","","羈絆Rank表演6","136201","106"
"13620108","","羈絆Rank表演7","136201","107"
"13630101","","解放表演1","136301","201"
"13630102","","羈絆Rank表演1","136301","101"
"13630103","","羈絆Rank表演2","136301","102"
"13630104","","羈絆Rank表演3","136301","103"
"13630105","","羈絆Rank表演4","136301","104"
"13630106","","羈絆Rank表演5","136301","105"
"13630107","","羈絆Rank表演6","136301","106"
"13630108","","羈絆Rank表演7","136301","107"
"13640101","","解放表演1","136401","201"
"13640102","","羈絆Rank表演1","136401","101"
"13640103","","羈絆Rank表演2","136401","102"
"13640104","","羈絆Rank表演3","136401","103"
"13640105","","羈絆Rank表演4","136401","104"
"13640106","","羈絆Rank表演5","136401","105"
"13640107","","羈絆Rank表演6","136401","106"
"13640108","","羈絆Rank表演7","136401","107"
"13650101","","解放表演1","136501","201"
"13650102","","羈絆Rank表演1","136501","101"
"13650103","","羈絆Rank表演2","136501","102"
"13650104","","羈絆Rank表演3","136501","103"
"13650105","","羈絆Rank表演4","136501","104"
"13650106","","羈絆Rank表演5","136501","105"
"13650107","","羈絆Rank表演6","136501","106"
"13650108","","羈絆Rank表演7","136501","107"
"13710101","","解放表演1","137101","201"
"13710102","","羈絆Rank表演1","137101","101"
"13710103","","羈絆Rank表演2","137101","102"
"13710104","","羈絆Rank表演3","137101","103"
"13710105","","羈絆Rank表演4","137101","104"
"13710106","","羈絆Rank表演5","137101","105"
"13710107","","羈絆Rank表演6","137101","106"
"13710108","","羈絆Rank表演7","137101","107"
"13740101","","解放表演1","137401","201"
"13740102","","羈絆Rank表演1","137401","101"
"13740103","","羈絆Rank表演2","137401","102"
"13740104","","羈絆Rank表演3","137401","103"
"13740105","","羈絆Rank表演4","137401","104"
"13740106","","羈絆Rank表演5","137401","105"
"13740107","","羈絆Rank表演6","137401","106"
"13740108","","羈絆Rank表演7","137401","107"
"13760101","","解放表演1","137601","201"
"13760102","","羈絆Rank表演1","137601","101"
"13760103","","羈絆Rank表演2","137601","102"
"13760104","","羈絆Rank表演3","137601","103"
"13760105","","羈絆Rank表演4","137601","104"
"13760106","","羈絆Rank表演5","137601","105"
"13760107","","羈絆Rank表演6","137601","106"
"13760108","","羈絆Rank表演7","137601","107"
"13790101","","解放表演1","137901","201"
"13790102","","羈絆Rank表演1","137901","101"
"13790103","","羈絆Rank表演2","137901","102"
"13790104","","羈絆Rank表演3","137901","103"
"13790105","","羈絆Rank表演4","137901","104"
"13790106","","羈絆Rank表演5","137901","105"
"13790107","","羈絆Rank表演6","137901","106"
"13790108","","羈絆Rank表演7","137901","107"
"13800101","","解放表演1","138001","201"
"13800102","","羈絆Rank表演1","138001","101"
"13800103","","羈絆Rank表演2","138001","102"
"13800104","","羈絆Rank表演3","138001","103"
"13800105","","羈絆Rank表演4","138001","104"
"13800106","","羈絆Rank表演5","138001","105"
"13800107","","羈絆Rank表演6","138001","106"
"13800108","","羈絆Rank表演7","138001","107"
"13810101","","解放表演1","138101","201"
"13810102","","羈絆Rank表演1","138101","101"
"13810103","","羈絆Rank表演2","138101","102"
"13810104","","羈絆Rank表演3","138101","103"
"13810105","","羈絆Rank表演4","138101","104"
"13810106","","羈絆Rank表演5","138101","105"
"13810107","","羈絆Rank表演6","138101","106"
"13810108","","羈絆Rank表演7","138101","107"
"13820101","","解放表演1","138201","201"
"13820102","","羈絆Rank表演1","138201","101"
"13820103","","羈絆Rank表演2","138201","102"
"13820104","","羈絆Rank表演3","138201","103"
"13820105","","羈絆Rank表演4","138201","104"
"13820106","","羈絆Rank表演5","138201","105"
"13820107","","羈絆Rank表演6","138201","106"
"13820108","","羈絆Rank表演7","138201","107"
"13830101","","解放表演1","138301","201"
"13830102","","羈絆Rank表演1","138301","101"
"13830103","","羈絆Rank表演2","138301","102"
"13830104","","羈絆Rank表演3","138301","103"
"13830105","","羈絆Rank表演4","138301","104"
"13830106","","羈絆Rank表演5","138301","105"
"13830107","","羈絆Rank表演6","138301","106"
"13830108","","羈絆Rank表演7","138301","107"
"18010101","","解放表演1","180101","201"
"18010102","","羈絆Rank表演1","180101","101"
"18010103","","羈絆Rank表演2","180101","102"
"18010104","","羈絆Rank表演3","180101","103"
"18010105","","羈絆Rank表演4","180101","104"
"18010106","","羈絆Rank表演5","180101","105"
"18010107","","羈絆Rank表演6","180101","106"
"18010108","","羈絆Rank表演7","180101","107"
"18020101","","解放表演1","180201","201"
"18020102","","羈絆Rank表演1","180201","101"
"18020103","","羈絆Rank表演2","180201","102"
"18020104","","羈絆Rank表演3","180201","103"
"18020105","","羈絆Rank表演4","180201","104"
"18020106","","羈絆Rank表演5","180201","105"
"18020107","","羈絆Rank表演6","180201","106"
"18020108","","羈絆Rank表演7","180201","107"
"18030101","","解放表演1","180301","201"
"18030102","","羈絆Rank表演1","180301","101"
"18030103","","羈絆Rank表演2","180301","102"
"18030104","","羈絆Rank表演3","180301","103"
"18030105","","羈絆Rank表演4","180301","104"
"18030106","","羈絆Rank表演5","180301","105"
"18030107","","羈絆Rank表演6","180301","106"
"18030108","","羈絆Rank表演7","180301","107"
"18040101","","解放表演1","180401","201"
"18040102","","羈絆Rank表演1","180401","101"
"18040103","","羈絆Rank表演2","180401","102"
"18040104","","羈絆Rank表演3","180401","103"
"18040105","","羈絆Rank表演4","180401","104"
"18040106","","羈絆Rank表演5","180401","105"
"18040107","","羈絆Rank表演6","180401","106"
"18040108","","羈絆Rank表演7","180401","107"
"18050101","","解放表演1","180501","201"
"18050102","","羈絆Rank表演1","180501","101"
"18050103","","羈絆Rank表演2","180501","102"
"18050104","","羈絆Rank表演3","180501","103"
"18050105","","羈絆Rank表演4","180501","104"
"18050106","","羈絆Rank表演5","180501","105"
"18050107","","羈絆Rank表演6","180501","106"
"18050108","","羈絆Rank表演7","180501","107"
"18060101","","解放表演1","180601","201"
"18060102","","羈絆Rank表演1","180601","101"
"18060103","","羈絆Rank表演2","180601","102"
"18060104","","羈絆Rank表演3","180601","103"
"18060105","","羈絆Rank表演4","180601","104"
"18060106","","羈絆Rank表演5","180601","105"
"18060107","","羈絆Rank表演6","180601","106"
"18060108","","羈絆Rank表演7","180601","107"
"18070101","","解放表演1","180701","201"
"18070102","","羈絆Rank表演1","180701","101"
"18070103","","羈絆Rank表演2","180701","102"
"18070104","","羈絆Rank表演3","180701","103"
"18070105","","羈絆Rank表演4","180701","104"
"18070106","","羈絆Rank表演5","180701","105"
"18070107","","羈絆Rank表演6","180701","106"
"18070108","","羈絆Rank表演7","180701","107"
"18080101","","解放表演1","180801","201"
"18080102","","羈絆Rank表演1","180801","101"
"18080103","","羈絆Rank表演2","180801","102"
"18080104","","羈絆Rank表演3","180801","103"
"18080105","","羈絆Rank表演4","180801","104"
"18080106","","羈絆Rank表演5","180801","105"
"18080107","","羈絆Rank表演6","180801","106"
"18080108","","羈絆Rank表演7","180801","107"
"18090101","","解放表演1","180901","201"
"18090102","","羈絆Rank表演1","180901","101"
"18090103","","羈絆Rank表演2","180901","102"
"18090104","","羈絆Rank表演3","180901","103"
"18090105","","羈絆Rank表演4","180901","104"
"18090106","","羈絆Rank表演5","180901","105"
"18090107","","羈絆Rank表演6","180901","106"
"18090108","","羈絆Rank表演7","180901","107"
"18100101","","解放表演1","181001","201"
"18100102","","羈絆Rank表演1","181001","101"
"18100103","","羈絆Rank表演2","181001","102"
"18100104","","羈絆Rank表演3","181001","103"
"18100105","","羈絆Rank表演4","181001","104"
"18100106","","羈絆Rank表演5","181001","105"
"18100107","","羈絆Rank表演6","181001","106"
"18100108","","羈絆Rank表演7","181001","107"
"18110101","","解放表演1","181101","201"
"18110102","","羈絆Rank表演1","181101","101"
"18110103","","羈絆Rank表演2","181101","102"
"18110104","","羈絆Rank表演3","181101","103"
"18110105","","羈絆Rank表演4","181101","104"
"18110106","","羈絆Rank表演5","181101","105"
"18110107","","羈絆Rank表演6","181101","106"
"18110108","","羈絆Rank表演7","181101","107"
"18120101","","解放表演1","181201","201"
"18120102","","羈絆Rank表演1","181201","101"
"18120103","","羈絆Rank表演2","181201","102"
"18120104","","羈絆Rank表演3","181201","103"
"18120105","","羈絆Rank表演4","181201","104"
"18120106","","羈絆Rank表演5","181201","105"
"18120107","","羈絆Rank表演6","181201","106"
"18120108","","羈絆Rank表演7","181201","107"
