2a4252e60894fdada9fe8ad2438ccda5e2b77fb2a825c57e550153de0e25ac5b,b6dd6f8bd246a669834fdf6cb401195a1359ac153e76d4c4885cdedf32709394,0a93c4cac3226482b87a62f516de01cc6c9ab77a1a4555a8d59457d3d4a84450,575a0213163fe9b3e0e2fb7b332d36fe784b4ed3b9cfb9e8966267fd098b5bf6,71e6ec6347b60ba13008eda06a6d8d05cbfb57d4da07d2f4451c7cc04b8a1acf
"31060","5","2","72069021","20069044"
"21902","1","2","72069022","20069045"
"21902","1","2","72069023","20069046"
"31011","5","2","72069024","20069047"
"31060","5","2","72069024","20069048"
"31011","10","2","72069025","20069049"
"31060","10","2","72069025","20069050"
"91002","30","8","72070001","20070001"
"22002","1","2","72070001","20070002"
"91002","30","8","72070002","20070003"
"22002","1","2","72070002","20070004"
"91002","30","8","72070003","20070005"
"22002","1","2","72070003","20070006"
"91002","30","8","72070004","20070007"
"22002","1","2","72070004","20070008"
"91002","30","8","72070005","20070009"
"22002","1","2","72070005","20070010"
"91002","30","8","72070006","20070011"
"22002","1","2","72070006","20070012"
"91002","30","8","72070007","20070013"
"22002","1","2","72070007","20070014"
"91002","30","8","72070008","20070015"
"22002","1","2","72070008","20070016"
"91002","30","8","72070009","20070017"
"22002","1","2","72070009","20070018"
"91002","30","8","72070010","20070019"
"22002","1","2","72070010","20070020"
"91002","30","8","72070011","20070021"
"22002","1","2","72070011","20070022"
"91002","30","8","72070012","20070023"
"22002","1","2","72070012","20070024"
"91002","30","8","72070013","20070025"
"22002","1","2","72070013","20070026"
"91002","30","8","72070014","20070027"
"22002","1","2","72070014","20070028"
"91002","30","8","72070015","20070029"
"22002","1","2","72070015","20070030"
"50003","40","2","72070015","20070031"
"91002","60","8","72070016","20070032"
"22002","2","2","72070016","20070033"
"91002","60","8","72070017","20070034"
"22002","2","2","72070017","20070035"
"91002","60","8","72070018","20070036"
"22002","2","2","72070018","20070037"
"91002","60","8","72070019","20070038"
"22002","2","2","72070019","20070039"
"91002","60","8","72070020","20070040"
"22002","2","2","72070020","20070041"
"50003","40","2","72070020","20070042"
"31056","5","2","72070021","20070043"
"31042","5","2","72070021","20070044"
"21902","1","2","72070022","20070045"
"21902","1","2","72070023","20070046"
"31056","5","2","72070024","20070047"
"31042","5","2","72070024","20070048"
"31056","10","2","72070025","20070049"
"31042","10","2","72070025","20070050"
"91002","30","8","72071001","20071001"
"22002","1","2","72071001","20071002"
"91002","30","8","72071002","20071003"
"22002","1","2","72071002","20071004"
"91002","30","8","72071003","20071005"
"22002","1","2","72071003","20071006"
"91002","30","8","72071004","20071007"
"22002","1","2","72071004","20071008"
"91002","30","8","72071005","20071009"
"22002","1","2","72071005","20071010"
"91002","30","8","72071006","20071011"
"22002","1","2","72071006","20071012"
"91002","30","8","72071007","20071013"
"22002","1","2","72071007","20071014"
"91002","30","8","72071008","20071015"
"22002","1","2","72071008","20071016"
"91002","30","8","72071009","20071017"
"22002","1","2","72071009","20071018"
"91002","30","8","72071010","20071019"
"22002","1","2","72071010","20071020"
"91002","30","8","72071011","20071021"
"22002","1","2","72071011","20071022"
"91002","30","8","72071012","20071023"
"22002","1","2","72071012","20071024"
"91002","30","8","72071013","20071025"
"22002","1","2","72071013","20071026"
"91002","30","8","72071014","20071027"
"22002","1","2","72071014","20071028"
"91002","30","8","72071015","20071029"
"22002","1","2","72071015","20071030"
"50003","40","2","72071015","20071031"
"91002","60","8","72071016","20071032"
"22002","2","2","72071016","20071033"
"91002","60","8","72071017","20071034"
"22002","2","2","72071017","20071035"
"91002","60","8","72071018","20071036"
"22002","2","2","72071018","20071037"
"91002","60","8","72071019","20071038"
"22002","2","2","72071019","20071039"
"91002","60","8","72071020","20071040"
"22002","2","2","72071020","20071041"
"50003","40","2","72071020","20071042"
"31018","5","2","72071021","20071043"
"31054","5","2","72071021","20071044"
"21902","1","2","72071022","20071045"
"21902","1","2","72071023","20071046"
"31018","5","2","72071024","20071047"
"31054","5","2","72071024","20071048"
"31018","10","2","72071025","20071049"
"31054","10","2","72071025","20071050"
