c8144ae0641f3719f121cb421ead3ecc5e0a993685df1abfea9e6b9cbdbc2ba1,5103cb1de4b2cfad5489d8c9f1b133f3f8add1dfdf0a79b7361d15132257432f,a79400b98ce43ef73247a1a1f19695c8d2341f6e1de0ede5130fc301af34330b,67bac522b252991b122585b6f7526792a730dae2a28ea4fea37f5377c4937856,673ff79f296c5c2b99affbf50f7b5900b39e7f664a4558f52bd409dafcb55893,01476d909d2f072b869189232a03f3e3847c92f909061db4b7498cb4508f38c0,faf1b0ba6e30b3ba12e50217e668610948a2e6ab9a2a6a7513934988862cd9b3,6dce1b015e2f86c8e33c3e20b403cd69dd80682b867e86faf277f53d40487bf5,c6beac2df0c029d5e37e0c15af005bdcc1202e5d1afd0bf35df7111f226a5d5b,17c63fb48efc95bb193d5020d2af545ff7c88a45bceb8da8031570ac80885479,a142e31b8f938612026fac4e181329e698eefbe77783d991aa87261d0a788961,1e552ecda4e1fae28d30495174be866adf4759439c5dc243dbe873460be74446,6b825142989b2db306caa0ea6906181bba1dc939a9283cf2dd2c2d077027fe22,851c491dc798372511338137f69f0ce3a72a751ad7f69a0ef899232b73df6e1e,699187d537fabcadffc6b2b4efe822335534c6c2cc40856a422bc5664efed5b1,5410a727a908e484e6671b690b3e8d0ec2e9e5da7e1f072d9d39410d5e756cd9,24d2df120a8f3da5ef1d82df99b58bc339a1bad23a00992d428ab3195a0c23bb,e0a8eb6a7660ad6d976b87700a5d932c768961096e57f1ebf1d1b9d63f80bd75,8fddbdedcdefe312b1d6329856f3a4a36adc2b2f0388a8ce6702b26756190e26,013e61ffb39de601fd6bc1c4d5cdd5ea94dd3b81505a6002f34402a058b703bd
"69","這個的名稱是什麼？","1","2","1224","73","","2","2","2","0","76","SMILE","SMILE","83","3","2","77","2","平地賽馬在世界上主流賽事的一種。國際賽馬聯盟按什麼系統分類五種。"
"26495","這個的名稱是什麼？","1","6","1225","27645","賀正貓耳的毽球板","6","6","6","1225","29699","貓耳毽球板","賀正貓耳的毽球板","35987","1","6","32819","1","「凱留（新年）」的專用裝備名稱。"
"20107","這個的名稱是什麼？","1","6","1226","36554","","6","6","6","0","36093","賽馬車賽事","賽馬車賽事","36093","2","6","39340","2","賽馬種類之一。會使用標準競賽馬（純種馬）進行比賽。"
"25684","這個的名稱是什麼？","1","6","1227","36942","","6","6","6","0","32937","漁夫過肩摔","漁夫過肩摔","28417","2","6","22827","2","「Fisherman suplex」是一種摔角的過肩摔演變，其中文為？"
"32361","這個的名稱是什麼？","1","6","1228","26495","衝浪板、腳繩","6","6","6","0","33139","衝浪板腳繩","衝浪板、腳繩","34909","1","6","28010","2","衝浪的主要裝備是□□□、□□、鰭、蠟與衝浪服裝"
"36947","這個的名稱是什麼？","1","6","1229","25331","踢擊、拳擊、道行","6","6","6","0","25802","踢擊拳擊道","踢擊、拳擊、道行","36386","1","6","25802","2","跆拳道的跆是指□□、拳是指□□、道是指□行。"
"107","這個的名稱是什麼？","1","2","1230","111","Knock out","3","3","3","0","99","Knock","Knock out","75","2","3","110","2","擊倒的英文簡稱為「K.O.」。英文全名為？"
"35069","這個的名稱是什麼？","1","6","1231","25163","初音手工製守護石","6","6","6","1231","24037","初音手工製","初音手工製守護石","21021","1","6","38899","1","「栞」的專用裝備名稱。"
"31680","這個的名稱是什麼？","1","6","1232","33836","宮子（萬聖節）","6","6","6","0","32854","宮子萬聖節","宮子（萬聖節）","23470","1","6","23376","1","使用必殺技「不給布丁就搗蛋喲」的角色。"
"24125","這個的名稱是什麼？","1","6","1233","35037","","6","6","6","1233","39166","愛心裝飾帽","愛心裝飾帽","24859","2","6","24515","2","「靜流（情人節）」的專用裝備名稱。"
"25216","這個的名稱是什麼？","1","6","1234","39340","古羅馬競技場","6","6","6","0","31478","古羅馬競技","古羅馬競技場","21476","1","6","32645","2","劍鬥士是指□□□□□場上的鬥士。"
"22580","這個的名稱是什麼？","1","6","1235","31478","","6","6","6","0","25216","羅馬競技場","羅馬競技場","32645","1","6","39340","2","記述為「Colosseum」或「Colosseo」，非常著名的圓形競技場。"
"29699","這個的名稱是什麼？","1","6","1236","20154","","6","6","6","0","20659","不看人傳球","不看人傳球","19981","2","6","30475","2","意指在球技運動中，目光不看向他處就執行傳球，出乎對手意料的技巧。"
"30462","這個的名稱是什麼？","1","6","1237","32773","","6","6","6","1237","20043","守護者之盾","守護者之盾","23432","1","6","35703","1","於亂世中的小國，以生命守護王女之命的騎士的盾。"
"26834","這個的名稱是什麼？","1","6","1238","37329","","6","6","6","0","31629","如意金箍棒","如意金箍棒","22914","1","6","24847","2","西遊記中「孫悟空」所使用的武器，能夠自由伸長、縮小的棒子。"
"22684","這個的名稱是什麼？","1","6","1239","30340","","6","6","6","0","38917","貓神的項墜","貓神的項墜","35987","3","6","31070","1","被認為是由貓神所生出的寶石。"
"37857","這個的名稱是什麼？","1","6","1240","21834","","6","6","6","1240","39764","魔鏡啊魔鏡","魔鏡啊魔鏡","39764","1","6","37857","1","「似似花」的必殺技。"
"30340","這個的名稱是什麼？","1","6","1241","26044","臣服於我的美之下吧！","6","6","6","0","25105","臣服於我的","臣服於我的美之下吧！","33251","1","6","26381","2","「雪」的必殺技。"
"36093","這個的名稱是什麼？","1","6","1242","24310","九局，延長賽","6","6","6","0","38263","九局延長賽","九局，延長賽","20061","1","6","23616","2","棒球規則，若□□同分，則會進入□□□。"
"29699","這個的名稱是什麼？","1","6","1243","24335","","6","6","6","0","25237","高壓式投球","高壓式投球","39640","2","6","22739","2","上肩投法是棒球最傳統的投法之一。又稱為？"
"25237","這個的名稱是什麼？","1","6","1244","20043","四分之三投法","6","6","6","0","19977","四分之三投","四分之三投法","22235","2","6","20998","2","棒球的斜肩投法又稱為？"
"21218","這個的名稱是什麼？","1","6","1245","24335","","6","6","6","0","23039","固定式姿勢","固定式姿勢","22266","2","6","23450","2","棒球投球的姿勢分為揮臂式姿勢與□□□□□。"
"22235","這個的名稱是什麼？","1","6","1246","22580","每半場，第四","6","6","6","0","31532","每半場第四","每半場，第四","27599","3","6","21322","2","足球的傷停時間（Additional time）通常由主裁判決定，他會在□□□比賽結束前與□□裁判溝通，通知他要加多少時間。"
"24515","這個的名稱是什麼？","1","6","1247","35069","高級訂製之心","6","6","6","0","20043","高訂製之心","高級訂製之心","39640","2","6","35330","1","「鈴奈（★6）」的必殺技。"
"30340","這個的名稱是什麼？","1","6","1248","30475","比賽中不被看好的一隊","6","6","6","0","22909","不被看好的","比賽中不被看好的一隊","19981","3","6","34987","2","請說明足球的術語「underdog」。"
"107","這個的名稱是什麼？","1","3","1249","105","score a hat trick","3","3","3","0","99","trick","score a hat trick","116","3","3","114","2","足球術語「帽子戲法」，英文為："
"30403","這個的名稱是什麼？","1","6","1250","36275","國際足球總會世界盃","6","6","6","0","29699","國際足球盃","國際足球總會世界盃","22283","1","6","38555","2","世界盃、世足賽(FIFA World Cup)的全名為："
"32773","這個的名稱是什麼？","1","6","1251","20659","","6","6","6","0","36958","聖火傳遞者","聖火傳遞者","32854","1","6","28779","2","奧運中，負責一個接一個地接過已點燃的火炬，接力將聖火送至會場的活動。"
"26371","這個的名稱是什麼？","1","6","1252","36939","奧林匹克運動會","6","6","6","0","21205","匹克運動會","奧林匹克運動會","21305","1","6","20811","2","奧運的全名。"
"22744","這個的名稱是什麼？","1","6","1253","25163","","6","6","6","0","19977","二壘手三壘","二壘手三壘","20108","1","6","22744","2","棒球的防守方，一壘手防守一壘，□□□防守二壘，三壘手防守□□。"
"24375","這個的名稱是什麼？","1","6","1255","39321","七七香最強法杖","6","6","6","1255","26368","七七香最強","七七香最強法杖","19971","1","6","19971","1","「七七香」的專用裝備。"
"21147","這個的名稱是什麼？","1","6","1256","25915","","6","6","6","0","25802","物理攻擊力","物理攻擊力","29289","1","6","29702","1","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的物理攻擊傷害」有莫大關聯的能力。"
"21147","這個的名稱是什麼？","1","6","1257","25915","","6","6","6","0","25802","魔法攻擊力","魔法攻擊力","39764","1","6","27861","1","在《超異域公主連結Re:Dive》的戰鬥中，和「能夠造成的魔法攻擊傷害」有莫大關聯的能力。"
"21147","這個的名稱是什麼？","1","6","1258","38450","","6","6","6","0","31142","物理防禦力","物理防禦力","29289","1","6","29702","1","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的物理攻擊傷害」有莫大關聯的能力。"
"21147","這個的名稱是什麼？","1","6","1259","38450","","6","6","6","0","31142","魔法防禦力","魔法防禦力","39764","1","6","27861","1","在《超異域公主連結Re:Dive》的戰鬥中，和「受到的魔法攻擊傷害」有莫大關聯的能力。"
"25351","這個的名稱是什麼？","1","6","1260","30340","","6","6","6","1260","25106","焰帝的戒指","焰帝的戒指","28976","1","6","24093","1","圖片上的名稱為："
"25802","這個的名稱是什麼？","1","6","1261","29983","兔子先生斬擊","6","6","6","1261","26028","子先生斬擊","兔子先生斬擊","23376","2","6","20808","1","「美美」的必殺技。"
"21676","這個的名稱是什麼？","1","6","1262","33452","","6","6","6","1262","20043","沃爾芬之咬","沃爾芬之咬","27779","1","6","29246","1","「真琴」的必殺技。"
"31680","這個的名稱是什麼？","1","6","1263","32854","璃乃（聖誕節）","6","6","6","0","35477","璃乃聖誕節","璃乃（聖誕節）","29827","2","6","20035","1","【物理】位於後衛，負責攻擊和支援的聖夜弓箭手"
"25105","這個的名稱是什麼？","1","6","1264","24859","用可愛的我緊急投藥♪","6","6","6","0","30340","用可愛的我","用可愛的我緊急投藥♪","29992","2","6","21487","1","「雪（大江戶）」的必殺技。"
"25331","這個的名稱是什麼？","1","6","1265","29356","琉球犬矢之拳","6","6","6","1265","30690","琉球犬矢拳","琉球犬矢之拳","29705","3","6","29699","1","「香織」的必殺技。"
"25842","這個的名稱是什麼？","1","6","1266","27891","憤怒泳圈亂擲","6","6","6","0","20098","憤怒泳亂擲","憤怒泳圈亂擲","24996","1","6","24594","1","「凱留（夏日）」的必殺技。"
"26028","這個的名稱是什麼？","1","6","1267","25802","旋風雷閃擊鎖斬","6","6","6","1267","37782","雷閃擊鎖斬","旋風雷閃擊鎖斬","38647","1","6","38275","1","「莫妮卡（★6）」的必殺技。"
"22914","這句諺語是什麼？","2","6","2001","20107","多一事不如少一事","6","6","6","0","19981","多一事不如","多一事不如少一事","22810","2","6","19968","2","表示不要多管閒事。"
"23627","這個的名稱是什麼？","2","6","2002","30938","稻草屋⇒小木屋⇒磚頭屋","6","6","6","0","38957","草木磚頭屋","稻草屋⇒小木屋⇒磚頭屋","33609","1","6","26408","2","在童話故事「三隻小豬」裡，請依序列出大野狼攻擊的房子。"
"26143","空格裡該填入的是？","2","6","2003","26230","亮晶晶，星星","6","6","6","0","26143","亮晶晶星星","亮晶晶，星星","20142","1","6","26230","2","經典兒歌「小星星」的歌詞「一閃一閃□□□，滿天都是小□□。」"
"22320","空格裡該填入的是？","2","6","2004","38738","","6","6","6","0","33609","來到青草地","來到青草地","20358","1","6","21040","2","經典兒歌「造飛機」的歌詞「造飛機造飛機，□□□□□。」"
"25163","空格裡該填入的是？","2","6","2005","25289","","6","6","6","0","23567","小手拉小手","小手拉小手","23567","1","6","25163","2","經典兒歌「郊遊」的歌詞「走走走走走，我們□□□□□。」"
"27155","空格裡該填入的是？","2","6","2006","19968","","6","6","6","0","23652","更上一層樓","更上一層樓","26356","1","6","19978","2","唐詩的五言絕句之一。王之渙的「登鸛雀樓」裡其中一句為「欲窮千里目，□□□□□。」"
"28271","空格裡該填入的是？","2","6","2007","20316","","6","6","6","0","32697","洗手作羹湯","洗手作羹湯","27927","2","6","25163","2","唐詩的五言絕句之一。王建的「新嫁娘詞」裡其中一句為「三日入廚下，□□□□□。」"
"25161","空格裡該填入的是？","2","6","2008","25513","","6","6","6","0","26612","日暮掩柴扉","日暮掩柴扉","26085","2","6","26286","2","唐詩的五言絕句之一。王維的「送別」裡其中一句為「山中相送罷，□□□□□。」"
"37129","空格裡該填入的是？","2","6","2009","24605","","6","6","6","0","25925","低頭思故鄉","低頭思故鄉","20302","1","6","38957","2","唐詩的五言絕句之一。李白的「夜思」裡其中一句為「舉頭望明月，□□□□□。」"
"26313","空格裡該填入的是？","2","6","2010","19981","","6","6","6","0","35258","春眠不覺曉","春眠不覺曉","26149","1","6","30496","2","唐詩的五言絕句之一。孟浩然的「春曉」裡其中一句為「□□□□□，處處聞啼鳥。」"
"32705","空格裡該填入的是？","2","6","2011","34001","","6","6","6","0","31520","孤舟蓑笠翁","孤舟簑笠翁","23396","2","6","33311","2","唐詩的五言絕句之一。柳宗元的「江雪」裡其中一句為「□□□□□，獨釣寒江雪。」"
"39640","空格裡該填入的是？","2","6","2012","19971","","6","6","6","0","26143","北斗七星高","北斗七星高","21271","2","6","26007","2","唐詩的五言絕句之一。西鄙人的「哥舒歌」裡其中一句為「□□□□□，哥舒夜帶刀。」"
"30403","請從裡面挑出和公主連結有關的詞是？","2","6","2013","32034","","6","6","6","0","29246","蘭德索爾盃","蘭德索爾盃","34349","1","6","24503","1","「樂用四敏蘭德語種速濟索爾盃」。"
"38538","請從裡面挑出和公主連結有關的詞是？","2","6","2014","33258","","6","6","6","0","34907","哞哞自衛隊","哞哞自衛隊","21726","1","6","21726","1","「任穎謀哞隻哞石投器自衛爾隊」。"
"22296","請從裡面挑出和公主連結有關的詞是？","2","6","2015","39438","","6","6","6","0","22763","王宮騎士團","王宮騎士團","29579","3","6","23470","1","「國王的衣服上有著皇宮的城牆圍繞著騎士團」。"
"26834","請從裡面挑出和公主連結有關的詞是？","2","6","2016","21513","","6","6","6","0","25343","心型吉拿棒","心型吉拿棒","24515","3","6","22411","1","「開心看到你轉換型態吃著吉拿棒」。"
"32822","請從裡面挑出和公主連結有關的詞是？","2","6","2017","24076","百地 希留耶","6","6","6","0","30041","百地希留耶","百地 希留耶","30334","3","6","22320","1","「考一百分在地上撿到希望留下的種子耶」。"
"23064","請從裡面挑出和公主連結有關的詞是？","2","6","2019","19977","","6","6","6","0","20154","貪睡三人娘","貪睡三人娘","36010","3","6","30561","1","「貪吃又愛睡的三人在夢中遇見美麗的新娘」。"
"35186","請從裡面挑出和公主連結有關的詞是？","2","6","2020","30340","","6","6","6","0","29378","魔獸的狂襲","魔獸的狂襲","39764","3","6","29560","1","「有著魔獸的力量就能瘋狂突襲」。"
"26519","這句諺語是什麼？","2","6","2023","19981","","6","6","6","0","25104","獨木不成林","獨木不成林","29544","2","6","26408","2","比喻一個人的能力有限。"
"23544","這句諺語是什麼？","2","6","2024","25171","","6","6","6","0","19971","打蛇打七寸","打蛇打七寸","25171","2","6","34503","2","比喻做事要會抓重點。"
"30334","這個的名稱是什麼？","2","6","2025","27493","五十步笑百步","6","6","6","0","31505","五十步笑百","五十步笑百步","20116","2","6","21313","2","意指「沒什麼差異，在伯仲之間」的用語。"
"21097","這個的名稱是什麼？","2","6","2026","35672","自我意識過剩","6","6","6","0","36942","我意識過剩","自我意識過剩","25105","1","6","24847","2","意指「太過在乎別人對自己有何看法的狀態」的用語。"
"35498","這句諺語是什麼？","2","6","2027","22825","打開天窗說亮話","6","6","6","0","31383","打開天窗說","打開天窗說亮話","25171","2","6","38283","2","比喻有事就說，不必隱藏。"
