399855311c674ec2694463d5c655df19ee368e9665a738cda78a4f24eb61c4cc,4815afee37ee398a1e6682eb72b8253b2e6d86eece98c5304501f3c4ae8f00b3,99febe7f464df62ff81784ad96110e7fd05eb36b9c17bf6d0901f6ffb6f93835,5da99a8a567c0df5f87d3ed5f1d4cf98dcf09ff2f2fda5b935aa169c61b7df1e,be34394d62ae8ef816e140580af04c9c7128968d9c1fb86b93f31d0c76190307,863a487657563945e0f2b4ade60bcf6cb41e6b1a90a5a03ca3bb2ce29356fc07,d07ffde8be93e214bd587fa4f5cf49ebfa2c2528e2bfe4b0d99f08c85b4d9be1,07ee630a81fe9fede9c584d94b6fd595c330e1a32918a8a0365e507a86fbcf5e,2ca56f0fea446cc0c3ce998af44c0784056bfb4fdf9b5d552c124b4e79b1f9fc,184f9a7c9412dc27a8350798ab2149b4859997c61ef4a0dccd13c884731eb2e5,2ae74e39bac5dd1a933d14b2651caffd4d35455ec3d8e03a0000db15f50046a2,04c23bc2c9f360a46f2db3a805acec25124c8eb3f183da865dee6d45884a46ea,78f224a5df2a52bb880b3d63b4d0adc5af0a69056d78fa1bd44399f1376216cc,f9124156884779865020be9b2119886e1b08e752be5025c4d3da765eb182cc57,412b919abb00115a4011d6a913023d22c6104058f1842d45d44df4c17ade8b32,35e49c03cd6f902312c5f11ec5ece5d6fd522f3ebfa8c98e3a88b48ff234ac27,2ea1f13bafedf04d13b7e05075bc1722a0b3b3e667c5eb4483ec1f3dd0c1a30a,49a3136982fa68a6441d26102853c55841a269869f727345ff6359ca36f6fd85,68a503fda29d6151f861efcf0da09c6bb6930b8a42e3e6f94a2fb284376fcf94,89079ae315d61742acb72012018383bcc8270389baedcf5c167771ae2a3f840a,6dc1544e7f00690f8d3772f158a7b6fcd77508cc10725faf251d515154a14bde
"1015","5001","2","1500","1","7000","1500","91002","0","0","1074","2","10","90006","31145","0","0","0","0","8","0"
"1016","7001","2","1000","1","10000","1000","91002","0","0","1074","2","8","90006","31145","0","0","0","0","8","0"
"1017","10001","2","750","1","-1","750","91002","0","0","1074","2","7","90006","31145","0","0","0","0","8","0"
"1018","1","2","5000","1","1","20000","91002","0","0","1075","2","30","90006","31025","0","0","0","0","8","0"
"1019","2","2","5000","1","2","15000","91002","0","0","1075","2","30","90006","31025","0","0","0","0","8","0"
"1020","3","2","5000","1","3","12000","91002","0","0","1075","2","30","90006","31025","0","0","0","0","8","0"
"1021","4","2","5000","1","20","10000","91002","0","0","1075","2","30","90006","31025","0","0","0","0","8","0"
"1022","21","2","5000","1","50","8000","91002","0","0","1075","2","30","90006","31025","0","0","0","0","8","0"
"1023","51","2","4500","1","150","6000","91002","0","0","1075","2","25","90006","31025","0","0","0","0","8","0"
"1024","151","2","4000","1","300","4000","91002","0","0","1075","2","20","90006","31025","0","0","0","0","8","0"
"1025","301","2","3500","1","700","3500","91002","0","0","1075","2","18","90006","31025","0","0","0","0","8","0"
"1026","701","2","3000","1","1500","3000","91002","0","0","1075","2","16","90006","31025","0","0","0","0","8","0"
"1027","1501","2","2500","1","3000","2500","91002","0","0","1075","2","14","90006","31025","0","0","0","0","8","0"
"1028","3001","2","2000","1","5000","2000","91002","0","0","1075","2","12","90006","31025","0","0","0","0","8","0"
"1029","5001","2","1500","1","7000","1500","91002","0","0","1075","2","10","90006","31025","0","0","0","0","8","0"
"1030","7001","2","1000","1","10000","1000","91002","0","0","1075","2","8","90006","31025","0","0","0","0","8","0"
"1031","10001","2","750","1","-1","750","91002","0","0","1075","2","7","90006","31025","0","0","0","0","8","0"
"1032","1","2","5000","1","1","20000","91002","0","0","1076","2","30","90006","31042","0","0","0","0","8","0"
"1033","2","2","5000","1","2","15000","91002","0","0","1076","2","30","90006","31042","0","0","0","0","8","0"
"1034","3","2","5000","1","3","12000","91002","0","0","1076","2","30","90006","31042","0","0","0","0","8","0"
"1035","4","2","5000","1","20","10000","91002","0","0","1076","2","30","90006","31042","0","0","0","0","8","0"
"1036","21","2","5000","1","50","8000","91002","0","0","1076","2","30","90006","31042","0","0","0","0","8","0"
"1037","51","2","4500","1","150","6000","91002","0","0","1076","2","25","90006","31042","0","0","0","0","8","0"
"1038","151","2","4000","1","300","4000","91002","0","0","1076","2","20","90006","31042","0","0","0","0","8","0"
"1039","301","2","3500","1","700","3500","91002","0","0","1076","2","18","90006","31042","0","0","0","0","8","0"
"1040","701","2","3000","1","1500","3000","91002","0","0","1076","2","16","90006","31042","0","0","0","0","8","0"
"1041","1501","2","2500","1","3000","2500","91002","0","0","1076","2","14","90006","31042","0","0","0","0","8","0"
"1042","3001","2","2000","1","5000","2000","91002","0","0","1076","2","12","90006","31042","0","0","0","0","8","0"
"1043","5001","2","1500","1","7000","1500","91002","0","0","1076","2","10","90006","31042","0","0","0","0","8","0"
"1044","7001","2","1000","1","10000","1000","91002","0","0","1076","2","8","90006","31042","0","0","0","0","8","0"
"1045","10001","2","750","1","-1","750","91002","0","0","1076","2","7","90006","31042","0","0","0","0","8","0"
"1046","1","2","5000","1","1","20000","91002","0","0","1077","2","30","90006","31022","0","0","0","0","8","0"
"1047","2","2","5000","1","2","15000","91002","0","0","1077","2","30","90006","31022","0","0","0","0","8","0"
"1048","3","2","5000","1","3","12000","91002","0","0","1077","2","30","90006","31022","0","0","0","0","8","0"
"1049","4","2","5000","1","20","10000","91002","0","0","1077","2","30","90006","31022","0","0","0","0","8","0"
"1050","21","2","5000","1","50","8000","91002","0","0","1077","2","30","90006","31022","0","0","0","0","8","0"
"1051","51","2","4500","1","150","6000","91002","0","0","1077","2","25","90006","31022","0","0","0","0","8","0"
"1052","151","2","4000","1","300","4000","91002","0","0","1077","2","20","90006","31022","0","0","0","0","8","0"
"1053","301","2","3500","1","700","3500","91002","0","0","1077","2","18","90006","31022","0","0","0","0","8","0"
"1054","701","2","3000","1","1500","3000","91002","0","0","1077","2","16","90006","31022","0","0","0","0","8","0"
"1055","1501","2","2500","1","3000","2500","91002","0","0","1077","2","14","90006","31022","0","0","0","0","8","0"
"1056","3001","2","2000","1","5000","2000","91002","0","0","1077","2","12","90006","31022","0","0","0","0","8","0"
"1057","5001","2","1500","1","7000","1500","91002","0","0","1077","2","10","90006","31022","0","0","0","0","8","0"
"1058","7001","2","1000","1","10000","1000","91002","0","0","1077","2","8","90006","31022","0","0","0","0","8","0"
"1059","10001","2","750","1","-1","750","91002","0","0","1077","2","7","90006","31022","0","0","0","0","8","0"
"1060","1","2","5000","1","1","20000","91002","0","0","1078","2","30","90006","31214","0","0","0","0","8","0"
"1061","2","2","5000","1","2","15000","91002","0","0","1078","2","30","90006","31214","0","0","0","0","8","0"
"1062","3","2","5000","1","3","12000","91002","0","0","1078","2","30","90006","31214","0","0","0","0","8","0"
"1063","4","2","5000","1","20","10000","91002","0","0","1078","2","30","90006","31214","0","0","0","0","8","0"
"1064","21","2","5000","1","50","8000","91002","0","0","1078","2","30","90006","31214","0","0","0","0","8","0"
"1065","51","2","4500","1","150","6000","91002","0","0","1078","2","25","90006","31214","0","0","0","0","8","0"
"1066","151","2","4000","1","300","4000","91002","0","0","1078","2","20","90006","31214","0","0","0","0","8","0"
"1067","301","2","3500","1","700","3500","91002","0","0","1078","2","18","90006","31214","0","0","0","0","8","0"
"1068","701","2","3000","1","1500","3000","91002","0","0","1078","2","16","90006","31214","0","0","0","0","8","0"
"1069","1501","2","2500","1","3000","2500","91002","0","0","1078","2","14","90006","31214","0","0","0","0","8","0"
"1070","3001","2","2000","1","5000","2000","91002","0","0","1078","2","12","90006","31214","0","0","0","0","8","0"
"1071","5001","2","1500","1","7000","1500","91002","0","0","1078","2","10","90006","31214","0","0","0","0","8","0"
"1072","7001","2","1000","1","10000","1000","91002","0","0","1078","2","8","90006","31214","0","0","0","0","8","0"
"1073","10001","2","750","1","-1","750","91002","0","0","1078","2","7","90006","31214","0","0","0","0","8","0"
