f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d
"1012011","","","vo_wac_220224","21","1012","","","0","vo_wac_220224_001","0"
"1012012","0","0.5","100711","11","1012","0","1","1","……う～、でもプリンのことを\n考えてたらおなかが空いてきたの。\nだからプリン描いて壁を食べてみたの。\n全然美味しくないの！","10"
"1012013","","","0","91","1012","","","","",""
"1012014","","","vo_wac_220224","21","1012","","","0","vo_wac_220224_002","0"
"1012015","0","0.5","100711","11","1012","0","1","1","さっさと本物のプリンを\nよこせなの～！！","10"
"1012016","","","0","91","1012","","","","",""
"1012017","","","0","22","1012","","","","0",""
"1013001","","","100711","3","1013","0.2","","","wac_idle_smile","1"
"1013002","","","111","3","1013","0.2","","","wac_no_items","1"
"1013003","","","100711","2","1013","","","0","200","-340"
"1013004","","","111","2","1013","","","0","200","-340"
"1013005","","","1","32","1013","","","","0",""
"1013006","","","2","32","1013","","","","1",""
"1013007","","","11","32","1013","","","","0",""
"1013008","","","0","91","1013","","","","",""
"1111001","0","wac_default_11","1","1","1111","2","-212.75","-108","105311","202"
"1111002","0","wac_default_11","1","5","1111","2","-212.75","-108","111","201"
"1111003","","","1","31","1111","1","1","0","1","0"
"1111004","","","2","31","1111","0","1","0","2","0"
"1111005","","","11","31","1111","0","1","0","11","0"
"1111006","","","105311","3","1111","0.2","","","wac_paint_11","0"
"1111007","","","111","3","1111","0.2","","","wac_paint_11","0"
"1111008","","","0.3","93","1111","","","","0",""
"1111009","","wac_default_11","11","32","1111","","","","1",""
"1111010","","","se_10035700","23","1111","0.2","0","","se_10035700_roller","0"
"1111011","","","1","131","1111","","","","",""
"1112001","","","105311","3","1112","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"1112002","","","111","3","1112","0.2","","","wac_no_items","1"
"1112003","","","105311","2","1112","","","0","200","-340"
"1112004","","","111","2","1112","","","0","200","-340"
"1112005","","","1","32","1112","","","","0",""
"1112006","","","2","32","1112","","","","1",""
"1112007","","","11","32","1112","","","","0",""
"1112008","","","vo_wac_220225","21","1112","","","0","vo_wac_220225_000","0"
"1112009","0","0.5","105311","11","1112","0","1","1","よし、なかなかいい仕上がりだ！\n絵を描くのも悪くないな！\n時々子どものイタズラだと\n思われるのは心外だが……","10"
"1112010","","","0","91","1112","","","","",""
"1112011","","","vo_wac_220225","21","1112","","","0","vo_wac_220225_001","0"
"1112012","0","0.5","105311","11","1112","0","1","1","遠く離れたこの地に\n私の絵……足跡が残るのだ。\nこれは祖国に報告すべき\n偉大なる快挙ではないだろうか！","10"
"1112013","","","0","91","1112","","","","",""
"1112014","","","0","22","1112","","","","0",""
"1113001","","","105311","3","1113","0.2","","","wac_idle_doya","1"
"1113002","","","111","3","1113","0.2","","","wac_no_items","1"
"1113003","","","105311","2","1113","","","0","200","-340"
"1113004","","","111","2","1113","","","0","200","-340"
"1113005","","","1","32","1113","","","","0",""
"1113006","","","2","32","1113","","","","1",""
"1113007","","","11","32","1113","","","","0",""
"1113008","","","0","91","1113","","","","",""
"1211001","0","wac_default_01","1","1","1211","2","-175","-108","100811","202"
"1211002","0","wac_default_02","1","5","1211","2","-175","-108","111","201"
"1211003","","","4","31","1211","1","1","0","4","0"
"1211004","","","2","31","1211","0","1","0","2","0"
"1211005","","","12","31","1211","0","1","0","12","0"
"1211006","","","100811","3","1211","0.2","","","wac_paint_01","0"
"1211007","","","111","3","1211","0.2","","","wac_paint_02","0"
"1211008","","wac_default_11","12","32","1211","","","","1",""
"1211009","","","se_10035700","23","1211","0.2","0","","se_10035700_brush","0"
"1211010","","","1","131","1211","","","","",""
"1212001","","","100811","3","1212","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"1212002","","","111","3","1212","0.2","","","wac_no_items","1"
"1212003","","","100811","2","1212","","","0","200","-340"
"1212004","","","111","2","1212","","","0","200","-340"
"1212005","","","4","32","1212","","","","0",""
"1212006","","","2","32","1212","","","","1",""
"1212007","","","12","32","1212","","","","0",""
"1212008","","","vo_wac_220226","21","1212","","","0","vo_wac_220226_000","0"
"1212009","0","0.5","100811","11","1212","0","1","1","ああ……美しい……\n美しい以外にこれを\n表現する言葉が見当たらないよ。","10"
"1212010","","","0","91","1212","","","","",""
"1212011","","","vo_wac_220226","21","1212","","","0","vo_wac_220226_001","0"
"1212012","0","0.5","100811","11","1212","0","1","1","未完の美なんて言葉もあるけど、\nそんなのボクには関係ないね。\n完全にして完璧な美。\nそれがボク！　ああ……美しい……","10"
"1212013","","","0","91","1212","","","","",""
"1212014","","","0","22","1212","","","","0",""
"1213001","","","100811","3","1213","0.2","","","wac_idle_wish","1"
"1213002","","","111","3","1213","0.2","","","wac_no_items","1"
"1213003","","","100811","2","1213","","","0","200","-340"
"1213004","","","111","2","1213","","","0","200","-340"
"1213005","","","4","32","1213","","","","0",""
"1213006","","","2","32","1213","","","","1",""
"1213007","","","12","32","1213","","","","0",""
"1213008","","","0","91","1213","","","","",""
"1311001","0","wac_default_01","1","1","1311","2","-175","-108","104511","202"
"1311002","0","wac_default_02","1","5","1311","2","-175","-108","111","201"
"1311003","","","4","31","1311","1","1","0","4","0"
"1311004","","","2","31","1311","0","1","0","2","0"
"1311005","","","12","31","1311","0","1","0","12","0"
"1311006","","","104511","3","1311","0.2","","","wac_paint_01","0"
"1311007","","","111","3","1311","0.2","","","wac_paint_02","0"
"1311008","","wac_default_11","12","32","1311","","","","1",""
"1311009","","","se_10035700","23","1311","0.2","0","","se_10035700_brush","0"
"1311010","","","1","131","1311","","","","",""
"1312001","","","104511","3","1312","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"1312002","","","111","3","1312","0.2","","","wac_no_items","1"
"1312003","","","104511","2","1312","","","0","200","-340"
"1312004","","","111","2","1312","","","0","200","-340"
"1312005","","","4","32","1312","","","","0",""
"1312006","","","2","32","1312","","","","1",""
"1312007","","","12","32","1312","","","","0",""
"1312008","","","vo_wac_220227","21","1312","","","0","vo_wac_220227_000","0"
"1312009","0","0.5","104511","11","1312","0","1","1","ぐふふ……\nクウカのいろいろなものを\n込めて描いた絵が、\n見られてしまうのですね……","10"
"1312010","","","0","91","1312","","","","",""
"1312011","","","vo_wac_220227","21","1312","","","0","vo_wac_220227_001","0"
"1312012","0","0.5","104511","11","1312","0","1","1","繊細な筆づかい……\n荒々しいタッチ……\nクウカの手から生み出された絵が……！\nじゅるり～♪","10"
"1312013","","","0","91","1312","","","","",""
"1312014","","","0","22","1312","","","","0",""
"1313001","","","104511","3","1313","0.2","","","wac_idle_smile","1"
"1313002","","","111","3","1313","0.2","","","wac_no_items","1"
"1313003","","","104511","2","1313","","","0","200","-340"
"1313004","","","111","2","1313","","","0","200","-340"
"1313005","","","4","32","1313","","","","0",""
"1313006","","","2","32","1313","","","","1",""
"1313007","","","12","32","1313","","","","0",""
"1313008","","","0","91","1313","","","","",""
"1411001","0","wac_default_11","1","1","1411","2","-175","-108","103011","202"
"1411002","0","wac_default_12","1","5","1411","2","-175","-108","111","201"
"1411003","","","4","31","1411","1","1","0","4","0"
"1411004","","","2","31","1411","0","1","0","2","0"
"1411005","","","12","31","1411","0","1","0","12","0"
"1411006","","","103011","3","1411","0.2","","","wac_paint_11","0"
"1411007","","","111","3","1411","0.2","","","wac_paint_12","0"
"1411008","","","0.3","93","1411","","","","0",""
"1411009","","wac_default_11","12","32","1411","","","","1",""
"1411010","","","se_10035700","23","1411","0.2","0","","se_10035700_roller","0"
"1411011","","","1","131","1411","","","","",""
"1412001","","","103011","3","1412","0.2","1","wac_talk_kyapi_loop","wac_talk_kyapi_in","0"
"1412002","","","111","3","1412","0.2","","","wac_no_items","1"
"1412003","","","103011","2","1412","","","0","200","-340"
"1412004","","","111","2","1412","","","0","200","-340"
"1412005","","","4","32","1412","","","","0",""
"1412006","","","2","32","1412","","","","1",""
"1412007","","","12","32","1412","","","","0",""
"1412008","","","vo_wac_220228","21","1412","","","0","vo_wac_220228_000","0"
"1412009","0","0.5","103011","11","1412","0","1","1","シュバババッ！！\nやったデース！\nフフフ……コウボウフデヲエラバズな\nできデス！","10"
"1412010","","","0","91","1412","","","","",""
"1412011","","","vo_wac_220228","21","1412","","","0","vo_wac_220228_001","0"
"1412012","0","0.5","103011","11","1412","0","1","1","なんのこれしき、チューシンとして\nトーゼンデス！\nランドソルにショーグンの威光を\n知らしめまショウ！","10"
"1412013","","","0","91","1412","","","","",""
"1412014","","","0","22","1412","","","","0",""
"1413001","","","103011","3","1413","0.2","","","wac_idle_kyapi","1"
"1413002","","","111","3","1413","0.2","","","wac_no_items","1"
"1413003","","","103011","2","1413","","","0","200","-340"
"1413004","","","111","2","1413","","","0","200","-340"
"1413005","","","4","32","1413","","","","0",""
"1413006","","","2","32","1413","","","","1",""
"1413007","","","12","32","1413","","","","0",""
"1413008","","","0","91","1413","","","","",""
"1511001","0","wac_default_11","1","1","1511","2","-212.75","-108","102911","202"
"1511002","0","wac_default_11","1","5","1511","2","-212.75","-108","111","201"
"1511003","","","1","31","1511","1","1","0","1","0"
"1511004","","","2","31","1511","0","1","0","2","0"
"1511005","","","11","31","1511","0","1","0","11","0"
"1511006","","","102911","3","1511","0.2","0","","wac_paint_11","0"
"1511007","","","111","3","1511","0.2","0","","wac_paint_11","0"
"1511008","","","0.3","93","1511","","","","0",""
"1511009","","","11","32","1511","","","","1",""
"1511010","","","se_10035700","23","1511","","","","se_10035700_roller","0"
"1511011","","","1","131","1511","","","","",""
"1512001","","","102911","3","1512","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"1512002","","","111","3","1512","0.2","","","wac_no_items","1"
"1512003","","","102911","2","1512","","","0","200","-340"
"1512004","","","111","2","1512","","","0","200","-340"
"1512005","","","1","32","1512","","","","0",""
"1512006","","","2","32","1512","","","","1",""
"1512007","","","11","32","1512","","","","0",""
"1512008","","","vo_wac_220301","21","1512","","","0","vo_wac_220301_000","0"
"1512009","0","0.5","102911","11","1512","0","1","1","あっ、しまった～！\nつい自分のサインを書いちゃった♪","10"
"1512010","","","0","91","1512","","","","",""
"1512011","","","vo_wac_220301","21","1512","","","0","vo_wac_220301_001","0"
"1512012","0","0.5","102911","11","1512","0","1","1","自分を見せるんじゃなくて\n自分の描いたものを見せる。\nこれも表現の形だよね！\nアイドル活動に生かせそう♪","10"
"1512013","","","0","91","1512","","","","",""
"1512014","","","0","22","1512","","","","0",""
"1513001","","","102911","3","1513","0.2","","","wac_idle_smile","1"
"1513002","","","111","3","1513","0.2","","","wac_no_items","1"
"1513003","","","102911","2","1513","","","0","200","-340"
"1513004","","","111","2","1513","","","0","200","-340"
"1513005","","","1","32","1513","","","","0",""
"1513006","","","2","32","1513","","","","1",""
"1513007","","","11","32","1513","","","","0",""
"1513008","","","0","91","1513","","","","",""
"1611001","0","wac_default_01","1","1","1611","2","-212.75","-108","104211","202"
"1611002","0","wac_default_02","1","5","1611","2","-212.75","-108","111","201"
"1611003","","","1","31","1611","1","1","0","1","0"
"1611004","","","2","31","1611","0","1","0","2","0"
"1611005","","","11","31","1611","0","1","0","11","0"
"1611006","","","104211","3","1611","0.2","0","","wac_paint_01","0"
"1611007","","","111","3","1611","0.2","0","","wac_paint_02","0"
"1611008","","","0","93","1611","","","","0",""
"1611009","","","11","32","1611","","","","1",""
"1611010","","","se_10035700","23","1611","","","","se_10035700_brush","0"
"1611011","","","1","131","1611","","","","",""
"1612001","","","104211","3","1612","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"1612002","","","111","3","1612","0.2","","","wac_no_items","1"
"1612003","","","104211","2","1612","","","0","200","-340"
"1612004","","","111","2","1612","","","0","200","-340"
"1612005","","","1","32","1612","","","","0",""
"1612006","","","2","32","1612","","","","1",""
"1612007","","","11","32","1612","","","","0",""
"1612008","","","vo_wac_220302","21","1612","","","0","vo_wac_220302_000","0"
"1612009","0","0.5","104211","11","1612","0","1","1","あ……つい、癖でサインを\n描いてしまいました……\n……これ、ノゾミもやってそうですね。","10"
"1612010","","","0","91","1612","","","","",""
"1612011","","","vo_wac_220302","21","1612","","","0","vo_wac_220302_001","0"
"1612012","0","0.5","104211","11","1612","0","1","1","ふふ。色々な絵が重なり合って\nまるで音色みたいに響き合っている。\n……完成が楽しみですね。","10"
"1612013","","","0","91","1612","","","","",""
"1612014","","","0","22","1612","","","","0",""
"1613001","","","104211","3","1613","0.2","","","wac_idle_wish","1"
"1613002","","","111","3","1613","0.2","","","wac_no_items","1"
"1613003","","","104211","2","1613","","","0","200","-340"
"1613004","","","111","2","1613","","","0","200","-340"
"1613005","","","1","32","1613","","","","0",""
"1613006","","","2","32","1613","","","","1",""
"1613007","","","11","32","1613","","","","0",""
"1613008","","","0","91","1613","","","","",""
