68d3128be9b1ace9909951cc9809bd276cba1f95e93e9e97d0466eb5c22c5e3b,e3bfa3ace1fed0e8f3ff915d6242550906f03b91dd78f5778d08a901fab19efc,6c668a0427e54c3056fc62d55f03f8b9ddd06b93aa33b543b0d8fe24772e286b,af3b14ad3e21af827e4270bc100b260065f244474de746a80f189e7c76815e3e,99f547c45a0f06e492c3f69206422875c9471583f88fef6ad99bafe724ca17f5,0219016d6cd5fb955645e3a2c06641e350ce3974c3252db96fcde4c86dbeda08,0056f761bd91e7f1ef93d2552659dc6e4b61cbcd80ba5b4f460ab6e29ec151e0,63d71c4f7d355f5178b47b81c31220426eb190b7855b192ea637bac3b0bb1ace,0a1d320d0980296698ab6d21cc035384932b1a428ea5cc72fee1475464d8d543,5507fd44ff87c4aab5d1b41eb02a9ef0df4763c57369d2426097c6266323243f,d98742d1dcdeb776c7ad23ec0bee33f98f17b99e6a5ebca330fe2c4495284bf3
"1","0","3","0.2","mhp_item_EX0010_receive_out","","0","NoItem_idle","1007402","12","1007402132"
"","","93","","0","","","","1007402","2","1007402133"
"","1","3","0.2","mhp_talk_worry","","","","1007402","100211","1007402134"
"","0","21","","vo_mhp_4110","","","0","1007402","vo_mhp_1007402","1007402135"
"0","5","11","0","あ、ありがとうございます……\nでも、病気と何の関係が……","0.5","0","1","1007402","100211","1007402136"
"","","91","","","","","","1007402","0","1007402137"
"","1","3","0.2","mhp_idle_sad","","","","1007402","100211","1007402138"
"","1","3","0.2","mhp_talk_normal","","","","1007402","117531","1007402139"
"","0","21","","vo_mhp_4111","","","0","1007402","vo_mhp_1007402","1007402140"
"0","6","11","0","感情の高ぶりがあまりよくないのよ。\nだから甘いものによる幸せで感情を抑え\nしっかりコントロールするのが大事よ。","0.5","0","1","1007402","117531","1007402141"
"","","91","","","","","","1007402","0","1007402142"
"","","22","","0","","","","1007402","0","1007402143"
"1","0","3","0.2","mhp_sit_in","","0.2","mhp_sit_idle","1007402","117531","1007402144"
"","","93","","0","","","","1007402","1","1007402145"
"","","101","","","","","","1007402","1007402160","1007402146"
"","1","3","0.2","mhp_sit_idle","","","","1007402","117531","1007402147"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007402","100211","1007402148"
"","0","21","","vo_mhp_4112","","","0","1007402","vo_mhp_1007402","1007402149"
"0","5","11","0","ひ、羊？　あの、別に睡眠不足という\nわけではないのですが……","0.5","0","1","1007402","100211","1007402150"
"","","91","","","","","","1007402","0","1007402151"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007402","100211","1007402152"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007402","117531","1007402153"
"","0","21","","vo_mhp_4113","","","0","1007402","vo_mhp_1007402","1007402154"
"0","6","11","0","別に羊でも馬でも何でもいいのよ。\n自分なりの心を落ち着かせる方法を\n見つけなさい。","0.5","0","1","1007402","117531","1007402155"
"","","91","","","","","","1007402","0","1007402156"
"","","22","","0","","","","1007402","0","1007402157"
"","1","3","0.2","mhp_sit_idle","","","","1007402","117531","1007402158"
"","0","3","0.2","mhp_sit_out","","","","1007402","100211","1007402159"
"","","91","","","","","","1007402","0","1007402160"
"","0","3","0.2","mhp_yui_pekori","","","","1007402","100211","1007402161"
"","","91","","","","","","1007402","0","1007402162"
"","1","3","0.2","mhp_yui_walk_sad","","","","1007402","100211","1007402163"
"","","4","","1","","","","1007402","100211","1007402164"
"0","-220","2","","-1000","","","5","1007402","100211","1007402165"
"","","93","","0","","","","1007402","4","1007402166"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007402","117631","1007402167"
"","0","21","","vo_mhp_4114","","","0","1007402","vo_mhp_1007402","1007402168"
"0","6","11","0","……先生、もしかして楽しんでない？\n言ってることもよく分かんないし。","0.5","0","1","1007402","117631","1007402169"
"","","91","","","","","","1007402","0","1007402170"
"","1","3","0.2","mhp_sit_idle","","","","1007402","117631","1007402171"
"","1","3","0.2","mhp_sit_talk_joy1","","","","1007402","117531","1007402172"
"","0","21","","vo_mhp_4115","","","0","1007402","vo_mhp_1007402","1007402173"
"0","6","11","","ふふ、うちのギルドの子たちじゃ\nああいう甘酸っぱいのは\n期待できないもの。","0.5","0","1","1007402","117531","1007402174"
"","","91","","","","","","1007402","0","1007402175"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007402","117531","1007402176"
"","0","21","","vo_mhp_4116","","","0","1007402","vo_mhp_1007402","1007402177"
"0","5","11","","人の恋路って、本当に面白いわね♪","0.5","0","1","1007402","117531","1007402178"
"","","91","","","","","","1007402","0","1007402179"
"","","22","","0.5","","","","1007402","0","1007402180"
"","","91","","","","","","1007402","0","1007402181"
"-240","100","1","1.7","100211","mhp_idle_normal","0","-1000","1007403","1","1007403001"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007403","1","1007403002"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007403","1","1007403003"
"0.85","-240","31","1","1","","","-154","1007403","1","1007403004"
"1","0","31","0","113","","","0","1007403","13","1007403005"
"1","0","31","0","115","","","0","1007403","15","1007403006"
"1","0","31","0","130","","","0","1007403","30","1007403007"
"-220","110","5","1.7","11","NoItem","0","-200","1007403","1","1007403008"
"-220","105","5","1.7","12","NoItem","0","-200","1007403","1","1007403009"
"-220","110","5","1.7","21","NoItem","1","185","1007403","1","1007403010"
"-220","105","5","1.7","22","NoItem","1","185","1007403","1","1007403011"
"0","1","6","0","1","","0","1","1007403","11","1007403012"
"0","1","6","0","1","","0","1","1007403","12","1007403013"
"0","1","6","0","1","","0","1","1007403","21","1007403014"
"0","1","6","0","1","","0","1","1007403","22","1007403015"
"-220","110","5","1.7","31","NoItem","0","-1000","1007403","1","1007403016"
"","","91","","","","","","1007403","0","1007403017"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007403","117531","1007403018"
"","0","21","","vo_mhp_4201","","","0","1007403","vo_mhp_1007403","1007403019"
"0","8","11","0","ユイちゃん、どうぞー","0.5","0","0","1007403","117531","1007403020"
"","","91","","","","","","1007403","0","1007403021"
"","1","3","0.2","mhp_sit_idle","","","","1007403","117531","1007403022"
"0","1","3","0.2","mhp_yui_walk_sad3","","","","1007403","100211","1007403023"
"0","-220","2","","-200","","","4","1007403","100211","1007403024"
"","1","3","0.2","NoItem","","","","1007403","31","1007403025"
"0","-220","2","","-200","","","4","1007403","31","1007403026"
"","","91","","","","","","1007403","0","1007403027"
"1","0","3","0.2","mhp_yui_sit_in_sad2","","0.2","mhp_yui_sit_idle_sad3","1007403","100211","1007403028"
"","","93","","0","","","","1007403","1","1007403029"
"","1","3","0.2","mhp_yui_sit_talk_sad2","","","","1007403","100211","1007403030"
"","0","21","","vo_mhp_4202","","","0","1007403","vo_mhp_1007403","1007403031"
"0","5","11","0","はぁ……何度も診てもらっているのに\n相変わらず胸は苦しいし顔も火照って\nぼうっとしちゃうんです……","0.5","0","1","1007403","100211","1007403032"
"","","91","","","","","","1007403","0","1007403033"
"","1","3","0.2","mhp_yui_sit_idle_sad4","","","","1007403","100211","1007403034"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007403","117531","1007403035"
"","0","21","","vo_mhp_4203","","","0","1007403","vo_mhp_1007403","1007403036"
"0","6","11","0","ねえユイちゃん、症状が出るのって\nどんな時かしら？","0.5","0","1","1007403","117531","1007403037"
"","","91","","","","","","1007403","0","1007403038"
"","1","3","0.2","mhp_sit_idle","","","","1007403","117531","1007403039"
"","1","3","0.2","mhp_yui_sit_talk_sad2","","","","1007403","100211","1007403040"
"","1","3","0","mhp_yui_sit_talk_sad2","","","","1007403","31","1007403041"
"","0","21","","vo_mhp_4204","","","0","1007403","vo_mhp_1007403","1007403042"
"0","4","11","0","え、ええとそれは……\nあ、あああ！","1.5","0","1","1007403","100211","1007403043"
"","","93","","1","","","","1007403","4","1007403044"
"","1","3","0.2","mhp_yui_hot","","","","1007403","100211","1007403045"
"","1","3","0.2","mhp_yui_hot","","","","1007403","31","1007403046"
"","","91","","","","","","1007403","1007403043","1007403047"
"","","93","","0","","","","1007403","1","1007403048"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007403","117531","1007403049"
"","0","21","","vo_mhp_4205","","","0","1007403","vo_mhp_1007403","1007403050"
"0","5","11","0","当てましょうか？\nあなたが強く意識している誰かのことを\n考えている時、よね？","0.5","0","1","1007403","117531","1007403051"
"","","91","","","","","","1007403","0","1007403052"
"","1","3","0.2","mhp_sit_idle","","","","1007403","117531","1007403053"
"","1","3","0.2","mhp_yui_sit_talk_wish2","","","","1007403","100211","1007403054"
"","1","3","0.2","NoItem","","","","1007403","31","1007403055"
"","0","21","","vo_mhp_4206","","","0","1007403","vo_mhp_1007403","1007403056"
"0","6","11","0","そ、それじゃあこれって……","0.5","0","1","1007403","100211","1007403057"
"","","91","","","","","","1007403","0","1007403058"
"","1","3","0.2","mhp_yui_sit_idle_sad4","","","","1007403","100211","1007403059"
"","1","3","0.2","mhp_sit_talk_wish","","","","1007403","117531","1007403060"
"","0","21","","vo_mhp_4207","","","0","1007403","vo_mhp_1007403","1007403061"
"0","6","11","0","多くの人が悩む難病、恋の病よ！","0.5","0","1","1007403","117531","1007403062"
"","","91","","","","","","1007403","0","1007403063"
"","1","3","0.2","mhp_sit_idle","","","","1007403","117531","1007403064"
"","1","3","0.2","mhp_yui_sit_talk_surprise2","","","","1007403","100211","1007403065"
"","0","21","","vo_mhp_4208","","","0","1007403","vo_mhp_1007403","1007403066"
"0","6","11","0","わ、わたしってば、お医者さんに\nそんな恥ずかしいことを……！\nご、ごめんなさい！","0.5","0","1","1007403","100211","1007403067"
"","","91","","","","","","1007403","0","1007403068"
"","1","3","0.2","mhp_yui_sit_idle_verysad","","","","1007403","100211","1007403069"
"","1","3","0.2","mhp_sit_talk_joy1","","","","1007403","117531","1007403070"
"","0","21","","vo_mhp_4209","","","0","1007403","vo_mhp_1007403","1007403071"
"0","6","11","0","気にしなくていいわ\n恋に悩むのは若さの特権よ♪","0.5","0","1","1007403","117531","1007403072"
"","","91","","","","","","1007403","0","1007403073"
"","1","3","0.2","mhp_sit_idle_joy1","","","","1007403","117531","1007403074"
"","1","3","0.2","mhp_yui_sit_talk_wish2","","","","1007403","100211","1007403075"
"","0","21","","vo_mhp_4210","","","0","1007403","vo_mhp_1007403","1007403076"
"0","5","11","0","あ、あのミツキさん……いえ、\nミツキ先生！\nこういう時は\nどうすればいいんでしょうか？","0.5","0","1","1007403","100211","1007403077"
"","","91","","","","","","1007403","0","1007403078"
"","1","3","0.2","mhp_yui_sit_idle_sad3","","","","1007403","100211","1007403079"
"","1","3","0.2","mhp_sit_talk_surprise2","","","","1007403","117531","1007403080"
"","0","21","","vo_mhp_4211","","","0","1007403","vo_mhp_1007403","1007403081"
"0","8","11","0","……え？","0.5","0","1","1007403","117531","1007403082"
"","","91","","","","","","1007403","0","1007403083"
"","1","3","0.2","mhp_sit_talk_surprise2","","","","1007403","117531","1007403084"
"","1","3","0.2","mhp_yui_sit_talk_worry2","","","","1007403","100211","1007403085"
"","0","21","","vo_mhp_4212","","","0","1007403","vo_mhp_1007403","1007403086"
"0","6","11","0","ミツキ先生みたいな素敵な大人なら\n素敵な恋をたくさん経験していますよね？","0.5","0","1","1007403","100211","1007403087"
"","","91","","","","","","1007403","0","1007403088"
"","1","3","0.2","mhp_yui_sit_idle_sad3","","","","1007403","100211","1007403089"
"","1","3","0.2","mhp_sit_talk_bitter","","","","1007403","117531","1007403090"
"","0","21","","vo_mhp_4213","","","0","1007403","vo_mhp_1007403","1007403091"
"0","6","11","0","そ、それほどでも……ない、わよ？","0.5","0","1","1007403","117531","1007403092"
"","","91","","","","","","1007403","0","1007403093"
"","1","3","0.2","mhp_sit_idle_bitter","","","","1007403","117531","1007403094"
"","1","3","0.2","mhp_yui_sit_talk_kirakira","","","","1007403","100211","1007403095"
"","0","21","","vo_mhp_4214","","","0","1007403","vo_mhp_1007403","1007403096"
"0","6","11","0","どうかわたしに、\n恋の診察をお願いします！","0.5","0","1","1007403","100211","1007403097"
"","","91","","","","","","1007403","0","1007403098"
"","1","3","0.2","mhp_yui_sit_idle_kirakira","","","","1007403","100211","1007403099"
"","1","3","0.2","mhp_mitsuki_sit_shake","","","","1007403","117531","1007403100"
"","0","21","","vo_mhp_4215","","","0","1007403","vo_mhp_1007403","1007403101"
"0","7","11","0","え、えええ……！","0.5","0","1","1007403","117531","1007403102"
"","","91","","","","","","1007403","0","1007403103"
"","1","3","0.2","mhp_sit_idle_sad3","","","","1007403","117531","1007403104"
"1","","32","","1","","","","1007403","113","1007403105"
"1","-100","33","","193","","","0","1007403","113","1007403106"
"1","-100","33","","193","","","0","1007403","115","1007403107"
"","","93","","0","","","","1007403","0.8","1007403108"
"","0","21","","vo_mhp_4216","","","0","1007403","vo_mhp_1007403","1007403109"
"","","13","","10001","","","","1007403","117531","1007403110"
"0","5","11","0","（因果応報、ってヤツかしら\n人の恋路を面白がったりした罰ね\nそれにしてもどうしたものかしら……）","0.5","0","1","1007403","117531","1007403111"
"","","91","","","","","","1007403","0","1007403112"
"","","22","","0.5","","","","1007403","0","1007403113"
"","","93","","0","","","","1007403","0.2","1007403114"
"1","","32","","1","","","","1007403","115","1007403115"
"","","93","","0","","","","1007403","1","1007403116"
"","","32","","1","","","","1007403","130","1007403117"
"","","93","","0","","","","1007403","4","1007403118"
"","","32","","0","","","","1007403","130","1007403119"
"-240","100","1","1.7","111011","mhp_idle_normal","0","-1000","1007404","1","1007404001"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007404","1","1007404002"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007404","1","1007404003"
"0.85","-240","31","1","1","","","-154","1007404","1","1007404004"
"-220","110","5","1.7","11","NoItem","0","-200","1007404","1","1007404005"
"-220","105","5","1.7","12","NoItem","0","-200","1007404","1","1007404006"
"-220","110","5","1.7","21","NoItem","1","185","1007404","1","1007404007"
"-220","105","5","1.7","22","NoItem","1","185","1007404","1","1007404008"
"0","1","6","0","1","","0","1","1007404","11","1007404009"
"0","1","6","0","1","","0","1","1007404","12","1007404010"
"0","1","6","0","1","","0","1","1007404","21","1007404011"
"0","1","6","0","1","","0","1","1007404","22","1007404012"
"","","91","","","","","","1007404","0","1007404013"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007404","117531","1007404014"
"","0","21","","vo_mhp_1001","","","0","1007404","vo_mhp_1007404","1007404015"
"0","8","11","0","次の方どうぞー","0.5","0","0","1007404","117531","1007404016"
"","","91","","","","","","1007404","0","1007404017"
"","1","3","0.2","mhp_sit_idle","","","","1007404","117531","1007404018"
"","1","3","0.2","mhp_walk","","","","1007404","111011","1007404019"
"0","-220","2","","-200","","","4","1007404","111011","1007404020"
"","","91","","","","","","1007404","0","1007404021"
"1","0","3","0.2","mhp_sit_in_2","","0.2","mhp_sit_idle_2","1007404","111011","1007404022"
"","","93","","0","","","","1007404","1","1007404023"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007404","111011","1007404024"
"","0","21","","vo_mhp_1002","","","0","1007404","vo_mhp_1007404","1007404025"
"0","4","11","0","やあ、失礼する。\n数週間ぶりだが、息災かねミツキ師。","0.5","0","1","1007404","111011","1007404026"
"","","91","","0","","","","1007404","0","1007404027"
"","1","3","0.2","mhp_sit_idle_2","","","","1007404","111011","1007404028"
"","1","3","0.2","mhp_sit_talk_surprise2","","","","1007404","117531","1007404029"
"","0","21","","vo_mhp_1003","","","0","1007404","vo_mhp_1007404","1007404030"
"0","6","11","0","ユニちゃん！？\nどうしたの、\n引き籠もりのあなたが\nこんなランドソルから離れた町で……","0.5","0","1","1007404","117531","1007404031"
"","","93","","1","","","","1007404","2","1007404032"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007404","117531","1007404033"
"","","91","","0","","","","1007404","1007404031","1007404034"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007404","117531","1007404035"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007404","111011","1007404036"
"","0","21","","vo_mhp_1004","","","0","1007404","vo_mhp_1007404","1007404037"
"0","5","11","0","もののついでの挨拶さ。\nフィールドワークに訪れた旅先で、\n隻眼の名医がいると聞いたものでな。\nミツキ師に違いないと察したよ。","0.5","0","1","1007404","111011","1007404038"
