85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6
"lsv_idle_normal","","103611","3","","0.2","1","","1009803","","1009803029"
"","","0.5","93","","","","","1009803","","1009803030"
"10","","100411","12","","0","0.5","","1009803","0","1009803031"
"lsv_smile2","1","100411","3","lsv_idle_normal","0","0","","1009803","0.2","1009803032"
"10","","103611","12","","0","0.5","","1009803","0","1009803033"
"lsv_smile2","1","103611","3","lsv_idle_normal","0","0","","1009803","0.2","1009803034"
"10","","102011","12","","0","0.5","","1009803","0","1009803035"
"lsv_smile2","1","102011","3","lsv_idle_normal","0","0","","1009803","0.2","1009803036"
"","","2","93","","","","","1009803","","1009803037"
"0","","103611","4","","","","","1009803","","1009803038"
"lsv_walk","","103611","3","","0.2","1","","1009803","","1009803039"
"200","0","103611","2","0.5","","-235","","1009803","","1009803040"
"","","0.5","93","","","","","1009803","","1009803041"
"lsv_idle_normal","","103611","3","","0.2","1","","1009803","","1009803042"
"","","0","93","","","","","1009803","","1009803043"
"1","","103611","4","","","","","1009803","","1009803044"
"","","0.6","93","","","","","1009803","","1009803045"
"lsv_talk_memory_dere2","","102011","3","","0.2","1","","1009803","","1009803046"
"vo_lsv_0321","","vo_lsv","21","0","","0","","1009803","","1009803047"
"クレープ、おいしかったね～\nミミ、食べすぎちゃったかも…\nえへへ♪","1","102011","11","1","0","10","0","1009803","0","1009803048"
"","","0","91","","","","","1009803","","1009803049"
"lsv_idle_memory","","102011","3","","0.2","1","","1009803","","1009803050"
"lsv_talk_normal","","100411","3","","0.2","1","","1009803","","1009803051"
"vo_lsv_0322","","vo_lsv","21","0","","0","","1009803","","1009803052"
"普通においしかったよね！\nほんと、普通に！\n…あ、いい意味でだよ？","1","100411","11","1","0","10","0","1009803","0","1009803053"
"","","0","91","","","","","1009803","","1009803054"
"lsv_idle_normal_joyR","","100411","3","","0.2","1","","1009803","","1009803055"
"lsv_idle_normal","","102011","3","","0.2","1","","1009803","","1009803056"
"lsv_talk_sad","","103611","3","","0.2","1","","1009803","","1009803057"
"vo_lsv_0323","","vo_lsv","21","0","","0","","1009803","","1009803058"
"深くは聞かないであげるよ…\nそれはそれとして、図書館では\n何もわからなかったね。","1","103611","11","1","0","10","0","1009803","0","1009803059"
"","","0","91","","","","","1009803","","1009803060"
"lsv_idle_sad","","103611","3","","0.2","1","","1009803","","1009803061"
"lsv_talk_cool_normal2_loop","","100411","3","","0.2","1","","1009803","","1009803062"
"vo_lsv_0324","","vo_lsv","21","0","","0","","1009803","","1009803063"
"まあ、あれだけの本があれば\nみゅ～ちゃんのことがわかる\n本も、いつか見つかるって！","1","100411","11","1","0","10","0","1009803","0","1009803064"
"","","0","91","","","","","1009803","","1009803065"
"lsv_idle_cool","","100411","3","","0.2","1","","1009803","","1009803066"
"lsv_talk_joy3_dere","","103611","3","","0.2","1","","1009803","","1009803067"
"vo_lsv_0325","","vo_lsv","21","0","","0","","1009803","","1009803068"
"…うん、そうだね。\nまたみんなで行ってみよっ。","1","103611","11","1","0","10","0","1009803","0","1009803069"
"","","0","91","","","","","1009803","","1009803070"
"lsv_idle_normal","","103611","3","","0.2","1","","1009803","","1009803071"
"lsv_look_talk_normal","","102011","3","","0.2","1","","1009803","","1009803072"
"vo_lsv_0326","","vo_lsv","21","0","","0","","1009803","","1009803073"
"あ、そういえば…\nおにいちゃん、図書館で本を\n借りてたよね？　どんな本？","1","102011","11","1","0","10","0","1009803","0","1009803074"
"","","0","91","","","","","1009803","","1009803075"
"lsv_choice","1","100411","3","lsv_look_idle_normal","0","0","","1009803","0.2","1009803076"
"lsv_choice","1","103611","3","lsv_look_idle_normal","0","0","","1009803","0.2","1009803077"
"lsv_choice","1","102011","3","lsv_look_idle_normal","0","0","","1009803","0.2","1009803078"
"0","","0.1","93","","","","","1009803","","1009803079"
"-420","2","100411","2","0.33","","-220","","1009803","0.2","1009803080"
"452","2","103611","2","0.33","","-235","","1009803","0.2","1009803081"
"-545","2","102011","2","0.33","","-250","","1009803","0.2","1009803082"
"0","","0","22","","0.2","1","","1009803","","1009803083"
"1009803087","","漫画。","103","","","0","","1009803","","1009803084"
"1009803111","","絵本。","103","","","0","","1009803","","1009803085"
"1009803135","","小説。","103","","","0","","1009803","","1009803086"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009803","0.2","1009803087"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009803","0.2","1009803088"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009803","0.2","1009803089"
"0","","0.1","93","","","","","1009803","","1009803090"
"-100","2","100411","2","0.33","","-220","","1009803","0.2","1009803091"
"200","2","103611","2","0.33","","-235","","1009803","0.2","1009803092"
"-270","2","102011","2","0.33","","-250","","1009803","0.2","1009803093"
"0","","0.7","93","","","","","1009803","","1009803094"
"lsv_surprise3_kira","1","100411","3","lsv_surprise3_kira_loop","0","0","","1009803","0.2","1009803095"
"vo_lsv_0327","","vo_lsv","21","0","","0","","1009803","","1009803096"
"えっ、漫画あったの！？\nミソギも読みたーい！\nにいちゃん、一緒に読もっ！","1","100411","11","1","0","10","0","1009803","0","1009803097"
"","","0","91","","","","","1009803","","1009803098"
"lsv_idle_joy_dere","","100411","3","","0.2","1","","1009803","","1009803099"
"lsv_talk_guts2_joy2","1","102011","3","lsv_talk_guts2_joy2_loop","0","0","","1009803","0.2","1009803100"
"vo_lsv_0328","","vo_lsv","21","0","","0","","1009803","","1009803101"
"ミミも読みた～い！","1","102011","11","1","0","10","0","1009803","0","1009803102"
"","","0","91","","","","","1009803","","1009803103"
"lsv_idle_guts2_joy2","","102011","3","","0.2","1","","1009803","","1009803104"
"lsv_talk_joy3_shy","","103611","3","","0.2","1","","1009803","","1009803105"
"vo_lsv_0329","","vo_lsv","21","0","","0","","1009803","","1009803106"
"もう、みんなして…\n……あの、私もいいですか？","1","103611","11","1","0","10","0","1009803","0","1009803107"
"","","0","91","","","","","1009803","","1009803108"
"lsv_idle_joy_shy","","103611","3","","0.2","1","","1009803","","1009803109"
"","","1009803161","101","","","","","1009803","","1009803110"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009803","0.2","1009803111"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009803","0.2","1009803112"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009803","0.2","1009803113"
"0","","0.1","93","","","","","1009803","","1009803114"
"-100","2","100411","2","0.33","","-220","","1009803","0.2","1009803115"
"200","2","103611","2","0.33","","-235","","1009803","0.2","1009803116"
"-270","2","102011","2","0.33","","-250","","1009803","0.2","1009803117"
"0","","0.7","93","","","","","1009803","","1009803118"
"lsv_talk_joy3_blink","","102011","3","","0.2","1","","1009803","","1009803119"
"vo_lsv_0330","","vo_lsv","21","0","","0","","1009803","","1009803120"
"わぁっ、絵本？\nミミも読んだことある\nお話かな～？","1","102011","11","1","0","10","0","1009803","0","1009803121"
"","","0","91","","","","","1009803","","1009803122"
"lsv_idle_normal_joyR","","102011","3","","0.2","1","","1009803","","1009803123"
"lsv_talk_doya","1","103611","3","lsv_talk_doya_loop","0","0","","1009803","0.2","1009803124"
"vo_lsv_0331","","vo_lsv","21","0","","0","","1009803","","1009803125"
"絵本には教訓になる\nお話が多いですからね。\nきっといいお勉強になります。","1","103611","11","1","0","10","0","1009803","0","1009803126"
"","","0","91","","","","","1009803","","1009803127"
"lsv_idle_doya","","103611","3","","0.2","1","","1009803","","1009803128"
"lsv_talk_guts2","1","100411","3","lsv_talk_guts2_loop","0","0","","1009803","0.2","1009803129"
"vo_lsv_0332","","vo_lsv","21","0","","0","","1009803","","1009803130"
"せっかくだし、みゅ～ちゃんに\n読み聞かせをしてあげようよ！\n誰が一番上手いか競争だー！","1","100411","11","1","0","10","0","1009803","0","1009803131"
"","","0","91","","","","","1009803","","1009803132"
"lsv_idle_normal","","100411","3","","0.2","1","","1009803","","1009803133"
"","","1009803161","101","","","","","1009803","","1009803134"
"lsv_choice","1","100411","3","lsv_idle_normal_worry","0","0","","1009803","0.2","1009803135"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009803","0.2","1009803136"
"lsv_choice","1","102011","3","lsv_idle_normal_joyR","0","0","","1009803","0.2","1009803137"
"0","","0.1","93","","","","","1009803","","1009803138"
"-100","2","100411","2","0.33","","-220","","1009803","0.2","1009803139"
"200","2","103611","2","0.33","","-235","","1009803","0.2","1009803140"
"-270","2","102011","2","0.33","","-250","","1009803","0.2","1009803141"
"0","","0.7","93","","","","","1009803","","1009803142"
"lsv_talk_doya","1","103611","3","lsv_talk_doya_loop","0","0","","1009803","0.2","1009803143"
"vo_lsv_0333","","vo_lsv","21","0","","0","","1009803","","1009803144"
"せっかくの図書館ですからね。\n自分の知識になる本を借りる\nのはとてもいいと思いますよ。","1","103611","11","1","0","10","0","1009803","0","1009803145"
"","","0","91","","","","","1009803","","1009803146"
"lsv_idle_surprise","","103611","3","","0.2","1","","1009803","","1009803147"
"lsv_idle_surprise","","102011","3","","0.2","1","","1009803","","1009803148"
"lsv_talk_tsun_guru","","100411","3","","0.2","1","","1009803","","1009803149"
"vo_lsv_0334","","vo_lsv","21","0","","0","","1009803","","1009803150"
"小説…\n文字、文字ばっかりの本…！\nううう…う～ん…がくっ。","1","100411","11","1","0","10","0","1009803","0","1009803151"
"","","0","91","","","","","1009803","","1009803152"
"lsv_gaku","1","100411","3","lsv_gaku_loop","0.2","0","","1009803","0.2","1009803153"
"lsv_idle_bitter_sad","","103611","3","","0.2","1","","1009803","","1009803154"
"lsv_talk_surprise2","","102011","3","","0.2","1","","1009803","","1009803155"
"vo_lsv_0335","","vo_lsv","21","0","","0","","1009803","","1009803156"
"ミ、ミソギちゃ～ん！\nしっかりして～！","1","102011","11","1","0","10","0","1009803","0","1009803157"
"","","0","91","","","","","1009803","","1009803158"
"lsv_idle_sad","","102011","3","","0.2","1","","1009803","","1009803159"
"","","1009803161","101","","","","","1009803","","1009803160"
"","","0","91","","","","","1009803","","1009803161"
"","","","102","","","","","1009803","","1009803162"
"0.2","","0","22","","","","","1009803","","1009803163"
"","","0.2","93","","","","","1009803","","1009803164"
"1","0","103611","12","0","0","1","0","1009803","0","1009803165"
"lsv_talk_tsun_shy","","103611","3","","0.2","1","","1009803","","1009803166"
"0","","3","93","","","","","1009803","","1009803167"
"lsv_idle_normal_bitter","","103611","3","","0.2","1","","1009803","","1009803168"
"4","0","100411","12","0","0","1","0","1009803","0","1009803169"
"lsv_surprise3_surprise","1","100411","3","lsv_surprise3_surprise_loop","0","0","","1009803","0.2","1009803170"
"0","","3","93","","","","","1009803","","1009803171"
"lsv_idle_sad_normal","","100411","3","","0.2","1","","1009803","","1009803172"
"10","0","102011","12","0","0","1","0","1009803","0","1009803173"
"lsv_talk_joy3_blink","","102011","3","","0.2","1","","1009803","","1009803174"
"0","","3","93","","","","","1009803","","1009803175"
"lsv_idle_joy","","102011","3","","0.2","1","","1009803","","1009803176"
"","","1009803165","101","","","","","1009803","","1009803177"
"1","0","333","6","1","1","1","","1009803","0","1009803178"
"1","","100411","4","","","","","1009803","","1009803179"
"lsv_run","","100411","3","","0.2","1","","1009803","","1009803180"
"-750","0","100411","2","0.8","","-220","","1009803","","1009803181"
"0","","103611","4","","","","","1009803","","1009803182"
"lsv_run","","103611","3","","0.2","1","","1009803","","1009803183"
"750","0","103611","2","0.8","","-235","","1009803","","1009803184"
"1","","102011","4","","","","","1009803","","1009803185"
"lsv_run","","102011","3","","0.2","1","","1009803","","1009803186"
"-850","0","102011","2","0.8","","-250","","1009803","","1009803187"
"","","0.6","93","","","","","1009803","","1009803188"
"1","0","100411","6","1","0.2","1","","1009803","0","1009803189"
"1","0","103611","6","1","0.2","1","","1009803","0","1009803190"
"1","0","102011","6","1","0.2","1","","1009803","0","1009803191"
"","","0","91","","","","","1009803","","1009803192"
"102011","-495","1","1","-200","1.95","102","lsv_idle_normal","1009804","0","1009804001"
"103611","-480","1","1","100","1.95","100","lsv_idle_normal","1009804","1","1009804002"
"100411","-510","1","1","270","1.95","101","lsv_idle_normal","1009804","1","1009804003"
"333","0","1","5","0","1","0","lsv_white_loop","1009804","0","1009804004"
"1","0","333","6","1","0","1","","1009804","0","1009804005"
"1","0","102011","6","1","0","1","","1009804","0","1009804006"
"1","0","103611","6","1","0","1","","1009804","0","1009804007"
"1","0","100411","6","1","0","1","","1009804","0","1009804008"
"0","","1","93","","","","","1009804","","1009804009"
"1","0.4","333","6","1","0.8","1","","1009804","0","1009804010"
"lsv_jump2","1","102011","3","lsv_idle_normal","0.2","0","","1009804","0.2","1009804011"
"lsv_jump2","1","103611","3","lsv_idle_normal","0.2","0","","1009804","0.2","1009804012"
"lsv_jump2","1","100411","3","lsv_idle_normal","0.2","0","","1009804","0.2","1009804013"
"","","0.3","93","","","","","1009804","","1009804014"
"-200","0","102011","2","0.75","","-235","","1009804","","1009804015"
"100","0","103611","2","0.75","","-220","","1009804","","1009804016"
"270","0","100411","2","0.75","","-250","","1009804","","1009804017"
"1","1","102011","6","1","0.4","1","","1009804","0","1009804018"
"1","1","103611","6","1","0.4","1","","1009804","0","1009804019"
"1","1","100411","6","1","0.4","1","","1009804","0","1009804020"
"6","","102011","12","0","0","0.2","","1009804","0","1009804021"
"6","","103611","12","0","0","0.2","","1009804","0","1009804022"
"6","","100411","12","0","0","0.2","","1009804","0","1009804023"
"0","","1.2","93","","","","","1009804","","1009804024"
"lsv_talk_cool_normal2","1","100411","3","lsv_talk_cool_normal2_loop","0","0","","1009804","0.2","1009804025"
"vo_lsv_0421","","vo_lsv","21","0","","0","","1009804","","1009804026"
"今日の宿題は楽しかったなー\n勉強もこういう感じのばっかり\nだったらよかったのにっ。","1","100411","11","1","0","10","0","1009804","0","1009804027"
"","","0","91","","","","","1009804","","1009804028"
"lsv_idle_cool","","100411","3","","0.2","1","","1009804","","1009804029"
"lsv_talk_wish_joy","","102011","3","","0.2","1","","1009804","","1009804030"
"vo_lsv_0422","","vo_lsv","21","0","","0","","1009804","","1009804031"
"ミソギちゃんの貯金箱、\nかっこよかったもんね～♪","1","102011","11","1","0","10","0","1009804","0","1009804032"
"","","0","91","","","","","1009804","","1009804033"
"lsv_idle_wish_joy","","102011","3","","0.2","1","","1009804","","1009804034"
"lsv_talk_thinking","","103611","3","","0.2","1","","1009804","","1009804035"
"vo_lsv_0423","","vo_lsv","21","0","","0","","1009804","","1009804036"
"私はちょっと悩んじゃったな…\n知識や知性を表現しようと\nしたんだけど…","1","103611","11","1","0","10","0","1009804","0","1009804037"
"","","0","91","","","","","1009804","","1009804038"
"lsv_idle_normal","","103611","3","","0.2","1","","1009804","","1009804039"
"lsv_talk_arm_crossed2","1","100411","3","lsv_talk_arm_crossed_loop2","0","0","","1009804","0.2","1009804040"
