ddd2dc90cb4e2aca39f2ae7ccae1e727ea8422d97a2bdc5b56c0fd7e347b88cc,1044319fd232c61d647419f84fd64c2b34e04f284f1073d69e29afde3898260d,07074b991a457cd446e2924250a6c4f51f60f4863701cde7caefd42da9af789d,3147dcef27b734becdabbd0fd6f33b14fed6f580ac5eccaa55710b930ffed6e5,0c16c4f4fcc926f95f9214fb5234779f0d59e7d48f6e01972cd0094edaadaeea,bbcf130b2a06e1e8af762aed03dadbf2946546f36d35e4a887468bbef12466eb,3cd816e3db14e32b7035392008b213e50f23c9c3ba81fc29b7b9eae121f6e628,118d4d21ce98f51442479489e4af46ebc37ede0c2a831b3b8f915145b840fd55,bb8e809e3af5d4736444eeb635034c4883fb0989282776a197785697d4de576f,324dcb6443504ed937e5ea45f4b919ed242522311d5e34a9800293f40bfe13aa,c40288f98c9261902a480acfaccbb6ffe4490d35efcb92e958030add270c6210,1a6d68f2b1203e68383a27001da7763e63693ef5f3a20477be8fccfa24d7e350
"255","0","0","111501","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","15","1003","5029411"
"256","0","0","108501","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","108501","1004","5009401"
"257","0","1","108401","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","1003003","1002","5009402"
"258","0","0","108601","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","10","1001","5009403"
"259","0","0","108501","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","20","1001","5009404"
"260","0","0","108401","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","30","1001","5009405"
"261","0","0","108601","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","2","1003","5009406"
"262","0","0","108601","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","3","1003","5009407"
"263","0","0","108501","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","4","1003","5009408"
"264","0","0","108501","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","5","1003","5009409"
"265","0","0","108401","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","6","1003","5009410"
"266","0","0","108401","2019/12/23 20:59:59","0","2019/12/16 12:00:00","0","10030","8","1003","5009411"
"267","0","0","112101","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","112101","1004","5031401"
"268","0","1","112001","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","1003103","1002","5031402"
"269","0","0","111901","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","10","1001","5031403"
"270","0","0","112001","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","20","1001","5031404"
"271","0","0","111801","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","30","1001","5031405"
"272","0","0","111801","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","2","1003","5031406"
"273","0","0","112001","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","4","1003","5031407"
"274","0","0","111901","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","7","1003","5031408"
"275","0","0","112101","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","10","1003","5031409"
"276","0","0","112101","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","13","1003","5031410"
"277","0","0","112101","2020/01/15 20:59:59","0","2019/12/31 12:00:00","0","10031","15","1003","5031411"
"278","0","0","112301","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","112301","1004","5033401"
"279","0","1","112201","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","1003303","1002","5033402"
"280","0","0","112201","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","10","1001","5033403"
"281","0","0","112301","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","20","1001","5033404"
"282","0","0","112301","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","30","1001","5033405"
"283","0","0","112201","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","2","1003","5033406"
"284","0","0","112301","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","4","1003","5033407"
"285","0","0","112201","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","7","1003","5033408"
"286","0","0","112301","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","10","1003","5033409"
"287","0","0","112201","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","13","1003","5033410"
"288","0","0","112201","2020/02/13 20:59:59","0","2020/01/31 12:00:00","0","10033","14","1003","5033411"
"299","0","0","108901","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","108901","1004","5010401"
"300","0","1","108801","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","1003203","1002","5010402"
"301","0","0","108901","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","10","1001","5010403"
"302","0","0","108701","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","20","1001","5010404"
"303","0","0","108801","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","30","1001","5010405"
"304","0","0","108801","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","2","1003","5010406"
"305","0","0","108901","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","3","1003","5010407"
"306","0","0","108701","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","4","1003","5010408"
"307","0","0","108901","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","5","1003","5010409"
"308","0","0","108801","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","6","1003","5010410"
"309","0","0","108701","2020/01/24 20:59:59","0","2020/01/17 12:00:00","0","10032","8","1003","5010411"
"310","0","0","112601","2020/03/21 20:59:59","0","2020/02/29 12:00:00","0","10035","112601","1004","5035401"
"311","0","1","112601","2020/03/21 20:59:59","0","2020/02/29 12:00:00","0","10035","1003503","1002","5035402"
"312","0","0","112601","2020/03/21 20:59:59","0","2020/02/29 12:00:00","0","10035","10","1001","5035403"
"313","0","0","112501","2020/03/21 20:59:59","0","2020/02/29 12:00:00","0","10035","20","1001","5035404"
"314","0","0","112401","2020/03/21 20:59:59","0","2020/02/29 12:00:00","0","10035","30","1001","5035405"
"315","0","0","112401","2020/03/21 20:59:59","0","2020/02/29 12:00:00","0","10035","2","1003","5035406"
"316","0","0","112501","2020/03/21 20:59:59","0","2020/02/29 12:00:00","0","10035","4","1003","5035407"
"317","0","0","112601","2020/03/21 20:59:59","0","2020/02/29 12:00:00","0","10035","7","1003","5035408"
"318","0","1","112501","2020/03/21 20:59:59","0","2020/03/12 15:00:00","0","10036","1003603","1002","5036402"
"319","0","0","112601","2020/03/21 20:59:59","0","2020/03/12 15:00:00","0","10036","10","1001","5036403"
"320","0","0","112501","2020/03/21 20:59:59","0","2020/03/12 15:00:00","0","10036","20","1001","5036404"
"321","0","0","112401","2020/03/21 20:59:59","0","2020/03/12 15:00:00","0","10036","30","1001","5036405"
"322","0","0","112401","2020/03/21 20:59:59","0","2020/03/12 15:00:00","0","10036","14","1003","5036406"
"323","0","0","112501","2020/03/21 20:59:59","0","2020/03/12 15:00:00","0","10036","16","1003","5036407"
"324","0","0","112601","2020/03/21 20:59:59","0","2020/03/12 15:00:00","0","10036","19","1003","5036408"
"327","0","0","112401","2020/03/21 20:59:59","0","2020/03/12 15:00:00","0","10036","22","1003","5036411"
"332","0","0","109001","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","109001","1004","5011401"
"333","0","1","101101","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","1003403","1002","5011402"
"334","0","0","101101","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","10","1001","5011403"
"335","0","0","109101","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","20","1001","5011404"
"336","0","0","109001","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","30","1001","5011405"
"337","0","0","109101","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","2","1003","5011406"
"338","0","0","109001","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","3","1003","5011407"
"339","0","0","109101","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","4","1003","5011408"
"340","0","0","109001","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","5","1003","5011409"
"341","0","0","101101","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","6","1003","5011410"
"342","0","0","109101","2020/02/22 20:59:59","0","2020/02/15 12:00:00","0","10034","8","1003","5011411"
"10037001","0","1","101401","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","1003703","1002","5012402"
"10037002","0","0","105501","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","10","1001","5012403"
"10037003","0","0","101401","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","20","1001","5012404"
"10037004","0","0","101401","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","30","1001","5012405"
"10037005","0","0","101401","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","2","1003","5012406"
"10037006","0","0","101401","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","3","1003","5012407"
"10037007","0","0","101401","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","4","1003","5012408"
"10037008","0","0","105501","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","5","1003","5012409"
"10037009","0","0","105501","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","6","1003","5012410"
"10037010","0","0","101401","2020/03/24 20:59:59","0","2020/03/17 12:00:00","0","10037","8","1003","5012411"
"10038001","0","1","110801","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","1003803","1002","5038402"
"10038002","0","0","110901","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","10","1001","5038403"
"10038003","0","0","111001","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","20","1001","5038404"
"10038004","0","0","110801","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","30","1001","5038405"
"10038005","0","0","111001","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","2","1003","5038406"
"10038006","0","0","110901","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","4","1003","5038407"
"10038007","0","0","110901","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","7","1003","5038408"
"10038008","0","0","110801","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","10","1003","5038409"
"10038009","0","0","111001","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","13","1003","5038410"
"10038010","0","0","110901","2020/04/14 20:59:59","0","2020/03/31 12:00:00","0","10038","15","1003","5038411"
"10039001","0","0","109301","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","109301","1004","5013401"
"10039002","0","1","109201","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","1003903","1002","5013402"
"10039003","0","0","109301","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","10","1001","5013403"
"10039004","0","0","109401","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","20","1001","5013404"
"10039005","0","0","109201","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","30","1001","5013405"
"10039006","0","0","109201","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","2","1003","5013406"
"10039007","0","0","109401","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","3","1003","5013407"
"10039008","0","0","109301","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","4","1003","5013408"
"10039009","0","0","109201","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","5","1003","5013409"
"10039010","0","0","109401","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","6","1003","5013410"
"10039011","0","0","109201","2020/04/24 20:59:59","0","2020/04/17 12:00:00","0","10039","8","1003","5013411"
"10040001","0","1","102601","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","1004003","1002","5040402"
"10040002","0","0","105201","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","10","1001","5040403"
"10040003","0","0","102601","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","20","1001","5040404"
"10040004","0","0","103301","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","30","1001","5040405"
"10040005","0","0","102601","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","2","1003","5040406"
"10040006","0","0","103301","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","4","1003","5040407"
"10040007","0","0","105201","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","7","1003","5040408"
"10040008","0","0","103801","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","10","1003","5040409"
"10040009","0","0","103301","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","13","1003","5040410"
"10040010","0","0","102601","2020/05/14 20:59:59","0","2020/04/30 12:00:00","0","10040","15","1003","5040411"
"10041001","0","1","105301","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","1004103","1002","5015402"
"10041002","0","0","105301","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","10","1001","5015403"
"10041003","0","0","109501","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","20","1001","5015404"
"10041004","0","0","109601","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","30","1001","5015405"
"10041005","0","0","109501","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","2","1003","5015406"
"10041006","0","0","109501","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","3","1003","5015407"
"10041007","0","0","105301","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","4","1003","5015408"
"10041008","0","0","109601","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","5","1003","5015409"
"10041009","0","0","109601","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","6","1003","5015410"
"10041010","0","0","105301","2020/05/25 20:59:59","0","2020/05/18 12:00:00","0","10041","8","1003","5015411"
"10042001","0","0","113001","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","113001","1004","5042401"
"10042002","0","1","112901","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","1004203","1002","5042402"
"10042003","0","0","106701","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","10","1001","5042403"
"10042004","0","0","900103","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","20","1001","5042404"
"10042005","0","0","112901","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","30","1001","5042405"
"10042006","0","0","101101","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","3","1003","5042426"
"10042007","1","0","112901","2020/06/14 20:59:59","5042001","2020/05/31 12:00:00","0","10042","3","1003","5042406"
"10042008","0","0","105501","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","7","1003","5042427"
"10042009","1","0","113001","2020/06/14 20:59:59","5042001","2020/05/31 12:00:00","0","10042","7","1003","5042407"
"10042010","0","0","100101","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","11","1003","5042428"
"10042011","1","0","900103","2020/06/14 20:59:59","5042001","2020/05/31 12:00:00","0","10042","11","1003","5042408"
"10042012","0","0","101101","2020/06/14 20:59:59","0","2020/05/31 12:00:00","0","10042","15","1003","5042431"
"10042013","1","0","112901","2020/06/14 20:59:59","5042001","2020/05/31 12:00:00","0","10042","15","1003","5042411"
"10043001","0","0","110101","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","110101","1004","5019401"
"10043002","0","1","110201","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","1004303","1002","5019402"
"10043003","0","0","110001","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","10","1001","5019403"
"10043004","0","0","110201","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","20","1001","5019404"
"10043005","0","0","110101","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","30","1001","5019405"
"10043006","0","0","110001","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","2","1003","5019406"
"10043007","0","0","110001","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","3","1003","5019407"
"10043008","0","0","110201","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","4","1003","5019408"
"10043009","0","0","110101","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","5","1003","5019409"
"10043010","0","0","110101","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","6","1003","5019410"
"10043011","0","0","110201","2020/06/23 20:59:59","0","2020/06/16 12:00:00","0","10043","8","1003","5019411"
"10044001","0","0","113201","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","113201","1004","5044401"
"10044002","0","1","113201","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","1004403","1002","5044402"
"10044003","0","0","113201","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","10","1001","5044403"
"10044004","0","0","113301","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","20","1001","5044404"
"10044005","0","0","113101","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","30","1001","5044405"
"10044006","0","0","105601","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","2","1003","5044426"
"10044007","0","0","100901","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","4","1003","5044427"
"10044008","0","0","101301","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","7","1003","5044428"
"10044009","0","0","105601","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","10","1003","5044429"
"10044010","0","0","101301","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","13","1003","5044430"
"10044011","0","0","105601","2020/07/14 20:59:59","0","2020/06/30 12:00:00","0","10044","15","1003","5044431"
"10044012","1","0","113101","2020/07/14 20:59:59","5044001","2020/06/30 12:00:00","0","10044","2","1003","5044406"
"10044013","1","0","113201","2020/07/14 20:59:59","5044001","2020/06/30 12:00:00","0","10044","4","1003","5044407"
"10044014","1","0","113301","2020/07/14 20:59:59","5044001","2020/06/30 12:00:00","0","10044","7","1003","5044408"
"10044015","1","0","113101","2020/07/14 20:59:59","5044001","2020/06/30 12:00:00","0","10044","10","1003","5044409"
"10044016","1","0","113301","2020/07/14 20:59:59","5044001","2020/06/30 12:00:00","0","10044","13","1003","5044410"
"10044017","1","0","113101","2020/07/14 20:59:59","5044001","2020/06/30 12:00:00","0","10044","15","1003","5044411"
"10045001","0","0","110501","2020/07/22 20:59:59","0","2020/07/16 12:00:00","0","10045","110501","1004","5021401"
"10045002","0","1","110401","2020/07/22 20:59:59","0","2020/07/16 12:00:00","0","10045","1004503","1002","5021402"
"10045003","0","0","110501","2020/07/22 20:59:59","0","2020/07/16 12:00:00","0","10045","10","1001","5021403"
"10045004","0","0","110401","2020/07/22 20:59:59","0","2020/07/16 12:00:00","0","10045","20","1001","5021404"
"10045005","0","0","110601","2020/07/22 20:59:59","0","2020/07/16 12:00:00","0","10045","30","1001","5021405"
"10045006","0","0","110601","2020/07/22 20:59:59","0","2020/07/16 12:00:00","0","10045","2","1003","5021406"
"10045007","0","0","110401","2020/07/22 20:59:59","0","2020/07/16 12:00:00","0","10045","3","1003","5021407"
"10045008","0","0","110501","2020/07/22 20:59:59","0","2020/07/16 12:00:00","0","10045","4","1003","5021408"
