b5968f3e4f7b4b6d287342d026c79c7a46c4097f85c043b1c090383ed89218d7,8f1dc7f5448a45269f58d7c5315cbf0fe96fb63884f8a9747579dd23a8f64920,f19e238f8e563fe433a913336cab2ca040915202006ce1fe7aaf0927a9cbefd6,97bd831064b6d03d0669f657d015bd919e666923add3dec5b1bf3baaf57cfdbe,e5fbe4b6df4b00a53e4d95bfaf248cbcafc8f483a1dbb97de0d2dd27e671a8c8,8979b2ea893e2dca7fe3b4910d947703817dbf3407a9e1ef85e2d015dbdf97e3,4244fbbacd3aaa7e420a7e615291283c0d12c7fb632b311c0e34e585ff15aaa6,415c7923ebe00a91b10cd5b2d917c8768fa4aed6912c96cddfacb411fee3613e,5f4601d0b74feb932347eb5f800cb5890fe570d9f11d7dbb21f2889538711006,4d32aa2cc5495cf3c90feb4a940798d439fa18848856e8885587e4010b412ce9,598a44217c41dffbb26323b6865d313bf9c9275ba04611f1d1ecf94feaf5fb30
"31","1","","","-850","7","1","-125","1","869","18690006"
"31","1","","","-1100","1","1","-250","2","869","18690007"
"2","","","","-125","110511","","10","1750","869","18690008"
"2","","","","-250","110011","","10","1500","869","18690009"
"2","","","","-125","1","","10","1750","869","18690010"
"2","","","","-250","2","","10","1500","869","18690011"
"33","","","","-125","1","","10","1750","869","18690012"
"33","","","","-250","2","","10","1500","869","18690013"
"23","","","","","se_10053800","","","se_fpc_water_random","870","18700001"
"1","1.75","1","cmn_float","22","1","-180","-1100","110111","870","18700002"
"1","1.75","0","cmn_float","12","1","-125","-1350","117111","870","18700003"
"1","1.75","0","cmn_float","22","1","-180","-1600","127011","870","18700004"
"31","1","","","-1070","6","1","-180","2","870","18700005"
"31","1","","","-1350","6","1","-125","3","870","18700006"
"31","1","","","-1600","6","1","-180","4","870","18700007"
"2","","","","-180","110111","","13.5","1500","870","18700008"
"2","","","","-125","117111","","13.5","1250","870","18700009"
"2","","","","-180","127011","","13.5","1000","870","18700010"
"33","","","","-180","2","","13.5","1530","870","18700011"
"33","","","","-125","3","","13.5","1250","870","18700012"
"33","","","","-180","4","","13.5","1000","870","18700013"
"93","","","","","2.7","","","","870","18700014"
"21","","","","","vo_fpc","","0","vo_fpc_87001","870","18700015"
"23","","","","","se_10053800","","","se_fpc_water_random","871","18710001"
"1","1.75","0","cmn_swm_breastStroke","12","1","-125","-850","122511","871","18710002"
"1","1.75","0","cmn_swm_breastStroke","32","1","-250","-1100","117411","871","18710003"
"31","1","","","-850","2","1","-125","1","871","18710004"
"31","1","","","-1100","2","1","-250","2","871","18710005"
"2","","","","-125","122511","","10","1750","871","18710006"
"2","","","","-250","117411","","10","1500","871","18710007"
"33","","","","-125","1","","10","1750","871","18710008"
"33","","","","-250","2","","10","1500","871","18710009"
"23","","","","","se_10053800","","","se_fpc_water_random","872","18720001"
"1","1.75","0","cmn_boat_relax_l","23","1","-180","-850","110311","872","18720002"
"1","1.75","0","cmn_boat_relax","23","1","-180","-1200","126711","872","18720003"
"5","1.75","0","cmn_boat_idle_blue","22","2","-180","-850","1","872","18720004"
"5","1.75","0","cmn_boat_idle_l","22","2","-180","-1200","2","872","18720005"
"31","1","","","-850","116","1","-180","1","872","18720006"
"31","1","","","-1200","116","1","-180","2","872","18720007"
"2","","","","-180","110311","","13.5","1750","872","18720008"
"2","","","","-180","126711","","13.5","1400","872","18720009"
"2","","","","-180","1","","13.5","1750","872","18720010"
"2","","","","-180","2","","13.5","1400","872","18720011"
"33","","","","-180","1","","13.5","1750","872","18720012"
"33","","","","-180","2","","13.5","1400","872","18720013"
"93","","","","","2.7","","","","872","18720014"
"21","","","","","vo_fpc","","0","vo_fpc_87201","872","18720015"
"23","","","","","se_10053800","","","se_fpc_water_random","873","18730001"
"1","1.75","0","cmn_swm_breastStroke","12","1","-125","-850","110411","873","18730002"
"1","1.75","0","cmn_swm_breastStroke","32","1","-250","-1100","115711","873","18730003"
"31","1","","","-850","2","1","-125","1","873","18730004"
"31","1","","","-1100","2","1","-250","2","873","18730005"
"2","","","","-125","110411","","10","1750","873","18730006"
"2","","","","-250","115711","","10","1500","873","18730007"
"33","","","","-125","1","","10","1750","873","18730008"
"33","","","","-250","2","","10","1500","873","18730009"
"23","","","","","se_10053800","","","se_fpc_water_random","874","18740001"
"1","1.75","1","cmn_float","22","1","-180","-1100","110411","874","18740002"
"1","1.75","0","cmn_float","12","1","-125","-1350","122611","874","18740003"
"31","1","","","-1070","6","1","-180","2","874","18740004"
"31","1","","","-1350","6","1","-125","3","874","18740005"
"2","","","","-180","110411","","13.5","1500","874","18740006"
"2","","","","-125","122611","","13.5","1250","874","18740007"
"33","","","","-180","2","","13.5","1530","874","18740008"
"33","","","","-125","3","","13.5","1250","874","18740009"
"93","","","","","2.6","","","","874","18740010"
"21","","","","","vo_fpc","","0","vo_fpc_87401","874","18740011"
"23","","","","","se_10053800","","","se_fpc_water_random","875","18750001"
"1","1.75","0","cmn_swm_diving","12","1","-125","-850","108011","875","18750002"
"1","1.75","0","cmn_swm_diving","22","1","-180","-1100","129411","875","18750003"
"31","1","","","-850","9","1","-125","1","875","18750004"
"31","1","","","-1100","9","1","-180","2","875","18750005"
"2","","","","-125","108011","","13.5","1750","875","18750006"
"2","","","","-180","129411","","13.5","1500","875","18750007"
"33","","","","-125","1","","13.5","1750","875","18750008"
"33","","","","-180","2","","13.5","1500","875","18750009"
"23","","","","","se_10053800","","","se_fpc_water_random","876","18760001"
"1","1.75","1","cmn_float","22","1","-180","-1100","117111","876","18760002"
"1","1.75","0","cmn_float","12","1","-125","-1350","129311","876","18760003"
"31","1","","","-1070","6","1","-180","2","876","18760004"
"31","1","","","-1350","6","1","-125","3","876","18760005"
"2","","","","-180","117111","","13.5","1500","876","18760006"
"2","","","","-125","129311","","13.5","1250","876","18760007"
"33","","","","-180","2","","13.5","1530","876","18760008"
"33","","","","-125","3","","13.5","1250","876","18760009"
"93","","","","","2.8","","","","876","18760010"
"21","","","","","vo_fpc","","0","vo_fpc_87601","876","18760011"
"23","","","","","se_10053800","","","se_fpc_water_random","877","18770001"
"1","1.75","0","cmn_crawl","12","1","-125","-850","117211","877","18770002"
"1","1.75","0","cmn_crawl","32","1","-250","-1100","117311","877","18770003"
"1","1.75","0","cmn_crawl","12","1","-125","-1350","117411","877","18770004"
"1","1.75","0","cmn_swm_diving","32","1","-250","-1600","129511","877","18770005"
"31","1","","","-850","7","1","-125","1","877","18770006"
"31","1","","","-1100","1","1","-250","2","877","18770007"
"31","1","","","-1350","7","1","-125","3","877","18770008"
"31","1","","","-1600","9","1","-250","4","877","18770009"
"2","","","","-125","117211","","10","1750","877","18770010"
"2","","","","-250","117311","","10","1500","877","18770011"
"2","","","","-125","117411","","10","1250","877","18770012"
"2","","","","-250","129511","","10","1000","877","18770013"
"33","","","","-125","1","","10","1750","877","18770014"
"33","","","","-250","2","","10","1500","877","18770015"
"33","","","","-125","3","","10","1250","877","18770016"
"33","","","","-250","4","","10","1000","877","18770017"
"23","","","","","se_10053800","","","se_fpc_water_random","878","18780001"
"1","1.75","0","cmn_swm_tread","13","1","-125","-850","110611","878","18780002"
"1","1.75","0","cmn_swm_tread","33","1","-250","-1100","129511","878","18780003"
"5","1.75","0","cmn_swm_tread_pink","12","1","-125","-850","1","878","18780004"
"5","1.75","0","cmn_swm_tread_blue","32","1","-250","-1100","2","878","18780005"
"31","1","","","-850","13","1","-125","1","878","18780006"
"31","1","","","-1100","3","1","-250","2","878","18780007"
"2","","","","-125","110611","","13.5","1750","878","18780008"
"2","","","","-250","129511","","13.5","1500","878","18780009"
"2","","","","-125","1","","13.5","1750","878","18780010"
"2","","","","-250","2","","13.5","1500","878","18780011"
"33","","","","-125","1","","13.5","1750","878","18780012"
"33","","","","-250","2","","13.5","1500","878","18780013"
"23","","","","","se_10053800","","","se_fpc_water_random","879","18790001"
"1","1.75","1","cmn_float","22","1","-180","-1100","107611","879","18790002"
"1","1.75","0","cmn_float","12","1","-125","-1350","122611","879","18790003"
"31","1","","","-1070","6","1","-180","2","879","18790004"
"31","1","","","-1350","6","1","-125","3","879","18790005"
"2","","","","-180","107611","","13.5","1500","879","18790006"
"2","","","","-125","122611","","13.5","1250","879","18790007"
"33","","","","-180","2","","13.5","1530","879","18790008"
"33","","","","-125","3","","13.5","1250","879","18790009"
"93","","","","","2.6","","","","879","18790010"
"21","","","","","vo_fpc","","0","vo_fpc_87901","879","18790011"
"23","","","","","se_10053800","","","se_fpc_water_random","880","18800001"
"1","1.75","1","cmn_float","22","1","-180","-1100","110311","880","18800002"
"1","1.75","1","04_misogi_float_loop","12","1","-125","-1350","129311","880","18800003"
"31","1","","","-1070","6","1","-180","2","880","18800004"
"31","1","","","-1350","6","1","-125","3","880","18800005"
"2","","","","-180","110311","","13.5","1500","880","18800006"
"2","","","","-125","129311","","13.5","1250","880","18800007"
"33","","","","-180","2","","13.5","1530","880","18800008"
"33","","","","-125","3","","13.5","1250","880","18800009"
"93","","","","","2.5","","","","880","18800010"
"21","","","","","vo_fpc","","0","vo_fpc_88001","880","18800011"
"23","","","","","se_10053800","","","se_fpc_water_random","881","18810001"
"1","1.75","1","cmn_float","22","1","-180","-1100","113511","881","18810002"
"1","1.75","1","04_misogi_float_loop","12","1","-125","-1350","129311","881","18810003"
"31","1","","","-1070","6","1","-180","2","881","18810004"
"31","1","","","-1350","6","1","-125","3","881","18810005"
"2","","","","-180","113511","","13.5","1500","881","18810006"
"2","","","","-125","129311","","13.5","1250","881","18810007"
"33","","","","-180","2","","13.5","1530","881","18810008"
"33","","","","-125","3","","13.5","1250","881","18810009"
"93","","","","","2.4","","","","881","18810010"
"21","","","","","vo_fpc","","0","vo_fpc_88101","881","18810011"
"23","","","","","se_10053800","","","se_fpc_water_random","882","18820001"
"1","1.75","0","cmn_boat_relax_l","23","1","-180","-850","108011","882","18820002"
"1","1.75","0","cmn_boat_cat","23","1","-180","-1200","107911","882","18820003"
"5","1.75","0","cmn_boat_idle_blue","22","2","-180","-850","1","882","18820004"
"5","1.75","0","cmn_boat_idle_l","22","2","-180","-1200","2","882","18820005"
"31","1","","","-850","116","1","-180","1","882","18820006"
"31","1","","","-1200","116","1","-180","2","882","18820007"
"2","","","","-180","108011","","13.5","1750","882","18820008"
"2","","","","-180","107911","","13.5","1400","882","18820009"
"2","","","","-180","1","","13.5","1750","882","18820010"
"2","","","","-180","2","","13.5","1400","882","18820011"
"33","","","","-180","1","","13.5","1750","882","18820012"
"33","","","","-180","2","","13.5","1400","882","18820013"
"93","","","","","1","","","","882","18820014"
"21","","","","","vo_fpc","","0","vo_fpc_88201","882","18820015"
"23","","","","","se_10053800","","","se_fpc_water_random","883","18830001"
"1","1.75","0","10_cmn_dogscratch","12","1","-125","-850","110411","883","18830002"
"1","1.75","0","10_cmn_dogscratch","32","1","-250","-1100","110511","883","18830003"
"1","1.75","0","10_cmn_dogscratch","12","1","-125","-1350","115711","883","18830004"
"1","1.75","0","10_cmn_dogscratch","32","1","-250","-1600","122411","883","18830005"
"31","1","","","-850","117","1","-125","1","883","18830006"
"31","1","","","-1100","117","1","-250","2","883","18830007"
"31","1","","","-1350","117","1","-125","3","883","18830008"
"31","1","","","-1600","117","1","-250","4","883","18830009"
"2","","","","-125","110411","","10","1750","883","18830010"
"2","","","","-250","110511","","10","1500","883","18830011"
"2","","","","-125","115711","","10","1250","883","18830012"
"2","","","","-250","122411","","10","1000","883","18830013"
"33","","","","-125","1","","10","1750","883","18830014"
"33","","","","-250","2","","10","1500","883","18830015"
"33","","","","-125","3","","10","1250","883","18830016"
"33","","","","-250","4","","10","1000","883","18830017"
"23","","","","","se_10053800","","","se_fpc_water_random","884","18840001"
"1","1.75","1","cmn_float","22","1","-180","-1100","107511","884","18840002"
"1","1.75","0","cmn_float","12","1","-125","-1350","126611","884","18840003"
"31","1","","","-1070","6","1","-180","2","884","18840004"
"31","1","","","-1350","6","1","-125","3","884","18840005"
"2","","","","-180","107511","","13.5","1500","884","18840006"
"2","","","","-125","126611","","13.5","1250","884","18840007"
"33","","","","-180","2","","13.5","1530","884","18840008"
"33","","","","-125","3","","13.5","1250","884","18840009"
"93","","","","","2.2","","","","884","18840010"
"21","","","","","vo_fpc","","0","vo_fpc_88401","884","18840011"
"23","","","","","se_10053800","","","se_fpc_water_random","885","18850001"
"1","1.75","1","cmn_float","22","1","-180","-1100","107611","885","18850002"
"1","1.75","0","cmn_float","12","1","-125","-1350","107711","885","18850003"
"31","1","","","-1070","6","1","-180","2","885","18850004"
"31","1","","","-1350","6","1","-125","3","885","18850005"
"2","","","","-180","107611","","13.5","1500","885","18850006"
"2","","","","-125","107711","","13.5","1250","885","18850007"
"33","","","","-180","2","","13.5","1530","885","18850008"
"33","","","","-125","3","","13.5","1250","885","18850009"
"93","","","","","2.6","","","","885","18850010"
"21","","","","","vo_fpc","","0","vo_fpc_88501","885","18850011"
"23","","","","","se_10053800","","","se_fpc_water_random","886","18860001"
"1","1.75","0","cmn_boat_relax_l","23","1","-180","-850","113111","886","18860002"
"1","1.75","0","cmn_boat_relax","23","1","-180","-1200","122511","886","18860003"
"5","1.75","0","cmn_boat_idle_blue","22","2","-180","-850","1","886","18860004"
"5","1.75","0","cmn_boat_idle_l","22","2","-180","-1200","2","886","18860005"
"31","1","","","-850","116","1","-180","1","886","18860006"
"31","1","","","-1200","116","1","-180","2","886","18860007"
"2","","","","-180","113111","","13.5","1750","886","18860008"
"2","","","","-180","122511","","13.5","1400","886","18860009"
"2","","","","-180","1","","13.5","1750","886","18860010"
"2","","","","-180","2","","13.5","1400","886","18860011"
"33","","","","-180","1","","13.5","1750","886","18860012"
"33","","","","-180","2","","13.5","1400","886","18860013"
"93","","","","","2.6","","","","886","18860014"
"21","","","","","vo_fpc","","0","vo_fpc_88601","886","18860015"
"23","","","","","se_10053800","","","se_fpc_water_random","887","18870001"
"1","1.75","1","cmn_float","22","1","-180","-1100","107711","887","18870002"
"1","1.75","0","cmn_float","12","1","-125","-1350","122711","887","18870003"
"31","1","","","-1070","6","1","-180","2","887","18870004"
"31","1","","","-1350","6","1","-125","3","887","18870005"
"2","","","","-180","107711","","13.5","1500","887","18870006"
"2","","","","-125","122711","","13.5","1250","887","18870007"
"33","","","","-180","2","","13.5","1530","887","18870008"
"33","","","","-125","3","","13.5","1250","887","18870009"
"93","","","","","2.5","","","","887","18870010"
"21","","","","","vo_fpc","","0","vo_fpc_88701","887","18870011"
"23","","","","","se_10053800","","","se_fpc_water_random","889","18890001"
"1","1.49","1","09_misogi_run","12","1","-15","750","122811","889","18890002"
"2","","0","","-15","122811","","5.65","-750","889","18890003"
"93","","","","","0.5","","","","889","18890004"
"21","","","","","vo_fpc","","0","vo_fpc_88901","889","18890005"
"23","","","","","se_10053800","","","se_fpc_water_random","890","18900001"
"1","1.49","1","09_misogi_run","12","1","-15","750","107911","890","18900002"
"2","","0","","-15","107911","","5.65","-750","890","18900003"
"93","","","","","0.6","","","","890","18900004"
"21","","","","","vo_fpc","","0","vo_fpc_89001","890","18900005"
"23","","","","","se_10053800","","","se_fpc_water_random","891","18910001"
"1","1.75","1","04_misogi_flutterKick_loop","22","1","-180","1000","122411","891","18910002"
"31","1","","","1000","12","1","-180","12","891","18910003"
