8dc541d17c84051701b3f7841243f1af67188af3d3cfbf8ec41fa25190edabe9,8ab2545fe3690b2f54141f99057a135ef0d19e26c6ea4d9579799b45022f569a,b240e596788f1d7d79d868d0845d8e7e6ba572dac5168587a9a0a43e8f3a99b9,a4f5eac57d192742459e20096ed59c12b3b5e95fe471fdd2f5ebd04ac319b07e,abf8eaaa907e8f261126e42d85727bdf994b28e5ca140aeed9df969882470718,fbdfd19544053eddbef764d41de4932d5afe28aa67521e570503d10517cd63cb,ef5c230d8fb4315b9b886b63397a00d67f1871456aae4101eaa7c4d666c108c0,77947b5329b51a0857d2b40f5ae15cbc85938537badf8e1c14a6d945330e43e3,bcd524e601353d048a394747d1d576bd2dd61ad6d719993ebbb0c4da411c0f67,9c7bbe5c673de609ed469efe3acf37536df1a91f5878fc861309cae8891f0a19,0b8f6f2655e1b436c2e74559cc7bc7f26506b03c4dc93d6ce7e64b4ad41b9c95
"","1","","","0.2","1009803","3","lsv_idle_normal","","103611","1009803029"
"","","","","","1009803","93","","","0.5","1009803030"
"0","0.5","","","0","1009803","12","10","","100411","1009803031"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_smile2","1","100411","1009803032"
"0","0.5","","","0","1009803","12","10","","103611","1009803033"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_smile2","1","103611","1009803034"
"0","0.5","","","0","1009803","12","10","","102011","1009803035"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_smile2","1","102011","1009803036"
"","","","","","1009803","93","","","2","1009803037"
"","","","","","1009803","4","0","","103611","1009803038"
"","1","","","0.2","1009803","3","lsv_walk","","103611","1009803039"
"","-235","0.5","","","1009803","2","200","0","103611","1009803040"
"","","","","","1009803","93","","","0.5","1009803041"
"","1","","","0.2","1009803","3","lsv_idle_normal","","103611","1009803042"
"","","","","","1009803","93","","","0","1009803043"
"","","","","","1009803","4","1","","103611","1009803044"
"","","","","","1009803","93","","","0.6","1009803045"
"","1","","","0.2","1009803","3","lsv_talk_memory_dere2","","102011","1009803046"
"","0","0","","","1009803","21","vo_lsv_0321","","vo_lsv","1009803047"
"0","10","1","0","0","1009803","11","クレープ、おいしかったね～\nミミ、食べすぎちゃったかも…\nえへへ♪","1","102011","1009803048"
"","","","","","1009803","91","","","0","1009803049"
"","1","","","0.2","1009803","3","lsv_idle_memory","","102011","1009803050"
"","1","","","0.2","1009803","3","lsv_talk_normal","","100411","1009803051"
"","0","0","","","1009803","21","vo_lsv_0322","","vo_lsv","1009803052"
"0","10","1","0","0","1009803","11","普通においしかったよね！\nほんと、普通に！\n…あ、いい意味でだよ？","1","100411","1009803053"
"","","","","","1009803","91","","","0","1009803054"
"","1","","","0.2","1009803","3","lsv_idle_normal_joyR","","100411","1009803055"
"","1","","","0.2","1009803","3","lsv_idle_normal","","102011","1009803056"
"","1","","","0.2","1009803","3","lsv_talk_sad","","103611","1009803057"
"","0","0","","","1009803","21","vo_lsv_0323","","vo_lsv","1009803058"
"0","10","1","0","0","1009803","11","深くは聞かないであげるよ…\nそれはそれとして、図書館では\n何もわからなかったね。","1","103611","1009803059"
"","","","","","1009803","91","","","0","1009803060"
"","1","","","0.2","1009803","3","lsv_idle_sad","","103611","1009803061"
"","1","","","0.2","1009803","3","lsv_talk_cool_normal2_loop","","100411","1009803062"
"","0","0","","","1009803","21","vo_lsv_0324","","vo_lsv","1009803063"
"0","10","1","0","0","1009803","11","まあ、あれだけの本があれば\nみゅ～ちゃんのことがわかる\n本も、いつか見つかるって！","1","100411","1009803064"
"","","","","","1009803","91","","","0","1009803065"
"","1","","","0.2","1009803","3","lsv_idle_cool","","100411","1009803066"
"","1","","","0.2","1009803","3","lsv_talk_joy3_dere","","103611","1009803067"
"","0","0","","","1009803","21","vo_lsv_0325","","vo_lsv","1009803068"
"0","10","1","0","0","1009803","11","…うん、そうだね。\nまたみんなで行ってみよっ。","1","103611","1009803069"
"","","","","","1009803","91","","","0","1009803070"
"","1","","","0.2","1009803","3","lsv_idle_normal","","103611","1009803071"
"","1","","","0.2","1009803","3","lsv_look_talk_normal","","102011","1009803072"
"","0","0","","","1009803","21","vo_lsv_0326","","vo_lsv","1009803073"
"0","10","1","0","0","1009803","11","あ、そういえば…\nおにいちゃん、図書館で本を\n借りてたよね？　どんな本？","1","102011","1009803074"
"","","","","","1009803","91","","","0","1009803075"
"0.2","0","lsv_look_idle_normal","","0","1009803","3","lsv_choice","1","100411","1009803076"
"0.2","0","lsv_look_idle_normal","","0","1009803","3","lsv_choice","1","103611","1009803077"
"0.2","0","lsv_look_idle_normal","","0","1009803","3","lsv_choice","1","102011","1009803078"
"","","","","","1009803","93","0","","0.1","1009803079"
"0.2","-220","0.33","","","1009803","2","-420","2","100411","1009803080"
"0.2","-235","0.33","","","1009803","2","452","2","103611","1009803081"
"0.2","-250","0.33","","","1009803","2","-545","2","102011","1009803082"
"","1","","","0.2","1009803","22","0","","0","1009803083"
"","0","","","","1009803","103","1009803087","","漫画。","1009803084"
"","0","","","","1009803","103","1009803111","","絵本。","1009803085"
"","0","","","","1009803","103","1009803135","","小説。","1009803086"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_choice","1","100411","1009803087"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_choice","1","103611","1009803088"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_choice","1","102011","1009803089"
"","","","","","1009803","93","0","","0.1","1009803090"
"0.2","-220","0.33","","","1009803","2","-100","2","100411","1009803091"
"0.2","-235","0.33","","","1009803","2","200","2","103611","1009803092"
"0.2","-250","0.33","","","1009803","2","-270","2","102011","1009803093"
"","","","","","1009803","93","0","","0.7","1009803094"
"0.2","0","lsv_surprise3_kira_loop","","0","1009803","3","lsv_surprise3_kira","1","100411","1009803095"
"","0","0","","","1009803","21","vo_lsv_0327","","vo_lsv","1009803096"
"0","10","1","0","0","1009803","11","えっ、漫画あったの！？\nミソギも読みたーい！\nにいちゃん、一緒に読もっ！","1","100411","1009803097"
"","","","","","1009803","91","","","0","1009803098"
"","1","","","0.2","1009803","3","lsv_idle_joy_dere","","100411","1009803099"
"0.2","0","lsv_talk_guts2_joy2_loop","","0","1009803","3","lsv_talk_guts2_joy2","1","102011","1009803100"
"","0","0","","","1009803","21","vo_lsv_0328","","vo_lsv","1009803101"
"0","10","1","0","0","1009803","11","ミミも読みた～い！","1","102011","1009803102"
"","","","","","1009803","91","","","0","1009803103"
"","1","","","0.2","1009803","3","lsv_idle_guts2_joy2","","102011","1009803104"
"","1","","","0.2","1009803","3","lsv_talk_joy3_shy","","103611","1009803105"
"","0","0","","","1009803","21","vo_lsv_0329","","vo_lsv","1009803106"
"0","10","1","0","0","1009803","11","もう、みんなして…\n……あの、私もいいですか？","1","103611","1009803107"
"","","","","","1009803","91","","","0","1009803108"
"","1","","","0.2","1009803","3","lsv_idle_joy_shy","","103611","1009803109"
"","","","","","1009803","101","","","1009803161","1009803110"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_choice","1","100411","1009803111"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_choice","1","103611","1009803112"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_choice","1","102011","1009803113"
"","","","","","1009803","93","0","","0.1","1009803114"
"0.2","-220","0.33","","","1009803","2","-100","2","100411","1009803115"
"0.2","-235","0.33","","","1009803","2","200","2","103611","1009803116"
"0.2","-250","0.33","","","1009803","2","-270","2","102011","1009803117"
"","","","","","1009803","93","0","","0.7","1009803118"
"","1","","","0.2","1009803","3","lsv_talk_joy3_blink","","102011","1009803119"
"","0","0","","","1009803","21","vo_lsv_0330","","vo_lsv","1009803120"
"0","10","1","0","0","1009803","11","わぁっ、絵本？\nミミも読んだことある\nお話かな～？","1","102011","1009803121"
"","","","","","1009803","91","","","0","1009803122"
"","1","","","0.2","1009803","3","lsv_idle_normal_joyR","","102011","1009803123"
"0.2","0","lsv_talk_doya_loop","","0","1009803","3","lsv_talk_doya","1","103611","1009803124"
"","0","0","","","1009803","21","vo_lsv_0331","","vo_lsv","1009803125"
"0","10","1","0","0","1009803","11","絵本には教訓になる\nお話が多いですからね。\nきっといいお勉強になります。","1","103611","1009803126"
"","","","","","1009803","91","","","0","1009803127"
"","1","","","0.2","1009803","3","lsv_idle_doya","","103611","1009803128"
"0.2","0","lsv_talk_guts2_loop","","0","1009803","3","lsv_talk_guts2","1","100411","1009803129"
"","0","0","","","1009803","21","vo_lsv_0332","","vo_lsv","1009803130"
"0","10","1","0","0","1009803","11","せっかくだし、みゅ～ちゃんに\n読み聞かせをしてあげようよ！\n誰が一番上手いか競争だー！","1","100411","1009803131"
"","","","","","1009803","91","","","0","1009803132"
"","1","","","0.2","1009803","3","lsv_idle_normal","","100411","1009803133"
"","","","","","1009803","101","","","1009803161","1009803134"
"0.2","0","lsv_idle_normal_worry","","0","1009803","3","lsv_choice","1","100411","1009803135"
"0.2","0","lsv_idle_normal","","0","1009803","3","lsv_choice","1","103611","1009803136"
"0.2","0","lsv_idle_normal_joyR","","0","1009803","3","lsv_choice","1","102011","1009803137"
"","","","","","1009803","93","0","","0.1","1009803138"
"0.2","-220","0.33","","","1009803","2","-100","2","100411","1009803139"
"0.2","-235","0.33","","","1009803","2","200","2","103611","1009803140"
"0.2","-250","0.33","","","1009803","2","-270","2","102011","1009803141"
"","","","","","1009803","93","0","","0.7","1009803142"
"0.2","0","lsv_talk_doya_loop","","0","1009803","3","lsv_talk_doya","1","103611","1009803143"
"","0","0","","","1009803","21","vo_lsv_0333","","vo_lsv","1009803144"
"0","10","1","0","0","1009803","11","せっかくの図書館ですからね。\n自分の知識になる本を借りる\nのはとてもいいと思いますよ。","1","103611","1009803145"
"","","","","","1009803","91","","","0","1009803146"
"","1","","","0.2","1009803","3","lsv_idle_surprise","","103611","1009803147"
"","1","","","0.2","1009803","3","lsv_idle_surprise","","102011","1009803148"
"","1","","","0.2","1009803","3","lsv_talk_tsun_guru","","100411","1009803149"
"","0","0","","","1009803","21","vo_lsv_0334","","vo_lsv","1009803150"
"0","10","1","0","0","1009803","11","小説…\n文字、文字ばっかりの本…！\nううう…う～ん…がくっ。","1","100411","1009803151"
"","","","","","1009803","91","","","0","1009803152"
"0.2","0","lsv_gaku_loop","","0.2","1009803","3","lsv_gaku","1","100411","1009803153"
"","1","","","0.2","1009803","3","lsv_idle_bitter_sad","","103611","1009803154"
"","1","","","0.2","1009803","3","lsv_talk_surprise2","","102011","1009803155"
"","0","0","","","1009803","21","vo_lsv_0335","","vo_lsv","1009803156"
"0","10","1","0","0","1009803","11","ミ、ミソギちゃ～ん！\nしっかりして～！","1","102011","1009803157"
"","","","","","1009803","91","","","0","1009803158"
"","1","","","0.2","1009803","3","lsv_idle_sad","","102011","1009803159"
"","","","","","1009803","101","","","1009803161","1009803160"
"","","","","","1009803","91","","","0","1009803161"
"","","","","","1009803","102","","","","1009803162"
"","","","","","1009803","22","0.2","","0","1009803163"
"","","","","","1009803","93","","","0.2","1009803164"
"0","1","0","0","0","1009803","12","1","0","103611","1009803165"
"","1","","","0.2","1009803","3","lsv_talk_tsun_shy","","103611","1009803166"
"","","","","","1009803","93","0","","3","1009803167"
"","1","","","0.2","1009803","3","lsv_idle_normal_bitter","","103611","1009803168"
"0","1","0","0","0","1009803","12","4","0","100411","1009803169"
"0.2","0","lsv_surprise3_surprise_loop","","0","1009803","3","lsv_surprise3_surprise","1","100411","1009803170"
"","","","","","1009803","93","0","","3","1009803171"
"","1","","","0.2","1009803","3","lsv_idle_sad_normal","","100411","1009803172"
"0","1","0","0","0","1009803","12","10","0","102011","1009803173"
"","1","","","0.2","1009803","3","lsv_talk_joy3_blink","","102011","1009803174"
"","","","","","1009803","93","0","","3","1009803175"
"","1","","","0.2","1009803","3","lsv_idle_joy","","102011","1009803176"
"","","","","","1009803","101","","","1009803165","1009803177"
"0","1","1","","1","1009803","6","1","0","333","1009803178"
"","","","","","1009803","4","1","","100411","1009803179"
"","1","","","0.2","1009803","3","lsv_run","","100411","1009803180"
"","-220","0.8","","","1009803","2","-750","0","100411","1009803181"
"","","","","","1009803","4","0","","103611","1009803182"
"","1","","","0.2","1009803","3","lsv_run","","103611","1009803183"
"","-235","0.8","","","1009803","2","750","0","103611","1009803184"
"","","","","","1009803","4","1","","102011","1009803185"
"","1","","","0.2","1009803","3","lsv_run","","102011","1009803186"
"","-250","0.8","","","1009803","2","-850","0","102011","1009803187"
"","","","","","1009803","93","","","0.6","1009803188"
"0","1","1","","0.2","1009803","6","1","0","100411","1009803189"
"0","1","1","","0.2","1009803","6","1","0","103611","1009803190"
"0","1","1","","0.2","1009803","6","1","0","102011","1009803191"
"","","","","","1009803","91","","","0","1009803192"
"0","102","-200","lsv_idle_normal","1.95","1009804","1","102011","-495","1","1009804001"
"1","100","100","lsv_idle_normal","1.95","1009804","1","103611","-480","1","1009804002"
"1","101","270","lsv_idle_normal","1.95","1009804","1","100411","-510","1","1009804003"
"0","0","0","lsv_white_loop","1","1009804","5","333","0","1","1009804004"
"0","1","1","","0","1009804","6","1","0","333","1009804005"
"0","1","1","","0","1009804","6","1","0","102011","1009804006"
"0","1","1","","0","1009804","6","1","0","103611","1009804007"
"0","1","1","","0","1009804","6","1","0","100411","1009804008"
"","","","","","1009804","93","0","","1","1009804009"
"0","1","1","","0.8","1009804","6","1","0.4","333","1009804010"
"0.2","0","lsv_idle_normal","","0.2","1009804","3","lsv_jump2","1","102011","1009804011"
"0.2","0","lsv_idle_normal","","0.2","1009804","3","lsv_jump2","1","103611","1009804012"
"0.2","0","lsv_idle_normal","","0.2","1009804","3","lsv_jump2","1","100411","1009804013"
"","","","","","1009804","93","","","0.3","1009804014"
"","-235","0.75","","","1009804","2","-200","0","102011","1009804015"
"","-220","0.75","","","1009804","2","100","0","103611","1009804016"
"","-250","0.75","","","1009804","2","270","0","100411","1009804017"
"0","1","1","","0.4","1009804","6","1","1","102011","1009804018"
"0","1","1","","0.4","1009804","6","1","1","103611","1009804019"
"0","1","1","","0.4","1009804","6","1","1","100411","1009804020"
"0","0.2","0","","0","1009804","12","6","","102011","1009804021"
"0","0.2","0","","0","1009804","12","6","","103611","1009804022"
"0","0.2","0","","0","1009804","12","6","","100411","1009804023"
"","","","","","1009804","93","0","","1.2","1009804024"
"0.2","0","lsv_talk_cool_normal2_loop","","0","1009804","3","lsv_talk_cool_normal2","1","100411","1009804025"
"","0","0","","","1009804","21","vo_lsv_0421","","vo_lsv","1009804026"
"0","10","1","0","0","1009804","11","今日の宿題は楽しかったなー\n勉強もこういう感じのばっかり\nだったらよかったのにっ。","1","100411","1009804027"
"","","","","","1009804","91","","","0","1009804028"
"","1","","","0.2","1009804","3","lsv_idle_cool","","100411","1009804029"
"","1","","","0.2","1009804","3","lsv_talk_wish_joy","","102011","1009804030"
"","0","0","","","1009804","21","vo_lsv_0422","","vo_lsv","1009804031"
"0","10","1","0","0","1009804","11","ミソギちゃんの貯金箱、\nかっこよかったもんね～♪","1","102011","1009804032"
"","","","","","1009804","91","","","0","1009804033"
"","1","","","0.2","1009804","3","lsv_idle_wish_joy","","102011","1009804034"
"","1","","","0.2","1009804","3","lsv_talk_thinking","","103611","1009804035"
"","0","0","","","1009804","21","vo_lsv_0423","","vo_lsv","1009804036"
"0","10","1","0","0","1009804","11","私はちょっと悩んじゃったな…\n知識や知性を表現しようと\nしたんだけど…","1","103611","1009804037"
"","","","","","1009804","91","","","0","1009804038"
"","1","","","0.2","1009804","3","lsv_idle_normal","","103611","1009804039"
"0.2","0","lsv_talk_arm_crossed_loop2","","0","1009804","3","lsv_talk_arm_crossed2","1","100411","1009804040"
