7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2,62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77
"-250","","1","1","1","869","","31","-1100","2","18690007"
"10","","110511","","","869","","2","-125","1750","18690008"
"10","","110011","","","869","","2","-250","1500","18690009"
"10","","1","","","869","","2","-125","1750","18690010"
"10","","2","","","869","","2","-250","1500","18690011"
"10","","1","","","869","","33","-125","1750","18690012"
"10","","2","","","869","","33","-250","1500","18690013"
"","","se_10053800","","","870","","23","","se_fpc_water_random","18700001"
"-1100","1","1","-180","1.75","870","cmn_float","1","22","110111","18700002"
"-1350","0","1","-125","1.75","870","cmn_float","1","12","117111","18700003"
"-1600","0","1","-180","1.75","870","cmn_float","1","22","127011","18700004"
"-180","","6","1","1","870","","31","-1070","2","18700005"
"-125","","6","1","1","870","","31","-1350","3","18700006"
"-180","","6","1","1","870","","31","-1600","4","18700007"
"13.5","","110111","","","870","","2","-180","1500","18700008"
"13.5","","117111","","","870","","2","-125","1250","18700009"
"13.5","","127011","","","870","","2","-180","1000","18700010"
"13.5","","2","","","870","","33","-180","1530","18700011"
"13.5","","3","","","870","","33","-125","1250","18700012"
"13.5","","4","","","870","","33","-180","1000","18700013"
"","","2.7","","","870","","93","","","18700014"
"0","","vo_fpc","","","870","","21","","vo_fpc_87001","18700015"
"","","se_10053800","","","871","","23","","se_fpc_water_random","18710001"
"-850","0","1","-125","1.75","871","cmn_swm_breastStroke","1","12","122511","18710002"
"-1100","0","1","-250","1.75","871","cmn_swm_breastStroke","1","32","117411","18710003"
"-125","","2","1","1","871","","31","-850","1","18710004"
"-250","","2","1","1","871","","31","-1100","2","18710005"
"10","","122511","","","871","","2","-125","1750","18710006"
"10","","117411","","","871","","2","-250","1500","18710007"
"10","","1","","","871","","33","-125","1750","18710008"
"10","","2","","","871","","33","-250","1500","18710009"
"","","se_10053800","","","872","","23","","se_fpc_water_random","18720001"
"-850","0","1","-180","1.75","872","cmn_boat_relax_l","1","23","110311","18720002"
"-1200","0","1","-180","1.75","872","cmn_boat_relax","1","23","126711","18720003"
"-850","0","2","-180","1.75","872","cmn_boat_idle_blue","5","22","1","18720004"
"-1200","0","2","-180","1.75","872","cmn_boat_idle_l","5","22","2","18720005"
"-180","","116","1","1","872","","31","-850","1","18720006"
"-180","","116","1","1","872","","31","-1200","2","18720007"
"13.5","","110311","","","872","","2","-180","1750","18720008"
"13.5","","126711","","","872","","2","-180","1400","18720009"
"13.5","","1","","","872","","2","-180","1750","18720010"
"13.5","","2","","","872","","2","-180","1400","18720011"
"13.5","","1","","","872","","33","-180","1750","18720012"
"13.5","","2","","","872","","33","-180","1400","18720013"
"","","2.7","","","872","","93","","","18720014"
"0","","vo_fpc","","","872","","21","","vo_fpc_87201","18720015"
"","","se_10053800","","","873","","23","","se_fpc_water_random","18730001"
"-850","0","1","-125","1.75","873","cmn_swm_breastStroke","1","12","110411","18730002"
"-1100","0","1","-250","1.75","873","cmn_swm_breastStroke","1","32","115711","18730003"
"-125","","2","1","1","873","","31","-850","1","18730004"
"-250","","2","1","1","873","","31","-1100","2","18730005"
"10","","110411","","","873","","2","-125","1750","18730006"
"10","","115711","","","873","","2","-250","1500","18730007"
"10","","1","","","873","","33","-125","1750","18730008"
"10","","2","","","873","","33","-250","1500","18730009"
"","","se_10053800","","","874","","23","","se_fpc_water_random","18740001"
"-1100","1","1","-180","1.75","874","cmn_float","1","22","110411","18740002"
"-1350","0","1","-125","1.75","874","cmn_float","1","12","122611","18740003"
"-180","","6","1","1","874","","31","-1070","2","18740004"
"-125","","6","1","1","874","","31","-1350","3","18740005"
"13.5","","110411","","","874","","2","-180","1500","18740006"
"13.5","","122611","","","874","","2","-125","1250","18740007"
"13.5","","2","","","874","","33","-180","1530","18740008"
"13.5","","3","","","874","","33","-125","1250","18740009"
"","","2.6","","","874","","93","","","18740010"
"0","","vo_fpc","","","874","","21","","vo_fpc_87401","18740011"
"","","se_10053800","","","875","","23","","se_fpc_water_random","18750001"
"-850","0","1","-125","1.75","875","cmn_swm_diving","1","12","108011","18750002"
"-1100","0","1","-180","1.75","875","cmn_swm_diving","1","22","129411","18750003"
"-125","","9","1","1","875","","31","-850","1","18750004"
"-180","","9","1","1","875","","31","-1100","2","18750005"
"13.5","","108011","","","875","","2","-125","1750","18750006"
"13.5","","129411","","","875","","2","-180","1500","18750007"
"13.5","","1","","","875","","33","-125","1750","18750008"
"13.5","","2","","","875","","33","-180","1500","18750009"
"","","se_10053800","","","876","","23","","se_fpc_water_random","18760001"
"-1100","1","1","-180","1.75","876","cmn_float","1","22","117111","18760002"
"-1350","0","1","-125","1.75","876","cmn_float","1","12","129311","18760003"
"-180","","6","1","1","876","","31","-1070","2","18760004"
"-125","","6","1","1","876","","31","-1350","3","18760005"
"13.5","","117111","","","876","","2","-180","1500","18760006"
"13.5","","129311","","","876","","2","-125","1250","18760007"
"13.5","","2","","","876","","33","-180","1530","18760008"
"13.5","","3","","","876","","33","-125","1250","18760009"
"","","2.8","","","876","","93","","","18760010"
"0","","vo_fpc","","","876","","21","","vo_fpc_87601","18760011"
"","","se_10053800","","","877","","23","","se_fpc_water_random","18770001"
"-850","0","1","-125","1.75","877","cmn_crawl","1","12","117211","18770002"
"-1100","0","1","-250","1.75","877","cmn_crawl","1","32","117311","18770003"
"-1350","0","1","-125","1.75","877","cmn_crawl","1","12","117411","18770004"
"-1600","0","1","-250","1.75","877","cmn_swm_diving","1","32","129511","18770005"
"-125","","7","1","1","877","","31","-850","1","18770006"
"-250","","1","1","1","877","","31","-1100","2","18770007"
"-125","","7","1","1","877","","31","-1350","3","18770008"
"-250","","9","1","1","877","","31","-1600","4","18770009"
"10","","117211","","","877","","2","-125","1750","18770010"
"10","","117311","","","877","","2","-250","1500","18770011"
"10","","117411","","","877","","2","-125","1250","18770012"
"10","","129511","","","877","","2","-250","1000","18770013"
"10","","1","","","877","","33","-125","1750","18770014"
"10","","2","","","877","","33","-250","1500","18770015"
"10","","3","","","877","","33","-125","1250","18770016"
"10","","4","","","877","","33","-250","1000","18770017"
"","","se_10053800","","","878","","23","","se_fpc_water_random","18780001"
"-850","0","1","-125","1.75","878","cmn_swm_tread","1","13","110611","18780002"
"-1100","0","1","-250","1.75","878","cmn_swm_tread","1","33","129511","18780003"
"-850","0","1","-125","1.75","878","cmn_swm_tread_pink","5","12","1","18780004"
"-1100","0","1","-250","1.75","878","cmn_swm_tread_blue","5","32","2","18780005"
"-125","","13","1","1","878","","31","-850","1","18780006"
"-250","","3","1","1","878","","31","-1100","2","18780007"
"13.5","","110611","","","878","","2","-125","1750","18780008"
"13.5","","129511","","","878","","2","-250","1500","18780009"
"13.5","","1","","","878","","2","-125","1750","18780010"
"13.5","","2","","","878","","2","-250","1500","18780011"
"13.5","","1","","","878","","33","-125","1750","18780012"
"13.5","","2","","","878","","33","-250","1500","18780013"
"","","se_10053800","","","879","","23","","se_fpc_water_random","18790001"
"-1100","1","1","-180","1.75","879","cmn_float","1","22","107611","18790002"
"-1350","0","1","-125","1.75","879","cmn_float","1","12","122611","18790003"
"-180","","6","1","1","879","","31","-1070","2","18790004"
"-125","","6","1","1","879","","31","-1350","3","18790005"
"13.5","","107611","","","879","","2","-180","1500","18790006"
"13.5","","122611","","","879","","2","-125","1250","18790007"
"13.5","","2","","","879","","33","-180","1530","18790008"
"13.5","","3","","","879","","33","-125","1250","18790009"
"","","2.6","","","879","","93","","","18790010"
"0","","vo_fpc","","","879","","21","","vo_fpc_87901","18790011"
"","","se_10053800","","","880","","23","","se_fpc_water_random","18800001"
"-1100","1","1","-180","1.75","880","cmn_float","1","22","110311","18800002"
"-1350","1","1","-125","1.75","880","04_misogi_float_loop","1","12","129311","18800003"
"-180","","6","1","1","880","","31","-1070","2","18800004"
"-125","","6","1","1","880","","31","-1350","3","18800005"
"13.5","","110311","","","880","","2","-180","1500","18800006"
"13.5","","129311","","","880","","2","-125","1250","18800007"
"13.5","","2","","","880","","33","-180","1530","18800008"
"13.5","","3","","","880","","33","-125","1250","18800009"
"","","2.5","","","880","","93","","","18800010"
"0","","vo_fpc","","","880","","21","","vo_fpc_88001","18800011"
"","","se_10053800","","","881","","23","","se_fpc_water_random","18810001"
"-1100","1","1","-180","1.75","881","cmn_float","1","22","113511","18810002"
"-1350","1","1","-125","1.75","881","04_misogi_float_loop","1","12","129311","18810003"
"-180","","6","1","1","881","","31","-1070","2","18810004"
"-125","","6","1","1","881","","31","-1350","3","18810005"
"13.5","","113511","","","881","","2","-180","1500","18810006"
"13.5","","129311","","","881","","2","-125","1250","18810007"
"13.5","","2","","","881","","33","-180","1530","18810008"
"13.5","","3","","","881","","33","-125","1250","18810009"
"","","2.4","","","881","","93","","","18810010"
"0","","vo_fpc","","","881","","21","","vo_fpc_88101","18810011"
"","","se_10053800","","","882","","23","","se_fpc_water_random","18820001"
"-850","0","1","-180","1.75","882","cmn_boat_relax_l","1","23","108011","18820002"
"-1200","0","1","-180","1.75","882","cmn_boat_cat","1","23","107911","18820003"
"-850","0","2","-180","1.75","882","cmn_boat_idle_blue","5","22","1","18820004"
"-1200","0","2","-180","1.75","882","cmn_boat_idle_l","5","22","2","18820005"
"-180","","116","1","1","882","","31","-850","1","18820006"
"-180","","116","1","1","882","","31","-1200","2","18820007"
"13.5","","108011","","","882","","2","-180","1750","18820008"
"13.5","","107911","","","882","","2","-180","1400","18820009"
"13.5","","1","","","882","","2","-180","1750","18820010"
"13.5","","2","","","882","","2","-180","1400","18820011"
"13.5","","1","","","882","","33","-180","1750","18820012"
"13.5","","2","","","882","","33","-180","1400","18820013"
"","","1","","","882","","93","","","18820014"
"0","","vo_fpc","","","882","","21","","vo_fpc_88201","18820015"
"","","se_10053800","","","883","","23","","se_fpc_water_random","18830001"
"-850","0","1","-125","1.75","883","10_cmn_dogscratch","1","12","110411","18830002"
"-1100","0","1","-250","1.75","883","10_cmn_dogscratch","1","32","110511","18830003"
"-1350","0","1","-125","1.75","883","10_cmn_dogscratch","1","12","115711","18830004"
"-1600","0","1","-250","1.75","883","10_cmn_dogscratch","1","32","122411","18830005"
"-125","","117","1","1","883","","31","-850","1","18830006"
"-250","","117","1","1","883","","31","-1100","2","18830007"
"-125","","117","1","1","883","","31","-1350","3","18830008"
"-250","","117","1","1","883","","31","-1600","4","18830009"
"10","","110411","","","883","","2","-125","1750","18830010"
"10","","110511","","","883","","2","-250","1500","18830011"
"10","","115711","","","883","","2","-125","1250","18830012"
"10","","122411","","","883","","2","-250","1000","18830013"
"10","","1","","","883","","33","-125","1750","18830014"
"10","","2","","","883","","33","-250","1500","18830015"
"10","","3","","","883","","33","-125","1250","18830016"
"10","","4","","","883","","33","-250","1000","18830017"
"","","se_10053800","","","884","","23","","se_fpc_water_random","18840001"
"-1100","1","1","-180","1.75","884","cmn_float","1","22","107511","18840002"
"-1350","0","1","-125","1.75","884","cmn_float","1","12","126611","18840003"
"-180","","6","1","1","884","","31","-1070","2","18840004"
"-125","","6","1","1","884","","31","-1350","3","18840005"
"13.5","","107511","","","884","","2","-180","1500","18840006"
"13.5","","126611","","","884","","2","-125","1250","18840007"
"13.5","","2","","","884","","33","-180","1530","18840008"
"13.5","","3","","","884","","33","-125","1250","18840009"
"","","2.2","","","884","","93","","","18840010"
"0","","vo_fpc","","","884","","21","","vo_fpc_88401","18840011"
"","","se_10053800","","","885","","23","","se_fpc_water_random","18850001"
"-1100","1","1","-180","1.75","885","cmn_float","1","22","107611","18850002"
"-1350","0","1","-125","1.75","885","cmn_float","1","12","107711","18850003"
"-180","","6","1","1","885","","31","-1070","2","18850004"
"-125","","6","1","1","885","","31","-1350","3","18850005"
"13.5","","107611","","","885","","2","-180","1500","18850006"
"13.5","","107711","","","885","","2","-125","1250","18850007"
"13.5","","2","","","885","","33","-180","1530","18850008"
"13.5","","3","","","885","","33","-125","1250","18850009"
"","","2.6","","","885","","93","","","18850010"
"0","","vo_fpc","","","885","","21","","vo_fpc_88501","18850011"
"","","se_10053800","","","886","","23","","se_fpc_water_random","18860001"
"-850","0","1","-180","1.75","886","cmn_boat_relax_l","1","23","113111","18860002"
"-1200","0","1","-180","1.75","886","cmn_boat_relax","1","23","122511","18860003"
"-850","0","2","-180","1.75","886","cmn_boat_idle_blue","5","22","1","18860004"
"-1200","0","2","-180","1.75","886","cmn_boat_idle_l","5","22","2","18860005"
"-180","","116","1","1","886","","31","-850","1","18860006"
"-180","","116","1","1","886","","31","-1200","2","18860007"
"13.5","","113111","","","886","","2","-180","1750","18860008"
"13.5","","122511","","","886","","2","-180","1400","18860009"
"13.5","","1","","","886","","2","-180","1750","18860010"
"13.5","","2","","","886","","2","-180","1400","18860011"
"13.5","","1","","","886","","33","-180","1750","18860012"
"13.5","","2","","","886","","33","-180","1400","18860013"
"","","2.6","","","886","","93","","","18860014"
"0","","vo_fpc","","","886","","21","","vo_fpc_88601","18860015"
"","","se_10053800","","","887","","23","","se_fpc_water_random","18870001"
"-1100","1","1","-180","1.75","887","cmn_float","1","22","107711","18870002"
"-1350","0","1","-125","1.75","887","cmn_float","1","12","122711","18870003"
"-180","","6","1","1","887","","31","-1070","2","18870004"
"-125","","6","1","1","887","","31","-1350","3","18870005"
"13.5","","107711","","","887","","2","-180","1500","18870006"
"13.5","","122711","","","887","","2","-125","1250","18870007"
"13.5","","2","","","887","","33","-180","1530","18870008"
"13.5","","3","","","887","","33","-125","1250","18870009"
"","","2.5","","","887","","93","","","18870010"
"0","","vo_fpc","","","887","","21","","vo_fpc_88701","18870011"
"","","se_10053800","","","889","","23","","se_fpc_water_random","18890001"
"750","1","1","-15","1.49","889","09_misogi_run","1","12","122811","18890002"
"5.65","0","122811","","","889","","2","-15","-750","18890003"
"","","0.5","","","889","","93","","","18890004"
"0","","vo_fpc","","","889","","21","","vo_fpc_88901","18890005"
"","","se_10053800","","","890","","23","","se_fpc_water_random","18900001"
"750","1","1","-15","1.49","890","09_misogi_run","1","12","107911","18900002"
"5.65","0","107911","","","890","","2","-15","-750","18900003"
"","","0.6","","","890","","93","","","18900004"
"0","","vo_fpc","","","890","","21","","vo_fpc_89001","18900005"
"","","se_10053800","","","891","","23","","se_fpc_water_random","18910001"
"1000","1","1","-180","1.75","891","04_misogi_flutterKick_loop","1","22","122411","18910002"
"-180","","12","1","1","891","","31","1000","12","18910003"
