eb6313ab5cd30dbb094200b8d42f8dbefdeff0357c2cc46bfdc10959c11774fc,cb315a27af780f11d4234d5a2a31674ca26fe3832f7450d683fb6652ad3e5b7c,3b18192645a14e2c8fe72562082a53db307751b79eab54dee201f9499ae15121,86f28b4b89b42a8bc62ee0be0e5d7a218c3f7a0ecad0fb06a7092571a9c9742e,90dd786c4e7f5f795a2654584b9ba8f3d358bf4eb3e2abe3434a456541119d4f,fcc599351562aae30424cff721e471ca374a7f2053c8da9265f1886816705706,e04f21617b6a66b2b0a9283a5da0e8deb11c159eb64b4cf56f04ea9e2353077f,316bab890a892f7464b4f9ac0b73c5d8113b10e3475df4a7936b6e3a0f16c67e,d52ea472e7bd8fd9fad8e9738c01fdb68f9e6cf9daea1488ac0e16e1ef9c35ef,11908b444a80f193109d50d98a54fce24bee769a3edac5071bed145793f7671e,730c019dc9c27c89a0ff794e14cb43e3dc1e691fdc86e72891893193dd701750,98a8e31504da4b3e74dbb49f0be323aac01a9f2e19a21fa4edca357be4ed68e9,955e17213feacbc28182bcbf8329bf3c3d37ea3b5e899d0494c7a5740b0f7d11,bd0caf6e8ffaeb40707681d4f9784ceb77705c591b9dc31a4042f152224e2738,e6d2840af79c068f59c16e70fba1e9a9229d30bd59d931a7d2b16743be0d497a,49cfb5d630705c5af18631cf07299cca4b3a9beda4b85e7119d64af6949bf4c8,f6990886d9635ff53e57957d3e360f076bb8d43b786cb0f7e0baa28672278d6a,bb2eb17732cb58d2649b7216255faa2937933a5fe56eb66494a7738beaab7580,05a63001229e34194bcb6e49b186e7b4ee0a29a5080f43605d9228a16f0a2417,a1651f42ac6507ab3f338908f620ac5f399abc3405abae6bcae5099847df1603
"1229","12494","5","12463","1","12488","5","12450","ノックアウト","5","12454","5","格闘技での勝敗判定の一つ。相手をダウンさせたまま、既定の時間が過ぎたとき","ノックアウト","0","1","これ、何と言う？","5","2","ノクアウト"
"1230","12486","5","12463","2","12523","5","12491","テクニカル","5","12459","5","格闘技で、ただのノックアウトとは異なった特殊な判定である「TKO」。この「T」は何の略？","","0","1","これ、何と言う？","5","2","テクニカル"
"1231","12454","5","12455","3","12540","5","12523","ウェルター級","5","12479","5","ボクシングの階級で「ライト」などのつくものを省いて考えた場合、「ミドル級とライト級の間」は何？","","0","1","これ、何と言う？","5","2","ウェルター"
"1232","12502","5","12540","1","12531","5","12513","ブーメラン","5","12521","5","狩猟のために生まれた武器。「くの字型」をしており、投げた後Uターンして手元に戻ってくる","","0","1","これ、何と言う？","5","2","ブーメラン"
"1233","12493","5","12463","2","12531","5","12525","ネクロマンサー","5","12510","5","「死霊使い」とも呼ばれる、ファンタジーでもおなじみの存在。死者を蘇らせ操る術を持つ","","0","1","これ、何と言う？","5","2","ネクロマン"
"1234","12464","5","12521","2","12454","5","12487","グラディウス","5","12451","5","かつての剣闘士（グラディエーター）が用いた、幅広の剣","","0","1","これ、何と言う？","5","2","グラディウ"
"1235","12467","5","12525","1","12458","5","12483","コロッセオ","5","12475","5","「コロシアム」「コロセウム」とも表記される、非常によく知られた円形闘技場","","0","1","これ、何と言う？","5","2","コロッセオ"
"1236","12494","5","12540","2","12463","5","12523","ノールックパス","5","12483","5","球技スポーツで、そちらに目線を向けることなくパスをして、相手を出し抜くテクニックのこと","","0","1","これ、何と言う？","5","2","ノールック"
"1237","12473","5","12479","1","12531","5","12531","スタンガン","5","12460","5","護身用や警官が持つ装備として知られた、手持ちサイズの武器。高圧の電撃で相手を無力化する","","0","1","これ、何と言う？","5","2","スタンガン"
"1238","12395","4","12423","1","12358","4","12356","にょいぼう","4","12412","4","西遊記の「孫悟空」が武器に使った、自由自在に拡大・縮小できる棒","","0","1","これ、何と言う？","4","2","にょいぼう"
"1239","12487","5","12473","3","12474","5","12469","デスサイズ","5","12452","5","「死神」が持つと言われる大きな鎌のこと","","0","1","これ、何と言う？","5","2","デスサイズ"
"1240","12426","4","12421","2","12435","4","12358","りゅうがん","4","12364","4","『ホマレ』が持つ能力で、発動中は遠く離れたものも見ることができる","","1240","1","これ、何と言う？","4","1","りゅうがん"
"1241","12489","5","12540","1","12464","5","12500","ドーピング","5","12531","5","スポーツにおいて、薬物などの禁止された手段を用いて、不当に能力を高めること","","0","1","これ、何と言う？","5","2","ドーピング"
"1242","12473","5","12521","1","12540","5","12452","スライダー","5","12480","5","野球の投球における球種の一つ。文字通り、スルリと滑るような変化をすることから","","0","1","これ、何と言う？","5","2","スライダー"
"1243","12484","5","12540","3","12512","5","12471","ツーシーム","5","12540","5","野球の投球における球種の一つ。球が1回転する間に、縫い目が合計で2回通過することから","","0","1","これ、何と言う？","5","2","ツーシーム"
"1244","12450","5","12531","2","12450","5","12497","アンパイア","5","12452","5","広義にはスポーツ全般の審判員を指すが、一般には特に野球の審判員を指すことが多い","","0","1","これ、何と言う？","5","2","アンパイア"
"1245","12487","5","12452","2","12512","5","12466","ナイター⇔デイゲーム","5","12540","5","野球の試合の、開催形式の分類。時間帯によって、2つに分かれる","","0","1","これ、何と言う？","5","2","デイゲーム"
"1246","12525","5","12473","1","12512","5","12479","ロスタイム","5","12452","5","サッカーで「アディショナルタイム」と呼ばれるルールの、かつての呼び方","","0","1","これ、何と言う？","5","2","ロスタイム"
"1247","12475","5","12531","2","12531","5","12479","センタリング","5","12522","5","サッカーで、サイドから中央のゴール付近の味方へ大きなパスを出すこと","","0","1","これ、何と言う？","5","2","センタリン"
"1248","12458","5","12454","1","12523","5","12531","オウンゴール","5","12468","5","サッカーで、間違って自陣側のゴールにボールを入れてしまい、相手に得点が入ること","オウンゴール","0","1","これ、何と言う？","5","2","オウンゴル"
"1249","12501","5","12455","1","12488","5","12452","フェイント","5","12531","5","多くのスポーツで、相手の意表を突くためにわざと行う「ふり動作」のこと。「フェイク」とも","","0","1","これ、何と言う？","5","2","フェイント"
"1250","12372","4","12387","3","12435","4","12388","ごっつぁんです","4","12353","4","力士の間で、お礼を言うときに広く使われるあいさつ。昨今は相撲以外の一般層にも浸透している","","0","1","これ、何と言う？","4","2","ごっつぁん"
"1251","32854","6","28779","1","12540","6","12522","聖火リレー","5","12524","5","オリンピックで、トーチに灯した火をランナーが次々と受け継いで、会場までリレーをする催し","","0","1","これ、何と言う？","5","2","聖火リレー"
"1252","12480","5","12452","2","12464","5","12499","ダイビングキャッチ","5","12531","5","野球の野手が、大きく頭から飛び込んで打球をキャッチするプレー。成功すると非常に盛り上がる","","0","1","これ、何と言う？","5","2","ダイビング"
"1253","12501","5","12524","3","12464","5","12511","フレーミング","5","12531","5","野球の捕手が、判定の際どいボールを、自分がうまく動くことで審判にストライクと判定させる技術","フレーミング","0","1","これ、何と言う？","5","2","フレミング"
"1255","12473","5","12488","1","12463","5","12521","プリンセスストライク","5","12452","5","『ペコリーヌ』のユニオンバースト","","1255","1","これ、何と言う？","5","1","ストライク"
"1256","29289","6","29702","1","21147","6","25915","物理攻撃力","6","25731","6","プリコネRのバトルで、「物理攻撃で与えられるダメージ」に大きくかかわるステータス","","0","1","これ、何と言う？","6","1","物理攻撃力"
"1257","39764","6","27861","1","21147","6","25915","魔法攻撃力","6","25731","6","プリコネRのバトルで、「魔法攻撃で与えられるダメージ」に大きくかかわるステータス","","0","1","これ、何と言う？","6","1","魔法攻撃力"
"1258","29289","6","29702","1","21147","6","38450","物理防御力","6","24481","6","プリコネRのバトルで、「物理攻撃で受けるダメージ」に大きくかかわるステータス","","0","1","これ、何と言う？","6","1","物理防御力"
"1259","39764","6","27861","1","21147","6","38450","魔法防御力","6","24481","6","プリコネRのバトルで、「魔法攻撃で受けるダメージ」に大きくかかわるステータス","","0","1","これ、何と言う？","6","1","魔法防御力"
"1260","12513","5","12514","1","12473","5","12522","メモリーピース","5","12500","5","プリコネRのバトルに関わる強化方法で、「才能開花」をするために必要なアイテム","メモリーピース","0","1","これ、何と言う？","5","1","メモリピス"
"1261","12473","5","12521","3","12517","5","12483","うさぎさんスラッシュ","5","12471","5","『ミミ』のユニオンバースト","","1261","1","これ、何と言う？","5","1","スラッシュ"
"1262","12454","5","12523","3","12531","5","12501","ウルフェンバイト","5","12455","5","『マコト』のユニオンバースト","","1262","1","これ、何と言う？","5","1","ウルフェン"
"1263","12501","5","12449","3","12512","5","12531","ファントムテラー","5","12488","5","『シノブ』のユニオンバースト","","5108","1","これ、何と言う？","5","1","ファントム"
"1264","12497","5","12491","3","12517","5","12483","デッドリーパニッシュ","5","12471","5","『エリコ』のユニオンバースト","","1264","1","これ、何と言う？","5","1","パニッシュ"
"1265","12490","5","12463","3","12525","5","12523","琉球犬ナックルアロー","5","12450","5","『カオリ』のユニオンバースト","琉球犬ナックルアロー","2268","1","これ、何と言う？","5","1","ナクルアロ"
"1266","12501","5","12449","3","12512","5","12531","ファントムハウル","5","12488","5","『ルナ』のユニオンバースト","","1266","1","これ、何と言う？","5","1","ファントム"
"1267","38647","6","38275","3","26028","6","25731","旋風雷閃撃鎖斬","6","37782","6","『モニカ（★6）』のユニオンバースト","","1267","1","これ、何と言う？","6","1","雷閃撃鎖斬"
"2001","12356","4","12375","1","12360","4","12398","いしのうえにも三年","4","12358","4","どんなにつらくても辛抱していれば、やがて報われること","","0","2","このことわざ、何と言う？","4","2","いしのうえ"
"2002","12383","4","12414","1","12371","4","12390","たまてばこ","4","12400","4","童話「浦島太郎」で、竜宮城から帰った浦島太郎が開けた箱","","0","2","これ、何と言う？","4","2","たまてばこ"
"2003","12385","4","12426","1","12434","4","12396","ちりぬるを","4","12427","4","いろはうたで「いろはにほへと」に続く5文字","","0","2","これ、何と言う？","4","2","ちりぬるを"
"2004","12388","4","12397","2","12416","4","12394","つねならむ","4","12425","4","いろはうたで「わかよたれそ」に続く5文字","","0","2","これ、何と言う？","4","2","つねならむ"
"2005","12369","4","12405","3","12390","4","12371","けふこえて","4","12360","4","いろはうたで「うゐのおくやま」に続く5文字","","0","2","これ、何と言う？","4","2","けふこえて"
"2006","12405","4","12427","2","12420","4","12356","ふるいけや","4","12369","4","有名な俳句「○○○○○　蛙飛び込む　水の音」","","0","2","空欄に入るのは？","4","2","ふるいけや"
"2007","12422","4","12417","2","12392","4","12398","ゆめのあと","4","12354","4","有名な俳句「夏草や　兵どもが　○○○○○」","","0","2","空欄に入るのは？","4","2","ゆめのあと"
"2008","12377","4","12427","3","12382","4","12402","するひとぞ","4","12392","4","有名な俳句「秋深き　隣は何を　○○○○○」","","0","2","空欄に入るのは？","4","2","するひとぞ"
