f4f0f310685cfe336af506dd8694eecc2f82782869a64c735f18bb78bb12bcce,b53646cf1ef8dcc5298b590261f078e1e5f352fbd7a1da7586e1a7f9b044ff06,994d2df8755660cedd0fbb7b6a507fa1c4ceb7af082d659c03f73699ca9ba49e,15a2044578aa738c6f2c2d0436457210252f00423992dba11ee0c2de8f2309ab,baea566145a7b5626ff774877b84193ba699d779c85613976704b6cba228a283,5bd157e08010df47a706f05c59f50b1b2b20b3cdf198f71b96c23598ebd0d8d5,f17e495600ffa8fb9fa3b9975afee061f2d3a127e2a188b66148603af2335154,e665c0bc55f78257bd061a51a1c7dad81fa1e1f165fe66e1e54d710eea13c017,79183d7069354f8e1bed69b5a042467cf41b3b2a31f3d2dfc2f039ec091c4c8d,afa40dc4bcd9c58298cf5a5bf0a09e30e6a788ef7749fde422de061ca09a2eb3,aee9a77a353090536d72d3248bf7c0a3dce6bd62d439a7adc552bae37e1399a4
"1","","0","0","0","","raira_cook","3","","1021305","1021305027"
"2","","0","0","0","","raira_cook","3","","1021305","1021305028"
"3","","0","0","0","","raira_end","3","","1021305","1021305029"
"4","","0","0","0","","raira_cook","3","","1021305","1021305030"
"5","","0","0","0","","raira_white","3","","1021305","1021305031"
"6","","0","0","0","","raira_cook","3","","1021305","1021305032"
"7","","0","0","0","","raira_white","3","","1021305","1021305033"
"8","","0","0","0","","raira_cook","3","","1021305","1021305034"
"9","","0","0","0","","raira_cook_w","3","","1021305","1021305035"
"3","","","","","","0","93","","1021305","1021305036"
"vo_obtent_1021305","","0","","","0","vo_obtent_1021305_01","21","","1021305","1021305037"
"2.366","","","","","","0","93","","1021305","1021305038"
"1021305040","","","","","","","101","","1021305","1021305039"
"se_obtent_10213_drama_cook_lyrael","","","","","","0","24","","1021305","1021305040"
"0","","","","","","0","22","","1021305","1021305041"
"1","","1","0","0","1","1","6","0","1021305","1021305042"
"2","","1","0","0","1","1","6","0","1021305","1021305043"
"3","","1","0","0","1","1","6","0","1021305","1021305044"
"4","","1","0","0","1","1","6","0","1021305","1021305045"
"5","","1","0","0","1","1","6","0","1021305","1021305046"
"6","","1","0","0","1","1","6","0","1021305","1021305047"
"7","","1","0","0","1","1","6","0","1021305","1021305048"
"8","","1","0","0","1","1","6","0","1021305","1021305049"
"9","","1","0","0","1","1","6","0","1021305","1021305050"
"1","","","","","","eat","37","","1021305","1021305051"
"2","","","","","","0","32","","1021305","1021305052"
"5","","","","","","0","32","","1021305","1021305053"
"10","","","","","","1","32","","1021305","1021305054"
"100","","","","","","1","32","","1021305","1021305055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021305","1021305056"
"0","","","","","","0","93","","1021305","1021305057"
"vo_obtent_1021305","","0","","","0","vo_obtent_1021305_02","21","","1021305","1021305058"
"2.8","","","","","","0","93","","1021305","1021305059"
"vo_obtent_1021305","","0","","","0","vo_obtent_1021305_03","21","","1021305","1021305060"
"2.6","","","","","","0","93","","1021305","1021305061"
"2","","","","","","","26","","1021305","1021305062"
"vo_obtent_1021305","","0","","","0","vo_obtent_1021305_04","21","","1021305","1021305063"
"2.5","","","","","","0","93","","1021305","1021305064"
"1021305066","","","","","","","101","","1021305","1021305065"
"10","","","","","","0","32","","1021305","1021305066"
"100","","","","","","0","32","","1021305","1021305067"
"20","","","","","","1","32","","1021305","1021305068"
"200","","","","","","1","32","","1021305","1021305069"
"300","","","","","","1","32","","1021305","1021305070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021305","1021305071"
"0","","","","","","0","22","","1021305","1021305072"
"vo_obtent_1021305","","0","","","0","vo_obtent_1021305_05","21","","1021305","1021305073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021305","1021305074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021305","1021305075"
"3.5","","","","","","0","93","","1021305","1021305076"
"1021305078","","","","","","","101","","1021305","1021305077"
"20","","","","","","break_2","37","","1021305","1021305078"
"200","","","","","","break_2","37","","1021305","1021305079"
"300","","","","","","break_2","37","","1021305","1021305080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021305","1021305081"
"0","","","","","","0","22","","1021305","1021305082"
"vo_obtent_1021305","","0","","","0","vo_obtent_1021305_06","21","","1021305","1021305083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021305","1021305084"
"4","","","","","","0","93","","1021305","1021305085"
"1021305087","","","","","","","101","","1021305","1021305086"
"20","","","","","","break_3","37","","1021305","1021305087"
"200","","","","","","break_3","37","","1021305","1021305088"
"300","","","","","","break_3","37","","1021305","1021305089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021305","1021305090"
"0","","","","","","0","22","","1021305","1021305091"
"vo_obtent_1021305","","0","","","0","vo_obtent_1021305_07","21","","1021305","1021305092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021305","1021305093"
"5","","","","","","0","93","","1021305","1021305094"
"1021305096","","","","","","","101","","1021305","1021305095"
"300","","","","","","break_4","37","","1021305","1021305096"
"21","","","","","","1","32","","1021305","1021305097"
"0.2","","","","","","0","93","","1021305","1021305098"
"0","","","","","","","141","","1021305","1021305099"
"0.1","","","","","","0","93","","1021305","1021305100"
"","","","","","","","92","","1021305","1021305101"
"1021305103","","","","","","","101","","1021305","1021305102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021305","1021305103"
"0","","","","","","0","22","","1021305","1021305104"
"22","","","","","","1","32","","1021305","1021305105"
"0.4","","","","","","0","93","","1021305","1021305106"
"1","","0","","1","0","1","31","1","1021306","1021306001"
"2","","0","","1","0","2","31","1","1021306","1021306002"
"5","","0","","1","0","5","31","1","1021306","1021306003"
"10","","0","","0","0","10","31","1","1021306","1021306004"
"20","","0","","0","0","20","31","1","1021306","1021306005"
"21","","0","","0","0","21","31","1","1021306","1021306006"
"22","","0","","0","0","22","31","1","1021306","1021306007"
"106","","0","","0","0","100","31","1","1021306","1021306008"
"206","","0","","0","0","200","31","1","1021306","1021306009"
"306","","0","","0","0","300","31","1","1021306","1021306010"
"1","empty","27","0","1","0","1","5","-14","1021306","1021306011"
"2","empty","28","0","1","0","2","5","-14","1021306","1021306012"
"2","empty","26","0","1","0","3","5","-14","1021306","1021306013"
"11","empty","25","0","1","0","4","5","-14","1021306","1021306014"
"12","empty","24","0","1","0","5","5","-14","1021306","1021306015"
"11","empty","13","0","1","-10","6","5","-24","1021306","1021306016"
"12","empty","12","0","1","-10","7","5","-24","1021306","1021306017"
"0","empty","29","0","1","0","8","5","-14","1021306","1021306018"
"0","empty","10","0","1","-5","9","5","-19","1021306","1021306019"
"6","","0.63","0","0","0.56","0.23","6","1","1021306","1021306020"
"7","","0.63","0","0","0.56","0.23","6","1","1021306","1021306021"
"9","","0.63","0","0","0.56","0.23","6","1","1021306","1021306022"
"1","","","","","","","141","","1021306","1021306023"
"0","","","","","","","91","","1021306","1021306024"
"0.033","","","","","","0","93","","1021306","1021306025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_lyrael","23","","1021306","1021306026"
"1","","0","0","0","","raira_cook","3","","1021306","1021306027"
"2","","0","0","0","","raira_cook","3","","1021306","1021306028"
"3","","0","0","0","","raira_end","3","","1021306","1021306029"
"4","","0","0","0","","raira_cook","3","","1021306","1021306030"
"5","","0","0","0","","raira_white","3","","1021306","1021306031"
"6","","0","0","0","","raira_cook","3","","1021306","1021306032"
"7","","0","0","0","","raira_white","3","","1021306","1021306033"
"8","","0","0","0","","raira_cook","3","","1021306","1021306034"
"9","","0","0","0","","raira_cook_w","3","","1021306","1021306035"
"3","","","","","","0","93","","1021306","1021306036"
"vo_obtent_1021306","","0","","","0","vo_obtent_1021306_01","21","","1021306","1021306037"
"2.366","","","","","","0","93","","1021306","1021306038"
"1021306040","","","","","","","101","","1021306","1021306039"
"se_obtent_10213_drama_cook_lyrael","","","","","","0","24","","1021306","1021306040"
"0","","","","","","0","22","","1021306","1021306041"
"1","","1","0","0","1","1","6","0","1021306","1021306042"
"2","","1","0","0","1","1","6","0","1021306","1021306043"
"3","","1","0","0","1","1","6","0","1021306","1021306044"
"4","","1","0","0","1","1","6","0","1021306","1021306045"
"5","","1","0","0","1","1","6","0","1021306","1021306046"
"6","","1","0","0","1","1","6","0","1021306","1021306047"
"7","","1","0","0","1","1","6","0","1021306","1021306048"
"8","","1","0","0","1","1","6","0","1021306","1021306049"
"9","","1","0","0","1","1","6","0","1021306","1021306050"
"1","","","","","","eat","37","","1021306","1021306051"
"2","","","","","","0","32","","1021306","1021306052"
"5","","","","","","0","32","","1021306","1021306053"
"10","","","","","","1","32","","1021306","1021306054"
"100","","","","","","1","32","","1021306","1021306055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021306","1021306056"
"0","","","","","","0","93","","1021306","1021306057"
"vo_obtent_1021306","","0","","","0","vo_obtent_1021306_02","21","","1021306","1021306058"
"2.8","","","","","","0","93","","1021306","1021306059"
"vo_obtent_1021306","","0","","","0","vo_obtent_1021306_03","21","","1021306","1021306060"
"2.6","","","","","","0","93","","1021306","1021306061"
"2","","","","","","","26","","1021306","1021306062"
"vo_obtent_1021306","","0","","","0","vo_obtent_1021306_04","21","","1021306","1021306063"
"2.5","","","","","","0","93","","1021306","1021306064"
"1021306066","","","","","","","101","","1021306","1021306065"
"10","","","","","","0","32","","1021306","1021306066"
"100","","","","","","0","32","","1021306","1021306067"
"20","","","","","","1","32","","1021306","1021306068"
"200","","","","","","1","32","","1021306","1021306069"
"300","","","","","","1","32","","1021306","1021306070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021306","1021306071"
"0","","","","","","0","22","","1021306","1021306072"
"vo_obtent_1021306","","0","","","0","vo_obtent_1021306_05","21","","1021306","1021306073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021306","1021306074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021306","1021306075"
"3.5","","","","","","0","93","","1021306","1021306076"
"1021306078","","","","","","","101","","1021306","1021306077"
"20","","","","","","break_2","37","","1021306","1021306078"
"200","","","","","","break_2","37","","1021306","1021306079"
"300","","","","","","break_2","37","","1021306","1021306080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021306","1021306081"
"0","","","","","","0","22","","1021306","1021306082"
"vo_obtent_1021306","","0","","","0","vo_obtent_1021306_06","21","","1021306","1021306083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021306","1021306084"
"4","","","","","","0","93","","1021306","1021306085"
"1021306087","","","","","","","101","","1021306","1021306086"
"20","","","","","","break_3","37","","1021306","1021306087"
"200","","","","","","break_3","37","","1021306","1021306088"
"300","","","","","","break_3","37","","1021306","1021306089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021306","1021306090"
"0","","","","","","0","22","","1021306","1021306091"
"vo_obtent_1021306","","0","","","0","vo_obtent_1021306_07","21","","1021306","1021306092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021306","1021306093"
"5","","","","","","0","93","","1021306","1021306094"
"1021306096","","","","","","","101","","1021306","1021306095"
"300","","","","","","break_4","37","","1021306","1021306096"
"21","","","","","","1","32","","1021306","1021306097"
"0.2","","","","","","0","93","","1021306","1021306098"
"0","","","","","","","141","","1021306","1021306099"
"0.1","","","","","","0","93","","1021306","1021306100"
"","","","","","","","92","","1021306","1021306101"
"1021306103","","","","","","","101","","1021306","1021306102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021306","1021306103"
"0","","","","","","0","22","","1021306","1021306104"
"22","","","","","","1","32","","1021306","1021306105"
"0.4","","","","","","0","93","","1021306","1021306106"
"1","","0","","1","0","1","31","1","1021307","1021307001"
"2","","0","","1","0","2","31","1","1021307","1021307002"
"5","","0","","1","0","5","31","1","1021307","1021307003"
"10","","0","","0","0","10","31","1","1021307","1021307004"
"20","","0","","0","0","20","31","1","1021307","1021307005"
"21","","0","","0","0","21","31","1","1021307","1021307006"
"22","","0","","0","0","22","31","1","1021307","1021307007"
"107","","0","","0","0","100","31","1","1021307","1021307008"
"207","","0","","0","0","200","31","1","1021307","1021307009"
"307","","0","","0","0","300","31","1","1021307","1021307010"
"1","empty","27","0","1","0","1","5","-14","1021307","1021307011"
"2","empty","28","0","1","0","2","5","-14","1021307","1021307012"
"2","empty","26","0","1","0","3","5","-14","1021307","1021307013"
"11","empty","25","0","1","0","4","5","-14","1021307","1021307014"
"12","empty","24","0","1","0","5","5","-14","1021307","1021307015"
"11","empty","13","0","1","-10","6","5","-24","1021307","1021307016"
"12","empty","12","0","1","-10","7","5","-24","1021307","1021307017"
"0","empty","29","0","1","0","8","5","-14","1021307","1021307018"
"0","empty","10","0","1","-5","9","5","-19","1021307","1021307019"
"6","","0.63","0","0","0.56","0.23","6","1","1021307","1021307020"
"7","","0.63","0","0","0.56","0.23","6","1","1021307","1021307021"
"9","","0.63","0","0","0.56","0.23","6","1","1021307","1021307022"
"1","","","","","","","141","","1021307","1021307023"
"0","","","","","","","91","","1021307","1021307024"
"0.033","","","","","","0","93","","1021307","1021307025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_lyrael","23","","1021307","1021307026"
"1","","0","0","0","","raira_cook","3","","1021307","1021307027"
"2","","0","0","0","","raira_cook","3","","1021307","1021307028"
"3","","0","0","0","","raira_end","3","","1021307","1021307029"
"4","","0","0","0","","raira_cook","3","","1021307","1021307030"
"5","","0","0","0","","raira_white","3","","1021307","1021307031"
"6","","0","0","0","","raira_cook","3","","1021307","1021307032"
"7","","0","0","0","","raira_white","3","","1021307","1021307033"
"8","","0","0","0","","raira_cook","3","","1021307","1021307034"
"9","","0","0","0","","raira_cook_w","3","","1021307","1021307035"
"3","","","","","","0","93","","1021307","1021307036"
"vo_obtent_1021307","","0","","","0","vo_obtent_1021307_01","21","","1021307","1021307037"
"2.366","","","","","","0","93","","1021307","1021307038"
"1021307040","","","","","","","101","","1021307","1021307039"
"se_obtent_10213_drama_cook_lyrael","","","","","","0","24","","1021307","1021307040"
"0","","","","","","0","22","","1021307","1021307041"
"1","","1","0","0","1","1","6","0","1021307","1021307042"
"2","","1","0","0","1","1","6","0","1021307","1021307043"
"3","","1","0","0","1","1","6","0","1021307","1021307044"
"4","","1","0","0","1","1","6","0","1021307","1021307045"
"5","","1","0","0","1","1","6","0","1021307","1021307046"
"6","","1","0","0","1","1","6","0","1021307","1021307047"
"7","","1","0","0","1","1","6","0","1021307","1021307048"
"8","","1","0","0","1","1","6","0","1021307","1021307049"
"9","","1","0","0","1","1","6","0","1021307","1021307050"
"1","","","","","","eat","37","","1021307","1021307051"
"2","","","","","","0","32","","1021307","1021307052"
"5","","","","","","0","32","","1021307","1021307053"
