847d1baabc72a1d6643691e8a83572f193b5433c6afa8c0ec7137c39d97108c4,f52362898b48628eb38b625de898fec0e28fc197c7d7ee960f1214fb2f0b0d5f,74e757f1514a4278e851df4917176e518375c1375c7e73802efacb41b6e065f1,d258b74fba357726ed10b57720619eafbacc9644c4dfc1c5456b5f6b73673b4c,f280be45ef6880481fb87e82241583146864f6cfec00c410d0e321f1bf88898a,663eb2dd517f98040a604e3a0c7d4d90bf254e59ac087dece8d30ddcb4ae8401,66c954a680e1dc97970461bec8a938640d4c0feea27d6195e103bd64a246f0c8,8dd78b166dfa8dd4df16cc02fc666ac7afada5e4ea5262f80139b76091635fde,d926c1cbf2ec0e8e55fd05fee626ab358e723e788e173458e2a058dfc9bd087e,a964f3bc3ca8dd42bdd3500881a56ed8f234c25c62d07761e11e490f41669f83,8ac05dbe241e146026bdb1e87ae997f39ae9cea5a48924ad2729fdf12c959ea8
"10","2","1750","","","-125","","18690008","869","110511",""
"10","2","1500","","","-250","","18690009","869","110011",""
"10","2","1750","","","-125","","18690010","869","1",""
"10","2","1500","","","-250","","18690011","869","2",""
"10","33","1750","","","-125","","18690012","869","1",""
"10","33","1500","","","-250","","18690013","869","2",""
"","23","se_fpc_water_random","","","","","18700001","870","se_10053800",""
"-1100","1","110111","1","1.75","22","cmn_float","18700002","870","1","-180"
"-1350","1","117111","0","1.75","12","cmn_float","18700003","870","1","-125"
"-1600","1","127011","0","1.75","22","cmn_float","18700004","870","1","-180"
"-180","31","2","","1","-1070","","18700005","870","6","1"
"-125","31","3","","1","-1350","","18700006","870","6","1"
"-180","31","4","","1","-1600","","18700007","870","6","1"
"13.5","2","1500","","","-180","","18700008","870","110111",""
"13.5","2","1250","","","-125","","18700009","870","117111",""
"13.5","2","1000","","","-180","","18700010","870","127011",""
"13.5","33","1530","","","-180","","18700011","870","2",""
"13.5","33","1250","","","-125","","18700012","870","3",""
"13.5","33","1000","","","-180","","18700013","870","4",""
"","93","","","","","","18700014","870","2.7",""
"0","21","vo_fpc_87001","","","","","18700015","870","vo_fpc",""
"","23","se_fpc_water_random","","","","","18710001","871","se_10053800",""
"-850","1","122511","0","1.75","12","cmn_swm_breastStroke","18710002","871","1","-125"
"-1100","1","117411","0","1.75","32","cmn_swm_breastStroke","18710003","871","1","-250"
"-125","31","1","","1","-850","","18710004","871","2","1"
"-250","31","2","","1","-1100","","18710005","871","2","1"
"10","2","1750","","","-125","","18710006","871","122511",""
"10","2","1500","","","-250","","18710007","871","117411",""
"10","33","1750","","","-125","","18710008","871","1",""
"10","33","1500","","","-250","","18710009","871","2",""
"","23","se_fpc_water_random","","","","","18720001","872","se_10053800",""
"-850","1","110311","0","1.75","23","cmn_boat_relax_l","18720002","872","1","-180"
"-1200","1","126711","0","1.75","23","cmn_boat_relax","18720003","872","1","-180"
"-850","5","1","0","1.75","22","cmn_boat_idle_blue","18720004","872","2","-180"
"-1200","5","2","0","1.75","22","cmn_boat_idle_l","18720005","872","2","-180"
"-180","31","1","","1","-850","","18720006","872","116","1"
"-180","31","2","","1","-1200","","18720007","872","116","1"
"13.5","2","1750","","","-180","","18720008","872","110311",""
"13.5","2","1400","","","-180","","18720009","872","126711",""
"13.5","2","1750","","","-180","","18720010","872","1",""
"13.5","2","1400","","","-180","","18720011","872","2",""
"13.5","33","1750","","","-180","","18720012","872","1",""
"13.5","33","1400","","","-180","","18720013","872","2",""
"","93","","","","","","18720014","872","2.7",""
"0","21","vo_fpc_87201","","","","","18720015","872","vo_fpc",""
"","23","se_fpc_water_random","","","","","18730001","873","se_10053800",""
"-850","1","110411","0","1.75","12","cmn_swm_breastStroke","18730002","873","1","-125"
"-1100","1","115711","0","1.75","32","cmn_swm_breastStroke","18730003","873","1","-250"
"-125","31","1","","1","-850","","18730004","873","2","1"
"-250","31","2","","1","-1100","","18730005","873","2","1"
"10","2","1750","","","-125","","18730006","873","110411",""
"10","2","1500","","","-250","","18730007","873","115711",""
"10","33","1750","","","-125","","18730008","873","1",""
"10","33","1500","","","-250","","18730009","873","2",""
"","23","se_fpc_water_random","","","","","18740001","874","se_10053800",""
"-1100","1","110411","1","1.75","22","cmn_float","18740002","874","1","-180"
"-1350","1","122611","0","1.75","12","cmn_float","18740003","874","1","-125"
"-180","31","2","","1","-1070","","18740004","874","6","1"
"-125","31","3","","1","-1350","","18740005","874","6","1"
"13.5","2","1500","","","-180","","18740006","874","110411",""
"13.5","2","1250","","","-125","","18740007","874","122611",""
"13.5","33","1530","","","-180","","18740008","874","2",""
"13.5","33","1250","","","-125","","18740009","874","3",""
"","93","","","","","","18740010","874","2.6",""
"0","21","vo_fpc_87401","","","","","18740011","874","vo_fpc",""
"","23","se_fpc_water_random","","","","","18750001","875","se_10053800",""
"-850","1","108011","0","1.75","12","cmn_swm_diving","18750002","875","1","-125"
"-1100","1","129411","0","1.75","22","cmn_swm_diving","18750003","875","1","-180"
"-125","31","1","","1","-850","","18750004","875","9","1"
"-180","31","2","","1","-1100","","18750005","875","9","1"
"13.5","2","1750","","","-125","","18750006","875","108011",""
"13.5","2","1500","","","-180","","18750007","875","129411",""
"13.5","33","1750","","","-125","","18750008","875","1",""
"13.5","33","1500","","","-180","","18750009","875","2",""
"","23","se_fpc_water_random","","","","","18760001","876","se_10053800",""
"-1100","1","117111","1","1.75","22","cmn_float","18760002","876","1","-180"
"-1350","1","129311","0","1.75","12","cmn_float","18760003","876","1","-125"
"-180","31","2","","1","-1070","","18760004","876","6","1"
"-125","31","3","","1","-1350","","18760005","876","6","1"
"13.5","2","1500","","","-180","","18760006","876","117111",""
"13.5","2","1250","","","-125","","18760007","876","129311",""
"13.5","33","1530","","","-180","","18760008","876","2",""
"13.5","33","1250","","","-125","","18760009","876","3",""
"","93","","","","","","18760010","876","2.8",""
"0","21","vo_fpc_87601","","","","","18760011","876","vo_fpc",""
"","23","se_fpc_water_random","","","","","18770001","877","se_10053800",""
"-850","1","117211","0","1.75","12","cmn_crawl","18770002","877","1","-125"
"-1100","1","117311","0","1.75","32","cmn_crawl","18770003","877","1","-250"
"-1350","1","117411","0","1.75","12","cmn_crawl","18770004","877","1","-125"
"-1600","1","129511","0","1.75","32","cmn_swm_diving","18770005","877","1","-250"
"-125","31","1","","1","-850","","18770006","877","7","1"
"-250","31","2","","1","-1100","","18770007","877","1","1"
"-125","31","3","","1","-1350","","18770008","877","7","1"
"-250","31","4","","1","-1600","","18770009","877","9","1"
"10","2","1750","","","-125","","18770010","877","117211",""
"10","2","1500","","","-250","","18770011","877","117311",""
"10","2","1250","","","-125","","18770012","877","117411",""
"10","2","1000","","","-250","","18770013","877","129511",""
"10","33","1750","","","-125","","18770014","877","1",""
"10","33","1500","","","-250","","18770015","877","2",""
"10","33","1250","","","-125","","18770016","877","3",""
"10","33","1000","","","-250","","18770017","877","4",""
"","23","se_fpc_water_random","","","","","18780001","878","se_10053800",""
"-850","1","110611","0","1.75","13","cmn_swm_tread","18780002","878","1","-125"
"-1100","1","129511","0","1.75","33","cmn_swm_tread","18780003","878","1","-250"
"-850","5","1","0","1.75","12","cmn_swm_tread_pink","18780004","878","1","-125"
"-1100","5","2","0","1.75","32","cmn_swm_tread_blue","18780005","878","1","-250"
"-125","31","1","","1","-850","","18780006","878","13","1"
"-250","31","2","","1","-1100","","18780007","878","3","1"
"13.5","2","1750","","","-125","","18780008","878","110611",""
"13.5","2","1500","","","-250","","18780009","878","129511",""
"13.5","2","1750","","","-125","","18780010","878","1",""
"13.5","2","1500","","","-250","","18780011","878","2",""
"13.5","33","1750","","","-125","","18780012","878","1",""
"13.5","33","1500","","","-250","","18780013","878","2",""
"","23","se_fpc_water_random","","","","","18790001","879","se_10053800",""
"-1100","1","107611","1","1.75","22","cmn_float","18790002","879","1","-180"
"-1350","1","122611","0","1.75","12","cmn_float","18790003","879","1","-125"
"-180","31","2","","1","-1070","","18790004","879","6","1"
"-125","31","3","","1","-1350","","18790005","879","6","1"
"13.5","2","1500","","","-180","","18790006","879","107611",""
"13.5","2","1250","","","-125","","18790007","879","122611",""
"13.5","33","1530","","","-180","","18790008","879","2",""
"13.5","33","1250","","","-125","","18790009","879","3",""
"","93","","","","","","18790010","879","2.6",""
"0","21","vo_fpc_87901","","","","","18790011","879","vo_fpc",""
"","23","se_fpc_water_random","","","","","18800001","880","se_10053800",""
"-1100","1","110311","1","1.75","22","cmn_float","18800002","880","1","-180"
"-1350","1","129311","1","1.75","12","04_misogi_float_loop","18800003","880","1","-125"
"-180","31","2","","1","-1070","","18800004","880","6","1"
"-125","31","3","","1","-1350","","18800005","880","6","1"
"13.5","2","1500","","","-180","","18800006","880","110311",""
"13.5","2","1250","","","-125","","18800007","880","129311",""
"13.5","33","1530","","","-180","","18800008","880","2",""
"13.5","33","1250","","","-125","","18800009","880","3",""
"","93","","","","","","18800010","880","2.5",""
"0","21","vo_fpc_88001","","","","","18800011","880","vo_fpc",""
"","23","se_fpc_water_random","","","","","18810001","881","se_10053800",""
"-1100","1","113511","1","1.75","22","cmn_float","18810002","881","1","-180"
"-1350","1","129311","1","1.75","12","04_misogi_float_loop","18810003","881","1","-125"
"-180","31","2","","1","-1070","","18810004","881","6","1"
"-125","31","3","","1","-1350","","18810005","881","6","1"
"13.5","2","1500","","","-180","","18810006","881","113511",""
"13.5","2","1250","","","-125","","18810007","881","129311",""
"13.5","33","1530","","","-180","","18810008","881","2",""
"13.5","33","1250","","","-125","","18810009","881","3",""
"","93","","","","","","18810010","881","2.4",""
"0","21","vo_fpc_88101","","","","","18810011","881","vo_fpc",""
"","23","se_fpc_water_random","","","","","18820001","882","se_10053800",""
"-850","1","108011","0","1.75","23","cmn_boat_relax_l","18820002","882","1","-180"
"-1200","1","107911","0","1.75","23","cmn_boat_cat","18820003","882","1","-180"
"-850","5","1","0","1.75","22","cmn_boat_idle_blue","18820004","882","2","-180"
"-1200","5","2","0","1.75","22","cmn_boat_idle_l","18820005","882","2","-180"
"-180","31","1","","1","-850","","18820006","882","116","1"
"-180","31","2","","1","-1200","","18820007","882","116","1"
"13.5","2","1750","","","-180","","18820008","882","108011",""
"13.5","2","1400","","","-180","","18820009","882","107911",""
"13.5","2","1750","","","-180","","18820010","882","1",""
"13.5","2","1400","","","-180","","18820011","882","2",""
"13.5","33","1750","","","-180","","18820012","882","1",""
"13.5","33","1400","","","-180","","18820013","882","2",""
"","93","","","","","","18820014","882","1",""
"0","21","vo_fpc_88201","","","","","18820015","882","vo_fpc",""
"","23","se_fpc_water_random","","","","","18830001","883","se_10053800",""
"-850","1","110411","0","1.75","12","10_cmn_dogscratch","18830002","883","1","-125"
"-1100","1","110511","0","1.75","32","10_cmn_dogscratch","18830003","883","1","-250"
"-1350","1","115711","0","1.75","12","10_cmn_dogscratch","18830004","883","1","-125"
"-1600","1","122411","0","1.75","32","10_cmn_dogscratch","18830005","883","1","-250"
"-125","31","1","","1","-850","","18830006","883","117","1"
"-250","31","2","","1","-1100","","18830007","883","117","1"
"-125","31","3","","1","-1350","","18830008","883","117","1"
"-250","31","4","","1","-1600","","18830009","883","117","1"
"10","2","1750","","","-125","","18830010","883","110411",""
"10","2","1500","","","-250","","18830011","883","110511",""
"10","2","1250","","","-125","","18830012","883","115711",""
"10","2","1000","","","-250","","18830013","883","122411",""
"10","33","1750","","","-125","","18830014","883","1",""
"10","33","1500","","","-250","","18830015","883","2",""
"10","33","1250","","","-125","","18830016","883","3",""
"10","33","1000","","","-250","","18830017","883","4",""
"","23","se_fpc_water_random","","","","","18840001","884","se_10053800",""
"-1100","1","107511","1","1.75","22","cmn_float","18840002","884","1","-180"
"-1350","1","126611","0","1.75","12","cmn_float","18840003","884","1","-125"
"-180","31","2","","1","-1070","","18840004","884","6","1"
"-125","31","3","","1","-1350","","18840005","884","6","1"
"13.5","2","1500","","","-180","","18840006","884","107511",""
"13.5","2","1250","","","-125","","18840007","884","126611",""
"13.5","33","1530","","","-180","","18840008","884","2",""
"13.5","33","1250","","","-125","","18840009","884","3",""
"","93","","","","","","18840010","884","2.2",""
"0","21","vo_fpc_88401","","","","","18840011","884","vo_fpc",""
"","23","se_fpc_water_random","","","","","18850001","885","se_10053800",""
"-1100","1","107611","1","1.75","22","cmn_float","18850002","885","1","-180"
"-1350","1","107711","0","1.75","12","cmn_float","18850003","885","1","-125"
"-180","31","2","","1","-1070","","18850004","885","6","1"
"-125","31","3","","1","-1350","","18850005","885","6","1"
"13.5","2","1500","","","-180","","18850006","885","107611",""
"13.5","2","1250","","","-125","","18850007","885","107711",""
"13.5","33","1530","","","-180","","18850008","885","2",""
"13.5","33","1250","","","-125","","18850009","885","3",""
"","93","","","","","","18850010","885","2.6",""
"0","21","vo_fpc_88501","","","","","18850011","885","vo_fpc",""
"","23","se_fpc_water_random","","","","","18860001","886","se_10053800",""
"-850","1","113111","0","1.75","23","cmn_boat_relax_l","18860002","886","1","-180"
"-1200","1","122511","0","1.75","23","cmn_boat_relax","18860003","886","1","-180"
"-850","5","1","0","1.75","22","cmn_boat_idle_blue","18860004","886","2","-180"
"-1200","5","2","0","1.75","22","cmn_boat_idle_l","18860005","886","2","-180"
"-180","31","1","","1","-850","","18860006","886","116","1"
"-180","31","2","","1","-1200","","18860007","886","116","1"
"13.5","2","1750","","","-180","","18860008","886","113111",""
"13.5","2","1400","","","-180","","18860009","886","122511",""
"13.5","2","1750","","","-180","","18860010","886","1",""
"13.5","2","1400","","","-180","","18860011","886","2",""
"13.5","33","1750","","","-180","","18860012","886","1",""
"13.5","33","1400","","","-180","","18860013","886","2",""
"","93","","","","","","18860014","886","2.6",""
"0","21","vo_fpc_88601","","","","","18860015","886","vo_fpc",""
"","23","se_fpc_water_random","","","","","18870001","887","se_10053800",""
"-1100","1","107711","1","1.75","22","cmn_float","18870002","887","1","-180"
"-1350","1","122711","0","1.75","12","cmn_float","18870003","887","1","-125"
"-180","31","2","","1","-1070","","18870004","887","6","1"
"-125","31","3","","1","-1350","","18870005","887","6","1"
"13.5","2","1500","","","-180","","18870006","887","107711",""
"13.5","2","1250","","","-125","","18870007","887","122711",""
"13.5","33","1530","","","-180","","18870008","887","2",""
"13.5","33","1250","","","-125","","18870009","887","3",""
"","93","","","","","","18870010","887","2.5",""
"0","21","vo_fpc_88701","","","","","18870011","887","vo_fpc",""
"","23","se_fpc_water_random","","","","","18890001","889","se_10053800",""
"750","1","122811","1","1.49","12","09_misogi_run","18890002","889","1","-15"
"5.65","2","-750","0","","-15","","18890003","889","122811",""
"","93","","","","","","18890004","889","0.5",""
"0","21","vo_fpc_88901","","","","","18890005","889","vo_fpc",""
"","23","se_fpc_water_random","","","","","18900001","890","se_10053800",""
"750","1","107911","1","1.49","12","09_misogi_run","18900002","890","1","-15"
"5.65","2","-750","0","","-15","","18900003","890","107911",""
"","93","","","","","","18900004","890","0.6",""
"0","21","vo_fpc_89001","","","","","18900005","890","vo_fpc",""
"","23","se_fpc_water_random","","","","","18910001","891","se_10053800",""
"1000","1","122411","1","1.75","22","04_misogi_flutterKick_loop","18910002","891","1","-180"
"-180","31","12","","1","1000","","18910003","891","12","1"
