019a457c18cd0830bd4ef0e0632725bc4aa3ef1b811f5eb393da8568b05a0195,612f41570cf7644ea75db0bcacda05ffba5d4e6fb5d2cb17f57898c053c88669,121c8e8f4c141786e92e2c7cb1929394726b70212cbac39caab6168af3c77918,63b1911a3150a06fa96791f799c151104ef4d478f409b26a4a27120c3cead371,6e799e3ed7735b265fac4cfc5bd4514b636162c30995936b24b23b897985a417,6ca60a47a639118574b4326dde830df7568f826fd25b955c1a06c2665d603150,6648d1a4ae9195236d4612a6d0ea521e86577a9db044ce4f1a7e5083d6149e5e,088ada6554edc746156c48608c11c809d0e315a16cbf522dca887c8b4176d039,062cc568e2b21a5504c67120a76262db75e3bea884b8af7c06f3c7c3d3a46cd4,d24b319f35a757c0233df622d7b6925bb758c834856455dad73146fe7afd0570,a01564bff67be042ee4dfb5e849adc779d5f3ccc0d3562fed841384962ba799e
"wac_birthday_wish_05","0.2","0.2","0","3","1","106731","6214","","wac_birthday_blowout_01","6214032"
"0.01","","","-330","2","","106731","6214","","-200","6214033"
"","0.2","","1","3","","106611","6214","","wac_birthday_idle_doya","6214034"
"0.01","","","-320","2","","106611","6214","","180","6214035"
"","0.2","","1","3","","106511","6214","","wac_birthday_idle_normal","6214036"
"0.01","","","-340","2","","106511","6214","","320","6214037"
"","","","","93","","0","6214","","","6214038"
"","","","","32","","800","6214","","1","6214039"
"","","","","93","","0.7","6214","","","6214040"
"","","","","32","","702","6214","","1","6214041"
"","","","","93","","0.5","6214","","","6214042"
"","","","0","23","","se_common","6214","","se_sys_login_birthday_blow_candle","6214043"
"","","","","32","","701","6214","","0","6214044"
"","","","","93","","0.4","6214","","","6214045"
"","","","0","23","","se_common","6214","","se_sys_login_birthday_cracker","6214046"
"","","","","32","","700","6214","","1","6214047"
"","","","0","23","","se_common","6214","","se_sys_login_birthday_calendar_applause","6214048"
"wac_birthday_idle_doya","0.2","0.2","0","3","1","106611","6214","","wac_birthday_clap","6214049"
"","","","","93","","0.1","6214","","","6214050"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","106511","6214","","wac_birthday_clap","6214051"
"","","","","93","","2","6214","","","6214052"
"","","","","131","","1","6214","","","6214053"
"0","","","0","21","","vo_wac_06214","6214","","vo_wac_06214_000","6214054"
"1","0","0","10","11","1","106731","6214","0.5","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","6214055"
"","","","","91","","0","6214","","","6214056"
"","0.2","","1","3","","106731","6214","","wac_birthday_idle_wish","6214057"
"","0.2","","1","3","","106611","6214","","wac_birthday_talk_anger","6214058"
"0","","","0","21","","vo_wac_06214","6214","","vo_wac_06214_001","6214059"
"1","0","0","10","11","1","106611","6214","0.5","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","6214060"
"","","","","91","","0","6214","","","6214061"
"","0.2","","1","3","","106611","6214","","wac_birthday_idle_normal","6214062"
"","0.2","","1","3","","106731","6214","","wac_birthday_talk_wish","6214063"
"0","","","0","21","","vo_wac_06214","6214","","vo_wac_06214_002","6214064"
"1","0","0","10","11","1","106731","6214","0.5","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","6214065"
"","","","","91","","0","6214","","","6214066"
"","0.2","","1","3","","106731","6214","","wac_birthday_talk_smile","6214067"
"0","","","0","21","","vo_wac_06214","6214","","vo_wac_06214_003","6214068"
"1","0","0","10","11","1","106731","6214","0.5","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","6214069"
"","","","","91","","0","6214","","","6214070"
"","","","","22","","0","6214","","","6214071"
"","","","","25","","bgm_M321","8014","","bgm_M321_2C","8014001"
"-1000","2","0","250","1","-70","1","8014","wac_birthday_idle_normal","104411","8014002"
"170","2","1","256","1","-260","1","8014","wac_birthday_shinobu_idle_wish","103111","8014003"
"270","2","1","259","1","-310","1","8014","wac_birthday_idle_smile","100711","8014004"
"400","2","1","257","1","-270","1","8014","wac_birthday_idle_normal","102211","8014005"
"500","2","1","258","1","-310","1","8014","wac_birthday_idle_smile","100611","8014006"
"","","","","13","","104411","8014","","300","8014007"
"","","","","13","","103111","8014","","300","8014008"
"0","1","","0","31","1","600","8014","","600","8014009"
"0","0","","0","31","1","602","8014","","602","8014010"
"0","0","","0","31","1","603","8014","","603","8014011"
"60","1","","30","31","1","604","8014","","604","8014012"
"0","1","","0","31","1","610","8014","","610","8014013"
"0","0","","0","31","1","700","8014","","700","8014014"
"0","0","","0","31","1","701","8014","","701","8014015"
"0","0","","0","31","1","702","8014","","702","8014016"
"0","0","","0","31","1","800","8014","","800","8014017"
"60","1","","30","31","1","906","8014","","906","8014018"
"","","","","93","","1","8014","","","8014019"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","100711","8014","","wac_birthday_reaction_05","8014020"
"wac_birthday_shinobu_reaction_01","0.2","0.2","0","3","1","103111","8014","","wac_birthday_shinobu_reaction_04","8014021"
"","","","","93","","0.1","8014","","","8014022"
"wac_birthday_reaction_04","0.2","0.2","0","3","1","102211","8014","","wac_birthday_reaction_01","8014023"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","100611","8014","","wac_birthday_reaction_05","8014024"
"","","","","93","","0.3","8014","","","8014025"
"","0.2","","1","3","","104411","8014","","wac_birthday_run_01","8014026"
"3","","","-70","2","","104411","8014","","0","8014027"
"","","","","93","","2.5","8014","","","8014028"
"","","","","32","","602","8014","","1","8014029"
"","","","","93","","0.6","8014","","","8014030"
"","","","","32","","600","8014","","0","8014031"
"","","","","32","","610","8014","","0","8014032"
"","","","","32","","604","8014","","0","8014033"
"","","","","32","","701","8014","","1","8014034"
"0.01","","","0","33","","906","8014","","0","8014035"
"wac_birthday_wish_02","0.2","0.2","0","3","1","104411","8014","","wac_birthday_blowout_01","8014036"
"0.01","","","-330","2","","104411","8014","","-200","8014037"
"","0.2","","1","3","","103111","8014","","wac_birthday_shinobu_idle_wish","8014038"
"0.01","","","-320","2","","103111","8014","","150","8014039"
"","0.2","","1","3","","100711","8014","","wac_birthday_idle_smile","8014040"
"0.01","","","-360","2","","100711","8014","","265","8014041"
"","0.2","","1","3","","102211","8014","","wac_birthday_idle_normal","8014042"
"0.01","","","-320","2","","102211","8014","","400","8014043"
"","0.2","","1","3","","100611","8014","","wac_birthday_idle_smile","8014044"
"0.01","","","-340","2","","100611","8014","","500","8014045"
"","","","","93","","0","8014","","","8014046"
"","","","","32","","800","8014","","1","8014047"
"","","","","93","","0.7","8014","","","8014048"
"","","","","32","","702","8014","","1","8014049"
"","","","","93","","0.5","8014","","","8014050"
"","","","0","23","","se_common","8014","","se_sys_login_birthday_blow_candle","8014051"
"","","","","32","","701","8014","","0","8014052"
"","","","","93","","0.4","8014","","","8014053"
"","","","0","23","","se_common","8014","","se_sys_login_birthday_cracker","8014054"
"","","","","32","","700","8014","","1","8014055"
"","","","0","23","","se_common","8014","","se_sys_login_birthday_calendar_applause","8014056"
"wac_birthday_shinobu_idle_wish","0.2","0.2","0","3","1","103111","8014","","wac_birthday_shinobu_clap_to_wish","8014057"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","102211","8014","","wac_birthday_clap","8014058"
"","","","","93","","0.1","8014","","","8014059"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","100711","8014","","wac_birthday_clap","8014060"
"","","","","93","","0.1","8014","","","8014061"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","100611","8014","","wac_birthday_clap","8014062"
"","","","","93","","2","8014","","","8014063"
"","","","","131","","1","8014","","","8014064"
"0","","","0","21","","vo_wac_08014","8014","","vo_wac_08014_000","8014065"
"1","0","0","10","11","1","104411","8014","0.5","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","8014066"
"","","","","91","","0","8014","","","8014067"
"","0.2","","1","3","","104411","8014","","wac_birthday_idle_normal","8014068"
"","0.2","","1","3","","103111","8014","","wac_birthday_shinobu_talk_wish","8014069"
"0","","","0","21","","vo_wac_08014","8014","","vo_wac_08014_002","8014070"
"1","0","0","10","11","1","103111","8014","0.5","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","8014071"
"","","","","91","","0","8014","","","8014072"
"","0.2","","1","3","","103111","8014","","wac_birthday_shinobu_idle_wish","8014073"
"","0.2","","1","3","","104411","8014","","wac_birthday_talk_doya","8014074"
"0","","","0","21","","vo_wac_08014","8014","","vo_wac_08014_003","8014075"
"1","0","0","10","11","1","104411","8014","0.5","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","8014076"
"","","","","91","","0","8014","","","8014077"
"","0.2","","1","3","","104411","8014","","wac_birthday_talk_smile","8014078"
"0","","","0","21","","vo_wac_08014","8014","","vo_wac_08014_004","8014079"
"1","0","0","10","11","1","104411","8014","0.5","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","8014080"
"","","","","91","","0","8014","","","8014081"
"","","","","22","","0","8014","","","8014082"
"","","","","25","","bgm_M321","8514","","bgm_M321_2C","8514001"
"-1000","2","0","250","1","-70","1","8514","wac_birthday_idle_normal","102311","8514002"
"200","2","1","256","1","-270","1","8514","wac_birthday_idle_wish","102111","8514003"
"310","2","1","258","1","-310","1","8514","wac_birthday_idle_normal","102811","8514004"
"445","2","1","257","1","-290","1","8514","wac_birthday_idle_smile","102511","8514005"
"","","","","13","","102311","8514","","300","8514006"
"","","","","13","","102111","8514","","300","8514007"
"0","1","","0","31","1","600","8514","","600","8514008"
"0","0","","0","31","1","602","8514","","602","8514009"
"0","0","","0","31","1","603","8514","","603","8514010"
"60","1","","30","31","1","604","8514","","604","8514011"
"0","1","","0","31","1","610","8514","","610","8514012"
"0","0","","0","31","1","700","8514","","700","8514013"
"0","0","","0","31","1","701","8514","","701","8514014"
"0","0","","0","31","1","702","8514","","702","8514015"
"0","0","","0","31","1","800","8514","","800","8514016"
"60","1","","30","31","1","907","8514","","907","8514017"
"","","","","93","","1","8514","","","8514018"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","102111","8514","","wac_birthday_reaction_01","8514019"
"","","","","93","","0.1","8514","","","8514020"
"wac_birthday_reaction_04","0.2","0.2","0","3","1","102811","8514","","wac_birthday_reaction_01","8514021"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","102511","8514","","wac_birthday_reaction_05","8514022"
"","","","","93","","0.3","8514","","","8514023"
"","0.2","","1","3","","102311","8514","","wac_birthday_run_01","8514024"
"3","","","-70","2","","102311","8514","","0","8514025"
"","","","","93","","2.5","8514","","","8514026"
"","","","","32","","602","8514","","1","8514027"
"","","","","93","","0.6","8514","","","8514028"
"","","","","32","","600","8514","","0","8514029"
"","","","","32","","610","8514","","0","8514030"
"","","","","32","","604","8514","","0","8514031"
"","","","","32","","701","8514","","1","8514032"
"0.01","","","0","33","","907","8514","","0","8514033"
"wac_birthday_wish_02","0.2","0.2","0","3","1","102311","8514","","wac_birthday_blowout_01","8514034"
"0.01","","","-330","2","","102311","8514","","-200","8514035"
"","0.2","","1","3","","102111","8514","","wac_birthday_idle_wish","8514036"
"0.01","","","-320","2","","102111","8514","","180","8514037"
"","0.2","","1","3","","102811","8514","","wac_birthday_idle_normal","8514038"
"0.01","","","-360","2","","102811","8514","","290","8514039"
"","0.2","","1","3","","102511","8514","","wac_birthday_idle_smile","8514040"
"0.01","","","-340","2","","102511","8514","","425","8514041"
"","","","","93","","0","8514","","","8514042"
"","","","","32","","800","8514","","1","8514043"
"","","","","93","","0.7","8514","","","8514044"
"","","","","32","","702","8514","","1","8514045"
"","","","","93","","0.5","8514","","","8514046"
"","","","0","23","","se_common","8514","","se_sys_login_birthday_blow_candle","8514047"
"","","","","32","","701","8514","","0","8514048"
"","","","","93","","0.4","8514","","","8514049"
"","","","0","23","","se_common","8514","","se_sys_login_birthday_cracker","8514050"
"","","","","32","","700","8514","","1","8514051"
"","","","0","23","","se_common","8514","","se_sys_login_birthday_calendar_applause","8514052"
"wac_birthday_idle_wish","0.2","0.2","0","3","1","102111","8514","","wac_birthday_clap_to_wish","8514053"
"","","","","93","","0.1","8514","","","8514054"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","102811","8514","","wac_birthday_clap","8514055"
"","","","","93","","0.1","8514","","","8514056"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","102511","8514","","wac_birthday_clap","8514057"
"","","","","93","","2","8514","","","8514058"
"","","","","131","","1","8514","","","8514059"
"0","","","0","21","","vo_wac_08514","8514","","vo_wac_08514_000","8514060"
"1","0","0","10","11","1","102311","8514","0.5","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","8514061"
"","","","","91","","0","8514","","","8514062"
"","0.2","","1","3","","102311","8514","","wac_birthday_idle_smile","8514063"
"","0.2","","1","3","","102111","8514","","wac_birthday_talk_smile","8514064"
"0","","","0","21","","vo_wac_08514","8514","","vo_wac_08514_001","8514065"
"1","0","0","10","11","1","102111","8514","0.5","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","8514066"
"","","","","91","","0","8514","","","8514067"
"","0.2","","1","3","","102111","8514","","wac_birthday_idle_smile","8514068"
"","0.2","","1","3","","102311","8514","","wac_birthday_talk_wish","8514069"
"0","","","0","21","","vo_wac_08514","8514","","vo_wac_08514_002","8514070"
"1","0","0","10","11","1","102311","8514","0.5","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","8514071"
"","","","","91","","0","8514","","","8514072"
"","0.2","","1","3","","102311","8514","","wac_birthday_talk_smile","8514073"
"0","","","0","21","","vo_wac_08514","8514","","vo_wac_08514_003","8514074"
"1","0","0","10","11","1","102311","8514","0.5","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","8514075"
"","","","","91","","0","8514","","","8514076"
"","","","","22","","0","8514","","","8514077"
"","","","","25","","bgm_M321","8614","","bgm_M321_2C","8614001"
"-1000","2","0","250","1","-70","1","8614","wac_birthday_idle_normal","105911","8614002"
