27753e76b85c859bfae86c2c5579e7771844461d2be1e2fd6f59ab2b3d238d6d,80db138bb4113d7cc33a5406d0b85e7c6953dd2eee4efe5af3ba6628270673a9,2b82803253cfcb2d5deca2ca69c29d53a1209794da45bbef4ddd99bc1c595e2e,e3ad83585f8d6f2ecdf402b86084f81458764f4c97f4aa559b3765ec0e2c9de1,c7f243f9f3034a006eec79a8d41797796ea6462df1a9fec5d11b37c9d484c263,6950d81d9385d8e51b6a673beb0c79cec9becf59205bc45b60f8fe9c960eb56c,03c9c2277d80f680a9b6505aeac1db3976cfdf0ce86070341363c46459674218,7be1c2280831b936c92822761df8213b0ab32e9cfe912b771ad72ee105e90f32,0529fc33666abc736e3fcb8f2a3addd49c2ff1c5d6ce4fdc284b69c324928114,3a7c84738ff6f46dc14f9a3215808272ea7a2192fd49c08cc65205d6db8c4b02,76dd5bbdce3a22fdaf739bd64aaf6f773d17fd78c1c2c996e1254f4bcf50f01f
"869","1","7","-850","1","","1","-125","","31","18690006"
"869","1","1","-1100","2","","1","-250","","31","18690007"
"869","","110511","-125","1750","","","10","","2","18690008"
"869","","110011","-250","1500","","","10","","2","18690009"
"869","","1","-125","1750","","","10","","2","18690010"
"869","","2","-250","1500","","","10","","2","18690011"
"869","","1","-125","1750","","","10","","33","18690012"
"869","","2","-250","1500","","","10","","33","18690013"
"870","","se_10053800","","se_fpc_water_random","","","","","23","18700001"
"870","-180","1","22","110111","cmn_float","1.75","-1100","1","1","18700002"
"870","-125","1","12","117111","cmn_float","1.75","-1350","0","1","18700003"
"870","-180","1","22","127011","cmn_float","1.75","-1600","0","1","18700004"
"870","1","6","-1070","2","","1","-180","","31","18700005"
"870","1","6","-1350","3","","1","-125","","31","18700006"
"870","1","6","-1600","4","","1","-180","","31","18700007"
"870","","110111","-180","1500","","","13.5","","2","18700008"
"870","","117111","-125","1250","","","13.5","","2","18700009"
"870","","127011","-180","1000","","","13.5","","2","18700010"
"870","","2","-180","1530","","","13.5","","33","18700011"
"870","","3","-125","1250","","","13.5","","33","18700012"
"870","","4","-180","1000","","","13.5","","33","18700013"
"870","","2.7","","","","","","","93","18700014"
"870","","vo_fpc","","vo_fpc_87001","","","0","","21","18700015"
"871","","se_10053800","","se_fpc_water_random","","","","","23","18710001"
"871","-125","1","12","122511","cmn_swm_breastStroke","1.75","-850","0","1","18710002"
"871","-250","1","32","117411","cmn_swm_breastStroke","1.75","-1100","0","1","18710003"
"871","1","2","-850","1","","1","-125","","31","18710004"
"871","1","2","-1100","2","","1","-250","","31","18710005"
"871","","122511","-125","1750","","","10","","2","18710006"
"871","","117411","-250","1500","","","10","","2","18710007"
"871","","1","-125","1750","","","10","","33","18710008"
"871","","2","-250","1500","","","10","","33","18710009"
"872","","se_10053800","","se_fpc_water_random","","","","","23","18720001"
"872","-180","1","23","110311","cmn_boat_relax_l","1.75","-850","0","1","18720002"
"872","-180","1","23","126711","cmn_boat_relax","1.75","-1200","0","1","18720003"
"872","-180","2","22","1","cmn_boat_idle_blue","1.75","-850","0","5","18720004"
"872","-180","2","22","2","cmn_boat_idle_l","1.75","-1200","0","5","18720005"
"872","1","116","-850","1","","1","-180","","31","18720006"
"872","1","116","-1200","2","","1","-180","","31","18720007"
"872","","110311","-180","1750","","","13.5","","2","18720008"
"872","","126711","-180","1400","","","13.5","","2","18720009"
"872","","1","-180","1750","","","13.5","","2","18720010"
"872","","2","-180","1400","","","13.5","","2","18720011"
"872","","1","-180","1750","","","13.5","","33","18720012"
"872","","2","-180","1400","","","13.5","","33","18720013"
"872","","2.7","","","","","","","93","18720014"
"872","","vo_fpc","","vo_fpc_87201","","","0","","21","18720015"
"873","","se_10053800","","se_fpc_water_random","","","","","23","18730001"
"873","-125","1","12","110411","cmn_swm_breastStroke","1.75","-850","0","1","18730002"
"873","-250","1","32","115711","cmn_swm_breastStroke","1.75","-1100","0","1","18730003"
"873","1","2","-850","1","","1","-125","","31","18730004"
"873","1","2","-1100","2","","1","-250","","31","18730005"
"873","","110411","-125","1750","","","10","","2","18730006"
"873","","115711","-250","1500","","","10","","2","18730007"
"873","","1","-125","1750","","","10","","33","18730008"
"873","","2","-250","1500","","","10","","33","18730009"
"874","","se_10053800","","se_fpc_water_random","","","","","23","18740001"
"874","-180","1","22","110411","cmn_float","1.75","-1100","1","1","18740002"
"874","-125","1","12","122611","cmn_float","1.75","-1350","0","1","18740003"
"874","1","6","-1070","2","","1","-180","","31","18740004"
"874","1","6","-1350","3","","1","-125","","31","18740005"
"874","","110411","-180","1500","","","13.5","","2","18740006"
"874","","122611","-125","1250","","","13.5","","2","18740007"
"874","","2","-180","1530","","","13.5","","33","18740008"
"874","","3","-125","1250","","","13.5","","33","18740009"
"874","","2.6","","","","","","","93","18740010"
"874","","vo_fpc","","vo_fpc_87401","","","0","","21","18740011"
"875","","se_10053800","","se_fpc_water_random","","","","","23","18750001"
"875","-125","1","12","108011","cmn_swm_diving","1.75","-850","0","1","18750002"
"875","-180","1","22","129411","cmn_swm_diving","1.75","-1100","0","1","18750003"
"875","1","9","-850","1","","1","-125","","31","18750004"
"875","1","9","-1100","2","","1","-180","","31","18750005"
"875","","108011","-125","1750","","","13.5","","2","18750006"
"875","","129411","-180","1500","","","13.5","","2","18750007"
"875","","1","-125","1750","","","13.5","","33","18750008"
"875","","2","-180","1500","","","13.5","","33","18750009"
"876","","se_10053800","","se_fpc_water_random","","","","","23","18760001"
"876","-180","1","22","117111","cmn_float","1.75","-1100","1","1","18760002"
"876","-125","1","12","129311","cmn_float","1.75","-1350","0","1","18760003"
"876","1","6","-1070","2","","1","-180","","31","18760004"
"876","1","6","-1350","3","","1","-125","","31","18760005"
"876","","117111","-180","1500","","","13.5","","2","18760006"
"876","","129311","-125","1250","","","13.5","","2","18760007"
"876","","2","-180","1530","","","13.5","","33","18760008"
"876","","3","-125","1250","","","13.5","","33","18760009"
"876","","2.8","","","","","","","93","18760010"
"876","","vo_fpc","","vo_fpc_87601","","","0","","21","18760011"
"877","","se_10053800","","se_fpc_water_random","","","","","23","18770001"
"877","-125","1","12","117211","cmn_crawl","1.75","-850","0","1","18770002"
"877","-250","1","32","117311","cmn_crawl","1.75","-1100","0","1","18770003"
"877","-125","1","12","117411","cmn_crawl","1.75","-1350","0","1","18770004"
"877","-250","1","32","129511","cmn_swm_diving","1.75","-1600","0","1","18770005"
"877","1","7","-850","1","","1","-125","","31","18770006"
"877","1","1","-1100","2","","1","-250","","31","18770007"
"877","1","7","-1350","3","","1","-125","","31","18770008"
"877","1","9","-1600","4","","1","-250","","31","18770009"
"877","","117211","-125","1750","","","10","","2","18770010"
"877","","117311","-250","1500","","","10","","2","18770011"
"877","","117411","-125","1250","","","10","","2","18770012"
"877","","129511","-250","1000","","","10","","2","18770013"
"877","","1","-125","1750","","","10","","33","18770014"
"877","","2","-250","1500","","","10","","33","18770015"
"877","","3","-125","1250","","","10","","33","18770016"
"877","","4","-250","1000","","","10","","33","18770017"
"878","","se_10053800","","se_fpc_water_random","","","","","23","18780001"
"878","-125","1","13","110611","cmn_swm_tread","1.75","-850","0","1","18780002"
"878","-250","1","33","129511","cmn_swm_tread","1.75","-1100","0","1","18780003"
"878","-125","1","12","1","cmn_swm_tread_pink","1.75","-850","0","5","18780004"
"878","-250","1","32","2","cmn_swm_tread_blue","1.75","-1100","0","5","18780005"
"878","1","13","-850","1","","1","-125","","31","18780006"
"878","1","3","-1100","2","","1","-250","","31","18780007"
"878","","110611","-125","1750","","","13.5","","2","18780008"
"878","","129511","-250","1500","","","13.5","","2","18780009"
"878","","1","-125","1750","","","13.5","","2","18780010"
"878","","2","-250","1500","","","13.5","","2","18780011"
"878","","1","-125","1750","","","13.5","","33","18780012"
"878","","2","-250","1500","","","13.5","","33","18780013"
"879","","se_10053800","","se_fpc_water_random","","","","","23","18790001"
"879","-180","1","22","107611","cmn_float","1.75","-1100","1","1","18790002"
"879","-125","1","12","122611","cmn_float","1.75","-1350","0","1","18790003"
"879","1","6","-1070","2","","1","-180","","31","18790004"
"879","1","6","-1350","3","","1","-125","","31","18790005"
"879","","107611","-180","1500","","","13.5","","2","18790006"
"879","","122611","-125","1250","","","13.5","","2","18790007"
"879","","2","-180","1530","","","13.5","","33","18790008"
"879","","3","-125","1250","","","13.5","","33","18790009"
"879","","2.6","","","","","","","93","18790010"
"879","","vo_fpc","","vo_fpc_87901","","","0","","21","18790011"
"880","","se_10053800","","se_fpc_water_random","","","","","23","18800001"
"880","-180","1","22","110311","cmn_float","1.75","-1100","1","1","18800002"
"880","-125","1","12","129311","04_misogi_float_loop","1.75","-1350","1","1","18800003"
"880","1","6","-1070","2","","1","-180","","31","18800004"
"880","1","6","-1350","3","","1","-125","","31","18800005"
"880","","110311","-180","1500","","","13.5","","2","18800006"
"880","","129311","-125","1250","","","13.5","","2","18800007"
"880","","2","-180","1530","","","13.5","","33","18800008"
"880","","3","-125","1250","","","13.5","","33","18800009"
"880","","2.5","","","","","","","93","18800010"
"880","","vo_fpc","","vo_fpc_88001","","","0","","21","18800011"
"881","","se_10053800","","se_fpc_water_random","","","","","23","18810001"
"881","-180","1","22","113511","cmn_float","1.75","-1100","1","1","18810002"
"881","-125","1","12","129311","04_misogi_float_loop","1.75","-1350","1","1","18810003"
"881","1","6","-1070","2","","1","-180","","31","18810004"
"881","1","6","-1350","3","","1","-125","","31","18810005"
"881","","113511","-180","1500","","","13.5","","2","18810006"
"881","","129311","-125","1250","","","13.5","","2","18810007"
"881","","2","-180","1530","","","13.5","","33","18810008"
"881","","3","-125","1250","","","13.5","","33","18810009"
"881","","2.4","","","","","","","93","18810010"
"881","","vo_fpc","","vo_fpc_88101","","","0","","21","18810011"
"882","","se_10053800","","se_fpc_water_random","","","","","23","18820001"
"882","-180","1","23","108011","cmn_boat_relax_l","1.75","-850","0","1","18820002"
"882","-180","1","23","107911","cmn_boat_cat","1.75","-1200","0","1","18820003"
"882","-180","2","22","1","cmn_boat_idle_blue","1.75","-850","0","5","18820004"
"882","-180","2","22","2","cmn_boat_idle_l","1.75","-1200","0","5","18820005"
"882","1","116","-850","1","","1","-180","","31","18820006"
"882","1","116","-1200","2","","1","-180","","31","18820007"
"882","","108011","-180","1750","","","13.5","","2","18820008"
"882","","107911","-180","1400","","","13.5","","2","18820009"
"882","","1","-180","1750","","","13.5","","2","18820010"
"882","","2","-180","1400","","","13.5","","2","18820011"
"882","","1","-180","1750","","","13.5","","33","18820012"
"882","","2","-180","1400","","","13.5","","33","18820013"
"882","","1","","","","","","","93","18820014"
"882","","vo_fpc","","vo_fpc_88201","","","0","","21","18820015"
"883","","se_10053800","","se_fpc_water_random","","","","","23","18830001"
"883","-125","1","12","110411","10_cmn_dogscratch","1.75","-850","0","1","18830002"
"883","-250","1","32","110511","10_cmn_dogscratch","1.75","-1100","0","1","18830003"
"883","-125","1","12","115711","10_cmn_dogscratch","1.75","-1350","0","1","18830004"
"883","-250","1","32","122411","10_cmn_dogscratch","1.75","-1600","0","1","18830005"
"883","1","117","-850","1","","1","-125","","31","18830006"
"883","1","117","-1100","2","","1","-250","","31","18830007"
"883","1","117","-1350","3","","1","-125","","31","18830008"
"883","1","117","-1600","4","","1","-250","","31","18830009"
"883","","110411","-125","1750","","","10","","2","18830010"
"883","","110511","-250","1500","","","10","","2","18830011"
"883","","115711","-125","1250","","","10","","2","18830012"
"883","","122411","-250","1000","","","10","","2","18830013"
"883","","1","-125","1750","","","10","","33","18830014"
"883","","2","-250","1500","","","10","","33","18830015"
"883","","3","-125","1250","","","10","","33","18830016"
"883","","4","-250","1000","","","10","","33","18830017"
"884","","se_10053800","","se_fpc_water_random","","","","","23","18840001"
"884","-180","1","22","107511","cmn_float","1.75","-1100","1","1","18840002"
"884","-125","1","12","126611","cmn_float","1.75","-1350","0","1","18840003"
"884","1","6","-1070","2","","1","-180","","31","18840004"
"884","1","6","-1350","3","","1","-125","","31","18840005"
"884","","107511","-180","1500","","","13.5","","2","18840006"
"884","","126611","-125","1250","","","13.5","","2","18840007"
"884","","2","-180","1530","","","13.5","","33","18840008"
"884","","3","-125","1250","","","13.5","","33","18840009"
"884","","2.2","","","","","","","93","18840010"
"884","","vo_fpc","","vo_fpc_88401","","","0","","21","18840011"
"885","","se_10053800","","se_fpc_water_random","","","","","23","18850001"
"885","-180","1","22","107611","cmn_float","1.75","-1100","1","1","18850002"
"885","-125","1","12","107711","cmn_float","1.75","-1350","0","1","18850003"
"885","1","6","-1070","2","","1","-180","","31","18850004"
"885","1","6","-1350","3","","1","-125","","31","18850005"
"885","","107611","-180","1500","","","13.5","","2","18850006"
"885","","107711","-125","1250","","","13.5","","2","18850007"
"885","","2","-180","1530","","","13.5","","33","18850008"
"885","","3","-125","1250","","","13.5","","33","18850009"
"885","","2.6","","","","","","","93","18850010"
"885","","vo_fpc","","vo_fpc_88501","","","0","","21","18850011"
"886","","se_10053800","","se_fpc_water_random","","","","","23","18860001"
"886","-180","1","23","113111","cmn_boat_relax_l","1.75","-850","0","1","18860002"
"886","-180","1","23","122511","cmn_boat_relax","1.75","-1200","0","1","18860003"
"886","-180","2","22","1","cmn_boat_idle_blue","1.75","-850","0","5","18860004"
"886","-180","2","22","2","cmn_boat_idle_l","1.75","-1200","0","5","18860005"
"886","1","116","-850","1","","1","-180","","31","18860006"
"886","1","116","-1200","2","","1","-180","","31","18860007"
"886","","113111","-180","1750","","","13.5","","2","18860008"
"886","","122511","-180","1400","","","13.5","","2","18860009"
"886","","1","-180","1750","","","13.5","","2","18860010"
"886","","2","-180","1400","","","13.5","","2","18860011"
"886","","1","-180","1750","","","13.5","","33","18860012"
"886","","2","-180","1400","","","13.5","","33","18860013"
"886","","2.6","","","","","","","93","18860014"
"886","","vo_fpc","","vo_fpc_88601","","","0","","21","18860015"
"887","","se_10053800","","se_fpc_water_random","","","","","23","18870001"
"887","-180","1","22","107711","cmn_float","1.75","-1100","1","1","18870002"
"887","-125","1","12","122711","cmn_float","1.75","-1350","0","1","18870003"
"887","1","6","-1070","2","","1","-180","","31","18870004"
"887","1","6","-1350","3","","1","-125","","31","18870005"
"887","","107711","-180","1500","","","13.5","","2","18870006"
"887","","122711","-125","1250","","","13.5","","2","18870007"
"887","","2","-180","1530","","","13.5","","33","18870008"
"887","","3","-125","1250","","","13.5","","33","18870009"
"887","","2.5","","","","","","","93","18870010"
"887","","vo_fpc","","vo_fpc_88701","","","0","","21","18870011"
"889","","se_10053800","","se_fpc_water_random","","","","","23","18890001"
"889","-15","1","12","122811","09_misogi_run","1.49","750","1","1","18890002"
"889","","122811","-15","-750","","","5.65","0","2","18890003"
"889","","0.5","","","","","","","93","18890004"
"889","","vo_fpc","","vo_fpc_88901","","","0","","21","18890005"
"890","","se_10053800","","se_fpc_water_random","","","","","23","18900001"
"890","-15","1","12","107911","09_misogi_run","1.49","750","1","1","18900002"
"890","","107911","-15","-750","","","5.65","0","2","18900003"
"890","","0.6","","","","","","","93","18900004"
"890","","vo_fpc","","vo_fpc_89001","","","0","","21","18900005"
"891","","se_10053800","","se_fpc_water_random","","","","","23","18910001"
"891","-180","1","22","122411","04_misogi_flutterKick_loop","1.75","1000","1","1","18910002"
"891","1","12","1000","12","","1","-180","","31","18910003"
