7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993,9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b
"186","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92408330","水属性ボーナス特大アップ"
"187","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92408330","物理防御力（ダウン不可）アップ"
"188","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92408330","魔法防御力（ダウン不可）アップ"
"189","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92408330","ＴＰダウンカット"
"190","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92408330","ダメージ減衰"
"191","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92408330","ＴＰ上昇上限付与"
"192","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","9","92408330","ＨＰ吸収ダウン"
"193","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92408340","水属性ボーナス特大アップ"
"194","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92408340","物理防御力（ダウン不可）アップ"
"195","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92408340","魔法防御力（ダウン不可）アップ"
"196","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92408340","ＴＰダウンカット"
"197","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92408340","ダメージ減衰"
"198","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92408340","ＴＰ上昇上限付与"
"199","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","9","92408340","ＨＰ吸収ダウン"
"200","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92409010","闇属性ボーナス特大アップ"
"201","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92409010","物理防御力（ダウン不可）アップ"
"202","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92409010","魔法防御力（ダウン不可）アップ"
"203","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92409010","ＴＰ上昇上限付与"
"204","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92409010","ＨＰ吸収ダウン"
"205","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92409020","闇属性ボーナス特大アップ"
"206","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92409020","物理防御力（ダウン不可）アップ"
"207","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92409020","魔法防御力（ダウン不可）アップ"
"208","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92409020","ＴＰ上昇上限付与"
"209","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92409020","ＨＰ吸収ダウン"
"210","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92409030","闇属性ボーナス特大アップ"
"211","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92409030","物理防御力（ダウン不可）アップ"
"212","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92409030","魔法防御力（ダウン不可）アップ"
"213","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92409030","ＴＰ上昇上限付与"
"214","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92409030","ＨＰ吸収ダウン"
"215","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92409110","闇属性ボーナス特大アップ"
"216","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92409110","物理防御力（ダウン不可）アップ"
"217","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92409110","魔法防御力（ダウン不可）アップ"
"218","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92409110","ＴＰダウンカット"
"219","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92409110","ダメージ減衰"
"220","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92409110","ＴＰ上昇上限付与"
"221","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92409110","ＨＰ吸収ダウン"
"222","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92409120","闇属性ボーナス特大アップ"
"223","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92409120","物理防御力（ダウン不可）アップ"
"224","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92409120","魔法防御力（ダウン不可）アップ"
"225","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92409120","ＴＰダウンカット"
"226","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92409120","ダメージ減衰"
