2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69
"4","","","103611","1009803","","","1","","1009803028",""
"3","","0.2","103611","1009803","","","lsv_idle_normal","1","1009803029",""
"93","","","0.5","1009803","","","","","1009803030",""
"12","","0","100411","1009803","","0","10","0.5","1009803031",""
"3","lsv_idle_normal","0","100411","1009803","1","0.2","lsv_smile2","0","1009803032",""
"12","","0","103611","1009803","","0","10","0.5","1009803033",""
"3","lsv_idle_normal","0","103611","1009803","1","0.2","lsv_smile2","0","1009803034",""
"12","","0","102011","1009803","","0","10","0.5","1009803035",""
"3","lsv_idle_normal","0","102011","1009803","1","0.2","lsv_smile2","0","1009803036",""
"93","","","2","1009803","","","","","1009803037",""
"4","","","103611","1009803","","","0","","1009803038",""
"3","","0.2","103611","1009803","","","lsv_walk","1","1009803039",""
"2","0.5","","103611","1009803","0","","200","-235","1009803040",""
"93","","","0.5","1009803","","","","","1009803041",""
"3","","0.2","103611","1009803","","","lsv_idle_normal","1","1009803042",""
"93","","","0","1009803","","","","","1009803043",""
"4","","","103611","1009803","","","1","","1009803044",""
"93","","","0.6","1009803","","","","","1009803045",""
"3","","0.2","102011","1009803","","","lsv_talk_memory_dere2","1","1009803046",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0321","0","1009803047",""
"11","1","0","102011","1009803","1","0","クレープ、おいしかったね～\nミミ、食べすぎちゃったかも…\nえへへ♪","10","1009803048","0"
"91","","","0","1009803","","","","","1009803049",""
"3","","0.2","102011","1009803","","","lsv_idle_memory","1","1009803050",""
"3","","0.2","100411","1009803","","","lsv_talk_normal","1","1009803051",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0322","0","1009803052",""
"11","1","0","100411","1009803","1","0","普通においしかったよね！\nほんと、普通に！\n…あ、いい意味でだよ？","10","1009803053","0"
"91","","","0","1009803","","","","","1009803054",""
"3","","0.2","100411","1009803","","","lsv_idle_normal_joyR","1","1009803055",""
"3","","0.2","102011","1009803","","","lsv_idle_normal","1","1009803056",""
"3","","0.2","103611","1009803","","","lsv_talk_sad","1","1009803057",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0323","0","1009803058",""
"11","1","0","103611","1009803","1","0","深くは聞かないであげるよ…\nそれはそれとして、図書館では\n何もわからなかったね。","10","1009803059","0"
"91","","","0","1009803","","","","","1009803060",""
"3","","0.2","103611","1009803","","","lsv_idle_sad","1","1009803061",""
"3","","0.2","100411","1009803","","","lsv_talk_cool_normal2_loop","1","1009803062",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0324","0","1009803063",""
"11","1","0","100411","1009803","1","0","まあ、あれだけの本があれば\nみゅ～ちゃんのことがわかる\n本も、いつか見つかるって！","10","1009803064","0"
"91","","","0","1009803","","","","","1009803065",""
"3","","0.2","100411","1009803","","","lsv_idle_cool","1","1009803066",""
"3","","0.2","103611","1009803","","","lsv_talk_joy3_dere","1","1009803067",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0325","0","1009803068",""
"11","1","0","103611","1009803","1","0","…うん、そうだね。\nまたみんなで行ってみよっ。","10","1009803069","0"
"91","","","0","1009803","","","","","1009803070",""
"3","","0.2","103611","1009803","","","lsv_idle_normal","1","1009803071",""
"3","","0.2","102011","1009803","","","lsv_look_talk_normal","1","1009803072",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0326","0","1009803073",""
"11","1","0","102011","1009803","1","0","あ、そういえば…\nおにいちゃん、図書館で本を\n借りてたよね？　どんな本？","10","1009803074","0"
"91","","","0","1009803","","","","","1009803075",""
"3","lsv_look_idle_normal","0","100411","1009803","1","0.2","lsv_choice","0","1009803076",""
"3","lsv_look_idle_normal","0","103611","1009803","1","0.2","lsv_choice","0","1009803077",""
"3","lsv_look_idle_normal","0","102011","1009803","1","0.2","lsv_choice","0","1009803078",""
"93","","","0.1","1009803","","","0","","1009803079",""
"2","0.33","","100411","1009803","2","0.2","-420","-220","1009803080",""
"2","0.33","","103611","1009803","2","0.2","452","-235","1009803081",""
"2","0.33","","102011","1009803","2","0.2","-545","-250","1009803082",""
"22","","0.2","0","1009803","","","0","1","1009803083",""
"103","","","漫画。","1009803","","","1009803087","0","1009803084",""
"103","","","絵本。","1009803","","","1009803111","0","1009803085",""
"103","","","小説。","1009803","","","1009803135","0","1009803086",""
"3","lsv_idle_normal","0","100411","1009803","1","0.2","lsv_choice","0","1009803087",""
"3","lsv_idle_normal","0","103611","1009803","1","0.2","lsv_choice","0","1009803088",""
"3","lsv_idle_normal","0","102011","1009803","1","0.2","lsv_choice","0","1009803089",""
"93","","","0.1","1009803","","","0","","1009803090",""
"2","0.33","","100411","1009803","2","0.2","-100","-220","1009803091",""
"2","0.33","","103611","1009803","2","0.2","200","-235","1009803092",""
"2","0.33","","102011","1009803","2","0.2","-270","-250","1009803093",""
"93","","","0.7","1009803","","","0","","1009803094",""
"3","lsv_surprise3_kira_loop","0","100411","1009803","1","0.2","lsv_surprise3_kira","0","1009803095",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0327","0","1009803096",""
"11","1","0","100411","1009803","1","0","えっ、漫画あったの！？\nミソギも読みたーい！\nにいちゃん、一緒に読もっ！","10","1009803097","0"
"91","","","0","1009803","","","","","1009803098",""
"3","","0.2","100411","1009803","","","lsv_idle_joy_dere","1","1009803099",""
"3","lsv_talk_guts2_joy2_loop","0","102011","1009803","1","0.2","lsv_talk_guts2_joy2","0","1009803100",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0328","0","1009803101",""
"11","1","0","102011","1009803","1","0","ミミも読みた～い！","10","1009803102","0"
"91","","","0","1009803","","","","","1009803103",""
"3","","0.2","102011","1009803","","","lsv_idle_guts2_joy2","1","1009803104",""
"3","","0.2","103611","1009803","","","lsv_talk_joy3_shy","1","1009803105",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0329","0","1009803106",""
"11","1","0","103611","1009803","1","0","もう、みんなして…\n……あの、私もいいですか？","10","1009803107","0"
"91","","","0","1009803","","","","","1009803108",""
"3","","0.2","103611","1009803","","","lsv_idle_joy_shy","1","1009803109",""
"101","","","1009803161","1009803","","","","","1009803110",""
"3","lsv_idle_normal","0","100411","1009803","1","0.2","lsv_choice","0","1009803111",""
"3","lsv_idle_normal","0","103611","1009803","1","0.2","lsv_choice","0","1009803112",""
"3","lsv_idle_normal","0","102011","1009803","1","0.2","lsv_choice","0","1009803113",""
"93","","","0.1","1009803","","","0","","1009803114",""
"2","0.33","","100411","1009803","2","0.2","-100","-220","1009803115",""
"2","0.33","","103611","1009803","2","0.2","200","-235","1009803116",""
"2","0.33","","102011","1009803","2","0.2","-270","-250","1009803117",""
"93","","","0.7","1009803","","","0","","1009803118",""
"3","","0.2","102011","1009803","","","lsv_talk_joy3_blink","1","1009803119",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0330","0","1009803120",""
"11","1","0","102011","1009803","1","0","わぁっ、絵本？\nミミも読んだことある\nお話かな～？","10","1009803121","0"
"91","","","0","1009803","","","","","1009803122",""
"3","","0.2","102011","1009803","","","lsv_idle_normal_joyR","1","1009803123",""
"3","lsv_talk_doya_loop","0","103611","1009803","1","0.2","lsv_talk_doya","0","1009803124",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0331","0","1009803125",""
"11","1","0","103611","1009803","1","0","絵本には教訓になる\nお話が多いですからね。\nきっといいお勉強になります。","10","1009803126","0"
"91","","","0","1009803","","","","","1009803127",""
"3","","0.2","103611","1009803","","","lsv_idle_doya","1","1009803128",""
"3","lsv_talk_guts2_loop","0","100411","1009803","1","0.2","lsv_talk_guts2","0","1009803129",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0332","0","1009803130",""
"11","1","0","100411","1009803","1","0","せっかくだし、みゅ～ちゃんに\n読み聞かせをしてあげようよ！\n誰が一番上手いか競争だー！","10","1009803131","0"
"91","","","0","1009803","","","","","1009803132",""
"3","","0.2","100411","1009803","","","lsv_idle_normal","1","1009803133",""
"101","","","1009803161","1009803","","","","","1009803134",""
"3","lsv_idle_normal_worry","0","100411","1009803","1","0.2","lsv_choice","0","1009803135",""
"3","lsv_idle_normal","0","103611","1009803","1","0.2","lsv_choice","0","1009803136",""
"3","lsv_idle_normal_joyR","0","102011","1009803","1","0.2","lsv_choice","0","1009803137",""
"93","","","0.1","1009803","","","0","","1009803138",""
"2","0.33","","100411","1009803","2","0.2","-100","-220","1009803139",""
"2","0.33","","103611","1009803","2","0.2","200","-235","1009803140",""
"2","0.33","","102011","1009803","2","0.2","-270","-250","1009803141",""
"93","","","0.7","1009803","","","0","","1009803142",""
"3","lsv_talk_doya_loop","0","103611","1009803","1","0.2","lsv_talk_doya","0","1009803143",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0333","0","1009803144",""
"11","1","0","103611","1009803","1","0","せっかくの図書館ですからね。\n自分の知識になる本を借りる\nのはとてもいいと思いますよ。","10","1009803145","0"
"91","","","0","1009803","","","","","1009803146",""
"3","","0.2","103611","1009803","","","lsv_idle_surprise","1","1009803147",""
"3","","0.2","102011","1009803","","","lsv_idle_surprise","1","1009803148",""
"3","","0.2","100411","1009803","","","lsv_talk_tsun_guru","1","1009803149",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0334","0","1009803150",""
"11","1","0","100411","1009803","1","0","小説…\n文字、文字ばっかりの本…！\nううう…う～ん…がくっ。","10","1009803151","0"
"91","","","0","1009803","","","","","1009803152",""
"3","lsv_gaku_loop","0.2","100411","1009803","1","0.2","lsv_gaku","0","1009803153",""
"3","","0.2","103611","1009803","","","lsv_idle_bitter_sad","1","1009803154",""
"3","","0.2","102011","1009803","","","lsv_talk_surprise2","1","1009803155",""
"21","0","","vo_lsv","1009803","","","vo_lsv_0335","0","1009803156",""
"11","1","0","102011","1009803","1","0","ミ、ミソギちゃ～ん！\nしっかりして～！","10","1009803157","0"
"91","","","0","1009803","","","","","1009803158",""
"3","","0.2","102011","1009803","","","lsv_idle_sad","1","1009803159",""
"101","","","1009803161","1009803","","","","","1009803160",""
"91","","","0","1009803","","","","","1009803161",""
"102","","","","1009803","","","","","1009803162",""
"22","","","0","1009803","","","0.2","","1009803163",""
"93","","","0.2","1009803","","","","","1009803164",""
"12","0","0","103611","1009803","0","0","1","1","1009803165","0"
"3","","0.2","103611","1009803","","","lsv_talk_tsun_shy","1","1009803166",""
"93","","","3","1009803","","","0","","1009803167",""
"3","","0.2","103611","1009803","","","lsv_idle_normal_bitter","1","1009803168",""
"12","0","0","100411","1009803","0","0","4","1","1009803169","0"
"3","lsv_surprise3_surprise_loop","0","100411","1009803","1","0.2","lsv_surprise3_surprise","0","1009803170",""
"93","","","3","1009803","","","0","","1009803171",""
"3","","0.2","100411","1009803","","","lsv_idle_sad_normal","1","1009803172",""
"12","0","0","102011","1009803","0","0","10","1","1009803173","0"
"3","","0.2","102011","1009803","","","lsv_talk_joy3_blink","1","1009803174",""
"93","","","3","1009803","","","0","","1009803175",""
"3","","0.2","102011","1009803","","","lsv_idle_joy","1","1009803176",""
"101","","","1009803165","1009803","","","","","1009803177",""
"6","1","1","333","1009803","0","0","1","1","1009803178",""
"4","","","100411","1009803","","","1","","1009803179",""
"3","","0.2","100411","1009803","","","lsv_run","1","1009803180",""
"2","0.8","","100411","1009803","0","","-750","-220","1009803181",""
"4","","","103611","1009803","","","0","","1009803182",""
"3","","0.2","103611","1009803","","","lsv_run","1","1009803183",""
"2","0.8","","103611","1009803","0","","750","-235","1009803184",""
"4","","","102011","1009803","","","1","","1009803185",""
"3","","0.2","102011","1009803","","","lsv_run","1","1009803186",""
"2","0.8","","102011","1009803","0","","-850","-250","1009803187",""
"93","","","0.6","1009803","","","","","1009803188",""
"6","1","0.2","100411","1009803","0","0","1","1","1009803189",""
"6","1","0.2","103611","1009803","0","0","1","1","1009803190",""
"6","1","0.2","102011","1009803","0","0","1","1","1009803191",""
"91","","","0","1009803","","","","","1009803192",""
"1","-200","1.95","1","1009804","-495","0","102011","102","1009804001","lsv_idle_normal"
"1","100","1.95","1","1009804","-480","1","103611","100","1009804002","lsv_idle_normal"
"1","270","1.95","1","1009804","-510","1","100411","101","1009804003","lsv_idle_normal"
"5","0","1","1","1009804","0","0","333","0","1009804004","lsv_white_loop"
"6","1","0","333","1009804","0","0","1","1","1009804005",""
"6","1","0","102011","1009804","0","0","1","1","1009804006",""
"6","1","0","103611","1009804","0","0","1","1","1009804007",""
"6","1","0","100411","1009804","0","0","1","1","1009804008",""
"93","","","1","1009804","","","0","","1009804009",""
"6","1","0.8","333","1009804","0.4","0","1","1","1009804010",""
"3","lsv_idle_normal","0.2","102011","1009804","1","0.2","lsv_jump2","0","1009804011",""
"3","lsv_idle_normal","0.2","103611","1009804","1","0.2","lsv_jump2","0","1009804012",""
"3","lsv_idle_normal","0.2","100411","1009804","1","0.2","lsv_jump2","0","1009804013",""
"93","","","0.3","1009804","","","","","1009804014",""
"2","0.75","","102011","1009804","0","","-200","-235","1009804015",""
"2","0.75","","103611","1009804","0","","100","-220","1009804016",""
"2","0.75","","100411","1009804","0","","270","-250","1009804017",""
"6","1","0.4","102011","1009804","1","0","1","1","1009804018",""
"6","1","0.4","103611","1009804","1","0","1","1","1009804019",""
"6","1","0.4","100411","1009804","1","0","1","1","1009804020",""
"12","0","0","102011","1009804","","0","6","0.2","1009804021",""
"12","0","0","103611","1009804","","0","6","0.2","1009804022",""
"12","0","0","100411","1009804","","0","6","0.2","1009804023",""
"93","","","1.2","1009804","","","0","","1009804024",""
"3","lsv_talk_cool_normal2_loop","0","100411","1009804","1","0.2","lsv_talk_cool_normal2","0","1009804025",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0421","0","1009804026",""
"11","1","0","100411","1009804","1","0","今日の宿題は楽しかったなー\n勉強もこういう感じのばっかり\nだったらよかったのにっ。","10","1009804027","0"
"91","","","0","1009804","","","","","1009804028",""
"3","","0.2","100411","1009804","","","lsv_idle_cool","1","1009804029",""
"3","","0.2","102011","1009804","","","lsv_talk_wish_joy","1","1009804030",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0422","0","1009804031",""
"11","1","0","102011","1009804","1","0","ミソギちゃんの貯金箱、\nかっこよかったもんね～♪","10","1009804032","0"
"91","","","0","1009804","","","","","1009804033",""
"3","","0.2","102011","1009804","","","lsv_idle_wish_joy","1","1009804034",""
"3","","0.2","103611","1009804","","","lsv_talk_thinking","1","1009804035",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0423","0","1009804036",""
"11","1","0","103611","1009804","1","0","私はちょっと悩んじゃったな…\n知識や知性を表現しようと\nしたんだけど…","10","1009804037","0"
"91","","","0","1009804","","","","","1009804038",""
"3","","0.2","103611","1009804","","","lsv_idle_normal","1","1009804039",""
"3","lsv_talk_arm_crossed_loop2","0","100411","1009804","1","0.2","lsv_talk_arm_crossed2","0","1009804040",""
