17a140d95a091efd999cb1954ccf40ef702e40f963b3dfe48353c33238222a75,b8650164d7740fd2d1d8b0ecf42118592f01f170404b10941b1a69f4821fa534,1fc93b156c938db7af647e2a769207841e84ac68c60bcd3bf8809a3bcba72062,c043a45507ca275a1398a8342658ac88c8c06185fd8d260c1e6dc060663df50f,a9e665057dcec7f13dcd780eb515de33d4e36f0b5e9fb9c857ce59f2b0151c12,6bfc87f3a88140e412666976c47482a7bb7d42507be7d4163bf2b78e0bbf9f0e,8c3231ced43a67b71caebd845140b5a6a82ef482cadb777369cbcb7a9a1f9cce,7bf28cb68686cb46bbd2eeb374066dd524fc738ee6c3473ac31377cc0555fa87,cb58d673e6df4fa4baa1c0b9dfabb5aba09893120ea128d8116fc08424c18856,88dbb452d51029b51359fcac043dfc0f95d92eaf17f52429523f29b46dee3c90,3eb3091386315e5021c96508d651bad9b3d0362dedcc8eb6bd68d1089b2dad48
"","","0","","1007402","","","","2","93","1007402133"
"","1","mhp_talk_worry","","1007402","0.2","","","100211","3","1007402134"
"","0","vo_mhp_4110","","1007402","","","0","vo_mhp_1007402","21","1007402135"
"0","5","あ、ありがとうございます……\nでも、病気と何の関係が……","0","1007402","0","0.5","1","100211","11","1007402136"
"","","","","1007402","","","","0","91","1007402137"
"","1","mhp_idle_sad","","1007402","0.2","","","100211","3","1007402138"
"","1","mhp_talk_normal","","1007402","0.2","","","117531","3","1007402139"
"","0","vo_mhp_4111","","1007402","","","0","vo_mhp_1007402","21","1007402140"
"0","6","感情の高ぶりがあまりよくないのよ。\nだから甘いものによる幸せで感情を抑え\nしっかりコントロールするのが大事よ。","0","1007402","0","0.5","1","117531","11","1007402141"
"","","","","1007402","","","","0","91","1007402142"
"","","0","","1007402","","","","0","22","1007402143"
"0.2","0","mhp_sit_in","1","1007402","0.2","","mhp_sit_idle","117531","3","1007402144"
"","","0","","1007402","","","","1","93","1007402145"
"","","","","1007402","","","","1007402160","101","1007402146"
"","1","mhp_sit_idle","","1007402","0.2","","","117531","3","1007402147"
"","1","mhp_sit_talk_worry","","1007402","0.2","","","100211","3","1007402148"
"","0","vo_mhp_4112","","1007402","","","0","vo_mhp_1007402","21","1007402149"
"0","5","ひ、羊？　あの、別に睡眠不足という\nわけではないのですが……","0","1007402","0","0.5","1","100211","11","1007402150"
"","","","","1007402","","","","0","91","1007402151"
"","1","mhp_sit_idle_sad","","1007402","0.2","","","100211","3","1007402152"
"","1","mhp_sit_talk_thinking","","1007402","0.2","","","117531","3","1007402153"
"","0","vo_mhp_4113","","1007402","","","0","vo_mhp_1007402","21","1007402154"
"0","6","別に羊でも馬でも何でもいいのよ。\n自分なりの心を落ち着かせる方法を\n見つけなさい。","0","1007402","0","0.5","1","117531","11","1007402155"
"","","","","1007402","","","","0","91","1007402156"
"","","0","","1007402","","","","0","22","1007402157"
"","1","mhp_sit_idle","","1007402","0.2","","","117531","3","1007402158"
"","0","mhp_sit_out","","1007402","0.2","","","100211","3","1007402159"
"","","","","1007402","","","","0","91","1007402160"
"","0","mhp_yui_pekori","","1007402","0.2","","","100211","3","1007402161"
"","","","","1007402","","","","0","91","1007402162"
"","1","mhp_yui_walk_sad","","1007402","0.2","","","100211","3","1007402163"
"","","1","","1007402","","","","100211","4","1007402164"
"","-220","-1000","0","1007402","","","5","100211","2","1007402165"
"","","0","","1007402","","","","4","93","1007402166"
"","1","mhp_sit_talk_worry","","1007402","0.2","","","117631","3","1007402167"
"","0","vo_mhp_4114","","1007402","","","0","vo_mhp_1007402","21","1007402168"
"0","6","……先生、もしかして楽しんでない？\n言ってることもよく分かんないし。","0","1007402","0","0.5","1","117631","11","1007402169"
"","","","","1007402","","","","0","91","1007402170"
"","1","mhp_sit_idle","","1007402","0.2","","","117631","3","1007402171"
"","1","mhp_sit_talk_joy1","","1007402","0.2","","","117531","3","1007402172"
"","0","vo_mhp_4115","","1007402","","","0","vo_mhp_1007402","21","1007402173"
"0","6","ふふ、うちのギルドの子たちじゃ\nああいう甘酸っぱいのは\n期待できないもの。","0","1007402","","0.5","1","117531","11","1007402174"
"","","","","1007402","","","","0","91","1007402175"
"","1","mhp_sit_talk_thinking","","1007402","0.2","","","117531","3","1007402176"
"","0","vo_mhp_4116","","1007402","","","0","vo_mhp_1007402","21","1007402177"
"0","5","人の恋路って、本当に面白いわね♪","0","1007402","","0.5","1","117531","11","1007402178"
"","","","","1007402","","","","0","91","1007402179"
"","","0.5","","1007402","","","","0","22","1007402180"
"","","","","1007402","","","","0","91","1007402181"
"0","100","100211","-240","1007403","1.7","mhp_idle_normal","-1000","1","1","1007403001"
"1","100","117531","-220","1007403","1.7","mhp_sit_idle","185","1","1","1007403002"
"1","100","117631","-200","1007403","1.7","mhp_sit_idle","365","1","1","1007403003"
"","-240","1","0.85","1007403","1","","-154","1","31","1007403004"
"","0","113","1","1007403","0","","0","13","31","1007403005"
"","0","115","1","1007403","0","","0","15","31","1007403006"
"","0","130","1","1007403","0","","0","30","31","1007403007"
"0","110","11","-220","1007403","1.7","NoItem","-200","1","5","1007403008"
"0","105","12","-220","1007403","1.7","NoItem","-200","1","5","1007403009"
"1","110","21","-220","1007403","1.7","NoItem","185","1","5","1007403010"
"1","105","22","-220","1007403","1.7","NoItem","185","1","5","1007403011"
"0","1","1","0","1007403","0","","1","11","6","1007403012"
"0","1","1","0","1007403","0","","1","12","6","1007403013"
"0","1","1","0","1007403","0","","1","21","6","1007403014"
"0","1","1","0","1007403","0","","1","22","6","1007403015"
"0","110","31","-220","1007403","1.7","NoItem","-1000","1","5","1007403016"
"","","","","1007403","","","","0","91","1007403017"
"","1","mhp_sit_talk_normal","","1007403","0.2","","","117531","3","1007403018"
"","0","vo_mhp_4201","","1007403","","","0","vo_mhp_1007403","21","1007403019"
"0","8","ユイちゃん、どうぞー","0","1007403","0","0.5","0","117531","11","1007403020"
"","","","","1007403","","","","0","91","1007403021"
"","1","mhp_sit_idle","","1007403","0.2","","","117531","3","1007403022"
"","1","mhp_yui_walk_sad3","0","1007403","0.2","","","100211","3","1007403023"
"","-220","-200","0","1007403","","","4","100211","2","1007403024"
"","1","NoItem","","1007403","0.2","","","31","3","1007403025"
"","-220","-200","0","1007403","","","4","31","2","1007403026"
"","","","","1007403","","","","0","91","1007403027"
"0.2","0","mhp_yui_sit_in_sad2","1","1007403","0.2","","mhp_yui_sit_idle_sad3","100211","3","1007403028"
"","","0","","1007403","","","","1","93","1007403029"
"","1","mhp_yui_sit_talk_sad2","","1007403","0.2","","","100211","3","1007403030"
"","0","vo_mhp_4202","","1007403","","","0","vo_mhp_1007403","21","1007403031"
"0","5","はぁ……何度も診てもらっているのに\n相変わらず胸は苦しいし顔も火照って\nぼうっとしちゃうんです……","0","1007403","0","0.5","1","100211","11","1007403032"
"","","","","1007403","","","","0","91","1007403033"
"","1","mhp_yui_sit_idle_sad4","","1007403","0.2","","","100211","3","1007403034"
"","1","mhp_sit_talk_normal","","1007403","0.2","","","117531","3","1007403035"
"","0","vo_mhp_4203","","1007403","","","0","vo_mhp_1007403","21","1007403036"
"0","6","ねえユイちゃん、症状が出るのって\nどんな時かしら？","0","1007403","0","0.5","1","117531","11","1007403037"
"","","","","1007403","","","","0","91","1007403038"
"","1","mhp_sit_idle","","1007403","0.2","","","117531","3","1007403039"
"","1","mhp_yui_sit_talk_sad2","","1007403","0.2","","","100211","3","1007403040"
"","1","mhp_yui_sit_talk_sad2","","1007403","0","","","31","3","1007403041"
"","0","vo_mhp_4204","","1007403","","","0","vo_mhp_1007403","21","1007403042"
"0","4","え、ええとそれは……\nあ、あああ！","0","1007403","0","1.5","1","100211","11","1007403043"
"","","1","","1007403","","","","4","93","1007403044"
"","1","mhp_yui_hot","","1007403","0.2","","","100211","3","1007403045"
"","1","mhp_yui_hot","","1007403","0.2","","","31","3","1007403046"
"","","","","1007403","","","","1007403043","91","1007403047"
"","","0","","1007403","","","","1","93","1007403048"
"","1","mhp_sit_talk_normal","","1007403","0.2","","","117531","3","1007403049"
"","0","vo_mhp_4205","","1007403","","","0","vo_mhp_1007403","21","1007403050"
"0","5","当てましょうか？\nあなたが強く意識している誰かのことを\n考えている時、よね？","0","1007403","0","0.5","1","117531","11","1007403051"
"","","","","1007403","","","","0","91","1007403052"
"","1","mhp_sit_idle","","1007403","0.2","","","117531","3","1007403053"
"","1","mhp_yui_sit_talk_wish2","","1007403","0.2","","","100211","3","1007403054"
"","1","NoItem","","1007403","0.2","","","31","3","1007403055"
"","0","vo_mhp_4206","","1007403","","","0","vo_mhp_1007403","21","1007403056"
"0","6","そ、それじゃあこれって……","0","1007403","0","0.5","1","100211","11","1007403057"
"","","","","1007403","","","","0","91","1007403058"
"","1","mhp_yui_sit_idle_sad4","","1007403","0.2","","","100211","3","1007403059"
"","1","mhp_sit_talk_wish","","1007403","0.2","","","117531","3","1007403060"
"","0","vo_mhp_4207","","1007403","","","0","vo_mhp_1007403","21","1007403061"
"0","6","多くの人が悩む難病、恋の病よ！","0","1007403","0","0.5","1","117531","11","1007403062"
"","","","","1007403","","","","0","91","1007403063"
"","1","mhp_sit_idle","","1007403","0.2","","","117531","3","1007403064"
"","1","mhp_yui_sit_talk_surprise2","","1007403","0.2","","","100211","3","1007403065"
"","0","vo_mhp_4208","","1007403","","","0","vo_mhp_1007403","21","1007403066"
"0","6","わ、わたしってば、お医者さんに\nそんな恥ずかしいことを……！\nご、ごめんなさい！","0","1007403","0","0.5","1","100211","11","1007403067"
"","","","","1007403","","","","0","91","1007403068"
"","1","mhp_yui_sit_idle_verysad","","1007403","0.2","","","100211","3","1007403069"
"","1","mhp_sit_talk_joy1","","1007403","0.2","","","117531","3","1007403070"
"","0","vo_mhp_4209","","1007403","","","0","vo_mhp_1007403","21","1007403071"
"0","6","気にしなくていいわ\n恋に悩むのは若さの特権よ♪","0","1007403","0","0.5","1","117531","11","1007403072"
"","","","","1007403","","","","0","91","1007403073"
"","1","mhp_sit_idle_joy1","","1007403","0.2","","","117531","3","1007403074"
"","1","mhp_yui_sit_talk_wish2","","1007403","0.2","","","100211","3","1007403075"
"","0","vo_mhp_4210","","1007403","","","0","vo_mhp_1007403","21","1007403076"
"0","5","あ、あのミツキさん……いえ、\nミツキ先生！\nこういう時は\nどうすればいいんでしょうか？","0","1007403","0","0.5","1","100211","11","1007403077"
"","","","","1007403","","","","0","91","1007403078"
"","1","mhp_yui_sit_idle_sad3","","1007403","0.2","","","100211","3","1007403079"
"","1","mhp_sit_talk_surprise2","","1007403","0.2","","","117531","3","1007403080"
"","0","vo_mhp_4211","","1007403","","","0","vo_mhp_1007403","21","1007403081"
"0","8","……え？","0","1007403","0","0.5","1","117531","11","1007403082"
"","","","","1007403","","","","0","91","1007403083"
"","1","mhp_sit_talk_surprise2","","1007403","0.2","","","117531","3","1007403084"
"","1","mhp_yui_sit_talk_worry2","","1007403","0.2","","","100211","3","1007403085"
"","0","vo_mhp_4212","","1007403","","","0","vo_mhp_1007403","21","1007403086"
"0","6","ミツキ先生みたいな素敵な大人なら\n素敵な恋をたくさん経験していますよね？","0","1007403","0","0.5","1","100211","11","1007403087"
"","","","","1007403","","","","0","91","1007403088"
"","1","mhp_yui_sit_idle_sad3","","1007403","0.2","","","100211","3","1007403089"
"","1","mhp_sit_talk_bitter","","1007403","0.2","","","117531","3","1007403090"
"","0","vo_mhp_4213","","1007403","","","0","vo_mhp_1007403","21","1007403091"
"0","6","そ、それほどでも……ない、わよ？","0","1007403","0","0.5","1","117531","11","1007403092"
"","","","","1007403","","","","0","91","1007403093"
"","1","mhp_sit_idle_bitter","","1007403","0.2","","","117531","3","1007403094"
"","1","mhp_yui_sit_talk_kirakira","","1007403","0.2","","","100211","3","1007403095"
"","0","vo_mhp_4214","","1007403","","","0","vo_mhp_1007403","21","1007403096"
"0","6","どうかわたしに、\n恋の診察をお願いします！","0","1007403","0","0.5","1","100211","11","1007403097"
"","","","","1007403","","","","0","91","1007403098"
"","1","mhp_yui_sit_idle_kirakira","","1007403","0.2","","","100211","3","1007403099"
"","1","mhp_mitsuki_sit_shake","","1007403","0.2","","","117531","3","1007403100"
"","0","vo_mhp_4215","","1007403","","","0","vo_mhp_1007403","21","1007403101"
"0","7","え、えええ……！","0","1007403","0","0.5","1","117531","11","1007403102"
"","","","","1007403","","","","0","91","1007403103"
"","1","mhp_sit_idle_sad3","","1007403","0.2","","","117531","3","1007403104"
"","","1","1","1007403","","","","113","32","1007403105"
"","-100","193","1","1007403","","","0","113","33","1007403106"
"","-100","193","1","1007403","","","0","115","33","1007403107"
"","","0","","1007403","","","","0.8","93","1007403108"
"","0","vo_mhp_4216","","1007403","","","0","vo_mhp_1007403","21","1007403109"
"","","10001","","1007403","","","","117531","13","1007403110"
"0","5","（因果応報、ってヤツかしら\n人の恋路を面白がったりした罰ね\nそれにしてもどうしたものかしら……）","0","1007403","0","0.5","1","117531","11","1007403111"
"","","","","1007403","","","","0","91","1007403112"
"","","0.5","","1007403","","","","0","22","1007403113"
"","","0","","1007403","","","","0.2","93","1007403114"
"","","1","1","1007403","","","","115","32","1007403115"
"","","0","","1007403","","","","1","93","1007403116"
"","","1","","1007403","","","","130","32","1007403117"
"","","0","","1007403","","","","4","93","1007403118"
"","","0","","1007403","","","","130","32","1007403119"
"0","100","111011","-240","1007404","1.7","mhp_idle_normal","-1000","1","1","1007404001"
"1","100","117531","-220","1007404","1.7","mhp_sit_idle","185","1","1","1007404002"
"1","100","117631","-200","1007404","1.7","mhp_sit_idle","365","1","1","1007404003"
"","-240","1","0.85","1007404","1","","-154","1","31","1007404004"
"0","110","11","-220","1007404","1.7","NoItem","-200","1","5","1007404005"
"0","105","12","-220","1007404","1.7","NoItem","-200","1","5","1007404006"
"1","110","21","-220","1007404","1.7","NoItem","185","1","5","1007404007"
"1","105","22","-220","1007404","1.7","NoItem","185","1","5","1007404008"
"0","1","1","0","1007404","0","","1","11","6","1007404009"
"0","1","1","0","1007404","0","","1","12","6","1007404010"
"0","1","1","0","1007404","0","","1","21","6","1007404011"
"0","1","1","0","1007404","0","","1","22","6","1007404012"
"","","","","1007404","","","","0","91","1007404013"
"","1","mhp_sit_talk_normal","","1007404","0.2","","","117531","3","1007404014"
"","0","vo_mhp_1001","","1007404","","","0","vo_mhp_1007404","21","1007404015"
"0","8","次の方どうぞー","0","1007404","0","0.5","0","117531","11","1007404016"
"","","","","1007404","","","","0","91","1007404017"
"","1","mhp_sit_idle","","1007404","0.2","","","117531","3","1007404018"
"","1","mhp_walk","","1007404","0.2","","","111011","3","1007404019"
"","-220","-200","0","1007404","","","4","111011","2","1007404020"
"","","","","1007404","","","","0","91","1007404021"
"0.2","0","mhp_sit_in_2","1","1007404","0.2","","mhp_sit_idle_2","111011","3","1007404022"
"","","0","","1007404","","","","1","93","1007404023"
"","1","mhp_sit_talk_normal","","1007404","0.2","","","111011","3","1007404024"
"","0","vo_mhp_1002","","1007404","","","0","vo_mhp_1007404","21","1007404025"
"0","4","やあ、失礼する。\n数週間ぶりだが、息災かねミツキ師。","0","1007404","0","0.5","1","111011","11","1007404026"
"","","0","","1007404","","","","0","91","1007404027"
"","1","mhp_sit_idle_2","","1007404","0.2","","","111011","3","1007404028"
"","1","mhp_sit_talk_surprise2","","1007404","0.2","","","117531","3","1007404029"
"","0","vo_mhp_1003","","1007404","","","0","vo_mhp_1007404","21","1007404030"
"0","6","ユニちゃん！？\nどうしたの、\n引き籠もりのあなたが\nこんなランドソルから離れた町で……","0","1007404","0","0.5","1","117531","11","1007404031"
"","","1","","1007404","","","","2","93","1007404032"
"","1","mhp_sit_talk_worry","","1007404","0.2","","","117531","3","1007404033"
"","","0","","1007404","","","","1007404031","91","1007404034"
"","1","mhp_sit_idle_sad","","1007404","0.2","","","117531","3","1007404035"
"","1","mhp_sit_talk_normal","","1007404","0.2","","","111011","3","1007404036"
"","0","vo_mhp_1004","","1007404","","","0","vo_mhp_1007404","21","1007404037"
"0","5","もののついでの挨拶さ。\nフィールドワークに訪れた旅先で、\n隻眼の名医がいると聞いたものでな。\nミツキ師に違いないと察したよ。","0","1007404","0","0.5","1","111011","11","1007404038"
