4da9ba9bf0087d9c0d604ad470ba962158a3f6d4ede97afe16ccad0bca9b8162,006fb82ebff786a761caefbc6b949a3c95cb927c958f52b393b2967551aafbf4,cfdc7f796580dbb3f2d3c4bf96151e9e33145289407cb7db6674c985aaa582a8,d1763208e1e40e4dab153e7fac8a5480fd4b07d6544549f18cbfa6370b87f43d,d988096e28cf18d1da73570b5858241d8459a9bb9ede3e93b6219cb0734b381a,0fb7f83e53824a78ccc9fc8c87db6337666d1c68073ff3da4c7397b366d3aad7,39c556dccfb5e0dd036a5165cdc4b835e26f35705c89565bd3c47bcf53a5272e,33294b66c305e03978e9dbd6f36b4160fede96040d26d7cb74f6ec39152f909c,c971d7cd6923ba013ed5f7d582c30385cdf91438032ce25396aff973aa320e4f,4fc17c1bc632d0a17fda73719828b468eb8dfcbee77013235af6d377c8bc9307,7a7075ea4c04c35efb375fe95494d6ad2f9d92c322c97e8f050d136f2569d356
"1","869","","31","1","-1100","2","","18690007","-250","1"
"110511","869","","2","","-125","1750","","18690008","10",""
"110011","869","","2","","-250","1500","","18690009","10",""
"1","869","","2","","-125","1750","","18690010","10",""
"2","869","","2","","-250","1500","","18690011","10",""
"1","869","","33","","-125","1750","","18690012","10",""
"2","869","","33","","-250","1500","","18690013","10",""
"se_10053800","870","","23","","","se_fpc_water_random","","18700001","",""
"1","870","1","1","-180","22","110111","cmn_float","18700002","-1100","1.75"
"1","870","0","1","-125","12","117111","cmn_float","18700003","-1350","1.75"
"1","870","0","1","-180","22","127011","cmn_float","18700004","-1600","1.75"
"6","870","","31","1","-1070","2","","18700005","-180","1"
"6","870","","31","1","-1350","3","","18700006","-125","1"
"6","870","","31","1","-1600","4","","18700007","-180","1"
"110111","870","","2","","-180","1500","","18700008","13.5",""
"117111","870","","2","","-125","1250","","18700009","13.5",""
"127011","870","","2","","-180","1000","","18700010","13.5",""
"2","870","","33","","-180","1530","","18700011","13.5",""
"3","870","","33","","-125","1250","","18700012","13.5",""
"4","870","","33","","-180","1000","","18700013","13.5",""
"2.7","870","","93","","","","","18700014","",""
"vo_fpc","870","","21","","","vo_fpc_87001","","18700015","0",""
"se_10053800","871","","23","","","se_fpc_water_random","","18710001","",""
"1","871","0","1","-125","12","122511","cmn_swm_breastStroke","18710002","-850","1.75"
"1","871","0","1","-250","32","117411","cmn_swm_breastStroke","18710003","-1100","1.75"
"2","871","","31","1","-850","1","","18710004","-125","1"
"2","871","","31","1","-1100","2","","18710005","-250","1"
"122511","871","","2","","-125","1750","","18710006","10",""
"117411","871","","2","","-250","1500","","18710007","10",""
"1","871","","33","","-125","1750","","18710008","10",""
"2","871","","33","","-250","1500","","18710009","10",""
"se_10053800","872","","23","","","se_fpc_water_random","","18720001","",""
"1","872","0","1","-180","23","110311","cmn_boat_relax_l","18720002","-850","1.75"
"1","872","0","1","-180","23","126711","cmn_boat_relax","18720003","-1200","1.75"
"2","872","0","5","-180","22","1","cmn_boat_idle_blue","18720004","-850","1.75"
"2","872","0","5","-180","22","2","cmn_boat_idle_l","18720005","-1200","1.75"
"116","872","","31","1","-850","1","","18720006","-180","1"
"116","872","","31","1","-1200","2","","18720007","-180","1"
"110311","872","","2","","-180","1750","","18720008","13.5",""
"126711","872","","2","","-180","1400","","18720009","13.5",""
"1","872","","2","","-180","1750","","18720010","13.5",""
"2","872","","2","","-180","1400","","18720011","13.5",""
"1","872","","33","","-180","1750","","18720012","13.5",""
"2","872","","33","","-180","1400","","18720013","13.5",""
"2.7","872","","93","","","","","18720014","",""
"vo_fpc","872","","21","","","vo_fpc_87201","","18720015","0",""
"se_10053800","873","","23","","","se_fpc_water_random","","18730001","",""
"1","873","0","1","-125","12","110411","cmn_swm_breastStroke","18730002","-850","1.75"
"1","873","0","1","-250","32","115711","cmn_swm_breastStroke","18730003","-1100","1.75"
"2","873","","31","1","-850","1","","18730004","-125","1"
"2","873","","31","1","-1100","2","","18730005","-250","1"
"110411","873","","2","","-125","1750","","18730006","10",""
"115711","873","","2","","-250","1500","","18730007","10",""
"1","873","","33","","-125","1750","","18730008","10",""
"2","873","","33","","-250","1500","","18730009","10",""
"se_10053800","874","","23","","","se_fpc_water_random","","18740001","",""
"1","874","1","1","-180","22","110411","cmn_float","18740002","-1100","1.75"
"1","874","0","1","-125","12","122611","cmn_float","18740003","-1350","1.75"
"6","874","","31","1","-1070","2","","18740004","-180","1"
"6","874","","31","1","-1350","3","","18740005","-125","1"
"110411","874","","2","","-180","1500","","18740006","13.5",""
"122611","874","","2","","-125","1250","","18740007","13.5",""
"2","874","","33","","-180","1530","","18740008","13.5",""
"3","874","","33","","-125","1250","","18740009","13.5",""
"2.6","874","","93","","","","","18740010","",""
"vo_fpc","874","","21","","","vo_fpc_87401","","18740011","0",""
"se_10053800","875","","23","","","se_fpc_water_random","","18750001","",""
"1","875","0","1","-125","12","108011","cmn_swm_diving","18750002","-850","1.75"
"1","875","0","1","-180","22","129411","cmn_swm_diving","18750003","-1100","1.75"
"9","875","","31","1","-850","1","","18750004","-125","1"
"9","875","","31","1","-1100","2","","18750005","-180","1"
"108011","875","","2","","-125","1750","","18750006","13.5",""
"129411","875","","2","","-180","1500","","18750007","13.5",""
"1","875","","33","","-125","1750","","18750008","13.5",""
"2","875","","33","","-180","1500","","18750009","13.5",""
"se_10053800","876","","23","","","se_fpc_water_random","","18760001","",""
"1","876","1","1","-180","22","117111","cmn_float","18760002","-1100","1.75"
"1","876","0","1","-125","12","129311","cmn_float","18760003","-1350","1.75"
"6","876","","31","1","-1070","2","","18760004","-180","1"
"6","876","","31","1","-1350","3","","18760005","-125","1"
"117111","876","","2","","-180","1500","","18760006","13.5",""
"129311","876","","2","","-125","1250","","18760007","13.5",""
"2","876","","33","","-180","1530","","18760008","13.5",""
"3","876","","33","","-125","1250","","18760009","13.5",""
"2.8","876","","93","","","","","18760010","",""
"vo_fpc","876","","21","","","vo_fpc_87601","","18760011","0",""
"se_10053800","877","","23","","","se_fpc_water_random","","18770001","",""
"1","877","0","1","-125","12","117211","cmn_crawl","18770002","-850","1.75"
"1","877","0","1","-250","32","117311","cmn_crawl","18770003","-1100","1.75"
"1","877","0","1","-125","12","117411","cmn_crawl","18770004","-1350","1.75"
"1","877","0","1","-250","32","129511","cmn_swm_diving","18770005","-1600","1.75"
"7","877","","31","1","-850","1","","18770006","-125","1"
"1","877","","31","1","-1100","2","","18770007","-250","1"
"7","877","","31","1","-1350","3","","18770008","-125","1"
"9","877","","31","1","-1600","4","","18770009","-250","1"
"117211","877","","2","","-125","1750","","18770010","10",""
"117311","877","","2","","-250","1500","","18770011","10",""
"117411","877","","2","","-125","1250","","18770012","10",""
"129511","877","","2","","-250","1000","","18770013","10",""
"1","877","","33","","-125","1750","","18770014","10",""
"2","877","","33","","-250","1500","","18770015","10",""
"3","877","","33","","-125","1250","","18770016","10",""
"4","877","","33","","-250","1000","","18770017","10",""
"se_10053800","878","","23","","","se_fpc_water_random","","18780001","",""
"1","878","0","1","-125","13","110611","cmn_swm_tread","18780002","-850","1.75"
"1","878","0","1","-250","33","129511","cmn_swm_tread","18780003","-1100","1.75"
"1","878","0","5","-125","12","1","cmn_swm_tread_pink","18780004","-850","1.75"
"1","878","0","5","-250","32","2","cmn_swm_tread_blue","18780005","-1100","1.75"
"13","878","","31","1","-850","1","","18780006","-125","1"
"3","878","","31","1","-1100","2","","18780007","-250","1"
"110611","878","","2","","-125","1750","","18780008","13.5",""
"129511","878","","2","","-250","1500","","18780009","13.5",""
"1","878","","2","","-125","1750","","18780010","13.5",""
"2","878","","2","","-250","1500","","18780011","13.5",""
"1","878","","33","","-125","1750","","18780012","13.5",""
"2","878","","33","","-250","1500","","18780013","13.5",""
"se_10053800","879","","23","","","se_fpc_water_random","","18790001","",""
"1","879","1","1","-180","22","107611","cmn_float","18790002","-1100","1.75"
"1","879","0","1","-125","12","122611","cmn_float","18790003","-1350","1.75"
"6","879","","31","1","-1070","2","","18790004","-180","1"
"6","879","","31","1","-1350","3","","18790005","-125","1"
"107611","879","","2","","-180","1500","","18790006","13.5",""
"122611","879","","2","","-125","1250","","18790007","13.5",""
"2","879","","33","","-180","1530","","18790008","13.5",""
"3","879","","33","","-125","1250","","18790009","13.5",""
"2.6","879","","93","","","","","18790010","",""
"vo_fpc","879","","21","","","vo_fpc_87901","","18790011","0",""
"se_10053800","880","","23","","","se_fpc_water_random","","18800001","",""
"1","880","1","1","-180","22","110311","cmn_float","18800002","-1100","1.75"
"1","880","1","1","-125","12","129311","04_misogi_float_loop","18800003","-1350","1.75"
"6","880","","31","1","-1070","2","","18800004","-180","1"
"6","880","","31","1","-1350","3","","18800005","-125","1"
"110311","880","","2","","-180","1500","","18800006","13.5",""
"129311","880","","2","","-125","1250","","18800007","13.5",""
"2","880","","33","","-180","1530","","18800008","13.5",""
"3","880","","33","","-125","1250","","18800009","13.5",""
"2.5","880","","93","","","","","18800010","",""
"vo_fpc","880","","21","","","vo_fpc_88001","","18800011","0",""
"se_10053800","881","","23","","","se_fpc_water_random","","18810001","",""
"1","881","1","1","-180","22","113511","cmn_float","18810002","-1100","1.75"
"1","881","1","1","-125","12","129311","04_misogi_float_loop","18810003","-1350","1.75"
"6","881","","31","1","-1070","2","","18810004","-180","1"
"6","881","","31","1","-1350","3","","18810005","-125","1"
"113511","881","","2","","-180","1500","","18810006","13.5",""
"129311","881","","2","","-125","1250","","18810007","13.5",""
"2","881","","33","","-180","1530","","18810008","13.5",""
"3","881","","33","","-125","1250","","18810009","13.5",""
"2.4","881","","93","","","","","18810010","",""
"vo_fpc","881","","21","","","vo_fpc_88101","","18810011","0",""
"se_10053800","882","","23","","","se_fpc_water_random","","18820001","",""
"1","882","0","1","-180","23","108011","cmn_boat_relax_l","18820002","-850","1.75"
"1","882","0","1","-180","23","107911","cmn_boat_cat","18820003","-1200","1.75"
"2","882","0","5","-180","22","1","cmn_boat_idle_blue","18820004","-850","1.75"
"2","882","0","5","-180","22","2","cmn_boat_idle_l","18820005","-1200","1.75"
"116","882","","31","1","-850","1","","18820006","-180","1"
"116","882","","31","1","-1200","2","","18820007","-180","1"
"108011","882","","2","","-180","1750","","18820008","13.5",""
"107911","882","","2","","-180","1400","","18820009","13.5",""
"1","882","","2","","-180","1750","","18820010","13.5",""
"2","882","","2","","-180","1400","","18820011","13.5",""
"1","882","","33","","-180","1750","","18820012","13.5",""
"2","882","","33","","-180","1400","","18820013","13.5",""
"1","882","","93","","","","","18820014","",""
"vo_fpc","882","","21","","","vo_fpc_88201","","18820015","0",""
"se_10053800","883","","23","","","se_fpc_water_random","","18830001","",""
"1","883","0","1","-125","12","110411","10_cmn_dogscratch","18830002","-850","1.75"
"1","883","0","1","-250","32","110511","10_cmn_dogscratch","18830003","-1100","1.75"
"1","883","0","1","-125","12","115711","10_cmn_dogscratch","18830004","-1350","1.75"
"1","883","0","1","-250","32","122411","10_cmn_dogscratch","18830005","-1600","1.75"
"117","883","","31","1","-850","1","","18830006","-125","1"
"117","883","","31","1","-1100","2","","18830007","-250","1"
"117","883","","31","1","-1350","3","","18830008","-125","1"
"117","883","","31","1","-1600","4","","18830009","-250","1"
"110411","883","","2","","-125","1750","","18830010","10",""
"110511","883","","2","","-250","1500","","18830011","10",""
"115711","883","","2","","-125","1250","","18830012","10",""
"122411","883","","2","","-250","1000","","18830013","10",""
"1","883","","33","","-125","1750","","18830014","10",""
"2","883","","33","","-250","1500","","18830015","10",""
"3","883","","33","","-125","1250","","18830016","10",""
"4","883","","33","","-250","1000","","18830017","10",""
"se_10053800","884","","23","","","se_fpc_water_random","","18840001","",""
"1","884","1","1","-180","22","107511","cmn_float","18840002","-1100","1.75"
"1","884","0","1","-125","12","126611","cmn_float","18840003","-1350","1.75"
"6","884","","31","1","-1070","2","","18840004","-180","1"
"6","884","","31","1","-1350","3","","18840005","-125","1"
"107511","884","","2","","-180","1500","","18840006","13.5",""
"126611","884","","2","","-125","1250","","18840007","13.5",""
"2","884","","33","","-180","1530","","18840008","13.5",""
"3","884","","33","","-125","1250","","18840009","13.5",""
"2.2","884","","93","","","","","18840010","",""
"vo_fpc","884","","21","","","vo_fpc_88401","","18840011","0",""
"se_10053800","885","","23","","","se_fpc_water_random","","18850001","",""
"1","885","1","1","-180","22","107611","cmn_float","18850002","-1100","1.75"
"1","885","0","1","-125","12","107711","cmn_float","18850003","-1350","1.75"
"6","885","","31","1","-1070","2","","18850004","-180","1"
"6","885","","31","1","-1350","3","","18850005","-125","1"
"107611","885","","2","","-180","1500","","18850006","13.5",""
"107711","885","","2","","-125","1250","","18850007","13.5",""
"2","885","","33","","-180","1530","","18850008","13.5",""
"3","885","","33","","-125","1250","","18850009","13.5",""
"2.6","885","","93","","","","","18850010","",""
"vo_fpc","885","","21","","","vo_fpc_88501","","18850011","0",""
"se_10053800","886","","23","","","se_fpc_water_random","","18860001","",""
"1","886","0","1","-180","23","113111","cmn_boat_relax_l","18860002","-850","1.75"
"1","886","0","1","-180","23","122511","cmn_boat_relax","18860003","-1200","1.75"
"2","886","0","5","-180","22","1","cmn_boat_idle_blue","18860004","-850","1.75"
"2","886","0","5","-180","22","2","cmn_boat_idle_l","18860005","-1200","1.75"
"116","886","","31","1","-850","1","","18860006","-180","1"
"116","886","","31","1","-1200","2","","18860007","-180","1"
"113111","886","","2","","-180","1750","","18860008","13.5",""
"122511","886","","2","","-180","1400","","18860009","13.5",""
"1","886","","2","","-180","1750","","18860010","13.5",""
"2","886","","2","","-180","1400","","18860011","13.5",""
"1","886","","33","","-180","1750","","18860012","13.5",""
"2","886","","33","","-180","1400","","18860013","13.5",""
"2.6","886","","93","","","","","18860014","",""
"vo_fpc","886","","21","","","vo_fpc_88601","","18860015","0",""
"se_10053800","887","","23","","","se_fpc_water_random","","18870001","",""
"1","887","1","1","-180","22","107711","cmn_float","18870002","-1100","1.75"
"1","887","0","1","-125","12","122711","cmn_float","18870003","-1350","1.75"
"6","887","","31","1","-1070","2","","18870004","-180","1"
"6","887","","31","1","-1350","3","","18870005","-125","1"
"107711","887","","2","","-180","1500","","18870006","13.5",""
"122711","887","","2","","-125","1250","","18870007","13.5",""
"2","887","","33","","-180","1530","","18870008","13.5",""
"3","887","","33","","-125","1250","","18870009","13.5",""
"2.5","887","","93","","","","","18870010","",""
"vo_fpc","887","","21","","","vo_fpc_88701","","18870011","0",""
"se_10053800","889","","23","","","se_fpc_water_random","","18890001","",""
"1","889","1","1","-15","12","122811","09_misogi_run","18890002","750","1.49"
"122811","889","0","2","","-15","-750","","18890003","5.65",""
"0.5","889","","93","","","","","18890004","",""
"vo_fpc","889","","21","","","vo_fpc_88901","","18890005","0",""
"se_10053800","890","","23","","","se_fpc_water_random","","18900001","",""
"1","890","1","1","-15","12","107911","09_misogi_run","18900002","750","1.49"
"107911","890","0","2","","-15","-750","","18900003","5.65",""
"0.6","890","","93","","","","","18900004","",""
"vo_fpc","890","","21","","","vo_fpc_89001","","18900005","0",""
"se_10053800","891","","23","","","se_fpc_water_random","","18910001","",""
"1","891","1","1","-180","22","122411","04_misogi_flutterKick_loop","18910002","1000","1.75"
"12","891","","31","1","1000","12","","18910003","-180","1"
