8b9350d5163af226cab4baa0d4a30c682c545503599dea5a3c5c9e3975313ecf,80a2b653e1b4c5b96ceff5377e27979867e349bad85a467b01a24663f0c8092f,7b5e272290a38e98df0f3675a4562e0edcb3fe1f13ac1ce4564d4b13a7adaa7b,cd44eff6b53fc81e302a0d594ec3ae622d96406a345d8a23ec8024be00978717,165dbb9cb8a95ce0383bb51855d995694f018b8fd6df1a20b5e201f39adfc41b,2c2c2500dae3c2885c514a9aa749016ea5f7b40e3c687218d59d620e358b51fc,e46bba7ba804a018dd22adcaf5d920f3d72e2b2189a0a0e0f27c86841e2f8ac7,cd0b21142e00685582576709dadbcde687df0a32946142429fa3fa0ffa63b714,18a32071db28c8535fceebd8a64bdfefffcea30eb690e768bc13c5defc5800bd,9d0318427c0edfafe92bd19402a0a276c966541b05f3070ca53967d1133dc951,2978d8f3c8745914793fd753f0b24e65b0e3ebabe8282579bf9e99d6ae329244
"-250","-1100","","1","","1","31","869","18690007","2","1"
"10","-125","","","","110511","2","869","18690008","1750",""
"10","-250","","","","110011","2","869","18690009","1500",""
"10","-125","","","","1","2","869","18690010","1750",""
"10","-250","","","","2","2","869","18690011","1500",""
"10","-125","","","","1","33","869","18690012","1750",""
"10","-250","","","","2","33","869","18690013","1500",""
"","","","","","se_10053800","23","870","18700001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","870","18700002","110111","-180"
"-1350","12","0","1.75","cmn_float","1","1","870","18700003","117111","-125"
"-1600","22","0","1.75","cmn_float","1","1","870","18700004","127011","-180"
"-180","-1070","","1","","6","31","870","18700005","2","1"
"-125","-1350","","1","","6","31","870","18700006","3","1"
"-180","-1600","","1","","6","31","870","18700007","4","1"
"13.5","-180","","","","110111","2","870","18700008","1500",""
"13.5","-125","","","","117111","2","870","18700009","1250",""
"13.5","-180","","","","127011","2","870","18700010","1000",""
"13.5","-180","","","","2","33","870","18700011","1530",""
"13.5","-125","","","","3","33","870","18700012","1250",""
"13.5","-180","","","","4","33","870","18700013","1000",""
"","","","","","2.7","93","870","18700014","",""
"0","","","","","vo_fpc","21","870","18700015","vo_fpc_87001",""
"","","","","","se_10053800","23","871","18710001","se_fpc_water_random",""
"-850","12","0","1.75","cmn_swm_breastStroke","1","1","871","18710002","122511","-125"
"-1100","32","0","1.75","cmn_swm_breastStroke","1","1","871","18710003","117411","-250"
"-125","-850","","1","","2","31","871","18710004","1","1"
"-250","-1100","","1","","2","31","871","18710005","2","1"
"10","-125","","","","122511","2","871","18710006","1750",""
"10","-250","","","","117411","2","871","18710007","1500",""
"10","-125","","","","1","33","871","18710008","1750",""
"10","-250","","","","2","33","871","18710009","1500",""
"","","","","","se_10053800","23","872","18720001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_boat_relax_l","1","1","872","18720002","110311","-180"
"-1200","23","0","1.75","cmn_boat_relax","1","1","872","18720003","126711","-180"
"-850","22","0","1.75","cmn_boat_idle_blue","2","5","872","18720004","1","-180"
"-1200","22","0","1.75","cmn_boat_idle_l","2","5","872","18720005","2","-180"
"-180","-850","","1","","116","31","872","18720006","1","1"
"-180","-1200","","1","","116","31","872","18720007","2","1"
"13.5","-180","","","","110311","2","872","18720008","1750",""
"13.5","-180","","","","126711","2","872","18720009","1400",""
"13.5","-180","","","","1","2","872","18720010","1750",""
"13.5","-180","","","","2","2","872","18720011","1400",""
"13.5","-180","","","","1","33","872","18720012","1750",""
"13.5","-180","","","","2","33","872","18720013","1400",""
"","","","","","2.7","93","872","18720014","",""
"0","","","","","vo_fpc","21","872","18720015","vo_fpc_87201",""
"","","","","","se_10053800","23","873","18730001","se_fpc_water_random",""
"-850","12","0","1.75","cmn_swm_breastStroke","1","1","873","18730002","110411","-125"
"-1100","32","0","1.75","cmn_swm_breastStroke","1","1","873","18730003","115711","-250"
"-125","-850","","1","","2","31","873","18730004","1","1"
"-250","-1100","","1","","2","31","873","18730005","2","1"
"10","-125","","","","110411","2","873","18730006","1750",""
"10","-250","","","","115711","2","873","18730007","1500",""
"10","-125","","","","1","33","873","18730008","1750",""
"10","-250","","","","2","33","873","18730009","1500",""
"","","","","","se_10053800","23","874","18740001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","874","18740002","110411","-180"
"-1350","12","0","1.75","cmn_float","1","1","874","18740003","122611","-125"
"-180","-1070","","1","","6","31","874","18740004","2","1"
"-125","-1350","","1","","6","31","874","18740005","3","1"
"13.5","-180","","","","110411","2","874","18740006","1500",""
"13.5","-125","","","","122611","2","874","18740007","1250",""
"13.5","-180","","","","2","33","874","18740008","1530",""
"13.5","-125","","","","3","33","874","18740009","1250",""
"","","","","","2.6","93","874","18740010","",""
"0","","","","","vo_fpc","21","874","18740011","vo_fpc_87401",""
"","","","","","se_10053800","23","875","18750001","se_fpc_water_random",""
"-850","12","0","1.75","cmn_swm_diving","1","1","875","18750002","108011","-125"
"-1100","22","0","1.75","cmn_swm_diving","1","1","875","18750003","129411","-180"
"-125","-850","","1","","9","31","875","18750004","1","1"
"-180","-1100","","1","","9","31","875","18750005","2","1"
"13.5","-125","","","","108011","2","875","18750006","1750",""
"13.5","-180","","","","129411","2","875","18750007","1500",""
"13.5","-125","","","","1","33","875","18750008","1750",""
"13.5","-180","","","","2","33","875","18750009","1500",""
"","","","","","se_10053800","23","876","18760001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","876","18760002","117111","-180"
"-1350","12","0","1.75","cmn_float","1","1","876","18760003","129311","-125"
"-180","-1070","","1","","6","31","876","18760004","2","1"
"-125","-1350","","1","","6","31","876","18760005","3","1"
"13.5","-180","","","","117111","2","876","18760006","1500",""
"13.5","-125","","","","129311","2","876","18760007","1250",""
"13.5","-180","","","","2","33","876","18760008","1530",""
"13.5","-125","","","","3","33","876","18760009","1250",""
"","","","","","2.8","93","876","18760010","",""
"0","","","","","vo_fpc","21","876","18760011","vo_fpc_87601",""
"","","","","","se_10053800","23","877","18770001","se_fpc_water_random",""
"-850","12","0","1.75","cmn_crawl","1","1","877","18770002","117211","-125"
"-1100","32","0","1.75","cmn_crawl","1","1","877","18770003","117311","-250"
"-1350","12","0","1.75","cmn_crawl","1","1","877","18770004","117411","-125"
"-1600","32","0","1.75","cmn_swm_diving","1","1","877","18770005","129511","-250"
"-125","-850","","1","","7","31","877","18770006","1","1"
"-250","-1100","","1","","1","31","877","18770007","2","1"
"-125","-1350","","1","","7","31","877","18770008","3","1"
"-250","-1600","","1","","9","31","877","18770009","4","1"
"10","-125","","","","117211","2","877","18770010","1750",""
"10","-250","","","","117311","2","877","18770011","1500",""
"10","-125","","","","117411","2","877","18770012","1250",""
"10","-250","","","","129511","2","877","18770013","1000",""
"10","-125","","","","1","33","877","18770014","1750",""
"10","-250","","","","2","33","877","18770015","1500",""
"10","-125","","","","3","33","877","18770016","1250",""
"10","-250","","","","4","33","877","18770017","1000",""
"","","","","","se_10053800","23","878","18780001","se_fpc_water_random",""
"-850","13","0","1.75","cmn_swm_tread","1","1","878","18780002","110611","-125"
"-1100","33","0","1.75","cmn_swm_tread","1","1","878","18780003","129511","-250"
"-850","12","0","1.75","cmn_swm_tread_pink","1","5","878","18780004","1","-125"
"-1100","32","0","1.75","cmn_swm_tread_blue","1","5","878","18780005","2","-250"
"-125","-850","","1","","13","31","878","18780006","1","1"
"-250","-1100","","1","","3","31","878","18780007","2","1"
"13.5","-125","","","","110611","2","878","18780008","1750",""
"13.5","-250","","","","129511","2","878","18780009","1500",""
"13.5","-125","","","","1","2","878","18780010","1750",""
"13.5","-250","","","","2","2","878","18780011","1500",""
"13.5","-125","","","","1","33","878","18780012","1750",""
"13.5","-250","","","","2","33","878","18780013","1500",""
"","","","","","se_10053800","23","879","18790001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","879","18790002","107611","-180"
"-1350","12","0","1.75","cmn_float","1","1","879","18790003","122611","-125"
"-180","-1070","","1","","6","31","879","18790004","2","1"
"-125","-1350","","1","","6","31","879","18790005","3","1"
"13.5","-180","","","","107611","2","879","18790006","1500",""
"13.5","-125","","","","122611","2","879","18790007","1250",""
"13.5","-180","","","","2","33","879","18790008","1530",""
"13.5","-125","","","","3","33","879","18790009","1250",""
"","","","","","2.6","93","879","18790010","",""
"0","","","","","vo_fpc","21","879","18790011","vo_fpc_87901",""
"","","","","","se_10053800","23","880","18800001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","880","18800002","110311","-180"
"-1350","12","1","1.75","04_misogi_float_loop","1","1","880","18800003","129311","-125"
"-180","-1070","","1","","6","31","880","18800004","2","1"
"-125","-1350","","1","","6","31","880","18800005","3","1"
"13.5","-180","","","","110311","2","880","18800006","1500",""
"13.5","-125","","","","129311","2","880","18800007","1250",""
"13.5","-180","","","","2","33","880","18800008","1530",""
"13.5","-125","","","","3","33","880","18800009","1250",""
"","","","","","2.5","93","880","18800010","",""
"0","","","","","vo_fpc","21","880","18800011","vo_fpc_88001",""
"","","","","","se_10053800","23","881","18810001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","881","18810002","113511","-180"
"-1350","12","1","1.75","04_misogi_float_loop","1","1","881","18810003","129311","-125"
"-180","-1070","","1","","6","31","881","18810004","2","1"
"-125","-1350","","1","","6","31","881","18810005","3","1"
"13.5","-180","","","","113511","2","881","18810006","1500",""
"13.5","-125","","","","129311","2","881","18810007","1250",""
"13.5","-180","","","","2","33","881","18810008","1530",""
"13.5","-125","","","","3","33","881","18810009","1250",""
"","","","","","2.4","93","881","18810010","",""
"0","","","","","vo_fpc","21","881","18810011","vo_fpc_88101",""
"","","","","","se_10053800","23","882","18820001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_boat_relax_l","1","1","882","18820002","108011","-180"
"-1200","23","0","1.75","cmn_boat_cat","1","1","882","18820003","107911","-180"
"-850","22","0","1.75","cmn_boat_idle_blue","2","5","882","18820004","1","-180"
"-1200","22","0","1.75","cmn_boat_idle_l","2","5","882","18820005","2","-180"
"-180","-850","","1","","116","31","882","18820006","1","1"
"-180","-1200","","1","","116","31","882","18820007","2","1"
"13.5","-180","","","","108011","2","882","18820008","1750",""
"13.5","-180","","","","107911","2","882","18820009","1400",""
"13.5","-180","","","","1","2","882","18820010","1750",""
"13.5","-180","","","","2","2","882","18820011","1400",""
"13.5","-180","","","","1","33","882","18820012","1750",""
"13.5","-180","","","","2","33","882","18820013","1400",""
"","","","","","1","93","882","18820014","",""
"0","","","","","vo_fpc","21","882","18820015","vo_fpc_88201",""
"","","","","","se_10053800","23","883","18830001","se_fpc_water_random",""
"-850","12","0","1.75","10_cmn_dogscratch","1","1","883","18830002","110411","-125"
"-1100","32","0","1.75","10_cmn_dogscratch","1","1","883","18830003","110511","-250"
"-1350","12","0","1.75","10_cmn_dogscratch","1","1","883","18830004","115711","-125"
"-1600","32","0","1.75","10_cmn_dogscratch","1","1","883","18830005","122411","-250"
"-125","-850","","1","","117","31","883","18830006","1","1"
"-250","-1100","","1","","117","31","883","18830007","2","1"
"-125","-1350","","1","","117","31","883","18830008","3","1"
"-250","-1600","","1","","117","31","883","18830009","4","1"
"10","-125","","","","110411","2","883","18830010","1750",""
"10","-250","","","","110511","2","883","18830011","1500",""
"10","-125","","","","115711","2","883","18830012","1250",""
"10","-250","","","","122411","2","883","18830013","1000",""
"10","-125","","","","1","33","883","18830014","1750",""
"10","-250","","","","2","33","883","18830015","1500",""
"10","-125","","","","3","33","883","18830016","1250",""
"10","-250","","","","4","33","883","18830017","1000",""
"","","","","","se_10053800","23","884","18840001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","884","18840002","107511","-180"
"-1350","12","0","1.75","cmn_float","1","1","884","18840003","126611","-125"
"-180","-1070","","1","","6","31","884","18840004","2","1"
"-125","-1350","","1","","6","31","884","18840005","3","1"
"13.5","-180","","","","107511","2","884","18840006","1500",""
"13.5","-125","","","","126611","2","884","18840007","1250",""
"13.5","-180","","","","2","33","884","18840008","1530",""
"13.5","-125","","","","3","33","884","18840009","1250",""
"","","","","","2.2","93","884","18840010","",""
"0","","","","","vo_fpc","21","884","18840011","vo_fpc_88401",""
"","","","","","se_10053800","23","885","18850001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","885","18850002","107611","-180"
"-1350","12","0","1.75","cmn_float","1","1","885","18850003","107711","-125"
"-180","-1070","","1","","6","31","885","18850004","2","1"
"-125","-1350","","1","","6","31","885","18850005","3","1"
"13.5","-180","","","","107611","2","885","18850006","1500",""
"13.5","-125","","","","107711","2","885","18850007","1250",""
"13.5","-180","","","","2","33","885","18850008","1530",""
"13.5","-125","","","","3","33","885","18850009","1250",""
"","","","","","2.6","93","885","18850010","",""
"0","","","","","vo_fpc","21","885","18850011","vo_fpc_88501",""
"","","","","","se_10053800","23","886","18860001","se_fpc_water_random",""
"-850","23","0","1.75","cmn_boat_relax_l","1","1","886","18860002","113111","-180"
"-1200","23","0","1.75","cmn_boat_relax","1","1","886","18860003","122511","-180"
"-850","22","0","1.75","cmn_boat_idle_blue","2","5","886","18860004","1","-180"
"-1200","22","0","1.75","cmn_boat_idle_l","2","5","886","18860005","2","-180"
"-180","-850","","1","","116","31","886","18860006","1","1"
"-180","-1200","","1","","116","31","886","18860007","2","1"
"13.5","-180","","","","113111","2","886","18860008","1750",""
"13.5","-180","","","","122511","2","886","18860009","1400",""
"13.5","-180","","","","1","2","886","18860010","1750",""
"13.5","-180","","","","2","2","886","18860011","1400",""
"13.5","-180","","","","1","33","886","18860012","1750",""
"13.5","-180","","","","2","33","886","18860013","1400",""
"","","","","","2.6","93","886","18860014","",""
"0","","","","","vo_fpc","21","886","18860015","vo_fpc_88601",""
"","","","","","se_10053800","23","887","18870001","se_fpc_water_random",""
"-1100","22","1","1.75","cmn_float","1","1","887","18870002","107711","-180"
"-1350","12","0","1.75","cmn_float","1","1","887","18870003","122711","-125"
"-180","-1070","","1","","6","31","887","18870004","2","1"
"-125","-1350","","1","","6","31","887","18870005","3","1"
"13.5","-180","","","","107711","2","887","18870006","1500",""
"13.5","-125","","","","122711","2","887","18870007","1250",""
"13.5","-180","","","","2","33","887","18870008","1530",""
"13.5","-125","","","","3","33","887","18870009","1250",""
"","","","","","2.5","93","887","18870010","",""
"0","","","","","vo_fpc","21","887","18870011","vo_fpc_88701",""
"","","","","","se_10053800","23","889","18890001","se_fpc_water_random",""
"750","12","1","1.49","09_misogi_run","1","1","889","18890002","122811","-15"
"5.65","-15","0","","","122811","2","889","18890003","-750",""
"","","","","","0.5","93","889","18890004","",""
"0","","","","","vo_fpc","21","889","18890005","vo_fpc_88901",""
"","","","","","se_10053800","23","890","18900001","se_fpc_water_random",""
"750","12","1","1.49","09_misogi_run","1","1","890","18900002","107911","-15"
"5.65","-15","0","","","107911","2","890","18900003","-750",""
"","","","","","0.6","93","890","18900004","",""
"0","","","","","vo_fpc","21","890","18900005","vo_fpc_89001",""
"","","","","","se_10053800","23","891","18910001","se_fpc_water_random",""
"1000","22","1","1.75","04_misogi_flutterKick_loop","1","1","891","18910002","122411","-180"
"-180","1000","","1","","12","31","891","18910003","12","1"
