427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8
"","","","","4","103611","1009803","","1","","1009803028"
"","1","","","3","103611","1009803","0.2","lsv_idle_normal","","1009803029"
"","","","","93","0.5","1009803","","","","1009803030"
"","0.5","0","","12","100411","1009803","0","10","","1009803031"
"lsv_idle_normal","0","0.2","1","3","100411","1009803","0","lsv_smile2","","1009803032"
"","0.5","0","","12","103611","1009803","0","10","","1009803033"
"lsv_idle_normal","0","0.2","1","3","103611","1009803","0","lsv_smile2","","1009803034"
"","0.5","0","","12","102011","1009803","0","10","","1009803035"
"lsv_idle_normal","0","0.2","1","3","102011","1009803","0","lsv_smile2","","1009803036"
"","","","","93","2","1009803","","","","1009803037"
"","","","","4","103611","1009803","","0","","1009803038"
"","1","","","3","103611","1009803","0.2","lsv_walk","","1009803039"
"0.5","-235","","0","2","103611","1009803","","200","","1009803040"
"","","","","93","0.5","1009803","","","","1009803041"
"","1","","","3","103611","1009803","0.2","lsv_idle_normal","","1009803042"
"","","","","93","0","1009803","","","","1009803043"
"","","","","4","103611","1009803","","1","","1009803044"
"","","","","93","0.6","1009803","","","","1009803045"
"","1","","","3","102011","1009803","0.2","lsv_talk_memory_dere2","","1009803046"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0321","","1009803047"
"1","10","0","1","11","102011","1009803","0","クレープ、おいしかったね～\nミミ、食べすぎちゃったかも…\nえへへ♪","0","1009803048"
"","","","","91","0","1009803","","","","1009803049"
"","1","","","3","102011","1009803","0.2","lsv_idle_memory","","1009803050"
"","1","","","3","100411","1009803","0.2","lsv_talk_normal","","1009803051"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0322","","1009803052"
"1","10","0","1","11","100411","1009803","0","普通においしかったよね！\nほんと、普通に！\n…あ、いい意味でだよ？","0","1009803053"
"","","","","91","0","1009803","","","","1009803054"
"","1","","","3","100411","1009803","0.2","lsv_idle_normal_joyR","","1009803055"
"","1","","","3","102011","1009803","0.2","lsv_idle_normal","","1009803056"
"","1","","","3","103611","1009803","0.2","lsv_talk_sad","","1009803057"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0323","","1009803058"
"1","10","0","1","11","103611","1009803","0","深くは聞かないであげるよ…\nそれはそれとして、図書館では\n何もわからなかったね。","0","1009803059"
"","","","","91","0","1009803","","","","1009803060"
"","1","","","3","103611","1009803","0.2","lsv_idle_sad","","1009803061"
"","1","","","3","100411","1009803","0.2","lsv_talk_cool_normal2_loop","","1009803062"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0324","","1009803063"
"1","10","0","1","11","100411","1009803","0","まあ、あれだけの本があれば\nみゅ～ちゃんのことがわかる\n本も、いつか見つかるって！","0","1009803064"
"","","","","91","0","1009803","","","","1009803065"
"","1","","","3","100411","1009803","0.2","lsv_idle_cool","","1009803066"
"","1","","","3","103611","1009803","0.2","lsv_talk_joy3_dere","","1009803067"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0325","","1009803068"
"1","10","0","1","11","103611","1009803","0","…うん、そうだね。\nまたみんなで行ってみよっ。","0","1009803069"
"","","","","91","0","1009803","","","","1009803070"
"","1","","","3","103611","1009803","0.2","lsv_idle_normal","","1009803071"
"","1","","","3","102011","1009803","0.2","lsv_look_talk_normal","","1009803072"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0326","","1009803073"
"1","10","0","1","11","102011","1009803","0","あ、そういえば…\nおにいちゃん、図書館で本を\n借りてたよね？　どんな本？","0","1009803074"
"","","","","91","0","1009803","","","","1009803075"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009803","0","lsv_choice","","1009803076"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009803","0","lsv_choice","","1009803077"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009803","0","lsv_choice","","1009803078"
"","","","","93","0.1","1009803","","0","","1009803079"
"0.33","-220","0.2","2","2","100411","1009803","","-420","","1009803080"
"0.33","-235","0.2","2","2","103611","1009803","","452","","1009803081"
"0.33","-250","0.2","2","2","102011","1009803","","-545","","1009803082"
"","1","","","22","0","1009803","0.2","0","","1009803083"
"","0","","","103","漫画。","1009803","","1009803087","","1009803084"
"","0","","","103","絵本。","1009803","","1009803111","","1009803085"
"","0","","","103","小説。","1009803","","1009803135","","1009803086"
"lsv_idle_normal","0","0.2","1","3","100411","1009803","0","lsv_choice","","1009803087"
"lsv_idle_normal","0","0.2","1","3","103611","1009803","0","lsv_choice","","1009803088"
"lsv_idle_normal","0","0.2","1","3","102011","1009803","0","lsv_choice","","1009803089"
"","","","","93","0.1","1009803","","0","","1009803090"
"0.33","-220","0.2","2","2","100411","1009803","","-100","","1009803091"
"0.33","-235","0.2","2","2","103611","1009803","","200","","1009803092"
"0.33","-250","0.2","2","2","102011","1009803","","-270","","1009803093"
"","","","","93","0.7","1009803","","0","","1009803094"
"lsv_surprise3_kira_loop","0","0.2","1","3","100411","1009803","0","lsv_surprise3_kira","","1009803095"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0327","","1009803096"
"1","10","0","1","11","100411","1009803","0","えっ、漫画あったの！？\nミソギも読みたーい！\nにいちゃん、一緒に読もっ！","0","1009803097"
"","","","","91","0","1009803","","","","1009803098"
"","1","","","3","100411","1009803","0.2","lsv_idle_joy_dere","","1009803099"
"lsv_talk_guts2_joy2_loop","0","0.2","1","3","102011","1009803","0","lsv_talk_guts2_joy2","","1009803100"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0328","","1009803101"
"1","10","0","1","11","102011","1009803","0","ミミも読みた～い！","0","1009803102"
"","","","","91","0","1009803","","","","1009803103"
"","1","","","3","102011","1009803","0.2","lsv_idle_guts2_joy2","","1009803104"
"","1","","","3","103611","1009803","0.2","lsv_talk_joy3_shy","","1009803105"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0329","","1009803106"
"1","10","0","1","11","103611","1009803","0","もう、みんなして…\n……あの、私もいいですか？","0","1009803107"
"","","","","91","0","1009803","","","","1009803108"
"","1","","","3","103611","1009803","0.2","lsv_idle_joy_shy","","1009803109"
"","","","","101","1009803161","1009803","","","","1009803110"
"lsv_idle_normal","0","0.2","1","3","100411","1009803","0","lsv_choice","","1009803111"
"lsv_idle_normal","0","0.2","1","3","103611","1009803","0","lsv_choice","","1009803112"
"lsv_idle_normal","0","0.2","1","3","102011","1009803","0","lsv_choice","","1009803113"
"","","","","93","0.1","1009803","","0","","1009803114"
"0.33","-220","0.2","2","2","100411","1009803","","-100","","1009803115"
"0.33","-235","0.2","2","2","103611","1009803","","200","","1009803116"
"0.33","-250","0.2","2","2","102011","1009803","","-270","","1009803117"
"","","","","93","0.7","1009803","","0","","1009803118"
"","1","","","3","102011","1009803","0.2","lsv_talk_joy3_blink","","1009803119"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0330","","1009803120"
"1","10","0","1","11","102011","1009803","0","わぁっ、絵本？\nミミも読んだことある\nお話かな～？","0","1009803121"
"","","","","91","0","1009803","","","","1009803122"
"","1","","","3","102011","1009803","0.2","lsv_idle_normal_joyR","","1009803123"
"lsv_talk_doya_loop","0","0.2","1","3","103611","1009803","0","lsv_talk_doya","","1009803124"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0331","","1009803125"
"1","10","0","1","11","103611","1009803","0","絵本には教訓になる\nお話が多いですからね。\nきっといいお勉強になります。","0","1009803126"
"","","","","91","0","1009803","","","","1009803127"
"","1","","","3","103611","1009803","0.2","lsv_idle_doya","","1009803128"
"lsv_talk_guts2_loop","0","0.2","1","3","100411","1009803","0","lsv_talk_guts2","","1009803129"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0332","","1009803130"
"1","10","0","1","11","100411","1009803","0","せっかくだし、みゅ～ちゃんに\n読み聞かせをしてあげようよ！\n誰が一番上手いか競争だー！","0","1009803131"
"","","","","91","0","1009803","","","","1009803132"
"","1","","","3","100411","1009803","0.2","lsv_idle_normal","","1009803133"
"","","","","101","1009803161","1009803","","","","1009803134"
"lsv_idle_normal_worry","0","0.2","1","3","100411","1009803","0","lsv_choice","","1009803135"
"lsv_idle_normal","0","0.2","1","3","103611","1009803","0","lsv_choice","","1009803136"
"lsv_idle_normal_joyR","0","0.2","1","3","102011","1009803","0","lsv_choice","","1009803137"
"","","","","93","0.1","1009803","","0","","1009803138"
"0.33","-220","0.2","2","2","100411","1009803","","-100","","1009803139"
"0.33","-235","0.2","2","2","103611","1009803","","200","","1009803140"
"0.33","-250","0.2","2","2","102011","1009803","","-270","","1009803141"
"","","","","93","0.7","1009803","","0","","1009803142"
"lsv_talk_doya_loop","0","0.2","1","3","103611","1009803","0","lsv_talk_doya","","1009803143"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0333","","1009803144"
"1","10","0","1","11","103611","1009803","0","せっかくの図書館ですからね。\n自分の知識になる本を借りる\nのはとてもいいと思いますよ。","0","1009803145"
"","","","","91","0","1009803","","","","1009803146"
"","1","","","3","103611","1009803","0.2","lsv_idle_surprise","","1009803147"
"","1","","","3","102011","1009803","0.2","lsv_idle_surprise","","1009803148"
"","1","","","3","100411","1009803","0.2","lsv_talk_tsun_guru","","1009803149"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0334","","1009803150"
"1","10","0","1","11","100411","1009803","0","小説…\n文字、文字ばっかりの本…！\nううう…う～ん…がくっ。","0","1009803151"
"","","","","91","0","1009803","","","","1009803152"
"lsv_gaku_loop","0","0.2","1","3","100411","1009803","0.2","lsv_gaku","","1009803153"
"","1","","","3","103611","1009803","0.2","lsv_idle_bitter_sad","","1009803154"
"","1","","","3","102011","1009803","0.2","lsv_talk_surprise2","","1009803155"
"0","0","","","21","vo_lsv","1009803","","vo_lsv_0335","","1009803156"
"1","10","0","1","11","102011","1009803","0","ミ、ミソギちゃ～ん！\nしっかりして～！","0","1009803157"
"","","","","91","0","1009803","","","","1009803158"
"","1","","","3","102011","1009803","0.2","lsv_idle_sad","","1009803159"
"","","","","101","1009803161","1009803","","","","1009803160"
"","","","","91","0","1009803","","","","1009803161"
"","","","","102","","1009803","","","","1009803162"
"","","","","22","0","1009803","","0.2","","1009803163"
"","","","","93","0.2","1009803","","","","1009803164"
"0","1","0","0","12","103611","1009803","0","1","0","1009803165"
"","1","","","3","103611","1009803","0.2","lsv_talk_tsun_shy","","1009803166"
"","","","","93","3","1009803","","0","","1009803167"
"","1","","","3","103611","1009803","0.2","lsv_idle_normal_bitter","","1009803168"
"0","1","0","0","12","100411","1009803","0","4","0","1009803169"
"lsv_surprise3_surprise_loop","0","0.2","1","3","100411","1009803","0","lsv_surprise3_surprise","","1009803170"
"","","","","93","3","1009803","","0","","1009803171"
"","1","","","3","100411","1009803","0.2","lsv_idle_sad_normal","","1009803172"
"0","1","0","0","12","102011","1009803","0","10","0","1009803173"
"","1","","","3","102011","1009803","0.2","lsv_talk_joy3_blink","","1009803174"
"","","","","93","3","1009803","","0","","1009803175"
"","1","","","3","102011","1009803","0.2","lsv_idle_joy","","1009803176"
"","","","","101","1009803165","1009803","","","","1009803177"
"1","1","0","0","6","333","1009803","1","1","","1009803178"
"","","","","4","100411","1009803","","1","","1009803179"
"","1","","","3","100411","1009803","0.2","lsv_run","","1009803180"
"0.8","-220","","0","2","100411","1009803","","-750","","1009803181"
"","","","","4","103611","1009803","","0","","1009803182"
"","1","","","3","103611","1009803","0.2","lsv_run","","1009803183"
"0.8","-235","","0","2","103611","1009803","","750","","1009803184"
"","","","","4","102011","1009803","","1","","1009803185"
"","1","","","3","102011","1009803","0.2","lsv_run","","1009803186"
"0.8","-250","","0","2","102011","1009803","","-850","","1009803187"
"","","","","93","0.6","1009803","","","","1009803188"
"1","1","0","0","6","100411","1009803","0.2","1","","1009803189"
"1","1","0","0","6","103611","1009803","0.2","1","","1009803190"
"1","1","0","0","6","102011","1009803","0.2","1","","1009803191"
"","","","","91","0","1009803","","","","1009803192"
"-200","102","0","-495","1","1","1009804","1.95","102011","lsv_idle_normal","1009804001"
"100","100","1","-480","1","1","1009804","1.95","103611","lsv_idle_normal","1009804002"
"270","101","1","-510","1","1","1009804","1.95","100411","lsv_idle_normal","1009804003"
"0","0","0","0","5","1","1009804","1","333","lsv_white_loop","1009804004"
"1","1","0","0","6","333","1009804","0","1","","1009804005"
"1","1","0","0","6","102011","1009804","0","1","","1009804006"
"1","1","0","0","6","103611","1009804","0","1","","1009804007"
"1","1","0","0","6","100411","1009804","0","1","","1009804008"
"","","","","93","1","1009804","","0","","1009804009"
"1","1","0","0.4","6","333","1009804","0.8","1","","1009804010"
"lsv_idle_normal","0","0.2","1","3","102011","1009804","0.2","lsv_jump2","","1009804011"
"lsv_idle_normal","0","0.2","1","3","103611","1009804","0.2","lsv_jump2","","1009804012"
"lsv_idle_normal","0","0.2","1","3","100411","1009804","0.2","lsv_jump2","","1009804013"
"","","","","93","0.3","1009804","","","","1009804014"
"0.75","-235","","0","2","102011","1009804","","-200","","1009804015"
"0.75","-220","","0","2","103611","1009804","","100","","1009804016"
"0.75","-250","","0","2","100411","1009804","","270","","1009804017"
"1","1","0","1","6","102011","1009804","0.4","1","","1009804018"
"1","1","0","1","6","103611","1009804","0.4","1","","1009804019"
"1","1","0","1","6","100411","1009804","0.4","1","","1009804020"
"0","0.2","0","","12","102011","1009804","0","6","","1009804021"
"0","0.2","0","","12","103611","1009804","0","6","","1009804022"
"0","0.2","0","","12","100411","1009804","0","6","","1009804023"
"","","","","93","1.2","1009804","","0","","1009804024"
"lsv_talk_cool_normal2_loop","0","0.2","1","3","100411","1009804","0","lsv_talk_cool_normal2","","1009804025"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0421","","1009804026"
"1","10","0","1","11","100411","1009804","0","今日の宿題は楽しかったなー\n勉強もこういう感じのばっかり\nだったらよかったのにっ。","0","1009804027"
"","","","","91","0","1009804","","","","1009804028"
"","1","","","3","100411","1009804","0.2","lsv_idle_cool","","1009804029"
"","1","","","3","102011","1009804","0.2","lsv_talk_wish_joy","","1009804030"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0422","","1009804031"
"1","10","0","1","11","102011","1009804","0","ミソギちゃんの貯金箱、\nかっこよかったもんね～♪","0","1009804032"
"","","","","91","0","1009804","","","","1009804033"
"","1","","","3","102011","1009804","0.2","lsv_idle_wish_joy","","1009804034"
"","1","","","3","103611","1009804","0.2","lsv_talk_thinking","","1009804035"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0423","","1009804036"
"1","10","0","1","11","103611","1009804","0","私はちょっと悩んじゃったな…\n知識や知性を表現しようと\nしたんだけど…","0","1009804037"
"","","","","91","0","1009804","","","","1009804038"
"","1","","","3","103611","1009804","0.2","lsv_idle_normal","","1009804039"
"lsv_talk_arm_crossed_loop2","0","0.2","1","3","100411","1009804","0","lsv_talk_arm_crossed2","","1009804040"
