562453eb5e0ae2ae6766e26d2cde9ec3c972f7ffa7a35c4d27c1c97a5ac1c949,1bc83efaa8cbc0d89ec9f63f32363a54f06bcd7571dc214ea3174084824c616a,cfe188b5b1c026e3224b6f5fd9500cb7541ac39928d06955ecbf97391e87051c,1973c28fbde9e19a989b252d9b4a43f8d753b056c3ff574596d904622c09c306,2f7912cdba0846ef4c9963a31e10333b40051751d92504dc7eb7fa477a2bf252,885f2dc96cec72a12e25a9163c59c5a0d9968b9f17a247f874f1f3ad00ec78ea,b4dd02ff64f48f59a36700c052252a38504d557778d549dca9a938879c6bb743,ae24ed0fe8114057e9d141b53a9c7219d145eaa1d6db46983a37c3f7ae00a34e,0bf7034bc115f247b1c0a15263d53f00e685fe739235babb678a9a80c05ee499,25a64722526480cd6ed02a8a1244095af272075172170195ee84cc2bf89d43e6,b2752f52e1221c5037833f6cda7dcc916d82a97667286fc9398759aabe1c15ad,637122460b851a03d9e409b63d6ea73c95e70379598c94c7da04bf52c8f7b063,99fb1e6d3e2d14ee075f5558440973c02ec87afb4b8550da386d518b78034039,7c86cbcb9f476dbaada07f8b6000ef6fbf987f9517da499ea078091c3f10acf8,233038c566f79f1b7e24d4f235219296fbbaca00d414fb6c884d878d61083793
"スペシャルバトルのMODE2をクリアしよう","9016","81039004","2020/04/26 14:59:59","81039004","2","1","0","2020/04/17 12:00:00","0","6011","601","0","10039106","10039"
"スペシャルバトルのボスのHPを1000000まで減らそう","9013","81039005","2020/04/26 14:59:59","81039005","0","2000000","0","2020/04/17 12:00:00","1","6011","601","0","10039111","10039"
"スペシャルバトルのボスのHPを500000まで減らそう","9013","81039006","2020/04/26 14:59:59","81039006","0","2500000","0","2020/04/17 12:00:00","1","6011","601","0","10039113","10039"
"スペシャルバトルのボスを討伐しよう","9016","81039007","2020/04/26 14:59:59","81039007","3","1","0","2020/04/17 12:00:00","0","6011","601","0","10039115","10039"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81039008","2020/04/26 14:59:59","81039008","5","1","0","2020/04/17 12:00:00","0","6011","601","0","10039118","10039"
"リマ、マヒル、リン、シオリのシャドウを倒そう","9001","81040001","2020/05/18 14:59:59","81040001","0","4","0","2020/04/30 12:00:00","0","6011","601","0","10040103","10040"
"スペシャルバトルのボスのHPを8350000まで減らそう","9013","81040002","2020/05/18 14:59:59","81040002","0","1650000","0","2020/04/30 12:00:00","1","6011","601","0","10040104","10040"
"スペシャルバトルのボスのHPを6700000まで減らそう","9013","81040003","2020/05/18 14:59:59","81040003","0","3300000","0","2020/04/30 12:00:00","1","6011","601","0","10040105","10040"
"スペシャルバトルのMODE2をクリアしよう","9016","81040004","2020/05/18 14:59:59","81040004","2","1","0","2020/04/30 12:00:00","0","6011","601","0","10040106","10040"
"スペシャルバトルのボスのHPを3350000まで減らそう","9013","81040005","2020/05/18 14:59:59","81040005","0","6650000","0","2020/04/30 12:00:00","1","6011","601","0","10040111","10040"
"スペシャルバトルのボスのHPを1700000まで減らそう","9013","81040006","2020/05/18 14:59:59","81040006","0","8300000","0","2020/04/30 12:00:00","1","6011","601","0","10040113","10040"
"スペシャルバトルのボスを討伐しよう","9016","81040007","2020/05/18 14:59:59","81040007","3","1","0","2020/04/30 12:00:00","0","6011","601","0","10040115","10040"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81040008","2020/05/18 14:59:59","81040008","5","1","0","2020/04/30 12:00:00","0","6011","601","0","10040118","10040"
"モニカ、アユミ、ユキのシャドウを倒そう","9001","81041001","2020/05/27 14:59:59","81041001","0","3","0","2020/05/18 12:00:00","0","6011","601","0","10041103","10041"
"スペシャルバトルのボスのHPを1410000まで減らそう","9013","81041002","2020/05/27 14:59:59","81041002","0","340000","0","2020/05/18 12:00:00","1","6011","601","0","10041104","10041"
"スペシャルバトルのボスのHPを1070000まで減らそう","9013","81041003","2020/05/27 14:59:59","81041003","0","680000","0","2020/05/18 12:00:00","1","6011","601","0","10041105","10041"
"スペシャルバトルのMODE2をクリアしよう","9016","81041004","2020/05/27 14:59:59","81041004","2","1","0","2020/05/18 12:00:00","0","6011","601","0","10041106","10041"
"スペシャルバトルのボスのHPを490000まで減らそう","9013","81041005","2020/05/27 14:59:59","81041005","0","1260000","0","2020/05/18 12:00:00","1","6011","601","0","10041111","10041"
"スペシャルバトルのボスのHPを245000まで減らそう","9013","81041006","2020/05/27 14:59:59","81041006","0","1505000","0","2020/05/18 12:00:00","1","6011","601","0","10041113","10041"
"スペシャルバトルのボスを討伐しよう","9016","81041007","2020/05/27 14:59:59","81041007","3","1","0","2020/05/18 12:00:00","0","6011","601","0","10041115","10041"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81041008","2020/05/27 14:59:59","81041008","5","1","0","2020/05/18 12:00:00","0","6011","601","0","10041118","10041"
"スペシャルバトルのボスのHPを8060000まで減らそう","9013","81042001","2020/06/18 14:59:59","81042001","0","1240000","0","2020/05/31 12:00:00","1","6011","601","0","10042103","10042"
"スペシャルバトルのボスのHPを6820000まで減らそう","9013","81042002","2020/06/18 14:59:59","81042002","0","2480000","0","2020/05/31 12:00:00","1","6011","601","0","10042104","10042"
"スペシャルバトルのMODE1をクリアしよう","9016","81042003","2020/06/18 14:59:59","81042003","1","1","0","2020/05/31 12:00:00","0","6011","601","0","10042105","10042"
"リノ、アユミ、ヒヨリのシャドウを倒そう","9001","81042004","2020/06/18 14:59:59","81042004","0","3","0","2020/05/31 12:00:00","0","6011","601","0","10042106","10042"
"スペシャルバトルのボスのHPを3720000まで減らそう","9013","81042005","2020/06/18 14:59:59","81042005","0","5580000","0","2020/05/31 12:00:00","1","6011","601","0","10042111","10042"
"スペシャルバトルのボスのHPを1860000まで減らそう","9013","81042006","2020/06/18 14:59:59","81042006","0","7440000","0","2020/05/31 12:00:00","1","6011","601","0","10042113","10042"
"スペシャルバトルのボスを討伐しよう","9016","81042007","2020/06/18 14:59:59","81042007","3","1","0","2020/05/31 12:00:00","0","6011","601","0","10042115","10042"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81042008","2020/06/18 14:59:59","81042008","5","1","0","2020/05/31 12:00:00","0","6011","601","0","10042118","10042"
"雨神様のバリアを破ろう","9014","81043001","2020/06/25 14:59:59","81043001","0","200","0","2020/06/16 12:00:00","4","6011","601","0","10043103","10043"
"スペシャルバトルのボスのHPを2358500まで減らそう","9013","81043002","2020/06/25 14:59:59","81043002","0","291500","0","2020/06/16 12:00:00","1","6011","601","0","10043104","10043"
"スペシャルバトルのボスのHPを2067000まで減らそう","9013","81043003","2020/06/25 14:59:59","81043003","0","583000","0","2020/06/16 12:00:00","1","6011","601","0","10043105","10043"
"スペシャルバトルのMODE2をクリアしよう","9016","81043004","2020/06/25 14:59:59","81043004","2","1","0","2020/06/16 12:00:00","0","6011","601","0","10043106","10043"
"スペシャルバトルのボスのHPを1166000まで減らそう","9013","81043005","2020/06/25 14:59:59","81043005","0","1484000","0","2020/06/16 12:00:00","1","6011","601","0","10043111","10043"
"スペシャルバトルのボスのHPを583000まで減らそう","9013","81043006","2020/06/25 14:59:59","81043006","0","2067000","0","2020/06/16 12:00:00","1","6011","601","0","10043113","10043"
"スペシャルバトルのボスを討伐しよう","9016","81043007","2020/06/25 14:59:59","81043007","3","1","0","2020/06/16 12:00:00","0","6011","601","0","10043115","10043"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","9015","81043008","2020/06/25 14:59:59","81043008","5","1","0","2020/06/16 12:00:00","0","6011","601","0","10043118","10043"
"スペシャルバトルのボスのHPを9000000まで減らそう","9013","81044001","2020/07/18 14:59:59","81044001","0","1000000","0","2020/06/30 12:00:00","1","6011","601","0","10044103","10044"
"スペシャルバトルのボスのHPを8000000まで減らそう","9013","81044002","2020/07/18 14:59:59","81044002","0","2000000","0","2020/06/30 12:00:00","1","6011","601","0","10044104","10044"
"スペシャルバトルのMODE1をクリアしよう","9016","81044003","2020/07/18 14:59:59","81044003","1","1","0","2020/06/30 12:00:00","0","6011","601","0","10044105","10044"
"スペシャルバトルのボスのHPを5650000まで減らそう","9013","81044004","2020/07/18 14:59:59","81044004","0","4350000","0","2020/06/30 12:00:00","1","6011","601","0","10044106","10044"
"スペシャルバトルのボスのHPを4300000まで減らそう","9013","81044005","2020/07/18 14:59:59","81044005","0","5700000","0","2020/06/30 12:00:00","1","6011","601","0","10044107","10044"
"スペシャルバトルのMODE2をクリアしよう","9016","81044006","2020/07/18 14:59:59","81044006","2","1","0","2020/06/30 12:00:00","0","6011","601","0","10044108","10044"
"スペシャルバトルのボスのHPを2000000まで減らそう","9013","81044007","2020/07/18 14:59:59","81044007","0","8000000","0","2020/06/30 12:00:00","1","6011","601","0","10044109","10044"
"スペシャルバトルのボスのHPを1000000まで減らそう","9013","81044008","2020/07/18 14:59:59","81044008","0","9000000","0","2020/06/30 12:00:00","1","6011","601","0","10044110","10044"
"スペシャルバトルのボスを討伐しよう","9016","81044009","2020/07/18 14:59:59","81044009","3","1","0","2020/06/30 12:00:00","0","6011","601","0","10044111","10044"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81044010","2020/07/18 14:59:59","81044010","5","1","0","2020/06/30 12:00:00","0","6011","601","0","10044112","10044"
"スペシャルバトルのボスのHPを2214000まで減らそう","9013","81045001","2020/07/25 14:59:59","81045001","0","486000","0","2020/07/16 12:00:00","1","6011","601","0","10045103","10045"
"スペシャルバトルのMODE1をクリアしよう","9016","81045002","2020/07/25 14:59:59","81045002","1","1","0","2020/07/16 12:00:00","0","6011","601","0","10045104","10045"
"マジムンの分身体を15体倒そう","9014","81045003","2020/07/25 14:59:59","81045003","0","15","0","2020/07/16 12:00:00","0","6011","601","0","10045105","10045"
"スペシャルバトルのMODE2をクリアしよう","9016","81045004","2020/07/25 14:59:59","81045004","2","1","0","2020/07/16 12:00:00","0","6011","601","0","10045106","10045"
"スペシャルバトルのボスのHPを1188000まで減らそう","9013","81045005","2020/07/25 14:59:59","81045005","0","1512000","0","2020/07/16 12:00:00","1","6011","601","0","10045111","10045"
"スペシャルバトルのボスのHPを594000まで減らそう","9013","81045006","2020/07/25 14:59:59","81045006","0","2106000","0","2020/07/16 12:00:00","1","6011","601","0","10045113","10045"
"スペシャルバトルのボスを討伐しよう","9016","81045007","2020/07/25 14:59:59","81045007","3","1","0","2020/07/16 12:00:00","0","6011","601","0","10045115","10045"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","9015","81045008","2020/07/25 14:59:59","81045008","5","1","0","2020/07/16 12:00:00","0","6011","601","0","10045118","10045"
"スペシャルバトルのボスのHPを9740000まで減らそう","9013","81046001","2020/08/18 14:59:59","81046001","0","2960000","0","2020/07/31 12:00:00","1","6011","601","0","10046103","10046"
"スペシャルバトルのボスのHPを6780000まで減らそう","9013","81046002","2020/08/18 14:59:59","81046002","0","5920000","0","2020/07/31 12:00:00","1","6011","601","0","10046104","10046"
"スペシャルバトルのボスのHPを3810000まで減らそう","9013","81046003","2020/08/18 14:59:59","81046003","0","8890000","0","2020/07/31 12:00:00","1","6011","601","0","10046105","10046"
"MODE2のお供のモンスターを全て倒そう","9016","81046004","2020/08/18 14:59:59","81046004","2","1","0","2020/07/31 12:00:00","0","6011","601","0","10046106","10046"
"スペシャルバトルのボスのHPを2540000まで減らそう","9013","81046005","2020/08/18 14:59:59","81046005","0","10160000","0","2020/07/31 12:00:00","1","6011","601","0","10046111","10046"
"スペシャルバトルのボスのHPを1270000まで減らそう","9013","81046006","2020/08/18 14:59:59","81046006","0","11430000","0","2020/07/31 12:00:00","1","6011","601","0","10046113","10046"
"スペシャルバトルのボスを討伐しよう","9016","81046007","2020/08/18 14:59:59","81046007","3","1","0","2020/07/31 12:00:00","0","6011","601","0","10046115","10046"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81046008","2020/08/18 14:59:59","81046008","5","1","0","2020/07/31 12:00:00","0","6011","601","0","10046118","10046"
"スペシャルバトルのボスのHPを2958000まで減らそう","9013","81047001","2020/08/25 14:59:00","81047001","0","442000","0","2020/08/16 12:00:00","1","6011","601","0","10047103","10047"
"スペシャルバトルのMODE1をクリアしよう","9016","81047002","2020/08/25 14:59:00","81047002","1","1","0","2020/08/16 12:00:00","0","6011","601","0","10047104","10047"
"スペシャルバトルのボスのHPを1972000まで減らそう","9013","81047003","2020/08/25 14:59:00","81047003","0","1428000","0","2020/08/16 12:00:00","1","6011","601","0","10047105","10047"
"スペシャルバトルのMODE2をクリアしよう","9016","81047005","2020/08/25 14:59:00","81047004","2","1","0","2020/08/16 12:00:00","0","6011","601","0","10047111","10047"
"スペシャルバトルのボスのHPを986000まで減らそう","9013","81047004","2020/08/25 14:59:00","81047005","0","2414000","0","2020/08/16 12:00:00","1","6011","601","0","10047106","10047"
"スペシャルバトルのボスのHPを442000まで減らそう","9013","81047006","2020/08/25 14:59:00","81047006","0","2958000","0","2020/08/16 12:00:00","1","6011","601","0","10047113","10047"
"スペシャルバトルのボスを討伐しよう","9016","81047007","2020/08/25 14:59:00","81047007","3","1","0","2020/08/16 12:00:00","0","6011","601","0","10047115","10047"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81047008","2020/08/25 14:59:00","81047008","5","1","0","2020/08/16 12:00:00","0","6011","601","0","10047118","10047"
"スペシャルバトルのボスのHPを11600000まで減らそう","9013","81048001","2020/09/19 14:59:59","81048001","0","3200000","0","2020/08/31 12:00:00","1","6011","601","0","10048103","10048"
"スペシャルバトルのボスのHPを8400000まで減らそう","9013","81048002","2020/09/19 14:59:59","81048002","0","6400000","0","2020/08/31 12:00:00","1","6011","601","0","10048104","10048"
"スペシャルバトルのMODE1をクリアしよう","9016","81048003","2020/09/19 14:59:59","81048003","1","1","0","2020/08/31 12:00:00","0","6011","601","0","10048105","10048"
"ヨリ、アカリのシャドウを倒そう","9001","81048004","2020/09/19 14:59:59","81048004","0","2","0","2020/08/31 12:00:00","0","6011","601","0","10048106","10048"
"スペシャルバトルのボスのHPを3460000まで減らそう","9013","81048005","2020/09/19 14:59:59","81048005","0","11340000","0","2020/08/31 12:00:00","1","6011","601","0","10048111","10048"
"スペシャルバトルのボスのHPを1740000まで減らそう","9013","81048006","2020/09/19 14:59:59","81048006","0","13060000","0","2020/08/31 12:00:00","1","6011","601","0","10048113","10048"
"スペシャルバトルのボスを討伐しよう","9016","81048007","2020/09/19 14:59:59","81048007","3","1","0","2020/08/31 12:00:00","0","6011","601","0","10048115","10048"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81048008","2020/09/19 14:59:59","81048008","5","1","0","2020/08/31 12:00:00","0","6011","601","0","10048118","10048"
