5e332c5aaca347a2f77ad37d0c761117b68310675ac868f5b868ea19da6cd34d,dcb91440f5074d66daec8639c2857055c94132629db87cbae8ae709666edb287,f0b82de589f0f36396fc1a445f5b05e20d610de1d5c4860a48bcea55f95bc12c,cafccf3a10cc55b8c8bbaa418fb7b60a891b6e0eb4259ccedf6c66affaba0dc1,07c08dd7a72d72081fec94e6de2a64d85f37b2e77ab84157daa4d18a63e466fb,894324db2a269f33294911f6e34fd28d73765ea5f76ff19a05ec2c5b72b15fe0,64fe688964dc32a3ca9f01f5eeb3191b89867818a56d711702f36a1d9dcf61ef,c8a1b200956aec1a69539c259a394ea771df2f46798a5533e8e263294feef97e,8465b9255e35c61f7a0ce19b28349371ecd79b6d2972647396383d88608dea7a,88893acfc7dfae6f79c2320ab5f3206075ffdb8c895a00344d543640b25ec8ff,aaef30c43244576e8917c811f6fde6b2ec1be485cd4e0cc9540ef36e40728154
"10","2","110511","","","1750","","","-125","18690008","869"
"10","2","110011","","","1500","","","-250","18690009","869"
"10","2","1","","","1750","","","-125","18690010","869"
"10","2","2","","","1500","","","-250","18690011","869"
"10","33","1","","","1750","","","-125","18690012","869"
"10","33","2","","","1500","","","-250","18690013","869"
"","23","se_10053800","","","se_fpc_water_random","","","","18700001","870"
"-1100","1","1","-180","1.75","110111","cmn_float","1","22","18700002","870"
"-1350","1","1","-125","1.75","117111","cmn_float","0","12","18700003","870"
"-1600","1","1","-180","1.75","127011","cmn_float","0","22","18700004","870"
"-180","31","6","1","1","2","","","-1070","18700005","870"
"-125","31","6","1","1","3","","","-1350","18700006","870"
"-180","31","6","1","1","4","","","-1600","18700007","870"
"13.5","2","110111","","","1500","","","-180","18700008","870"
"13.5","2","117111","","","1250","","","-125","18700009","870"
"13.5","2","127011","","","1000","","","-180","18700010","870"
"13.5","33","2","","","1530","","","-180","18700011","870"
"13.5","33","3","","","1250","","","-125","18700012","870"
"13.5","33","4","","","1000","","","-180","18700013","870"
"","93","2.7","","","","","","","18700014","870"
"0","21","vo_fpc","","","vo_fpc_87001","","","","18700015","870"
"","23","se_10053800","","","se_fpc_water_random","","","","18710001","871"
"-850","1","1","-125","1.75","122511","cmn_swm_breastStroke","0","12","18710002","871"
"-1100","1","1","-250","1.75","117411","cmn_swm_breastStroke","0","32","18710003","871"
"-125","31","2","1","1","1","","","-850","18710004","871"
"-250","31","2","1","1","2","","","-1100","18710005","871"
"10","2","122511","","","1750","","","-125","18710006","871"
"10","2","117411","","","1500","","","-250","18710007","871"
"10","33","1","","","1750","","","-125","18710008","871"
"10","33","2","","","1500","","","-250","18710009","871"
"","23","se_10053800","","","se_fpc_water_random","","","","18720001","872"
"-850","1","1","-180","1.75","110311","cmn_boat_relax_l","0","23","18720002","872"
"-1200","1","1","-180","1.75","126711","cmn_boat_relax","0","23","18720003","872"
"-850","5","2","-180","1.75","1","cmn_boat_idle_blue","0","22","18720004","872"
"-1200","5","2","-180","1.75","2","cmn_boat_idle_l","0","22","18720005","872"
"-180","31","116","1","1","1","","","-850","18720006","872"
"-180","31","116","1","1","2","","","-1200","18720007","872"
"13.5","2","110311","","","1750","","","-180","18720008","872"
"13.5","2","126711","","","1400","","","-180","18720009","872"
"13.5","2","1","","","1750","","","-180","18720010","872"
"13.5","2","2","","","1400","","","-180","18720011","872"
"13.5","33","1","","","1750","","","-180","18720012","872"
"13.5","33","2","","","1400","","","-180","18720013","872"
"","93","2.7","","","","","","","18720014","872"
"0","21","vo_fpc","","","vo_fpc_87201","","","","18720015","872"
"","23","se_10053800","","","se_fpc_water_random","","","","18730001","873"
"-850","1","1","-125","1.75","110411","cmn_swm_breastStroke","0","12","18730002","873"
"-1100","1","1","-250","1.75","115711","cmn_swm_breastStroke","0","32","18730003","873"
"-125","31","2","1","1","1","","","-850","18730004","873"
"-250","31","2","1","1","2","","","-1100","18730005","873"
"10","2","110411","","","1750","","","-125","18730006","873"
"10","2","115711","","","1500","","","-250","18730007","873"
"10","33","1","","","1750","","","-125","18730008","873"
"10","33","2","","","1500","","","-250","18730009","873"
"","23","se_10053800","","","se_fpc_water_random","","","","18740001","874"
"-1100","1","1","-180","1.75","110411","cmn_float","1","22","18740002","874"
"-1350","1","1","-125","1.75","122611","cmn_float","0","12","18740003","874"
"-180","31","6","1","1","2","","","-1070","18740004","874"
"-125","31","6","1","1","3","","","-1350","18740005","874"
"13.5","2","110411","","","1500","","","-180","18740006","874"
"13.5","2","122611","","","1250","","","-125","18740007","874"
"13.5","33","2","","","1530","","","-180","18740008","874"
"13.5","33","3","","","1250","","","-125","18740009","874"
"","93","2.6","","","","","","","18740010","874"
"0","21","vo_fpc","","","vo_fpc_87401","","","","18740011","874"
"","23","se_10053800","","","se_fpc_water_random","","","","18750001","875"
"-850","1","1","-125","1.75","108011","cmn_swm_diving","0","12","18750002","875"
"-1100","1","1","-180","1.75","129411","cmn_swm_diving","0","22","18750003","875"
"-125","31","9","1","1","1","","","-850","18750004","875"
"-180","31","9","1","1","2","","","-1100","18750005","875"
"13.5","2","108011","","","1750","","","-125","18750006","875"
"13.5","2","129411","","","1500","","","-180","18750007","875"
"13.5","33","1","","","1750","","","-125","18750008","875"
"13.5","33","2","","","1500","","","-180","18750009","875"
"","23","se_10053800","","","se_fpc_water_random","","","","18760001","876"
"-1100","1","1","-180","1.75","117111","cmn_float","1","22","18760002","876"
"-1350","1","1","-125","1.75","129311","cmn_float","0","12","18760003","876"
"-180","31","6","1","1","2","","","-1070","18760004","876"
"-125","31","6","1","1","3","","","-1350","18760005","876"
"13.5","2","117111","","","1500","","","-180","18760006","876"
"13.5","2","129311","","","1250","","","-125","18760007","876"
"13.5","33","2","","","1530","","","-180","18760008","876"
"13.5","33","3","","","1250","","","-125","18760009","876"
"","93","2.8","","","","","","","18760010","876"
"0","21","vo_fpc","","","vo_fpc_87601","","","","18760011","876"
"","23","se_10053800","","","se_fpc_water_random","","","","18770001","877"
"-850","1","1","-125","1.75","117211","cmn_crawl","0","12","18770002","877"
"-1100","1","1","-250","1.75","117311","cmn_crawl","0","32","18770003","877"
"-1350","1","1","-125","1.75","117411","cmn_crawl","0","12","18770004","877"
"-1600","1","1","-250","1.75","129511","cmn_swm_diving","0","32","18770005","877"
"-125","31","7","1","1","1","","","-850","18770006","877"
"-250","31","1","1","1","2","","","-1100","18770007","877"
"-125","31","7","1","1","3","","","-1350","18770008","877"
"-250","31","9","1","1","4","","","-1600","18770009","877"
"10","2","117211","","","1750","","","-125","18770010","877"
"10","2","117311","","","1500","","","-250","18770011","877"
"10","2","117411","","","1250","","","-125","18770012","877"
"10","2","129511","","","1000","","","-250","18770013","877"
"10","33","1","","","1750","","","-125","18770014","877"
"10","33","2","","","1500","","","-250","18770015","877"
"10","33","3","","","1250","","","-125","18770016","877"
"10","33","4","","","1000","","","-250","18770017","877"
"","23","se_10053800","","","se_fpc_water_random","","","","18780001","878"
"-850","1","1","-125","1.75","110611","cmn_swm_tread","0","13","18780002","878"
"-1100","1","1","-250","1.75","129511","cmn_swm_tread","0","33","18780003","878"
"-850","5","1","-125","1.75","1","cmn_swm_tread_pink","0","12","18780004","878"
"-1100","5","1","-250","1.75","2","cmn_swm_tread_blue","0","32","18780005","878"
"-125","31","13","1","1","1","","","-850","18780006","878"
"-250","31","3","1","1","2","","","-1100","18780007","878"
"13.5","2","110611","","","1750","","","-125","18780008","878"
"13.5","2","129511","","","1500","","","-250","18780009","878"
"13.5","2","1","","","1750","","","-125","18780010","878"
"13.5","2","2","","","1500","","","-250","18780011","878"
"13.5","33","1","","","1750","","","-125","18780012","878"
"13.5","33","2","","","1500","","","-250","18780013","878"
"","23","se_10053800","","","se_fpc_water_random","","","","18790001","879"
"-1100","1","1","-180","1.75","107611","cmn_float","1","22","18790002","879"
"-1350","1","1","-125","1.75","122611","cmn_float","0","12","18790003","879"
"-180","31","6","1","1","2","","","-1070","18790004","879"
"-125","31","6","1","1","3","","","-1350","18790005","879"
"13.5","2","107611","","","1500","","","-180","18790006","879"
"13.5","2","122611","","","1250","","","-125","18790007","879"
"13.5","33","2","","","1530","","","-180","18790008","879"
"13.5","33","3","","","1250","","","-125","18790009","879"
"","93","2.6","","","","","","","18790010","879"
"0","21","vo_fpc","","","vo_fpc_87901","","","","18790011","879"
"","23","se_10053800","","","se_fpc_water_random","","","","18800001","880"
"-1100","1","1","-180","1.75","110311","cmn_float","1","22","18800002","880"
"-1350","1","1","-125","1.75","129311","04_misogi_float_loop","1","12","18800003","880"
"-180","31","6","1","1","2","","","-1070","18800004","880"
"-125","31","6","1","1","3","","","-1350","18800005","880"
"13.5","2","110311","","","1500","","","-180","18800006","880"
"13.5","2","129311","","","1250","","","-125","18800007","880"
"13.5","33","2","","","1530","","","-180","18800008","880"
"13.5","33","3","","","1250","","","-125","18800009","880"
"","93","2.5","","","","","","","18800010","880"
"0","21","vo_fpc","","","vo_fpc_88001","","","","18800011","880"
"","23","se_10053800","","","se_fpc_water_random","","","","18810001","881"
"-1100","1","1","-180","1.75","113511","cmn_float","1","22","18810002","881"
"-1350","1","1","-125","1.75","129311","04_misogi_float_loop","1","12","18810003","881"
"-180","31","6","1","1","2","","","-1070","18810004","881"
"-125","31","6","1","1","3","","","-1350","18810005","881"
"13.5","2","113511","","","1500","","","-180","18810006","881"
"13.5","2","129311","","","1250","","","-125","18810007","881"
"13.5","33","2","","","1530","","","-180","18810008","881"
"13.5","33","3","","","1250","","","-125","18810009","881"
"","93","2.4","","","","","","","18810010","881"
"0","21","vo_fpc","","","vo_fpc_88101","","","","18810011","881"
"","23","se_10053800","","","se_fpc_water_random","","","","18820001","882"
"-850","1","1","-180","1.75","108011","cmn_boat_relax_l","0","23","18820002","882"
"-1200","1","1","-180","1.75","107911","cmn_boat_cat","0","23","18820003","882"
"-850","5","2","-180","1.75","1","cmn_boat_idle_blue","0","22","18820004","882"
"-1200","5","2","-180","1.75","2","cmn_boat_idle_l","0","22","18820005","882"
"-180","31","116","1","1","1","","","-850","18820006","882"
"-180","31","116","1","1","2","","","-1200","18820007","882"
"13.5","2","108011","","","1750","","","-180","18820008","882"
"13.5","2","107911","","","1400","","","-180","18820009","882"
"13.5","2","1","","","1750","","","-180","18820010","882"
"13.5","2","2","","","1400","","","-180","18820011","882"
"13.5","33","1","","","1750","","","-180","18820012","882"
"13.5","33","2","","","1400","","","-180","18820013","882"
"","93","1","","","","","","","18820014","882"
"0","21","vo_fpc","","","vo_fpc_88201","","","","18820015","882"
"","23","se_10053800","","","se_fpc_water_random","","","","18830001","883"
"-850","1","1","-125","1.75","110411","10_cmn_dogscratch","0","12","18830002","883"
"-1100","1","1","-250","1.75","110511","10_cmn_dogscratch","0","32","18830003","883"
"-1350","1","1","-125","1.75","115711","10_cmn_dogscratch","0","12","18830004","883"
"-1600","1","1","-250","1.75","122411","10_cmn_dogscratch","0","32","18830005","883"
"-125","31","117","1","1","1","","","-850","18830006","883"
"-250","31","117","1","1","2","","","-1100","18830007","883"
"-125","31","117","1","1","3","","","-1350","18830008","883"
"-250","31","117","1","1","4","","","-1600","18830009","883"
"10","2","110411","","","1750","","","-125","18830010","883"
"10","2","110511","","","1500","","","-250","18830011","883"
"10","2","115711","","","1250","","","-125","18830012","883"
"10","2","122411","","","1000","","","-250","18830013","883"
"10","33","1","","","1750","","","-125","18830014","883"
"10","33","2","","","1500","","","-250","18830015","883"
"10","33","3","","","1250","","","-125","18830016","883"
"10","33","4","","","1000","","","-250","18830017","883"
"","23","se_10053800","","","se_fpc_water_random","","","","18840001","884"
"-1100","1","1","-180","1.75","107511","cmn_float","1","22","18840002","884"
"-1350","1","1","-125","1.75","126611","cmn_float","0","12","18840003","884"
"-180","31","6","1","1","2","","","-1070","18840004","884"
"-125","31","6","1","1","3","","","-1350","18840005","884"
"13.5","2","107511","","","1500","","","-180","18840006","884"
"13.5","2","126611","","","1250","","","-125","18840007","884"
"13.5","33","2","","","1530","","","-180","18840008","884"
"13.5","33","3","","","1250","","","-125","18840009","884"
"","93","2.2","","","","","","","18840010","884"
"0","21","vo_fpc","","","vo_fpc_88401","","","","18840011","884"
"","23","se_10053800","","","se_fpc_water_random","","","","18850001","885"
"-1100","1","1","-180","1.75","107611","cmn_float","1","22","18850002","885"
"-1350","1","1","-125","1.75","107711","cmn_float","0","12","18850003","885"
"-180","31","6","1","1","2","","","-1070","18850004","885"
"-125","31","6","1","1","3","","","-1350","18850005","885"
"13.5","2","107611","","","1500","","","-180","18850006","885"
"13.5","2","107711","","","1250","","","-125","18850007","885"
"13.5","33","2","","","1530","","","-180","18850008","885"
"13.5","33","3","","","1250","","","-125","18850009","885"
"","93","2.6","","","","","","","18850010","885"
"0","21","vo_fpc","","","vo_fpc_88501","","","","18850011","885"
"","23","se_10053800","","","se_fpc_water_random","","","","18860001","886"
"-850","1","1","-180","1.75","113111","cmn_boat_relax_l","0","23","18860002","886"
"-1200","1","1","-180","1.75","122511","cmn_boat_relax","0","23","18860003","886"
"-850","5","2","-180","1.75","1","cmn_boat_idle_blue","0","22","18860004","886"
"-1200","5","2","-180","1.75","2","cmn_boat_idle_l","0","22","18860005","886"
"-180","31","116","1","1","1","","","-850","18860006","886"
"-180","31","116","1","1","2","","","-1200","18860007","886"
"13.5","2","113111","","","1750","","","-180","18860008","886"
"13.5","2","122511","","","1400","","","-180","18860009","886"
"13.5","2","1","","","1750","","","-180","18860010","886"
"13.5","2","2","","","1400","","","-180","18860011","886"
"13.5","33","1","","","1750","","","-180","18860012","886"
"13.5","33","2","","","1400","","","-180","18860013","886"
"","93","2.6","","","","","","","18860014","886"
"0","21","vo_fpc","","","vo_fpc_88601","","","","18860015","886"
"","23","se_10053800","","","se_fpc_water_random","","","","18870001","887"
"-1100","1","1","-180","1.75","107711","cmn_float","1","22","18870002","887"
"-1350","1","1","-125","1.75","122711","cmn_float","0","12","18870003","887"
"-180","31","6","1","1","2","","","-1070","18870004","887"
"-125","31","6","1","1","3","","","-1350","18870005","887"
"13.5","2","107711","","","1500","","","-180","18870006","887"
"13.5","2","122711","","","1250","","","-125","18870007","887"
"13.5","33","2","","","1530","","","-180","18870008","887"
"13.5","33","3","","","1250","","","-125","18870009","887"
"","93","2.5","","","","","","","18870010","887"
"0","21","vo_fpc","","","vo_fpc_88701","","","","18870011","887"
"","23","se_10053800","","","se_fpc_water_random","","","","18890001","889"
"750","1","1","-15","1.49","122811","09_misogi_run","1","12","18890002","889"
"5.65","2","122811","","","-750","","0","-15","18890003","889"
"","93","0.5","","","","","","","18890004","889"
"0","21","vo_fpc","","","vo_fpc_88901","","","","18890005","889"
"","23","se_10053800","","","se_fpc_water_random","","","","18900001","890"
"750","1","1","-15","1.49","107911","09_misogi_run","1","12","18900002","890"
"5.65","2","107911","","","-750","","0","-15","18900003","890"
"","93","0.6","","","","","","","18900004","890"
"0","21","vo_fpc","","","vo_fpc_89001","","","","18900005","890"
"","23","se_10053800","","","se_fpc_water_random","","","","18910001","891"
"1000","1","1","-180","1.75","122411","04_misogi_flutterKick_loop","1","22","18910002","891"
"-180","31","12","1","1","12","","","1000","18910003","891"
