ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64,066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27
"31","-1100","","2","1","869","1","1","-250","","18690007"
"2","-125","","1750","","869","","110511","10","","18690008"
"2","-250","","1500","","869","","110011","10","","18690009"
"2","-125","","1750","","869","","1","10","","18690010"
"2","-250","","1500","","869","","2","10","","18690011"
"33","-125","","1750","","869","","1","10","","18690012"
"33","-250","","1500","","869","","2","10","","18690013"
"23","","","se_fpc_water_random","","870","","se_10053800","","","18700001"
"1","22","cmn_float","110111","-180","870","1.75","1","-1100","1","18700002"
"1","12","cmn_float","117111","-125","870","1.75","1","-1350","0","18700003"
"1","22","cmn_float","127011","-180","870","1.75","1","-1600","0","18700004"
"31","-1070","","2","1","870","1","6","-180","","18700005"
"31","-1350","","3","1","870","1","6","-125","","18700006"
"31","-1600","","4","1","870","1","6","-180","","18700007"
"2","-180","","1500","","870","","110111","13.5","","18700008"
"2","-125","","1250","","870","","117111","13.5","","18700009"
"2","-180","","1000","","870","","127011","13.5","","18700010"
"33","-180","","1530","","870","","2","13.5","","18700011"
"33","-125","","1250","","870","","3","13.5","","18700012"
"33","-180","","1000","","870","","4","13.5","","18700013"
"93","","","","","870","","2.7","","","18700014"
"21","","","vo_fpc_87001","","870","","vo_fpc","0","","18700015"
"23","","","se_fpc_water_random","","871","","se_10053800","","","18710001"
"1","12","cmn_swm_breastStroke","122511","-125","871","1.75","1","-850","0","18710002"
"1","32","cmn_swm_breastStroke","117411","-250","871","1.75","1","-1100","0","18710003"
"31","-850","","1","1","871","1","2","-125","","18710004"
"31","-1100","","2","1","871","1","2","-250","","18710005"
"2","-125","","1750","","871","","122511","10","","18710006"
"2","-250","","1500","","871","","117411","10","","18710007"
"33","-125","","1750","","871","","1","10","","18710008"
"33","-250","","1500","","871","","2","10","","18710009"
"23","","","se_fpc_water_random","","872","","se_10053800","","","18720001"
"1","23","cmn_boat_relax_l","110311","-180","872","1.75","1","-850","0","18720002"
"1","23","cmn_boat_relax","126711","-180","872","1.75","1","-1200","0","18720003"
"5","22","cmn_boat_idle_blue","1","-180","872","1.75","2","-850","0","18720004"
"5","22","cmn_boat_idle_l","2","-180","872","1.75","2","-1200","0","18720005"
"31","-850","","1","1","872","1","116","-180","","18720006"
"31","-1200","","2","1","872","1","116","-180","","18720007"
"2","-180","","1750","","872","","110311","13.5","","18720008"
"2","-180","","1400","","872","","126711","13.5","","18720009"
"2","-180","","1750","","872","","1","13.5","","18720010"
"2","-180","","1400","","872","","2","13.5","","18720011"
"33","-180","","1750","","872","","1","13.5","","18720012"
"33","-180","","1400","","872","","2","13.5","","18720013"
"93","","","","","872","","2.7","","","18720014"
"21","","","vo_fpc_87201","","872","","vo_fpc","0","","18720015"
"23","","","se_fpc_water_random","","873","","se_10053800","","","18730001"
"1","12","cmn_swm_breastStroke","110411","-125","873","1.75","1","-850","0","18730002"
"1","32","cmn_swm_breastStroke","115711","-250","873","1.75","1","-1100","0","18730003"
"31","-850","","1","1","873","1","2","-125","","18730004"
"31","-1100","","2","1","873","1","2","-250","","18730005"
"2","-125","","1750","","873","","110411","10","","18730006"
"2","-250","","1500","","873","","115711","10","","18730007"
"33","-125","","1750","","873","","1","10","","18730008"
"33","-250","","1500","","873","","2","10","","18730009"
"23","","","se_fpc_water_random","","874","","se_10053800","","","18740001"
"1","22","cmn_float","110411","-180","874","1.75","1","-1100","1","18740002"
"1","12","cmn_float","122611","-125","874","1.75","1","-1350","0","18740003"
"31","-1070","","2","1","874","1","6","-180","","18740004"
"31","-1350","","3","1","874","1","6","-125","","18740005"
"2","-180","","1500","","874","","110411","13.5","","18740006"
"2","-125","","1250","","874","","122611","13.5","","18740007"
"33","-180","","1530","","874","","2","13.5","","18740008"
"33","-125","","1250","","874","","3","13.5","","18740009"
"93","","","","","874","","2.6","","","18740010"
"21","","","vo_fpc_87401","","874","","vo_fpc","0","","18740011"
"23","","","se_fpc_water_random","","875","","se_10053800","","","18750001"
"1","12","cmn_swm_diving","108011","-125","875","1.75","1","-850","0","18750002"
"1","22","cmn_swm_diving","129411","-180","875","1.75","1","-1100","0","18750003"
"31","-850","","1","1","875","1","9","-125","","18750004"
"31","-1100","","2","1","875","1","9","-180","","18750005"
"2","-125","","1750","","875","","108011","13.5","","18750006"
"2","-180","","1500","","875","","129411","13.5","","18750007"
"33","-125","","1750","","875","","1","13.5","","18750008"
"33","-180","","1500","","875","","2","13.5","","18750009"
"23","","","se_fpc_water_random","","876","","se_10053800","","","18760001"
"1","22","cmn_float","117111","-180","876","1.75","1","-1100","1","18760002"
"1","12","cmn_float","129311","-125","876","1.75","1","-1350","0","18760003"
"31","-1070","","2","1","876","1","6","-180","","18760004"
"31","-1350","","3","1","876","1","6","-125","","18760005"
"2","-180","","1500","","876","","117111","13.5","","18760006"
"2","-125","","1250","","876","","129311","13.5","","18760007"
"33","-180","","1530","","876","","2","13.5","","18760008"
"33","-125","","1250","","876","","3","13.5","","18760009"
"93","","","","","876","","2.8","","","18760010"
"21","","","vo_fpc_87601","","876","","vo_fpc","0","","18760011"
"23","","","se_fpc_water_random","","877","","se_10053800","","","18770001"
"1","12","cmn_crawl","117211","-125","877","1.75","1","-850","0","18770002"
"1","32","cmn_crawl","117311","-250","877","1.75","1","-1100","0","18770003"
"1","12","cmn_crawl","117411","-125","877","1.75","1","-1350","0","18770004"
"1","32","cmn_swm_diving","129511","-250","877","1.75","1","-1600","0","18770005"
"31","-850","","1","1","877","1","7","-125","","18770006"
"31","-1100","","2","1","877","1","1","-250","","18770007"
"31","-1350","","3","1","877","1","7","-125","","18770008"
"31","-1600","","4","1","877","1","9","-250","","18770009"
"2","-125","","1750","","877","","117211","10","","18770010"
"2","-250","","1500","","877","","117311","10","","18770011"
"2","-125","","1250","","877","","117411","10","","18770012"
"2","-250","","1000","","877","","129511","10","","18770013"
"33","-125","","1750","","877","","1","10","","18770014"
"33","-250","","1500","","877","","2","10","","18770015"
"33","-125","","1250","","877","","3","10","","18770016"
"33","-250","","1000","","877","","4","10","","18770017"
"23","","","se_fpc_water_random","","878","","se_10053800","","","18780001"
"1","13","cmn_swm_tread","110611","-125","878","1.75","1","-850","0","18780002"
"1","33","cmn_swm_tread","129511","-250","878","1.75","1","-1100","0","18780003"
"5","12","cmn_swm_tread_pink","1","-125","878","1.75","1","-850","0","18780004"
"5","32","cmn_swm_tread_blue","2","-250","878","1.75","1","-1100","0","18780005"
"31","-850","","1","1","878","1","13","-125","","18780006"
"31","-1100","","2","1","878","1","3","-250","","18780007"
"2","-125","","1750","","878","","110611","13.5","","18780008"
"2","-250","","1500","","878","","129511","13.5","","18780009"
"2","-125","","1750","","878","","1","13.5","","18780010"
"2","-250","","1500","","878","","2","13.5","","18780011"
"33","-125","","1750","","878","","1","13.5","","18780012"
"33","-250","","1500","","878","","2","13.5","","18780013"
"23","","","se_fpc_water_random","","879","","se_10053800","","","18790001"
"1","22","cmn_float","107611","-180","879","1.75","1","-1100","1","18790002"
"1","12","cmn_float","122611","-125","879","1.75","1","-1350","0","18790003"
"31","-1070","","2","1","879","1","6","-180","","18790004"
"31","-1350","","3","1","879","1","6","-125","","18790005"
"2","-180","","1500","","879","","107611","13.5","","18790006"
"2","-125","","1250","","879","","122611","13.5","","18790007"
"33","-180","","1530","","879","","2","13.5","","18790008"
"33","-125","","1250","","879","","3","13.5","","18790009"
"93","","","","","879","","2.6","","","18790010"
"21","","","vo_fpc_87901","","879","","vo_fpc","0","","18790011"
"23","","","se_fpc_water_random","","880","","se_10053800","","","18800001"
"1","22","cmn_float","110311","-180","880","1.75","1","-1100","1","18800002"
"1","12","04_misogi_float_loop","129311","-125","880","1.75","1","-1350","1","18800003"
"31","-1070","","2","1","880","1","6","-180","","18800004"
"31","-1350","","3","1","880","1","6","-125","","18800005"
"2","-180","","1500","","880","","110311","13.5","","18800006"
"2","-125","","1250","","880","","129311","13.5","","18800007"
"33","-180","","1530","","880","","2","13.5","","18800008"
"33","-125","","1250","","880","","3","13.5","","18800009"
"93","","","","","880","","2.5","","","18800010"
"21","","","vo_fpc_88001","","880","","vo_fpc","0","","18800011"
"23","","","se_fpc_water_random","","881","","se_10053800","","","18810001"
"1","22","cmn_float","113511","-180","881","1.75","1","-1100","1","18810002"
"1","12","04_misogi_float_loop","129311","-125","881","1.75","1","-1350","1","18810003"
"31","-1070","","2","1","881","1","6","-180","","18810004"
"31","-1350","","3","1","881","1","6","-125","","18810005"
"2","-180","","1500","","881","","113511","13.5","","18810006"
"2","-125","","1250","","881","","129311","13.5","","18810007"
"33","-180","","1530","","881","","2","13.5","","18810008"
"33","-125","","1250","","881","","3","13.5","","18810009"
"93","","","","","881","","2.4","","","18810010"
"21","","","vo_fpc_88101","","881","","vo_fpc","0","","18810011"
"23","","","se_fpc_water_random","","882","","se_10053800","","","18820001"
"1","23","cmn_boat_relax_l","108011","-180","882","1.75","1","-850","0","18820002"
"1","23","cmn_boat_cat","107911","-180","882","1.75","1","-1200","0","18820003"
"5","22","cmn_boat_idle_blue","1","-180","882","1.75","2","-850","0","18820004"
"5","22","cmn_boat_idle_l","2","-180","882","1.75","2","-1200","0","18820005"
"31","-850","","1","1","882","1","116","-180","","18820006"
"31","-1200","","2","1","882","1","116","-180","","18820007"
"2","-180","","1750","","882","","108011","13.5","","18820008"
"2","-180","","1400","","882","","107911","13.5","","18820009"
"2","-180","","1750","","882","","1","13.5","","18820010"
"2","-180","","1400","","882","","2","13.5","","18820011"
"33","-180","","1750","","882","","1","13.5","","18820012"
"33","-180","","1400","","882","","2","13.5","","18820013"
"93","","","","","882","","1","","","18820014"
"21","","","vo_fpc_88201","","882","","vo_fpc","0","","18820015"
"23","","","se_fpc_water_random","","883","","se_10053800","","","18830001"
"1","12","10_cmn_dogscratch","110411","-125","883","1.75","1","-850","0","18830002"
"1","32","10_cmn_dogscratch","110511","-250","883","1.75","1","-1100","0","18830003"
"1","12","10_cmn_dogscratch","115711","-125","883","1.75","1","-1350","0","18830004"
"1","32","10_cmn_dogscratch","122411","-250","883","1.75","1","-1600","0","18830005"
"31","-850","","1","1","883","1","117","-125","","18830006"
"31","-1100","","2","1","883","1","117","-250","","18830007"
"31","-1350","","3","1","883","1","117","-125","","18830008"
"31","-1600","","4","1","883","1","117","-250","","18830009"
"2","-125","","1750","","883","","110411","10","","18830010"
"2","-250","","1500","","883","","110511","10","","18830011"
"2","-125","","1250","","883","","115711","10","","18830012"
"2","-250","","1000","","883","","122411","10","","18830013"
"33","-125","","1750","","883","","1","10","","18830014"
"33","-250","","1500","","883","","2","10","","18830015"
"33","-125","","1250","","883","","3","10","","18830016"
"33","-250","","1000","","883","","4","10","","18830017"
"23","","","se_fpc_water_random","","884","","se_10053800","","","18840001"
"1","22","cmn_float","107511","-180","884","1.75","1","-1100","1","18840002"
"1","12","cmn_float","126611","-125","884","1.75","1","-1350","0","18840003"
"31","-1070","","2","1","884","1","6","-180","","18840004"
"31","-1350","","3","1","884","1","6","-125","","18840005"
"2","-180","","1500","","884","","107511","13.5","","18840006"
"2","-125","","1250","","884","","126611","13.5","","18840007"
"33","-180","","1530","","884","","2","13.5","","18840008"
"33","-125","","1250","","884","","3","13.5","","18840009"
"93","","","","","884","","2.2","","","18840010"
"21","","","vo_fpc_88401","","884","","vo_fpc","0","","18840011"
"23","","","se_fpc_water_random","","885","","se_10053800","","","18850001"
"1","22","cmn_float","107611","-180","885","1.75","1","-1100","1","18850002"
"1","12","cmn_float","107711","-125","885","1.75","1","-1350","0","18850003"
"31","-1070","","2","1","885","1","6","-180","","18850004"
"31","-1350","","3","1","885","1","6","-125","","18850005"
"2","-180","","1500","","885","","107611","13.5","","18850006"
"2","-125","","1250","","885","","107711","13.5","","18850007"
"33","-180","","1530","","885","","2","13.5","","18850008"
"33","-125","","1250","","885","","3","13.5","","18850009"
"93","","","","","885","","2.6","","","18850010"
"21","","","vo_fpc_88501","","885","","vo_fpc","0","","18850011"
"23","","","se_fpc_water_random","","886","","se_10053800","","","18860001"
"1","23","cmn_boat_relax_l","113111","-180","886","1.75","1","-850","0","18860002"
"1","23","cmn_boat_relax","122511","-180","886","1.75","1","-1200","0","18860003"
"5","22","cmn_boat_idle_blue","1","-180","886","1.75","2","-850","0","18860004"
"5","22","cmn_boat_idle_l","2","-180","886","1.75","2","-1200","0","18860005"
"31","-850","","1","1","886","1","116","-180","","18860006"
"31","-1200","","2","1","886","1","116","-180","","18860007"
"2","-180","","1750","","886","","113111","13.5","","18860008"
"2","-180","","1400","","886","","122511","13.5","","18860009"
"2","-180","","1750","","886","","1","13.5","","18860010"
"2","-180","","1400","","886","","2","13.5","","18860011"
"33","-180","","1750","","886","","1","13.5","","18860012"
"33","-180","","1400","","886","","2","13.5","","18860013"
"93","","","","","886","","2.6","","","18860014"
"21","","","vo_fpc_88601","","886","","vo_fpc","0","","18860015"
"23","","","se_fpc_water_random","","887","","se_10053800","","","18870001"
"1","22","cmn_float","107711","-180","887","1.75","1","-1100","1","18870002"
"1","12","cmn_float","122711","-125","887","1.75","1","-1350","0","18870003"
"31","-1070","","2","1","887","1","6","-180","","18870004"
"31","-1350","","3","1","887","1","6","-125","","18870005"
"2","-180","","1500","","887","","107711","13.5","","18870006"
"2","-125","","1250","","887","","122711","13.5","","18870007"
"33","-180","","1530","","887","","2","13.5","","18870008"
"33","-125","","1250","","887","","3","13.5","","18870009"
"93","","","","","887","","2.5","","","18870010"
"21","","","vo_fpc_88701","","887","","vo_fpc","0","","18870011"
"23","","","se_fpc_water_random","","889","","se_10053800","","","18890001"
"1","12","09_misogi_run","122811","-15","889","1.49","1","750","1","18890002"
"2","-15","","-750","","889","","122811","5.65","0","18890003"
"93","","","","","889","","0.5","","","18890004"
"21","","","vo_fpc_88901","","889","","vo_fpc","0","","18890005"
"23","","","se_fpc_water_random","","890","","se_10053800","","","18900001"
"1","12","09_misogi_run","107911","-15","890","1.49","1","750","1","18900002"
"2","-15","","-750","","890","","107911","5.65","0","18900003"
"93","","","","","890","","0.6","","","18900004"
"21","","","vo_fpc_89001","","890","","vo_fpc","0","","18900005"
"23","","","se_fpc_water_random","","891","","se_10053800","","","18910001"
"1","22","04_misogi_flutterKick_loop","122411","-180","891","1.75","1","1000","1","18910002"
"31","1000","","12","1","891","1","12","-180","","18910003"
