3c814dfc8bfc30a25ef93a9b704d21d749b7dc1394c8122533cceb47a1cab5c6,9265ae48d25ccf63ca772eea967ab2c21e1222274797104b4827cccbffb85842,ae693823e10bf0a790e4795103a3296c3084625d3eda5e6ed106e98e0e570927,c2b952a4fe26c9f13a5af7e31d75af47aa9a4b7acdd2d5d540db0c6e3f21ad3f,fe566203a3ce0719a39f9bd5fed2aeec8c8ac8eb2c18e2b3d3b0b3c88094a4ea,5fef879c179a9718f6e8d3e1610431ebd04448c18dd8ca1316584e0bf64b0f61,eebc4f223e447fe797b918f1a005341bd0802349721a4e3ee47064319fb1baab,25a5b2d0022070b594a6e8490ca399829b5f4d7893ff8bbc1fe0cadbac82b8bf,06a5d5c1c13f036df39e9621914c4ebe94e461dc1e0570d44842c8ff7af18b09,c66c6f3aabfe1c466c0c5abe49bb2d636344f9e34c20f7e9be40b2705ca2dd22,53208276a3c32da3e8cd9cbe85ab679350c8f42e065367d18cb76cd92e0edd4f
"6214028","","611","32","","","","","6214","0",""
"6214029","","604","32","","","","","6214","0",""
"6214030","","701","32","","","","","6214","1",""
"6214031","0.01","905","33","","","","0","6214","0",""
"6214032","wac_birthday_wish_05","106731","3","0.2","1","0.2","0","6214","wac_birthday_blowout_01",""
"6214033","0.01","106731","2","","","","-330","6214","-200",""
"6214034","","106611","3","0.2","","","1","6214","wac_birthday_idle_doya",""
"6214035","0.01","106611","2","","","","-320","6214","180",""
"6214036","","106511","3","0.2","","","1","6214","wac_birthday_idle_normal",""
"6214037","0.01","106511","2","","","","-340","6214","320",""
"6214038","","0","93","","","","","6214","",""
"6214039","","800","32","","","","","6214","1",""
"6214040","","0.7","93","","","","","6214","",""
"6214041","","702","32","","","","","6214","1",""
"6214042","","0.5","93","","","","","6214","",""
"6214043","","se_common","23","","","","0","6214","se_sys_login_birthday_blow_candle",""
"6214044","","701","32","","","","","6214","0",""
"6214045","","0.4","93","","","","","6214","",""
"6214046","","se_common","23","","","","0","6214","se_sys_login_birthday_cracker",""
"6214047","","700","32","","","","","6214","1",""
"6214048","","se_common","23","","","","0","6214","se_sys_login_birthday_calendar_applause",""
"6214049","wac_birthday_idle_doya","106611","3","0.2","1","0.2","0","6214","wac_birthday_clap",""
"6214050","","0.1","93","","","","","6214","",""
"6214051","wac_birthday_idle_normal","106511","3","0.2","1","0.2","0","6214","wac_birthday_clap",""
"6214052","","2","93","","","","","6214","",""
"6214053","","1","131","","","","","6214","",""
"6214054","0","vo_wac_06214","21","","","","0","6214","vo_wac_06214_000",""
"6214055","1","106731","11","0","1","0","10","6214","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","0.5"
"6214056","","0","91","","","","","6214","",""
"6214057","","106731","3","0.2","","","1","6214","wac_birthday_idle_wish",""
"6214058","","106611","3","0.2","","","1","6214","wac_birthday_talk_anger",""
"6214059","0","vo_wac_06214","21","","","","0","6214","vo_wac_06214_001",""
"6214060","1","106611","11","0","1","0","10","6214","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","0.5"
"6214061","","0","91","","","","","6214","",""
"6214062","","106611","3","0.2","","","1","6214","wac_birthday_idle_normal",""
"6214063","","106731","3","0.2","","","1","6214","wac_birthday_talk_wish",""
"6214064","0","vo_wac_06214","21","","","","0","6214","vo_wac_06214_002",""
"6214065","1","106731","11","0","1","0","10","6214","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","0.5"
"6214066","","0","91","","","","","6214","",""
"6214067","","106731","3","0.2","","","1","6214","wac_birthday_talk_smile",""
"6214068","0","vo_wac_06214","21","","","","0","6214","vo_wac_06214_003",""
"6214069","1","106731","11","0","1","0","10","6214","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","0.5"
"6214070","","0","91","","","","","6214","",""
"6214071","","0","22","","","","","6214","",""
"8014001","","bgm_M321","25","","","","","8014","bgm_M321_2C",""
"8014002","-1000","1","1","2","-70","0","250","8014","104411","wac_birthday_idle_normal"
"8014003","170","1","1","2","-260","1","256","8014","103111","wac_birthday_shinobu_idle_wish"
"8014004","270","1","1","2","-310","1","259","8014","100711","wac_birthday_idle_smile"
"8014005","400","1","1","2","-270","1","257","8014","102211","wac_birthday_idle_normal"
"8014006","500","1","1","2","-310","1","258","8014","100611","wac_birthday_idle_smile"
"8014007","","104411","13","","","","","8014","300",""
"8014008","","103111","13","","","","","8014","300",""
"8014009","0","600","31","1","1","","0","8014","600",""
"8014010","0","602","31","0","1","","0","8014","602",""
"8014011","0","603","31","0","1","","0","8014","603",""
"8014012","60","604","31","1","1","","30","8014","604",""
"8014013","0","610","31","1","1","","0","8014","610",""
"8014014","0","700","31","0","1","","0","8014","700",""
"8014015","0","701","31","0","1","","0","8014","701",""
"8014016","0","702","31","0","1","","0","8014","702",""
"8014017","0","800","31","0","1","","0","8014","800",""
"8014018","60","906","31","1","1","","30","8014","906",""
"8014019","","1","93","","","","","8014","",""
"8014020","wac_birthday_reaction_03","100711","3","0.2","1","0.2","0","8014","wac_birthday_reaction_05",""
"8014021","wac_birthday_shinobu_reaction_01","103111","3","0.2","1","0.2","0","8014","wac_birthday_shinobu_reaction_04",""
"8014022","","0.1","93","","","","","8014","",""
"8014023","wac_birthday_reaction_04","102211","3","0.2","1","0.2","0","8014","wac_birthday_reaction_01",""
"8014024","wac_birthday_reaction_03","100611","3","0.2","1","0.2","0","8014","wac_birthday_reaction_05",""
"8014025","","0.3","93","","","","","8014","",""
"8014026","","104411","3","0.2","","","1","8014","wac_birthday_run_01",""
"8014027","3","104411","2","","","","-70","8014","0",""
"8014028","","2.5","93","","","","","8014","",""
"8014029","","602","32","","","","","8014","1",""
"8014030","","0.6","93","","","","","8014","",""
"8014031","","600","32","","","","","8014","0",""
"8014032","","610","32","","","","","8014","0",""
"8014033","","604","32","","","","","8014","0",""
"8014034","","701","32","","","","","8014","1",""
"8014035","0.01","906","33","","","","0","8014","0",""
"8014036","wac_birthday_wish_02","104411","3","0.2","1","0.2","0","8014","wac_birthday_blowout_01",""
"8014037","0.01","104411","2","","","","-330","8014","-200",""
"8014038","","103111","3","0.2","","","1","8014","wac_birthday_shinobu_idle_wish",""
"8014039","0.01","103111","2","","","","-320","8014","150",""
"8014040","","100711","3","0.2","","","1","8014","wac_birthday_idle_smile",""
"8014041","0.01","100711","2","","","","-360","8014","265",""
"8014042","","102211","3","0.2","","","1","8014","wac_birthday_idle_normal",""
"8014043","0.01","102211","2","","","","-320","8014","400",""
"8014044","","100611","3","0.2","","","1","8014","wac_birthday_idle_smile",""
"8014045","0.01","100611","2","","","","-340","8014","500",""
"8014046","","0","93","","","","","8014","",""
"8014047","","800","32","","","","","8014","1",""
"8014048","","0.7","93","","","","","8014","",""
"8014049","","702","32","","","","","8014","1",""
"8014050","","0.5","93","","","","","8014","",""
"8014051","","se_common","23","","","","0","8014","se_sys_login_birthday_blow_candle",""
"8014052","","701","32","","","","","8014","0",""
"8014053","","0.4","93","","","","","8014","",""
"8014054","","se_common","23","","","","0","8014","se_sys_login_birthday_cracker",""
"8014055","","700","32","","","","","8014","1",""
"8014056","","se_common","23","","","","0","8014","se_sys_login_birthday_calendar_applause",""
"8014057","wac_birthday_shinobu_idle_wish","103111","3","0.2","1","0.2","0","8014","wac_birthday_shinobu_clap_to_wish",""
"8014058","wac_birthday_idle_normal","102211","3","0.2","1","0.2","0","8014","wac_birthday_clap",""
"8014059","","0.1","93","","","","","8014","",""
"8014060","wac_birthday_idle_smile","100711","3","0.2","1","0.2","0","8014","wac_birthday_clap",""
"8014061","","0.1","93","","","","","8014","",""
"8014062","wac_birthday_idle_smile","100611","3","0.2","1","0.2","0","8014","wac_birthday_clap",""
"8014063","","2","93","","","","","8014","",""
"8014064","","1","131","","","","","8014","",""
"8014065","0","vo_wac_08014","21","","","","0","8014","vo_wac_08014_000",""
"8014066","1","104411","11","0","1","0","10","8014","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","0.5"
"8014067","","0","91","","","","","8014","",""
"8014068","","104411","3","0.2","","","1","8014","wac_birthday_idle_normal",""
"8014069","","103111","3","0.2","","","1","8014","wac_birthday_shinobu_talk_wish",""
"8014070","0","vo_wac_08014","21","","","","0","8014","vo_wac_08014_002",""
"8014071","1","103111","11","0","1","0","10","8014","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","0.5"
"8014072","","0","91","","","","","8014","",""
"8014073","","103111","3","0.2","","","1","8014","wac_birthday_shinobu_idle_wish",""
"8014074","","104411","3","0.2","","","1","8014","wac_birthday_talk_doya",""
"8014075","0","vo_wac_08014","21","","","","0","8014","vo_wac_08014_003",""
"8014076","1","104411","11","0","1","0","10","8014","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","0.5"
"8014077","","0","91","","","","","8014","",""
"8014078","","104411","3","0.2","","","1","8014","wac_birthday_talk_smile",""
"8014079","0","vo_wac_08014","21","","","","0","8014","vo_wac_08014_004",""
"8014080","1","104411","11","0","1","0","10","8014","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","0.5"
"8014081","","0","91","","","","","8014","",""
"8014082","","0","22","","","","","8014","",""
"8514001","","bgm_M321","25","","","","","8514","bgm_M321_2C",""
"8514002","-1000","1","1","2","-70","0","250","8514","102311","wac_birthday_idle_normal"
"8514003","200","1","1","2","-270","1","256","8514","102111","wac_birthday_idle_wish"
"8514004","310","1","1","2","-310","1","258","8514","102811","wac_birthday_idle_normal"
"8514005","445","1","1","2","-290","1","257","8514","102511","wac_birthday_idle_smile"
"8514006","","102311","13","","","","","8514","300",""
"8514007","","102111","13","","","","","8514","300",""
"8514008","0","600","31","1","1","","0","8514","600",""
"8514009","0","602","31","0","1","","0","8514","602",""
"8514010","0","603","31","0","1","","0","8514","603",""
"8514011","60","604","31","1","1","","30","8514","604",""
"8514012","0","610","31","1","1","","0","8514","610",""
"8514013","0","700","31","0","1","","0","8514","700",""
"8514014","0","701","31","0","1","","0","8514","701",""
"8514015","0","702","31","0","1","","0","8514","702",""
"8514016","0","800","31","0","1","","0","8514","800",""
"8514017","60","907","31","1","1","","30","8514","907",""
"8514018","","1","93","","","","","8514","",""
"8514019","wac_birthday_reaction_03","102111","3","0.2","1","0.2","0","8514","wac_birthday_reaction_01",""
"8514020","","0.1","93","","","","","8514","",""
"8514021","wac_birthday_reaction_04","102811","3","0.2","1","0.2","0","8514","wac_birthday_reaction_01",""
"8514022","wac_birthday_reaction_03","102511","3","0.2","1","0.2","0","8514","wac_birthday_reaction_05",""
"8514023","","0.3","93","","","","","8514","",""
"8514024","","102311","3","0.2","","","1","8514","wac_birthday_run_01",""
"8514025","3","102311","2","","","","-70","8514","0",""
"8514026","","2.5","93","","","","","8514","",""
"8514027","","602","32","","","","","8514","1",""
"8514028","","0.6","93","","","","","8514","",""
"8514029","","600","32","","","","","8514","0",""
"8514030","","610","32","","","","","8514","0",""
"8514031","","604","32","","","","","8514","0",""
"8514032","","701","32","","","","","8514","1",""
"8514033","0.01","907","33","","","","0","8514","0",""
"8514034","wac_birthday_wish_02","102311","3","0.2","1","0.2","0","8514","wac_birthday_blowout_01",""
"8514035","0.01","102311","2","","","","-330","8514","-200",""
"8514036","","102111","3","0.2","","","1","8514","wac_birthday_idle_wish",""
"8514037","0.01","102111","2","","","","-320","8514","180",""
"8514038","","102811","3","0.2","","","1","8514","wac_birthday_idle_normal",""
"8514039","0.01","102811","2","","","","-360","8514","290",""
"8514040","","102511","3","0.2","","","1","8514","wac_birthday_idle_smile",""
"8514041","0.01","102511","2","","","","-340","8514","425",""
"8514042","","0","93","","","","","8514","",""
"8514043","","800","32","","","","","8514","1",""
"8514044","","0.7","93","","","","","8514","",""
"8514045","","702","32","","","","","8514","1",""
"8514046","","0.5","93","","","","","8514","",""
"8514047","","se_common","23","","","","0","8514","se_sys_login_birthday_blow_candle",""
"8514048","","701","32","","","","","8514","0",""
"8514049","","0.4","93","","","","","8514","",""
"8514050","","se_common","23","","","","0","8514","se_sys_login_birthday_cracker",""
"8514051","","700","32","","","","","8514","1",""
"8514052","","se_common","23","","","","0","8514","se_sys_login_birthday_calendar_applause",""
"8514053","wac_birthday_idle_wish","102111","3","0.2","1","0.2","0","8514","wac_birthday_clap_to_wish",""
"8514054","","0.1","93","","","","","8514","",""
"8514055","wac_birthday_idle_normal","102811","3","0.2","1","0.2","0","8514","wac_birthday_clap",""
"8514056","","0.1","93","","","","","8514","",""
"8514057","wac_birthday_idle_smile","102511","3","0.2","1","0.2","0","8514","wac_birthday_clap",""
"8514058","","2","93","","","","","8514","",""
"8514059","","1","131","","","","","8514","",""
"8514060","0","vo_wac_08514","21","","","","0","8514","vo_wac_08514_000",""
"8514061","1","102311","11","0","1","0","10","8514","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","0.5"
"8514062","","0","91","","","","","8514","",""
"8514063","","102311","3","0.2","","","1","8514","wac_birthday_idle_smile",""
"8514064","","102111","3","0.2","","","1","8514","wac_birthday_talk_smile",""
"8514065","0","vo_wac_08514","21","","","","0","8514","vo_wac_08514_001",""
"8514066","1","102111","11","0","1","0","10","8514","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","0.5"
"8514067","","0","91","","","","","8514","",""
"8514068","","102111","3","0.2","","","1","8514","wac_birthday_idle_smile",""
"8514069","","102311","3","0.2","","","1","8514","wac_birthday_talk_wish",""
"8514070","0","vo_wac_08514","21","","","","0","8514","vo_wac_08514_002",""
"8514071","1","102311","11","0","1","0","10","8514","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","0.5"
"8514072","","0","91","","","","","8514","",""
"8514073","","102311","3","0.2","","","1","8514","wac_birthday_talk_smile",""
"8514074","0","vo_wac_08514","21","","","","0","8514","vo_wac_08514_003",""
"8514075","1","102311","11","0","1","0","10","8514","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","0.5"
"8514076","","0","91","","","","","8514","",""
"8514077","","0","22","","","","","8514","",""
"8614001","","bgm_M321","25","","","","","8614","bgm_M321_2C",""
"8614002","-1000","1","1","2","-70","0","250","8614","105911","wac_birthday_idle_normal"
