157a5cf40749da94f6402d12a8be067ef4387e88d4047897123d368b4245c885,fead988cee6ec46c473a53c57bbf2ebfcf13398603ef1c1631b90807d98ee399,0366a6e8d969091e8b222623e91148850b54862787f3412843fa0ac416b3d4ff,04961cbd84921021542d3f01c5ae204772ec8fc4536a5d18abb548367c52faa3,a88b757babae7a94cef780470f7c983858e04d582353995b114f66db5cf955de,706cb54e58e6f9e077379975c398ec0e60538536f01974603e4d528c5f5ff4cd,c1c13090fe343019d70090f5b2466fbae8c0bde510e8943ac35792b87f7ba92d,2168263679f9492bcbfa7ec9aaf8cf5d4ad088a12002d349593e0d58d5183ddd,ee4c2d693d4c29eba39db30344306dde7d48eb421840c18b1a9bca155582bf0c,31477f9f0bf1e14fa652ea737e7bbcae9905933d0fd2b3d03cf50e86bae32076,3ee53925ff342fe83ae2b91acb2527b98a7adf5e2c742be3c5acd220e0154c1c
"","0","","","905","6214","33","","0.01","0","6214031"
"","0","1","0.2","106731","6214","3","0.2","wac_birthday_wish_05","wac_birthday_blowout_01","6214032"
"","-330","","","106731","6214","2","","0.01","-200","6214033"
"","1","","0.2","106611","6214","3","","","wac_birthday_idle_doya","6214034"
"","-320","","","106611","6214","2","","0.01","180","6214035"
"","1","","0.2","106511","6214","3","","","wac_birthday_idle_normal","6214036"
"","-340","","","106511","6214","2","","0.01","320","6214037"
"","","","","0","6214","93","","","","6214038"
"","","","","800","6214","32","","","1","6214039"
"","","","","0.7","6214","93","","","","6214040"
"","","","","702","6214","32","","","1","6214041"
"","","","","0.5","6214","93","","","","6214042"
"","0","","","se_common","6214","23","","","se_sys_login_birthday_blow_candle","6214043"
"","","","","701","6214","32","","","0","6214044"
"","","","","0.4","6214","93","","","","6214045"
"","0","","","se_common","6214","23","","","se_sys_login_birthday_cracker","6214046"
"","","","","700","6214","32","","","1","6214047"
"","0","","","se_common","6214","23","","","se_sys_login_birthday_calendar_applause","6214048"
"","0","1","0.2","106611","6214","3","0.2","wac_birthday_idle_doya","wac_birthday_clap","6214049"
"","","","","0.1","6214","93","","","","6214050"
"","0","1","0.2","106511","6214","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","6214051"
"","","","","2","6214","93","","","","6214052"
"","","","","1","6214","131","","","","6214053"
"","0","","","vo_wac_06214","6214","21","","0","vo_wac_06214_000","6214054"
"0.5","10","1","0","106731","6214","11","0","1","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","6214055"
"","","","","0","6214","91","","","","6214056"
"","1","","0.2","106731","6214","3","","","wac_birthday_idle_wish","6214057"
"","1","","0.2","106611","6214","3","","","wac_birthday_talk_anger","6214058"
"","0","","","vo_wac_06214","6214","21","","0","vo_wac_06214_001","6214059"
"0.5","10","1","0","106611","6214","11","0","1","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","6214060"
"","","","","0","6214","91","","","","6214061"
"","1","","0.2","106611","6214","3","","","wac_birthday_idle_normal","6214062"
"","1","","0.2","106731","6214","3","","","wac_birthday_talk_wish","6214063"
"","0","","","vo_wac_06214","6214","21","","0","vo_wac_06214_002","6214064"
"0.5","10","1","0","106731","6214","11","0","1","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","6214065"
"","","","","0","6214","91","","","","6214066"
"","1","","0.2","106731","6214","3","","","wac_birthday_talk_smile","6214067"
"","0","","","vo_wac_06214","6214","21","","0","vo_wac_06214_003","6214068"
"0.5","10","1","0","106731","6214","11","0","1","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","6214069"
"","","","","0","6214","91","","","","6214070"
"","","","","0","6214","22","","","","6214071"
"","","","","bgm_M321","8014","25","","","bgm_M321_2C","8014001"
"wac_birthday_idle_normal","250","-70","2","1","8014","1","0","-1000","104411","8014002"
"wac_birthday_shinobu_idle_wish","256","-260","2","1","8014","1","1","170","103111","8014003"
"wac_birthday_idle_smile","259","-310","2","1","8014","1","1","270","100711","8014004"
"wac_birthday_idle_normal","257","-270","2","1","8014","1","1","400","102211","8014005"
"wac_birthday_idle_smile","258","-310","2","1","8014","1","1","500","100611","8014006"
"","","","","104411","8014","13","","","300","8014007"
"","","","","103111","8014","13","","","300","8014008"
"","0","1","1","600","8014","31","","0","600","8014009"
"","0","1","0","602","8014","31","","0","602","8014010"
"","0","1","0","603","8014","31","","0","603","8014011"
"","30","1","1","604","8014","31","","60","604","8014012"
"","0","1","1","610","8014","31","","0","610","8014013"
"","0","1","0","700","8014","31","","0","700","8014014"
"","0","1","0","701","8014","31","","0","701","8014015"
"","0","1","0","702","8014","31","","0","702","8014016"
"","0","1","0","800","8014","31","","0","800","8014017"
"","30","1","1","906","8014","31","","60","906","8014018"
"","","","","1","8014","93","","","","8014019"
"","0","1","0.2","100711","8014","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_05","8014020"
"","0","1","0.2","103111","8014","3","0.2","wac_birthday_shinobu_reaction_01","wac_birthday_shinobu_reaction_04","8014021"
"","","","","0.1","8014","93","","","","8014022"
"","0","1","0.2","102211","8014","3","0.2","wac_birthday_reaction_04","wac_birthday_reaction_01","8014023"
"","0","1","0.2","100611","8014","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_05","8014024"
"","","","","0.3","8014","93","","","","8014025"
"","1","","0.2","104411","8014","3","","","wac_birthday_run_01","8014026"
"","-70","","","104411","8014","2","","3","0","8014027"
"","","","","2.5","8014","93","","","","8014028"
"","","","","602","8014","32","","","1","8014029"
"","","","","0.6","8014","93","","","","8014030"
"","","","","600","8014","32","","","0","8014031"
"","","","","610","8014","32","","","0","8014032"
"","","","","604","8014","32","","","0","8014033"
"","","","","701","8014","32","","","1","8014034"
"","0","","","906","8014","33","","0.01","0","8014035"
"","0","1","0.2","104411","8014","3","0.2","wac_birthday_wish_02","wac_birthday_blowout_01","8014036"
"","-330","","","104411","8014","2","","0.01","-200","8014037"
"","1","","0.2","103111","8014","3","","","wac_birthday_shinobu_idle_wish","8014038"
"","-320","","","103111","8014","2","","0.01","150","8014039"
"","1","","0.2","100711","8014","3","","","wac_birthday_idle_smile","8014040"
"","-360","","","100711","8014","2","","0.01","265","8014041"
"","1","","0.2","102211","8014","3","","","wac_birthday_idle_normal","8014042"
"","-320","","","102211","8014","2","","0.01","400","8014043"
"","1","","0.2","100611","8014","3","","","wac_birthday_idle_smile","8014044"
"","-340","","","100611","8014","2","","0.01","500","8014045"
"","","","","0","8014","93","","","","8014046"
"","","","","800","8014","32","","","1","8014047"
"","","","","0.7","8014","93","","","","8014048"
"","","","","702","8014","32","","","1","8014049"
"","","","","0.5","8014","93","","","","8014050"
"","0","","","se_common","8014","23","","","se_sys_login_birthday_blow_candle","8014051"
"","","","","701","8014","32","","","0","8014052"
"","","","","0.4","8014","93","","","","8014053"
"","0","","","se_common","8014","23","","","se_sys_login_birthday_cracker","8014054"
"","","","","700","8014","32","","","1","8014055"
"","0","","","se_common","8014","23","","","se_sys_login_birthday_calendar_applause","8014056"
"","0","1","0.2","103111","8014","3","0.2","wac_birthday_shinobu_idle_wish","wac_birthday_shinobu_clap_to_wish","8014057"
"","0","1","0.2","102211","8014","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","8014058"
"","","","","0.1","8014","93","","","","8014059"
"","0","1","0.2","100711","8014","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","8014060"
"","","","","0.1","8014","93","","","","8014061"
"","0","1","0.2","100611","8014","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","8014062"
"","","","","2","8014","93","","","","8014063"
"","","","","1","8014","131","","","","8014064"
"","0","","","vo_wac_08014","8014","21","","0","vo_wac_08014_000","8014065"
"0.5","10","1","0","104411","8014","11","0","1","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","8014066"
"","","","","0","8014","91","","","","8014067"
"","1","","0.2","104411","8014","3","","","wac_birthday_idle_normal","8014068"
"","1","","0.2","103111","8014","3","","","wac_birthday_shinobu_talk_wish","8014069"
"","0","","","vo_wac_08014","8014","21","","0","vo_wac_08014_002","8014070"
"0.5","10","1","0","103111","8014","11","0","1","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","8014071"
"","","","","0","8014","91","","","","8014072"
"","1","","0.2","103111","8014","3","","","wac_birthday_shinobu_idle_wish","8014073"
"","1","","0.2","104411","8014","3","","","wac_birthday_talk_doya","8014074"
"","0","","","vo_wac_08014","8014","21","","0","vo_wac_08014_003","8014075"
"0.5","10","1","0","104411","8014","11","0","1","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","8014076"
"","","","","0","8014","91","","","","8014077"
"","1","","0.2","104411","8014","3","","","wac_birthday_talk_smile","8014078"
"","0","","","vo_wac_08014","8014","21","","0","vo_wac_08014_004","8014079"
"0.5","10","1","0","104411","8014","11","0","1","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","8014080"
"","","","","0","8014","91","","","","8014081"
"","","","","0","8014","22","","","","8014082"
"","","","","bgm_M321","8514","25","","","bgm_M321_2C","8514001"
"wac_birthday_idle_normal","250","-70","2","1","8514","1","0","-1000","102311","8514002"
"wac_birthday_idle_wish","256","-270","2","1","8514","1","1","200","102111","8514003"
"wac_birthday_idle_normal","258","-310","2","1","8514","1","1","310","102811","8514004"
"wac_birthday_idle_smile","257","-290","2","1","8514","1","1","445","102511","8514005"
"","","","","102311","8514","13","","","300","8514006"
"","","","","102111","8514","13","","","300","8514007"
"","0","1","1","600","8514","31","","0","600","8514008"
"","0","1","0","602","8514","31","","0","602","8514009"
"","0","1","0","603","8514","31","","0","603","8514010"
"","30","1","1","604","8514","31","","60","604","8514011"
"","0","1","1","610","8514","31","","0","610","8514012"
"","0","1","0","700","8514","31","","0","700","8514013"
"","0","1","0","701","8514","31","","0","701","8514014"
"","0","1","0","702","8514","31","","0","702","8514015"
"","0","1","0","800","8514","31","","0","800","8514016"
"","30","1","1","907","8514","31","","60","907","8514017"
"","","","","1","8514","93","","","","8514018"
"","0","1","0.2","102111","8514","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_01","8514019"
"","","","","0.1","8514","93","","","","8514020"
"","0","1","0.2","102811","8514","3","0.2","wac_birthday_reaction_04","wac_birthday_reaction_01","8514021"
"","0","1","0.2","102511","8514","3","0.2","wac_birthday_reaction_03","wac_birthday_reaction_05","8514022"
"","","","","0.3","8514","93","","","","8514023"
"","1","","0.2","102311","8514","3","","","wac_birthday_run_01","8514024"
"","-70","","","102311","8514","2","","3","0","8514025"
"","","","","2.5","8514","93","","","","8514026"
"","","","","602","8514","32","","","1","8514027"
"","","","","0.6","8514","93","","","","8514028"
"","","","","600","8514","32","","","0","8514029"
"","","","","610","8514","32","","","0","8514030"
"","","","","604","8514","32","","","0","8514031"
"","","","","701","8514","32","","","1","8514032"
"","0","","","907","8514","33","","0.01","0","8514033"
"","0","1","0.2","102311","8514","3","0.2","wac_birthday_wish_02","wac_birthday_blowout_01","8514034"
"","-330","","","102311","8514","2","","0.01","-200","8514035"
"","1","","0.2","102111","8514","3","","","wac_birthday_idle_wish","8514036"
"","-320","","","102111","8514","2","","0.01","180","8514037"
"","1","","0.2","102811","8514","3","","","wac_birthday_idle_normal","8514038"
"","-360","","","102811","8514","2","","0.01","290","8514039"
"","1","","0.2","102511","8514","3","","","wac_birthday_idle_smile","8514040"
"","-340","","","102511","8514","2","","0.01","425","8514041"
"","","","","0","8514","93","","","","8514042"
"","","","","800","8514","32","","","1","8514043"
"","","","","0.7","8514","93","","","","8514044"
"","","","","702","8514","32","","","1","8514045"
"","","","","0.5","8514","93","","","","8514046"
"","0","","","se_common","8514","23","","","se_sys_login_birthday_blow_candle","8514047"
"","","","","701","8514","32","","","0","8514048"
"","","","","0.4","8514","93","","","","8514049"
"","0","","","se_common","8514","23","","","se_sys_login_birthday_cracker","8514050"
"","","","","700","8514","32","","","1","8514051"
"","0","","","se_common","8514","23","","","se_sys_login_birthday_calendar_applause","8514052"
"","0","1","0.2","102111","8514","3","0.2","wac_birthday_idle_wish","wac_birthday_clap_to_wish","8514053"
"","","","","0.1","8514","93","","","","8514054"
"","0","1","0.2","102811","8514","3","0.2","wac_birthday_idle_normal","wac_birthday_clap","8514055"
"","","","","0.1","8514","93","","","","8514056"
"","0","1","0.2","102511","8514","3","0.2","wac_birthday_idle_smile","wac_birthday_clap","8514057"
"","","","","2","8514","93","","","","8514058"
"","","","","1","8514","131","","","","8514059"
"","0","","","vo_wac_08514","8514","21","","0","vo_wac_08514_000","8514060"
"0.5","10","1","0","102311","8514","11","0","1","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","8514061"
"","","","","0","8514","91","","","","8514062"
"","1","","0.2","102311","8514","3","","","wac_birthday_idle_smile","8514063"
"","1","","0.2","102111","8514","3","","","wac_birthday_talk_smile","8514064"
"","0","","","vo_wac_08514","8514","21","","0","vo_wac_08514_001","8514065"
"0.5","10","1","0","102111","8514","11","0","1","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","8514066"
"","","","","0","8514","91","","","","8514067"
"","1","","0.2","102111","8514","3","","","wac_birthday_idle_smile","8514068"
"","1","","0.2","102311","8514","3","","","wac_birthday_talk_wish","8514069"
"","0","","","vo_wac_08514","8514","21","","0","vo_wac_08514_002","8514070"
"0.5","10","1","0","102311","8514","11","0","1","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","8514071"
"","","","","0","8514","91","","","","8514072"
"","1","","0.2","102311","8514","3","","","wac_birthday_talk_smile","8514073"
"","0","","","vo_wac_08514","8514","21","","0","vo_wac_08514_003","8514074"
"0.5","10","1","0","102311","8514","11","0","1","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","8514075"
"","","","","0","8514","91","","","","8514076"
"","","","","0","8514","22","","","","8514077"
"","","","","bgm_M321","8614","25","","","bgm_M321_2C","8614001"
"wac_birthday_idle_normal","250","-70","2","1","8614","1","0","-1000","105911","8614002"
