9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2
"31","","2","-250","","1","1","1","-1100","869","18690007"
"2","","1750","10","","","","110511","-125","869","18690008"
"2","","1500","10","","","","110011","-250","869","18690009"
"2","","1750","10","","","","1","-125","869","18690010"
"2","","1500","10","","","","2","-250","869","18690011"
"33","","1750","10","","","","1","-125","869","18690012"
"33","","1500","10","","","","2","-250","869","18690013"
"23","","se_fpc_water_random","","","","","se_10053800","","870","18700001"
"1","1","110111","-1100","cmn_float","-180","1.75","1","22","870","18700002"
"1","0","117111","-1350","cmn_float","-125","1.75","1","12","870","18700003"
"1","0","127011","-1600","cmn_float","-180","1.75","1","22","870","18700004"
"31","","2","-180","","1","1","6","-1070","870","18700005"
"31","","3","-125","","1","1","6","-1350","870","18700006"
"31","","4","-180","","1","1","6","-1600","870","18700007"
"2","","1500","13.5","","","","110111","-180","870","18700008"
"2","","1250","13.5","","","","117111","-125","870","18700009"
"2","","1000","13.5","","","","127011","-180","870","18700010"
"33","","1530","13.5","","","","2","-180","870","18700011"
"33","","1250","13.5","","","","3","-125","870","18700012"
"33","","1000","13.5","","","","4","-180","870","18700013"
"93","","","","","","","2.7","","870","18700014"
"21","","vo_fpc_87001","0","","","","vo_fpc","","870","18700015"
"23","","se_fpc_water_random","","","","","se_10053800","","871","18710001"
"1","0","122511","-850","cmn_swm_breastStroke","-125","1.75","1","12","871","18710002"
"1","0","117411","-1100","cmn_swm_breastStroke","-250","1.75","1","32","871","18710003"
"31","","1","-125","","1","1","2","-850","871","18710004"
"31","","2","-250","","1","1","2","-1100","871","18710005"
"2","","1750","10","","","","122511","-125","871","18710006"
"2","","1500","10","","","","117411","-250","871","18710007"
"33","","1750","10","","","","1","-125","871","18710008"
"33","","1500","10","","","","2","-250","871","18710009"
"23","","se_fpc_water_random","","","","","se_10053800","","872","18720001"
"1","0","110311","-850","cmn_boat_relax_l","-180","1.75","1","23","872","18720002"
"1","0","126711","-1200","cmn_boat_relax","-180","1.75","1","23","872","18720003"
"5","0","1","-850","cmn_boat_idle_blue","-180","1.75","2","22","872","18720004"
"5","0","2","-1200","cmn_boat_idle_l","-180","1.75","2","22","872","18720005"
"31","","1","-180","","1","1","116","-850","872","18720006"
"31","","2","-180","","1","1","116","-1200","872","18720007"
"2","","1750","13.5","","","","110311","-180","872","18720008"
"2","","1400","13.5","","","","126711","-180","872","18720009"
"2","","1750","13.5","","","","1","-180","872","18720010"
"2","","1400","13.5","","","","2","-180","872","18720011"
"33","","1750","13.5","","","","1","-180","872","18720012"
"33","","1400","13.5","","","","2","-180","872","18720013"
"93","","","","","","","2.7","","872","18720014"
"21","","vo_fpc_87201","0","","","","vo_fpc","","872","18720015"
"23","","se_fpc_water_random","","","","","se_10053800","","873","18730001"
"1","0","110411","-850","cmn_swm_breastStroke","-125","1.75","1","12","873","18730002"
"1","0","115711","-1100","cmn_swm_breastStroke","-250","1.75","1","32","873","18730003"
"31","","1","-125","","1","1","2","-850","873","18730004"
"31","","2","-250","","1","1","2","-1100","873","18730005"
"2","","1750","10","","","","110411","-125","873","18730006"
"2","","1500","10","","","","115711","-250","873","18730007"
"33","","1750","10","","","","1","-125","873","18730008"
"33","","1500","10","","","","2","-250","873","18730009"
"23","","se_fpc_water_random","","","","","se_10053800","","874","18740001"
"1","1","110411","-1100","cmn_float","-180","1.75","1","22","874","18740002"
"1","0","122611","-1350","cmn_float","-125","1.75","1","12","874","18740003"
"31","","2","-180","","1","1","6","-1070","874","18740004"
"31","","3","-125","","1","1","6","-1350","874","18740005"
"2","","1500","13.5","","","","110411","-180","874","18740006"
"2","","1250","13.5","","","","122611","-125","874","18740007"
"33","","1530","13.5","","","","2","-180","874","18740008"
"33","","1250","13.5","","","","3","-125","874","18740009"
"93","","","","","","","2.6","","874","18740010"
"21","","vo_fpc_87401","0","","","","vo_fpc","","874","18740011"
"23","","se_fpc_water_random","","","","","se_10053800","","875","18750001"
"1","0","108011","-850","cmn_swm_diving","-125","1.75","1","12","875","18750002"
"1","0","129411","-1100","cmn_swm_diving","-180","1.75","1","22","875","18750003"
"31","","1","-125","","1","1","9","-850","875","18750004"
"31","","2","-180","","1","1","9","-1100","875","18750005"
"2","","1750","13.5","","","","108011","-125","875","18750006"
"2","","1500","13.5","","","","129411","-180","875","18750007"
"33","","1750","13.5","","","","1","-125","875","18750008"
"33","","1500","13.5","","","","2","-180","875","18750009"
"23","","se_fpc_water_random","","","","","se_10053800","","876","18760001"
"1","1","117111","-1100","cmn_float","-180","1.75","1","22","876","18760002"
"1","0","129311","-1350","cmn_float","-125","1.75","1","12","876","18760003"
"31","","2","-180","","1","1","6","-1070","876","18760004"
"31","","3","-125","","1","1","6","-1350","876","18760005"
"2","","1500","13.5","","","","117111","-180","876","18760006"
"2","","1250","13.5","","","","129311","-125","876","18760007"
"33","","1530","13.5","","","","2","-180","876","18760008"
"33","","1250","13.5","","","","3","-125","876","18760009"
"93","","","","","","","2.8","","876","18760010"
"21","","vo_fpc_87601","0","","","","vo_fpc","","876","18760011"
"23","","se_fpc_water_random","","","","","se_10053800","","877","18770001"
"1","0","117211","-850","cmn_crawl","-125","1.75","1","12","877","18770002"
"1","0","117311","-1100","cmn_crawl","-250","1.75","1","32","877","18770003"
"1","0","117411","-1350","cmn_crawl","-125","1.75","1","12","877","18770004"
"1","0","129511","-1600","cmn_swm_diving","-250","1.75","1","32","877","18770005"
"31","","1","-125","","1","1","7","-850","877","18770006"
"31","","2","-250","","1","1","1","-1100","877","18770007"
"31","","3","-125","","1","1","7","-1350","877","18770008"
"31","","4","-250","","1","1","9","-1600","877","18770009"
"2","","1750","10","","","","117211","-125","877","18770010"
"2","","1500","10","","","","117311","-250","877","18770011"
"2","","1250","10","","","","117411","-125","877","18770012"
"2","","1000","10","","","","129511","-250","877","18770013"
"33","","1750","10","","","","1","-125","877","18770014"
"33","","1500","10","","","","2","-250","877","18770015"
"33","","1250","10","","","","3","-125","877","18770016"
"33","","1000","10","","","","4","-250","877","18770017"
"23","","se_fpc_water_random","","","","","se_10053800","","878","18780001"
"1","0","110611","-850","cmn_swm_tread","-125","1.75","1","13","878","18780002"
"1","0","129511","-1100","cmn_swm_tread","-250","1.75","1","33","878","18780003"
"5","0","1","-850","cmn_swm_tread_pink","-125","1.75","1","12","878","18780004"
"5","0","2","-1100","cmn_swm_tread_blue","-250","1.75","1","32","878","18780005"
"31","","1","-125","","1","1","13","-850","878","18780006"
"31","","2","-250","","1","1","3","-1100","878","18780007"
"2","","1750","13.5","","","","110611","-125","878","18780008"
"2","","1500","13.5","","","","129511","-250","878","18780009"
"2","","1750","13.5","","","","1","-125","878","18780010"
"2","","1500","13.5","","","","2","-250","878","18780011"
"33","","1750","13.5","","","","1","-125","878","18780012"
"33","","1500","13.5","","","","2","-250","878","18780013"
"23","","se_fpc_water_random","","","","","se_10053800","","879","18790001"
"1","1","107611","-1100","cmn_float","-180","1.75","1","22","879","18790002"
"1","0","122611","-1350","cmn_float","-125","1.75","1","12","879","18790003"
"31","","2","-180","","1","1","6","-1070","879","18790004"
"31","","3","-125","","1","1","6","-1350","879","18790005"
"2","","1500","13.5","","","","107611","-180","879","18790006"
"2","","1250","13.5","","","","122611","-125","879","18790007"
"33","","1530","13.5","","","","2","-180","879","18790008"
"33","","1250","13.5","","","","3","-125","879","18790009"
"93","","","","","","","2.6","","879","18790010"
"21","","vo_fpc_87901","0","","","","vo_fpc","","879","18790011"
"23","","se_fpc_water_random","","","","","se_10053800","","880","18800001"
"1","1","110311","-1100","cmn_float","-180","1.75","1","22","880","18800002"
"1","1","129311","-1350","04_misogi_float_loop","-125","1.75","1","12","880","18800003"
"31","","2","-180","","1","1","6","-1070","880","18800004"
"31","","3","-125","","1","1","6","-1350","880","18800005"
"2","","1500","13.5","","","","110311","-180","880","18800006"
"2","","1250","13.5","","","","129311","-125","880","18800007"
"33","","1530","13.5","","","","2","-180","880","18800008"
"33","","1250","13.5","","","","3","-125","880","18800009"
"93","","","","","","","2.5","","880","18800010"
"21","","vo_fpc_88001","0","","","","vo_fpc","","880","18800011"
"23","","se_fpc_water_random","","","","","se_10053800","","881","18810001"
"1","1","113511","-1100","cmn_float","-180","1.75","1","22","881","18810002"
"1","1","129311","-1350","04_misogi_float_loop","-125","1.75","1","12","881","18810003"
"31","","2","-180","","1","1","6","-1070","881","18810004"
"31","","3","-125","","1","1","6","-1350","881","18810005"
"2","","1500","13.5","","","","113511","-180","881","18810006"
"2","","1250","13.5","","","","129311","-125","881","18810007"
"33","","1530","13.5","","","","2","-180","881","18810008"
"33","","1250","13.5","","","","3","-125","881","18810009"
"93","","","","","","","2.4","","881","18810010"
"21","","vo_fpc_88101","0","","","","vo_fpc","","881","18810011"
"23","","se_fpc_water_random","","","","","se_10053800","","882","18820001"
"1","0","108011","-850","cmn_boat_relax_l","-180","1.75","1","23","882","18820002"
"1","0","107911","-1200","cmn_boat_cat","-180","1.75","1","23","882","18820003"
"5","0","1","-850","cmn_boat_idle_blue","-180","1.75","2","22","882","18820004"
"5","0","2","-1200","cmn_boat_idle_l","-180","1.75","2","22","882","18820005"
"31","","1","-180","","1","1","116","-850","882","18820006"
"31","","2","-180","","1","1","116","-1200","882","18820007"
"2","","1750","13.5","","","","108011","-180","882","18820008"
"2","","1400","13.5","","","","107911","-180","882","18820009"
"2","","1750","13.5","","","","1","-180","882","18820010"
"2","","1400","13.5","","","","2","-180","882","18820011"
"33","","1750","13.5","","","","1","-180","882","18820012"
"33","","1400","13.5","","","","2","-180","882","18820013"
"93","","","","","","","1","","882","18820014"
"21","","vo_fpc_88201","0","","","","vo_fpc","","882","18820015"
"23","","se_fpc_water_random","","","","","se_10053800","","883","18830001"
"1","0","110411","-850","10_cmn_dogscratch","-125","1.75","1","12","883","18830002"
"1","0","110511","-1100","10_cmn_dogscratch","-250","1.75","1","32","883","18830003"
"1","0","115711","-1350","10_cmn_dogscratch","-125","1.75","1","12","883","18830004"
"1","0","122411","-1600","10_cmn_dogscratch","-250","1.75","1","32","883","18830005"
"31","","1","-125","","1","1","117","-850","883","18830006"
"31","","2","-250","","1","1","117","-1100","883","18830007"
"31","","3","-125","","1","1","117","-1350","883","18830008"
"31","","4","-250","","1","1","117","-1600","883","18830009"
"2","","1750","10","","","","110411","-125","883","18830010"
"2","","1500","10","","","","110511","-250","883","18830011"
"2","","1250","10","","","","115711","-125","883","18830012"
"2","","1000","10","","","","122411","-250","883","18830013"
"33","","1750","10","","","","1","-125","883","18830014"
"33","","1500","10","","","","2","-250","883","18830015"
"33","","1250","10","","","","3","-125","883","18830016"
"33","","1000","10","","","","4","-250","883","18830017"
"23","","se_fpc_water_random","","","","","se_10053800","","884","18840001"
"1","1","107511","-1100","cmn_float","-180","1.75","1","22","884","18840002"
"1","0","126611","-1350","cmn_float","-125","1.75","1","12","884","18840003"
"31","","2","-180","","1","1","6","-1070","884","18840004"
"31","","3","-125","","1","1","6","-1350","884","18840005"
"2","","1500","13.5","","","","107511","-180","884","18840006"
"2","","1250","13.5","","","","126611","-125","884","18840007"
"33","","1530","13.5","","","","2","-180","884","18840008"
"33","","1250","13.5","","","","3","-125","884","18840009"
"93","","","","","","","2.2","","884","18840010"
"21","","vo_fpc_88401","0","","","","vo_fpc","","884","18840011"
"23","","se_fpc_water_random","","","","","se_10053800","","885","18850001"
"1","1","107611","-1100","cmn_float","-180","1.75","1","22","885","18850002"
"1","0","107711","-1350","cmn_float","-125","1.75","1","12","885","18850003"
"31","","2","-180","","1","1","6","-1070","885","18850004"
"31","","3","-125","","1","1","6","-1350","885","18850005"
"2","","1500","13.5","","","","107611","-180","885","18850006"
"2","","1250","13.5","","","","107711","-125","885","18850007"
"33","","1530","13.5","","","","2","-180","885","18850008"
"33","","1250","13.5","","","","3","-125","885","18850009"
"93","","","","","","","2.6","","885","18850010"
"21","","vo_fpc_88501","0","","","","vo_fpc","","885","18850011"
"23","","se_fpc_water_random","","","","","se_10053800","","886","18860001"
"1","0","113111","-850","cmn_boat_relax_l","-180","1.75","1","23","886","18860002"
"1","0","122511","-1200","cmn_boat_relax","-180","1.75","1","23","886","18860003"
"5","0","1","-850","cmn_boat_idle_blue","-180","1.75","2","22","886","18860004"
"5","0","2","-1200","cmn_boat_idle_l","-180","1.75","2","22","886","18860005"
"31","","1","-180","","1","1","116","-850","886","18860006"
"31","","2","-180","","1","1","116","-1200","886","18860007"
"2","","1750","13.5","","","","113111","-180","886","18860008"
"2","","1400","13.5","","","","122511","-180","886","18860009"
"2","","1750","13.5","","","","1","-180","886","18860010"
"2","","1400","13.5","","","","2","-180","886","18860011"
"33","","1750","13.5","","","","1","-180","886","18860012"
"33","","1400","13.5","","","","2","-180","886","18860013"
"93","","","","","","","2.6","","886","18860014"
"21","","vo_fpc_88601","0","","","","vo_fpc","","886","18860015"
"23","","se_fpc_water_random","","","","","se_10053800","","887","18870001"
"1","1","107711","-1100","cmn_float","-180","1.75","1","22","887","18870002"
"1","0","122711","-1350","cmn_float","-125","1.75","1","12","887","18870003"
"31","","2","-180","","1","1","6","-1070","887","18870004"
"31","","3","-125","","1","1","6","-1350","887","18870005"
"2","","1500","13.5","","","","107711","-180","887","18870006"
"2","","1250","13.5","","","","122711","-125","887","18870007"
"33","","1530","13.5","","","","2","-180","887","18870008"
"33","","1250","13.5","","","","3","-125","887","18870009"
"93","","","","","","","2.5","","887","18870010"
"21","","vo_fpc_88701","0","","","","vo_fpc","","887","18870011"
"23","","se_fpc_water_random","","","","","se_10053800","","889","18890001"
"1","1","122811","750","09_misogi_run","-15","1.49","1","12","889","18890002"
"2","0","-750","5.65","","","","122811","-15","889","18890003"
"93","","","","","","","0.5","","889","18890004"
"21","","vo_fpc_88901","0","","","","vo_fpc","","889","18890005"
"23","","se_fpc_water_random","","","","","se_10053800","","890","18900001"
"1","1","107911","750","09_misogi_run","-15","1.49","1","12","890","18900002"
"2","0","-750","5.65","","","","107911","-15","890","18900003"
"93","","","","","","","0.6","","890","18900004"
"21","","vo_fpc_89001","0","","","","vo_fpc","","890","18900005"
"23","","se_fpc_water_random","","","","","se_10053800","","891","18910001"
"1","1","122411","1000","04_misogi_flutterKick_loop","-180","1.75","1","22","891","18910002"
"31","","12","-180","","1","1","12","1000","891","18910003"
