754d34bc3556b5a09481260a985d0e293b45f81c9a5fa37b2d3e381df95abb08,a92f941cd7e6fb41304ff0d5b86305922f790a3a08164b30ec445518b9310466,4ae02f8393fd82a951c88e2749940bc360a93ec094c485bedaf5c812e687c4cf,bd18c08a56df9622cad1cfb466b854a1bcfd3a7a6be0ffc01fc207e4c1886a3f,dbe7ac9443e36650d6c0402ac8586700373bb03c313dc544b559c48c90bc2ecb,aceb6d61f8404b9b8b101e908efb879ed0b0aa9ca5446e7173f6a67d99885e06,f53ea4732a95232e4ba5c6bdcb42734304d7c20f2fb81af798a35f9086f20de2,8a679b8caa1c0f0aa554611238f0695834f1db6576d2e66bd286b1030232763d,e3e5c305f7338bee00fe222a033c878d413417353aceeedbf4fcfdcba6b7495f,f387f0d7449b434fa6ab063052e0b4e8e25d00c9bd18d3180a2f75de3f793ad0,f0b995c43e5a0a26073b284bfbf3385cc8cde3ae0c57591065fcebf5e1dc3407
"604","","6214","","0","32","","","","","6214029"
"701","","6214","","1","32","","","","","6214030"
"905","0.01","6214","","0","33","","","0","","6214031"
"106731","wac_birthday_wish_05","6214","1","wac_birthday_blowout_01","3","","0.2","0","0.2","6214032"
"106731","0.01","6214","","-200","2","","","-330","","6214033"
"106611","","6214","","wac_birthday_idle_doya","3","","0.2","1","","6214034"
"106611","0.01","6214","","180","2","","","-320","","6214035"
"106511","","6214","","wac_birthday_idle_normal","3","","0.2","1","","6214036"
"106511","0.01","6214","","320","2","","","-340","","6214037"
"0","","6214","","","93","","","","","6214038"
"800","","6214","","1","32","","","","","6214039"
"0.7","","6214","","","93","","","","","6214040"
"702","","6214","","1","32","","","","","6214041"
"0.5","","6214","","","93","","","","","6214042"
"se_common","","6214","","se_sys_login_birthday_blow_candle","23","","","0","","6214043"
"701","","6214","","0","32","","","","","6214044"
"0.4","","6214","","","93","","","","","6214045"
"se_common","","6214","","se_sys_login_birthday_cracker","23","","","0","","6214046"
"700","","6214","","1","32","","","","","6214047"
"se_common","","6214","","se_sys_login_birthday_calendar_applause","23","","","0","","6214048"
"106611","wac_birthday_idle_doya","6214","1","wac_birthday_clap","3","","0.2","0","0.2","6214049"
"0.1","","6214","","","93","","","","","6214050"
"106511","wac_birthday_idle_normal","6214","1","wac_birthday_clap","3","","0.2","0","0.2","6214051"
"2","","6214","","","93","","","","","6214052"
"1","","6214","","","131","","","","","6214053"
"vo_wac_06214","0","6214","","vo_wac_06214_000","21","","","0","","6214054"
"106731","1","6214","1","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","11","0.5","0","10","0","6214055"
"0","","6214","","","91","","","","","6214056"
"106731","","6214","","wac_birthday_idle_wish","3","","0.2","1","","6214057"
"106611","","6214","","wac_birthday_talk_anger","3","","0.2","1","","6214058"
"vo_wac_06214","0","6214","","vo_wac_06214_001","21","","","0","","6214059"
"106611","1","6214","1","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","11","0.5","0","10","0","6214060"
"0","","6214","","","91","","","","","6214061"
"106611","","6214","","wac_birthday_idle_normal","3","","0.2","1","","6214062"
"106731","","6214","","wac_birthday_talk_wish","3","","0.2","1","","6214063"
"vo_wac_06214","0","6214","","vo_wac_06214_002","21","","","0","","6214064"
"106731","1","6214","1","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","11","0.5","0","10","0","6214065"
"0","","6214","","","91","","","","","6214066"
"106731","","6214","","wac_birthday_talk_smile","3","","0.2","1","","6214067"
"vo_wac_06214","0","6214","","vo_wac_06214_003","21","","","0","","6214068"
"106731","1","6214","1","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","11","0.5","0","10","0","6214069"
"0","","6214","","","91","","","","","6214070"
"0","","6214","","","22","","","","","6214071"
"bgm_M321","","8014","","bgm_M321_2C","25","","","","","8014001"
"1","-1000","8014","-70","104411","1","wac_birthday_idle_normal","2","250","0","8014002"
"1","170","8014","-260","103111","1","wac_birthday_shinobu_idle_wish","2","256","1","8014003"
"1","270","8014","-310","100711","1","wac_birthday_idle_smile","2","259","1","8014004"
"1","400","8014","-270","102211","1","wac_birthday_idle_normal","2","257","1","8014005"
"1","500","8014","-310","100611","1","wac_birthday_idle_smile","2","258","1","8014006"
"104411","","8014","","300","13","","","","","8014007"
"103111","","8014","","300","13","","","","","8014008"
"600","0","8014","1","600","31","","1","0","","8014009"
"602","0","8014","1","602","31","","0","0","","8014010"
"603","0","8014","1","603","31","","0","0","","8014011"
"604","60","8014","1","604","31","","1","30","","8014012"
"610","0","8014","1","610","31","","1","0","","8014013"
"700","0","8014","1","700","31","","0","0","","8014014"
"701","0","8014","1","701","31","","0","0","","8014015"
"702","0","8014","1","702","31","","0","0","","8014016"
"800","0","8014","1","800","31","","0","0","","8014017"
"906","60","8014","1","906","31","","1","30","","8014018"
"1","","8014","","","93","","","","","8014019"
"100711","wac_birthday_reaction_03","8014","1","wac_birthday_reaction_05","3","","0.2","0","0.2","8014020"
"103111","wac_birthday_shinobu_reaction_01","8014","1","wac_birthday_shinobu_reaction_04","3","","0.2","0","0.2","8014021"
"0.1","","8014","","","93","","","","","8014022"
"102211","wac_birthday_reaction_04","8014","1","wac_birthday_reaction_01","3","","0.2","0","0.2","8014023"
"100611","wac_birthday_reaction_03","8014","1","wac_birthday_reaction_05","3","","0.2","0","0.2","8014024"
"0.3","","8014","","","93","","","","","8014025"
"104411","","8014","","wac_birthday_run_01","3","","0.2","1","","8014026"
"104411","3","8014","","0","2","","","-70","","8014027"
"2.5","","8014","","","93","","","","","8014028"
"602","","8014","","1","32","","","","","8014029"
"0.6","","8014","","","93","","","","","8014030"
"600","","8014","","0","32","","","","","8014031"
"610","","8014","","0","32","","","","","8014032"
"604","","8014","","0","32","","","","","8014033"
"701","","8014","","1","32","","","","","8014034"
"906","0.01","8014","","0","33","","","0","","8014035"
"104411","wac_birthday_wish_02","8014","1","wac_birthday_blowout_01","3","","0.2","0","0.2","8014036"
"104411","0.01","8014","","-200","2","","","-330","","8014037"
"103111","","8014","","wac_birthday_shinobu_idle_wish","3","","0.2","1","","8014038"
"103111","0.01","8014","","150","2","","","-320","","8014039"
"100711","","8014","","wac_birthday_idle_smile","3","","0.2","1","","8014040"
"100711","0.01","8014","","265","2","","","-360","","8014041"
"102211","","8014","","wac_birthday_idle_normal","3","","0.2","1","","8014042"
"102211","0.01","8014","","400","2","","","-320","","8014043"
"100611","","8014","","wac_birthday_idle_smile","3","","0.2","1","","8014044"
"100611","0.01","8014","","500","2","","","-340","","8014045"
"0","","8014","","","93","","","","","8014046"
"800","","8014","","1","32","","","","","8014047"
"0.7","","8014","","","93","","","","","8014048"
"702","","8014","","1","32","","","","","8014049"
"0.5","","8014","","","93","","","","","8014050"
"se_common","","8014","","se_sys_login_birthday_blow_candle","23","","","0","","8014051"
"701","","8014","","0","32","","","","","8014052"
"0.4","","8014","","","93","","","","","8014053"
"se_common","","8014","","se_sys_login_birthday_cracker","23","","","0","","8014054"
"700","","8014","","1","32","","","","","8014055"
"se_common","","8014","","se_sys_login_birthday_calendar_applause","23","","","0","","8014056"
"103111","wac_birthday_shinobu_idle_wish","8014","1","wac_birthday_shinobu_clap_to_wish","3","","0.2","0","0.2","8014057"
"102211","wac_birthday_idle_normal","8014","1","wac_birthday_clap","3","","0.2","0","0.2","8014058"
"0.1","","8014","","","93","","","","","8014059"
"100711","wac_birthday_idle_smile","8014","1","wac_birthday_clap","3","","0.2","0","0.2","8014060"
"0.1","","8014","","","93","","","","","8014061"
"100611","wac_birthday_idle_smile","8014","1","wac_birthday_clap","3","","0.2","0","0.2","8014062"
"2","","8014","","","93","","","","","8014063"
"1","","8014","","","131","","","","","8014064"
"vo_wac_08014","0","8014","","vo_wac_08014_000","21","","","0","","8014065"
"104411","1","8014","1","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","11","0.5","0","10","0","8014066"
"0","","8014","","","91","","","","","8014067"
"104411","","8014","","wac_birthday_idle_normal","3","","0.2","1","","8014068"
"103111","","8014","","wac_birthday_shinobu_talk_wish","3","","0.2","1","","8014069"
"vo_wac_08014","0","8014","","vo_wac_08014_002","21","","","0","","8014070"
"103111","1","8014","1","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","11","0.5","0","10","0","8014071"
"0","","8014","","","91","","","","","8014072"
"103111","","8014","","wac_birthday_shinobu_idle_wish","3","","0.2","1","","8014073"
"104411","","8014","","wac_birthday_talk_doya","3","","0.2","1","","8014074"
"vo_wac_08014","0","8014","","vo_wac_08014_003","21","","","0","","8014075"
"104411","1","8014","1","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","11","0.5","0","10","0","8014076"
"0","","8014","","","91","","","","","8014077"
"104411","","8014","","wac_birthday_talk_smile","3","","0.2","1","","8014078"
"vo_wac_08014","0","8014","","vo_wac_08014_004","21","","","0","","8014079"
"104411","1","8014","1","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","11","0.5","0","10","0","8014080"
"0","","8014","","","91","","","","","8014081"
"0","","8014","","","22","","","","","8014082"
"bgm_M321","","8514","","bgm_M321_2C","25","","","","","8514001"
"1","-1000","8514","-70","102311","1","wac_birthday_idle_normal","2","250","0","8514002"
"1","200","8514","-270","102111","1","wac_birthday_idle_wish","2","256","1","8514003"
"1","310","8514","-310","102811","1","wac_birthday_idle_normal","2","258","1","8514004"
"1","445","8514","-290","102511","1","wac_birthday_idle_smile","2","257","1","8514005"
"102311","","8514","","300","13","","","","","8514006"
"102111","","8514","","300","13","","","","","8514007"
"600","0","8514","1","600","31","","1","0","","8514008"
"602","0","8514","1","602","31","","0","0","","8514009"
"603","0","8514","1","603","31","","0","0","","8514010"
"604","60","8514","1","604","31","","1","30","","8514011"
"610","0","8514","1","610","31","","1","0","","8514012"
"700","0","8514","1","700","31","","0","0","","8514013"
"701","0","8514","1","701","31","","0","0","","8514014"
"702","0","8514","1","702","31","","0","0","","8514015"
"800","0","8514","1","800","31","","0","0","","8514016"
"907","60","8514","1","907","31","","1","30","","8514017"
"1","","8514","","","93","","","","","8514018"
"102111","wac_birthday_reaction_03","8514","1","wac_birthday_reaction_01","3","","0.2","0","0.2","8514019"
"0.1","","8514","","","93","","","","","8514020"
"102811","wac_birthday_reaction_04","8514","1","wac_birthday_reaction_01","3","","0.2","0","0.2","8514021"
"102511","wac_birthday_reaction_03","8514","1","wac_birthday_reaction_05","3","","0.2","0","0.2","8514022"
"0.3","","8514","","","93","","","","","8514023"
"102311","","8514","","wac_birthday_run_01","3","","0.2","1","","8514024"
"102311","3","8514","","0","2","","","-70","","8514025"
"2.5","","8514","","","93","","","","","8514026"
"602","","8514","","1","32","","","","","8514027"
"0.6","","8514","","","93","","","","","8514028"
"600","","8514","","0","32","","","","","8514029"
"610","","8514","","0","32","","","","","8514030"
"604","","8514","","0","32","","","","","8514031"
"701","","8514","","1","32","","","","","8514032"
"907","0.01","8514","","0","33","","","0","","8514033"
"102311","wac_birthday_wish_02","8514","1","wac_birthday_blowout_01","3","","0.2","0","0.2","8514034"
"102311","0.01","8514","","-200","2","","","-330","","8514035"
"102111","","8514","","wac_birthday_idle_wish","3","","0.2","1","","8514036"
"102111","0.01","8514","","180","2","","","-320","","8514037"
"102811","","8514","","wac_birthday_idle_normal","3","","0.2","1","","8514038"
"102811","0.01","8514","","290","2","","","-360","","8514039"
"102511","","8514","","wac_birthday_idle_smile","3","","0.2","1","","8514040"
"102511","0.01","8514","","425","2","","","-340","","8514041"
"0","","8514","","","93","","","","","8514042"
"800","","8514","","1","32","","","","","8514043"
"0.7","","8514","","","93","","","","","8514044"
"702","","8514","","1","32","","","","","8514045"
"0.5","","8514","","","93","","","","","8514046"
"se_common","","8514","","se_sys_login_birthday_blow_candle","23","","","0","","8514047"
"701","","8514","","0","32","","","","","8514048"
"0.4","","8514","","","93","","","","","8514049"
"se_common","","8514","","se_sys_login_birthday_cracker","23","","","0","","8514050"
"700","","8514","","1","32","","","","","8514051"
"se_common","","8514","","se_sys_login_birthday_calendar_applause","23","","","0","","8514052"
"102111","wac_birthday_idle_wish","8514","1","wac_birthday_clap_to_wish","3","","0.2","0","0.2","8514053"
"0.1","","8514","","","93","","","","","8514054"
"102811","wac_birthday_idle_normal","8514","1","wac_birthday_clap","3","","0.2","0","0.2","8514055"
"0.1","","8514","","","93","","","","","8514056"
"102511","wac_birthday_idle_smile","8514","1","wac_birthday_clap","3","","0.2","0","0.2","8514057"
"2","","8514","","","93","","","","","8514058"
"1","","8514","","","131","","","","","8514059"
"vo_wac_08514","0","8514","","vo_wac_08514_000","21","","","0","","8514060"
"102311","1","8514","1","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","11","0.5","0","10","0","8514061"
"0","","8514","","","91","","","","","8514062"
"102311","","8514","","wac_birthday_idle_smile","3","","0.2","1","","8514063"
"102111","","8514","","wac_birthday_talk_smile","3","","0.2","1","","8514064"
"vo_wac_08514","0","8514","","vo_wac_08514_001","21","","","0","","8514065"
"102111","1","8514","1","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","11","0.5","0","10","0","8514066"
"0","","8514","","","91","","","","","8514067"
"102111","","8514","","wac_birthday_idle_smile","3","","0.2","1","","8514068"
"102311","","8514","","wac_birthday_talk_wish","3","","0.2","1","","8514069"
"vo_wac_08514","0","8514","","vo_wac_08514_002","21","","","0","","8514070"
"102311","1","8514","1","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","11","0.5","0","10","0","8514071"
"0","","8514","","","91","","","","","8514072"
"102311","","8514","","wac_birthday_talk_smile","3","","0.2","1","","8514073"
"vo_wac_08514","0","8514","","vo_wac_08514_003","21","","","0","","8514074"
"102311","1","8514","1","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","11","0.5","0","10","0","8514075"
"0","","8514","","","91","","","","","8514076"
"0","","8514","","","22","","","","","8514077"
"bgm_M321","","8614","","bgm_M321_2C","25","","","","","8614001"
"1","-1000","8614","-70","105911","1","wac_birthday_idle_normal","2","250","0","8614002"
