ccd3dcd6e0890cf6ef7dec61aa6510fad91d5a9b0444f9cf8eeb7cfab6abb653,33acb2aab9ae4aec8a5dd35b4a02ce800f71c6b3705e2147d1d9c0c432c0c784,5889e435b70ce9af451894da0c4853ada4b5797c604e32f30fa00db92384ae53,5211efcfd0f5e4c50af243847e77ba91a8fa9154e4267b1533f4c337a616b925,fc34520ea0f394dbbd967aef4afd8b7d1f8de22932c68cf76232737ecf858427,e6f41d7a1024f2f007020b6a5eb55fd47494ac59a8ccfa5bcc202f7d5ea44ab1,04ea5b9461c6ffaec5e473bde9af213b0f681e1dd7fed26b002b5419dfff06ca,9bf5ae7a0a4287719ee2f88b76a17dba3a15cad6b56440e7794ff1f4a57867d4,19ebb6a566baef6b59b91ccf418379bc3a93ca0a143e353d0091b218c8f4300a,6b0b5960a3e414a77f689cc1296fe8e50740150da5f65c82c282a014949fe2a4,6d6b5fe8531f70503c3d8ddd1ad6e2b8e0c7b61d8f808135d39961dc8b476901
"11","1","0","20122","0","10","101011","0","1","おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","1201220017"
"91","","","20122","","","0","","","","1201220018"
"3","","","20122","0.2","1","101011","","","travel_topdrama_r_2000_idle_smile","1201220019"
"112","","","20122","","","","","","","1201220020"
"91","","","20122","","","0","","","","1201220021"
"1","-68","travel_topdrama_r_2000_idle_doya","20131","0.8","101","1","1","42","104411","1201310001"
"1","-68","travel_topdrama_r_2000_idle_anger","20131","0.8","102","1","0","-42","100711","1201310002"
"5","-75","mana","20131","1","110","0","0","0","0","1201310003"
"91","","","20131","","","0","","","","1201310004"
"93","","","20131","","","10","","","0","1201310005"
"101","","","20131","","","1201310005","","","","1201310006"
"3","","","20131","0","0","0","","","none","1201310007"
"91","","","20131","","","0","","","","1201310008"
"13","","","20132","","","104411","","","103","1201320001"
"13","","","20132","","","100711","","","104","1201320002"
"3","1","","20132","0.2","0","104411","","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","1201320003"
"21","","","20132","","0","vo_travel_talk","","0","vo_travel_talk_20013_00","1201320004"
"11","1","0","20132","0","10","104411","0","1","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","1201320005"
"91","","","20132","","","0","","","","1201320006"
"3","","","20132","0.2","1","104411","","","travel_topdrama_r_2000_idle_doya","1201320007"
"3","1","","20132","0.2","1","100711","","","travel_topdrama_r_2000_talk_anger","1201320008"
"21","","","20132","","0","vo_travel_talk","","0","vo_travel_talk_20013_01","1201320009"
"11","1","0","20132","0","10","100711","0","1","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","1201320010"
"91","","","20132","","","0","","","","1201320011"
"3","","","20132","0.2","1","100711","","","travel_topdrama_r_2000_idle_anger","1201320012"
"3","1","","20132","0.2","0","104411","","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","1201320013"
"21","","","20132","","0","vo_travel_talk","","0","vo_travel_talk_20013_02","1201320014"
"11","1","0","20132","0","10","104411","0","1","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","1201320015"
"91","","","20132","","","0","","","","1201320016"
"3","","","20132","0.2","1","104411","","","travel_topdrama_r_2000_idle_doya_surprise","1201320017"
"112","","","20132","","","","","","","1201320018"
"91","","","20132","","","0","","","","1201320019"
"1","-68","travel_topdrama_r_2000_idle_sad","20141","0.8","102","1","1","42","102511","1201410001"
"1","-68","travel_topdrama_r_2000_idle_normal","20141","0.8","101","1","0","-42","102811","1201410002"
"5","-75","mana","20141","1","110","0","0","0","0","1201410003"
"91","","","20141","","","0","","","","1201410004"
"93","","","20141","","","10","","","0","1201410005"
"101","","","20141","","","1201410005","","","","1201410006"
"3","","","20141","0","0","0","","","none","1201410007"
"91","","","20141","","","0","","","","1201410008"
"13","","","20142","","","102511","","","103","1201420001"
"13","","","20142","","","102811","","","104","1201420002"
"3","1","","20142","0.2","0","102511","","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","1201420003"
"21","","","20142","","0","vo_travel_talk","","0","vo_travel_talk_20014_00","1201420004"
"11","1","0","20142","0","10","102511","0","1","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","1201420005"
"91","","","20142","","","0","","","","1201420006"
"3","1","","20142","0.2","0","102511","","travel_topdrama_r_2000_idle_sad_cry","travel_topdrama_r_2014_falldown","1201420007"
"3","1","","20142","0.2","0","102811","","travel_topdrama_r_2000_talk_surprise2_loop","travel_topdrama_r_2000_talk_surprise2_in","1201420008"
"21","","","20142","","0","vo_travel_talk","","0","vo_travel_talk_20014_01","1201420009"
"11","1","0","20142","0","10","102811","0","1","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","1201420010"
"91","","","20142","","","0","","","","1201420011"
"3","","","20142","0.2","1","102811","","","travel_topdrama_r_2000_idle_arm_crossed","1201420012"
"3","","","20142","0.2","1","102511","","","travel_topdrama_r_2000_talk_sad_loop_cry","1201420013"
"21","","","20142","","0","vo_travel_talk","","0","vo_travel_talk_20014_02","1201420014"
"11","1","0","20142","0","10","102511","0","1","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","1201420015"
"91","","","20142","","","0","","","","1201420016"
"3","","","20142","0.2","1","102511","","","travel_topdrama_r_2000_idle_sad_cry","1201420017"
"112","","","20142","","","","","","d","1201420018"
"91","","","20142","","","0","","","","1201420019"
"1","-68","travel_topdrama_r_2000_idle_arm_crossed","20151","0.8","101","1","1","42","103211","1201510001"
"1","-68","travel_topdrama_r_2000_idle_normal","20151","0.8","102","1","0","-42","103411","1201510002"
"5","-75","mana","20151","1","110","0","0","0","0","1201510003"
"91","","","20151","","","0","","","","1201510004"
"93","","","20151","","","10","","","0","1201510005"
"101","","","20151","","","1201510005","","","","1201510006"
"3","","","20151","0","0","0","","","none","1201510007"
"91","","","20151","","","0","","","","1201510008"
"13","","","20152","","","103211","","","103","1201520001"
"13","","","20152","","","103411","","","104","1201520002"
"3","1","","20152","0.2","0","103211","","travel_topdrama_r_2000_talk_arm_crossed_loop","travel_topdrama_r_2000_talk_arm_crossed_in","1201520003"
"21","","","20152","","0","vo_travel_talk","","0","vo_travel_talk_20015_00","1201520004"
"11","1","0","20152","0","10","103211","0","1","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","1201520005"
"91","","","20152","","","0","","","","1201520006"
"3","","","20152","0.2","1","103211","","","travel_topdrama_r_2000_idle_arm_crossed","1201520007"
"3","1","","20152","0.2","0","103411","","travel_topdrama_r_2000_talk_sad_loop_surprise2","travel_topdrama_r_2000_talk_sad_in_surprise2","1201520008"
"21","","","20152","","0","vo_travel_talk","","0","vo_travel_talk_20015_01","1201520009"
"11","1","0","20152","0","10","103411","0","1","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","1201520010"
"91","","","20152","","","0","","","","1201520011"
"3","","","20152","0.2","1","103411","","","travel_topdrama_r_2000_idle_normal","1201520012"
"3","1","","20152","0.2","0","103211","","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","1201520013"
"21","","","20152","","0","vo_travel_talk","","0","vo_travel_talk_20015_02","1201520014"
"11","1","0","20152","0","10","103211","0","1","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","1201520015"
"91","","","20152","","","0","","","","1201520016"
"3","","","20152","0.2","1","103211","","","travel_topdrama_r_2000_idle_doya_surprise","1201520017"
"112","","","20152","","","","","","","1201520018"
"91","","","20152","","","0","","","","1201520019"
"1","-68","travel_topdrama_r_2000_idle_kyapi","20161","0.8","101","1","1","42","101611","1201610001"
"1","-68","travel_topdrama_r_2000_idle_wish_joy","20161","0.8","102","1","0","-42","101811","1201610002"
"5","-75","mana","20161","1","110","0","0","0","0","1201610003"
"91","","","20161","","","0","","","","1201610004"
"93","","","20161","","","10","","","0","1201610005"
"101","","","20161","","","1201610005","","","","1201610006"
"3","","","20161","0","0","0","","","none","1201610007"
"91","","","20161","","","0","","","","1201610008"
"13","","","20162","","","101611","","","103","1201620001"
"13","","","20162","","","101811","","","104","1201620002"
"3","1","","20162","0.2","0","101611","","travel_topdrama_r_2000_talk_kyapi_loop","travel_topdrama_r_2000_talk_kyapi_in","1201620003"
"21","","","20162","","0","vo_travel_talk","","0","vo_travel_talk_20016_00","1201620004"
"11","1","0","20162","0","10","101611","0","1","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","1201620005"
"91","","","20162","","","0","","","","1201620006"
"3","","","20162","0.2","1","101611","","","travel_topdrama_r_2000_idle_kyapi","1201620007"
"3","","","20162","0.2","1","101811","","","travel_topdrama_r_2000_talk_wish_loop_joy","1201620008"
"21","","","20162","","0","vo_travel_talk","","0","vo_travel_talk_20016_01","1201620009"
"11","1","0","20162","0","10","101811","0","1","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","1201620010"
"91","","","20162","","","0","","","","1201620011"
"3","","","20162","0.2","1","101811","","","travel_topdrama_r_2000_idle_wish_joy","1201620012"
"3","1","","20162","0.2","0","101611","","travel_topdrama_r_2000_talk_doya_loop_faceAnger","travel_topdrama_r_2000_talk_doya_in_faceAnger","1201620013"
"21","","","20162","","0","vo_travel_talk","","0","vo_travel_talk_20016_02","1201620014"
"11","1","0","20162","0","10","101611","0","1","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","1201620015"
"91","","","20162","","","0","","","","1201620016"
"3","","","20162","0.2","1","101611","","","travel_topdrama_r_2000_idle_doya_faceAnger","1201620017"
"112","","","20162","","","","","","","1201620018"
"91","","","20162","","","0","","","","1201620019"
"1","-68","travel_topdrama_r_2000_idle_doya","20171","0.8","101","1","1","42","106511","1201710001"
"1","-68","travel_topdrama_r_2000_idle_normal","20171","0.8","102","1","0","-42","106611","1201710002"
"5","-75","mana","20171","1","110","0","0","0","0","1201710003"
"91","","","20171","","","0","","","","1201710004"
"93","","","20171","","","10","","","0","1201710005"
"101","","","20171","","","1201710005","","","","1201710006"
"3","","","20171","0","0","0","","","none","1201710007"
"91","","","20171","","","0","","","","1201710008"
"13","","","20172","","","106511","","","103","1201720001"
"13","","","20172","","","106611","","","104","1201720002"
"3","1","","20172","0.2","0","106511","","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","1201720003"
"21","","","20172","","0","vo_travel_talk","","0","vo_travel_talk_20017_00","1201720004"
"11","1","0","20172","0","10","106511","0","1","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","1201720005"
"91","","","20172","","","0","","","","1201720006"
"3","","","20172","0.2","1","106511","","","travel_topdrama_r_2000_idle_doya","1201720007"
"3","1","","20172","0.2","0","106611","","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","travel_topdrama_r_2000_talk_arm_crossed_in_sad","1201720008"
"21","","","20172","","0","vo_travel_talk","","0","vo_travel_talk_20017_01","1201720009"
"11","1","0","20172","0","10","106611","0","1","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","1201720010"
"91","","","20172","","","0","","","","1201720011"
"3","","","20172","0.2","1","106611","","","travel_topdrama_r_2000_idle_arm_crossed_sad","1201720012"
"3","1","","20172","0.2","0","106511","","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","1201720013"
"21","","","20172","","0","vo_travel_talk","","0","vo_travel_talk_20017_02","1201720014"
"11","1","0","20172","0","10","106511","0","1","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","1201720015"
"91","","","20172","","","0","","","","1201720016"
"3","","","20172","0.2","1","106511","","","travel_topdrama_r_2000_idle_doya_surprise","1201720017"
"112","","","20172","","","","","","","1201720018"
"91","","","20172","","","0","","","","1201720019"
"1","-68","travel_topdrama_r_2000_idle_sad","20181","0.8","101","1","1","0","118011","1201810001"
"5","-75","mana","20181","1","110","0","0","0","0","1201810002"
"91","","","20181","","","0","","","","1201810003"
"93","","","20181","","","10","","","0","1201810004"
"101","","","20181","","","1201810004","","","","1201810005"
"3","","","20181","0","0","0","","","none","1201810006"
"91","","","20181","","","0","","","","1201810007"
"13","","","20182","","","118011","","","103","1201820001"
"3","1","","20182","0.2","0","118011","","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","1201820002"
"21","","","20182","","0","vo_travel_talk","","0","vo_travel_talk_20018_00","1201820003"
"11","1","0","20182","0","10","118011","0","1","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","1201820004"
"91","","","20182","","","0","","","","1201820005"
"3","1","","20182","0.2","0","118011","","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","1201820006"
"21","","","20182","","0","vo_travel_talk","","0","vo_travel_talk_20018_01","1201820007"
"11","1","0","20182","0","10","118011","0","1","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","1201820008"
"91","","","20182","","","0","","","","1201820009"
"3","","","20182","0.2","1","118011","","","travel_topdrama_r_2000_talk_thinking","1201820010"
"21","","","20182","","0","vo_travel_talk","","0","vo_travel_talk_20018_02","1201820011"
"11","1","0","20182","0","10","118011","0","1","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","1201820012"
"91","","","20182","","","0","","","","1201820013"
"3","1","","20182","0.2","0","118011","","travel_topdrama_r_2000_eieio_loop","travel_topdrama_r_2000_eieio_in","1201820014"
"91","","","20182","","","0","","","","1201820015"
"112","","","20182","","","","","","","1201820016"
"91","","","20182","","","0","","","","1201820017"
"1","-68","travel_topdrama_r_2000_idle_smile","20191","0.8","101","1","1","42","106111","1201910001"
"1","-68","travel_topdrama_r_2000_idle_doya_sad","20191","0.8","102","1","0","-42","107011","1201910002"
