cbb8432234366cf32b15613316da2c5850a6880676bbb55d2ada9eadf6f2d49a,cbf5cbf6422d4cb26810c4a91f9a274ae9dfc3a386d3018ad6dddbbfd8ea4e23,69ab8bd9c86f5265882bc0359370691528afbcad98dcdd94aece31a0779934ae,203dc2f1825d4b99ae3e635b693b5e1d4810009bd92e547df0b4cd08ae66f767,07569e853600141ef66f070ad2a33e75d4576cc186ddaf82982453da210666e0,a7851828d13078bcfe48a971401e9a2bbd9c4b5f12bf3f92cd6ec38029129f18,ec30dc7dd6f1a1f7a430fd7739763bbec02c542752de10dc27088cd1e612dc9e,47aaaecc34dcccf0fb4a402165653de14513a8ae681ccc55e7784448369b14c3,1f5c7a382f396e51c09ec919b3912bee81a547ea68fb01c2731d1be8f8258fa0,a148286a74e73dfc193780aca8e5717d58d15b2860ec1e8d9234c8d6cc660b8a,7e50cf649ef420dc82b9b7cb5be32f2cdd8eed2b83440d05bf44c4a846bc9962
"0","mhp_item_EX0010_receive_out","0","0.2","1007402","3","NoItem_idle","12","1007402132","1",""
"","0","","","1007402","93","","2","1007402133","",""
"1","mhp_talk_worry","","0.2","1007402","3","","100211","1007402134","",""
"0","vo_mhp_4110","","","1007402","21","0","vo_mhp_1007402","1007402135","",""
"5","あ、ありがとうございます……\nでも、病気と何の関係が……","0","0","1007402","11","1","100211","1007402136","0","0.5"
"","","","","1007402","91","","0","1007402137","",""
"1","mhp_idle_sad","","0.2","1007402","3","","100211","1007402138","",""
"1","mhp_talk_normal","","0.2","1007402","3","","117531","1007402139","",""
"0","vo_mhp_4111","","","1007402","21","0","vo_mhp_1007402","1007402140","",""
"6","感情の高ぶりがあまりよくないのよ。\nだから甘いものによる幸せで感情を抑え\nしっかりコントロールするのが大事よ。","0","0","1007402","11","1","117531","1007402141","0","0.5"
"","","","","1007402","91","","0","1007402142","",""
"","0","","","1007402","22","","0","1007402143","",""
"0","mhp_sit_in","0.2","0.2","1007402","3","mhp_sit_idle","117531","1007402144","1",""
"","0","","","1007402","93","","1","1007402145","",""
"","","","","1007402","101","","1007402160","1007402146","",""
"1","mhp_sit_idle","","0.2","1007402","3","","117531","1007402147","",""
"1","mhp_sit_talk_worry","","0.2","1007402","3","","100211","1007402148","",""
"0","vo_mhp_4112","","","1007402","21","0","vo_mhp_1007402","1007402149","",""
"5","ひ、羊？　あの、別に睡眠不足という\nわけではないのですが……","0","0","1007402","11","1","100211","1007402150","0","0.5"
"","","","","1007402","91","","0","1007402151","",""
"1","mhp_sit_idle_sad","","0.2","1007402","3","","100211","1007402152","",""
"1","mhp_sit_talk_thinking","","0.2","1007402","3","","117531","1007402153","",""
"0","vo_mhp_4113","","","1007402","21","0","vo_mhp_1007402","1007402154","",""
"6","別に羊でも馬でも何でもいいのよ。\n自分なりの心を落ち着かせる方法を\n見つけなさい。","0","0","1007402","11","1","117531","1007402155","0","0.5"
"","","","","1007402","91","","0","1007402156","",""
"","0","","","1007402","22","","0","1007402157","",""
"1","mhp_sit_idle","","0.2","1007402","3","","117531","1007402158","",""
"0","mhp_sit_out","","0.2","1007402","3","","100211","1007402159","",""
"","","","","1007402","91","","0","1007402160","",""
"0","mhp_yui_pekori","","0.2","1007402","3","","100211","1007402161","",""
"","","","","1007402","91","","0","1007402162","",""
"1","mhp_yui_walk_sad","","0.2","1007402","3","","100211","1007402163","",""
"","1","","","1007402","4","","100211","1007402164","",""
"-220","-1000","","","1007402","2","5","100211","1007402165","0",""
"","0","","","1007402","93","","4","1007402166","",""
"1","mhp_sit_talk_worry","","0.2","1007402","3","","117631","1007402167","",""
"0","vo_mhp_4114","","","1007402","21","0","vo_mhp_1007402","1007402168","",""
"6","……先生、もしかして楽しんでない？\n言ってることもよく分かんないし。","0","0","1007402","11","1","117631","1007402169","0","0.5"
"","","","","1007402","91","","0","1007402170","",""
"1","mhp_sit_idle","","0.2","1007402","3","","117631","1007402171","",""
"1","mhp_sit_talk_joy1","","0.2","1007402","3","","117531","1007402172","",""
"0","vo_mhp_4115","","","1007402","21","0","vo_mhp_1007402","1007402173","",""
"6","ふふ、うちのギルドの子たちじゃ\nああいう甘酸っぱいのは\n期待できないもの。","0","","1007402","11","1","117531","1007402174","0","0.5"
"","","","","1007402","91","","0","1007402175","",""
"1","mhp_sit_talk_thinking","","0.2","1007402","3","","117531","1007402176","",""
"0","vo_mhp_4116","","","1007402","21","0","vo_mhp_1007402","1007402177","",""
"5","人の恋路って、本当に面白いわね♪","0","","1007402","11","1","117531","1007402178","0","0.5"
"","","","","1007402","91","","0","1007402179","",""
"","0.5","","","1007402","22","","0","1007402180","",""
"","","","","1007402","91","","0","1007402181","",""
"100","100211","0","1.7","1007403","1","-1000","1","1007403001","-240","mhp_idle_normal"
"100","117531","1","1.7","1007403","1","185","1","1007403002","-220","mhp_sit_idle"
"100","117631","1","1.7","1007403","1","365","1","1007403003","-200","mhp_sit_idle"
"-240","1","","1","1007403","31","-154","1","1007403004","0.85",""
"0","113","","0","1007403","31","0","13","1007403005","1",""
"0","115","","0","1007403","31","0","15","1007403006","1",""
"0","130","","0","1007403","31","0","30","1007403007","1",""
"110","11","0","1.7","1007403","5","-200","1","1007403008","-220","NoItem"
"105","12","0","1.7","1007403","5","-200","1","1007403009","-220","NoItem"
"110","21","1","1.7","1007403","5","185","1","1007403010","-220","NoItem"
"105","22","1","1.7","1007403","5","185","1","1007403011","-220","NoItem"
"1","1","0","0","1007403","6","1","11","1007403012","0",""
"1","1","0","0","1007403","6","1","12","1007403013","0",""
"1","1","0","0","1007403","6","1","21","1007403014","0",""
"1","1","0","0","1007403","6","1","22","1007403015","0",""
"110","31","0","1.7","1007403","5","-1000","1","1007403016","-220","NoItem"
"","","","","1007403","91","","0","1007403017","",""
"1","mhp_sit_talk_normal","","0.2","1007403","3","","117531","1007403018","",""
"0","vo_mhp_4201","","","1007403","21","0","vo_mhp_1007403","1007403019","",""
"8","ユイちゃん、どうぞー","0","0","1007403","11","0","117531","1007403020","0","0.5"
"","","","","1007403","91","","0","1007403021","",""
"1","mhp_sit_idle","","0.2","1007403","3","","117531","1007403022","",""
"1","mhp_yui_walk_sad3","","0.2","1007403","3","","100211","1007403023","0",""
"-220","-200","","","1007403","2","4","100211","1007403024","0",""
"1","NoItem","","0.2","1007403","3","","31","1007403025","",""
"-220","-200","","","1007403","2","4","31","1007403026","0",""
"","","","","1007403","91","","0","1007403027","",""
"0","mhp_yui_sit_in_sad2","0.2","0.2","1007403","3","mhp_yui_sit_idle_sad3","100211","1007403028","1",""
"","0","","","1007403","93","","1","1007403029","",""
"1","mhp_yui_sit_talk_sad2","","0.2","1007403","3","","100211","1007403030","",""
"0","vo_mhp_4202","","","1007403","21","0","vo_mhp_1007403","1007403031","",""
"5","はぁ……何度も診てもらっているのに\n相変わらず胸は苦しいし顔も火照って\nぼうっとしちゃうんです……","0","0","1007403","11","1","100211","1007403032","0","0.5"
"","","","","1007403","91","","0","1007403033","",""
"1","mhp_yui_sit_idle_sad4","","0.2","1007403","3","","100211","1007403034","",""
"1","mhp_sit_talk_normal","","0.2","1007403","3","","117531","1007403035","",""
"0","vo_mhp_4203","","","1007403","21","0","vo_mhp_1007403","1007403036","",""
"6","ねえユイちゃん、症状が出るのって\nどんな時かしら？","0","0","1007403","11","1","117531","1007403037","0","0.5"
"","","","","1007403","91","","0","1007403038","",""
"1","mhp_sit_idle","","0.2","1007403","3","","117531","1007403039","",""
"1","mhp_yui_sit_talk_sad2","","0.2","1007403","3","","100211","1007403040","",""
"1","mhp_yui_sit_talk_sad2","","0","1007403","3","","31","1007403041","",""
"0","vo_mhp_4204","","","1007403","21","0","vo_mhp_1007403","1007403042","",""
"4","え、ええとそれは……\nあ、あああ！","0","0","1007403","11","1","100211","1007403043","0","1.5"
"","1","","","1007403","93","","4","1007403044","",""
"1","mhp_yui_hot","","0.2","1007403","3","","100211","1007403045","",""
"1","mhp_yui_hot","","0.2","1007403","3","","31","1007403046","",""
"","","","","1007403","91","","1007403043","1007403047","",""
"","0","","","1007403","93","","1","1007403048","",""
"1","mhp_sit_talk_normal","","0.2","1007403","3","","117531","1007403049","",""
"0","vo_mhp_4205","","","1007403","21","0","vo_mhp_1007403","1007403050","",""
"5","当てましょうか？\nあなたが強く意識している誰かのことを\n考えている時、よね？","0","0","1007403","11","1","117531","1007403051","0","0.5"
"","","","","1007403","91","","0","1007403052","",""
"1","mhp_sit_idle","","0.2","1007403","3","","117531","1007403053","",""
"1","mhp_yui_sit_talk_wish2","","0.2","1007403","3","","100211","1007403054","",""
"1","NoItem","","0.2","1007403","3","","31","1007403055","",""
"0","vo_mhp_4206","","","1007403","21","0","vo_mhp_1007403","1007403056","",""
"6","そ、それじゃあこれって……","0","0","1007403","11","1","100211","1007403057","0","0.5"
"","","","","1007403","91","","0","1007403058","",""
"1","mhp_yui_sit_idle_sad4","","0.2","1007403","3","","100211","1007403059","",""
"1","mhp_sit_talk_wish","","0.2","1007403","3","","117531","1007403060","",""
"0","vo_mhp_4207","","","1007403","21","0","vo_mhp_1007403","1007403061","",""
"6","多くの人が悩む難病、恋の病よ！","0","0","1007403","11","1","117531","1007403062","0","0.5"
"","","","","1007403","91","","0","1007403063","",""
"1","mhp_sit_idle","","0.2","1007403","3","","117531","1007403064","",""
"1","mhp_yui_sit_talk_surprise2","","0.2","1007403","3","","100211","1007403065","",""
"0","vo_mhp_4208","","","1007403","21","0","vo_mhp_1007403","1007403066","",""
"6","わ、わたしってば、お医者さんに\nそんな恥ずかしいことを……！\nご、ごめんなさい！","0","0","1007403","11","1","100211","1007403067","0","0.5"
"","","","","1007403","91","","0","1007403068","",""
"1","mhp_yui_sit_idle_verysad","","0.2","1007403","3","","100211","1007403069","",""
"1","mhp_sit_talk_joy1","","0.2","1007403","3","","117531","1007403070","",""
"0","vo_mhp_4209","","","1007403","21","0","vo_mhp_1007403","1007403071","",""
"6","気にしなくていいわ\n恋に悩むのは若さの特権よ♪","0","0","1007403","11","1","117531","1007403072","0","0.5"
"","","","","1007403","91","","0","1007403073","",""
"1","mhp_sit_idle_joy1","","0.2","1007403","3","","117531","1007403074","",""
"1","mhp_yui_sit_talk_wish2","","0.2","1007403","3","","100211","1007403075","",""
"0","vo_mhp_4210","","","1007403","21","0","vo_mhp_1007403","1007403076","",""
"5","あ、あのミツキさん……いえ、\nミツキ先生！\nこういう時は\nどうすればいいんでしょうか？","0","0","1007403","11","1","100211","1007403077","0","0.5"
"","","","","1007403","91","","0","1007403078","",""
"1","mhp_yui_sit_idle_sad3","","0.2","1007403","3","","100211","1007403079","",""
"1","mhp_sit_talk_surprise2","","0.2","1007403","3","","117531","1007403080","",""
"0","vo_mhp_4211","","","1007403","21","0","vo_mhp_1007403","1007403081","",""
"8","……え？","0","0","1007403","11","1","117531","1007403082","0","0.5"
"","","","","1007403","91","","0","1007403083","",""
"1","mhp_sit_talk_surprise2","","0.2","1007403","3","","117531","1007403084","",""
"1","mhp_yui_sit_talk_worry2","","0.2","1007403","3","","100211","1007403085","",""
"0","vo_mhp_4212","","","1007403","21","0","vo_mhp_1007403","1007403086","",""
"6","ミツキ先生みたいな素敵な大人なら\n素敵な恋をたくさん経験していますよね？","0","0","1007403","11","1","100211","1007403087","0","0.5"
"","","","","1007403","91","","0","1007403088","",""
"1","mhp_yui_sit_idle_sad3","","0.2","1007403","3","","100211","1007403089","",""
"1","mhp_sit_talk_bitter","","0.2","1007403","3","","117531","1007403090","",""
"0","vo_mhp_4213","","","1007403","21","0","vo_mhp_1007403","1007403091","",""
"6","そ、それほどでも……ない、わよ？","0","0","1007403","11","1","117531","1007403092","0","0.5"
"","","","","1007403","91","","0","1007403093","",""
"1","mhp_sit_idle_bitter","","0.2","1007403","3","","117531","1007403094","",""
"1","mhp_yui_sit_talk_kirakira","","0.2","1007403","3","","100211","1007403095","",""
"0","vo_mhp_4214","","","1007403","21","0","vo_mhp_1007403","1007403096","",""
"6","どうかわたしに、\n恋の診察をお願いします！","0","0","1007403","11","1","100211","1007403097","0","0.5"
"","","","","1007403","91","","0","1007403098","",""
"1","mhp_yui_sit_idle_kirakira","","0.2","1007403","3","","100211","1007403099","",""
"1","mhp_mitsuki_sit_shake","","0.2","1007403","3","","117531","1007403100","",""
"0","vo_mhp_4215","","","1007403","21","0","vo_mhp_1007403","1007403101","",""
"7","え、えええ……！","0","0","1007403","11","1","117531","1007403102","0","0.5"
"","","","","1007403","91","","0","1007403103","",""
"1","mhp_sit_idle_sad3","","0.2","1007403","3","","117531","1007403104","",""
"","1","","","1007403","32","","113","1007403105","1",""
"-100","193","","","1007403","33","0","113","1007403106","1",""
"-100","193","","","1007403","33","0","115","1007403107","1",""
"","0","","","1007403","93","","0.8","1007403108","",""
"0","vo_mhp_4216","","","1007403","21","0","vo_mhp_1007403","1007403109","",""
"","10001","","","1007403","13","","117531","1007403110","",""
"5","（因果応報、ってヤツかしら\n人の恋路を面白がったりした罰ね\nそれにしてもどうしたものかしら……）","0","0","1007403","11","1","117531","1007403111","0","0.5"
"","","","","1007403","91","","0","1007403112","",""
"","0.5","","","1007403","22","","0","1007403113","",""
"","0","","","1007403","93","","0.2","1007403114","",""
"","1","","","1007403","32","","115","1007403115","1",""
"","0","","","1007403","93","","1","1007403116","",""
"","1","","","1007403","32","","130","1007403117","",""
"","0","","","1007403","93","","4","1007403118","",""
"","0","","","1007403","32","","130","1007403119","",""
"100","111011","0","1.7","1007404","1","-1000","1","1007404001","-240","mhp_idle_normal"
"100","117531","1","1.7","1007404","1","185","1","1007404002","-220","mhp_sit_idle"
"100","117631","1","1.7","1007404","1","365","1","1007404003","-200","mhp_sit_idle"
"-240","1","","1","1007404","31","-154","1","1007404004","0.85",""
"110","11","0","1.7","1007404","5","-200","1","1007404005","-220","NoItem"
"105","12","0","1.7","1007404","5","-200","1","1007404006","-220","NoItem"
"110","21","1","1.7","1007404","5","185","1","1007404007","-220","NoItem"
"105","22","1","1.7","1007404","5","185","1","1007404008","-220","NoItem"
"1","1","0","0","1007404","6","1","11","1007404009","0",""
"1","1","0","0","1007404","6","1","12","1007404010","0",""
"1","1","0","0","1007404","6","1","21","1007404011","0",""
"1","1","0","0","1007404","6","1","22","1007404012","0",""
"","","","","1007404","91","","0","1007404013","",""
"1","mhp_sit_talk_normal","","0.2","1007404","3","","117531","1007404014","",""
"0","vo_mhp_1001","","","1007404","21","0","vo_mhp_1007404","1007404015","",""
"8","次の方どうぞー","0","0","1007404","11","0","117531","1007404016","0","0.5"
"","","","","1007404","91","","0","1007404017","",""
"1","mhp_sit_idle","","0.2","1007404","3","","117531","1007404018","",""
"1","mhp_walk","","0.2","1007404","3","","111011","1007404019","",""
"-220","-200","","","1007404","2","4","111011","1007404020","0",""
"","","","","1007404","91","","0","1007404021","",""
"0","mhp_sit_in_2","0.2","0.2","1007404","3","mhp_sit_idle_2","111011","1007404022","1",""
"","0","","","1007404","93","","1","1007404023","",""
"1","mhp_sit_talk_normal","","0.2","1007404","3","","111011","1007404024","",""
"0","vo_mhp_1002","","","1007404","21","0","vo_mhp_1007404","1007404025","",""
"4","やあ、失礼する。\n数週間ぶりだが、息災かねミツキ師。","0","0","1007404","11","1","111011","1007404026","0","0.5"
"","0","","","1007404","91","","0","1007404027","",""
"1","mhp_sit_idle_2","","0.2","1007404","3","","111011","1007404028","",""
"1","mhp_sit_talk_surprise2","","0.2","1007404","3","","117531","1007404029","",""
"0","vo_mhp_1003","","","1007404","21","0","vo_mhp_1007404","1007404030","",""
"6","ユニちゃん！？\nどうしたの、\n引き籠もりのあなたが\nこんなランドソルから離れた町で……","0","0","1007404","11","1","117531","1007404031","0","0.5"
"","1","","","1007404","93","","2","1007404032","",""
"1","mhp_sit_talk_worry","","0.2","1007404","3","","117531","1007404033","",""
"","0","","","1007404","91","","1007404031","1007404034","",""
"1","mhp_sit_idle_sad","","0.2","1007404","3","","117531","1007404035","",""
"1","mhp_sit_talk_normal","","0.2","1007404","3","","111011","1007404036","",""
"0","vo_mhp_1004","","","1007404","21","0","vo_mhp_1007404","1007404037","",""
"5","もののついでの挨拶さ。\nフィールドワークに訪れた旅先で、\n隻眼の名医がいると聞いたものでな。\nミツキ師に違いないと察したよ。","0","0","1007404","11","1","111011","1007404038","0","0.5"
