4ef1b3a0b92bd294e2dfedc0fd7888e833f331758c98e2f8614ca0f3ca5d72d2,a27b644709c05047c43e6483bc97f0daa982ee6c104f3413073b6a68d36f5dff,eed499aecf8084d21493d2428457a6f912188d062a7866f0f16c4e5195c21e62,c37f73cf054229fb7d2ec4328b434d5c3560bf7b3b88868a0e491f0a016853b6,cd4b191ba1fdf934db01b68f3d157c04ac040a12dabd81abc67346293aadb872,ec3ce700cca1b151ee669ff0bed30f852a9836ea0332d0c12be7dce70cd995d3,21040413017a3e6c151e30cc1e27b4659e39f16c9e26569cfafc18ba75f043f7,20f81933ff407c26003869bcf9453c687a525ef5f35e3a4821e1bf1293cf6475,5ec91dd1043f54075d789810e096519f629decae883f32877bc84a42b42d5c23,19da2dcf5ac2ca1caba1cc785455c82d67f7d986bb82733964ce2b1404fcaf16,a995040453a08e855b53bcdfae43d7f48e0bfae637f6ef4bbbf7a112fd8cdf98,ffbb0a9077d9f5880e8f9ce0900bd5b760164d073f5e60f6f4c2488f303a9477,ce1988e6438ea33ab4d9215dc132728a4b54ff9d7ce2550ef51b9fdf5bff08a7,1b153965b393aff9ff145a6d667d931badafb287b1535e0f44de44224466444c,425125f7c623ec5b9ffed08d3171afa5b1aa1ed154205ad4a7e2379875321d19,b25a6beeb13515ef3d371a091f2c477b0d537dfc7e9d082ecb7606dedbe95f9a,8216e4e60547afdbae4963e33bcc62e521a065b7bfb6c0577005a87877ae1963,9ec0720896ca740dcc5c86e87d1485e2f0718da0fa9c6a30b6c20b9159c35606,4397fc4d064cdfb4a1a4aa8b2e4c9d03cdf93eaac861f0350b5da5ab232e2a38,ab8a46f0729da0a264429474be3162c0461d8bf0b6841f5dc5456c9200db30f8,dab1d6e64ec4422ffc464d9dfb9d9783266222478772259cd1b57c5f83abcfdc
"1","0","4","0","90","15","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","100850101","1","0"
"1","0","4","0","90","15","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","100851101","1","0"
"1","0","3","0","90","30","0","0","0","0","0","自分の物理防御力を{0}アップ","0","","0","1","0","0","100851102","1","0"
"18","0","2","2160","1","18","0","0","0","99","0","敵全体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","1.44","100900101","1","0"
"2","0","21","0","10","100","0","0","2","1","0","自分の物理防御力を0にする","2","","1","99","7","0","100900102","1","1"
"2","0","41","0","10","100","0","0","2","1","0","自分の魔法防御力を0にする","2","","1","99","7","0","100900103","1","1"
"20","0","2","-1","1","20","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","1.2","100900201","1","0"
"100","0","3","0","17","0","0","1","0","1","0","","2","","3","0","7","10","100900301","1","0"
"25","0","2","600","1","25","0","0","0","99","0","範囲内の敵に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","3","2","100900302","1","0"
"0","0","0","0","30","0","0","0","0","1","0","","2","","3","0","7","0","100900303","1","0"
"1.9","0","1","0","21","0","0","0","0","1","0","","2","","3","0","7","0","100900304","1","0"
"1","0","30","0","10","50","0","0","1","1","0","自分の魔法攻撃力を{0}アップ","2","魔法攻撃力アップ+{0}","1","8","7","50","100901101","1","1"
"81.25","0","2","2160","1","81.25","0","0","0","99","0","敵全体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","6.5","100901102","1","0"
"2","0","21","0","10","100","0","0","2","1","0","自分の物理防御力を初期値の100%ダウン","2","","1","99","7","0","100901103","1","1"
"2","0","41","0","10","100","0","0","2","1","0","自分の魔法防御力を初期値の100%ダウン","2","","1","99","7","0","100901104","1","1"
"20","0","2","-1","1","20","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","1.6","100901201","1","0"
"1","0","41","2160","10","0.6","0","0","1","99","0","敵単体の魔法防御力を{0}ダウン","2","魔法防御力ダウン+{0}","3","12","3","0.6","100901202","1","1"
"1","0","4","0","90","15","0","0","0","1","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","100950101","1","0"
"1","0","4","0","90","240","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","100951101","1","0"
"1","0","30","2160","10","15","0","0","0","99","0","味方全体の魔法攻撃力を{0}アップ","2","魔法攻撃力アップ+{0}","3","18","3","15","101000101","1","1"
"1","0","20","2160","10","0.6","0","0","0","99","0","味方全体の物理防御力を{0}アップ","2","物理防御力アップ+{0}","3","18","3","0.6","101000102","1","1"
"50","0","4","2160","16","0","0","0","0","99","0","味方全体のＴＰを固定量で{0}回復","2","","3","18","3","0","101000103","1","1"
"1","0","2","2160","4","7.5","0","0","0","1","0","味方単体のＨＰを{0}回復","2","ＨＰ回復量+{0}","2","1","5","7.5","101000201","1","0"
"8","1","40","2160","12","0","0","0","0","1","0","敵単体を暗闇状態にする","1","暗闇の確定成功Ｌｖ+1","1","0","3","100","101000301","1","0"
"1","1","11","2160","10","20","0","0","1","1","0","敵単体の物理・魔法攻撃力を{0}ダウン","1","物理攻撃力ダウン+{0}","1","18","3","20","101000302","1","1"
"1","1","31","2160","10","20","0","0","1","1","0","","1","魔法攻撃力ダウン+{0}","1","18","3","20","101000303","1","1"
"1","1","61","2160","10","150","0","0","1","1","0","敵単体の物理・魔法クリティカルを{0}ダウン","1","","1","18","3","0","101000304","1","1"
"1","1","71","2160","10","150","0","0","1","1","0","","1","","1","18","3","0","101000305","1","1"
"1","0","30","2160","10","30","0","0","0","99","0","味方全体の魔法攻撃力を{0}アップ","2","魔法攻撃力アップ+{0}","3","18","3","30","101001101","1","1"
"1","0","70","2160","10","100","0","0","0","99","0","味方全体の魔法クリティカルを{0}アップ","2","","3","18","3","0","101001102","1","1"
"1","0","120","2160","10","5","0","0","0","99","0","味方全体の魔法クリダメを{0}％アップ","2","","3","18","3","0","101001103","1","1"
"1","0","20","2160","10","1.1","0","0","0","99","0","味方全体の物理防御力を{0}アップ","2","物理防御力アップ+{0}","3","18","3","1.1","101001104","1","1"
"120","0","4","2160","16","0","0","0","0","99","0","味方全体のＴＰを固定量で{0}回復","2","","3","0","3","0","101001105","1","1"
"10","0","1","2160","48","0","0","10","0","99","0","毎秒ＴＰを10回復する","2","","3","0","3","0","101001106","1","2"
"1","0","2","2160","4","8.5","0","0","0","1","0","味方単体のＨＰを{0}回復","2","ＨＰ回復量+{0}","3","1.2","5","8.5","101001201","1","0"
"1","0","20","2160","10","1","0","0","1","1","0","味方単体の物理防御力を{0}アップ","2","物理防御力アップ+{0}","3","12","5","1","101001202","1","1"
"0.5","0","2","2160","48","0.5","0","8.5","0","1","0","毎秒ＨＰを{0}回復する","2","回復量+{0}","2","0","5","0.08","101001203","1","1"
"1","0","2","2160","4","8.5","0","0","0","1","0","味方単体のＨＰを{0}回復","2","ＨＰ回復量+{0}","3","1.2","5","8.5","101002201","1","0"
"1","0","20","2160","10","1","0","0","1","1","0","味方単体の物理防御力を{0}アップ","2","物理防御力アップ+{0}","3","12","5","1","101002202","1","1"
"0.5","0","2","2160","48","0.5","0","8.5","0","1","0","毎秒ＨＰを{0}回復する","2","回復量+{0}","2","0","5","0.08","101002203","1","1"
"1","0","10","2160","10","40","0","0","1","1","0","味方単体の物理・魔法攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","180","38","40","101002204","1","1"
"1","0","30","2160","10","40","0","0","1","1","0","","2","魔法攻撃力アップ+{0}","3","180","38","40","101002205","1","1"
"1","0","110","2160","10","12","0","0","0","1","0","味方単体の物理・魔法クリダメを{0}％アップ","2","","3","180","38","0","101002206","1","0"
"1","0","120","2160","10","12","0","0","0","1","0","","2","","3","180","38","0","101002207","1","0"
"0.5","0","2","2160","83","0","0","0","0","1","0","味方単体の行動速度50%加算","2","","3","0","38","180","101002208","1","0"
"1000","0","1","2160","16","0","0","0","0","1","0","味方単体のＴＰを{0}回復","2","","3","0","38","1","101002209","1","0"
"1","0","0","2160","35","152","0","0","0","1","0","","2","","3","1","38","180","101002210","1","0"
"1","0","3","0","90","2","0","0","0","0","0","自分の物理防御力を{0}アップ","0","物理防御力アップ+{0}","0","1","0","2","101050101","1","0"
"1","0","3","0","90","2","0","0","0","0","0","自分の物理防御力を{0}アップ","0","物理防御力アップ+{0}","0","1","0","2","101051101","1","0"
"1","0","4","0","90","225","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","","0","1","0","0","101051102","1","0"
"20.4","0","1","1150","1","20.4","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.62","101100101","1","0"
"1","0","60","0","10","45","0","0","1","1","0","自分の物理クリティカルを{0}アップ","2","","1","99","7","0","101100201","1","1"
"1","0","10","0","10","15","0","0","1","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","1","12","7","15","101100202","1","1"
"20","0","1","-1","1","20","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.6","101100301","1","0"
"28","0","1","1300","1","28","0","0","0","99","1.75","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","2.16","101101101","1","0"
"1","0","60","0","10","75","0","0","1","1","0","自分の物理クリティカルを{0}アップ","2","","1","99","7","0","101101201","1","1"
"1","0","10","0","10","20","0","0","1","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","1","12","7","20","101101202","1","1"
"1.8","0","2","0","8","0","0","0","0","1","0","自分の行動速度80％アップ","2","","1","0","7","12","101101203","1","0"
"35","0","1","1300","1","35","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","2.8","101101301","1","0"
"1","0","110","0","10","15","0","0","1","1","0","自分の物理攻撃クリティカル時のダメージを{0}％アップ","2","","1","18","7","0","101101302","1","1"
"1","0","10","0","10","90","0","0","1","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","1","18","7","90","101101303","1","1"
"650","0","1","0","16","0","0","0","0","1","0","自分のＴＰを{0}回復","2","","1","0","7","0","101101304","1","0"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","101150101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","101151101","1","0"
"6.75","0","2","2160","1","6.75","0","0","0","99","0","物理攻撃をする敵に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","20","0.54","101200101","1","0"
"9","0","2","2160","1","9","0","0","0","99","0","敵全体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","0.81","101200102","1","0"
"20","0","2","2160","1","20","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","14","1.6","101200201","1","0"
"15","0","2","2160","1","15","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","14","1.2","101200301","1","0"
"0","0","7","2160","8","0","0","0","0","1","0","敵単体を一定時間行動不能にする","1","スタンの確定成功Ｌｖ+1","3","0","14","1.5","101200302","1","0"
"0","0","1","2160","7","0","0","0","0","1","0","","1","","3","0","14","0","101200303","1","0"
"15","0","2","300","1","15","0","0","0","99","0","範囲内の敵に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","3","1.2","101200304","1","0"
"30","0","2","2160","1","30","0","0","0","99","0","物理攻撃をする敵に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","20","2.4","101201101","1","0"
"1","0","41","2160","10","0.54","0","0","0","99","0","物理攻撃をする敵の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","2","18","20","0.54","101201102","1","1"
"0","0","7","2160","8","0","0","0","0","99","0","物理攻撃をする敵を一定時間行動不能にする","1","スタンの確定成功Ｌｖ+1","2","0","20","6","101201103","1","0"
"15","0","2","2160","1","15","0","0","0","99","0","敵全体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","3","1.2","101201104","1","0"
"0","0","2001","2160","28","1","101201106","0","0","99","0","","1","","3","0","3","1","101201105","1","0"
"15","0","2","2160","1","15","0","0","0","99","0","魔法攻撃をする敵がいない場合、敵全体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","1.2","101201106","1","0"
"22","0","2","2160","1","22","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","14","1.8","101201201","1","0"
"1","0","41","2160","10","0.2","0","0","1","1","0","敵単体の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","3","12","14","0.2","101201202","1","1"
"0","0","1","2160","7","0","0","0","0","1","0","","1","","3","0","14","0","101202201","1","0"
"30","0","2","300","1","30","0","0","0","99","0","範囲内の敵に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","3","2.4","101202202","1","0"
"1","0","41","300","10","0.4","0","0","1","99","0","範囲内の敵の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","2","18","3","0.4","101202203","1","1"
"0","0","2001","2160","28","1","101202205","0","0","99","0","魔法攻撃をする敵がいない場合、以下の効果が発動","1","","3","0","3","1","101202204","1","0"
"15","0","2","2160","1","15","0","0","0","99","0","敵全体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","1.2","101202205","1","0"
"1","0","11","2160","10","20","0","0","1","99","0","敵全体の物理攻撃力を{0}ダウン","1","物理攻撃力ダウン+{0}","3","18","3","20","101202206","1","1"
"0","0","2001","2160","28","1","101202208","0","0","99","0","","1","","3","0","3","1","101202207","1","0"
"1","0","30","-1","10","40","0","0","1","1","0","自分の魔法攻撃力を{0}アップ","2","魔法攻撃力アップ+{0}","1","180","7","40","101202208","1","1"
"300","0","1","-1","16","0","0","0","0","1","0","自分のＴＰを{0}回復","2","","1","0","7","1","101202209","1","0"
"1","0","4","0","90","15","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","101250101","1","0"
"1","0","4","0","90","240","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","101251101","1","0"
"60","0","2","2160","1","60","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","6","5.6","101300101","1","0"
"0","0","1","2160","7","0","0","0","0","1","0","","1","","1","0","3","0","101300201","1","0"
"1","0","41","200","10","0.48","0","0","0","99","0","範囲内の敵の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","2","12","3","0.48","101300202","1","0"
"20","0","2","2160","1","20","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","6","1.6","101300301","1","0"
"0","0","7","2160","8","0","0","0","0","1","0","敵単体を一定時間行動不能にする","1","スタンの確定成功Ｌｖ+1","2","0","6","1.5","101300302","1","0"
"140","0","2","2160","1","140","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","6","11.2","101301101","1","0"
"1","0","41","2160","10","0.5","0","0","0","1","0","敵単体の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","2","18","6","0.5","101301102","1","0"
"0","0","1","2160","7","0","0","0","0","1","0","","1","","1","0","3","0","101301201","1","0"
"1","0","41","200","10","0.8","0","0","0","99","0","範囲内の敵の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","2","12","3","0.8","101301202","1","0"
"60","0","2","2160","1","60","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","6","4.8","101301301","1","0"
"0","0","7","2160","8","0","0","0","0","1","0","敵単体を一定時間行動不能にする","1","スタンの確定成功Ｌｖ+1","2","0","6","4.5","101301302","1","0"
"0.9","0","1","2160","59","18","0","0","0","1","0","敵単体のＨＰ回復量を90％ダウン","1","","2","0","6","0","101301303","1","1"
"1","0","4","0","90","15","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","101350101","1","0"
"1","0","4","0","90","240","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","101351101","1","0"
"0","2","3","2160","7","0","0","0","0","1","0","","1","","1","0","3","0","101400101","1","0"
"2.4","2","41","2160","38","2.4","3","300","0","1","0","フィールド内の敵の魔法防御力{0}ダウン","1","魔法防御力ダウン+{0}","1","0","3","16","101400102","1","1"
"10","2","81","2160","38","0","0","300","0","1","0","フィールド内の敵のＴＰ上昇{0}ダウン","1","","1","0","3","16","101400103","1","1"
"0","2","1","2160","7","0","0","0","0","1","0","","1","","1","0","3","0","101400104","1","0"
"0.9","0","1","300","8","0","0","0","0","99","0","範囲内の敵の行動速度10％ダウン","1","行動速度低下の確定成功Ｌｖ+1","2","0","1","16","101400105","1","0"
"3.4","0","2","800","1","3.4","0","0","0","99","0","範囲内の敵に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","0.27","101400201","1","0"
"0","0","5","800","8","0","0","0","0","99","0","範囲内の敵を一定時間行動不能にする","1","束縛の確定成功Ｌｖ+1","1","0","3","2.5","101400202","1","0"
"5","0","1","2160","35","249","0","0","0","1","0","自分に証拠を１つ付与する","2","","3","1","7","180","101400203","1","0"
"12.5","0","2","-1","1","12.5","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","1","101400301","1","0"
"7.5","0","1","-1","11","0","0","0","0","1","0","敵単体を混乱させる","1","混乱の確定成功Ｌｖ+1","1","0","3","1","101400302","1","0"
"1","0","6249","2160","28","0","0","0","0","1","0","","2","","3","0","7","5","101400303","1","101400305"
"4","0","101400305","1200","26","0.1","0","0","0","99","0","","1","","1","0","3","0","101400304","1","3"
"12.5","0","2","1200","1","12.5","0","-1","0","99","0","証拠が５つの場合、範囲内の敵に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","1","101400305","1","0"
"1","0","6249","2160","28","0","0","0","0","1","0","","2","","3","0","7","5","101400306","1","101400307"
