ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"1","-850","18690006","7","","1","","869","31","1","-125"
"1","-1100","18690007","1","","2","","869","31","1","-250"
"","-125","18690008","110511","","1750","","869","2","","10"
"","-250","18690009","110011","","1500","","869","2","","10"
"","-125","18690010","1","","1750","","869","2","","10"
"","-250","18690011","2","","1500","","869","2","","10"
"","-125","18690012","1","","1750","","869","33","","10"
"","-250","18690013","2","","1500","","869","33","","10"
"","","18700001","se_10053800","","se_fpc_water_random","","870","23","",""
"-180","22","18700002","1","1","110111","cmn_float","870","1","1.75","-1100"
"-125","12","18700003","1","0","117111","cmn_float","870","1","1.75","-1350"
"-180","22","18700004","1","0","127011","cmn_float","870","1","1.75","-1600"
"1","-1070","18700005","6","","2","","870","31","1","-180"
"1","-1350","18700006","6","","3","","870","31","1","-125"
"1","-1600","18700007","6","","4","","870","31","1","-180"
"","-180","18700008","110111","","1500","","870","2","","13.5"
"","-125","18700009","117111","","1250","","870","2","","13.5"
"","-180","18700010","127011","","1000","","870","2","","13.5"
"","-180","18700011","2","","1530","","870","33","","13.5"
"","-125","18700012","3","","1250","","870","33","","13.5"
"","-180","18700013","4","","1000","","870","33","","13.5"
"","","18700014","2.7","","","","870","93","",""
"","","18700015","vo_fpc","","vo_fpc_87001","","870","21","","0"
"","","18710001","se_10053800","","se_fpc_water_random","","871","23","",""
"-125","12","18710002","1","0","122511","cmn_swm_breastStroke","871","1","1.75","-850"
"-250","32","18710003","1","0","117411","cmn_swm_breastStroke","871","1","1.75","-1100"
"1","-850","18710004","2","","1","","871","31","1","-125"
"1","-1100","18710005","2","","2","","871","31","1","-250"
"","-125","18710006","122511","","1750","","871","2","","10"
"","-250","18710007","117411","","1500","","871","2","","10"
"","-125","18710008","1","","1750","","871","33","","10"
"","-250","18710009","2","","1500","","871","33","","10"
"","","18720001","se_10053800","","se_fpc_water_random","","872","23","",""
"-180","23","18720002","1","0","110311","cmn_boat_relax_l","872","1","1.75","-850"
"-180","23","18720003","1","0","126711","cmn_boat_relax","872","1","1.75","-1200"
"-180","22","18720004","2","0","1","cmn_boat_idle_blue","872","5","1.75","-850"
"-180","22","18720005","2","0","2","cmn_boat_idle_l","872","5","1.75","-1200"
"1","-850","18720006","116","","1","","872","31","1","-180"
"1","-1200","18720007","116","","2","","872","31","1","-180"
"","-180","18720008","110311","","1750","","872","2","","13.5"
"","-180","18720009","126711","","1400","","872","2","","13.5"
"","-180","18720010","1","","1750","","872","2","","13.5"
"","-180","18720011","2","","1400","","872","2","","13.5"
"","-180","18720012","1","","1750","","872","33","","13.5"
"","-180","18720013","2","","1400","","872","33","","13.5"
"","","18720014","2.7","","","","872","93","",""
"","","18720015","vo_fpc","","vo_fpc_87201","","872","21","","0"
"","","18730001","se_10053800","","se_fpc_water_random","","873","23","",""
"-125","12","18730002","1","0","110411","cmn_swm_breastStroke","873","1","1.75","-850"
"-250","32","18730003","1","0","115711","cmn_swm_breastStroke","873","1","1.75","-1100"
"1","-850","18730004","2","","1","","873","31","1","-125"
"1","-1100","18730005","2","","2","","873","31","1","-250"
"","-125","18730006","110411","","1750","","873","2","","10"
"","-250","18730007","115711","","1500","","873","2","","10"
"","-125","18730008","1","","1750","","873","33","","10"
"","-250","18730009","2","","1500","","873","33","","10"
"","","18740001","se_10053800","","se_fpc_water_random","","874","23","",""
"-180","22","18740002","1","1","110411","cmn_float","874","1","1.75","-1100"
"-125","12","18740003","1","0","122611","cmn_float","874","1","1.75","-1350"
"1","-1070","18740004","6","","2","","874","31","1","-180"
"1","-1350","18740005","6","","3","","874","31","1","-125"
"","-180","18740006","110411","","1500","","874","2","","13.5"
"","-125","18740007","122611","","1250","","874","2","","13.5"
"","-180","18740008","2","","1530","","874","33","","13.5"
"","-125","18740009","3","","1250","","874","33","","13.5"
"","","18740010","2.6","","","","874","93","",""
"","","18740011","vo_fpc","","vo_fpc_87401","","874","21","","0"
"","","18750001","se_10053800","","se_fpc_water_random","","875","23","",""
"-125","12","18750002","1","0","108011","cmn_swm_diving","875","1","1.75","-850"
"-180","22","18750003","1","0","129411","cmn_swm_diving","875","1","1.75","-1100"
"1","-850","18750004","9","","1","","875","31","1","-125"
"1","-1100","18750005","9","","2","","875","31","1","-180"
"","-125","18750006","108011","","1750","","875","2","","13.5"
"","-180","18750007","129411","","1500","","875","2","","13.5"
"","-125","18750008","1","","1750","","875","33","","13.5"
"","-180","18750009","2","","1500","","875","33","","13.5"
"","","18760001","se_10053800","","se_fpc_water_random","","876","23","",""
"-180","22","18760002","1","1","117111","cmn_float","876","1","1.75","-1100"
"-125","12","18760003","1","0","129311","cmn_float","876","1","1.75","-1350"
"1","-1070","18760004","6","","2","","876","31","1","-180"
"1","-1350","18760005","6","","3","","876","31","1","-125"
"","-180","18760006","117111","","1500","","876","2","","13.5"
"","-125","18760007","129311","","1250","","876","2","","13.5"
"","-180","18760008","2","","1530","","876","33","","13.5"
"","-125","18760009","3","","1250","","876","33","","13.5"
"","","18760010","2.8","","","","876","93","",""
"","","18760011","vo_fpc","","vo_fpc_87601","","876","21","","0"
"","","18770001","se_10053800","","se_fpc_water_random","","877","23","",""
"-125","12","18770002","1","0","117211","cmn_crawl","877","1","1.75","-850"
"-250","32","18770003","1","0","117311","cmn_crawl","877","1","1.75","-1100"
"-125","12","18770004","1","0","117411","cmn_crawl","877","1","1.75","-1350"
"-250","32","18770005","1","0","129511","cmn_swm_diving","877","1","1.75","-1600"
"1","-850","18770006","7","","1","","877","31","1","-125"
"1","-1100","18770007","1","","2","","877","31","1","-250"
"1","-1350","18770008","7","","3","","877","31","1","-125"
"1","-1600","18770009","9","","4","","877","31","1","-250"
"","-125","18770010","117211","","1750","","877","2","","10"
"","-250","18770011","117311","","1500","","877","2","","10"
"","-125","18770012","117411","","1250","","877","2","","10"
"","-250","18770013","129511","","1000","","877","2","","10"
"","-125","18770014","1","","1750","","877","33","","10"
"","-250","18770015","2","","1500","","877","33","","10"
"","-125","18770016","3","","1250","","877","33","","10"
"","-250","18770017","4","","1000","","877","33","","10"
"","","18780001","se_10053800","","se_fpc_water_random","","878","23","",""
"-125","13","18780002","1","0","110611","cmn_swm_tread","878","1","1.75","-850"
"-250","33","18780003","1","0","129511","cmn_swm_tread","878","1","1.75","-1100"
"-125","12","18780004","1","0","1","cmn_swm_tread_pink","878","5","1.75","-850"
"-250","32","18780005","1","0","2","cmn_swm_tread_blue","878","5","1.75","-1100"
"1","-850","18780006","13","","1","","878","31","1","-125"
"1","-1100","18780007","3","","2","","878","31","1","-250"
"","-125","18780008","110611","","1750","","878","2","","13.5"
"","-250","18780009","129511","","1500","","878","2","","13.5"
"","-125","18780010","1","","1750","","878","2","","13.5"
"","-250","18780011","2","","1500","","878","2","","13.5"
"","-125","18780012","1","","1750","","878","33","","13.5"
"","-250","18780013","2","","1500","","878","33","","13.5"
"","","18790001","se_10053800","","se_fpc_water_random","","879","23","",""
"-180","22","18790002","1","1","107611","cmn_float","879","1","1.75","-1100"
"-125","12","18790003","1","0","122611","cmn_float","879","1","1.75","-1350"
"1","-1070","18790004","6","","2","","879","31","1","-180"
"1","-1350","18790005","6","","3","","879","31","1","-125"
"","-180","18790006","107611","","1500","","879","2","","13.5"
"","-125","18790007","122611","","1250","","879","2","","13.5"
"","-180","18790008","2","","1530","","879","33","","13.5"
"","-125","18790009","3","","1250","","879","33","","13.5"
"","","18790010","2.6","","","","879","93","",""
"","","18790011","vo_fpc","","vo_fpc_87901","","879","21","","0"
"","","18800001","se_10053800","","se_fpc_water_random","","880","23","",""
"-180","22","18800002","1","1","110311","cmn_float","880","1","1.75","-1100"
"-125","12","18800003","1","1","129311","04_misogi_float_loop","880","1","1.75","-1350"
"1","-1070","18800004","6","","2","","880","31","1","-180"
"1","-1350","18800005","6","","3","","880","31","1","-125"
"","-180","18800006","110311","","1500","","880","2","","13.5"
"","-125","18800007","129311","","1250","","880","2","","13.5"
"","-180","18800008","2","","1530","","880","33","","13.5"
"","-125","18800009","3","","1250","","880","33","","13.5"
"","","18800010","2.5","","","","880","93","",""
"","","18800011","vo_fpc","","vo_fpc_88001","","880","21","","0"
"","","18810001","se_10053800","","se_fpc_water_random","","881","23","",""
"-180","22","18810002","1","1","113511","cmn_float","881","1","1.75","-1100"
"-125","12","18810003","1","1","129311","04_misogi_float_loop","881","1","1.75","-1350"
"1","-1070","18810004","6","","2","","881","31","1","-180"
"1","-1350","18810005","6","","3","","881","31","1","-125"
"","-180","18810006","113511","","1500","","881","2","","13.5"
"","-125","18810007","129311","","1250","","881","2","","13.5"
"","-180","18810008","2","","1530","","881","33","","13.5"
"","-125","18810009","3","","1250","","881","33","","13.5"
"","","18810010","2.4","","","","881","93","",""
"","","18810011","vo_fpc","","vo_fpc_88101","","881","21","","0"
"","","18820001","se_10053800","","se_fpc_water_random","","882","23","",""
"-180","23","18820002","1","0","108011","cmn_boat_relax_l","882","1","1.75","-850"
"-180","23","18820003","1","0","107911","cmn_boat_cat","882","1","1.75","-1200"
"-180","22","18820004","2","0","1","cmn_boat_idle_blue","882","5","1.75","-850"
"-180","22","18820005","2","0","2","cmn_boat_idle_l","882","5","1.75","-1200"
"1","-850","18820006","116","","1","","882","31","1","-180"
"1","-1200","18820007","116","","2","","882","31","1","-180"
"","-180","18820008","108011","","1750","","882","2","","13.5"
"","-180","18820009","107911","","1400","","882","2","","13.5"
"","-180","18820010","1","","1750","","882","2","","13.5"
"","-180","18820011","2","","1400","","882","2","","13.5"
"","-180","18820012","1","","1750","","882","33","","13.5"
"","-180","18820013","2","","1400","","882","33","","13.5"
"","","18820014","1","","","","882","93","",""
"","","18820015","vo_fpc","","vo_fpc_88201","","882","21","","0"
"","","18830001","se_10053800","","se_fpc_water_random","","883","23","",""
"-125","12","18830002","1","0","110411","10_cmn_dogscratch","883","1","1.75","-850"
"-250","32","18830003","1","0","110511","10_cmn_dogscratch","883","1","1.75","-1100"
"-125","12","18830004","1","0","115711","10_cmn_dogscratch","883","1","1.75","-1350"
"-250","32","18830005","1","0","122411","10_cmn_dogscratch","883","1","1.75","-1600"
"1","-850","18830006","117","","1","","883","31","1","-125"
"1","-1100","18830007","117","","2","","883","31","1","-250"
"1","-1350","18830008","117","","3","","883","31","1","-125"
"1","-1600","18830009","117","","4","","883","31","1","-250"
"","-125","18830010","110411","","1750","","883","2","","10"
"","-250","18830011","110511","","1500","","883","2","","10"
"","-125","18830012","115711","","1250","","883","2","","10"
"","-250","18830013","122411","","1000","","883","2","","10"
"","-125","18830014","1","","1750","","883","33","","10"
"","-250","18830015","2","","1500","","883","33","","10"
"","-125","18830016","3","","1250","","883","33","","10"
"","-250","18830017","4","","1000","","883","33","","10"
"","","18840001","se_10053800","","se_fpc_water_random","","884","23","",""
"-180","22","18840002","1","1","107511","cmn_float","884","1","1.75","-1100"
"-125","12","18840003","1","0","126611","cmn_float","884","1","1.75","-1350"
"1","-1070","18840004","6","","2","","884","31","1","-180"
"1","-1350","18840005","6","","3","","884","31","1","-125"
"","-180","18840006","107511","","1500","","884","2","","13.5"
"","-125","18840007","126611","","1250","","884","2","","13.5"
"","-180","18840008","2","","1530","","884","33","","13.5"
"","-125","18840009","3","","1250","","884","33","","13.5"
"","","18840010","2.2","","","","884","93","",""
"","","18840011","vo_fpc","","vo_fpc_88401","","884","21","","0"
"","","18850001","se_10053800","","se_fpc_water_random","","885","23","",""
"-180","22","18850002","1","1","107611","cmn_float","885","1","1.75","-1100"
"-125","12","18850003","1","0","107711","cmn_float","885","1","1.75","-1350"
"1","-1070","18850004","6","","2","","885","31","1","-180"
"1","-1350","18850005","6","","3","","885","31","1","-125"
"","-180","18850006","107611","","1500","","885","2","","13.5"
"","-125","18850007","107711","","1250","","885","2","","13.5"
"","-180","18850008","2","","1530","","885","33","","13.5"
"","-125","18850009","3","","1250","","885","33","","13.5"
"","","18850010","2.6","","","","885","93","",""
"","","18850011","vo_fpc","","vo_fpc_88501","","885","21","","0"
"","","18860001","se_10053800","","se_fpc_water_random","","886","23","",""
"-180","23","18860002","1","0","113111","cmn_boat_relax_l","886","1","1.75","-850"
"-180","23","18860003","1","0","122511","cmn_boat_relax","886","1","1.75","-1200"
"-180","22","18860004","2","0","1","cmn_boat_idle_blue","886","5","1.75","-850"
"-180","22","18860005","2","0","2","cmn_boat_idle_l","886","5","1.75","-1200"
"1","-850","18860006","116","","1","","886","31","1","-180"
"1","-1200","18860007","116","","2","","886","31","1","-180"
"","-180","18860008","113111","","1750","","886","2","","13.5"
"","-180","18860009","122511","","1400","","886","2","","13.5"
"","-180","18860010","1","","1750","","886","2","","13.5"
"","-180","18860011","2","","1400","","886","2","","13.5"
"","-180","18860012","1","","1750","","886","33","","13.5"
"","-180","18860013","2","","1400","","886","33","","13.5"
"","","18860014","2.6","","","","886","93","",""
"","","18860015","vo_fpc","","vo_fpc_88601","","886","21","","0"
"","","18870001","se_10053800","","se_fpc_water_random","","887","23","",""
"-180","22","18870002","1","1","107711","cmn_float","887","1","1.75","-1100"
"-125","12","18870003","1","0","122711","cmn_float","887","1","1.75","-1350"
"1","-1070","18870004","6","","2","","887","31","1","-180"
"1","-1350","18870005","6","","3","","887","31","1","-125"
"","-180","18870006","107711","","1500","","887","2","","13.5"
"","-125","18870007","122711","","1250","","887","2","","13.5"
"","-180","18870008","2","","1530","","887","33","","13.5"
"","-125","18870009","3","","1250","","887","33","","13.5"
"","","18870010","2.5","","","","887","93","",""
"","","18870011","vo_fpc","","vo_fpc_88701","","887","21","","0"
"","","18890001","se_10053800","","se_fpc_water_random","","889","23","",""
"-15","12","18890002","1","1","122811","09_misogi_run","889","1","1.49","750"
"","-15","18890003","122811","0","-750","","889","2","","5.65"
"","","18890004","0.5","","","","889","93","",""
"","","18890005","vo_fpc","","vo_fpc_88901","","889","21","","0"
"","","18900001","se_10053800","","se_fpc_water_random","","890","23","",""
"-15","12","18900002","1","1","107911","09_misogi_run","890","1","1.49","750"
"","-15","18900003","107911","0","-750","","890","2","","5.65"
"","","18900004","0.6","","","","890","93","",""
"","","18900005","vo_fpc","","vo_fpc_89001","","890","21","","0"
"","","18910001","se_10053800","","se_fpc_water_random","","891","23","",""
"-180","22","18910002","1","1","122411","04_misogi_flutterKick_loop","891","1","1.75","1000"
"1","1000","18910003","12","","12","","891","31","1","-180"
