ec2e1fe69dcbd3c9e51ff4035943fe71766d9d82aa2f6f4558f47bae30ba3cc2,63911f49d18e3256edd55e00171afbf9489515b2fc5b73201fe7f81c81482686,977de6d90d46d690497c128fb89c5a554214715212571f74977b134dca58938f,cde1792a591067a1be04215306a1e84521956837d95850458f9c937a12318260,844518bcfcdc9d7c0cd0c3387a824d22fd2cca4bd2f5660fcbcaa3bd0d75ceea,f7aa4f51cccc58f50f580d394b5b0e5c331d12155e346332f73d8b5c4aa377c4,51c7bd2460e7fee0eaa2e7678428d895d2db6558c29e803b4667a1450ab864e9,9552a177aee75724590b0a62554c23d8d81316272cdde2fe5f2611c0590c65f3,5b77ace9045de9440818f4539230b2b9460c326edeffbaa20e114cea125d2673,8245427ff3378fc3b45d730b8f649a8e352638a5ac7ed48e1b4dc59fb7830796,69ba278cc783b993f8ad2d40da52385927908a38a14f8d581da7a27a1b95ac14,bf384befda6d9bd04126a647bf7c4e803ba2c2b36d6f0bfe466a8e9c9669b0e2,d187a953e2ba3c5c235bde134fac7ea929ceb5f046def8d0d29d84b6a5d12457,2da644eccd564540d6c43c74a03de8fc910a9755c05199a9fa4e48311583d623,21ef226d4d0a7c0a89b46dff164a12d2dc3d6da8695ddbd4eaed8bb82480e065,7553bf783c49f5bff90f50164d1a97f14b68b2b27487b140e3f749df4dbeb883,a27aa147d2b9d72a203d6e58162fa126e8ab673e40a0854dd56d46973861c298,5d45c2aa120c61c634024ffa8d99298ce33883578d5301b7e6c18baf98ac5b47,68d56f72b5fc7e286b550983e5aaee3ea73376047a5768d2ed5adeb52b50d0d8,c8e064a6d7b86c32988a64e5fe62307e864018427e6eaac661b6163bf1943a46
"12494","これ、何と言う？","2","12450","12463","ノックアウト","5","5","1","12488","格闘技での勝敗判定の一つ。相手をダウンさせたまま、既定の時間が過ぎたとき","5","1229","1","ノックアウト","12454","0","5","5","ノクアウト"
"12486","これ、何と言う？","2","12491","12463","","5","5","1","12523","格闘技で、ただのノックアウトとは異なった特殊な判定である「TKO」。この「T」は何の略？","5","1230","2","テクニカル","12459","0","5","5","テクニカル"
"12454","これ、何と言う？","2","12523","12455","","5","5","1","12540","ボクシングの階級で「ライト」などのつくものを省いて考えた場合、「ミドル級とライト級の間」は何？","5","1231","3","ウェルター級","12479","0","5","5","ウェルター"
"12502","これ、何と言う？","2","12513","12540","","5","5","1","12531","狩猟のために生まれた武器。「くの字型」をしており、投げた後Uターンして手元に戻ってくる","5","1232","1","ブーメラン","12521","0","5","5","ブーメラン"
"12493","これ、何と言う？","2","12525","12463","","5","5","1","12531","「死霊使い」とも呼ばれる、ファンタジーでもおなじみの存在。死者を蘇らせ操る術を持つ","5","1233","2","ネクロマンサー","12510","0","5","5","ネクロマン"
"12464","これ、何と言う？","2","12487","12521","","5","5","1","12454","かつての剣闘士（グラディエーター）が用いた、幅広の剣","5","1234","2","グラディウス","12451","0","5","5","グラディウ"
"12467","これ、何と言う？","2","12483","12525","","5","5","1","12458","「コロシアム」「コロセウム」とも表記される、非常によく知られた円形闘技場","5","1235","1","コロッセオ","12475","0","5","5","コロッセオ"
"12494","これ、何と言う？","2","12523","12540","","5","5","1","12463","球技スポーツで、そちらに目線を向けることなくパスをして、相手を出し抜くテクニックのこと","5","1236","2","ノールックパス","12483","0","5","5","ノールック"
"12473","これ、何と言う？","2","12531","12479","","5","5","1","12531","護身用や警官が持つ装備として知られた、手持ちサイズの武器。高圧の電撃で相手を無力化する","5","1237","1","スタンガン","12460","0","5","5","スタンガン"
"12395","これ、何と言う？","2","12356","12423","","4","4","1","12358","西遊記の「孫悟空」が武器に使った、自由自在に拡大・縮小できる棒","4","1238","1","にょいぼう","12412","0","4","4","にょいぼう"
"12487","これ、何と言う？","2","12469","12473","","5","5","1","12474","「死神」が持つと言われる大きな鎌のこと","5","1239","3","デスサイズ","12452","0","5","5","デスサイズ"
"12426","これ、何と言う？","1","12358","12421","","4","4","1","12435","『ホマレ』が持つ能力で、発動中は遠く離れたものも見ることができる","4","1240","2","りゅうがん","12364","1240","4","4","りゅうがん"
"12489","これ、何と言う？","2","12500","12540","","5","5","1","12464","スポーツにおいて、薬物などの禁止された手段を用いて、不当に能力を高めること","5","1241","1","ドーピング","12531","0","5","5","ドーピング"
"12473","これ、何と言う？","2","12452","12521","","5","5","1","12540","野球の投球における球種の一つ。文字通り、スルリと滑るような変化をすることから","5","1242","1","スライダー","12480","0","5","5","スライダー"
"12484","これ、何と言う？","2","12471","12540","","5","5","1","12512","野球の投球における球種の一つ。球が1回転する間に、縫い目が合計で2回通過することから","5","1243","3","ツーシーム","12540","0","5","5","ツーシーム"
"12450","これ、何と言う？","2","12497","12531","","5","5","1","12450","広義にはスポーツ全般の審判員を指すが、一般には特に野球の審判員を指すことが多い","5","1244","2","アンパイア","12452","0","5","5","アンパイア"
"12487","これ、何と言う？","2","12466","12452","","5","5","1","12512","野球の試合の、開催形式の分類。時間帯によって、2つに分かれる","5","1245","2","ナイター⇔デイゲーム","12540","0","5","5","デイゲーム"
"12525","これ、何と言う？","2","12479","12473","","5","5","1","12512","サッカーで「アディショナルタイム」と呼ばれるルールの、かつての呼び方","5","1246","1","ロスタイム","12452","0","5","5","ロスタイム"
"12475","これ、何と言う？","2","12479","12531","","5","5","1","12531","サッカーで、サイドから中央のゴール付近の味方へ大きなパスを出すこと","5","1247","2","センタリング","12522","0","5","5","センタリン"
"12458","これ、何と言う？","2","12531","12454","オウンゴール","5","5","1","12523","サッカーで、間違って自陣側のゴールにボールを入れてしまい、相手に得点が入ること","5","1248","1","オウンゴール","12468","0","5","5","オウンゴル"
"12501","これ、何と言う？","2","12452","12455","","5","5","1","12488","多くのスポーツで、相手の意表を突くためにわざと行う「ふり動作」のこと。「フェイク」とも","5","1249","1","フェイント","12531","0","5","5","フェイント"
"12372","これ、何と言う？","2","12388","12387","","4","4","1","12435","力士の間で、お礼を言うときに広く使われるあいさつ。昨今は相撲以外の一般層にも浸透している","4","1250","3","ごっつぁんです","12353","0","4","4","ごっつぁん"
"32854","これ、何と言う？","2","12522","28779","","5","6","1","12540","オリンピックで、トーチに灯した火をランナーが次々と受け継いで、会場までリレーをする催し","5","1251","1","聖火リレー","12524","0","5","6","聖火リレー"
"12480","これ、何と言う？","2","12499","12452","","5","5","1","12464","野球の野手が、大きく頭から飛び込んで打球をキャッチするプレー。成功すると非常に盛り上がる","5","1252","2","ダイビングキャッチ","12531","0","5","5","ダイビング"
"12501","これ、何と言う？","2","12511","12524","フレーミング","5","5","1","12464","野球の捕手が、判定の際どいボールを、自分がうまく動くことで審判にストライクと判定させる技術","5","1253","3","フレーミング","12531","0","5","5","フレミング"
"12473","これ、何と言う？","1","12521","12488","","5","5","1","12463","『ペコリーヌ』のユニオンバースト","5","1255","1","プリンセスストライク","12452","1255","5","5","ストライク"
"29289","これ、何と言う？","1","25915","29702","","6","6","1","21147","プリコネRのバトルで、「物理攻撃で与えられるダメージ」に大きくかかわるステータス","6","1256","1","物理攻撃力","25731","0","6","6","物理攻撃力"
"39764","これ、何と言う？","1","25915","27861","","6","6","1","21147","プリコネRのバトルで、「魔法攻撃で与えられるダメージ」に大きくかかわるステータス","6","1257","1","魔法攻撃力","25731","0","6","6","魔法攻撃力"
"29289","これ、何と言う？","1","38450","29702","","6","6","1","21147","プリコネRのバトルで、「物理攻撃で受けるダメージ」に大きくかかわるステータス","6","1258","1","物理防御力","24481","0","6","6","物理防御力"
"39764","これ、何と言う？","1","38450","27861","","6","6","1","21147","プリコネRのバトルで、「魔法攻撃で受けるダメージ」に大きくかかわるステータス","6","1259","1","魔法防御力","24481","0","6","6","魔法防御力"
"12513","これ、何と言う？","1","12522","12514","メモリーピース","5","5","1","12473","プリコネRのバトルに関わる強化方法で、「才能開花」をするために必要なアイテム","5","1260","1","メモリーピース","12500","0","5","5","メモリピス"
"12473","これ、何と言う？","1","12483","12521","","5","5","1","12517","『ミミ』のユニオンバースト","5","1261","3","うさぎさんスラッシュ","12471","1261","5","5","スラッシュ"
"12454","これ、何と言う？","1","12501","12523","","5","5","1","12531","『マコト』のユニオンバースト","5","1262","3","ウルフェンバイト","12455","1262","5","5","ウルフェン"
"12501","これ、何と言う？","1","12531","12449","","5","5","1","12512","『シノブ』のユニオンバースト","5","1263","3","ファントムテラー","12488","5108","5","5","ファントム"
"12497","これ、何と言う？","1","12483","12491","","5","5","1","12517","『エリコ』のユニオンバースト","5","1264","3","デッドリーパニッシュ","12471","1264","5","5","パニッシュ"
"12490","これ、何と言う？","1","12523","12463","琉球犬ナックルアロー","5","5","1","12525","『カオリ』のユニオンバースト","5","1265","3","琉球犬ナックルアロー","12450","2268","5","5","ナクルアロ"
"12501","これ、何と言う？","1","12531","12449","","5","5","1","12512","『ルナ』のユニオンバースト","5","1266","3","ファントムハウル","12488","1266","5","5","ファントム"
"38647","これ、何と言う？","1","25731","38275","","6","6","1","26028","『モニカ（★6）』のユニオンバースト","6","1267","3","旋風雷閃撃鎖斬","37782","1267","6","6","雷閃撃鎖斬"
"12356","このことわざ、何と言う？","2","12398","12375","","4","4","2","12360","どんなにつらくても辛抱していれば、やがて報われること","4","2001","1","いしのうえにも三年","12358","0","4","4","いしのうえ"
"12383","これ、何と言う？","2","12390","12414","","4","4","2","12371","童話「浦島太郎」で、竜宮城から帰った浦島太郎が開けた箱","4","2002","1","たまてばこ","12400","0","4","4","たまてばこ"
"12385","これ、何と言う？","2","12396","12426","","4","4","2","12434","いろはうたで「いろはにほへと」に続く5文字","4","2003","1","ちりぬるを","12427","0","4","4","ちりぬるを"
"12388","これ、何と言う？","2","12394","12397","","4","4","2","12416","いろはうたで「わかよたれそ」に続く5文字","4","2004","2","つねならむ","12425","0","4","4","つねならむ"
"12369","これ、何と言う？","2","12371","12405","","4","4","2","12390","いろはうたで「うゐのおくやま」に続く5文字","4","2005","3","けふこえて","12360","0","4","4","けふこえて"
"12405","空欄に入るのは？","2","12356","12427","","4","4","2","12420","有名な俳句「○○○○○　蛙飛び込む　水の音」","4","2006","2","ふるいけや","12369","0","4","4","ふるいけや"
"12422","空欄に入るのは？","2","12398","12417","","4","4","2","12392","有名な俳句「夏草や　兵どもが　○○○○○」","4","2007","2","ゆめのあと","12354","0","4","4","ゆめのあと"
"12377","空欄に入るのは？","2","12402","12427","","4","4","2","12382","有名な俳句「秋深き　隣は何を　○○○○○」","4","2008","3","するひとぞ","12392","0","4","4","するひとぞ"
