6f1ad0beb2aa9434327f1291faa528e1629bdb3f52effbbc31534508e0e10a1b,a9a307a151b1e75d3115ebdcddde43fa69749f341e8a673c813399d4815ac2fc,75a248fb8d4e13db845f432318fed353275f69ea373d0b18cd90cab548120f80,4bf07342da246ebe98a176f66bbf52e48da732bff43e3956d76f4ec18c95f7b4,db90e33b660c3e2c1d841f3894c00da86e047333d7515343d8c6a4ff17635855,14e9c632f676231d311c780405688493aa6cc67c39669d60e7ff80c2caa3388d
"ギルドハウス3","","100601","vo_room_100601_auto_003","vo_room_100601","10060131"
"ギルドハウス4","","100601","vo_room_100601_auto_004","vo_room_100601","10060132"
"ギルドハウス5","","100601","vo_room_100601_auto_005","vo_room_100601","10060133"
"ギルドハウスタップ1","","100601","vo_room_100601_tap_001","vo_room_100601","10060134"
"ギルドハウスタップ2","","100601","vo_room_100601_tap_002","vo_room_100601","10060135"
"ギルドハウスタップ3","","100601","vo_room_100601_tap_003","vo_room_100601","10060136"
"ギルドハウスタップ4","","100601","vo_room_100601_tap_004","vo_room_100601","10060137"
"勝利1","","100602","vo_btl_100602_win_001","vo_btl_100602","10060201"
"勝利2","","100602","vo_btl_100602_win_002","vo_btl_100602","10060202"
"勝利3","","100602","vo_btl_100602_win_003","vo_btl_100602","10060203"
"敗北1","","100602","vo_btl_100602_lose_001","vo_btl_100602","10060204"
"敗北2","","100602","vo_btl_100602_lose_002","vo_btl_100602","10060205"
"敗北3","","100602","vo_btl_100602_lose_003","vo_btl_100602","10060206"
"気絶1","","100602","vo_btl_100602_retire_001","vo_btl_100602","10060207"
"気絶2","","100602","vo_btl_100602_retire_002","vo_btl_100602","10060208"
"気絶3","","100602","vo_btl_100602_retire_003","vo_btl_100602","10060209"
"スキルカットイン1","","100602","vo_btl_100602_cutin_001","vo_btl_100602","10060210"
"スキルカットイン2","","100602","vo_btl_100602_cutin_002","vo_btl_100602","10060211"
"スキルカットイン3","","100602","vo_btl_100602_cutin_003","vo_btl_100602","10060212"
"ユニオンバースト1","","100602","vo_btl_100602_skill_000_001","vo_btl_100602","10060213"
"ユニオンバースト2","","100602","vo_btl_100602_skill_000_002","vo_btl_100602","10060214"
"ユニオンバースト3","","100602","vo_btl_100602_skill_000_003","vo_btl_100602","10060215"
"バトルスタート","","100602","vo_btl_100602_wavestart","vo_btl_100602","10060216"
"次のwaveへ","","100602","vo_btl_100602_nextwave","vo_btl_100602","10060217"
"最終waveへ","","100602","vo_btl_100602_lastwave","vo_btl_100602","10060218"
"バトルへのローディング","","100602","vo_cmn_100602_battlestart_001","vo_cmn_100602","10060219"
"バトル結果1","","100602","vo_cmn_100602_battleresult_001","vo_cmn_100602","10060220"
"バトル結果2","","100602","vo_cmn_100602_battleresult_002","vo_cmn_100602","10060221"
"マイページ1","","100602","vo_cmn_100602_mypage_001","vo_cmn_100602","10060222"
"マイページ2","","100602","vo_cmn_100602_mypage_002","vo_cmn_100602","10060223"
"マイページ3","","100602","vo_cmn_100602_mypage_003","vo_cmn_100602","10060224"
"マイページ4","","100602","vo_cmn_100602_mypage_004","vo_cmn_100602","10060225"
"マイページ5","","100602","vo_cmn_100602_mypage_005","vo_cmn_100602","10060226"
"ガチャ登場セリフ","","100602","vo_cmn_100602_gacha_001","vo_cmn_100602","10060227"
"自己紹介","","100602","vo_cmn_100602_profile_001","vo_cmn_100602","10060228"
"ギルドハウス1","","100602","vo_room_100602_auto_001","vo_room_100602","10060229"
"ギルドハウス2","","100602","vo_room_100602_auto_002","vo_room_100602","10060230"
"ギルドハウス3","","100602","vo_room_100602_auto_003","vo_room_100602","10060231"
"ギルドハウス4","","100602","vo_room_100602_auto_004","vo_room_100602","10060232"
"ギルドハウス5","","100602","vo_room_100602_auto_005","vo_room_100602","10060233"
"ギルドハウスタップ1","","100602","vo_room_100602_tap_001","vo_room_100602","10060234"
"ギルドハウスタップ2","","100602","vo_room_100602_tap_002","vo_room_100602","10060235"
"ギルドハウスタップ3","","100602","vo_room_100602_tap_003","vo_room_100602","10060236"
"ギルドハウスタップ4","","100602","vo_room_100602_tap_004","vo_room_100602","10060237"
"勝利1","","100701","vo_btl_100701_win_001","vo_btl_100701","10070101"
"勝利2","","100701","vo_btl_100701_win_002","vo_btl_100701","10070102"
"勝利3","","100701","vo_btl_100701_win_003","vo_btl_100701","10070103"
"敗北1","","100701","vo_btl_100701_lose_001","vo_btl_100701","10070104"
"敗北2","","100701","vo_btl_100701_lose_002","vo_btl_100701","10070105"
"敗北3","","100701","vo_btl_100701_lose_003","vo_btl_100701","10070106"
"気絶1","","100701","vo_btl_100701_retire_001","vo_btl_100701","10070107"
"気絶2","","100701","vo_btl_100701_retire_002","vo_btl_100701","10070108"
"気絶3","","100701","vo_btl_100701_retire_003","vo_btl_100701","10070109"
"スキルカットイン1","","100701","vo_btl_100701_cutin_001","vo_btl_100701","10070110"
"スキルカットイン2","","100701","vo_btl_100701_cutin_002","vo_btl_100701","10070111"
"スキルカットイン3","","100701","vo_btl_100701_cutin_003","vo_btl_100701","10070112"
"ユニオンバースト1","","100701","vo_btl_100701_skill_000_001","vo_btl_100701","10070113"
"ユニオンバースト2","","100701","vo_btl_100701_skill_000_002","vo_btl_100701","10070114"
"ユニオンバースト3","","100701","vo_btl_100701_skill_000_003","vo_btl_100701","10070115"
"バトルスタート","","100701","vo_btl_100701_wavestart","vo_btl_100701","10070116"
"次のwaveへ","","100701","vo_btl_100701_nextwave","vo_btl_100701","10070117"
"最終waveへ","","100701","vo_btl_100701_lastwave","vo_btl_100701","10070118"
"バトルへのローディング","","100701","vo_cmn_100701_battlestart_001","vo_cmn_100701","10070119"
"バトル結果1","","100701","vo_cmn_100701_battleresult_001","vo_cmn_100701","10070120"
"バトル結果2","","100701","vo_cmn_100701_battleresult_002","vo_cmn_100701","10070121"
"マイページ1","","100701","vo_cmn_100701_mypage_001","vo_cmn_100701","10070122"
"マイページ2","","100701","vo_cmn_100701_mypage_002","vo_cmn_100701","10070123"
"マイページ3","","100701","vo_cmn_100701_mypage_003","vo_cmn_100701","10070124"
"マイページ4","","100701","vo_cmn_100701_mypage_004","vo_cmn_100701","10070125"
"マイページ5","","100701","vo_cmn_100701_mypage_005","vo_cmn_100701","10070126"
"ガチャ登場セリフ","","100701","vo_cmn_100701_gacha_001","vo_cmn_100701","10070127"
"自己紹介","","100701","vo_cmn_100701_profile_001","vo_cmn_100701","10070128"
"ギルドハウス1","","100701","vo_room_100701_auto_001","vo_room_100701","10070129"
"ギルドハウス2","","100701","vo_room_100701_auto_002","vo_room_100701","10070130"
"ギルドハウス3","","100701","vo_room_100701_auto_003","vo_room_100701","10070131"
"ギルドハウス4","","100701","vo_room_100701_auto_004","vo_room_100701","10070132"
"ギルドハウス5","","100701","vo_room_100701_auto_005","vo_room_100701","10070133"
"ギルドハウスタップ1","","100701","vo_room_100701_tap_001","vo_room_100701","10070134"
"ギルドハウスタップ2","","100701","vo_room_100701_tap_002","vo_room_100701","10070135"
"ギルドハウスタップ3","","100701","vo_room_100701_tap_003","vo_room_100701","10070136"
"ギルドハウスタップ4","","100701","vo_room_100701_tap_004","vo_room_100701","10070137"
"勝利1","","100702","vo_btl_100702_win_001","vo_btl_100702","10070201"
"勝利2","","100702","vo_btl_100702_win_002","vo_btl_100702","10070202"
"勝利3","","100702","vo_btl_100702_win_003","vo_btl_100702","10070203"
"敗北1","","100702","vo_btl_100702_lose_001","vo_btl_100702","10070204"
"敗北2","","100702","vo_btl_100702_lose_002","vo_btl_100702","10070205"
"敗北3","","100702","vo_btl_100702_lose_003","vo_btl_100702","10070206"
"気絶1","","100702","vo_btl_100702_retire_001","vo_btl_100702","10070207"
"気絶2","","100702","vo_btl_100702_retire_002","vo_btl_100702","10070208"
"気絶3","","100702","vo_btl_100702_retire_003","vo_btl_100702","10070209"
"スキルカットイン1","","100702","vo_btl_100702_cutin_001","vo_btl_100702","10070210"
"スキルカットイン2","","100702","vo_btl_100702_cutin_002","vo_btl_100702","10070211"
"スキルカットイン3","","100702","vo_btl_100702_cutin_003","vo_btl_100702","10070212"
"ユニオンバースト1","","100702","vo_btl_100702_skill_000_001","vo_btl_100702","10070213"
"ユニオンバースト2","","100702","vo_btl_100702_skill_000_002","vo_btl_100702","10070214"
"ユニオンバースト3","","100702","vo_btl_100702_skill_000_003","vo_btl_100702","10070215"
"バトルスタート","","100702","vo_btl_100702_wavestart","vo_btl_100702","10070216"
"次のwaveへ","","100702","vo_btl_100702_nextwave","vo_btl_100702","10070217"
"最終waveへ","","100702","vo_btl_100702_lastwave","vo_btl_100702","10070218"
"バトルへのローディング","","100702","vo_cmn_100702_battlestart_001","vo_cmn_100702","10070219"
"バトル結果1","","100702","vo_cmn_100702_battleresult_001","vo_cmn_100702","10070220"
"バトル結果2","","100702","vo_cmn_100702_battleresult_002","vo_cmn_100702","10070221"
"マイページ1","","100702","vo_cmn_100702_mypage_001","vo_cmn_100702","10070222"
"マイページ2","","100702","vo_cmn_100702_mypage_002","vo_cmn_100702","10070223"
"マイページ3","","100702","vo_cmn_100702_mypage_003","vo_cmn_100702","10070224"
"マイページ4","","100702","vo_cmn_100702_mypage_004","vo_cmn_100702","10070225"
"マイページ5","","100702","vo_cmn_100702_mypage_005","vo_cmn_100702","10070226"
"ガチャ登場セリフ","","100702","vo_cmn_100702_gacha_001","vo_cmn_100702","10070227"
"自己紹介","","100702","vo_cmn_100702_profile_001","vo_cmn_100702","10070228"
"ギルドハウス1","","100702","vo_room_100702_auto_001","vo_room_100702","10070229"
"ギルドハウス2","","100702","vo_room_100702_auto_002","vo_room_100702","10070230"
"ギルドハウス3","","100702","vo_room_100702_auto_003","vo_room_100702","10070231"
"ギルドハウス4","","100702","vo_room_100702_auto_004","vo_room_100702","10070232"
"ギルドハウス5","","100702","vo_room_100702_auto_005","vo_room_100702","10070233"
"ギルドハウスタップ1","","100702","vo_room_100702_tap_001","vo_room_100702","10070234"
"ギルドハウスタップ2","","100702","vo_room_100702_tap_002","vo_room_100702","10070235"
"ギルドハウスタップ3","","100702","vo_room_100702_tap_003","vo_room_100702","10070236"
"ギルドハウスタップ4","","100702","vo_room_100702_tap_004","vo_room_100702","10070237"
"勝利1","","100801","vo_btl_100801_win_001","vo_btl_100801","10080101"
"勝利2","","100801","vo_btl_100801_win_002","vo_btl_100801","10080102"
"勝利3","","100801","vo_btl_100801_win_003","vo_btl_100801","10080103"
"敗北1","","100801","vo_btl_100801_lose_001","vo_btl_100801","10080104"
"敗北2","","100801","vo_btl_100801_lose_002","vo_btl_100801","10080105"
"敗北3","","100801","vo_btl_100801_lose_003","vo_btl_100801","10080106"
"気絶1","","100801","vo_btl_100801_retire_001","vo_btl_100801","10080107"
"気絶2","","100801","vo_btl_100801_retire_002","vo_btl_100801","10080108"
"気絶3","","100801","vo_btl_100801_retire_003","vo_btl_100801","10080109"
"スキルカットイン1","","100801","vo_btl_100801_cutin_001","vo_btl_100801","10080110"
"スキルカットイン2","","100801","vo_btl_100801_cutin_002","vo_btl_100801","10080111"
"スキルカットイン3","","100801","vo_btl_100801_cutin_003","vo_btl_100801","10080112"
"ユニオンバースト1","","100801","vo_btl_100801_skill_000_001","vo_btl_100801","10080113"
"ユニオンバースト2","","100801","vo_btl_100801_skill_000_002","vo_btl_100801","10080114"
"ユニオンバースト3","","100801","vo_btl_100801_skill_000_003","vo_btl_100801","10080115"
"バトルスタート","","100801","vo_btl_100801_wavestart","vo_btl_100801","10080116"
"次のwaveへ","","100801","vo_btl_100801_nextwave","vo_btl_100801","10080117"
"最終waveへ","","100801","vo_btl_100801_lastwave","vo_btl_100801","10080118"
"バトルへのローディング","","100801","vo_cmn_100801_battlestart_001","vo_cmn_100801","10080119"
"バトル結果1","","100801","vo_cmn_100801_battleresult_001","vo_cmn_100801","10080120"
"バトル結果2","","100801","vo_cmn_100801_battleresult_002","vo_cmn_100801","10080121"
"マイページ1","","100801","vo_cmn_100801_mypage_001","vo_cmn_100801","10080122"
"マイページ2","","100801","vo_cmn_100801_mypage_002","vo_cmn_100801","10080123"
"マイページ3","","100801","vo_cmn_100801_mypage_003","vo_cmn_100801","10080124"
"マイページ4","","100801","vo_cmn_100801_mypage_004","vo_cmn_100801","10080125"
"マイページ5","","100801","vo_cmn_100801_mypage_005","vo_cmn_100801","10080126"
"ガチャ登場セリフ","","100801","vo_cmn_100801_gacha_001","vo_cmn_100801","10080127"
"自己紹介","","100801","vo_cmn_100801_profile_001","vo_cmn_100801","10080128"
"ギルドハウス1","","100801","vo_room_100801_auto_001","vo_room_100801","10080129"
"ギルドハウス2","","100801","vo_room_100801_auto_002","vo_room_100801","10080130"
"ギルドハウス3","","100801","vo_room_100801_auto_003","vo_room_100801","10080131"
"ギルドハウス4","","100801","vo_room_100801_auto_004","vo_room_100801","10080132"
"ギルドハウス5","","100801","vo_room_100801_auto_005","vo_room_100801","10080133"
"ギルドハウスタップ1","","100801","vo_room_100801_tap_001","vo_room_100801","10080134"
"ギルドハウスタップ2","","100801","vo_room_100801_tap_002","vo_room_100801","10080135"
"ギルドハウスタップ3","","100801","vo_room_100801_tap_003","vo_room_100801","10080136"
"ギルドハウスタップ4","","100801","vo_room_100801_tap_004","vo_room_100801","10080137"
"勝利1","","100802","vo_btl_100802_win_001","vo_btl_100802","10080201"
"勝利2","","100802","vo_btl_100802_win_002","vo_btl_100802","10080202"
"勝利3","","100802","vo_btl_100802_win_003","vo_btl_100802","10080203"
"敗北1","","100802","vo_btl_100802_lose_001","vo_btl_100802","10080204"
"敗北2","","100802","vo_btl_100802_lose_002","vo_btl_100802","10080205"
"敗北3","","100802","vo_btl_100802_lose_003","vo_btl_100802","10080206"
"気絶1","","100802","vo_btl_100802_retire_001","vo_btl_100802","10080207"
"気絶2","","100802","vo_btl_100802_retire_002","vo_btl_100802","10080208"
"気絶3","","100802","vo_btl_100802_retire_003","vo_btl_100802","10080209"
"スキルカットイン1","","100802","vo_btl_100802_cutin_001","vo_btl_100802","10080210"
"スキルカットイン2","","100802","vo_btl_100802_cutin_002","vo_btl_100802","10080211"
"スキルカットイン3","","100802","vo_btl_100802_cutin_003","vo_btl_100802","10080212"
"ユニオンバースト1","","100802","vo_btl_100802_skill_000_001","vo_btl_100802","10080213"
"ユニオンバースト2","","100802","vo_btl_100802_skill_000_002","vo_btl_100802","10080214"
"ユニオンバースト3","","100802","vo_btl_100802_skill_000_003","vo_btl_100802","10080215"
"バトルスタート","","100802","vo_btl_100802_wavestart","vo_btl_100802","10080216"
"次のwaveへ","","100802","vo_btl_100802_nextwave","vo_btl_100802","10080217"
"最終waveへ","","100802","vo_btl_100802_lastwave","vo_btl_100802","10080218"
"バトルへのローディング","","100802","vo_cmn_100802_battlestart_001","vo_cmn_100802","10080219"
"バトル結果1","","100802","vo_cmn_100802_battleresult_001","vo_cmn_100802","10080220"
"バトル結果2","","100802","vo_cmn_100802_battleresult_002","vo_cmn_100802","10080221"
"マイページ1","","100802","vo_cmn_100802_mypage_001","vo_cmn_100802","10080222"
"マイページ2","","100802","vo_cmn_100802_mypage_002","vo_cmn_100802","10080223"
"マイページ3","","100802","vo_cmn_100802_mypage_003","vo_cmn_100802","10080224"
"マイページ4","","100802","vo_cmn_100802_mypage_004","vo_cmn_100802","10080225"
"マイページ5","","100802","vo_cmn_100802_mypage_005","vo_cmn_100802","10080226"
"ガチャ登場セリフ","","100802","vo_cmn_100802_gacha_001","vo_cmn_100802","10080227"
"自己紹介","","100802","vo_cmn_100802_profile_001","vo_cmn_100802","10080228"
"ギルドハウス1","","100802","vo_room_100802_auto_001","vo_room_100802","10080229"
"ギルドハウス2","","100802","vo_room_100802_auto_002","vo_room_100802","10080230"
"ギルドハウス3","","100802","vo_room_100802_auto_003","vo_room_100802","10080231"
"ギルドハウス4","","100802","vo_room_100802_auto_004","vo_room_100802","10080232"
"ギルドハウス5","","100802","vo_room_100802_auto_005","vo_room_100802","10080233"
"ギルドハウスタップ1","","100802","vo_room_100802_tap_001","vo_room_100802","10080234"
"ギルドハウスタップ2","","100802","vo_room_100802_tap_002","vo_room_100802","10080235"
"ギルドハウスタップ3","","100802","vo_room_100802_tap_003","vo_room_100802","10080236"
