2e3540724dd42da4d8f12c754e5937a901536c9487417e4e5c9b2020b1613536,6ed4c0772cc33f959bd9acc9eed1c1fc4ae812dfc23fe0179f2c6a09bd053768,78cf17335bdf093d5da53bbab1d36d1fe6d6c0dbb919a9faf1206b43cc3a277d,cc8e2ba5096f8b4f9ef3609f4a5ee48abc6976ff86f7ea8c3ebc05a11c2e87ed,a9c10dcf73a0c1711de69714f639da73340403bc62d31202dfd12f2a6bd3eb5b
"12","火属性ボーナス特大アップ","81001030","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100103001"
"11","深域モンスター","81001030","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100103002"
"17","ＴＰ上昇上限付与","81001030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100103003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001030","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","100103004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001030","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100103005"
"9","ＨＰ吸収ダウン","81001030","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100103006"
"boss_tp_down_cut","ＴＰダウンカット","81001030","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","100103007"
"2","ＨＰ回復量ダウン","81001030","バトル開始時、すべてのキャラのＨＰ回復量を特大ダウンさせる。","100103008"
"12","火属性ボーナス特大アップ","81001031","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100103101"
"11","深域モンスター","81001031","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100103102"
"17","ＴＰ上昇上限付与","81001031","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100103103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001031","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100103104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001031","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100103105"
"9","ＨＰ吸収ダウン","81001031","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100103106"
"12","火属性ボーナス特大アップ","81001032","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100103201"
"11","深域モンスター","81001032","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100103202"
"17","ＴＰ上昇上限付与","81001032","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100103203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001032","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100103204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001032","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100103205"
"9","ＨＰ吸収ダウン","81001032","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100103206"
"12","火属性ボーナス特大アップ","81001033","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100103301"
"11","深域モンスター","81001033","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100103302"
"17","ＴＰ上昇上限付与","81001033","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100103303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001033","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100103304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001033","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100103305"
"9","ＨＰ吸収ダウン","81001033","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100103306"
"12","火属性ボーナス特大アップ","81001034","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100103401"
"11","深域モンスター","81001034","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100103402"
"17","ＴＰ上昇上限付与","81001034","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100103403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001034","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100103404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001034","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100103405"
"9","ＨＰ吸収ダウン","81001034","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","100103406"
"12","火属性ボーナス特大アップ","81001035","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","100103501"
"11","深域モンスター","81001035","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","100103502"
"17","ＴＰ上昇上限付与","81001035","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","100103503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","81001035","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","100103504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","81001035","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","100103505"
