6dc6ef531450dcd3d61c1543979e99901174d51284498e6a13af7bb0b8a37313,e4383af6985356e8e4835ba365515d157efe5e0070c1b7647237d18157ae0392,8c770acca6a3cdb193775bcf7b82d5980675d3695f0e4b319ffd521e77426935,2bd80d7f815dc79bbcfebf0a31a62aa8de706c7b152d3b06a6dd1ea32a7bde0d,98dea087deca53c0964787bc61855e804b13c41f3b727776bacd6d18160c31d5,cc9c2974fff288591f26703a906f38b79ab099acf7cba14de782b4daf26e3312,061d2fcaa5aee60aa57bcaa782d5ba9da0613b8d4e05672861274ec87416f717,1d6074855de5d0e65f02f5d91e26b02e53905f971ced0e37779f255d1c7ccbbe
"69331","0","0","7","15","0","0","5"
"69341","0","0","7","20","0","0","5"
"69351","0","0","7","25","0","0","5"
"69411","0","0","7","5","0","0","1"
"69421","0","0","7","10","0","0","1"
"69431","0","0","7","15","0","0","1"
"69441","0","0","7","20","0","0","1"
"69451","0","0","7","25","0","0","1"
"69511","0","0","100","1","0","0","2"
"69611","0","0","4","30","0","0","3"
"69621","0","0","4","60","0","0","3"
"69631","0","0","4","90","0","0","3"
"69641","0","0","4","120","0","0","3"
"69651","0","0","4","150","0","0","3"
"69711","0","0","6","5","0","0","4"
"69721","0","0","6","10","0","0","4"
"69731","0","0","6","15","0","0","4"
"69741","0","0","6","20","0","0","4"
"69751","0","0","6","25","0","0","4"
"69811","0","0","101","1","0","0","5"
"69911","0","0","2","30","0","0","1"
"69921","0","0","2","60","0","0","1"
"69931","0","0","2","90","0","0","1"
"69941","0","0","2","120","0","0","1"
"69951","0","0","2","150","0","0","1"
"70011","0","0","101","1","0","0","4"
"70111","0","0","2","30","0","0","2"
"70121","0","0","2","60","0","0","2"
"70131","0","0","2","90","0","0","2"
"70141","0","0","2","120","0","0","2"
"70151","0","0","2","150","0","0","2"
"70211","0","0","101","1","0","0","3"
"70311","3","5","5","20","4","2","1"
"70321","3","5","5","40","4","2","1"
"70331","3","5","5","60","4","2","1"
"70341","3","5","5","80","4","2","1"
"70351","3","5","5","100","4","2","1"
"70411","0","0","4","30","0","0","4"
"70421","0","0","4","60","0","0","4"
"70431","0","0","4","90","0","0","4"
"70441","0","0","4","120","0","0","4"
"70451","0","0","4","150","0","0","4"
"70511","0","0","101","1","0","0","1"
"70611","0","0","6","5","0","0","2"
"70621","0","0","6","10","0","0","2"
"70631","0","0","6","15","0","0","2"
"70641","0","0","6","20","0","0","2"
"70651","0","0","6","25","0","0","2"
"70711","0","0","2","30","0","0","4"
"70721","0","0","2","60","0","0","4"
"70731","0","0","2","90","0","0","4"
"70741","0","0","2","120","0","0","4"
"70751","0","0","2","150","0","0","4"
"70811","0","0","101","1","0","0","5"
"70911","0","0","7","5","0","0","3"
"70921","0","0","7","10","0","0","3"
"70931","0","0","7","15","0","0","3"
"70941","0","0","7","20","0","0","3"
"70951","0","0","7","25","0","0","3"
"71011","0","0","4","30","0","0","1"
"71021","0","0","4","60","0","0","1"
"71031","0","0","4","90","0","0","1"
"71041","0","0","4","120","0","0","1"
"71051","0","0","4","150","0","0","1"
"71111","0","0","6","5","0","0","3"
"71121","0","0","6","10","0","0","3"
"71131","0","0","6","15","0","0","3"
"71141","0","0","6","20","0","0","3"
"71151","0","0","6","25","0","0","3"
"71211","0","0","7","5","0","0","2"
"71221","0","0","7","10","0","0","2"
"71231","0","0","7","15","0","0","2"
"71241","0","0","7","20","0","0","2"
"71251","0","0","7","25","0","0","2"
"71311","0","0","6","5","0","0","5"
"71321","0","0","6","10","0","0","5"
"71331","0","0","6","15","0","0","5"
"71341","0","0","6","20","0","0","5"
"71351","0","0","6","25","0","0","5"
"71411","0","0","100","1","0","0","1"
"71511","0","0","101","1","0","0","2"
"71611","3","5","1","20","4","2","1"
"71621","3","5","1","40","4","2","1"
"71631","3","5","1","60","4","2","1"
"71641","3","5","1","80","4","2","1"
"71651","3","5","1","100","4","2","1"
"71711","0","0","101","1","0","0","3"
"71811","0","0","7","5","0","0","4"
"71821","0","0","7","10","0","0","4"
"71831","0","0","7","15","0","0","4"
"71841","0","0","7","20","0","0","4"
"71851","0","0","7","25","0","0","4"
"71911","0","0","6","5","0","0","1"
"71921","0","0","6","10","0","0","1"
"71931","0","0","6","15","0","0","1"
"71941","0","0","6","20","0","0","1"
"71951","0","0","6","25","0","0","1"
"72011","0","0","2","30","0","0","5"
"72021","0","0","2","60","0","0","5"
"72031","0","0","2","90","0","0","5"
"72041","0","0","2","120","0","0","5"
"72051","0","0","2","150","0","0","5"
"72111","0","0","101","1","0","0","2"
"72211","0","0","101","1","0","0","1"
"72311","0","0","4","30","0","0","5"
"72321","0","0","4","60","0","0","5"
"72331","0","0","4","90","0","0","5"
"72341","0","0","4","120","0","0","5"
"72351","0","0","4","150","0","0","5"
"72411","0","0","2","30","0","0","4"
"72421","0","0","2","60","0","0","4"
"72431","0","0","2","90","0","0","4"
"72441","0","0","2","120","0","0","4"
"72451","0","0","2","150","0","0","4"
"72511","0","0","6","5","0","0","3"
"72521","0","0","6","10","0","0","3"
"72531","0","0","6","15","0","0","3"
"72541","0","0","6","20","0","0","3"
"72551","0","0","6","25","0","0","3"
"72611","0","0","101","1","0","0","4"
"72711","0","0","6","5","0","0","2"
"72721","0","0","6","10","0","0","2"
"72731","0","0","6","15","0","0","2"
"72741","0","0","6","20","0","0","2"
"72751","0","0","6","25","0","0","2"
"72811","0","0","4","30","0","0","1"
"72821","0","0","4","60","0","0","1"
"72831","0","0","4","90","0","0","1"
"72841","0","0","4","120","0","0","1"
"72851","0","0","4","150","0","0","1"
"72911","3","5","3","20","4","2","1"
"72921","3","5","3","40","4","2","1"
"72931","3","5","3","60","4","2","1"
"72941","3","5","3","80","4","2","1"
"72951","3","5","3","100","4","2","1"
"73011","0","0","4","30","0","0","3"
"73021","0","0","4","60","0","0","3"
"73031","0","0","4","90","0","0","3"
"73041","0","0","4","120","0","0","3"
"73051","0","0","4","150","0","0","3"
"73111","0","0","100","1","0","0","4"
"73211","0","0","7","5","0","0","1"
"73221","0","0","7","10","0","0","1"
"73231","0","0","7","15","0","0","1"
"73241","0","0","7","20","0","0","1"
"73251","0","0","7","25","0","0","1"
"73311","0","0","2","30","0","0","5"
"73321","0","0","2","60","0","0","5"
"73331","0","0","2","90","0","0","5"
"73341","0","0","2","120","0","0","5"
"73351","0","0","2","150","0","0","5"
"73411","0","0","100","1","0","0","1"
"73511","0","0","100","1","0","0","3"
"73611","0","0","2","30","0","0","4"
"73621","0","0","2","60","0","0","4"
"73631","0","0","2","90","0","0","4"
"73641","0","0","2","120","0","0","4"
"73651","0","0","2","150","0","0","4"
"73711","0","0","2","30","0","0","3"
"73721","0","0","2","60","0","0","3"
"73731","0","0","2","90","0","0","3"
"73741","0","0","2","120","0","0","3"
"73751","0","0","2","150","0","0","3"
"73811","0","0","7","5","0","0","2"
"73821","0","0","7","10","0","0","2"
"73831","0","0","7","15","0","0","2"
"73841","0","0","7","20","0","0","2"
"73851","0","0","7","25","0","0","2"
"73911","0","0","4","30","0","0","4"
"73921","0","0","4","60","0","0","4"
"73931","0","0","4","90","0","0","4"
"73941","0","0","4","120","0","0","4"
"73951","0","0","4","150","0","0","4"
"74011","0","0","6","5","0","0","5"
"74021","0","0","6","10","0","0","5"
"74031","0","0","6","15","0","0","5"
"74041","0","0","6","20","0","0","5"
"74051","0","0","6","25","0","0","5"
"74111","0","0","4","30","0","0","2"
"74121","0","0","4","60","0","0","2"
"74131","0","0","4","90","0","0","2"
"74141","0","0","4","120","0","0","2"
"74151","0","0","4","150","0","0","2"
"74211","3","5","5","20","4","2","1"
"74221","3","5","5","40","4","2","1"
"74231","3","5","5","60","4","2","1"
"74241","3","5","5","80","4","2","1"
"74251","3","5","5","100","4","2","1"
"74311","0","0","4","30","0","0","1"
"74321","0","0","4","60","0","0","1"
"74331","0","0","4","90","0","0","1"
"74341","0","0","4","120","0","0","1"
"74351","0","0","4","150","0","0","1"
"74411","0","0","4","30","0","0","3"
"74421","0","0","4","60","0","0","3"
"74431","0","0","4","90","0","0","3"
"74441","0","0","4","120","0","0","3"
"74451","0","0","4","150","0","0","3"
"74511","0","0","6","5","0","0","4"
"74521","0","0","6","10","0","0","4"
"74531","0","0","6","15","0","0","4"
"74541","0","0","6","20","0","0","4"
"74551","0","0","6","25","0","0","4"
"74611","0","0","100","1","0","0","2"
"74711","0","0","100","1","0","0","4"
"74811","0","0","7","5","0","0","1"
"74821","0","0","7","10","0","0","1"
"74831","0","0","7","15","0","0","1"
"74841","0","0","7","20","0","0","1"
"74851","0","0","7","25","0","0","1"
"74911","0","0","2","30","0","0","3"
"74921","0","0","2","60","0","0","3"
"74931","0","0","2","90","0","0","3"
"74941","0","0","2","120","0","0","3"
"74951","0","0","2","150","0","0","3"
"75011","0","0","2","30","0","0","1"
"75021","0","0","2","60","0","0","1"
"75031","0","0","2","90","0","0","1"
"75041","0","0","2","120","0","0","1"
"75051","0","0","2","150","0","0","1"
"75111","0","0","7","5","0","0","5"
"75121","0","0","7","10","0","0","5"
"75131","0","0","7","15","0","0","5"
"75141","0","0","7","20","0","0","5"
"75151","0","0","7","25","0","0","5"
"75211","0","0","7","5","0","0","3"
"75221","0","0","7","10","0","0","3"
"75231","0","0","7","15","0","0","3"
"75241","0","0","7","20","0","0","3"
"75251","0","0","7","25","0","0","3"
"75311","0","0","4","30","0","0","2"
"75321","0","0","4","60","0","0","2"
"75331","0","0","4","90","0","0","2"
"75341","0","0","4","120","0","0","2"
"75351","0","0","4","150","0","0","2"
"75411","0","0","4","30","0","0","5"
"75421","0","0","4","60","0","0","5"
"75431","0","0","4","90","0","0","5"
"75441","0","0","4","120","0","0","5"
"75451","0","0","4","150","0","0","5"
"75511","3","5","1","20","4","2","1"
"75521","3","5","1","40","4","2","1"
"75531","3","5","1","60","4","2","1"
"75541","3","5","1","80","4","2","1"
"75551","3","5","1","100","4","2","1"
"75611","0","0","7","5","0","0","5"
"75621","0","0","7","10","0","0","5"
"75631","0","0","7","15","0","0","5"
"75641","0","0","7","20","0","0","5"
"75651","0","0","7","25","0","0","5"
"75711","0","0","2","30","0","0","2"
"75721","0","0","2","60","0","0","2"
"75731","0","0","2","90","0","0","2"
"75741","0","0","2","120","0","0","2"
"75751","0","0","2","150","0","0","2"
"75811","0","0","100","1","0","0","4"
"75911","0","0","2","30","0","0","3"
"75921","0","0","2","60","0","0","3"
"75931","0","0","2","90","0","0","3"
"75941","0","0","2","120","0","0","3"
"75951","0","0","2","150","0","0","3"
"76011","0","0","101","1","0","0","3"
"76111","0","0","4","30","0","0","1"
"76121","0","0","4","60","0","0","1"
"76131","0","0","4","90","0","0","1"
"76141","0","0","4","120","0","0","1"
"76151","0","0","4","150","0","0","1"
"76211","0","0","2","30","0","0","5"
"76221","0","0","2","60","0","0","5"
"76231","0","0","2","90","0","0","5"
"76241","0","0","2","120","0","0","5"
"76251","0","0","2","150","0","0","5"
"76311","0","0","7","5","0","0","2"
"76321","0","0","7","10","0","0","2"
"76331","0","0","7","15","0","0","2"
"76341","0","0","7","20","0","0","2"
"76351","0","0","7","25","0","0","2"
"76411","0","0","6","5","0","0","1"
"76421","0","0","6","10","0","0","1"
"76431","0","0","6","15","0","0","1"
"76441","0","0","6","20","0","0","1"
"76451","0","0","6","25","0","0","1"
"76511","0","0","6","5","0","0","4"
"76521","0","0","6","10","0","0","4"
"76531","0","0","6","15","0","0","4"
"76541","0","0","6","20","0","0","4"
"76551","0","0","6","25","0","0","4"
"76611","0","0","101","1","0","0","5"
"76711","0","0","7","5","0","0","3"
"76721","0","0","7","10","0","0","3"
"76731","0","0","7","15","0","0","3"
"76741","0","0","7","20","0","0","3"
"76751","0","0","7","25","0","0","3"
"76811","3","5","3","20","4","2","1"
"76821","3","5","3","40","4","2","1"
"76831","3","5","3","60","4","2","1"
"76841","3","5","3","80","4","2","1"
"76851","3","5","3","100","4","2","1"
"76911","0","0","100","1","0","0","5"
"77011","0","0","4","30","0","0","2"
"77021","0","0","4","60","0","0","2"
"77031","0","0","4","90","0","0","2"
"77041","0","0","4","120","0","0","2"
"77051","0","0","4","150","0","0","2"
"77111","0","0","100","1","0","0","1"
"77211","0","0","6","5","0","0","1"
"77221","0","0","6","10","0","0","1"
"77231","0","0","6","15","0","0","1"
"77241","0","0","6","20","0","0","1"
"77251","0","0","6","25","0","0","1"
"77311","0","0","2","30","0","0","4"
"77321","0","0","2","60","0","0","4"
"77331","0","0","2","90","0","0","4"
"77341","0","0","2","120","0","0","4"
"77351","0","0","2","150","0","0","4"
"77411","0","0","101","1","0","0","3"
"77511","0","0","101","1","0","0","4"
"77611","0","0","4","30","0","0","2"
"77621","0","0","4","60","0","0","2"
"77631","0","0","4","90","0","0","2"
"77641","0","0","4","120","0","0","2"
"77651","0","0","4","150","0","0","2"
"77711","0","0","101","1","0","0","5"
"77811","0","0","6","5","0","0","3"
"77821","0","0","6","10","0","0","3"
"77831","0","0","6","15","0","0","3"
"77841","0","0","6","20","0","0","3"
"77851","0","0","6","25","0","0","3"
"77911","0","0","101","1","0","0","1"
"78011","0","0","2","30","0","0","5"
"78021","0","0","2","60","0","0","5"
"78031","0","0","2","90","0","0","5"
"78041","0","0","2","120","0","0","5"
"78051","0","0","2","150","0","0","5"
"78111","3","5","1","20","4","2","1"
"78121","3","5","1","40","4","2","1"
"78131","3","5","1","60","4","2","1"
"78141","3","5","1","80","4","2","1"
"78151","3","5","1","100","4","2","1"
"78211","0","0","4","30","0","0","1"
"78221","0","0","4","60","0","0","1"
"78231","0","0","4","90","0","0","1"
"78241","0","0","4","120","0","0","1"
"78251","0","0","4","150","0","0","1"
"78311","0","0","2","30","0","0","3"
"78321","0","0","2","60","0","0","3"
"78331","0","0","2","90","0","0","3"
"78341","0","0","2","120","0","0","3"
"78351","0","0","2","150","0","0","3"
"78411","0","0","7","5","0","0","2"
"78421","0","0","7","10","0","0","2"
"78431","0","0","7","15","0","0","2"
"78441","0","0","7","20","0","0","2"
"78451","0","0","7","25","0","0","2"
"78511","0","0","6","5","0","0","5"
"78521","0","0","6","10","0","0","5"
"78531","0","0","6","15","0","0","5"
"78541","0","0","6","20","0","0","5"
"78551","0","0","6","25","0","0","5"
"78611","0","0","4","30","0","0","1"
"78621","0","0","4","60","0","0","1"
"78631","0","0","4","90","0","0","1"
"78641","0","0","4","120","0","0","1"
"78651","0","0","4","150","0","0","1"
"78711","0","0","7","5","0","0","4"
"78721","0","0","7","10","0","0","4"
"78731","0","0","7","15","0","0","4"
"78741","0","0","7","20","0","0","4"
"78751","0","0","7","25","0","0","4"
"78811","0","0","4","30","0","0","5"
"78821","0","0","4","60","0","0","5"
"78831","0","0","4","90","0","0","5"
"78841","0","0","4","120","0","0","5"
"78851","0","0","4","150","0","0","5"
"78911","0","0","2","30","0","0","2"
"78921","0","0","2","60","0","0","2"
"78931","0","0","2","90","0","0","2"
"78941","0","0","2","120","0","0","2"
"78951","0","0","2","150","0","0","2"
"79011","0","0","4","30","0","0","4"
"79021","0","0","4","60","0","0","4"
"79031","0","0","4","90","0","0","4"
"79041","0","0","4","120","0","0","4"
"79051","0","0","4","150","0","0","4"
"79111","0","0","6","5","0","0","1"
"79121","0","0","6","10","0","0","1"
"79131","0","0","6","15","0","0","1"
"79141","0","0","6","20","0","0","1"
"79151","0","0","6","25","0","0","1"
"79211","0","0","100","1","0","0","2"
"79311","0","0","2","30","0","0","3"
"79321","0","0","2","60","0","0","3"
"79331","0","0","2","90","0","0","3"
"79341","0","0","2","120","0","0","3"
"79351","0","0","2","150","0","0","3"
"79411","3","5","3","20","4","2","1"
"79421","3","5","3","40","4","2","1"
"79431","3","5","3","60","4","2","1"
"79441","3","5","3","80","4","2","1"
"79451","3","5","3","100","4","2","1"
"79511","0","0","4","30","0","0","4"
"79521","0","0","4","60","0","0","4"
"79531","0","0","4","90","0","0","4"
"79541","0","0","4","120","0","0","4"
"79551","0","0","4","150","0","0","4"
"79611","0","0","2","30","0","0","1"
"79621","0","0","2","60","0","0","1"
"79631","0","0","2","90","0","0","1"
"79641","0","0","2","120","0","0","1"
"79651","0","0","2","150","0","0","1"
"79711","0","0","7","5","0","0","5"
"79721","0","0","7","10","0","0","5"
"79731","0","0","7","15","0","0","5"
"79741","0","0","7","20","0","0","5"
"79751","0","0","7","25","0","0","5"
"79811","0","0","4","30","0","0","2"
"79821","0","0","4","60","0","0","2"
"79831","0","0","4","90","0","0","2"
"79841","0","0","4","120","0","0","2"
"79851","0","0","4","150","0","0","2"
"79911","0","0","4","30","0","0","3"
"79921","0","0","4","60","0","0","3"
"79931","0","0","4","90","0","0","3"
"79941","0","0","4","120","0","0","3"
"79951","0","0","4","150","0","0","3"
"80011","0","0","2","30","0","0","5"
"80021","0","0","2","60","0","0","5"
"80031","0","0","2","90","0","0","5"
"80041","0","0","2","120","0","0","5"
"80051","0","0","2","150","0","0","5"
"80111","0","0","6","5","0","0","4"
"80121","0","0","6","10","0","0","4"
"80131","0","0","6","15","0","0","4"
"80141","0","0","6","20","0","0","4"
"80151","0","0","6","25","0","0","4"
"80211","0","0","101","1","0","0","2"
"80311","0","0","6","5","0","0","5"
"80321","0","0","6","10","0","0","5"
"80331","0","0","6","15","0","0","5"
"80341","0","0","6","20","0","0","5"
"80351","0","0","6","25","0","0","5"
"80411","0","0","7","5","0","0","1"
"80421","0","0","7","10","0","0","1"
"80431","0","0","7","15","0","0","1"
"80441","0","0","7","20","0","0","1"
"80451","0","0","7","25","0","0","1"
"80511","0","0","7","5","0","0","3"
"80521","0","0","7","10","0","0","3"
"80531","0","0","7","15","0","0","3"
"80541","0","0","7","20","0","0","3"
"80551","0","0","7","25","0","0","3"
"80611","0","0","6","5","0","0","4"
"80621","0","0","6","10","0","0","4"
"80631","0","0","6","15","0","0","4"
"80641","0","0","6","20","0","0","4"
"80651","0","0","6","25","0","0","4"
"80711","3","5","1","20","4","2","1"
"80721","3","5","1","40","4","2","1"
"80731","3","5","1","60","4","2","1"
"80741","3","5","1","80","4","2","1"
"80751","3","5","1","100","4","2","1"
"80811","0","0","100","1","0","0","1"
"80911","0","0","7","5","0","0","5"
"80921","0","0","7","10","0","0","5"
"80931","0","0","7","15","0","0","5"
"80941","0","0","7","20","0","0","5"
"80951","0","0","7","25","0","0","5"
"81011","0","0","100","1","0","0","3"
"81111","0","0","7","5","0","0","4"
"81121","0","0","7","10","0","0","4"
"81131","0","0","7","15","0","0","4"
"81141","0","0","7","20","0","0","4"
"81151","0","0","7","25","0","0","4"
"81211","0","0","6","5","0","0","2"
"81221","0","0","6","10","0","0","2"
"81231","0","0","6","15","0","0","2"
"81241","0","0","6","20","0","0","2"
"81251","0","0","6","25","0","0","2"
"81311","0","0","4","30","0","0","3"
"81321","0","0","4","60","0","0","3"
"81331","0","0","4","90","0","0","3"
"81341","0","0","4","120","0","0","3"
"81351","0","0","4","150","0","0","3"
"81411","0","0","6","5","0","0","4"
"81421","0","0","6","10","0","0","4"
"81431","0","0","6","15","0","0","4"
"81441","0","0","6","20","0","0","4"
"81451","0","0","6","25","0","0","4"
"81511","0","0","2","30","0","0","2"
"81521","0","0","2","60","0","0","2"
"81531","0","0","2","90","0","0","2"
"81541","0","0","2","120","0","0","2"
"81551","0","0","2","150","0","0","2"
"81611","0","0","2","30","0","0","4"
"81621","0","0","2","60","0","0","4"
"81631","0","0","2","90","0","0","4"
"81641","0","0","2","120","0","0","4"
"81651","0","0","2","150","0","0","4"
"81711","0","0","2","30","0","0","5"
"81721","0","0","2","60","0","0","5"
"81731","0","0","2","90","0","0","5"
"81741","0","0","2","120","0","0","5"
"81751","0","0","2","150","0","0","5"
"81811","0","0","2","30","0","0","3"
"81821","0","0","2","60","0","0","3"
"81831","0","0","2","90","0","0","3"
"81841","0","0","2","120","0","0","3"
"81851","0","0","2","150","0","0","3"
"81911","0","0","6","5","0","0","1"
"81921","0","0","6","10","0","0","1"
"81931","0","0","6","15","0","0","1"
"81941","0","0","6","20","0","0","1"
"81951","0","0","6","25","0","0","1"
"82011","3","5","5","20","4","2","1"
"82021","3","5","5","40","4","2","1"
"82031","3","5","5","60","4","2","1"
"82041","3","5","5","80","4","2","1"
"82051","3","5","5","100","4","2","1"
"82111","0","0","4","30","0","0","5"
"82121","0","0","4","60","0","0","5"
"82131","0","0","4","90","0","0","5"
"82141","0","0","4","120","0","0","5"
"82151","0","0","4","150","0","0","5"
"82211","0","0","7","5","0","0","1"
"82221","0","0","7","10","0","0","1"
"82231","0","0","7","15","0","0","1"
"82241","0","0","7","20","0","0","1"
"82251","0","0","7","25","0","0","1"
"82311","0","0","100","1","0","0","2"
"82411","0","0","2","30","0","0","4"
"82421","0","0","2","60","0","0","4"
"82431","0","0","2","90","0","0","4"
"82441","0","0","2","120","0","0","4"
"82451","0","0","2","150","0","0","4"
"82511","0","0","6","5","0","0","2"
"82521","0","0","6","10","0","0","2"
"82531","0","0","6","15","0","0","2"
"82541","0","0","6","20","0","0","2"
"82551","0","0","6","25","0","0","2"
"82611","0","0","100","1","0","0","5"
"82711","0","0","4","30","0","0","2"
"82721","0","0","4","60","0","0","2"
"82731","0","0","4","90","0","0","2"
"82741","0","0","4","120","0","0","2"
"82751","0","0","4","150","0","0","2"
"82811","0","0","101","1","0","0","4"
"82911","0","0","2","30","0","0","1"
"82921","0","0","2","60","0","0","1"
"82931","0","0","2","90","0","0","1"
"82941","0","0","2","120","0","0","1"
"82951","0","0","2","150","0","0","1"
"83011","0","0","7","5","0","0","3"
"83021","0","0","7","10","0","0","3"
"83031","0","0","7","15","0","0","3"
"83041","0","0","7","20","0","0","3"
"83051","0","0","7","25","0","0","3"
"83111","0","0","4","30","0","0","5"
"83121","0","0","4","60","0","0","5"
"83131","0","0","4","90","0","0","5"
"83141","0","0","4","120","0","0","5"
"83151","0","0","4","150","0","0","5"
"83211","0","0","4","30","0","0","3"
"83221","0","0","4","60","0","0","3"
"83231","0","0","4","90","0","0","3"
"83241","0","0","4","120","0","0","3"
"83251","0","0","4","150","0","0","3"
"83311","3","5","3","20","4","2","1"
"83321","3","5","3","40","4","2","1"
"83331","3","5","3","60","4","2","1"
"83341","3","5","3","80","4","2","1"
"83351","3","5","3","100","4","2","1"
"83411","0","0","6","5","0","0","2"
"83421","0","0","6","10","0","0","2"
"83431","0","0","6","15","0","0","2"
"83441","0","0","6","20","0","0","2"
"83451","0","0","6","25","0","0","2"
"83511","0","0","7","5","0","0","3"
"83521","0","0","7","10","0","0","3"
"83531","0","0","7","15","0","0","3"
"83541","0","0","7","20","0","0","3"
"83551","0","0","7","25","0","0","3"
"83611","0","0","6","5","0","0","5"
"83621","0","0","6","10","0","0","5"
"83631","0","0","6","15","0","0","5"
"83641","0","0","6","20","0","0","5"
"83651","0","0","6","25","0","0","5"
"83711","0","0","4","30","0","0","4"
"83721","0","0","4","60","0","0","4"
"83731","0","0","4","90","0","0","4"
"83741","0","0","4","120","0","0","4"
"83751","0","0","4","150","0","0","4"
"83811","0","0","2","30","0","0","2"
"83821","0","0","2","60","0","0","2"
"83831","0","0","2","90","0","0","2"
"83841","0","0","2","120","0","0","2"
"83851","0","0","2","150","0","0","2"
"83911","0","0","4","30","0","0","5"
"83921","0","0","4","60","0","0","5"
"83931","0","0","4","90","0","0","5"
"83941","0","0","4","120","0","0","5"
"83951","0","0","4","150","0","0","5"
"84011","0","0","7","5","0","0","2"
"84021","0","0","7","10","0","0","2"
"84031","0","0","7","15","0","0","2"
"84041","0","0","7","20","0","0","2"
"84051","0","0","7","25","0","0","2"
"84111","0","0","7","5","0","0","1"
"84121","0","0","7","10","0","0","1"
"84131","0","0","7","15","0","0","1"
"84141","0","0","7","20","0","0","1"
"84151","0","0","7","25","0","0","1"
"84211","0","0","7","5","0","0","5"
"84221","0","0","7","10","0","0","5"
"84231","0","0","7","15","0","0","5"
"84241","0","0","7","20","0","0","5"
"84251","0","0","7","25","0","0","5"
"84311","0","0","100","1","0","0","3"
"84411","0","0","2","30","0","0","1"
"84421","0","0","2","60","0","0","1"
"84431","0","0","2","90","0","0","1"
"84441","0","0","2","120","0","0","1"
"84451","0","0","2","150","0","0","1"
"84511","0","0","7","5","0","0","4"
"84521","0","0","7","10","0","0","4"
"84531","0","0","7","15","0","0","4"
"84541","0","0","7","20","0","0","4"
"84551","0","0","7","25","0","0","4"
"84611","3","5","5","20","4","2","1"
"84621","3","5","5","40","4","2","1"
"84631","3","5","5","60","4","2","1"
"84641","3","5","5","80","4","2","1"
"84651","3","5","5","100","4","2","1"
