b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740,d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1
"","","","","1009803","93","","","0.5","","1009803030"
"10","","0","","1009803","12","0.5","","100411","0","1009803031"
"lsv_smile2","","0.2","1","1009803","3","0","lsv_idle_normal","100411","0","1009803032"
"10","","0","","1009803","12","0.5","","103611","0","1009803033"
"lsv_smile2","","0.2","1","1009803","3","0","lsv_idle_normal","103611","0","1009803034"
"10","","0","","1009803","12","0.5","","102011","0","1009803035"
"lsv_smile2","","0.2","1","1009803","3","0","lsv_idle_normal","102011","0","1009803036"
"","","","","1009803","93","","","2","","1009803037"
"0","","","","1009803","4","","","103611","","1009803038"
"lsv_walk","","","","1009803","3","1","","103611","0.2","1009803039"
"200","","","0","1009803","2","-235","0.5","103611","","1009803040"
"","","","","1009803","93","","","0.5","","1009803041"
"lsv_idle_normal","","","","1009803","3","1","","103611","0.2","1009803042"
"","","","","1009803","93","","","0","","1009803043"
"1","","","","1009803","4","","","103611","","1009803044"
"","","","","1009803","93","","","0.6","","1009803045"
"lsv_talk_memory_dere2","","","","1009803","3","1","","102011","0.2","1009803046"
"vo_lsv_0321","","","","1009803","21","0","0","vo_lsv","","1009803047"
"クレープ、おいしかったね～\nミミ、食べすぎちゃったかも…\nえへへ♪","0","0","1","1009803","11","10","1","102011","0","1009803048"
"","","","","1009803","91","","","0","","1009803049"
"lsv_idle_memory","","","","1009803","3","1","","102011","0.2","1009803050"
"lsv_talk_normal","","","","1009803","3","1","","100411","0.2","1009803051"
"vo_lsv_0322","","","","1009803","21","0","0","vo_lsv","","1009803052"
"普通においしかったよね！\nほんと、普通に！\n…あ、いい意味でだよ？","0","0","1","1009803","11","10","1","100411","0","1009803053"
"","","","","1009803","91","","","0","","1009803054"
"lsv_idle_normal_joyR","","","","1009803","3","1","","100411","0.2","1009803055"
"lsv_idle_normal","","","","1009803","3","1","","102011","0.2","1009803056"
"lsv_talk_sad","","","","1009803","3","1","","103611","0.2","1009803057"
"vo_lsv_0323","","","","1009803","21","0","0","vo_lsv","","1009803058"
"深くは聞かないであげるよ…\nそれはそれとして、図書館では\n何もわからなかったね。","0","0","1","1009803","11","10","1","103611","0","1009803059"
"","","","","1009803","91","","","0","","1009803060"
"lsv_idle_sad","","","","1009803","3","1","","103611","0.2","1009803061"
"lsv_talk_cool_normal2_loop","","","","1009803","3","1","","100411","0.2","1009803062"
"vo_lsv_0324","","","","1009803","21","0","0","vo_lsv","","1009803063"
"まあ、あれだけの本があれば\nみゅ～ちゃんのことがわかる\n本も、いつか見つかるって！","0","0","1","1009803","11","10","1","100411","0","1009803064"
"","","","","1009803","91","","","0","","1009803065"
"lsv_idle_cool","","","","1009803","3","1","","100411","0.2","1009803066"
"lsv_talk_joy3_dere","","","","1009803","3","1","","103611","0.2","1009803067"
"vo_lsv_0325","","","","1009803","21","0","0","vo_lsv","","1009803068"
"…うん、そうだね。\nまたみんなで行ってみよっ。","0","0","1","1009803","11","10","1","103611","0","1009803069"
"","","","","1009803","91","","","0","","1009803070"
"lsv_idle_normal","","","","1009803","3","1","","103611","0.2","1009803071"
"lsv_look_talk_normal","","","","1009803","3","1","","102011","0.2","1009803072"
"vo_lsv_0326","","","","1009803","21","0","0","vo_lsv","","1009803073"
"あ、そういえば…\nおにいちゃん、図書館で本を\n借りてたよね？　どんな本？","0","0","1","1009803","11","10","1","102011","0","1009803074"
"","","","","1009803","91","","","0","","1009803075"
"lsv_choice","","0.2","1","1009803","3","0","lsv_look_idle_normal","100411","0","1009803076"
"lsv_choice","","0.2","1","1009803","3","0","lsv_look_idle_normal","103611","0","1009803077"
"lsv_choice","","0.2","1","1009803","3","0","lsv_look_idle_normal","102011","0","1009803078"
"0","","","","1009803","93","","","0.1","","1009803079"
"-420","","0.2","2","1009803","2","-220","0.33","100411","","1009803080"
"452","","0.2","2","1009803","2","-235","0.33","103611","","1009803081"
"-545","","0.2","2","1009803","2","-250","0.33","102011","","1009803082"
"0","","","","1009803","22","1","","0","0.2","1009803083"
"1009803087","","","","1009803","103","0","","漫画。","","1009803084"
"1009803111","","","","1009803","103","0","","絵本。","","1009803085"
"1009803135","","","","1009803","103","0","","小説。","","1009803086"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal","100411","0","1009803087"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal","103611","0","1009803088"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal","102011","0","1009803089"
"0","","","","1009803","93","","","0.1","","1009803090"
"-100","","0.2","2","1009803","2","-220","0.33","100411","","1009803091"
"200","","0.2","2","1009803","2","-235","0.33","103611","","1009803092"
"-270","","0.2","2","1009803","2","-250","0.33","102011","","1009803093"
"0","","","","1009803","93","","","0.7","","1009803094"
"lsv_surprise3_kira","","0.2","1","1009803","3","0","lsv_surprise3_kira_loop","100411","0","1009803095"
"vo_lsv_0327","","","","1009803","21","0","0","vo_lsv","","1009803096"
"えっ、漫画あったの！？\nミソギも読みたーい！\nにいちゃん、一緒に読もっ！","0","0","1","1009803","11","10","1","100411","0","1009803097"
"","","","","1009803","91","","","0","","1009803098"
"lsv_idle_joy_dere","","","","1009803","3","1","","100411","0.2","1009803099"
"lsv_talk_guts2_joy2","","0.2","1","1009803","3","0","lsv_talk_guts2_joy2_loop","102011","0","1009803100"
"vo_lsv_0328","","","","1009803","21","0","0","vo_lsv","","1009803101"
"ミミも読みた～い！","0","0","1","1009803","11","10","1","102011","0","1009803102"
"","","","","1009803","91","","","0","","1009803103"
"lsv_idle_guts2_joy2","","","","1009803","3","1","","102011","0.2","1009803104"
"lsv_talk_joy3_shy","","","","1009803","3","1","","103611","0.2","1009803105"
"vo_lsv_0329","","","","1009803","21","0","0","vo_lsv","","1009803106"
"もう、みんなして…\n……あの、私もいいですか？","0","0","1","1009803","11","10","1","103611","0","1009803107"
"","","","","1009803","91","","","0","","1009803108"
"lsv_idle_joy_shy","","","","1009803","3","1","","103611","0.2","1009803109"
"","","","","1009803","101","","","1009803161","","1009803110"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal","100411","0","1009803111"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal","103611","0","1009803112"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal","102011","0","1009803113"
"0","","","","1009803","93","","","0.1","","1009803114"
"-100","","0.2","2","1009803","2","-220","0.33","100411","","1009803115"
"200","","0.2","2","1009803","2","-235","0.33","103611","","1009803116"
"-270","","0.2","2","1009803","2","-250","0.33","102011","","1009803117"
"0","","","","1009803","93","","","0.7","","1009803118"
"lsv_talk_joy3_blink","","","","1009803","3","1","","102011","0.2","1009803119"
"vo_lsv_0330","","","","1009803","21","0","0","vo_lsv","","1009803120"
"わぁっ、絵本？\nミミも読んだことある\nお話かな～？","0","0","1","1009803","11","10","1","102011","0","1009803121"
"","","","","1009803","91","","","0","","1009803122"
"lsv_idle_normal_joyR","","","","1009803","3","1","","102011","0.2","1009803123"
"lsv_talk_doya","","0.2","1","1009803","3","0","lsv_talk_doya_loop","103611","0","1009803124"
"vo_lsv_0331","","","","1009803","21","0","0","vo_lsv","","1009803125"
"絵本には教訓になる\nお話が多いですからね。\nきっといいお勉強になります。","0","0","1","1009803","11","10","1","103611","0","1009803126"
"","","","","1009803","91","","","0","","1009803127"
"lsv_idle_doya","","","","1009803","3","1","","103611","0.2","1009803128"
"lsv_talk_guts2","","0.2","1","1009803","3","0","lsv_talk_guts2_loop","100411","0","1009803129"
"vo_lsv_0332","","","","1009803","21","0","0","vo_lsv","","1009803130"
"せっかくだし、みゅ～ちゃんに\n読み聞かせをしてあげようよ！\n誰が一番上手いか競争だー！","0","0","1","1009803","11","10","1","100411","0","1009803131"
"","","","","1009803","91","","","0","","1009803132"
"lsv_idle_normal","","","","1009803","3","1","","100411","0.2","1009803133"
"","","","","1009803","101","","","1009803161","","1009803134"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal_worry","100411","0","1009803135"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal","103611","0","1009803136"
"lsv_choice","","0.2","1","1009803","3","0","lsv_idle_normal_joyR","102011","0","1009803137"
"0","","","","1009803","93","","","0.1","","1009803138"
"-100","","0.2","2","1009803","2","-220","0.33","100411","","1009803139"
"200","","0.2","2","1009803","2","-235","0.33","103611","","1009803140"
"-270","","0.2","2","1009803","2","-250","0.33","102011","","1009803141"
"0","","","","1009803","93","","","0.7","","1009803142"
"lsv_talk_doya","","0.2","1","1009803","3","0","lsv_talk_doya_loop","103611","0","1009803143"
"vo_lsv_0333","","","","1009803","21","0","0","vo_lsv","","1009803144"
"せっかくの図書館ですからね。\n自分の知識になる本を借りる\nのはとてもいいと思いますよ。","0","0","1","1009803","11","10","1","103611","0","1009803145"
"","","","","1009803","91","","","0","","1009803146"
"lsv_idle_surprise","","","","1009803","3","1","","103611","0.2","1009803147"
"lsv_idle_surprise","","","","1009803","3","1","","102011","0.2","1009803148"
"lsv_talk_tsun_guru","","","","1009803","3","1","","100411","0.2","1009803149"
"vo_lsv_0334","","","","1009803","21","0","0","vo_lsv","","1009803150"
"小説…\n文字、文字ばっかりの本…！\nううう…う～ん…がくっ。","0","0","1","1009803","11","10","1","100411","0","1009803151"
"","","","","1009803","91","","","0","","1009803152"
"lsv_gaku","","0.2","1","1009803","3","0","lsv_gaku_loop","100411","0.2","1009803153"
"lsv_idle_bitter_sad","","","","1009803","3","1","","103611","0.2","1009803154"
"lsv_talk_surprise2","","","","1009803","3","1","","102011","0.2","1009803155"
"vo_lsv_0335","","","","1009803","21","0","0","vo_lsv","","1009803156"
"ミ、ミソギちゃ～ん！\nしっかりして～！","0","0","1","1009803","11","10","1","102011","0","1009803157"
"","","","","1009803","91","","","0","","1009803158"
"lsv_idle_sad","","","","1009803","3","1","","102011","0.2","1009803159"
"","","","","1009803","101","","","1009803161","","1009803160"
"","","","","1009803","91","","","0","","1009803161"
"","","","","1009803","102","","","","","1009803162"
"0.2","","","","1009803","22","","","0","","1009803163"
"","","","","1009803","93","","","0.2","","1009803164"
"1","0","0","0","1009803","12","1","0","103611","0","1009803165"
"lsv_talk_tsun_shy","","","","1009803","3","1","","103611","0.2","1009803166"
"0","","","","1009803","93","","","3","","1009803167"
"lsv_idle_normal_bitter","","","","1009803","3","1","","103611","0.2","1009803168"
"4","0","0","0","1009803","12","1","0","100411","0","1009803169"
"lsv_surprise3_surprise","","0.2","1","1009803","3","0","lsv_surprise3_surprise_loop","100411","0","1009803170"
"0","","","","1009803","93","","","3","","1009803171"
"lsv_idle_sad_normal","","","","1009803","3","1","","100411","0.2","1009803172"
"10","0","0","0","1009803","12","1","0","102011","0","1009803173"
"lsv_talk_joy3_blink","","","","1009803","3","1","","102011","0.2","1009803174"
"0","","","","1009803","93","","","3","","1009803175"
"lsv_idle_joy","","","","1009803","3","1","","102011","0.2","1009803176"
"","","","","1009803","101","","","1009803165","","1009803177"
"1","","0","0","1009803","6","1","1","333","1","1009803178"
"1","","","","1009803","4","","","100411","","1009803179"
"lsv_run","","","","1009803","3","1","","100411","0.2","1009803180"
"-750","","","0","1009803","2","-220","0.8","100411","","1009803181"
"0","","","","1009803","4","","","103611","","1009803182"
"lsv_run","","","","1009803","3","1","","103611","0.2","1009803183"
"750","","","0","1009803","2","-235","0.8","103611","","1009803184"
"1","","","","1009803","4","","","102011","","1009803185"
"lsv_run","","","","1009803","3","1","","102011","0.2","1009803186"
"-850","","","0","1009803","2","-250","0.8","102011","","1009803187"
"","","","","1009803","93","","","0.6","","1009803188"
"1","","0","0","1009803","6","1","1","100411","0.2","1009803189"
"1","","0","0","1009803","6","1","1","103611","0.2","1009803190"
"1","","0","0","1009803","6","1","1","102011","0.2","1009803191"
"","","","","1009803","91","","","0","","1009803192"
"102011","lsv_idle_normal","0","-495","1009804","1","102","-200","1","1.95","1009804001"
"103611","lsv_idle_normal","1","-480","1009804","1","100","100","1","1.95","1009804002"
"100411","lsv_idle_normal","1","-510","1009804","1","101","270","1","1.95","1009804003"
"333","lsv_white_loop","0","0","1009804","5","0","0","1","1","1009804004"
"1","","0","0","1009804","6","1","1","333","0","1009804005"
"1","","0","0","1009804","6","1","1","102011","0","1009804006"
"1","","0","0","1009804","6","1","1","103611","0","1009804007"
"1","","0","0","1009804","6","1","1","100411","0","1009804008"
"0","","","","1009804","93","","","1","","1009804009"
"1","","0","0.4","1009804","6","1","1","333","0.8","1009804010"
"lsv_jump2","","0.2","1","1009804","3","0","lsv_idle_normal","102011","0.2","1009804011"
"lsv_jump2","","0.2","1","1009804","3","0","lsv_idle_normal","103611","0.2","1009804012"
"lsv_jump2","","0.2","1","1009804","3","0","lsv_idle_normal","100411","0.2","1009804013"
"","","","","1009804","93","","","0.3","","1009804014"
"-200","","","0","1009804","2","-235","0.75","102011","","1009804015"
"100","","","0","1009804","2","-220","0.75","103611","","1009804016"
"270","","","0","1009804","2","-250","0.75","100411","","1009804017"
"1","","0","1","1009804","6","1","1","102011","0.4","1009804018"
"1","","0","1","1009804","6","1","1","103611","0.4","1009804019"
"1","","0","1","1009804","6","1","1","100411","0.4","1009804020"
"6","","0","","1009804","12","0.2","0","102011","0","1009804021"
"6","","0","","1009804","12","0.2","0","103611","0","1009804022"
"6","","0","","1009804","12","0.2","0","100411","0","1009804023"
"0","","","","1009804","93","","","1.2","","1009804024"
"lsv_talk_cool_normal2","","0.2","1","1009804","3","0","lsv_talk_cool_normal2_loop","100411","0","1009804025"
"vo_lsv_0421","","","","1009804","21","0","0","vo_lsv","","1009804026"
"今日の宿題は楽しかったなー\n勉強もこういう感じのばっかり\nだったらよかったのにっ。","0","0","1","1009804","11","10","1","100411","0","1009804027"
"","","","","1009804","91","","","0","","1009804028"
"lsv_idle_cool","","","","1009804","3","1","","100411","0.2","1009804029"
"lsv_talk_wish_joy","","","","1009804","3","1","","102011","0.2","1009804030"
"vo_lsv_0422","","","","1009804","21","0","0","vo_lsv","","1009804031"
"ミソギちゃんの貯金箱、\nかっこよかったもんね～♪","0","0","1","1009804","11","10","1","102011","0","1009804032"
"","","","","1009804","91","","","0","","1009804033"
"lsv_idle_wish_joy","","","","1009804","3","1","","102011","0.2","1009804034"
"lsv_talk_thinking","","","","1009804","3","1","","103611","0.2","1009804035"
"vo_lsv_0423","","","","1009804","21","0","0","vo_lsv","","1009804036"
"私はちょっと悩んじゃったな…\n知識や知性を表現しようと\nしたんだけど…","0","0","1","1009804","11","10","1","103611","0","1009804037"
"","","","","1009804","91","","","0","","1009804038"
"lsv_idle_normal","","","","1009804","3","1","","103611","0.2","1009804039"
"lsv_talk_arm_crossed2","","0.2","1","1009804","3","0","lsv_talk_arm_crossed_loop2","100411","0","1009804040"
