a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c
"","","905","6214","0","","33","","0","6214031","0.01"
"0.2","0.2","106731","6214","wac_birthday_blowout_01","","3","1","0","6214032","wac_birthday_wish_05"
"","","106731","6214","-200","","2","","-330","6214033","0.01"
"","0.2","106611","6214","wac_birthday_idle_doya","","3","","1","6214034",""
"","","106611","6214","180","","2","","-320","6214035","0.01"
"","0.2","106511","6214","wac_birthday_idle_normal","","3","","1","6214036",""
"","","106511","6214","320","","2","","-340","6214037","0.01"
"","","0","6214","","","93","","","6214038",""
"","","800","6214","1","","32","","","6214039",""
"","","0.7","6214","","","93","","","6214040",""
"","","702","6214","1","","32","","","6214041",""
"","","0.5","6214","","","93","","","6214042",""
"","","se_common","6214","se_sys_login_birthday_blow_candle","","23","","0","6214043",""
"","","701","6214","0","","32","","","6214044",""
"","","0.4","6214","","","93","","","6214045",""
"","","se_common","6214","se_sys_login_birthday_cracker","","23","","0","6214046",""
"","","700","6214","1","","32","","","6214047",""
"","","se_common","6214","se_sys_login_birthday_calendar_applause","","23","","0","6214048",""
"0.2","0.2","106611","6214","wac_birthday_clap","","3","1","0","6214049","wac_birthday_idle_doya"
"","","0.1","6214","","","93","","","6214050",""
"0.2","0.2","106511","6214","wac_birthday_clap","","3","1","0","6214051","wac_birthday_idle_normal"
"","","2","6214","","","93","","","6214052",""
"","","1","6214","","","131","","","6214053",""
"","","vo_wac_06214","6214","vo_wac_06214_000","","21","","0","6214054","0"
"0","0","106731","6214","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","0.5","11","1","10","6214055","1"
"","","0","6214","","","91","","","6214056",""
"","0.2","106731","6214","wac_birthday_idle_wish","","3","","1","6214057",""
"","0.2","106611","6214","wac_birthday_talk_anger","","3","","1","6214058",""
"","","vo_wac_06214","6214","vo_wac_06214_001","","21","","0","6214059","0"
"0","0","106611","6214","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","0.5","11","1","10","6214060","1"
"","","0","6214","","","91","","","6214061",""
"","0.2","106611","6214","wac_birthday_idle_normal","","3","","1","6214062",""
"","0.2","106731","6214","wac_birthday_talk_wish","","3","","1","6214063",""
"","","vo_wac_06214","6214","vo_wac_06214_002","","21","","0","6214064","0"
"0","0","106731","6214","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","0.5","11","1","10","6214065","1"
"","","0","6214","","","91","","","6214066",""
"","0.2","106731","6214","wac_birthday_talk_smile","","3","","1","6214067",""
"","","vo_wac_06214","6214","vo_wac_06214_003","","21","","0","6214068","0"
"0","0","106731","6214","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","0.5","11","1","10","6214069","1"
"","","0","6214","","","91","","","6214070",""
"","","0","6214","","","22","","","6214071",""
"","","bgm_M321","8014","bgm_M321_2C","","25","","","8014001",""
"0","2","1","8014","104411","wac_birthday_idle_normal","1","-70","250","8014002","-1000"
"1","2","1","8014","103111","wac_birthday_shinobu_idle_wish","1","-260","256","8014003","170"
"1","2","1","8014","100711","wac_birthday_idle_smile","1","-310","259","8014004","270"
"1","2","1","8014","102211","wac_birthday_idle_normal","1","-270","257","8014005","400"
"1","2","1","8014","100611","wac_birthday_idle_smile","1","-310","258","8014006","500"
"","","104411","8014","300","","13","","","8014007",""
"","","103111","8014","300","","13","","","8014008",""
"","1","600","8014","600","","31","1","0","8014009","0"
"","0","602","8014","602","","31","1","0","8014010","0"
"","0","603","8014","603","","31","1","0","8014011","0"
"","1","604","8014","604","","31","1","30","8014012","60"
"","1","610","8014","610","","31","1","0","8014013","0"
"","0","700","8014","700","","31","1","0","8014014","0"
"","0","701","8014","701","","31","1","0","8014015","0"
"","0","702","8014","702","","31","1","0","8014016","0"
"","0","800","8014","800","","31","1","0","8014017","0"
"","1","906","8014","906","","31","1","30","8014018","60"
"","","1","8014","","","93","","","8014019",""
"0.2","0.2","100711","8014","wac_birthday_reaction_05","","3","1","0","8014020","wac_birthday_reaction_03"
"0.2","0.2","103111","8014","wac_birthday_shinobu_reaction_04","","3","1","0","8014021","wac_birthday_shinobu_reaction_01"
"","","0.1","8014","","","93","","","8014022",""
"0.2","0.2","102211","8014","wac_birthday_reaction_01","","3","1","0","8014023","wac_birthday_reaction_04"
"0.2","0.2","100611","8014","wac_birthday_reaction_05","","3","1","0","8014024","wac_birthday_reaction_03"
"","","0.3","8014","","","93","","","8014025",""
"","0.2","104411","8014","wac_birthday_run_01","","3","","1","8014026",""
"","","104411","8014","0","","2","","-70","8014027","3"
"","","2.5","8014","","","93","","","8014028",""
"","","602","8014","1","","32","","","8014029",""
"","","0.6","8014","","","93","","","8014030",""
"","","600","8014","0","","32","","","8014031",""
"","","610","8014","0","","32","","","8014032",""
"","","604","8014","0","","32","","","8014033",""
"","","701","8014","1","","32","","","8014034",""
"","","906","8014","0","","33","","0","8014035","0.01"
"0.2","0.2","104411","8014","wac_birthday_blowout_01","","3","1","0","8014036","wac_birthday_wish_02"
"","","104411","8014","-200","","2","","-330","8014037","0.01"
"","0.2","103111","8014","wac_birthday_shinobu_idle_wish","","3","","1","8014038",""
"","","103111","8014","150","","2","","-320","8014039","0.01"
"","0.2","100711","8014","wac_birthday_idle_smile","","3","","1","8014040",""
"","","100711","8014","265","","2","","-360","8014041","0.01"
"","0.2","102211","8014","wac_birthday_idle_normal","","3","","1","8014042",""
"","","102211","8014","400","","2","","-320","8014043","0.01"
"","0.2","100611","8014","wac_birthday_idle_smile","","3","","1","8014044",""
"","","100611","8014","500","","2","","-340","8014045","0.01"
"","","0","8014","","","93","","","8014046",""
"","","800","8014","1","","32","","","8014047",""
"","","0.7","8014","","","93","","","8014048",""
"","","702","8014","1","","32","","","8014049",""
"","","0.5","8014","","","93","","","8014050",""
"","","se_common","8014","se_sys_login_birthday_blow_candle","","23","","0","8014051",""
"","","701","8014","0","","32","","","8014052",""
"","","0.4","8014","","","93","","","8014053",""
"","","se_common","8014","se_sys_login_birthday_cracker","","23","","0","8014054",""
"","","700","8014","1","","32","","","8014055",""
"","","se_common","8014","se_sys_login_birthday_calendar_applause","","23","","0","8014056",""
"0.2","0.2","103111","8014","wac_birthday_shinobu_clap_to_wish","","3","1","0","8014057","wac_birthday_shinobu_idle_wish"
"0.2","0.2","102211","8014","wac_birthday_clap","","3","1","0","8014058","wac_birthday_idle_normal"
"","","0.1","8014","","","93","","","8014059",""
"0.2","0.2","100711","8014","wac_birthday_clap","","3","1","0","8014060","wac_birthday_idle_smile"
"","","0.1","8014","","","93","","","8014061",""
"0.2","0.2","100611","8014","wac_birthday_clap","","3","1","0","8014062","wac_birthday_idle_smile"
"","","2","8014","","","93","","","8014063",""
"","","1","8014","","","131","","","8014064",""
"","","vo_wac_08014","8014","vo_wac_08014_000","","21","","0","8014065","0"
"0","0","104411","8014","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","0.5","11","1","10","8014066","1"
"","","0","8014","","","91","","","8014067",""
"","0.2","104411","8014","wac_birthday_idle_normal","","3","","1","8014068",""
"","0.2","103111","8014","wac_birthday_shinobu_talk_wish","","3","","1","8014069",""
"","","vo_wac_08014","8014","vo_wac_08014_002","","21","","0","8014070","0"
"0","0","103111","8014","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","0.5","11","1","10","8014071","1"
"","","0","8014","","","91","","","8014072",""
"","0.2","103111","8014","wac_birthday_shinobu_idle_wish","","3","","1","8014073",""
"","0.2","104411","8014","wac_birthday_talk_doya","","3","","1","8014074",""
"","","vo_wac_08014","8014","vo_wac_08014_003","","21","","0","8014075","0"
"0","0","104411","8014","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","0.5","11","1","10","8014076","1"
"","","0","8014","","","91","","","8014077",""
"","0.2","104411","8014","wac_birthday_talk_smile","","3","","1","8014078",""
"","","vo_wac_08014","8014","vo_wac_08014_004","","21","","0","8014079","0"
"0","0","104411","8014","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","0.5","11","1","10","8014080","1"
"","","0","8014","","","91","","","8014081",""
"","","0","8014","","","22","","","8014082",""
"","","bgm_M321","8514","bgm_M321_2C","","25","","","8514001",""
"0","2","1","8514","102311","wac_birthday_idle_normal","1","-70","250","8514002","-1000"
"1","2","1","8514","102111","wac_birthday_idle_wish","1","-270","256","8514003","200"
"1","2","1","8514","102811","wac_birthday_idle_normal","1","-310","258","8514004","310"
"1","2","1","8514","102511","wac_birthday_idle_smile","1","-290","257","8514005","445"
"","","102311","8514","300","","13","","","8514006",""
"","","102111","8514","300","","13","","","8514007",""
"","1","600","8514","600","","31","1","0","8514008","0"
"","0","602","8514","602","","31","1","0","8514009","0"
"","0","603","8514","603","","31","1","0","8514010","0"
"","1","604","8514","604","","31","1","30","8514011","60"
"","1","610","8514","610","","31","1","0","8514012","0"
"","0","700","8514","700","","31","1","0","8514013","0"
"","0","701","8514","701","","31","1","0","8514014","0"
"","0","702","8514","702","","31","1","0","8514015","0"
"","0","800","8514","800","","31","1","0","8514016","0"
"","1","907","8514","907","","31","1","30","8514017","60"
"","","1","8514","","","93","","","8514018",""
"0.2","0.2","102111","8514","wac_birthday_reaction_01","","3","1","0","8514019","wac_birthday_reaction_03"
"","","0.1","8514","","","93","","","8514020",""
"0.2","0.2","102811","8514","wac_birthday_reaction_01","","3","1","0","8514021","wac_birthday_reaction_04"
"0.2","0.2","102511","8514","wac_birthday_reaction_05","","3","1","0","8514022","wac_birthday_reaction_03"
"","","0.3","8514","","","93","","","8514023",""
"","0.2","102311","8514","wac_birthday_run_01","","3","","1","8514024",""
"","","102311","8514","0","","2","","-70","8514025","3"
"","","2.5","8514","","","93","","","8514026",""
"","","602","8514","1","","32","","","8514027",""
"","","0.6","8514","","","93","","","8514028",""
"","","600","8514","0","","32","","","8514029",""
"","","610","8514","0","","32","","","8514030",""
"","","604","8514","0","","32","","","8514031",""
"","","701","8514","1","","32","","","8514032",""
"","","907","8514","0","","33","","0","8514033","0.01"
"0.2","0.2","102311","8514","wac_birthday_blowout_01","","3","1","0","8514034","wac_birthday_wish_02"
"","","102311","8514","-200","","2","","-330","8514035","0.01"
"","0.2","102111","8514","wac_birthday_idle_wish","","3","","1","8514036",""
"","","102111","8514","180","","2","","-320","8514037","0.01"
"","0.2","102811","8514","wac_birthday_idle_normal","","3","","1","8514038",""
"","","102811","8514","290","","2","","-360","8514039","0.01"
"","0.2","102511","8514","wac_birthday_idle_smile","","3","","1","8514040",""
"","","102511","8514","425","","2","","-340","8514041","0.01"
"","","0","8514","","","93","","","8514042",""
"","","800","8514","1","","32","","","8514043",""
"","","0.7","8514","","","93","","","8514044",""
"","","702","8514","1","","32","","","8514045",""
"","","0.5","8514","","","93","","","8514046",""
"","","se_common","8514","se_sys_login_birthday_blow_candle","","23","","0","8514047",""
"","","701","8514","0","","32","","","8514048",""
"","","0.4","8514","","","93","","","8514049",""
"","","se_common","8514","se_sys_login_birthday_cracker","","23","","0","8514050",""
"","","700","8514","1","","32","","","8514051",""
"","","se_common","8514","se_sys_login_birthday_calendar_applause","","23","","0","8514052",""
"0.2","0.2","102111","8514","wac_birthday_clap_to_wish","","3","1","0","8514053","wac_birthday_idle_wish"
"","","0.1","8514","","","93","","","8514054",""
"0.2","0.2","102811","8514","wac_birthday_clap","","3","1","0","8514055","wac_birthday_idle_normal"
"","","0.1","8514","","","93","","","8514056",""
"0.2","0.2","102511","8514","wac_birthday_clap","","3","1","0","8514057","wac_birthday_idle_smile"
"","","2","8514","","","93","","","8514058",""
"","","1","8514","","","131","","","8514059",""
"","","vo_wac_08514","8514","vo_wac_08514_000","","21","","0","8514060","0"
"0","0","102311","8514","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","0.5","11","1","10","8514061","1"
"","","0","8514","","","91","","","8514062",""
"","0.2","102311","8514","wac_birthday_idle_smile","","3","","1","8514063",""
"","0.2","102111","8514","wac_birthday_talk_smile","","3","","1","8514064",""
"","","vo_wac_08514","8514","vo_wac_08514_001","","21","","0","8514065","0"
"0","0","102111","8514","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","0.5","11","1","10","8514066","1"
"","","0","8514","","","91","","","8514067",""
"","0.2","102111","8514","wac_birthday_idle_smile","","3","","1","8514068",""
"","0.2","102311","8514","wac_birthday_talk_wish","","3","","1","8514069",""
"","","vo_wac_08514","8514","vo_wac_08514_002","","21","","0","8514070","0"
"0","0","102311","8514","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","0.5","11","1","10","8514071","1"
"","","0","8514","","","91","","","8514072",""
"","0.2","102311","8514","wac_birthday_talk_smile","","3","","1","8514073",""
"","","vo_wac_08514","8514","vo_wac_08514_003","","21","","0","8514074","0"
"0","0","102311","8514","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","0.5","11","1","10","8514075","1"
"","","0","8514","","","91","","","8514076",""
"","","0","8514","","","22","","","8514077",""
"","","bgm_M321","8614","bgm_M321_2C","","25","","","8614001",""
"0","2","1","8614","105911","wac_birthday_idle_normal","1","-70","250","8614002","-1000"
