a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"94002","71014024","12","200000","10014046"
"91002","71014025","8","50","10014047"
"31012","71014026","2","1","10014048"
"31012","71014027","2","1","10014049"
"31012","71014028","2","1","10014050"
"31012","71014029","2","1","10014051"
"31012","71014030","2","1","10014052"
"31012","71014031","2","4","10014053"
"60142","61015001","2","5","10015001"
"60142","61015002","2","5","10015002"
"91002","71015001","8","30","10015003"
"22002","71015001","2","1","10015004"
"91002","71015002","8","30","10015005"
"22002","71015002","2","1","10015006"
"91002","71015003","8","30","10015007"
"22002","71015003","2","1","10015008"
"91002","71015004","8","30","10015009"
"22002","71015004","2","1","10015010"
"91002","71015005","8","30","10015011"
"22002","71015005","2","1","10015012"
"91002","71015006","8","30","10015013"
"22002","71015006","2","1","10015014"
"91002","71015007","8","30","10015015"
"22002","71015007","2","1","10015016"
"91002","71015008","8","30","10015017"
"22002","71015008","2","1","10015018"
"91002","71015009","8","30","10015019"
"22002","71015009","2","1","10015020"
"91002","71015010","8","30","10015021"
"22002","71015010","2","1","10015022"
"91002","71015011","8","30","10015023"
"22002","71015011","2","1","10015024"
"91002","71015012","8","30","10015025"
"22002","71015012","2","1","10015026"
"91002","71015013","8","30","10015027"
"22002","71015013","2","1","10015028"
"91002","71015014","8","30","10015029"
"22002","71015014","2","1","10015030"
"91002","71015015","8","30","10015031"
"22002","71015015","2","1","10015032"
"91002","71015016","8","60","10015033"
"22002","71015016","2","2","10015034"
"91002","71015017","8","60","10015035"
"22002","71015017","2","2","10015036"
"91002","71015018","8","60","10015037"
"22002","71015018","2","2","10015038"
"91002","71015019","8","60","10015039"
"22002","71015019","2","2","10015040"
"91002","71015020","8","60","10015041"
"22002","71015020","2","2","10015042"
"94002","71015021","12","50000","10015043"
"94002","71015022","12","100000","10015044"
"94002","71015023","12","150000","10015045"
"94002","71015024","12","200000","10015046"
"91002","71015025","8","50","10015047"
"31053","71015026","2","1","10015048"
"31053","71015027","2","1","10015049"
"31053","71015028","2","2","10015050"
"31053","71015029","2","2","10015051"
"31053","71015030","2","4","10015052"
"31053","71015031","2","10","10015053"
"31053","81015001","2","2","10015054"
"91002","81015001","8","30","10015055"
"60142","81015002","2","100","10015056"
"94002","81015002","12","30000","10015057"
"60142","81015003","2","100","10015058"
"94002","81015003","12","30000","10015059"
"31053","81015004","2","2","10015060"
"91002","81015004","8","30","10015061"
"60142","81015005","2","100","10015062"
"94002","81015005","12","30000","10015063"
"60142","81015006","2","100","10015064"
"94002","81015006","12","30000","10015065"
"31053","81015007","2","2","10015066"
"91002","81015007","8","30","10015067"
"60152","61016001","2","5","10016001"
"60152","61016002","2","5","10016002"
"91002","71016001","8","30","10016003"
"22002","71016001","2","1","10016004"
"91002","71016002","8","30","10016005"
"22002","71016002","2","1","10016006"
"91002","71016003","8","30","10016007"
"22002","71016003","2","1","10016008"
"91002","71016004","8","30","10016009"
"22002","71016004","2","1","10016010"
"91002","71016005","8","30","10016011"
"22002","71016005","2","1","10016012"
"91002","71016006","8","30","10016013"
"22002","71016006","2","1","10016014"
"91002","71016007","8","30","10016015"
"22002","71016007","2","1","10016016"
"91002","71016008","8","30","10016017"
"22002","71016008","2","1","10016018"
"91002","71016009","8","30","10016019"
"22002","71016009","2","1","10016020"
"91002","71016010","8","30","10016021"
"22002","71016010","2","1","10016022"
"91002","71016011","8","30","10016023"
"22002","71016011","2","1","10016024"
"91002","71016012","8","30","10016025"
"22002","71016012","2","1","10016026"
"91002","71016013","8","30","10016027"
"22002","71016013","2","1","10016028"
"91002","71016014","8","30","10016029"
"22002","71016014","2","1","10016030"
"91002","71016015","8","30","10016031"
"22002","71016015","2","1","10016032"
"91002","71016016","8","60","10016033"
"22002","71016016","2","2","10016034"
"91002","71016017","8","60","10016035"
"22002","71016017","2","2","10016036"
"91002","71016018","8","60","10016037"
"22002","71016018","2","2","10016038"
"91002","71016019","8","60","10016039"
"22002","71016019","2","2","10016040"
"91002","71016020","8","60","10016041"
"22002","71016020","2","2","10016042"
"94002","71016021","12","50000","10016043"
"94002","71016022","12","100000","10016044"
"94002","71016023","12","150000","10016045"
"94002","71016024","12","200000","10016046"
"91002","71016025","8","50","10016047"
"31020","71016026","2","1","10016048"
"31020","71016027","2","1","10016049"
"31020","71016028","2","1","10016050"
"31020","71016029","2","1","10016051"
"31020","71016030","2","1","10016052"
"31020","71016031","2","4","10016053"
"60162","61017001","2","5","10017001"
"60162","61017002","2","5","10017002"
"91002","71017001","8","30","10017003"
"22002","71017001","2","1","10017004"
"91002","71017002","8","30","10017005"
"22002","71017002","2","1","10017006"
"91002","71017003","8","30","10017007"
"22002","71017003","2","1","10017008"
"91002","71017004","8","30","10017009"
"22002","71017004","2","1","10017010"
"91002","71017005","8","30","10017011"
"22002","71017005","2","1","10017012"
"91002","71017006","8","30","10017013"
"22002","71017006","2","1","10017014"
"91002","71017007","8","30","10017015"
"22002","71017007","2","1","10017016"
"91002","71017008","8","30","10017017"
"22002","71017008","2","1","10017018"
"91002","71017009","8","30","10017019"
"22002","71017009","2","1","10017020"
"91002","71017010","8","30","10017021"
"22002","71017010","2","1","10017022"
"91002","71017011","8","30","10017023"
"22002","71017011","2","1","10017024"
"91002","71017012","8","30","10017025"
"22002","71017012","2","1","10017026"
"91002","71017013","8","30","10017027"
"22002","71017013","2","1","10017028"
"91002","71017014","8","30","10017029"
"22002","71017014","2","1","10017030"
"91002","71017015","8","30","10017031"
"22002","71017015","2","1","10017032"
"91002","71017016","8","60","10017033"
"22002","71017016","2","2","10017034"
"91002","71017017","8","60","10017035"
"22002","71017017","2","2","10017036"
"91002","71017018","8","60","10017037"
"22002","71017018","2","2","10017038"
"91002","71017019","8","60","10017039"
"22002","71017019","2","2","10017040"
"91002","71017020","8","60","10017041"
"22002","71017020","2","2","10017042"
"94002","71017021","12","50000","10017043"
"94002","71017022","12","100000","10017044"
"94002","71017023","12","150000","10017045"
"94002","71017024","12","200000","10017046"
"91002","71017025","8","50","10017047"
"31098","71017026","2","1","10017048"
"31098","71017027","2","1","10017049"
"31098","71017028","2","2","10017050"
"31098","71017029","2","2","10017051"
"31098","71017030","2","4","10017052"
"109801","71017031","1","1","10017053"
"31098","71017032","2","10","10017054"
"31098","81017001","2","2","10017055"
"91002","81017001","8","30","10017056"
"60162","81017002","2","100","10017057"
"94002","81017002","12","30000","10017058"
"60162","81017003","2","100","10017059"
"94002","81017003","12","30000","10017060"
"31098","81017004","2","2","10017061"
"91002","81017004","8","30","10017062"
"60162","81017005","2","100","10017063"
"94002","81017005","12","30000","10017064"
"60162","81017006","2","100","10017065"
"94002","81017006","12","30000","10017066"
"31098","81017007","2","2","10017067"
"91002","81017007","8","30","10017068"
"91002","81017008","8","100","10017069"
"60172","61018001","2","5","10018001"
"60172","61018002","2","5","10018002"
"91002","71018001","8","30","10018003"
"22002","71018001","2","1","10018004"
"91002","71018002","8","30","10018005"
"22002","71018002","2","1","10018006"
"91002","71018003","8","30","10018007"
"22002","71018003","2","1","10018008"
"91002","71018004","8","30","10018009"
"22002","71018004","2","1","10018010"
"91002","71018005","8","30","10018011"
"22002","71018005","2","1","10018012"
"91002","71018006","8","30","10018013"
"22002","71018006","2","1","10018014"
"91002","71018007","8","30","10018015"
"22002","71018007","2","1","10018016"
"91002","71018008","8","30","10018017"
"22002","71018008","2","1","10018018"
"91002","71018009","8","30","10018019"
"22002","71018009","2","1","10018020"
"91002","71018010","8","30","10018021"
"22002","71018010","2","1","10018022"
"91002","71018011","8","30","10018023"
"22002","71018011","2","1","10018024"
"91002","71018012","8","30","10018025"
"22002","71018012","2","1","10018026"
"91002","71018013","8","30","10018027"
"22002","71018013","2","1","10018028"
"91002","71018014","8","30","10018029"
"22002","71018014","2","1","10018030"
"91002","71018015","8","30","10018031"
"22002","71018015","2","1","10018032"
"91002","71018016","8","60","10018033"
"22002","71018016","2","2","10018034"
"91002","71018017","8","60","10018035"
"22002","71018017","2","2","10018036"
"91002","71018018","8","60","10018037"
"22002","71018018","2","2","10018038"
"91002","71018019","8","60","10018039"
"22002","71018019","2","2","10018040"
"91002","71018020","8","60","10018041"
"22002","71018020","2","2","10018042"
"94002","71018021","12","50000","10018043"
"94002","71018022","12","100000","10018044"
"94002","71018023","12","150000","10018045"
"94002","71018024","12","200000","10018046"
"91002","71018025","8","50","10018047"
"31010","71018026","2","1","10018048"
"31010","71018027","2","1","10018049"
"31010","71018028","2","1","10018050"
"31010","71018029","2","1","10018051"
"31010","71018030","2","1","10018052"
"31010","71018031","2","4","10018053"
"60182","61019001","2","5","10019001"
"60182","61019002","2","5","10019002"
"91002","71019001","8","30","10019003"
"22002","71019001","2","1","10019004"
"91002","71019002","8","30","10019005"
"22002","71019002","2","1","10019006"
"91002","71019003","8","30","10019007"
"22002","71019003","2","1","10019008"
"91002","71019004","8","30","10019009"
"22002","71019004","2","1","10019010"
"91002","71019005","8","30","10019011"
"22002","71019005","2","1","10019012"
"91002","71019006","8","30","10019013"
"22002","71019006","2","1","10019014"
"91002","71019007","8","30","10019015"
"22002","71019007","2","1","10019016"
"91002","71019008","8","30","10019017"
"22002","71019008","2","1","10019018"
"91002","71019009","8","30","10019019"
"22002","71019009","2","1","10019020"
"91002","71019010","8","30","10019021"
"22002","71019010","2","1","10019022"
"91002","71019011","8","30","10019023"
"22002","71019011","2","1","10019024"
"91002","71019012","8","30","10019025"
"22002","71019012","2","1","10019026"
"91002","71019013","8","30","10019027"
"22002","71019013","2","1","10019028"
"91002","71019014","8","30","10019029"
"22002","71019014","2","1","10019030"
"91002","71019015","8","30","10019031"
"22002","71019015","2","1","10019032"
"91002","71019016","8","60","10019033"
"22002","71019016","2","2","10019034"
"91002","71019017","8","60","10019035"
"22002","71019017","2","2","10019036"
"91002","71019018","8","60","10019037"
"22002","71019018","2","2","10019038"
"91002","71019019","8","60","10019039"
"22002","71019019","2","2","10019040"
"91002","71019020","8","60","10019041"
"22002","71019020","2","2","10019042"
"94002","71019021","12","50000","10019043"
"94002","71019022","12","100000","10019044"
"94002","71019023","12","150000","10019045"
"94002","71019024","12","200000","10019046"
"91002","71019025","8","50","10019047"
"31101","71019026","2","1","10019048"
"31101","71019027","2","1","10019049"
"31101","71019028","2","2","10019050"
"31101","71019029","2","2","10019051"
"31101","71019030","2","4","10019052"
"110101","71019031","1","1","10019053"
"31101","71019032","2","10","10019054"
"31101","81019001","2","2","10019055"
"91002","81019001","8","30","10019056"
"60182","81019002","2","100","10019057"
"94002","81019002","12","30000","10019058"
"60182","81019003","2","100","10019059"
"94002","81019003","12","30000","10019060"
"31101","81019004","2","2","10019061"
"91002","81019004","8","30","10019062"
"60182","81019005","2","100","10019063"
"94002","81019005","12","30000","10019064"
"60182","81019006","2","100","10019065"
"94002","81019006","12","30000","10019066"
"31101","81019007","2","2","10019067"
"91002","81019007","8","30","10019068"
"91002","81019008","8","100","10019069"
"60192","61020001","2","5","10020001"
"60192","61020002","2","5","10020002"
"91002","71020001","8","30","10020003"
"22002","71020001","2","1","10020004"
"91002","71020002","8","30","10020005"
"22002","71020002","2","1","10020006"
"91002","71020003","8","30","10020007"
"22002","71020003","2","1","10020008"
"91002","71020004","8","30","10020009"
"22002","71020004","2","1","10020010"
"91002","71020005","8","30","10020011"
"22002","71020005","2","1","10020012"
"91002","71020006","8","30","10020013"
"22002","71020006","2","1","10020014"
"91002","71020007","8","30","10020015"
"22002","71020007","2","1","10020016"
"91002","71020008","8","30","10020017"
"22002","71020008","2","1","10020018"
"91002","71020009","8","30","10020019"
"22002","71020009","2","1","10020020"
"91002","71020010","8","30","10020021"
"22002","71020010","2","1","10020022"
"91002","71020011","8","30","10020023"
"22002","71020011","2","1","10020024"
"91002","71020012","8","30","10020025"
"22002","71020012","2","1","10020026"
"91002","71020013","8","30","10020027"
"22002","71020013","2","1","10020028"
"91002","71020014","8","30","10020029"
"22002","71020014","2","1","10020030"
"91002","71020015","8","30","10020031"
"22002","71020015","2","1","10020032"
"91002","71020016","8","60","10020033"
"22002","71020016","2","2","10020034"
