a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040
"3","1","0","1007402","","0.2","0","12","mhp_item_EX0010_receive_out","1007402132","NoItem_idle"
"93","","","1007402","","","","2","0","1007402133",""
"3","","1","1007402","","0.2","","100211","mhp_talk_worry","1007402134",""
"21","","0","1007402","","","","vo_mhp_1007402","vo_mhp_4110","1007402135","0"
"11","0","5","1007402","0.5","0","0","100211","あ、ありがとうございます……\nでも、病気と何の関係が……","1007402136","1"
"91","","","1007402","","","","0","","1007402137",""
"3","","1","1007402","","0.2","","100211","mhp_idle_sad","1007402138",""
"3","","1","1007402","","0.2","","117531","mhp_talk_normal","1007402139",""
"21","","0","1007402","","","","vo_mhp_1007402","vo_mhp_4111","1007402140","0"
"11","0","6","1007402","0.5","0","0","117531","感情の高ぶりがあまりよくないのよ。\nだから甘いものによる幸せで感情を抑え\nしっかりコントロールするのが大事よ。","1007402141","1"
"91","","","1007402","","","","0","","1007402142",""
"22","","","1007402","","","","0","0","1007402143",""
"3","1","0","1007402","","0.2","0.2","117531","mhp_sit_in","1007402144","mhp_sit_idle"
"93","","","1007402","","","","1","0","1007402145",""
"101","","","1007402","","","","1007402160","","1007402146",""
"3","","1","1007402","","0.2","","117531","mhp_sit_idle","1007402147",""
"3","","1","1007402","","0.2","","100211","mhp_sit_talk_worry","1007402148",""
"21","","0","1007402","","","","vo_mhp_1007402","vo_mhp_4112","1007402149","0"
"11","0","5","1007402","0.5","0","0","100211","ひ、羊？　あの、別に睡眠不足という\nわけではないのですが……","1007402150","1"
"91","","","1007402","","","","0","","1007402151",""
"3","","1","1007402","","0.2","","100211","mhp_sit_idle_sad","1007402152",""
"3","","1","1007402","","0.2","","117531","mhp_sit_talk_thinking","1007402153",""
"21","","0","1007402","","","","vo_mhp_1007402","vo_mhp_4113","1007402154","0"
"11","0","6","1007402","0.5","0","0","117531","別に羊でも馬でも何でもいいのよ。\n自分なりの心を落ち着かせる方法を\n見つけなさい。","1007402155","1"
"91","","","1007402","","","","0","","1007402156",""
"22","","","1007402","","","","0","0","1007402157",""
"3","","1","1007402","","0.2","","117531","mhp_sit_idle","1007402158",""
"3","","0","1007402","","0.2","","100211","mhp_sit_out","1007402159",""
"91","","","1007402","","","","0","","1007402160",""
"3","","0","1007402","","0.2","","100211","mhp_yui_pekori","1007402161",""
"91","","","1007402","","","","0","","1007402162",""
"3","","1","1007402","","0.2","","100211","mhp_yui_walk_sad","1007402163",""
"4","","","1007402","","","","100211","1","1007402164",""
"2","0","-220","1007402","","","","100211","-1000","1007402165","5"
"93","","","1007402","","","","4","0","1007402166",""
"3","","1","1007402","","0.2","","117631","mhp_sit_talk_worry","1007402167",""
"21","","0","1007402","","","","vo_mhp_1007402","vo_mhp_4114","1007402168","0"
"11","0","6","1007402","0.5","0","0","117631","……先生、もしかして楽しんでない？\n言ってることもよく分かんないし。","1007402169","1"
"91","","","1007402","","","","0","","1007402170",""
"3","","1","1007402","","0.2","","117631","mhp_sit_idle","1007402171",""
"3","","1","1007402","","0.2","","117531","mhp_sit_talk_joy1","1007402172",""
"21","","0","1007402","","","","vo_mhp_1007402","vo_mhp_4115","1007402173","0"
"11","0","6","1007402","0.5","","0","117531","ふふ、うちのギルドの子たちじゃ\nああいう甘酸っぱいのは\n期待できないもの。","1007402174","1"
"91","","","1007402","","","","0","","1007402175",""
"3","","1","1007402","","0.2","","117531","mhp_sit_talk_thinking","1007402176",""
"21","","0","1007402","","","","vo_mhp_1007402","vo_mhp_4116","1007402177","0"
"11","0","5","1007402","0.5","","0","117531","人の恋路って、本当に面白いわね♪","1007402178","1"
"91","","","1007402","","","","0","","1007402179",""
"22","","","1007402","","","","0","0.5","1007402180",""
"91","","","1007402","","","","0","","1007402181",""
"1","-240","100","1007403","mhp_idle_normal","1.7","0","1","100211","1007403001","-1000"
"1","-220","100","1007403","mhp_sit_idle","1.7","1","1","117531","1007403002","185"
"1","-200","100","1007403","mhp_sit_idle","1.7","1","1","117631","1007403003","365"
"31","0.85","-240","1007403","","1","","1","1","1007403004","-154"
"31","1","0","1007403","","0","","13","113","1007403005","0"
"31","1","0","1007403","","0","","15","115","1007403006","0"
"31","1","0","1007403","","0","","30","130","1007403007","0"
"5","-220","110","1007403","NoItem","1.7","0","1","11","1007403008","-200"
"5","-220","105","1007403","NoItem","1.7","0","1","12","1007403009","-200"
"5","-220","110","1007403","NoItem","1.7","1","1","21","1007403010","185"
"5","-220","105","1007403","NoItem","1.7","1","1","22","1007403011","185"
"6","0","1","1007403","","0","0","11","1","1007403012","1"
"6","0","1","1007403","","0","0","12","1","1007403013","1"
"6","0","1","1007403","","0","0","21","1","1007403014","1"
"6","0","1","1007403","","0","0","22","1","1007403015","1"
"5","-220","110","1007403","NoItem","1.7","0","1","31","1007403016","-1000"
"91","","","1007403","","","","0","","1007403017",""
"3","","1","1007403","","0.2","","117531","mhp_sit_talk_normal","1007403018",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4201","1007403019","0"
"11","0","8","1007403","0.5","0","0","117531","ユイちゃん、どうぞー","1007403020","0"
"91","","","1007403","","","","0","","1007403021",""
"3","","1","1007403","","0.2","","117531","mhp_sit_idle","1007403022",""
"3","0","1","1007403","","0.2","","100211","mhp_yui_walk_sad3","1007403023",""
"2","0","-220","1007403","","","","100211","-200","1007403024","4"
"3","","1","1007403","","0.2","","31","NoItem","1007403025",""
"2","0","-220","1007403","","","","31","-200","1007403026","4"
"91","","","1007403","","","","0","","1007403027",""
"3","1","0","1007403","","0.2","0.2","100211","mhp_yui_sit_in_sad2","1007403028","mhp_yui_sit_idle_sad3"
"93","","","1007403","","","","1","0","1007403029",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_talk_sad2","1007403030",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4202","1007403031","0"
"11","0","5","1007403","0.5","0","0","100211","はぁ……何度も診てもらっているのに\n相変わらず胸は苦しいし顔も火照って\nぼうっとしちゃうんです……","1007403032","1"
"91","","","1007403","","","","0","","1007403033",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_idle_sad4","1007403034",""
"3","","1","1007403","","0.2","","117531","mhp_sit_talk_normal","1007403035",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4203","1007403036","0"
"11","0","6","1007403","0.5","0","0","117531","ねえユイちゃん、症状が出るのって\nどんな時かしら？","1007403037","1"
"91","","","1007403","","","","0","","1007403038",""
"3","","1","1007403","","0.2","","117531","mhp_sit_idle","1007403039",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_talk_sad2","1007403040",""
"3","","1","1007403","","0","","31","mhp_yui_sit_talk_sad2","1007403041",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4204","1007403042","0"
"11","0","4","1007403","1.5","0","0","100211","え、ええとそれは……\nあ、あああ！","1007403043","1"
"93","","","1007403","","","","4","1","1007403044",""
"3","","1","1007403","","0.2","","100211","mhp_yui_hot","1007403045",""
"3","","1","1007403","","0.2","","31","mhp_yui_hot","1007403046",""
"91","","","1007403","","","","1007403043","","1007403047",""
"93","","","1007403","","","","1","0","1007403048",""
"3","","1","1007403","","0.2","","117531","mhp_sit_talk_normal","1007403049",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4205","1007403050","0"
"11","0","5","1007403","0.5","0","0","117531","当てましょうか？\nあなたが強く意識している誰かのことを\n考えている時、よね？","1007403051","1"
"91","","","1007403","","","","0","","1007403052",""
"3","","1","1007403","","0.2","","117531","mhp_sit_idle","1007403053",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_talk_wish2","1007403054",""
"3","","1","1007403","","0.2","","31","NoItem","1007403055",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4206","1007403056","0"
"11","0","6","1007403","0.5","0","0","100211","そ、それじゃあこれって……","1007403057","1"
"91","","","1007403","","","","0","","1007403058",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_idle_sad4","1007403059",""
"3","","1","1007403","","0.2","","117531","mhp_sit_talk_wish","1007403060",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4207","1007403061","0"
"11","0","6","1007403","0.5","0","0","117531","多くの人が悩む難病、恋の病よ！","1007403062","1"
"91","","","1007403","","","","0","","1007403063",""
"3","","1","1007403","","0.2","","117531","mhp_sit_idle","1007403064",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_talk_surprise2","1007403065",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4208","1007403066","0"
"11","0","6","1007403","0.5","0","0","100211","わ、わたしってば、お医者さんに\nそんな恥ずかしいことを……！\nご、ごめんなさい！","1007403067","1"
"91","","","1007403","","","","0","","1007403068",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_idle_verysad","1007403069",""
"3","","1","1007403","","0.2","","117531","mhp_sit_talk_joy1","1007403070",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4209","1007403071","0"
"11","0","6","1007403","0.5","0","0","117531","気にしなくていいわ\n恋に悩むのは若さの特権よ♪","1007403072","1"
"91","","","1007403","","","","0","","1007403073",""
"3","","1","1007403","","0.2","","117531","mhp_sit_idle_joy1","1007403074",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_talk_wish2","1007403075",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4210","1007403076","0"
"11","0","5","1007403","0.5","0","0","100211","あ、あのミツキさん……いえ、\nミツキ先生！\nこういう時は\nどうすればいいんでしょうか？","1007403077","1"
"91","","","1007403","","","","0","","1007403078",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_idle_sad3","1007403079",""
"3","","1","1007403","","0.2","","117531","mhp_sit_talk_surprise2","1007403080",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4211","1007403081","0"
"11","0","8","1007403","0.5","0","0","117531","……え？","1007403082","1"
"91","","","1007403","","","","0","","1007403083",""
"3","","1","1007403","","0.2","","117531","mhp_sit_talk_surprise2","1007403084",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_talk_worry2","1007403085",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4212","1007403086","0"
"11","0","6","1007403","0.5","0","0","100211","ミツキ先生みたいな素敵な大人なら\n素敵な恋をたくさん経験していますよね？","1007403087","1"
"91","","","1007403","","","","0","","1007403088",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_idle_sad3","1007403089",""
"3","","1","1007403","","0.2","","117531","mhp_sit_talk_bitter","1007403090",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4213","1007403091","0"
"11","0","6","1007403","0.5","0","0","117531","そ、それほどでも……ない、わよ？","1007403092","1"
"91","","","1007403","","","","0","","1007403093",""
"3","","1","1007403","","0.2","","117531","mhp_sit_idle_bitter","1007403094",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_talk_kirakira","1007403095",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4214","1007403096","0"
"11","0","6","1007403","0.5","0","0","100211","どうかわたしに、\n恋の診察をお願いします！","1007403097","1"
"91","","","1007403","","","","0","","1007403098",""
"3","","1","1007403","","0.2","","100211","mhp_yui_sit_idle_kirakira","1007403099",""
"3","","1","1007403","","0.2","","117531","mhp_mitsuki_sit_shake","1007403100",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4215","1007403101","0"
"11","0","7","1007403","0.5","0","0","117531","え、えええ……！","1007403102","1"
"91","","","1007403","","","","0","","1007403103",""
"3","","1","1007403","","0.2","","117531","mhp_sit_idle_sad3","1007403104",""
"32","1","","1007403","","","","113","1","1007403105",""
"33","1","-100","1007403","","","","113","193","1007403106","0"
"33","1","-100","1007403","","","","115","193","1007403107","0"
"93","","","1007403","","","","0.8","0","1007403108",""
"21","","0","1007403","","","","vo_mhp_1007403","vo_mhp_4216","1007403109","0"
"13","","","1007403","","","","117531","10001","1007403110",""
"11","0","5","1007403","0.5","0","0","117531","（因果応報、ってヤツかしら\n人の恋路を面白がったりした罰ね\nそれにしてもどうしたものかしら……）","1007403111","1"
"91","","","1007403","","","","0","","1007403112",""
"22","","","1007403","","","","0","0.5","1007403113",""
"93","","","1007403","","","","0.2","0","1007403114",""
"32","1","","1007403","","","","115","1","1007403115",""
"93","","","1007403","","","","1","0","1007403116",""
"32","","","1007403","","","","130","1","1007403117",""
"93","","","1007403","","","","4","0","1007403118",""
"32","","","1007403","","","","130","0","1007403119",""
"1","-240","100","1007404","mhp_idle_normal","1.7","0","1","111011","1007404001","-1000"
"1","-220","100","1007404","mhp_sit_idle","1.7","1","1","117531","1007404002","185"
"1","-200","100","1007404","mhp_sit_idle","1.7","1","1","117631","1007404003","365"
"31","0.85","-240","1007404","","1","","1","1","1007404004","-154"
"5","-220","110","1007404","NoItem","1.7","0","1","11","1007404005","-200"
"5","-220","105","1007404","NoItem","1.7","0","1","12","1007404006","-200"
"5","-220","110","1007404","NoItem","1.7","1","1","21","1007404007","185"
"5","-220","105","1007404","NoItem","1.7","1","1","22","1007404008","185"
"6","0","1","1007404","","0","0","11","1","1007404009","1"
"6","0","1","1007404","","0","0","12","1","1007404010","1"
"6","0","1","1007404","","0","0","21","1","1007404011","1"
"6","0","1","1007404","","0","0","22","1","1007404012","1"
"91","","","1007404","","","","0","","1007404013",""
"3","","1","1007404","","0.2","","117531","mhp_sit_talk_normal","1007404014",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1001","1007404015","0"
"11","0","8","1007404","0.5","0","0","117531","次の方どうぞー","1007404016","0"
"91","","","1007404","","","","0","","1007404017",""
"3","","1","1007404","","0.2","","117531","mhp_sit_idle","1007404018",""
"3","","1","1007404","","0.2","","111011","mhp_walk","1007404019",""
"2","0","-220","1007404","","","","111011","-200","1007404020","4"
"91","","","1007404","","","","0","","1007404021",""
"3","1","0","1007404","","0.2","0.2","111011","mhp_sit_in_2","1007404022","mhp_sit_idle_2"
"93","","","1007404","","","","1","0","1007404023",""
"3","","1","1007404","","0.2","","111011","mhp_sit_talk_normal","1007404024",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1002","1007404025","0"
"11","0","4","1007404","0.5","0","0","111011","やあ、失礼する。\n数週間ぶりだが、息災かねミツキ師。","1007404026","1"
"91","","","1007404","","","","0","0","1007404027",""
"3","","1","1007404","","0.2","","111011","mhp_sit_idle_2","1007404028",""
"3","","1","1007404","","0.2","","117531","mhp_sit_talk_surprise2","1007404029",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1003","1007404030","0"
"11","0","6","1007404","0.5","0","0","117531","ユニちゃん！？\nどうしたの、\n引き籠もりのあなたが\nこんなランドソルから離れた町で……","1007404031","1"
"93","","","1007404","","","","2","1","1007404032",""
"3","","1","1007404","","0.2","","117531","mhp_sit_talk_worry","1007404033",""
"91","","","1007404","","","","1007404031","0","1007404034",""
"3","","1","1007404","","0.2","","117531","mhp_sit_idle_sad","1007404035",""
"3","","1","1007404","","0.2","","111011","mhp_sit_talk_normal","1007404036",""
"21","","0","1007404","","","","vo_mhp_1007404","vo_mhp_1004","1007404037","0"
"11","0","5","1007404","0.5","0","0","111011","もののついでの挨拶さ。\nフィールドワークに訪れた旅先で、\n隻眼の名医がいると聞いたものでな。\nミツキ師に違いないと察したよ。","1007404038","1"
