947c64b74bc3c2d5ab5ff7c20b7dbff6e9b03e591a13884b2f9c36b926b62bb9,49532ae1abed5e36db30c5777acad97d22596ac9b17908cdaa88fae044b9cf09,2ec290f95b7d62020d9f4b528f5802db78db4c15b4155579760c143a72e60396,e00cb23af1e602cc77913909f890c21b5a712031cc0bc1c53cf46be68b7e74a6,800819a992b0dd604eb6f5e96d9844135b704ba8d810976f6b16200dfdb57e27,f02e24f46feaaeb8813943e1850c5d487b9f509bdf5666bda3e3b232366ed7cf,283a00bbebfff9b6c7d81b9214539d2690c2252937f8aa8db715b3ff081f5d1d,506355ab49b85f635395326c3ab5fabf444651f1d3df00cc4491f16a66f8a102,15d7deea7c35555aff365acb41b3fce752607c56c02c256f0b062a4748e9744c,cf0b6728e1abaf815118f48355e3d73ba93ecade365cc9de213a8ce975ca72d4,fd2f640bca4b2e80044ba3c9bb935f1af107b4e969386152c9cc0a9d150a438c
"1012012","0.5","11","0","1","1012","1","0","10","……う～、でもプリンのことを\n考えてたらおなかが空いてきたの。\nだからプリン描いて壁を食べてみたの。\n全然美味しくないの！","100711"
"1012013","","91","","","1012","","","","","0"
"1012014","","21","","0","1012","","","0","vo_wac_220224_002","vo_wac_220224"
"1012015","0.5","11","0","1","1012","1","0","10","さっさと本物のプリンを\nよこせなの～！！","100711"
"1012016","","91","","","1012","","","","","0"
"1012017","","22","","","1012","","","","0","0"
"1013001","","3","0.2","","1013","","","1","wac_idle_smile","100711"
"1013002","","3","0.2","","1013","","","1","wac_no_items","111"
"1013003","","2","","0","1013","","","-340","200","100711"
"1013004","","2","","0","1013","","","-340","200","111"
"1013005","","32","","","1013","","","","0","1"
"1013006","","32","","","1013","","","","1","2"
"1013007","","32","","","1013","","","","0","11"
"1013008","","91","","","1013","","","","","0"
"1111001","wac_default_11","1","2","-108","1111","-212.75","0","202","105311","1"
"1111002","wac_default_11","5","2","-108","1111","-212.75","0","201","111","1"
"1111003","","31","1","0","1111","1","","0","1","1"
"1111004","","31","0","0","1111","1","","0","2","2"
"1111005","","31","0","0","1111","1","","0","11","11"
"1111006","","3","0.2","","1111","","","0","wac_paint_11","105311"
"1111007","","3","0.2","","1111","","","0","wac_paint_11","111"
"1111008","","93","","","1111","","","","0","0.3"
"1111009","wac_default_11","32","","","1111","","","","1","11"
"1111010","","23","0.2","","1111","0","","0","se_10035700_roller","se_10035700"
"1111011","","131","","","1111","","","","","1"
"1112001","","3","0.2","wac_talk_doya_loop","1112","1","","0","wac_talk_doya_in","105311"
"1112002","","3","0.2","","1112","","","1","wac_no_items","111"
"1112003","","2","","0","1112","","","-340","200","105311"
"1112004","","2","","0","1112","","","-340","200","111"
"1112005","","32","","","1112","","","","0","1"
"1112006","","32","","","1112","","","","1","2"
"1112007","","32","","","1112","","","","0","11"
"1112008","","21","","0","1112","","","0","vo_wac_220225_000","vo_wac_220225"
"1112009","0.5","11","0","1","1112","1","0","10","よし、なかなかいい仕上がりだ！\n絵を描くのも悪くないな！\n時々子どものイタズラだと\n思われるのは心外だが……","105311"
"1112010","","91","","","1112","","","","","0"
"1112011","","21","","0","1112","","","0","vo_wac_220225_001","vo_wac_220225"
"1112012","0.5","11","0","1","1112","1","0","10","遠く離れたこの地に\n私の絵……足跡が残るのだ。\nこれは祖国に報告すべき\n偉大なる快挙ではないだろうか！","105311"
"1112013","","91","","","1112","","","","","0"
"1112014","","22","","","1112","","","","0","0"
"1113001","","3","0.2","","1113","","","1","wac_idle_doya","105311"
"1113002","","3","0.2","","1113","","","1","wac_no_items","111"
"1113003","","2","","0","1113","","","-340","200","105311"
"1113004","","2","","0","1113","","","-340","200","111"
"1113005","","32","","","1113","","","","0","1"
"1113006","","32","","","1113","","","","1","2"
"1113007","","32","","","1113","","","","0","11"
"1113008","","91","","","1113","","","","","0"
"1211001","wac_default_01","1","2","-108","1211","-175","0","202","100811","1"
"1211002","wac_default_02","5","2","-108","1211","-175","0","201","111","1"
"1211003","","31","1","0","1211","1","","0","4","4"
"1211004","","31","0","0","1211","1","","0","2","2"
"1211005","","31","0","0","1211","1","","0","12","12"
"1211006","","3","0.2","","1211","","","0","wac_paint_01","100811"
"1211007","","3","0.2","","1211","","","0","wac_paint_02","111"
"1211008","wac_default_11","32","","","1211","","","","1","12"
"1211009","","23","0.2","","1211","0","","0","se_10035700_brush","se_10035700"
"1211010","","131","","","1211","","","","","1"
"1212001","","3","0.2","wac_talk_wish_loop","1212","1","","0","wac_talk_wish_in","100811"
"1212002","","3","0.2","","1212","","","1","wac_no_items","111"
"1212003","","2","","0","1212","","","-340","200","100811"
"1212004","","2","","0","1212","","","-340","200","111"
"1212005","","32","","","1212","","","","0","4"
"1212006","","32","","","1212","","","","1","2"
"1212007","","32","","","1212","","","","0","12"
"1212008","","21","","0","1212","","","0","vo_wac_220226_000","vo_wac_220226"
"1212009","0.5","11","0","1","1212","1","0","10","ああ……美しい……\n美しい以外にこれを\n表現する言葉が見当たらないよ。","100811"
"1212010","","91","","","1212","","","","","0"
"1212011","","21","","0","1212","","","0","vo_wac_220226_001","vo_wac_220226"
"1212012","0.5","11","0","1","1212","1","0","10","未完の美なんて言葉もあるけど、\nそんなのボクには関係ないね。\n完全にして完璧な美。\nそれがボク！　ああ……美しい……","100811"
"1212013","","91","","","1212","","","","","0"
"1212014","","22","","","1212","","","","0","0"
"1213001","","3","0.2","","1213","","","1","wac_idle_wish","100811"
"1213002","","3","0.2","","1213","","","1","wac_no_items","111"
"1213003","","2","","0","1213","","","-340","200","100811"
"1213004","","2","","0","1213","","","-340","200","111"
"1213005","","32","","","1213","","","","0","4"
"1213006","","32","","","1213","","","","1","2"
"1213007","","32","","","1213","","","","0","12"
"1213008","","91","","","1213","","","","","0"
"1311001","wac_default_01","1","2","-108","1311","-175","0","202","104511","1"
"1311002","wac_default_02","5","2","-108","1311","-175","0","201","111","1"
"1311003","","31","1","0","1311","1","","0","4","4"
"1311004","","31","0","0","1311","1","","0","2","2"
"1311005","","31","0","0","1311","1","","0","12","12"
"1311006","","3","0.2","","1311","","","0","wac_paint_01","104511"
"1311007","","3","0.2","","1311","","","0","wac_paint_02","111"
"1311008","wac_default_11","32","","","1311","","","","1","12"
"1311009","","23","0.2","","1311","0","","0","se_10035700_brush","se_10035700"
"1311010","","131","","","1311","","","","","1"
"1312001","","3","0.2","wac_talk_smile_loop","1312","1","","0","wac_talk_smile_in","104511"
"1312002","","3","0.2","","1312","","","1","wac_no_items","111"
"1312003","","2","","0","1312","","","-340","200","104511"
"1312004","","2","","0","1312","","","-340","200","111"
"1312005","","32","","","1312","","","","0","4"
"1312006","","32","","","1312","","","","1","2"
"1312007","","32","","","1312","","","","0","12"
"1312008","","21","","0","1312","","","0","vo_wac_220227_000","vo_wac_220227"
"1312009","0.5","11","0","1","1312","1","0","10","ぐふふ……\nクウカのいろいろなものを\n込めて描いた絵が、\n見られてしまうのですね……","104511"
"1312010","","91","","","1312","","","","","0"
"1312011","","21","","0","1312","","","0","vo_wac_220227_001","vo_wac_220227"
"1312012","0.5","11","0","1","1312","1","0","10","繊細な筆づかい……\n荒々しいタッチ……\nクウカの手から生み出された絵が……！\nじゅるり～♪","104511"
"1312013","","91","","","1312","","","","","0"
"1312014","","22","","","1312","","","","0","0"
"1313001","","3","0.2","","1313","","","1","wac_idle_smile","104511"
"1313002","","3","0.2","","1313","","","1","wac_no_items","111"
"1313003","","2","","0","1313","","","-340","200","104511"
"1313004","","2","","0","1313","","","-340","200","111"
"1313005","","32","","","1313","","","","0","4"
"1313006","","32","","","1313","","","","1","2"
"1313007","","32","","","1313","","","","0","12"
"1313008","","91","","","1313","","","","","0"
"1411001","wac_default_11","1","2","-108","1411","-175","0","202","103011","1"
"1411002","wac_default_12","5","2","-108","1411","-175","0","201","111","1"
"1411003","","31","1","0","1411","1","","0","4","4"
"1411004","","31","0","0","1411","1","","0","2","2"
"1411005","","31","0","0","1411","1","","0","12","12"
"1411006","","3","0.2","","1411","","","0","wac_paint_11","103011"
"1411007","","3","0.2","","1411","","","0","wac_paint_12","111"
"1411008","","93","","","1411","","","","0","0.3"
"1411009","wac_default_11","32","","","1411","","","","1","12"
"1411010","","23","0.2","","1411","0","","0","se_10035700_roller","se_10035700"
"1411011","","131","","","1411","","","","","1"
"1412001","","3","0.2","wac_talk_kyapi_loop","1412","1","","0","wac_talk_kyapi_in","103011"
"1412002","","3","0.2","","1412","","","1","wac_no_items","111"
"1412003","","2","","0","1412","","","-340","200","103011"
"1412004","","2","","0","1412","","","-340","200","111"
"1412005","","32","","","1412","","","","0","4"
"1412006","","32","","","1412","","","","1","2"
"1412007","","32","","","1412","","","","0","12"
"1412008","","21","","0","1412","","","0","vo_wac_220228_000","vo_wac_220228"
"1412009","0.5","11","0","1","1412","1","0","10","シュバババッ！！\nやったデース！\nフフフ……コウボウフデヲエラバズな\nできデス！","103011"
"1412010","","91","","","1412","","","","","0"
"1412011","","21","","0","1412","","","0","vo_wac_220228_001","vo_wac_220228"
"1412012","0.5","11","0","1","1412","1","0","10","なんのこれしき、チューシンとして\nトーゼンデス！\nランドソルにショーグンの威光を\n知らしめまショウ！","103011"
"1412013","","91","","","1412","","","","","0"
"1412014","","22","","","1412","","","","0","0"
"1413001","","3","0.2","","1413","","","1","wac_idle_kyapi","103011"
"1413002","","3","0.2","","1413","","","1","wac_no_items","111"
"1413003","","2","","0","1413","","","-340","200","103011"
"1413004","","2","","0","1413","","","-340","200","111"
"1413005","","32","","","1413","","","","0","4"
"1413006","","32","","","1413","","","","1","2"
"1413007","","32","","","1413","","","","0","12"
"1413008","","91","","","1413","","","","","0"
"1511001","wac_default_11","1","2","-108","1511","-212.75","0","202","102911","1"
"1511002","wac_default_11","5","2","-108","1511","-212.75","0","201","111","1"
"1511003","","31","1","0","1511","1","","0","1","1"
"1511004","","31","0","0","1511","1","","0","2","2"
"1511005","","31","0","0","1511","1","","0","11","11"
"1511006","","3","0.2","","1511","0","","0","wac_paint_11","102911"
"1511007","","3","0.2","","1511","0","","0","wac_paint_11","111"
"1511008","","93","","","1511","","","","0","0.3"
"1511009","","32","","","1511","","","","1","11"
"1511010","","23","","","1511","","","0","se_10035700_roller","se_10035700"
"1511011","","131","","","1511","","","","","1"
"1512001","","3","0.2","wac_talk_smile_loop","1512","1","","0","wac_talk_smile_in","102911"
"1512002","","3","0.2","","1512","","","1","wac_no_items","111"
"1512003","","2","","0","1512","","","-340","200","102911"
"1512004","","2","","0","1512","","","-340","200","111"
"1512005","","32","","","1512","","","","0","1"
"1512006","","32","","","1512","","","","1","2"
"1512007","","32","","","1512","","","","0","11"
"1512008","","21","","0","1512","","","0","vo_wac_220301_000","vo_wac_220301"
"1512009","0.5","11","0","1","1512","1","0","10","あっ、しまった～！\nつい自分のサインを書いちゃった♪","102911"
"1512010","","91","","","1512","","","","","0"
"1512011","","21","","0","1512","","","0","vo_wac_220301_001","vo_wac_220301"
"1512012","0.5","11","0","1","1512","1","0","10","自分を見せるんじゃなくて\n自分の描いたものを見せる。\nこれも表現の形だよね！\nアイドル活動に生かせそう♪","102911"
"1512013","","91","","","1512","","","","","0"
"1512014","","22","","","1512","","","","0","0"
"1513001","","3","0.2","","1513","","","1","wac_idle_smile","102911"
"1513002","","3","0.2","","1513","","","1","wac_no_items","111"
"1513003","","2","","0","1513","","","-340","200","102911"
"1513004","","2","","0","1513","","","-340","200","111"
"1513005","","32","","","1513","","","","0","1"
"1513006","","32","","","1513","","","","1","2"
"1513007","","32","","","1513","","","","0","11"
"1513008","","91","","","1513","","","","","0"
"1611001","wac_default_01","1","2","-108","1611","-212.75","0","202","104211","1"
"1611002","wac_default_02","5","2","-108","1611","-212.75","0","201","111","1"
"1611003","","31","1","0","1611","1","","0","1","1"
"1611004","","31","0","0","1611","1","","0","2","2"
"1611005","","31","0","0","1611","1","","0","11","11"
"1611006","","3","0.2","","1611","0","","0","wac_paint_01","104211"
"1611007","","3","0.2","","1611","0","","0","wac_paint_02","111"
"1611008","","93","","","1611","","","","0","0"
"1611009","","32","","","1611","","","","1","11"
"1611010","","23","","","1611","","","0","se_10035700_brush","se_10035700"
"1611011","","131","","","1611","","","","","1"
"1612001","","3","0.2","wac_talk_wish_loop","1612","1","","0","wac_talk_wish_in","104211"
"1612002","","3","0.2","","1612","","","1","wac_no_items","111"
"1612003","","2","","0","1612","","","-340","200","104211"
"1612004","","2","","0","1612","","","-340","200","111"
"1612005","","32","","","1612","","","","0","1"
"1612006","","32","","","1612","","","","1","2"
"1612007","","32","","","1612","","","","0","11"
"1612008","","21","","0","1612","","","0","vo_wac_220302_000","vo_wac_220302"
"1612009","0.5","11","0","1","1612","1","0","10","あ……つい、癖でサインを\n描いてしまいました……\n……これ、ノゾミもやってそうですね。","104211"
"1612010","","91","","","1612","","","","","0"
"1612011","","21","","0","1612","","","0","vo_wac_220302_001","vo_wac_220302"
"1612012","0.5","11","0","1","1612","1","0","10","ふふ。色々な絵が重なり合って\nまるで音色みたいに響き合っている。\n……完成が楽しみですね。","104211"
"1612013","","91","","","1612","","","","","0"
"1612014","","22","","","1612","","","","0","0"
"1613001","","3","0.2","","1613","","","1","wac_idle_wish","104211"
"1613002","","3","0.2","","1613","","","1","wac_no_items","111"
"1613003","","2","","0","1613","","","-340","200","104211"
"1613004","","2","","0","1613","","","-340","200","111"
"1613005","","32","","","1613","","","","0","1"
"1613006","","32","","","1613","","","","1","2"
"1613007","","32","","","1613","","","","0","11"
"1613008","","91","","","1613","","","","","0"
