a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1
"","","1500","","110011","-250","869","","10","2","18690009"
"","","1750","","1","-125","869","","10","2","18690010"
"","","1500","","2","-250","869","","10","2","18690011"
"","","1750","","1","-125","869","","10","33","18690012"
"","","1500","","2","-250","869","","10","33","18690013"
"","","se_fpc_water_random","","se_10053800","","870","","","23","18700001"
"1.75","-180","110111","1","1","22","870","cmn_float","-1100","1","18700002"
"1.75","-125","117111","0","1","12","870","cmn_float","-1350","1","18700003"
"1.75","-180","127011","0","1","22","870","cmn_float","-1600","1","18700004"
"1","1","2","","6","-1070","870","","-180","31","18700005"
"1","1","3","","6","-1350","870","","-125","31","18700006"
"1","1","4","","6","-1600","870","","-180","31","18700007"
"","","1500","","110111","-180","870","","13.5","2","18700008"
"","","1250","","117111","-125","870","","13.5","2","18700009"
"","","1000","","127011","-180","870","","13.5","2","18700010"
"","","1530","","2","-180","870","","13.5","33","18700011"
"","","1250","","3","-125","870","","13.5","33","18700012"
"","","1000","","4","-180","870","","13.5","33","18700013"
"","","","","2.7","","870","","","93","18700014"
"","","vo_fpc_87001","","vo_fpc","","870","","0","21","18700015"
"","","se_fpc_water_random","","se_10053800","","871","","","23","18710001"
"1.75","-125","122511","0","1","12","871","cmn_swm_breastStroke","-850","1","18710002"
"1.75","-250","117411","0","1","32","871","cmn_swm_breastStroke","-1100","1","18710003"
"1","1","1","","2","-850","871","","-125","31","18710004"
"1","1","2","","2","-1100","871","","-250","31","18710005"
"","","1750","","122511","-125","871","","10","2","18710006"
"","","1500","","117411","-250","871","","10","2","18710007"
"","","1750","","1","-125","871","","10","33","18710008"
"","","1500","","2","-250","871","","10","33","18710009"
"","","se_fpc_water_random","","se_10053800","","872","","","23","18720001"
"1.75","-180","110311","0","1","23","872","cmn_boat_relax_l","-850","1","18720002"
"1.75","-180","126711","0","1","23","872","cmn_boat_relax","-1200","1","18720003"
"1.75","-180","1","0","2","22","872","cmn_boat_idle_blue","-850","5","18720004"
"1.75","-180","2","0","2","22","872","cmn_boat_idle_l","-1200","5","18720005"
"1","1","1","","116","-850","872","","-180","31","18720006"
"1","1","2","","116","-1200","872","","-180","31","18720007"
"","","1750","","110311","-180","872","","13.5","2","18720008"
"","","1400","","126711","-180","872","","13.5","2","18720009"
"","","1750","","1","-180","872","","13.5","2","18720010"
"","","1400","","2","-180","872","","13.5","2","18720011"
"","","1750","","1","-180","872","","13.5","33","18720012"
"","","1400","","2","-180","872","","13.5","33","18720013"
"","","","","2.7","","872","","","93","18720014"
"","","vo_fpc_87201","","vo_fpc","","872","","0","21","18720015"
"","","se_fpc_water_random","","se_10053800","","873","","","23","18730001"
"1.75","-125","110411","0","1","12","873","cmn_swm_breastStroke","-850","1","18730002"
"1.75","-250","115711","0","1","32","873","cmn_swm_breastStroke","-1100","1","18730003"
"1","1","1","","2","-850","873","","-125","31","18730004"
"1","1","2","","2","-1100","873","","-250","31","18730005"
"","","1750","","110411","-125","873","","10","2","18730006"
"","","1500","","115711","-250","873","","10","2","18730007"
"","","1750","","1","-125","873","","10","33","18730008"
"","","1500","","2","-250","873","","10","33","18730009"
"","","se_fpc_water_random","","se_10053800","","874","","","23","18740001"
"1.75","-180","110411","1","1","22","874","cmn_float","-1100","1","18740002"
"1.75","-125","122611","0","1","12","874","cmn_float","-1350","1","18740003"
"1","1","2","","6","-1070","874","","-180","31","18740004"
"1","1","3","","6","-1350","874","","-125","31","18740005"
"","","1500","","110411","-180","874","","13.5","2","18740006"
"","","1250","","122611","-125","874","","13.5","2","18740007"
"","","1530","","2","-180","874","","13.5","33","18740008"
"","","1250","","3","-125","874","","13.5","33","18740009"
"","","","","2.6","","874","","","93","18740010"
"","","vo_fpc_87401","","vo_fpc","","874","","0","21","18740011"
"","","se_fpc_water_random","","se_10053800","","875","","","23","18750001"
"1.75","-125","108011","0","1","12","875","cmn_swm_diving","-850","1","18750002"
"1.75","-180","129411","0","1","22","875","cmn_swm_diving","-1100","1","18750003"
"1","1","1","","9","-850","875","","-125","31","18750004"
"1","1","2","","9","-1100","875","","-180","31","18750005"
"","","1750","","108011","-125","875","","13.5","2","18750006"
"","","1500","","129411","-180","875","","13.5","2","18750007"
"","","1750","","1","-125","875","","13.5","33","18750008"
"","","1500","","2","-180","875","","13.5","33","18750009"
"","","se_fpc_water_random","","se_10053800","","876","","","23","18760001"
"1.75","-180","117111","1","1","22","876","cmn_float","-1100","1","18760002"
"1.75","-125","129311","0","1","12","876","cmn_float","-1350","1","18760003"
"1","1","2","","6","-1070","876","","-180","31","18760004"
"1","1","3","","6","-1350","876","","-125","31","18760005"
"","","1500","","117111","-180","876","","13.5","2","18760006"
"","","1250","","129311","-125","876","","13.5","2","18760007"
"","","1530","","2","-180","876","","13.5","33","18760008"
"","","1250","","3","-125","876","","13.5","33","18760009"
"","","","","2.8","","876","","","93","18760010"
"","","vo_fpc_87601","","vo_fpc","","876","","0","21","18760011"
"","","se_fpc_water_random","","se_10053800","","877","","","23","18770001"
"1.75","-125","117211","0","1","12","877","cmn_crawl","-850","1","18770002"
"1.75","-250","117311","0","1","32","877","cmn_crawl","-1100","1","18770003"
"1.75","-125","117411","0","1","12","877","cmn_crawl","-1350","1","18770004"
"1.75","-250","129511","0","1","32","877","cmn_swm_diving","-1600","1","18770005"
"1","1","1","","7","-850","877","","-125","31","18770006"
"1","1","2","","1","-1100","877","","-250","31","18770007"
"1","1","3","","7","-1350","877","","-125","31","18770008"
"1","1","4","","9","-1600","877","","-250","31","18770009"
"","","1750","","117211","-125","877","","10","2","18770010"
"","","1500","","117311","-250","877","","10","2","18770011"
"","","1250","","117411","-125","877","","10","2","18770012"
"","","1000","","129511","-250","877","","10","2","18770013"
"","","1750","","1","-125","877","","10","33","18770014"
"","","1500","","2","-250","877","","10","33","18770015"
"","","1250","","3","-125","877","","10","33","18770016"
"","","1000","","4","-250","877","","10","33","18770017"
"","","se_fpc_water_random","","se_10053800","","878","","","23","18780001"
"1.75","-125","110611","0","1","13","878","cmn_swm_tread","-850","1","18780002"
"1.75","-250","129511","0","1","33","878","cmn_swm_tread","-1100","1","18780003"
"1.75","-125","1","0","1","12","878","cmn_swm_tread_pink","-850","5","18780004"
"1.75","-250","2","0","1","32","878","cmn_swm_tread_blue","-1100","5","18780005"
"1","1","1","","13","-850","878","","-125","31","18780006"
"1","1","2","","3","-1100","878","","-250","31","18780007"
"","","1750","","110611","-125","878","","13.5","2","18780008"
"","","1500","","129511","-250","878","","13.5","2","18780009"
"","","1750","","1","-125","878","","13.5","2","18780010"
"","","1500","","2","-250","878","","13.5","2","18780011"
"","","1750","","1","-125","878","","13.5","33","18780012"
"","","1500","","2","-250","878","","13.5","33","18780013"
"","","se_fpc_water_random","","se_10053800","","879","","","23","18790001"
"1.75","-180","107611","1","1","22","879","cmn_float","-1100","1","18790002"
"1.75","-125","122611","0","1","12","879","cmn_float","-1350","1","18790003"
"1","1","2","","6","-1070","879","","-180","31","18790004"
"1","1","3","","6","-1350","879","","-125","31","18790005"
"","","1500","","107611","-180","879","","13.5","2","18790006"
"","","1250","","122611","-125","879","","13.5","2","18790007"
"","","1530","","2","-180","879","","13.5","33","18790008"
"","","1250","","3","-125","879","","13.5","33","18790009"
"","","","","2.6","","879","","","93","18790010"
"","","vo_fpc_87901","","vo_fpc","","879","","0","21","18790011"
"","","se_fpc_water_random","","se_10053800","","880","","","23","18800001"
"1.75","-180","110311","1","1","22","880","cmn_float","-1100","1","18800002"
"1.75","-125","129311","1","1","12","880","04_misogi_float_loop","-1350","1","18800003"
"1","1","2","","6","-1070","880","","-180","31","18800004"
"1","1","3","","6","-1350","880","","-125","31","18800005"
"","","1500","","110311","-180","880","","13.5","2","18800006"
"","","1250","","129311","-125","880","","13.5","2","18800007"
"","","1530","","2","-180","880","","13.5","33","18800008"
"","","1250","","3","-125","880","","13.5","33","18800009"
"","","","","2.5","","880","","","93","18800010"
"","","vo_fpc_88001","","vo_fpc","","880","","0","21","18800011"
"","","se_fpc_water_random","","se_10053800","","881","","","23","18810001"
"1.75","-180","113511","1","1","22","881","cmn_float","-1100","1","18810002"
"1.75","-125","129311","1","1","12","881","04_misogi_float_loop","-1350","1","18810003"
"1","1","2","","6","-1070","881","","-180","31","18810004"
"1","1","3","","6","-1350","881","","-125","31","18810005"
"","","1500","","113511","-180","881","","13.5","2","18810006"
"","","1250","","129311","-125","881","","13.5","2","18810007"
"","","1530","","2","-180","881","","13.5","33","18810008"
"","","1250","","3","-125","881","","13.5","33","18810009"
"","","","","2.4","","881","","","93","18810010"
"","","vo_fpc_88101","","vo_fpc","","881","","0","21","18810011"
"","","se_fpc_water_random","","se_10053800","","882","","","23","18820001"
"1.75","-180","108011","0","1","23","882","cmn_boat_relax_l","-850","1","18820002"
"1.75","-180","107911","0","1","23","882","cmn_boat_cat","-1200","1","18820003"
"1.75","-180","1","0","2","22","882","cmn_boat_idle_blue","-850","5","18820004"
"1.75","-180","2","0","2","22","882","cmn_boat_idle_l","-1200","5","18820005"
"1","1","1","","116","-850","882","","-180","31","18820006"
"1","1","2","","116","-1200","882","","-180","31","18820007"
"","","1750","","108011","-180","882","","13.5","2","18820008"
"","","1400","","107911","-180","882","","13.5","2","18820009"
"","","1750","","1","-180","882","","13.5","2","18820010"
"","","1400","","2","-180","882","","13.5","2","18820011"
"","","1750","","1","-180","882","","13.5","33","18820012"
"","","1400","","2","-180","882","","13.5","33","18820013"
"","","","","1","","882","","","93","18820014"
"","","vo_fpc_88201","","vo_fpc","","882","","0","21","18820015"
"","","se_fpc_water_random","","se_10053800","","883","","","23","18830001"
"1.75","-125","110411","0","1","12","883","10_cmn_dogscratch","-850","1","18830002"
"1.75","-250","110511","0","1","32","883","10_cmn_dogscratch","-1100","1","18830003"
"1.75","-125","115711","0","1","12","883","10_cmn_dogscratch","-1350","1","18830004"
"1.75","-250","122411","0","1","32","883","10_cmn_dogscratch","-1600","1","18830005"
"1","1","1","","117","-850","883","","-125","31","18830006"
"1","1","2","","117","-1100","883","","-250","31","18830007"
"1","1","3","","117","-1350","883","","-125","31","18830008"
"1","1","4","","117","-1600","883","","-250","31","18830009"
"","","1750","","110411","-125","883","","10","2","18830010"
"","","1500","","110511","-250","883","","10","2","18830011"
"","","1250","","115711","-125","883","","10","2","18830012"
"","","1000","","122411","-250","883","","10","2","18830013"
"","","1750","","1","-125","883","","10","33","18830014"
"","","1500","","2","-250","883","","10","33","18830015"
"","","1250","","3","-125","883","","10","33","18830016"
"","","1000","","4","-250","883","","10","33","18830017"
"","","se_fpc_water_random","","se_10053800","","884","","","23","18840001"
"1.75","-180","107511","1","1","22","884","cmn_float","-1100","1","18840002"
"1.75","-125","126611","0","1","12","884","cmn_float","-1350","1","18840003"
"1","1","2","","6","-1070","884","","-180","31","18840004"
"1","1","3","","6","-1350","884","","-125","31","18840005"
"","","1500","","107511","-180","884","","13.5","2","18840006"
"","","1250","","126611","-125","884","","13.5","2","18840007"
"","","1530","","2","-180","884","","13.5","33","18840008"
"","","1250","","3","-125","884","","13.5","33","18840009"
"","","","","2.2","","884","","","93","18840010"
"","","vo_fpc_88401","","vo_fpc","","884","","0","21","18840011"
"","","se_fpc_water_random","","se_10053800","","885","","","23","18850001"
"1.75","-180","107611","1","1","22","885","cmn_float","-1100","1","18850002"
"1.75","-125","107711","0","1","12","885","cmn_float","-1350","1","18850003"
"1","1","2","","6","-1070","885","","-180","31","18850004"
"1","1","3","","6","-1350","885","","-125","31","18850005"
"","","1500","","107611","-180","885","","13.5","2","18850006"
"","","1250","","107711","-125","885","","13.5","2","18850007"
"","","1530","","2","-180","885","","13.5","33","18850008"
"","","1250","","3","-125","885","","13.5","33","18850009"
"","","","","2.6","","885","","","93","18850010"
"","","vo_fpc_88501","","vo_fpc","","885","","0","21","18850011"
"","","se_fpc_water_random","","se_10053800","","886","","","23","18860001"
"1.75","-180","113111","0","1","23","886","cmn_boat_relax_l","-850","1","18860002"
"1.75","-180","122511","0","1","23","886","cmn_boat_relax","-1200","1","18860003"
"1.75","-180","1","0","2","22","886","cmn_boat_idle_blue","-850","5","18860004"
"1.75","-180","2","0","2","22","886","cmn_boat_idle_l","-1200","5","18860005"
"1","1","1","","116","-850","886","","-180","31","18860006"
"1","1","2","","116","-1200","886","","-180","31","18860007"
"","","1750","","113111","-180","886","","13.5","2","18860008"
"","","1400","","122511","-180","886","","13.5","2","18860009"
"","","1750","","1","-180","886","","13.5","2","18860010"
"","","1400","","2","-180","886","","13.5","2","18860011"
"","","1750","","1","-180","886","","13.5","33","18860012"
"","","1400","","2","-180","886","","13.5","33","18860013"
"","","","","2.6","","886","","","93","18860014"
"","","vo_fpc_88601","","vo_fpc","","886","","0","21","18860015"
"","","se_fpc_water_random","","se_10053800","","887","","","23","18870001"
"1.75","-180","107711","1","1","22","887","cmn_float","-1100","1","18870002"
"1.75","-125","122711","0","1","12","887","cmn_float","-1350","1","18870003"
"1","1","2","","6","-1070","887","","-180","31","18870004"
"1","1","3","","6","-1350","887","","-125","31","18870005"
"","","1500","","107711","-180","887","","13.5","2","18870006"
"","","1250","","122711","-125","887","","13.5","2","18870007"
"","","1530","","2","-180","887","","13.5","33","18870008"
"","","1250","","3","-125","887","","13.5","33","18870009"
"","","","","2.5","","887","","","93","18870010"
"","","vo_fpc_88701","","vo_fpc","","887","","0","21","18870011"
"","","se_fpc_water_random","","se_10053800","","889","","","23","18890001"
"1.49","-15","122811","1","1","12","889","09_misogi_run","750","1","18890002"
"","","-750","0","122811","-15","889","","5.65","2","18890003"
"","","","","0.5","","889","","","93","18890004"
"","","vo_fpc_88901","","vo_fpc","","889","","0","21","18890005"
"","","se_fpc_water_random","","se_10053800","","890","","","23","18900001"
"1.49","-15","107911","1","1","12","890","09_misogi_run","750","1","18900002"
"","","-750","0","107911","-15","890","","5.65","2","18900003"
"","","","","0.6","","890","","","93","18900004"
"","","vo_fpc_89001","","vo_fpc","","890","","0","21","18900005"
"","","se_fpc_water_random","","se_10053800","","891","","","23","18910001"
"1.75","-180","122411","1","1","22","891","04_misogi_flutterKick_loop","1000","1","18910002"
"1","1","12","","12","1000","891","","-180","31","18910003"
