570d39db4d2ae5140caf5117b9f57b2e0b993920362f8b0f4357953230d5de4d,84659360fab0882523ffb695ebe93eddba301fb319dc2eb22a9202cf454585d7,8f41023a938e2b5dd54c594af4e8fdd0dfdd73c8a71a590b1e2fbd53f57f3520,6910accac2d149a216b7e1e9bc1dc5296fb426a3d2f208be3105ccb7ca162008,a5b6c2b46633e4fad6e623b5d1838f99b0b29d0272569fef0c2096c8f06fe0ed,624bafadf1f217e34f6c43470e53d8a8162bb00b9185a585aa3c307b3f960439,43d99c7c0dca4e3a3959a400f6fa77ba23da96e98f491faad5ffa8d9e7ad0e3a,7b7d1c21eb210142c00e2868ec878bd9e823fc0169c2c521e8a4de2e8865c5f8,94a741f752b0f919f9fa1f620289e1d5e4e0fb98d496a72243404875edf96712,6fb0ae4309c4aab7f046d332f8677470a9ccc788650723caedf90d253c1e5fa5,68cb5bf1d19fd9862ee0a10bef4141c1fb550874050f6fb5debc1cc1b7518f4f
"0","おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","1","101011","11","10","1","20122","0","0","1201220017"
"","","","0","91","","","20122","","","1201220018"
"","travel_topdrama_r_2000_idle_smile","","101011","3","1","","20122","0.2","","1201220019"
"","","","","112","","","20122","","","1201220020"
"","","","0","91","","","20122","","","1201220021"
"1","104411","42","1","1","101","-68","20131","0.8","travel_topdrama_r_2000_idle_doya","1201310001"
"0","100711","-42","1","1","102","-68","20131","0.8","travel_topdrama_r_2000_idle_anger","1201310002"
"0","0","0","0","5","110","-75","20131","1","mana","1201310003"
"","","","0","91","","","20131","","","1201310004"
"","0","","10","93","","","20131","","","1201310005"
"","","","1201310005","101","","","20131","","","1201310006"
"","none","","0","3","0","","20131","0","","1201310007"
"","","","0","91","","","20131","","","1201310008"
"","103","","104411","13","","","20132","","","1201320001"
"","104","","100711","13","","","20132","","","1201320002"
"","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop","104411","3","0","1","20132","0.2","","1201320003"
"","vo_travel_talk_20013_00","0","vo_travel_talk","21","0","","20132","","","1201320004"
"0","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","1","104411","11","10","1","20132","0","0","1201320005"
"","","","0","91","","","20132","","","1201320006"
"","travel_topdrama_r_2000_idle_doya","","104411","3","1","","20132","0.2","","1201320007"
"","travel_topdrama_r_2000_talk_anger","","100711","3","1","1","20132","0.2","","1201320008"
"","vo_travel_talk_20013_01","0","vo_travel_talk","21","0","","20132","","","1201320009"
"0","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","1","100711","11","10","1","20132","0","0","1201320010"
"","","","0","91","","","20132","","","1201320011"
"","travel_topdrama_r_2000_idle_anger","","100711","3","1","","20132","0.2","","1201320012"
"","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise","104411","3","0","1","20132","0.2","","1201320013"
"","vo_travel_talk_20013_02","0","vo_travel_talk","21","0","","20132","","","1201320014"
"0","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","1","104411","11","10","1","20132","0","0","1201320015"
"","","","0","91","","","20132","","","1201320016"
"","travel_topdrama_r_2000_idle_doya_surprise","","104411","3","1","","20132","0.2","","1201320017"
"","","","","112","","","20132","","","1201320018"
"","","","0","91","","","20132","","","1201320019"
"1","102511","42","1","1","102","-68","20141","0.8","travel_topdrama_r_2000_idle_sad","1201410001"
"0","102811","-42","1","1","101","-68","20141","0.8","travel_topdrama_r_2000_idle_normal","1201410002"
"0","0","0","0","5","110","-75","20141","1","mana","1201410003"
"","","","0","91","","","20141","","","1201410004"
"","0","","10","93","","","20141","","","1201410005"
"","","","1201410005","101","","","20141","","","1201410006"
"","none","","0","3","0","","20141","0","","1201410007"
"","","","0","91","","","20141","","","1201410008"
"","103","","102511","13","","","20142","","","1201420001"
"","104","","102811","13","","","20142","","","1201420002"
"","travel_topdrama_r_2000_talk_sad_in","travel_topdrama_r_2000_talk_sad_loop","102511","3","0","1","20142","0.2","","1201420003"
"","vo_travel_talk_20014_00","0","vo_travel_talk","21","0","","20142","","","1201420004"
"0","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","1","102511","11","10","1","20142","0","0","1201420005"
"","","","0","91","","","20142","","","1201420006"
"","travel_topdrama_r_2014_falldown","travel_topdrama_r_2000_idle_sad_cry","102511","3","0","1","20142","0.2","","1201420007"
"","travel_topdrama_r_2000_talk_surprise2_in","travel_topdrama_r_2000_talk_surprise2_loop","102811","3","0","1","20142","0.2","","1201420008"
"","vo_travel_talk_20014_01","0","vo_travel_talk","21","0","","20142","","","1201420009"
"0","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","1","102811","11","10","1","20142","0","0","1201420010"
"","","","0","91","","","20142","","","1201420011"
"","travel_topdrama_r_2000_idle_arm_crossed","","102811","3","1","","20142","0.2","","1201420012"
"","travel_topdrama_r_2000_talk_sad_loop_cry","","102511","3","1","","20142","0.2","","1201420013"
"","vo_travel_talk_20014_02","0","vo_travel_talk","21","0","","20142","","","1201420014"
"0","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","1","102511","11","10","1","20142","0","0","1201420015"
"","","","0","91","","","20142","","","1201420016"
"","travel_topdrama_r_2000_idle_sad_cry","","102511","3","1","","20142","0.2","","1201420017"
"","d","","","112","","","20142","","","1201420018"
"","","","0","91","","","20142","","","1201420019"
"1","103211","42","1","1","101","-68","20151","0.8","travel_topdrama_r_2000_idle_arm_crossed","1201510001"
"0","103411","-42","1","1","102","-68","20151","0.8","travel_topdrama_r_2000_idle_normal","1201510002"
"0","0","0","0","5","110","-75","20151","1","mana","1201510003"
"","","","0","91","","","20151","","","1201510004"
"","0","","10","93","","","20151","","","1201510005"
"","","","1201510005","101","","","20151","","","1201510006"
"","none","","0","3","0","","20151","0","","1201510007"
"","","","0","91","","","20151","","","1201510008"
"","103","","103211","13","","","20152","","","1201520001"
"","104","","103411","13","","","20152","","","1201520002"
"","travel_topdrama_r_2000_talk_arm_crossed_in","travel_topdrama_r_2000_talk_arm_crossed_loop","103211","3","0","1","20152","0.2","","1201520003"
"","vo_travel_talk_20015_00","0","vo_travel_talk","21","0","","20152","","","1201520004"
"0","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","1","103211","11","10","1","20152","0","0","1201520005"
"","","","0","91","","","20152","","","1201520006"
"","travel_topdrama_r_2000_idle_arm_crossed","","103211","3","1","","20152","0.2","","1201520007"
"","travel_topdrama_r_2000_talk_sad_in_surprise2","travel_topdrama_r_2000_talk_sad_loop_surprise2","103411","3","0","1","20152","0.2","","1201520008"
"","vo_travel_talk_20015_01","0","vo_travel_talk","21","0","","20152","","","1201520009"
"0","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","1","103411","11","10","1","20152","0","0","1201520010"
"","","","0","91","","","20152","","","1201520011"
"","travel_topdrama_r_2000_idle_normal","","103411","3","1","","20152","0.2","","1201520012"
"","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise","103211","3","0","1","20152","0.2","","1201520013"
"","vo_travel_talk_20015_02","0","vo_travel_talk","21","0","","20152","","","1201520014"
"0","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","1","103211","11","10","1","20152","0","0","1201520015"
"","","","0","91","","","20152","","","1201520016"
"","travel_topdrama_r_2000_idle_doya_surprise","","103211","3","1","","20152","0.2","","1201520017"
"","","","","112","","","20152","","","1201520018"
"","","","0","91","","","20152","","","1201520019"
"1","101611","42","1","1","101","-68","20161","0.8","travel_topdrama_r_2000_idle_kyapi","1201610001"
"0","101811","-42","1","1","102","-68","20161","0.8","travel_topdrama_r_2000_idle_wish_joy","1201610002"
"0","0","0","0","5","110","-75","20161","1","mana","1201610003"
"","","","0","91","","","20161","","","1201610004"
"","0","","10","93","","","20161","","","1201610005"
"","","","1201610005","101","","","20161","","","1201610006"
"","none","","0","3","0","","20161","0","","1201610007"
"","","","0","91","","","20161","","","1201610008"
"","103","","101611","13","","","20162","","","1201620001"
"","104","","101811","13","","","20162","","","1201620002"
"","travel_topdrama_r_2000_talk_kyapi_in","travel_topdrama_r_2000_talk_kyapi_loop","101611","3","0","1","20162","0.2","","1201620003"
"","vo_travel_talk_20016_00","0","vo_travel_talk","21","0","","20162","","","1201620004"
"0","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","1","101611","11","10","1","20162","0","0","1201620005"
"","","","0","91","","","20162","","","1201620006"
"","travel_topdrama_r_2000_idle_kyapi","","101611","3","1","","20162","0.2","","1201620007"
"","travel_topdrama_r_2000_talk_wish_loop_joy","","101811","3","1","","20162","0.2","","1201620008"
"","vo_travel_talk_20016_01","0","vo_travel_talk","21","0","","20162","","","1201620009"
"0","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","1","101811","11","10","1","20162","0","0","1201620010"
"","","","0","91","","","20162","","","1201620011"
"","travel_topdrama_r_2000_idle_wish_joy","","101811","3","1","","20162","0.2","","1201620012"
"","travel_topdrama_r_2000_talk_doya_in_faceAnger","travel_topdrama_r_2000_talk_doya_loop_faceAnger","101611","3","0","1","20162","0.2","","1201620013"
"","vo_travel_talk_20016_02","0","vo_travel_talk","21","0","","20162","","","1201620014"
"0","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","1","101611","11","10","1","20162","0","0","1201620015"
"","","","0","91","","","20162","","","1201620016"
"","travel_topdrama_r_2000_idle_doya_faceAnger","","101611","3","1","","20162","0.2","","1201620017"
"","","","","112","","","20162","","","1201620018"
"","","","0","91","","","20162","","","1201620019"
"1","106511","42","1","1","101","-68","20171","0.8","travel_topdrama_r_2000_idle_doya","1201710001"
"0","106611","-42","1","1","102","-68","20171","0.8","travel_topdrama_r_2000_idle_normal","1201710002"
"0","0","0","0","5","110","-75","20171","1","mana","1201710003"
"","","","0","91","","","20171","","","1201710004"
"","0","","10","93","","","20171","","","1201710005"
"","","","1201710005","101","","","20171","","","1201710006"
"","none","","0","3","0","","20171","0","","1201710007"
"","","","0","91","","","20171","","","1201710008"
"","103","","106511","13","","","20172","","","1201720001"
"","104","","106611","13","","","20172","","","1201720002"
"","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop","106511","3","0","1","20172","0.2","","1201720003"
"","vo_travel_talk_20017_00","0","vo_travel_talk","21","0","","20172","","","1201720004"
"0","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","1","106511","11","10","1","20172","0","0","1201720005"
"","","","0","91","","","20172","","","1201720006"
"","travel_topdrama_r_2000_idle_doya","","106511","3","1","","20172","0.2","","1201720007"
"","travel_topdrama_r_2000_talk_arm_crossed_in_sad","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","106611","3","0","1","20172","0.2","","1201720008"
"","vo_travel_talk_20017_01","0","vo_travel_talk","21","0","","20172","","","1201720009"
"0","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","1","106611","11","10","1","20172","0","0","1201720010"
"","","","0","91","","","20172","","","1201720011"
"","travel_topdrama_r_2000_idle_arm_crossed_sad","","106611","3","1","","20172","0.2","","1201720012"
"","travel_topdrama_r_2000_talk_doya_in_surprise","travel_topdrama_r_2000_talk_doya_loop_surprise","106511","3","0","1","20172","0.2","","1201720013"
"","vo_travel_talk_20017_02","0","vo_travel_talk","21","0","","20172","","","1201720014"
"0","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","1","106511","11","10","1","20172","0","0","1201720015"
"","","","0","91","","","20172","","","1201720016"
"","travel_topdrama_r_2000_idle_doya_surprise","","106511","3","1","","20172","0.2","","1201720017"
"","","","","112","","","20172","","","1201720018"
"","","","0","91","","","20172","","","1201720019"
"1","118011","0","1","1","101","-68","20181","0.8","travel_topdrama_r_2000_idle_sad","1201810001"
"0","0","0","0","5","110","-75","20181","1","mana","1201810002"
"","","","0","91","","","20181","","","1201810003"
"","0","","10","93","","","20181","","","1201810004"
"","","","1201810004","101","","","20181","","","1201810005"
"","none","","0","3","0","","20181","0","","1201810006"
"","","","0","91","","","20181","","","1201810007"
"","103","","118011","13","","","20182","","","1201820001"
"","travel_topdrama_r_2000_talk_sad_in","travel_topdrama_r_2000_talk_sad_loop","118011","3","0","1","20182","0.2","","1201820002"
"","vo_travel_talk_20018_00","0","vo_travel_talk","21","0","","20182","","","1201820003"
"0","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","1","118011","11","10","1","20182","0","0","1201820004"
"","","","0","91","","","20182","","","1201820005"
"","travel_topdrama_r_2000_talk_doya_in","travel_topdrama_r_2000_talk_doya_loop","118011","3","0","1","20182","0.2","","1201820006"
"","vo_travel_talk_20018_01","0","vo_travel_talk","21","0","","20182","","","1201820007"
"0","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","1","118011","11","10","1","20182","0","0","1201820008"
"","","","0","91","","","20182","","","1201820009"
"","travel_topdrama_r_2000_talk_thinking","","118011","3","1","","20182","0.2","","1201820010"
"","vo_travel_talk_20018_02","0","vo_travel_talk","21","0","","20182","","","1201820011"
"0","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","1","118011","11","10","1","20182","0","0","1201820012"
"","","","0","91","","","20182","","","1201820013"
"","travel_topdrama_r_2000_eieio_in","travel_topdrama_r_2000_eieio_loop","118011","3","0","1","20182","0.2","","1201820014"
"","","","0","91","","","20182","","","1201820015"
"","","","","112","","","20182","","","1201820016"
"","","","0","91","","","20182","","","1201820017"
"1","106111","42","1","1","101","-68","20191","0.8","travel_topdrama_r_2000_idle_smile","1201910001"
"0","107011","-42","1","1","102","-68","20191","0.8","travel_topdrama_r_2000_idle_doya_sad","1201910002"
