ba268edf83a2a704bde10924aec14ef242a0ee930e0323efdacc7e14ed9dba22,1b22e8cbe0a3e17c7f2da524997f80546b0f958d0de872aa2e1a4592179cf935,a230b65b153cefa9861e3e33a045e2ae3979b7736429a64e89c51f4e44060c15,56d7776bd11e712d9d9a40b9d2ccd037f9d3314c18960704644c3e6ba4f67c2d,5deadca5fac477d2e318a788da7b98d8b73fe533578e7b1cce8bb8b158fd38d8,b956e6d8cb71211ad69d7500af1021efdad6ac60e1c870905fb77dcfbbbe0035,63a25459d32b7d2c2483829223c6592ab72b9bc6b4a9a3b2bc587c9cdb96d732,3e6555ee6088321f6ea15d3909218660722b027f2e8bd4a66c53c16daa4e89ad,300b273027c345352c3976bb4e7cc52927d642721126d2db07ee82868a861a3a,73cff3a51c125904a9fab849f46c123ce4fae97e46d93cc3b1e5c47c535798c9,92ead37a470edf92bba01f0caa3054db2a469f0f8c6578b22f4c36c71365d1bf,03b334f2e1616629eb4d7002d0b414a8e0c7b0bafc880cd5382af4741914d4a2,2d323ce85cb896d3598e0c4f5284395c333281af2c33d4e7763181435fce3d63,1b981f31848b322afbcb9667265f3a85da53059d6e940317178faa899572aea4,10b82a7b02b814242c568ed269909a556ff33cb805b6d5d0aa1bf25478b2c145,fef3f6721a071fd4aa63838273df4e0e86e5216ad98bc54b2531929acc5ec73d,15ff23ed0b44049615cb3f6475605a124875f48d01cd473c0e1b484f3da651e2,35395bfbf9684f914a359ed39384e71070ccc3e7f5d344675ddc5b88795fdd21,07083d810d3ccb4ebc3e799e75b87f7485a712b77968b38e2a78d6d3b7e38bfa,819b796a0c7d3dfbe9f902135fbb8d3a3ad00f646be98542b196cdf37cc613b0,702a7cf3cd97f4164e3daa1ed0df0caf09b433b33d5ece9dc2960d53f816f9bb
"2160","12","0","0","1","0","725","0","0","","2","0","1","味方単体のＴＰを{0}回復","3","1","100820301","16","0","0","0"
"2160","1","0","12","0","8","1","0","-2080","物理攻撃力アップ+{0}","2","0","1","味方単体の物理攻撃力を{0}アップ","3","10","100820302","10","1","0","0"
"0","0","0","1","0","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","100850101","90","0","0","0"
"0","0","0","1","0","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","100851101","90","0","0","0"
"0","0","0","1","0","0","1","0","30","","0","0","1","自分の物理防御力を{0}アップ","0","3","100851102","90","0","0","0"
"2160","3","0","0","99","1.44","18","0","18","魔法ダメージ+{0}","1","0","1","敵全体に{0}の魔法ダメージ","3","2","100900101","1","0","0","0"
"0","7","0","99","1","0","2","0","100","","2","2","1","自分の物理防御力を0にする","1","21","100900102","10","1","0","0"
"0","7","0","99","1","0","2","0","100","","2","2","1","自分の魔法防御力を0にする","1","41","100900103","10","1","0","0"
"-1","3","0","0","1","1.2","20","0","20","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","100900201","1","0","0","0"
"0","7","1","0","1","10","100","0","0","","2","0","1","","3","3","100900301","17","0","0","0"
"600","3","0","0","99","2","25","0","25","魔法ダメージ+{0}","1","0","1","範囲内の敵に{0}の魔法ダメージ","2","2","100900302","1","0","0","0"
"0","7","0","0","1","0","0","0","0","","2","0","1","","3","0","100900303","30","0","0","0"
"0","7","0","0","1","0","1.9","0","0","","2","0","1","","3","1","100900304","21","0","0","0"
"0","7","0","8","1","50","1","0","50","魔法攻撃力アップ+{0}","2","1","1","自分の魔法攻撃力を{0}アップ","1","30","100901101","10","1","0","0"
"2160","3","0","0","99","6.5","81.25","0","81.25","魔法ダメージ+{0}","1","0","1","敵全体に{0}の魔法ダメージ","3","2","100901102","1","0","0","0"
"0","7","0","99","1","0","2","0","100","","2","2","1","自分の物理防御力を初期値の100%ダウン","1","21","100901103","10","1","0","0"
"0","7","0","99","1","0","2","0","100","","2","2","1","自分の魔法防御力を初期値の100%ダウン","1","41","100901104","10","1","0","0"
"-1","3","0","0","1","1.6","20","0","20","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","100901201","1","0","0","0"
"2160","3","0","12","99","0.6","1","0","0.6","魔法防御力ダウン+{0}","2","1","1","敵単体の魔法防御力を{0}ダウン","3","41","100901202","10","1","0","0"
"0","0","0","1","1","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","100950101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","100951101","90","0","0","0"
"2160","3","0","18","99","15","1","0","15","魔法攻撃力アップ+{0}","2","0","1","味方全体の魔法攻撃力を{0}アップ","3","30","101000101","10","1","0","0"
"2160","3","0","18","99","0.6","1","0","0.6","物理防御力アップ+{0}","2","0","1","味方全体の物理防御力を{0}アップ","3","20","101000102","10","1","0","0"
"2160","3","0","18","99","0","50","0","0","","2","0","1","味方全体のＴＰを固定量で{0}回復","3","4","101000103","16","1","0","0"
"2160","5","0","1","1","7.5","1","0","7.5","ＨＰ回復量+{0}","2","0","1","味方単体のＨＰを{0}回復","2","2","101000201","4","0","0","0"
"2160","3","0","0","1","100","8","1","0","暗闇の確定成功Ｌｖ+{0}","1","0","1","敵単体を暗闇状態にする","1","40","101000301","12","0","0","0"
"2160","3","0","18","1","20","1","1","20","物理攻撃力ダウン+{0}","1","1","1","敵単体の物理・魔法攻撃力を{0}ダウン","1","11","101000302","10","1","0","0"
"2160","3","0","18","1","20","1","1","20","魔法攻撃力ダウン+{0}","1","1","1","","1","31","101000303","10","1","0","0"
"2160","3","0","18","1","0","1","1","150","","1","1","1","敵単体の物理・魔法クリティカルを{0}ダウン","1","61","101000304","10","1","0","0"
"2160","3","0","18","1","0","1","1","150","","1","1","1","","1","71","101000305","10","1","0","0"
"2160","3","0","18","99","30","1","0","30","魔法攻撃力アップ+{0}","2","0","1","味方全体の魔法攻撃力を{0}アップ","3","30","101001101","10","1","0","0"
"2160","3","0","18","99","0","1","0","100","","2","0","1","味方全体の魔法クリティカルを{0}アップ","3","70","101001102","10","1","0","0"
"2160","3","0","18","99","0","1","0","5","","2","0","1","味方全体の魔法クリダメを{0}％アップ","3","120","101001103","10","1","0","0"
"2160","3","0","18","99","1.1","1","0","1.1","物理防御力アップ+{0}","2","0","1","味方全体の物理防御力を{0}アップ","3","20","101001104","10","1","0","0"
"2160","3","0","0","99","0","120","0","0","","2","0","1","味方全体のＴＰを固定量で{0}回復","3","4","101001105","16","1","0","0"
"2160","3","10","0","99","0","10","0","0","","2","0","1","毎秒ＴＰを10回復する","3","1","101001106","48","2","0","0"
"2160","5","0","1.2","1","8.5","1","0","8.5","ＨＰ回復量+{0}","2","0","1","味方単体のＨＰを{0}回復","3","2","101001201","4","0","0","0"
"2160","5","0","12","1","1","1","0","1","物理防御力アップ+{0}","2","1","1","味方単体の物理防御力を{0}アップ","3","20","101001202","10","1","0","0"
"2160","5","8.5","0","1","0.08","0.5","0","0.5","回復量+{0}","2","0","1","毎秒ＨＰを{0}回復する","2","2","101001203","48","1","0","0"
"2160","5","0","1.2","1","8.5","1","0","8.5","ＨＰ回復量+{0}","2","0","1","味方単体のＨＰを{0}回復","3","2","101002201","4","0","0","0"
"2160","5","0","12","1","1","1","0","1","物理防御力アップ+{0}","2","1","1","味方単体の物理防御力を{0}アップ","3","20","101002202","10","1","0","0"
"2160","5","8.5","0","1","0.08","0.5","0","0.5","回復量+{0}","2","0","1","毎秒ＨＰを{0}回復する","2","2","101002203","48","1","0","0"
"2160","38","0","180","1","40","1","0","40","物理攻撃力アップ+{0}","2","1","1","味方単体の物理・魔法攻撃力を{0}アップ","3","10","101002204","10","1","0","0"
"2160","38","0","180","1","40","1","0","40","魔法攻撃力アップ+{0}","2","1","1","","3","30","101002205","10","1","0","0"
"2160","38","0","180","1","0","1","0","12","","2","0","1","味方単体の物理・魔法クリダメを{0}％アップ","3","110","101002206","10","0","0","0"
"2160","38","0","180","1","0","1","0","12","","2","0","1","","3","120","101002207","10","0","0","0"
"2160","38","0","0","1","180","0.5","0","0","","2","0","1","味方単体の行動速度50%加算","3","2","101002208","83","0","0","0"
"2160","38","0","0","1","1","1000","0","0","","2","0","1","味方単体のＴＰを{0}回復","3","1","101002209","16","0","0","0"
"2160","38","0","1","1","180","1","0","152","","2","0","1","","3","0","101002210","35","0","0","0"
"0","0","0","1","0","2","1","0","2","物理防御力アップ+{0}","0","0","1","自分の物理防御力を{0}アップ","0","3","101050101","90","0","0","0"
"0","0","0","1","0","2","1","0","2","物理防御力アップ+{0}","0","0","1","自分の物理防御力を{0}アップ","0","3","101051101","90","0","0","0"
"0","0","0","1","0","0","1","0","225","","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","101051102","90","0","0","0"
"1150","3","0","0","99","1.62","20.4","0","20.4","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","101100101","1","0","0","0"
"0","7","0","99","1","0","1","0","45","","2","1","1","自分の物理クリティカルを{0}アップ","1","60","101100201","10","1","0","0"
"0","7","0","12","1","15","1","0","15","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","101100202","10","1","0","0"
"-1","3","0","0","1","1.6","20","0","20","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","101100301","1","0","0","0"
"1300","3","0","0","99","2.16","28","0","28","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","101101101","1","0","0","1.75"
"0","7","0","99","1","0","1","0","75","","2","1","1","自分の物理クリティカルを{0}アップ","1","60","101101201","10","1","0","0"
"0","7","0","12","1","20","1","0","20","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","101101202","10","1","0","0"
"0","7","0","0","1","12","1.8","0","0","","2","0","1","自分の行動速度80％アップ","1","2","101101203","8","0","0","0"
"1300","3","0","0","99","2.8","35","0","35","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","1","1","101101301","1","0","0","0"
"0","7","0","18","1","0","1","0","15","","2","1","1","自分の物理攻撃クリティカル時のダメージを{0}％アップ","1","110","101101302","10","1","0","0"
"0","7","0","18","1","90","1","0","90","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","101101303","10","1","0","0"
"0","7","0","0","1","0","650","0","0","","2","0","1","自分のＴＰを{0}回復","1","1","101101304","16","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","101150101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","101151101","90","0","0","0"
"2160","20","0","0","99","0.54","6.75","0","6.75","魔法ダメージ+{0}","1","0","1","物理攻撃をする敵に{0}の魔法ダメージ","3","2","101200101","1","0","0","0"
"2160","3","0","0","99","0.81","9","0","9","魔法ダメージ+{0}","1","0","1","敵全体に{0}の魔法ダメージ","3","2","101200102","1","0","0","0"
"2160","14","0","0","1","1.6","20","0","20","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","3","2","101200201","1","0","0","0"
"2160","14","0","0","1","1.2","15","0","15","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","3","2","101200301","1","0","0","0"
"2160","14","0","0","1","1.5","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","敵単体を一定時間行動不能にする","3","7","101200302","8","0","0","0"
"2160","14","0","0","1","0","0","0","0","","1","0","1","","3","1","101200303","7","0","0","0"
"300","3","0","0","99","1.2","15","0","15","魔法ダメージ+{0}","1","0","1","範囲内の敵に{0}の魔法ダメージ","2","2","101200304","1","0","0","0"
"2160","20","0","0","99","2.4","30","0","30","魔法ダメージ+{0}","1","0","1","物理攻撃をする敵に{0}の魔法ダメージ","2","2","101201101","1","0","0","0"
"2160","20","0","18","99","0.54","1","0","0.54","魔法防御力ダウン+{0}","1","0","1","物理攻撃をする敵の魔法防御力を{0}ダウン","2","41","101201102","10","1","0","0"
"2160","20","0","0","99","6","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","物理攻撃をする敵を一定時間行動不能にする","2","7","101201103","8","0","0","0"
"2160","3","0","0","99","1.2","15","0","15","魔法ダメージ+{0}","1","0","1","敵全体に{0}の魔法ダメージ","2","2","101201104","1","0","0","0"
"2160","3","0","0","99","1","0","0","1","","1","0","1","","3","2001","101201105","28","0","101201106","0"
"2160","3","0","0","99","1.2","15","0","15","魔法ダメージ+{0}","1","0","1","魔法攻撃をする敵がいない場合、敵全体に{0}の魔法ダメージ","3","2","101201106","1","0","0","0"
"2160","14","0","0","1","1.8","22","0","22","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","3","2","101201201","1","0","0","0"
"2160","14","0","12","1","0.2","1","0","0.2","魔法防御力ダウン+{0}","1","1","1","敵単体の魔法防御力を{0}ダウン","3","41","101201202","10","1","0","0"
"2160","14","0","0","1","0","0","0","0","","1","0","1","","3","1","101202201","7","0","0","0"
"300","3","0","0","99","2.4","30","0","30","魔法ダメージ+{0}","1","0","1","範囲内の敵に{0}の魔法ダメージ","2","2","101202202","1","0","0","0"
"300","3","0","18","99","0.4","1","0","0.4","魔法防御力ダウン+{0}","1","1","1","範囲内の敵の魔法防御力を{0}ダウン","2","41","101202203","10","1","0","0"
"2160","3","0","0","99","1","0","0","1","","1","0","1","魔法攻撃をする敵がいない場合、以下の効果が発動","3","2001","101202204","28","0","101202205","0"
"2160","3","0","0","99","1.2","15","0","15","魔法ダメージ+{0}","1","0","1","敵全体に{0}の魔法ダメージ","3","2","101202205","1","0","0","0"
"2160","3","0","18","99","20","1","0","20","物理攻撃力ダウン+{0}","1","1","1","敵全体の物理攻撃力を{0}ダウン","3","11","101202206","10","1","0","0"
"2160","3","0","0","99","1","0","0","1","","1","0","1","","3","2001","101202207","28","0","101202208","0"
"-1","7","0","180","1","40","1","0","40","魔法攻撃力アップ+{0}","2","1","1","自分の魔法攻撃力を{0}アップ","1","30","101202208","10","1","0","0"
"-1","7","0","0","1","1","300","0","0","","2","0","1","自分のＴＰを{0}回復","1","1","101202209","16","0","0","0"
"0","0","0","1","0","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","101250101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","101251101","90","0","0","0"
"2160","6","0","0","1","5.6","60","0","60","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","2","2","101300101","1","0","0","0"
"2160","3","0","0","1","0","0","0","0","","1","0","1","","1","1","101300201","7","0","0","0"
"200","3","0","12","99","0.48","1","0","0.48","魔法防御力ダウン+{0}","1","0","1","範囲内の敵の魔法防御力を{0}ダウン","2","41","101300202","10","0","0","0"
"2160","6","0","0","1","1.6","20","0","20","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","2","2","101300301","1","0","0","0"
"2160","6","0","0","1","1.5","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","敵単体を一定時間行動不能にする","2","7","101300302","8","0","0","0"
"2160","6","0","0","1","11.2","140","0","140","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","2","2","101301101","1","0","0","0"
"2160","6","0","18","1","0.5","1","0","0.5","魔法防御力ダウン+{0}","1","0","1","敵単体の魔法防御力を{0}ダウン","2","41","101301102","10","0","0","0"
"2160","3","0","0","1","0","0","0","0","","1","0","1","","1","1","101301201","7","0","0","0"
"200","3","0","12","99","0.8","1","0","0.8","魔法防御力ダウン+{0}","1","0","1","範囲内の敵の魔法防御力を{0}ダウン","2","41","101301202","10","0","0","0"
"2160","6","0","0","1","4.8","60","0","60","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","2","2","101301301","1","0","0","0"
"2160","6","0","0","1","4.5","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","敵単体を一定時間行動不能にする","2","7","101301302","8","0","0","0"
"2160","6","0","0","1","0","0.9","0","18","","1","0","1","敵単体のＨＰ回復量を90％ダウン","2","1","101301303","59","1","0","0"
"0","0","0","1","0","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","101350101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","101351101","90","0","0","0"
"2160","3","0","0","1","0","0","2","0","","1","0","1","","1","3","101400101","7","0","0","0"
"2160","3","300","0","1","16","2.4","2","2.4","魔法防御力ダウン+{0}","1","0","1","フィールド内の敵の魔法防御力{0}ダウン","1","41","101400102","38","1","3","0"
"2160","3","300","0","1","16","10","2","0","","1","0","1","フィールド内の敵のＴＰ上昇{0}ダウン","1","81","101400103","38","1","0","0"
"2160","3","0","0","1","0","0","2","0","","1","0","1","","1","1","101400104","7","0","0","0"
"300","1","0","0","99","16","0.9","0","0","行動速度低下の確定成功Ｌｖ+{0}","1","0","1","範囲内の敵の行動速度10％ダウン","2","1","101400105","8","0","0","0"
"800","3","0","0","99","0.27","3.4","0","3.4","魔法ダメージ+{0}","1","0","1","範囲内の敵に{0}の魔法ダメージ","1","2","101400201","1","0","0","0"
"800","3","0","0","99","2.5","0","0","0","束縛の確定成功Ｌｖ+{0}","1","0","1","範囲内の敵を一定時間行動不能にする","1","5","101400202","8","0","0","0"
"2160","7","0","1","1","180","5","0","249","","2","0","1","自分に証拠を１つ付与する","3","1","101400203","35","0","0","0"
"-1","3","0","0","1","1","12.5","0","12.5","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","101400301","1","0","0","0"
"-1","3","0","0","1","1","7.5","0","0","混乱の確定成功Ｌｖ+{0}","1","0","1","敵単体を混乱させる","1","1","101400302","11","0","0","0"
"2160","7","0","0","1","5","1","0","0","","2","0","1","","3","6249","101400303","28","101400305","0","0"
