a9d397943590442afb65a98219e58543ff4ae4891800abf7a250f7bcf121aa8c,f0651115a4fc467a2c0dafcc37ddb10b8cb2ee18c7577ea1f71f763ed2f50392,2321f04d7cdf0d1ca42281767cc82a50df8dbcd083b0b803de279b10e19a2a87,dcb71ee648d74ce6ef29c1a9bd5885012b1f90549076708e5ba8b6babf6a9784,e7e1599545941461124b4e178114722bc655813226b2aada7c0bb86bb6b7daed,f46ada19a07feba2c7ca013603189eaa0f6673c02f94f3070c2ebb53f39bfbe5,97fa48b580da979a9c321117682aa7006f82e62e9eebc45b034918ba64fbb53e,7da6a6b835c32b8a2532d2969631786814b3725a6f62a0ec7bf255267fefea90,fb20c10dae4daafe89b25deba939f75ca3b0540fa832333a11e68b6ae43a9786,7cbc8fe74a43327ef6eae7327593f9549982f65f87d78d2cebc29787e9b393e8,8079b586d1855598dde580383bbdf3e288e396790f63767ef7819ff3421f6e7e
"","20024","0","","","","","","92301","32","1923010070"
"","1","","","","","","","92301","113","1923010071"
"","0.3","0","","","","","","92301","93","1923010072"
"","11","1","","","","","","92301","32","1923010073"
"","0.4","0","","","","","","92301","93","1923010074"
"","19","0","","","","","","92301","32","1923010075"
"","0","0","","","","","","92301","32","1923010076"
"","912000","0","","","","","","92301","32","1923010077"
"0","105811","1","1","0","1","","0","92301","6","1923010078"
"0","105911","1","1","0","1","","0","92301","6","1923010079"
"0","106011","1","1","0","1","","0","92301","6","1923010080"
"0","106411","1","1","0","1","","0","92301","6","1923010081"
"0","100","1","1","0","1","","0","92301","6","1923010082"
"0","110","1","1","0","1","","0","92301","6","1923010083"
"0","11","1","1","0","1","","0","92301","6","1923010084"
"0","12","1","1","0","1","","0","92301","6","1923010085"
"0","13","1","1","0","1","","0","92301","6","1923010086"
"0","200","1","1","0","1","","0","92301","6","1923010087"
"","0","","","","","","","92301","91","1923010088"
"-34","1","105811","62","1","0","empty","0","92401","1","1924010001"
"-34","1","105911","66","1","0","empty","0","92401","1","1924010002"
"-34","1","106011","64","1","0","empty","0","92401","1","1924010003"
"-34","1","106411","65","1","0","empty","0","92401","1","1924010004"
"-34","1","118511","52","1","0","empty","0","92401","1","1924010005"
"-266","100","100","58","0.4","-1085","idle","1","92401","5","1924010006"
"-266","110","110","56","0.4","-1085","idle","1","92401","5","1924010007"
"1","904000","40","0","0","0","","","92401","31","1924010008"
"1","904001","41","0","0","0","","","92401","31","1924010009"
"1","904002","42","0","0","0","","","92401","31","1924010010"
"1","921000","0","-300","0","0","","","92401","31","1924010011"
"1","900002","1","0","0","0","","","92401","31","1924010012"
"1","900002","2","0","0","0","","","92401","31","1924010013"
"1","900002","3","0","0","0","","","92401","31","1924010014"
"1","900004","4","-1085","0","-266","","","92401","31","1924010015"
"1","900005","5","0","0","0","","","92401","31","1924010016"
"1","900009","9","0","0","-34","","","92401","31","1924010017"
"","0","0","","","","","","92401","91","1924010018"
"","1","1","","","","","","92401","32","1924010019"
"","0.4","0","","","","","","92401","93","1924010020"
"","40","1","","","","","","92401","32","1924010021"
"","41","1","","","","","","92401","32","1924010022"
"","42","1","","","","","","92401","32","1924010023"
"","se_caravan","se_caravan_section_skip","0","","","","","92401","23","1924010024"
"","vo_caravan","vo_caravan_onigiriskip","0","","","","","92401","21","1924010025"
"11","100","240","-266","","0","","","92401","2","1924010026"
"11","110","240","-266","","0","","","92401","2","1924010027"
"","100","skip","1","","","","","92401","3","1924010028"
"","110","skip","1","","","","","92401","3","1924010029"
"","2.2","0","","","","","","92401","93","1924010030"
"","2","1","","","","","","92401","32","1924010031"
"","0.4","0","","","","","","92401","93","1924010032"
"","40","0","","","","","","92401","32","1924010033"
"","41","0","","","","","","92401","32","1924010034"
"","42","0","","","","","","92401","32","1924010035"
"11","100","-1085","-266","","0","","","92401","2","1924010036"
"11","110","-1085","-266","","0","","","92401","2","1924010037"
"","0","1","","","","","","92401","32","1924010038"
"","9","1","","","","","","92401","32","1924010039"
"","118511","checkpoint_karin_idle","1","0","","","","92401","3","1924010040"
"","0.5","","","","","","","92401","26","1924010041"
"","se_caravan","se_caravan_goal_amb_niflhel","0","","","","","92401","23","1924010042"
"","0.9","0","","","","","","92401","93","1924010043"
"","se_caravan","se_caravan_goal_onigiri","0","","","","","92401","23","1924010044"
"","0.5","0","","","","","","92401","93","1924010045"
"1","100","run_checkpoint","0","0","idle","","0","92401","3","1924010046"
"1","110","run_checkpoint","0","0","idle","","0","92401","3","1924010047"
"","4","1","","","","","","92401","32","1924010048"
"11","100","67","-276","","2.5","","","92401","2","1924010049"
"11","110","67","-276","","2.5","","","92401","2","1924010050"
"11","4","67","-276","","2.5","","","92401","33","1924010051"
"","2","0","","","","","","92401","93","1924010052"
"","se_caravan","se_caravan_goal_chara_appear","0","","","","","92401","23","1924010053"
"1","105811","checkpoint_peko_in","0","0","checkpoint_peko_loop","","0","92401","3","1924010054"
"1","105911","checkpoint_kokkoro_in","0","0","checkpoint_kokkoro_loop","","0","92401","3","1924010055"
"1","106011","checkpoint_kyaru_in","0","0","checkpoint_kyaru_loop","","0","92401","3","1924010056"
"1","106411","checkpoint_shefy_in","0","0","checkpoint_shefy_loop","","0","92401","3","1924010057"
"","6","0","0","","","","","92401","140","1924010058"
"","1.6","0","","","","","","92401","93","1924010059"
"","se_caravan","se_caravan_goal_arrival_niflhel","0","","","","","92401","23","1924010060"
"","5","1","","","","","","92401","32","1924010061"
"","118511","checkpoint_karin_clap","1","0.2","","","","92401","3","1924010062"
"","3","0","","","","","","92401","93","1924010063"
"","1924010065","","","","","","","92401","101","1924010064"
"","bgm_MC211","bgm_MC211","","","","","","92401","25","1924010065"
"","4","0","","","","","","92401","32","1924010066"
"","1","","","","","","","92401","113","1924010067"
"","0.3","0","","","","","","92401","93","1924010068"
"","3","1","","","","","","92401","32","1924010069"
"","0.4","0","","","","","","92401","93","1924010070"
"0","100","1","1","0","1","","0","92401","6","1924010071"
"0","110","1","1","0","1","","0","92401","6","1924010072"
"","0","0","","","","","","92401","32","1924010073"
"","5","0","","","","","","92401","32","1924010074"
"","9","0","","","","","","92401","32","1924010075"
"0","105811","1","1","0","1","","0","92401","6","1924010076"
"0","105911","1","1","0","1","","0","92401","6","1924010077"
"0","106011","1","1","0","1","","0","92401","6","1924010078"
"0","106411","1","1","0","1","","0","92401","6","1924010079"
"0","118511","1","1","0","1","","0","92401","6","1924010080"
"","0","","","","","","","92401","91","1924010081"
