48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e
"0","0.2","","1007402","3","0","12","mhp_item_EX0010_receive_out","1","NoItem_idle","1007402132"
"","","","1007402","93","","2","0","","","1007402133"
"1","0.2","","1007402","3","","100211","mhp_talk_worry","","","1007402134"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4110","","0","1007402135"
"5","0","0.5","1007402","11","0","100211","あ、ありがとうございます……\nでも、病気と何の関係が……","0","1","1007402136"
"","","","1007402","91","","0","","","","1007402137"
"1","0.2","","1007402","3","","100211","mhp_idle_sad","","","1007402138"
"1","0.2","","1007402","3","","117531","mhp_talk_normal","","","1007402139"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4111","","0","1007402140"
"6","0","0.5","1007402","11","0","117531","感情の高ぶりがあまりよくないのよ。\nだから甘いものによる幸せで感情を抑え\nしっかりコントロールするのが大事よ。","0","1","1007402141"
"","","","1007402","91","","0","","","","1007402142"
"","","","1007402","22","","0","0","","","1007402143"
"0","0.2","","1007402","3","0.2","117531","mhp_sit_in","1","mhp_sit_idle","1007402144"
"","","","1007402","93","","1","0","","","1007402145"
"","","","1007402","101","","1007402160","","","","1007402146"
"1","0.2","","1007402","3","","117531","mhp_sit_idle","","","1007402147"
"1","0.2","","1007402","3","","100211","mhp_sit_talk_worry","","","1007402148"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4112","","0","1007402149"
"5","0","0.5","1007402","11","0","100211","ひ、羊？　あの、別に睡眠不足という\nわけではないのですが……","0","1","1007402150"
"","","","1007402","91","","0","","","","1007402151"
"1","0.2","","1007402","3","","100211","mhp_sit_idle_sad","","","1007402152"
"1","0.2","","1007402","3","","117531","mhp_sit_talk_thinking","","","1007402153"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4113","","0","1007402154"
"6","0","0.5","1007402","11","0","117531","別に羊でも馬でも何でもいいのよ。\n自分なりの心を落ち着かせる方法を\n見つけなさい。","0","1","1007402155"
"","","","1007402","91","","0","","","","1007402156"
"","","","1007402","22","","0","0","","","1007402157"
"1","0.2","","1007402","3","","117531","mhp_sit_idle","","","1007402158"
"0","0.2","","1007402","3","","100211","mhp_sit_out","","","1007402159"
"","","","1007402","91","","0","","","","1007402160"
"0","0.2","","1007402","3","","100211","mhp_yui_pekori","","","1007402161"
"","","","1007402","91","","0","","","","1007402162"
"1","0.2","","1007402","3","","100211","mhp_yui_walk_sad","","","1007402163"
"","","","1007402","4","","100211","1","","","1007402164"
"-220","","","1007402","2","","100211","-1000","0","5","1007402165"
"","","","1007402","93","","4","0","","","1007402166"
"1","0.2","","1007402","3","","117631","mhp_sit_talk_worry","","","1007402167"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4114","","0","1007402168"
"6","0","0.5","1007402","11","0","117631","……先生、もしかして楽しんでない？\n言ってることもよく分かんないし。","0","1","1007402169"
"","","","1007402","91","","0","","","","1007402170"
"1","0.2","","1007402","3","","117631","mhp_sit_idle","","","1007402171"
"1","0.2","","1007402","3","","117531","mhp_sit_talk_joy1","","","1007402172"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4115","","0","1007402173"
"6","","0.5","1007402","11","0","117531","ふふ、うちのギルドの子たちじゃ\nああいう甘酸っぱいのは\n期待できないもの。","0","1","1007402174"
"","","","1007402","91","","0","","","","1007402175"
"1","0.2","","1007402","3","","117531","mhp_sit_talk_thinking","","","1007402176"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4116","","0","1007402177"
"5","","0.5","1007402","11","0","117531","人の恋路って、本当に面白いわね♪","0","1","1007402178"
"","","","1007402","91","","0","","","","1007402179"
"","","","1007402","22","","0","0.5","","","1007402180"
"","","","1007402","91","","0","","","","1007402181"
"100","1.7","mhp_idle_normal","1007403","1","0","1","100211","-240","-1000","1007403001"
"100","1.7","mhp_sit_idle","1007403","1","1","1","117531","-220","185","1007403002"
"100","1.7","mhp_sit_idle","1007403","1","1","1","117631","-200","365","1007403003"
"-240","1","","1007403","31","","1","1","0.85","-154","1007403004"
"0","0","","1007403","31","","13","113","1","0","1007403005"
"0","0","","1007403","31","","15","115","1","0","1007403006"
"0","0","","1007403","31","","30","130","1","0","1007403007"
"110","1.7","NoItem","1007403","5","0","1","11","-220","-200","1007403008"
"105","1.7","NoItem","1007403","5","0","1","12","-220","-200","1007403009"
"110","1.7","NoItem","1007403","5","1","1","21","-220","185","1007403010"
"105","1.7","NoItem","1007403","5","1","1","22","-220","185","1007403011"
"1","0","","1007403","6","0","11","1","0","1","1007403012"
"1","0","","1007403","6","0","12","1","0","1","1007403013"
"1","0","","1007403","6","0","21","1","0","1","1007403014"
"1","0","","1007403","6","0","22","1","0","1","1007403015"
"110","1.7","NoItem","1007403","5","0","1","31","-220","-1000","1007403016"
"","","","1007403","91","","0","","","","1007403017"
"1","0.2","","1007403","3","","117531","mhp_sit_talk_normal","","","1007403018"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4201","","0","1007403019"
"8","0","0.5","1007403","11","0","117531","ユイちゃん、どうぞー","0","0","1007403020"
"","","","1007403","91","","0","","","","1007403021"
"1","0.2","","1007403","3","","117531","mhp_sit_idle","","","1007403022"
"1","0.2","","1007403","3","","100211","mhp_yui_walk_sad3","0","","1007403023"
"-220","","","1007403","2","","100211","-200","0","4","1007403024"
"1","0.2","","1007403","3","","31","NoItem","","","1007403025"
"-220","","","1007403","2","","31","-200","0","4","1007403026"
"","","","1007403","91","","0","","","","1007403027"
"0","0.2","","1007403","3","0.2","100211","mhp_yui_sit_in_sad2","1","mhp_yui_sit_idle_sad3","1007403028"
"","","","1007403","93","","1","0","","","1007403029"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_talk_sad2","","","1007403030"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4202","","0","1007403031"
"5","0","0.5","1007403","11","0","100211","はぁ……何度も診てもらっているのに\n相変わらず胸は苦しいし顔も火照って\nぼうっとしちゃうんです……","0","1","1007403032"
"","","","1007403","91","","0","","","","1007403033"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_idle_sad4","","","1007403034"
"1","0.2","","1007403","3","","117531","mhp_sit_talk_normal","","","1007403035"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4203","","0","1007403036"
"6","0","0.5","1007403","11","0","117531","ねえユイちゃん、症状が出るのって\nどんな時かしら？","0","1","1007403037"
"","","","1007403","91","","0","","","","1007403038"
"1","0.2","","1007403","3","","117531","mhp_sit_idle","","","1007403039"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_talk_sad2","","","1007403040"
"1","0","","1007403","3","","31","mhp_yui_sit_talk_sad2","","","1007403041"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4204","","0","1007403042"
"4","0","1.5","1007403","11","0","100211","え、ええとそれは……\nあ、あああ！","0","1","1007403043"
"","","","1007403","93","","4","1","","","1007403044"
"1","0.2","","1007403","3","","100211","mhp_yui_hot","","","1007403045"
"1","0.2","","1007403","3","","31","mhp_yui_hot","","","1007403046"
"","","","1007403","91","","1007403043","","","","1007403047"
"","","","1007403","93","","1","0","","","1007403048"
"1","0.2","","1007403","3","","117531","mhp_sit_talk_normal","","","1007403049"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4205","","0","1007403050"
"5","0","0.5","1007403","11","0","117531","当てましょうか？\nあなたが強く意識している誰かのことを\n考えている時、よね？","0","1","1007403051"
"","","","1007403","91","","0","","","","1007403052"
"1","0.2","","1007403","3","","117531","mhp_sit_idle","","","1007403053"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_talk_wish2","","","1007403054"
"1","0.2","","1007403","3","","31","NoItem","","","1007403055"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4206","","0","1007403056"
"6","0","0.5","1007403","11","0","100211","そ、それじゃあこれって……","0","1","1007403057"
"","","","1007403","91","","0","","","","1007403058"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_idle_sad4","","","1007403059"
"1","0.2","","1007403","3","","117531","mhp_sit_talk_wish","","","1007403060"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4207","","0","1007403061"
"6","0","0.5","1007403","11","0","117531","多くの人が悩む難病、恋の病よ！","0","1","1007403062"
"","","","1007403","91","","0","","","","1007403063"
"1","0.2","","1007403","3","","117531","mhp_sit_idle","","","1007403064"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_talk_surprise2","","","1007403065"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4208","","0","1007403066"
"6","0","0.5","1007403","11","0","100211","わ、わたしってば、お医者さんに\nそんな恥ずかしいことを……！\nご、ごめんなさい！","0","1","1007403067"
"","","","1007403","91","","0","","","","1007403068"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_idle_verysad","","","1007403069"
"1","0.2","","1007403","3","","117531","mhp_sit_talk_joy1","","","1007403070"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4209","","0","1007403071"
"6","0","0.5","1007403","11","0","117531","気にしなくていいわ\n恋に悩むのは若さの特権よ♪","0","1","1007403072"
"","","","1007403","91","","0","","","","1007403073"
"1","0.2","","1007403","3","","117531","mhp_sit_idle_joy1","","","1007403074"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_talk_wish2","","","1007403075"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4210","","0","1007403076"
"5","0","0.5","1007403","11","0","100211","あ、あのミツキさん……いえ、\nミツキ先生！\nこういう時は\nどうすればいいんでしょうか？","0","1","1007403077"
"","","","1007403","91","","0","","","","1007403078"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_idle_sad3","","","1007403079"
"1","0.2","","1007403","3","","117531","mhp_sit_talk_surprise2","","","1007403080"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4211","","0","1007403081"
"8","0","0.5","1007403","11","0","117531","……え？","0","1","1007403082"
"","","","1007403","91","","0","","","","1007403083"
"1","0.2","","1007403","3","","117531","mhp_sit_talk_surprise2","","","1007403084"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_talk_worry2","","","1007403085"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4212","","0","1007403086"
"6","0","0.5","1007403","11","0","100211","ミツキ先生みたいな素敵な大人なら\n素敵な恋をたくさん経験していますよね？","0","1","1007403087"
"","","","1007403","91","","0","","","","1007403088"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_idle_sad3","","","1007403089"
"1","0.2","","1007403","3","","117531","mhp_sit_talk_bitter","","","1007403090"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4213","","0","1007403091"
"6","0","0.5","1007403","11","0","117531","そ、それほどでも……ない、わよ？","0","1","1007403092"
"","","","1007403","91","","0","","","","1007403093"
"1","0.2","","1007403","3","","117531","mhp_sit_idle_bitter","","","1007403094"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_talk_kirakira","","","1007403095"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4214","","0","1007403096"
"6","0","0.5","1007403","11","0","100211","どうかわたしに、\n恋の診察をお願いします！","0","1","1007403097"
"","","","1007403","91","","0","","","","1007403098"
"1","0.2","","1007403","3","","100211","mhp_yui_sit_idle_kirakira","","","1007403099"
"1","0.2","","1007403","3","","117531","mhp_mitsuki_sit_shake","","","1007403100"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4215","","0","1007403101"
"7","0","0.5","1007403","11","0","117531","え、えええ……！","0","1","1007403102"
"","","","1007403","91","","0","","","","1007403103"
"1","0.2","","1007403","3","","117531","mhp_sit_idle_sad3","","","1007403104"
"","","","1007403","32","","113","1","1","","1007403105"
"-100","","","1007403","33","","113","193","1","0","1007403106"
"-100","","","1007403","33","","115","193","1","0","1007403107"
"","","","1007403","93","","0.8","0","","","1007403108"
"0","","","1007403","21","","vo_mhp_1007403","vo_mhp_4216","","0","1007403109"
"","","","1007403","13","","117531","10001","","","1007403110"
"5","0","0.5","1007403","11","0","117531","（因果応報、ってヤツかしら\n人の恋路を面白がったりした罰ね\nそれにしてもどうしたものかしら……）","0","1","1007403111"
"","","","1007403","91","","0","","","","1007403112"
"","","","1007403","22","","0","0.5","","","1007403113"
"","","","1007403","93","","0.2","0","","","1007403114"
"","","","1007403","32","","115","1","1","","1007403115"
"","","","1007403","93","","1","0","","","1007403116"
"","","","1007403","32","","130","1","","","1007403117"
"","","","1007403","93","","4","0","","","1007403118"
"","","","1007403","32","","130","0","","","1007403119"
"100","1.7","mhp_idle_normal","1007404","1","0","1","111011","-240","-1000","1007404001"
"100","1.7","mhp_sit_idle","1007404","1","1","1","117531","-220","185","1007404002"
"100","1.7","mhp_sit_idle","1007404","1","1","1","117631","-200","365","1007404003"
"-240","1","","1007404","31","","1","1","0.85","-154","1007404004"
"110","1.7","NoItem","1007404","5","0","1","11","-220","-200","1007404005"
"105","1.7","NoItem","1007404","5","0","1","12","-220","-200","1007404006"
"110","1.7","NoItem","1007404","5","1","1","21","-220","185","1007404007"
"105","1.7","NoItem","1007404","5","1","1","22","-220","185","1007404008"
"1","0","","1007404","6","0","11","1","0","1","1007404009"
"1","0","","1007404","6","0","12","1","0","1","1007404010"
"1","0","","1007404","6","0","21","1","0","1","1007404011"
"1","0","","1007404","6","0","22","1","0","1","1007404012"
"","","","1007404","91","","0","","","","1007404013"
"1","0.2","","1007404","3","","117531","mhp_sit_talk_normal","","","1007404014"
"0","","","1007404","21","","vo_mhp_1007404","vo_mhp_1001","","0","1007404015"
"8","0","0.5","1007404","11","0","117531","次の方どうぞー","0","0","1007404016"
"","","","1007404","91","","0","","","","1007404017"
"1","0.2","","1007404","3","","117531","mhp_sit_idle","","","1007404018"
"1","0.2","","1007404","3","","111011","mhp_walk","","","1007404019"
"-220","","","1007404","2","","111011","-200","0","4","1007404020"
"","","","1007404","91","","0","","","","1007404021"
"0","0.2","","1007404","3","0.2","111011","mhp_sit_in_2","1","mhp_sit_idle_2","1007404022"
"","","","1007404","93","","1","0","","","1007404023"
"1","0.2","","1007404","3","","111011","mhp_sit_talk_normal","","","1007404024"
"0","","","1007404","21","","vo_mhp_1007404","vo_mhp_1002","","0","1007404025"
"4","0","0.5","1007404","11","0","111011","やあ、失礼する。\n数週間ぶりだが、息災かねミツキ師。","0","1","1007404026"
"","","","1007404","91","","0","0","","","1007404027"
"1","0.2","","1007404","3","","111011","mhp_sit_idle_2","","","1007404028"
"1","0.2","","1007404","3","","117531","mhp_sit_talk_surprise2","","","1007404029"
"0","","","1007404","21","","vo_mhp_1007404","vo_mhp_1003","","0","1007404030"
"6","0","0.5","1007404","11","0","117531","ユニちゃん！？\nどうしたの、\n引き籠もりのあなたが\nこんなランドソルから離れた町で……","0","1","1007404031"
"","","","1007404","93","","2","1","","","1007404032"
"1","0.2","","1007404","3","","117531","mhp_sit_talk_worry","","","1007404033"
"","","","1007404","91","","1007404031","0","","","1007404034"
"1","0.2","","1007404","3","","117531","mhp_sit_idle_sad","","","1007404035"
"1","0.2","","1007404","3","","111011","mhp_sit_talk_normal","","","1007404036"
"0","","","1007404","21","","vo_mhp_1007404","vo_mhp_1004","","0","1007404037"
"5","0","0.5","1007404","11","0","111011","もののついでの挨拶さ。\nフィールドワークに訪れた旅先で、\n隻眼の名医がいると聞いたものでな。\nミツキ師に違いないと察したよ。","0","1","1007404038"
